1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q3,848.00,307.00,9980.00,248.00,0.00,0.00,2636.00,1396.00,-164.00,148.00,0.00,1256.00,5324.00,3284.00,2040.00,680.00,400.00,40.00,652.00,0.00,360.00,292.00,9564.00,0.00,0.00,0.00,4988.00,3116.00,348.00,12.00,1100.00,0.00,0.00,1096.00,0.00,4.00,125.00
1969:Q4,881.00,316.00,10504.00,1420.00,0.00,0.00,828.00,1236.00,144.00,32.00,-12.00,-572.00,5208.00,2572.00,2636.00,1668.00,392.00,44.00,944.00,0.00,480.00,464.00,10208.00,0.00,0.00,0.00,5064.00,3628.00,-100.00,12.00,1604.00,0.00,0.00,1160.00,0.00,444.00,269.00
1970:Q1,972.00,342.00,10060.00,-628.00,0.00,0.00,2152.00,-12.00,-176.00,232.00,56.00,2052.00,5460.00,2876.00,2584.00,1888.00,352.00,44.00,792.00,0.00,416.00,376.00,9212.00,0.00,0.00,0.00,5088.00,2612.00,744.00,12.00,756.00,0.00,0.00,1236.00,0.00,-480.00,-218.00
1970:Q2,993.00,350.00,8760.00,-384.00,0.00,0.00,1228.00,-140.00,-264.00,-12.00,-24.00,1668.00,4804.00,2588.00,2216.00,1164.00,1128.00,44.00,776.00,0.00,428.00,348.00,9124.00,0.00,0.00,0.00,5056.00,2604.00,-792.00,8.00,2248.00,0.00,0.00,1320.00,0.00,928.00,1007.00
1970:Q3,1039.00,353.00,7264.00,196.00,0.00,0.00,2252.00,668.00,532.00,172.00,172.00,708.00,3468.00,2048.00,1420.00,528.00,8.00,44.00,768.00,0.00,436.00,332.00,9656.00,0.00,0.00,0.00,5220.00,2876.00,396.00,8.00,1156.00,0.00,0.00,1340.00,0.00,-184.00,3078.00
1970:Q4,1280.00,343.00,13552.00,1312.00,0.00,0.00,3940.00,2592.00,-420.00,176.00,136.00,1456.00,4616.00,1444.00,3172.00,2912.00,-44.00,48.00,768.00,0.00,440.00,328.00,10824.00,0.00,0.00,0.00,5576.00,3440.00,152.00,8.00,1648.00,0.00,0.00,1292.00,0.00,356.00,-1791.00
1971:Q1,1214.00,362.00,12744.00,-836.00,0.00,0.00,6632.00,2120.00,-152.00,28.00,32.00,4604.00,1560.00,928.00,632.00,4908.00,-416.00,48.00,848.00,0.00,352.00,496.00,11876.00,0.00,0.00,0.00,5928.00,4200.00,500.00,8.00,1240.00,0.00,0.00,1344.00,0.00,-104.00,-16.00
1971:Q2,1247.00,374.00,10476.00,-268.00,0.00,0.00,5564.00,2604.00,-1128.00,0.00,100.00,3988.00,844.00,940.00,-96.00,3676.00,-284.00,48.00,896.00,0.00,304.00,592.00,12792.00,0.00,0.00,0.00,6264.00,4748.00,-532.00,12.00,2300.00,0.00,0.00,1296.00,0.00,1004.00,3189.00
1971:Q3,1324.00,382.00,10456.00,100.00,0.00,0.00,4132.00,-1284.00,116.00,296.00,108.00,4896.00,2092.00,1124.00,968.00,3504.00,-316.00,52.00,892.00,0.00,296.00,596.00,13244.00,0.00,0.00,0.00,6448.00,4900.00,320.00,12.00,1564.00,0.00,0.00,1292.00,0.00,272.00,3730.00
1971:Q4,1337.00,396.00,17192.00,1024.00,0.00,0.00,7800.00,-928.00,308.00,56.00,-12.00,8376.00,3992.00,1012.00,2980.00,3908.00,-420.00,52.00,836.00,0.00,320.00,516.00,13228.00,0.00,0.00,0.00,6484.00,4632.00,-396.00,12.00,2496.00,0.00,0.00,1324.00,0.00,1172.00,-3023.00
1972:Q1,1431.00,346.00,9108.00,-2396.00,0.00,0.00,5876.00,-260.00,648.00,356.00,-48.00,5180.00,416.00,808.00,-392.00,4588.00,-360.00,52.00,932.00,0.00,480.00,452.00,13464.00,0.00,0.00,0.00,6556.00,4332.00,576.00,12.00,1988.00,0.00,0.00,1444.00,0.00,544.00,5441.00
1972:Q2,1509.00,354.00,14308.00,656.00,0.00,0.00,7388.00,560.00,-1072.00,-68.00,0.00,7968.00,1044.00,1020.00,24.00,4544.00,-352.00,52.00,976.00,0.00,580.00,396.00,13812.00,0.00,0.00,0.00,6668.00,3976.00,-804.00,8.00,3964.00,0.00,0.00,1500.00,0.00,2464.00,659.00
1972:Q3,1432.00,363.00,14428.00,376.00,0.00,0.00,9200.00,2948.00,612.00,204.00,44.00,5392.00,1732.00,996.00,736.00,2400.00,-312.00,56.00,976.00,0.00,592.00,384.00,13960.00,0.00,0.00,0.00,6776.00,4220.00,384.00,8.00,2572.00,0.00,0.00,1548.00,0.00,1024.00,601.00
1972:Q4,1391.00,377.00,19872.00,2236.00,0.00,0.00,6792.00,-2404.00,-192.00,-60.00,20.00,9428.00,6368.00,928.00,5440.00,3708.00,-216.00,56.00,928.00,0.00,508.00,420.00,13860.00,0.00,0.00,0.00,6892.00,5032.00,-96.00,8.00,2024.00,0.00,0.00,1588.00,0.00,436.00,-4998.00
1973:Q1,1743.00,478.00,13692.00,-1828.00,0.00,0.00,9100.00,4408.00,-12.00,116.00,-140.00,4728.00,1996.00,1124.00,872.00,3312.00,168.00,60.00,884.00,0.00,444.00,440.00,15496.00,0.00,0.00,0.00,7044.00,4916.00,728.00,32.00,2776.00,0.00,0.00,1632.00,0.00,1144.00,3069.00
1973:Q2,1760.00,504.00,16172.00,-88.00,0.00,0.00,5816.00,-1260.00,-1008.00,204.00,168.00,7712.00,4980.00,1716.00,3264.00,4228.00,324.00,60.00,852.00,0.00,392.00,460.00,14912.00,0.00,0.00,0.00,7232.00,5420.00,-828.00,32.00,3056.00,0.00,0.00,1692.00,0.00,1364.00,-4.00
1973:Q3,1798.00,524.00,15176.00,-264.00,0.00,0.00,3120.00,-3588.00,-424.00,376.00,88.00,6668.00,8356.00,3536.00,4820.00,2960.00,108.00,60.00,836.00,0.00,372.00,464.00,15160.00,0.00,0.00,0.00,7268.00,5996.00,348.00,32.00,1516.00,0.00,0.00,1716.00,0.00,-200.00,1258.00
1973:Q4,1751.00,541.00,22432.00,2540.00,0.00,0.00,4712.00,532.00,-88.00,-100.00,64.00,4304.00,11136.00,2408.00,8728.00,2736.00,392.00,60.00,856.00,0.00,392.00,464.00,16232.00,0.00,0.00,0.00,7148.00,6648.00,-104.00,32.00,2508.00,0.00,0.00,1728.00,0.00,780.00,-4990.00
1974:Q1,1916.00,609.00,14716.00,-2308.00,0.00,0.00,8436.00,1424.00,608.00,192.00,292.00,5920.00,5020.00,1776.00,3244.00,2060.00,280.00,64.00,1164.00,0.00,616.00,548.00,14780.00,0.00,0.00,0.00,7000.00,5264.00,708.00,-264.00,2072.00,0.00,0.00,1680.00,0.00,392.00,1371.00
1974:Q2,2222.00,629.00,14928.00,-168.00,0.00,0.00,4140.00,-892.00,-988.00,20.00,368.00,5632.00,6828.00,2648.00,4180.00,2348.00,408.00,64.00,1308.00,0.00,740.00,568.00,15444.00,0.00,0.00,0.00,6820.00,6172.00,-860.00,-264.00,3576.00,0.00,0.00,1652.00,0.00,1924.00,2109.00
1974:Q3,2435.00,656.00,13296.00,204.00,0.00,0.00,1232.00,-2144.00,-88.00,208.00,164.00,3092.00,8288.00,3480.00,4808.00,1308.00,796.00,68.00,1400.00,0.00,772.00,628.00,15884.00,0.00,0.00,0.00,6916.00,6436.00,304.00,-264.00,2492.00,0.00,0.00,1688.00,0.00,804.00,4367.00
1974:Q4,2115.00,686.00,23320.00,1984.00,0.00,0.00,7864.00,5876.00,180.00,304.00,196.00,1308.00,9976.00,2748.00,7228.00,2072.00,-80.00,68.00,1436.00,0.00,712.00,724.00,16112.00,0.00,0.00,0.00,7288.00,6060.00,-200.00,-264.00,3228.00,0.00,0.00,1772.00,0.00,1456.00,-5779.00
1975:Q1,2394.00,831.00,16532.00,-1540.00,0.00,0.00,8596.00,-1428.00,852.00,180.00,116.00,8876.00,5904.00,1856.00,4048.00,2248.00,-312.00,68.00,1568.00,0.00,688.00,880.00,18820.00,0.00,0.00,0.00,7612.00,8336.00,620.00,156.00,2096.00,0.00,0.00,1888.00,0.00,208.00,3851.00
1975:Q2,1974.00,829.00,17240.00,-268.00,0.00,0.00,8640.00,1056.00,508.00,276.00,348.00,6452.00,4412.00,1528.00,2884.00,2924.00,-320.00,72.00,1780.00,0.00,692.00,1088.00,18164.00,0.00,0.00,0.00,7884.00,7440.00,-932.00,156.00,3616.00,0.00,0.00,2012.00,0.00,1604.00,2069.00
1975:Q3,2077.00,832.00,19000.00,-1008.00,0.00,0.00,13460.00,4060.00,436.00,412.00,1528.00,7024.00,3020.00,1564.00,1456.00,1524.00,236.00,72.00,1696.00,0.00,660.00,1036.00,19492.00,0.00,0.00,0.00,8080.00,8224.00,220.00,156.00,2812.00,0.00,0.00,2012.00,0.00,800.00,1737.00
1975:Q4,2394.00,841.00,28968.00,2520.00,0.00,0.00,18892.00,-716.00,3660.00,548.00,1372.00,14028.00,4820.00,1472.00,3348.00,1508.00,-168.00,72.00,1324.00,0.00,592.00,732.00,22772.00,0.00,0.00,0.00,8208.00,10652.00,-268.00,152.00,4028.00,0.00,0.00,1868.00,0.00,2160.00,-4643.00
1976:Q1,2041.00,841.00,23536.00,-1896.00,0.00,0.00,17880.00,-2012.00,1344.00,892.00,2024.00,15632.00,2220.00,1184.00,1036.00,4076.00,-256.00,76.00,1436.00,0.00,632.00,804.00,25100.00,0.00,0.00,0.00,8352.00,12880.00,772.00,220.00,2876.00,0.00,0.00,2272.00,0.00,604.00,2764.00
1976:Q2,2343.00,871.00,24044.00,236.00,0.00,0.00,17484.00,3572.00,-464.00,24.00,728.00,13624.00,2608.00,1492.00,1116.00,2408.00,-80.00,80.00,1308.00,0.00,572.00,736.00,27908.00,0.00,0.00,0.00,8504.00,15024.00,-812.00,220.00,4972.00,0.00,0.00,2340.00,0.00,2632.00,5336.00
1976:Q3,2909.00,904.00,25936.00,-1316.00,0.00,0.00,19604.00,-2204.00,1852.00,1768.00,840.00,17348.00,3416.00,1432.00,1984.00,2836.00,4.00,80.00,1312.00,0.00,604.00,708.00,28976.00,0.00,0.00,0.00,8676.00,16024.00,512.00,220.00,3544.00,0.00,0.00,2360.00,0.00,1184.00,5045.00
1976:Q4,3195.00,938.00,39180.00,3288.00,0.00,0.00,24680.00,2288.00,-204.00,912.00,752.00,20932.00,6772.00,1360.00,5412.00,2976.00,-44.00,80.00,1428.00,0.00,716.00,712.00,28292.00,0.00,0.00,0.00,8864.00,15876.00,60.00,220.00,3272.00,0.00,0.00,2328.00,0.00,944.00,-8631.00
1977:Q1,2504.00,930.00,26156.00,-2320.00,96.00,0.00,21264.00,2252.00,696.00,916.00,472.00,16928.00,2812.00,1656.00,1156.00,1804.00,172.00,84.00,2244.00,0.00,828.00,1416.00,29144.00,0.00,0.00,0.00,8992.00,15512.00,312.00,92.00,4236.00,0.00,0.00,2960.00,0.00,1276.00,4562.00
1977:Q2,2715.00,959.00,30144.00,-132.00,140.00,0.00,20860.00,1080.00,-820.00,552.00,372.00,19676.00,6204.00,1844.00,4360.00,796.00,-100.00,84.00,2292.00,0.00,944.00,1348.00,30168.00,0.00,0.00,0.00,9064.00,16188.00,416.00,92.00,4408.00,0.00,0.00,3316.00,0.00,1092.00,1780.00
1977:Q3,3138.00,980.00,27928.00,260.00,172.00,0.00,17780.00,64.00,1528.00,1420.00,900.00,13868.00,6672.00,1728.00,4944.00,600.00,84.00,88.00,2272.00,0.00,968.00,1304.00,31748.00,0.00,0.00,0.00,9348.00,17280.00,444.00,92.00,4584.00,0.00,0.00,3404.00,0.00,1180.00,5978.00
1977:Q4,3557.00,1011.00,41088.00,2700.00,192.00,0.00,22168.00,-4708.00,-1616.00,3848.00,84.00,24560.00,12376.00,1660.00,10716.00,1348.00,56.00,88.00,2160.00,0.00,896.00,1264.00,33404.00,0.00,0.00,0.00,9848.00,18308.00,388.00,92.00,4768.00,0.00,0.00,3216.00,0.00,1552.00,-5138.00
1978:Q1,3219.00,1142.00,31828.00,-2900.00,200.00,0.00,26472.00,7524.00,-960.00,2412.00,-196.00,17692.00,6096.00,1804.00,4292.00,-96.00,108.00,136.00,1812.00,0.00,1000.00,812.00,33888.00,0.00,0.00,0.00,10412.00,18396.00,368.00,248.00,4464.00,0.00,0.00,3260.00,0.00,1204.00,4137.00
1978:Q2,3562.00,1251.00,32680.00,244.00,196.00,0.00,19868.00,-1216.00,-604.00,1160.00,-236.00,20764.00,10196.00,2436.00,7760.00,260.00,-132.00,140.00,1908.00,0.00,1024.00,884.00,35400.00,0.00,0.00,0.00,11052.00,19232.00,388.00,248.00,4480.00,0.00,0.00,3276.00,0.00,1204.00,5031.00
1978:Q3,3921.00,1328.00,36228.00,-112.00,252.00,0.00,21812.00,2084.00,756.00,3744.00,520.00,14708.00,11764.00,2536.00,9228.00,476.00,-92.00,144.00,1984.00,0.00,1076.00,908.00,35904.00,0.00,0.00,0.00,11192.00,19552.00,336.00,248.00,4576.00,0.00,0.00,3232.00,0.00,1344.00,2269.00
1978:Q4,4110.00,1410.00,41560.00,3716.00,364.00,0.00,16456.00,-2580.00,-1164.00,2848.00,1316.00,16036.00,19576.00,3584.00,15992.00,-1216.00,244.00,152.00,2268.00,0.00,1160.00,1108.00,35380.00,0.00,0.00,0.00,10828.00,19352.00,224.00,252.00,4724.00,0.00,0.00,3116.00,0.00,1608.00,-3480.00
1979:Q1,4180.00,1676.00,33608.00,-4872.00,472.00,0.00,22976.00,2600.00,2140.00,2312.00,-1248.00,17172.00,12716.00,4076.00,8640.00,-488.00,88.00,152.00,2564.00,0.00,1264.00,1300.00,35108.00,0.00,0.00,0.00,10604.00,19124.00,132.00,648.00,4600.00,0.00,0.00,3152.00,0.00,1448.00,4004.00
1979:Q2,3817.00,1735.00,38160.00,1468.00,568.00,0.00,19128.00,4052.00,-612.00,3468.00,-4.00,12224.00,14468.00,3896.00,10572.00,-664.00,176.00,160.00,2856.00,0.00,1380.00,1476.00,35060.00,0.00,0.00,0.00,10528.00,18848.00,60.00,648.00,4976.00,0.00,0.00,3120.00,0.00,1856.00,-1018.00
1979:Q3,4124.00,1838.00,35400.00,-1132.00,644.00,0.00,14452.00,-40.00,-216.00,4140.00,604.00,9964.00,16244.00,3688.00,12556.00,1996.00,116.00,164.00,2916.00,0.00,1400.00,1516.00,35100.00,0.00,0.00,0.00,10380.00,19248.00,-28.00,648.00,4852.00,0.00,0.00,3004.00,0.00,1848.00,1986.00
1979:Q4,4348.00,1907.00,42652.00,5748.00,704.00,0.00,7896.00,-180.00,-1048.00,1432.00,752.00,6940.00,24308.00,7056.00,17252.00,884.00,204.00,172.00,2736.00,0.00,1328.00,1408.00,35224.00,0.00,0.00,0.00,10160.00,20324.00,-152.00,648.00,4244.00,0.00,0.00,2788.00,0.00,1456.00,-4987.00
1980:Q1,5194.00,1901.00,39312.00,-4980.00,600.00,0.00,14100.00,-6944.00,116.00,1956.00,136.00,18836.00,24172.00,8280.00,15892.00,2148.00,524.00,176.00,2572.00,0.00,1244.00,1328.00,34780.00,0.00,0.00,0.00,9964.00,20980.00,304.00,152.00,3380.00,0.00,0.00,2264.00,0.00,1116.00,-1239.00
1980:Q2,5628.00,1886.00,32908.00,2788.00,340.00,0.00,7836.00,3568.00,872.00,-524.00,-496.00,4416.00,22604.00,9928.00,12676.00,-3152.00,-84.00,184.00,2392.00,0.00,1140.00,1252.00,33744.00,0.00,0.00,0.00,9784.00,21196.00,516.00,1016.00,1232.00,0.00,0.00,1956.00,0.00,-724.00,4578.00
1980:Q3,5726.00,1950.00,35880.00,-108.00,728.00,0.00,17624.00,6768.00,812.00,2256.00,512.00,7276.00,13308.00,3316.00,9992.00,1796.00,-124.00,188.00,2468.00,0.00,1196.00,1272.00,34944.00,0.00,0.00,0.00,9600.00,22460.00,500.00,536.00,1848.00,0.00,0.00,1924.00,0.00,-76.00,2840.00
1980:Q4,6189.00,2046.00,43052.00,4460.00,1764.00,0.00,16076.00,5348.00,2000.00,3364.00,940.00,4424.00,16896.00,4820.00,12076.00,760.00,112.00,196.00,2788.00,0.00,1408.00,1380.00,38368.00,0.00,0.00,0.00,9408.00,24760.00,264.00,264.00,3672.00,0.00,0.00,2172.00,0.00,1500.00,-541.00
1981:Q1,6082.00,2136.00,43644.00,-4100.00,2976.00,0.00,24808.00,6056.00,5472.00,4448.00,524.00,8308.00,14544.00,7200.00,7344.00,1892.00,392.00,204.00,2928.00,0.00,1676.00,1252.00,46416.00,0.00,0.00,0.00,9300.00,30740.00,24.00,448.00,5904.00,0.00,0.00,3184.00,0.00,2720.00,6718.00
1981:Q2,6446.00,2240.00,44328.00,1444.00,4368.00,0.00,21608.00,5380.00,-1016.00,5644.00,496.00,11104.00,13880.00,6912.00,6968.00,-284.00,276.00,208.00,2828.00,0.00,2004.00,824.00,41272.00,0.00,0.00,0.00,9200.00,24020.00,-204.00,532.00,7724.00,0.00,0.00,3332.00,0.00,4392.00,1150.00
1981:Q3,5542.00,2342.00,47244.00,2288.00,4396.00,0.00,18152.00,8296.00,960.00,2620.00,352.00,5924.00,13920.00,8412.00,5508.00,4028.00,888.00,216.00,3356.00,0.00,1944.00,1412.00,52348.00,0.00,0.00,0.00,8996.00,34848.00,-228.00,444.00,8288.00,0.00,0.00,3404.00,0.00,4884.00,8304.00
1981:Q4,4741.00,2486.00,48552.00,4644.00,3060.00,0.00,18192.00,9956.00,3900.00,-116.00,428.00,4024.00,13500.00,6656.00,6844.00,3836.00,568.00,224.00,4528.00,0.00,1508.00,3020.00,44472.00,0.00,0.00,0.00,8292.00,28440.00,-48.00,1832.00,5956.00,0.00,0.00,3376.00,0.00,2580.00,-1825.00
1982:Q1,4624.00,2592.00,42244.00,-9508.00,2092.00,0.00,30892.00,-872.00,11616.00,3456.00,1400.00,15292.00,9560.00,5228.00,4332.00,1776.00,1508.00,-60.00,5984.00,0.00,1116.00,4868.00,45904.00,0.00,0.00,0.00,7536.00,31520.00,132.00,84.00,6632.00,0.00,0.00,3772.00,0.00,2860.00,5692.00
1982:Q2,4246.00,2550.00,53656.00,5452.00,1488.00,0.00,28016.00,6192.00,-476.00,4468.00,1500.00,16332.00,8796.00,5428.00,3368.00,1212.00,1604.00,32.00,7056.00,0.00,772.00,6284.00,51740.00,0.00,0.00,0.00,6688.00,38372.00,292.00,1028.00,5360.00,0.00,0.00,3692.00,0.00,1668.00,-220.00
1982:Q3,4009.00,2482.00,52044.00,1400.00,788.00,0.00,28036.00,3600.00,7012.00,4132.00,1460.00,11832.00,7432.00,4212.00,3220.00,5860.00,892.00,-44.00,7680.00,0.00,620.00,7060.00,61028.00,0.00,0.00,0.00,6548.00,47604.00,296.00,-148.00,6728.00,0.00,0.00,3824.00,0.00,2904.00,10511.00
1982:Q4,4263.00,2436.00,73524.00,3988.00,0.00,0.00,52976.00,7764.00,15296.00,5308.00,3224.00,21384.00,8200.00,2152.00,6048.00,744.00,56.00,68.00,7492.00,0.00,664.00,6828.00,56064.00,0.00,0.00,0.00,7112.00,41228.00,148.00,292.00,7284.00,0.00,0.00,4152.00,0.00,3132.00,-15633.00
1983:Q1,4474.00,2580.00,51572.00,-6252.00,-1212.00,0.00,41164.00,5292.00,12744.00,2740.00,688.00,19700.00,7224.00,1864.00,5360.00,5824.00,-260.00,-108.00,5192.00,0.00,600.00,4592.00,41160.00,0.00,0.00,0.00,7552.00,25084.00,4.00,-664.00,9184.00,0.00,0.00,3820.00,0.00,5364.00,-8518.00
1983:Q2,4053.00,2602.00,58468.00,256.00,-2844.00,0.00,40212.00,2576.00,9492.00,3784.00,2532.00,21828.00,6720.00,1136.00,5584.00,6392.00,-1152.00,204.00,8680.00,0.00,580.00,8100.00,48544.00,0.00,0.00,0.00,7860.00,31400.00,-124.00,72.00,9336.00,0.00,0.00,4156.00,0.00,5180.00,-8473.00
1983:Q3,3641.00,2722.00,54700.00,-1760.00,-2700.00,0.00,35592.00,1372.00,9700.00,7544.00,680.00,16296.00,11120.00,596.00,10524.00,1108.00,-284.00,156.00,11468.00,0.00,560.00,10908.00,47152.00,0.00,0.00,0.00,7976.00,29608.00,-144.00,80.00,9632.00,0.00,0.00,4276.00,0.00,5356.00,-6629.00
1983:Q4,3093.00,2879.00,71608.00,5164.00,-796.00,0.00,44832.00,4468.00,16492.00,14848.00,-144.00,9168.00,15384.00,812.00,14572.00,412.00,160.00,180.00,6272.00,0.00,596.00,5676.00,61836.00,0.00,0.00,0.00,7896.00,44556.00,-64.00,212.00,9236.00,0.00,0.00,4184.00,0.00,5052.00,-9558.00
1984:Q1,2214.00,3047.00,48828.00,-4688.00,1060.00,0.00,48860.00,10124.00,9000.00,8924.00,-3888.00,24700.00,1692.00,484.00,1208.00,916.00,660.00,248.00,80.00,0.00,-600.00,680.00,56156.00,0.00,0.00,0.00,4700.00,38112.00,0.00,124.00,13220.00,0.00,0.00,4376.00,0.00,8844.00,6495.00
1984:Q2,2080.00,3212.00,64892.00,24.00,2832.00,0.00,46848.00,8144.00,3464.00,9776.00,-1208.00,26672.00,9484.00,564.00,8920.00,-896.00,228.00,24.00,6348.00,0.00,-1396.00,7744.00,60544.00,0.00,0.00,0.00,4276.00,40192.00,8.00,-80.00,16148.00,0.00,0.00,4164.00,0.00,11984.00,-5480.00
1984:Q3,2350.00,3336.00,59148.00,-464.00,3120.00,0.00,42452.00,-2076.00,13132.00,10740.00,-1072.00,21728.00,7820.00,456.00,7364.00,1988.00,-44.00,132.00,4144.00,0.00,-1380.00,5524.00,63452.00,0.00,0.00,0.00,5224.00,42284.00,68.00,-404.00,16280.00,0.00,0.00,4100.00,0.00,12180.00,3318.00
1984:Q4,1884.00,3434.00,94096.00,7796.00,1916.00,0.00,62476.00,384.00,24676.00,14588.00,1076.00,21752.00,5572.00,264.00,5308.00,-968.00,956.00,812.00,15536.00,0.00,-588.00,16124.00,94076.00,0.00,0.00,0.00,5664.00,75156.00,168.00,4844.00,8244.00,0.00,0.00,4332.00,0.00,3912.00,-1570.00
1985:Q1,1468.00,4166.00,77868.00,-7552.00,932.00,0.00,59928.00,8432.00,5844.00,12112.00,712.00,32828.00,14803.00,-100.00,14903.00,6352.00,1736.00,-220.00,1889.00,0.00,-148.00,2037.00,59032.00,0.00,404.00,0.00,8308.00,35248.00,272.00,-568.00,15368.00,0.00,0.00,3876.00,0.00,11492.00,-21534.00
1985:Q2,1151.00,4225.00,93672.00,1980.00,156.00,0.00,61044.00,1740.00,9416.00,11852.00,92.00,37944.00,14482.00,-208.00,14690.00,5132.00,2236.00,364.00,8278.00,0.00,436.00,7842.00,82508.00,0.00,460.00,0.00,9512.00,56408.00,360.00,396.00,15372.00,0.00,0.00,4208.00,0.00,11164.00,-14238.00
1985:Q3,220.00,4180.00,79952.00,1896.00,16.00,0.00,56496.00,-4916.00,6384.00,18828.00,520.00,35680.00,13079.00,-308.00,13387.00,1196.00,3060.00,60.00,4149.00,0.00,396.00,3753.00,69432.00,0.00,-600.00,0.00,11044.00,49024.00,436.00,1764.00,7764.00,0.00,0.00,4244.00,0.00,3520.00,-14480.00
1985:Q4,-867.00,4269.00,111024.00,5672.00,7216.00,0.00,68728.00,-6228.00,20340.00,7200.00,2656.00,44760.00,17484.00,72.00,17412.00,6608.00,-2628.00,96.00,7848.00,0.00,-280.00,8128.00,110732.00,0.00,-584.00,0.00,12900.00,81828.00,500.00,1128.00,14960.00,0.00,0.00,3996.00,0.00,10964.00,-5428.00
1986:Q1,-3673.00,4506.00,74984.00,-6516.00,1976.00,0.00,67464.00,-5756.00,7708.00,16528.00,1260.00,47724.00,20329.00,-4.00,20333.00,-17264.00,11588.00,44.00,-2637.00,0.00,-964.00,-1673.00,62676.00,0.00,-308.00,0.00,15600.00,23028.00,616.00,-1592.00,25332.00,0.00,0.00,4300.00,16032.00,5000.00,-20487.00
1986:Q2,-5650.00,4360.00,94076.00,2680.00,660.00,0.00,58500.00,6080.00,-3316.00,9540.00,3072.00,43124.00,22249.00,4.00,22245.00,-9928.00,10012.00,-1380.00,11283.00,0.00,-1680.00,12963.00,91620.00,0.00,2056.00,0.00,16400.00,58368.00,776.00,648.00,13372.00,0.00,0.00,4288.00,11616.00,-2532.00,-12466.00
1986:Q3,-5780.00,4312.00,122668.00,-48.00,1200.00,0.00,61984.00,8148.00,8936.00,3340.00,3428.00,38132.00,24452.00,-96.00,24548.00,17184.00,6920.00,304.00,10672.00,0.00,-1676.00,12348.00,114212.00,0.00,-1192.00,0.00,18000.00,81888.00,756.00,5988.00,8772.00,0.00,0.00,4076.00,9736.00,-5040.00,-18548.00
1986:Q4,-4832.00,4377.00,126916.00,6488.00,-72.00,0.00,76600.00,13212.00,16004.00,13024.00,44.00,34316.00,19894.00,-1160.00,21054.00,1748.00,12432.00,232.00,9594.00,0.00,-976.00,10570.00,133420.00,0.00,1724.00,0.00,18884.00,90344.00,552.00,3680.00,18236.00,0.00,0.00,3692.00,18324.00,-3780.00,-2705.00
1987:Q1,-9416.00,4432.00,102244.00,-3784.00,-5960.00,0.00,67104.00,-7796.00,8880.00,11120.00,-4004.00,58904.00,13055.00,-1376.00,14431.00,25788.00,-6100.00,-104.00,12245.00,0.00,-128.00,12373.00,94800.00,0.00,-984.00,0.00,27512.00,24220.00,352.00,2096.00,41604.00,0.00,0.00,5412.00,34752.00,1440.00,-21292.00
1987:Q2,-7521.00,4531.00,90640.00,-3184.00,-1540.00,0.00,62996.00,-6016.00,-14448.00,7952.00,1144.00,74364.00,17974.00,-704.00,18678.00,3668.00,-3696.00,48.00,14374.00,0.00,1360.00,13014.00,83504.00,0.00,-632.00,0.00,23588.00,27696.00,152.00,1576.00,31124.00,0.00,0.00,6048.00,32728.00,-7652.00,-19188.00
1987:Q3,-8287.00,4700.00,116964.00,308.00,-704.00,0.00,85400.00,7820.00,-1580.00,11640.00,-2944.00,70464.00,18359.00,568.00,17791.00,148.00,-4224.00,136.00,17541.00,0.00,1240.00,16301.00,109000.00,0.00,-892.00,0.00,25132.00,37476.00,128.00,532.00,46624.00,0.00,0.00,5652.00,35548.00,5424.00,-20951.00
1987:Q4,-6840.00,4780.00,94780.00,3100.00,-4208.00,0.00,66608.00,4212.00,-672.00,-2576.00,1892.00,63752.00,23028.00,-204.00,23232.00,-6644.00,5184.00,-8.00,7720.00,0.00,2360.00,5360.00,92136.00,0.00,-908.00,0.00,26712.00,34368.00,268.00,-800.00,32496.00,0.00,0.00,4148.00,31144.00,-2796.00,-14264.00
1988:Q1,-4151.00,4805.00,117032.00,-3956.00,-880.00,0.00,81128.00,-2664.00,-108.00,6456.00,-484.00,77928.00,18123.00,-1936.00,20059.00,-76.00,1828.00,340.00,20525.00,0.00,-520.00,21045.00,129840.00,0.00,-472.00,0.00,23812.00,90164.00,356.00,1000.00,14980.00,0.00,0.00,7836.00,-264.00,7408.00,3852.00
1988:Q2,-141.00,4959.00,105232.00,752.00,400.00,0.00,77008.00,3764.00,4780.00,9852.00,-2136.00,60748.00,19247.00,2040.00,17207.00,-8368.00,7144.00,-156.00,9205.00,0.00,240.00,8965.00,106456.00,0.00,444.00,0.00,26832.00,70984.00,388.00,-1232.00,9040.00,0.00,0.00,6664.00,8168.00,-5792.00,-3876.00
