date,FL893065603.Q,FL183165605.Q,FL233165605.Q,FL893065603.Q,FL153065605.Q,FL113065603.Q,FL313065605.Q,FL213065603.Q,FL763065633.Q,FL753065603.Q,FL543065633.Q,FL223065643.Q,FL403065605.Q,FL413065605.Q
1995:Q1,70358.00,6371.00,63987.00,70358.00,11853.00,460.00,6589.00,1444.00,19262.00,0.00,8148.00,0.00,22222.00,380.00
1995:Q2,70810.00,6529.00,64281.00,70810.00,11999.00,453.00,6481.00,1444.00,19556.00,0.00,8173.00,0.00,22307.00,397.00
1995:Q3,71266.00,6679.00,64587.00,71266.00,12168.00,442.00,6354.00,1442.00,19854.00,0.00,8199.00,0.00,22394.00,414.00
1995:Q4,71723.00,6829.00,64894.00,71723.00,12342.00,435.00,6221.00,1438.00,20151.00,0.00,8225.00,0.00,22480.00,431.00
1996:Q1,72394.00,6984.00,65410.00,72394.00,12639.00,427.00,6075.00,1362.00,20415.00,0.00,8325.00,0.00,22722.00,429.00
1996:Q2,73065.00,7136.00,65929.00,73065.00,12836.00,416.00,5954.00,1363.00,20680.00,0.00,8426.00,0.00,22963.00,427.00
1996:Q3,73744.00,7307.00,66437.00,73744.00,12989.00,412.00,5869.00,1365.00,20947.00,0.00,8527.00,0.00,23211.00,424.00
1996:Q4,74422.00,7530.00,66892.00,74422.00,13152.00,408.00,5768.00,1365.00,21214.00,0.00,8629.00,0.00,23463.00,423.00
1997:Q1,75431.00,7694.00,67737.00,75431.00,13363.00,394.00,5649.00,1365.00,21707.00,0.00,8701.00,0.00,23823.00,429.00
1997:Q2,76451.00,7909.00,68542.00,76451.00,13752.00,388.00,5321.00,1365.00,22206.00,0.00,8774.00,0.00,24210.00,435.00
1997:Q3,77482.00,8139.00,69343.00,77482.00,14244.00,381.00,4916.00,1365.00,22711.00,0.00,8847.00,0.00,24577.00,441.00
1997:Q4,78514.00,8336.00,70178.00,78514.00,14367.00,375.00,4852.00,1364.00,23215.00,0.00,8921.00,0.00,24972.00,448.00
1998:Q1,79645.00,8664.00,70981.00,79645.00,14347.00,413.00,4729.00,1364.00,23703.00,0.00,9173.00,0.00,25445.00,471.00
1998:Q2,80788.00,8976.00,71812.00,80788.00,14265.00,450.00,4644.00,1363.00,24196.00,0.00,9428.00,0.00,25946.00,496.00
1998:Q3,81944.00,9232.00,72712.00,81944.00,14308.00,488.00,4579.00,1231.00,24695.00,0.00,9686.00,0.00,26436.00,521.00
1998:Q4,83100.00,9389.00,73711.00,83100.00,14147.00,526.00,4513.00,1274.00,25193.00,0.00,9944.00,0.00,26956.00,547.00
1999:Q1,84113.00,9727.00,74386.00,84113.00,14153.00,517.00,4413.00,1285.00,25781.00,0.00,10114.00,0.00,27115.00,735.00
1999:Q2,85136.00,9960.00,75176.00,85136.00,13809.00,505.00,4435.00,1289.00,26376.00,0.00,10286.00,0.00,27510.00,926.00
1999:Q3,86171.00,10162.00,76009.00,86171.00,13778.00,494.00,4308.00,1292.00,26978.00,0.00,10460.00,0.00,27747.00,1114.00
1999:Q4,87206.00,10422.00,76784.00,87206.00,13537.00,482.00,4268.00,1318.00,27579.00,0.00,10634.00,0.00,28084.00,1304.00
2000:Q1,86589.00,10458.00,76131.00,86589.00,11860.00,478.00,4202.00,1322.00,28120.00,0.00,10738.00,0.00,28483.00,1386.00
2000:Q2,85972.00,10552.00,75420.00,85972.00,10149.00,475.00,4179.00,1314.00,28662.00,0.00,10842.00,0.00,28883.00,1468.00
2000:Q3,85348.00,10693.00,74655.00,85348.00,8387.00,472.00,4167.00,1316.00,29209.00,0.00,10948.00,0.00,29300.00,1549.00
2000:Q4,84724.00,10867.00,73857.00,84724.00,6639.00,469.00,4148.00,1305.00,29757.00,0.00,11053.00,0.00,29722.00,1631.00
2001:Q1,85665.00,11135.00,74530.00,85665.00,6491.00,486.00,4093.00,1299.00,30084.00,0.00,11091.00,0.00,30484.00,1637.00
2001:Q2,86617.00,11451.00,75166.00,86617.00,6207.00,502.00,4072.00,1311.00,30414.00,0.00,11129.00,0.00,31339.00,1643.00
2001:Q3,87579.00,11828.00,75751.00,87579.00,5984.00,519.00,4023.00,1290.00,30748.00,0.00,11167.00,0.00,32199.00,1649.00
2001:Q4,88541.00,12324.00,76217.00,88541.00,5756.00,536.00,3952.00,1297.00,31082.00,0.00,11205.00,0.00,33057.00,1656.00
2002:Q1,90238.00,12805.00,77433.00,90238.00,6017.00,533.00,3855.00,1282.00,31570.00,0.00,11259.00,0.00,34388.00,1334.00
2002:Q2,91954.00,13373.00,78581.00,91954.00,5802.00,530.00,3817.00,1266.00,32063.00,0.00,11312.00,0.00,36152.00,1012.00
2002:Q3,93688.00,14001.00,79687.00,93688.00,6089.00,527.00,3766.00,1244.00,32561.00,0.00,11367.00,0.00,37444.00,690.00
2002:Q4,95423.00,14632.00,80791.00,95423.00,6327.00,523.00,3700.00,1244.00,33060.00,0.00,11421.00,0.00,38781.00,367.00
2003:Q1,92406.00,14410.00,77996.00,92406.00,5875.00,524.00,3590.00,1243.00,32069.00,0.00,11077.00,0.00,37690.00,338.00
2003:Q2,89355.00,14227.00,75128.00,89355.00,5354.00,525.00,3525.00,1281.00,31067.00,0.00,10729.00,0.00,36535.00,339.00
2003:Q3,86271.00,14025.00,72246.00,86271.00,4746.00,525.00,3554.00,637.00,30054.00,0.00,10378.00,0.00,35348.00,1029.00
2003:Q4,83187.00,13809.00,69378.00,83187.00,4309.00,526.00,3439.00,646.00,29041.00,0.00,10026.00,0.00,34197.00,1003.00
2004:Q1,86286.00,14567.00,71719.00,86286.00,4951.00,548.00,3387.00,654.00,30431.00,0.00,10200.00,0.00,35149.00,966.00
2004:Q2,89386.00,15381.00,74005.00,89386.00,5633.00,571.00,3260.00,685.00,31820.00,0.00,10374.00,0.00,36076.00,967.00
2004:Q3,92519.00,16182.00,76337.00,92519.00,6190.00,594.00,3294.00,697.00,33225.00,0.00,10550.00,0.00,37005.00,964.00
2004:Q4,95653.00,16972.00,78681.00,95653.00,6825.00,616.00,3235.00,718.00,34630.00,0.00,10726.00,0.00,37965.00,938.00
2005:Q1,97901.00,17664.00,80237.00,97901.00,7132.00,643.00,3255.00,730.00,35437.00,0.00,10869.00,0.00,38953.00,882.00
2005:Q2,100173.00,18345.00,81828.00,100173.00,7435.00,670.00,3237.00,741.00,36254.00,0.00,11014.00,0.00,39947.00,875.00
2005:Q3,102471.00,18929.00,83542.00,102471.00,7703.00,697.00,3247.00,776.00,37079.00,0.00,11161.00,0.00,40973.00,835.00
2005:Q4,104768.00,19453.00,85315.00,104768.00,8000.00,723.00,3217.00,796.00,37904.00,0.00,11307.00,0.00,41977.00,844.00
2006:Q1,105577.00,19826.00,85751.00,105577.00,7112.00,716.00,3193.00,801.00,38458.00,0.00,11478.00,0.00,42521.00,1298.00
2006:Q2,106395.00,20136.00,86259.00,106395.00,6098.00,708.00,3200.00,820.00,39017.00,0.00,11651.00,0.00,43088.00,1813.00
2006:Q3,107221.00,20470.00,86751.00,107221.00,4320.00,700.00,3186.00,854.00,39583.00,0.00,11826.00,0.00,43645.00,3107.00
2006:Q4,108048.00,20773.00,87275.00,108048.00,3708.00,692.00,3212.00,877.00,40149.00,0.00,12001.00,0.00,44226.00,3183.00
2007:Q1,109191.00,21166.00,88025.00,109191.00,3180.00,730.00,3186.00,909.00,40577.00,0.00,12186.00,0.00,45021.00,3402.00
2007:Q2,110346.00,21598.00,88748.00,110346.00,1524.00,767.00,3204.00,930.00,41009.00,0.00,12372.00,0.00,45861.00,4679.00
2007:Q3,111514.00,22034.00,89480.00,111514.00,1236.00,804.00,3204.00,952.00,41447.00,0.00,12561.00,0.00,46692.00,4618.00
2007:Q4,112682.00,22548.00,90134.00,112682.00,868.00,841.00,3266.00,969.00,41884.00,0.00,12750.00,0.00,47561.00,4543.00
2008:Q1,118148.00,23789.00,94359.00,118148.00,619.00,826.00,3228.00,978.00,44042.00,0.00,13307.00,0.00,50695.00,4453.00
2008:Q2,123614.00,25168.00,98446.00,123614.00,1191.00,812.00,3271.00,968.00,46200.00,0.00,13864.00,0.00,53001.00,4307.00
2008:Q3,129141.00,26714.00,102427.00,129141.00,712.00,797.00,3460.00,945.00,48382.00,41.00,14428.00,0.00,55653.00,4723.00
2008:Q4,134700.00,28428.00,106272.00,134700.00,680.00,782.00,3490.00,937.00,50600.00,51.00,15000.00,0.00,58487.00,4673.00
2009:Q1,137486.00,29321.00,108165.00,137486.00,2883.00,776.00,3454.00,921.00,49022.00,50.00,14581.00,0.00,61182.00,4617.00
2009:Q2,140304.00,30441.00,109863.00,140304.00,4918.00,770.00,3478.00,935.00,47426.00,47.00,14157.00,0.00,64004.00,4569.00
2009:Q3,143152.00,31587.00,111565.00,143152.00,6656.00,764.00,3733.00,960.00,45813.00,35.00,13728.00,0.00,66959.00,4504.00
2009:Q4,146000.00,32466.00,113534.00,146000.00,8522.00,758.00,3878.00,970.00,44200.00,26.00,13300.00,0.00,69860.00,4486.00
2010:Q1,147997.00,33223.00,114774.00,147997.00,9102.00,779.00,3959.00,975.00,45926.00,44.00,13078.00,0.00,70787.00,3347.00
2010:Q2,150017.00,33985.00,116032.00,150017.00,8095.00,799.00,3961.00,976.00,47671.00,43.00,12854.00,0.00,71791.00,3827.00
2010:Q3,152058.00,34747.00,117311.00,152058.00,7442.00,820.00,4179.00,1003.00,49436.00,36.00,12627.00,0.00,72713.00,3802.00
2010:Q4,154100.00,35534.00,118566.00,154100.00,6779.00,841.00,4260.00,1024.00,51200.00,34.00,12400.00,0.00,73803.00,3759.00
2011:Q1,157330.00,36592.00,120738.00,157330.00,9168.00,812.00,4206.00,1020.00,51619.00,35.00,12548.00,0.00,74692.00,3230.00
2011:Q2,160596.00,37610.00,122986.00,160596.00,10964.00,783.00,4342.00,1020.00,52043.00,38.00,12698.00,0.00,75504.00,3204.00
2011:Q3,163898.00,38728.00,125170.00,163898.00,14374.00,754.00,4429.00,1021.00,52472.00,41.00,12849.00,0.00,76263.00,1695.00
2011:Q4,167200.00,40011.00,127189.00,167200.00,16273.00,725.00,4523.00,1014.00,52900.00,32.00,13000.00,0.00,77083.00,1650.00
2012:Q1,168692.00,40542.00,128150.00,168692.00,13993.00,713.00,4558.00,1008.00,55784.00,31.00,12627.00,0.00,78376.00,1602.00
2012:Q2,170184.00,41223.00,128961.00,170184.00,11159.00,701.00,4585.00,1013.00,58668.00,30.00,12254.00,0.00,79740.00,2034.00
2012:Q3,171692.00,42072.00,129620.00,171692.00,8875.00,689.00,4590.00,1026.00,61584.00,23.00,11877.00,0.00,81033.00,1995.00
2012:Q4,173200.00,43004.00,130196.00,173200.00,6459.00,677.00,4593.00,1031.00,64500.00,38.00,11500.00,0.00,82478.00,1924.00
2013:Q1,176159.00,44064.00,132095.00,176159.00,7118.00,682.00,4483.00,1036.00,65585.00,22.00,11623.00,0.00,83745.00,1865.00
2013:Q2,179151.00,45117.00,134034.00,179151.00,7452.00,687.00,4529.00,1023.00,66682.00,21.00,11748.00,0.00,85176.00,1833.00
2013:Q3,182175.00,46237.00,135938.00,182175.00,7909.00,692.00,4582.00,1022.00,67791.00,24.00,11874.00,0.00,86476.00,1805.00
2013:Q4,185200.00,47305.00,137895.00,185200.00,8678.00,697.00,4245.00,1020.00,68900.00,23.00,12000.00,0.00,87870.00,1767.00
2014:Q1,188110.00,48435.00,139675.00,188110.00,16348.00,695.00,4311.00,1031.00,60785.00,23.00,13183.00,0.00,89995.00,1739.00
2014:Q2,191052.00,49638.00,141414.00,191052.00,17813.00,693.00,4555.00,1050.00,61174.00,202.00,13273.00,0.00,90583.00,1709.00
2014:Q3,194026.00,50756.00,143270.00,194026.00,19265.00,691.00,5075.00,1041.00,61567.00,181.00,13358.00,0.00,91167.00,1681.00
2014:Q4,197000.00,51665.00,145335.00,197000.00,21041.00,689.00,5190.00,1046.00,61967.00,177.00,13443.00,0.00,91810.00,1637.00
2015:Q1,200082.00,53144.00,146938.00,200082.00,22616.00,700.00,5363.00,1066.00,62417.00,180.00,13533.00,0.00,92609.00,1598.00
2015:Q2,203199.00,54376.00,148823.00,203199.00,24513.00,713.00,5527.00,1069.00,62842.00,160.00,13623.00,0.00,93180.00,1573.00
2015:Q3,206349.00,55314.00,151035.00,206349.00,25623.00,722.00,5702.00,1089.00,63297.00,159.00,13713.00,0.00,93676.00,2369.00
2015:Q4,209500.00,56028.00,153472.00,209500.00,27131.00,739.00,5862.00,1108.00,63772.00,209.00,13813.00,0.00,94535.00,2332.00
2016:Q1,210519.00,56280.00,154239.00,210519.00,26370.00,752.00,5998.00,1114.00,64272.00,186.00,13913.00,0.00,95231.00,2684.00
2016:Q2,211539.00,56413.00,155126.00,211539.00,26233.00,764.00,5702.00,1121.00,64772.00,165.00,14013.00,0.00,96055.00,2715.00
2016:Q3,212569.00,56653.00,155916.00,212569.00,25290.00,775.00,6332.00,1136.00,65272.00,163.00,14113.00,0.00,96827.00,2662.00
