1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,1832564.00,1375602.00,758903.00,344610.00,73997.00,198092.00,456962.00,1820.00,43509.00,10941.00,0.00,2103.00,23241.00,13513.00,4828.00,975.00,3925.00,17228.00,271.00,16957.00,721.00,222993.00,100132.00,34274.00,624034.00,203414.00,7761.00,466.00,195187.00,214341.00,112568.00,30460.00,71313.00,177611.00,13824.00,11559.00,3285.00,1208530.00,15754.00,540781.00,893435.00,34.57,46.76,73.93,1394819.00,937857.00,365995.00,288528.00,63261.00,220073.00,770785.00,9365.00,310186.00,54.20
1972:Q4,1897040.00,1403405.00,775700.00,350012.00,75300.00,202392.00,493635.00,2172.00,45302.00,11890.00,0.00,2688.00,26327.00,14235.00,6881.00,1036.00,4175.00,18224.00,226.00,17998.00,732.00,230207.00,120465.00,35627.00,652831.00,205352.00,6968.00,634.00,197750.00,226463.00,119174.00,33116.00,74173.00,190682.00,15521.00,11946.00,2867.00,1244208.00,16475.00,553985.00,1032664.00,34.71,41.82,83.00,1451364.00,957729.00,372706.00,294833.00,64468.00,225722.00,798533.00,9605.00,315641.00,54.08
1973:Q1,1951196.00,1440617.00,793184.00,358312.00,77148.00,211973.00,510579.00,2722.00,41424.00,15583.00,0.00,6514.00,24727.00,13258.00,5947.00,1097.00,4425.00,17290.00,264.00,17026.00,743.00,240370.00,104576.00,56631.00,670548.00,206028.00,5871.00,955.00,199202.00,238368.00,126701.00,35284.00,76383.00,192172.00,17634.00,12891.00,3456.00,1280648.00,16919.00,568272.00,970552.00,34.70,45.79,75.79,1492673.00,982094.00,379854.00,301786.00,65696.00,234758.00,822125.00,9811.00,321384.00,54.05
1973:Q2,2017967.00,1489782.00,819298.00,369305.00,79111.00,222068.00,528185.00,3005.00,41429.00,17879.00,0.00,6345.00,24502.00,13437.00,4759.00,1256.00,5050.00,18279.00,300.00,17979.00,754.00,251373.00,107275.00,57345.00,698149.00,209771.00,6032.00,1490.00,202249.00,251929.00,131863.00,37122.00,82945.00,203349.00,15760.00,14031.00,3309.00,1319818.00,17563.00,586518.00,903639.00,34.98,51.09,68.47,1535742.00,1007557.00,387515.00,309337.00,66953.00,243752.00,837593.00,10005.00,327416.00,55.12
1973:Q3,2086449.00,1541419.00,851932.00,379770.00,81368.00,228349.00,545030.00,2729.00,43081.00,17271.00,0.00,9501.00,21890.00,13633.00,1923.00,1659.00,4675.00,18394.00,312.00,18082.00,765.00,264071.00,109121.00,58207.00,725932.00,213220.00,6335.00,1979.00,204906.00,265090.00,132131.00,39100.00,93859.00,211837.00,17565.00,14501.00,3718.00,1360517.00,18371.00,609254.00,953484.00,35.16,50.16,70.08,1579239.00,1034209.00,395564.00,317033.00,68254.00,253358.00,853307.00,10191.00,333854.00,56.05
1973:Q4,2168207.00,1596509.00,883295.00,388348.00,83980.00,240886.00,571698.00,3329.00,46699.00,16623.00,0.00,11262.00,23431.00,14876.00,2482.00,2035.00,4038.00,19480.00,324.00,19156.00,775.00,269317.00,120302.00,60480.00,764641.00,217721.00,8382.00,2430.00,206909.00,279716.00,134126.00,40752.00,104837.00,228791.00,19305.00,14587.00,4521.00,1403566.00,18880.00,630653.00,809377.00,35.44,61.46,57.67,1633817.00,1062119.00,403585.00,324994.00,69641.00,263899.00,869176.00,10365.00,340534.00,57.23
1974:Q1,2241104.00,1656430.00,911395.00,402403.00,86910.00,255721.00,584675.00,3729.00,42637.00,18791.00,0.00,12472.00,24079.00,16212.00,968.00,2330.00,4569.00,18532.00,397.00,18135.00,785.00,281929.00,119192.00,62529.00,782273.00,222690.00,9235.00,2841.00,210614.00,287423.00,137548.00,43064.00,106810.00,228674.00,22325.00,16394.00,4767.00,1458831.00,19468.00,656066.00,784167.00,34.97,65.05,53.75,1677992.00,1093317.00,411807.00,333096.00,71081.00,277333.00,895718.00,10613.00,347533.00,56.95
1974:Q2,2340852.00,1741803.00,956293.00,421747.00,89789.00,273975.00,599049.00,3529.00,42976.00,19179.00,0.00,10046.00,23788.00,15131.00,1492.00,2607.00,4558.00,19803.00,471.00,19332.00,794.00,297374.00,121047.00,60513.00,811894.00,229232.00,9967.00,3265.00,216000.00,300266.00,147980.00,44885.00,107401.00,239399.00,21308.00,16904.00,4786.00,1528958.00,20070.00,693168.00,723296.00,34.63,73.21,47.31,1723770.00,1124721.00,420371.00,341495.00,72580.00,290275.00,911875.00,10852.00,355010.00,58.07
1974:Q3,2460120.00,1842898.00,1010500.00,448393.00,92712.00,291293.00,617222.00,3129.00,45826.00,19045.00,0.00,8630.00,26587.00,16933.00,1981.00,3080.00,4593.00,20335.00,617.00,19718.00,804.00,305285.00,125217.00,62364.00,838289.00,236357.00,12569.00,3596.00,220192.00,302541.00,151507.00,46427.00,104607.00,249203.00,25444.00,18485.00,6259.00,1621831.00,20831.00,733695.00,540407.00,33.23,99.72,33.32,1776375.00,1159153.00,428820.00,350495.00,74149.00,305689.00,938086.00,11075.00,362530.00,57.45
1974:Q4,2559238.00,1943139.00,1062857.00,478846.00,95599.00,305837.00,616099.00,4946.00,48162.00,20464.00,0.00,5485.00,26740.00,16520.00,2613.00,2953.00,4654.00,21022.00,746.00,20276.00,816.00,245519.00,128224.00,114721.00,769203.00,243170.00,12513.00,4078.00,226579.00,309896.00,156066.00,50091.00,103738.00,165625.00,24516.00,19295.00,6701.00,1790035.00,21464.00,772738.00,557581.00,30.90,99.19,31.15,1807863.00,1191764.00,437330.00,359194.00,75714.00,319526.00,1038660.00,11257.00,370308.00,53.25
1975:Q1,2752146.00,2011353.00,1104441.00,505579.00,97812.00,303520.00,740793.00,2170.00,52620.00,19761.00,0.00,1453.00,22971.00,6255.00,6488.00,3999.00,6229.00,28173.00,9247.00,18926.00,832.00,262584.00,132008.00,218222.00,1038607.00,254526.00,14009.00,4508.00,236009.00,302345.00,147759.00,50686.00,103900.00,153489.00,22901.00,19409.00,285937.00,1713539.00,22011.00,798565.00,684902.00,32.50,81.31,39.97,1956117.00,1215324.00,445254.00,366861.00,77210.00,325999.00,917511.00,11362.00,377788.00,60.69
1975:Q2,2820130.00,2060473.00,1132707.00,525667.00,100350.00,301749.00,759657.00,1739.00,54710.00,21958.00,0.00,794.00,25659.00,6685.00,8123.00,3555.00,7296.00,29100.00,9397.00,19703.00,851.00,269070.00,135936.00,219839.00,1053534.00,261258.00,11658.00,5319.00,244281.00,301534.00,145313.00,51207.00,105014.00,153874.00,18582.00,20178.00,298108.00,1766595.00,22379.00,815854.00,791599.00,31.86,71.10,44.81,1982781.00,1223124.00,452661.00,374382.00,78705.00,317376.00,929246.00,11453.00,385033.00,60.56
1975:Q3,2858329.00,2095055.00,1149771.00,537674.00,101972.00,305638.00,763274.00,1760.00,53996.00,24292.00,0.00,813.00,25362.00,7267.00,9192.00,3484.00,5419.00,29630.00,9547.00,20083.00,871.00,285011.00,137066.00,204473.00,1078562.00,265658.00,11780.00,5920.00,247958.00,299218.00,141120.00,51417.00,106682.00,164111.00,20917.00,20163.00,308495.00,1779767.00,22564.00,825945.00,701690.00,31.74,80.50,39.43,1999059.00,1235785.00,460124.00,382141.00,80271.00,313249.00,920497.00,11540.00,392367.00,61.37
1975:Q4,2906076.00,2131836.00,1170930.00,550157.00,103575.00,307174.00,774239.00,2622.00,58691.00,24130.00,0.00,1189.00,30745.00,8371.00,14264.00,3264.00,4846.00,30909.00,9697.00,21212.00,890.00,271441.00,141045.00,212577.00,1092414.00,270077.00,9616.00,6678.00,253783.00,302588.00,141944.00,52700.00,107945.00,176878.00,22292.00,21490.00,299089.00,1813661.00,22955.00,838554.00,754817.00,31.58,75.87,41.62,2030689.00,1256450.00,467828.00,390232.00,81934.00,316456.00,938275.00,11631.00,399729.00,61.03
1976:Q1,2983532.00,2174051.00,1189777.00,564959.00,105072.00,314243.00,809481.00,3182.00,58860.00,24945.00,0.00,3107.00,35755.00,9324.00,19259.00,3088.00,4084.00,30170.00,9864.00,20306.00,912.00,290075.00,144667.00,217808.00,1119674.00,278165.00,10926.00,6985.00,260254.00,297877.00,134401.00,55716.00,107760.00,168504.00,25583.00,22849.00,326696.00,1863858.00,23094.00,851746.00,868179.00,30.91,66.35,46.58,2089181.00,1279700.00,475917.00,398709.00,83795.00,321279.00,969507.00,11691.00,407352.00,59.42
1976:Q2,3076113.00,2235690.00,1225913.00,576991.00,107809.00,324977.00,840423.00,3298.00,59503.00,26347.00,0.00,1329.00,36008.00,9073.00,20432.00,3029.00,3474.00,31349.00,10030.00,21319.00,942.00,305080.00,146557.00,230010.00,1145673.00,284516.00,11818.00,7487.00,265211.00,304973.00,136841.00,58008.00,110124.00,176799.00,22915.00,23734.00,332736.00,1930440.00,23783.00,875067.00,887651.00,30.54,66.41,45.98,2144828.00,1304405.00,484177.00,407543.00,85789.00,326896.00,999156.00,11756.00,415041.00,59.00
1976:Q3,3156284.00,2294726.00,1258743.00,591480.00,110442.00,334062.00,861557.00,2709.00,58946.00,25462.00,0.00,1961.00,35022.00,9486.00,18534.00,3018.00,3984.00,31983.00,10199.00,21784.00,964.00,317988.00,149422.00,237100.00,1178618.00,290157.00,10889.00,8360.00,270908.00,307742.00,135801.00,59147.00,112794.00,183236.00,26002.00,24532.00,346949.00,1977665.00,24174.00,896009.00,897275.00,30.23,66.64,45.37,2195422.00,1333865.00,492681.00,417011.00,87931.00,336242.00,1016804.00,11818.00,422898.00,58.80
1976:Q4,3218357.00,2354266.00,1292062.00,608318.00,113283.00,340602.00,864091.00,3439.00,63406.00,28783.00,0.00,1459.00,39154.00,10511.00,21547.00,2868.00,4228.00,33867.00,10367.00,23500.00,964.00,302449.00,211984.00,178586.00,1195762.00,296826.00,11049.00,9163.00,276614.00,317520.00,138761.00,63866.00,114892.00,195798.00,27790.00,43001.00,314827.00,2022594.00,24641.00,916501.00,927300.00,30.37,66.25,45.85,2229837.00,1365746.00,501339.00,427244.00,90219.00,346944.00,1034075.00,11900.00,430833.00,59.41
1977:Q1,3306916.00,2425116.00,1331394.00,626555.00,115601.00,351566.00,881800.00,3897.00,59027.00,27955.00,31.00,1701.00,39768.00,10494.00,22381.00,2789.00,4104.00,32380.00,11160.00,21220.00,941.00,325485.00,213519.00,177097.00,1230952.00,306027.00,12083.00,11928.00,282016.00,324557.00,141318.00,67140.00,116099.00,197280.00,29197.00,43776.00,330115.00,2075964.00,25393.00,945715.00,856996.00,30.38,73.58,41.28,2277423.00,1395623.00,510253.00,439134.00,92581.00,353655.00,1046471.00,11990.00,438949.00,60.26
1977:Q2,3385178.00,2482851.00,1361529.00,644663.00,118496.00,358162.00,902327.00,4744.00,61170.00,29290.00,74.00,1848.00,34028.00,9442.00,17508.00,2682.00,4396.00,34094.00,11961.00,22133.00,895.00,338436.00,216971.00,180777.00,1255599.00,312705.00,12914.00,14079.00,285712.00,337264.00,147277.00,70964.00,119022.00,205311.00,23478.00,44599.00,332243.00,2129579.00,26242.00,963224.00,881959.00,30.52,73.70,41.41,2332581.00,1430254.00,519781.00,451790.00,95068.00,363615.00,1076982.00,12102.00,447579.00,60.35
1977:Q3,3480815.00,2550240.00,1396992.00,664453.00,121636.00,367160.00,930575.00,4914.00,60920.00,29897.00,130.00,2167.00,33482.00,8984.00,17055.00,2375.00,5068.00,35337.00,12772.00,22565.00,841.00,355283.00,219060.00,188544.00,1296375.00,320704.00,13175.00,15713.00,291816.00,343178.00,148563.00,71302.00,123313.00,210866.00,26812.00,45480.00,349335.00,2184440.00,27276.00,985937.00,845194.00,30.39,78.55,38.69,2395953.00,1465378.00,529759.00,465124.00,97601.00,372894.00,1099578.00,12220.00,456596.00,60.38
1977:Q4,3583483.00,2618166.00,1430747.00,686114.00,124810.00,376495.00,965317.00,5686.00,67177.00,35456.00,200.00,2115.00,32988.00,9390.00,16556.00,2672.00,4370.00,37943.00,13582.00,24361.00,790.00,346406.00,235712.00,200844.00,1343059.00,329676.00,12808.00,17377.00,299491.00,360646.00,153766.00,77648.00,129232.00,227832.00,29134.00,50246.00,345525.00,2240424.00,28286.00,1007953.00,819054.00,30.81,84.28,36.56,2470269.00,1504952.00,540126.00,479667.00,100124.00,385035.00,1127210.00,12346.00,465959.00,61.24
1978:Q1,3687885.00,2694284.00,1466860.00,707961.00,128432.00,391031.00,993600.00,7097.00,60397.00,35080.00,255.00,2376.00,31857.00,10332.00,14993.00,2897.00,3635.00,37140.00,14065.00,23075.00,738.00,366132.00,240120.00,212408.00,1393050.00,336357.00,13719.00,18702.00,303936.00,373188.00,162017.00,78546.00,132625.00,230556.00,32136.00,51473.00,369341.00,2294834.00,29058.00,1033931.00,773767.00,30.92,91.70,33.72,2540529.00,1546929.00,550809.00,494367.00,102630.00,399123.00,1147479.00,12483.00,475581.00,61.84
1978:Q2,3806243.00,2787818.00,1517556.00,732122.00,131747.00,406393.00,1018425.00,7450.00,62820.00,35386.00,268.00,2272.00,31087.00,9330.00,13970.00,3358.00,4429.00,38259.00,14552.00,23707.00,667.00,389338.00,243580.00,207298.00,1432182.00,345610.00,14419.00,20838.00,310353.00,388002.00,168747.00,82257.00,136998.00,242406.00,27075.00,53550.00,375539.00,2374061.00,29902.00,1068729.00,833089.00,30.90,88.06,35.09,2606648.00,1588223.00,563263.00,511168.00,105277.00,408515.00,1174466.00,12640.00,486898.00,62.46
1978:Q3,3933169.00,2877227.00,1566327.00,757086.00,135526.00,418288.00,1055943.00,6457.00,63731.00,34266.00,349.00,2038.00,29508.00,9061.00,12692.00,2779.00,4976.00,39361.00,15046.00,24315.00,615.00,415102.00,245214.00,219302.00,1476686.00,353531.00,14992.00,23017.00,315522.00,391532.00,167988.00,83421.00,140123.00,248746.00,30596.00,55937.00,396344.00,2456484.00,30692.00,1102025.00,895681.00,30.33,83.18,36.46,2688641.00,1632698.00,577044.00,528423.00,108076.00,419155.00,1211955.00,12816.00,499487.00,61.48
1978:Q4,4078823.00,2978642.00,1620823.00,782614.00,139690.00,435516.00,1100181.00,8317.00,73495.00,38182.00,610.00,2509.00,31966.00,9512.00,15070.00,2773.00,4611.00,42037.00,15539.00,26498.00,618.00,407281.00,272921.00,222244.00,1541444.00,361147.00,15499.00,25041.00,320607.00,404909.00,173563.00,89550.00,141797.00,272766.00,34055.00,62898.00,405668.00,2537379.00,31514.00,1139832.00,856213.00,30.19,89.47,33.74,2788006.00,1687825.00,591766.00,546499.00,111133.00,438427.00,1246562.00,13014.00,512982.00,61.45
1979:Q1,4234112.00,3089658.00,1675602.00,813886.00,143974.00,456197.00,1144453.00,12524.00,71062.00,36026.00,1028.00,3434.00,31664.00,8896.00,14519.00,3364.00,4885.00,41436.00,16344.00,25092.00,680.00,438034.00,278507.00,230058.00,1609069.00,370006.00,17665.00,27366.00,324975.00,419214.00,180066.00,93963.00,145185.00,276162.00,38940.00,64018.00,440729.00,2625043.00,32272.00,1179517.00,910760.00,30.07,86.66,34.70,2888926.00,1744473.00,606622.00,565968.00,114467.00,457416.00,1279858.00,13252.00,526571.00,61.66
1979:Q2,4385447.00,3208324.00,1736604.00,844702.00,149145.00,477873.00,1177123.00,11273.00,69275.00,33981.00,1581.00,2949.00,34343.00,8604.00,17689.00,3430.00,4620.00,42940.00,17158.00,25782.00,800.00,459209.00,285589.00,235183.00,1658879.00,380512.00,20564.00,29681.00,330267.00,434687.00,190082.00,99016.00,145589.00,290229.00,34071.00,66667.00,452712.00,2726568.00,33527.00,1223700.00,920994.00,29.90,88.51,33.78,2974436.00,1797313.00,622028.00,584997.00,117992.00,472296.00,1315557.00,13510.00,540704.00,61.97
1979:Q3,4570358.00,3329712.00,1804874.00,875002.00,154351.00,495485.00,1240647.00,9777.00,69273.00,37659.00,2246.00,2685.00,28160.00,7732.00,13855.00,2570.00,4003.00,44530.00,17980.00,26550.00,939.00,490540.00,292149.00,262689.00,1735291.00,390286.00,23828.00,32325.00,334133.00,444430.00,198376.00,99700.00,146354.00,306524.00,38687.00,69345.00,486019.00,2835067.00,34759.00,1270680.00,980996.00,29.44,85.09,34.60,3092415.00,1851768.00,638793.00,604934.00,121700.00,486341.00,1357123.00,13781.00,556119.00,61.51
1979:Q4,4718660.00,3439574.00,1860176.00,905846.00,159800.00,513752.00,1279087.00,10080.00,79579.00,40414.00,3000.00,3116.00,29316.00,9586.00,13472.00,1800.00,4458.00,47101.00,18803.00,28298.00,1060.00,479655.00,323562.00,262204.00,1800594.00,397461.00,24518.00,35028.00,337915.00,454312.00,204440.00,105883.00,143988.00,328508.00,40986.00,79475.00,499853.00,2918066.00,35750.00,1307943.00,1014625.00,29.19,83.95,34.77,3185319.00,1906232.00,656673.00,624412.00,125509.00,499638.00,1384724.00,14043.00,572517.00,61.51
1980:Q1,4869956.00,3566138.00,1912089.00,947559.00,165495.00,540995.00,1303818.00,9174.00,77188.00,38748.00,3757.00,2334.00,34124.00,10176.00,14300.00,1933.00,7715.00,45853.00,20939.00,24914.00,1177.00,511553.00,329488.00,250421.00,1873059.00,412059.00,31052.00,37147.00,343860.00,463301.00,211726.00,109698.00,141876.00,329610.00,46024.00,81805.00,540260.00,2996897.00,36853.00,1343880.00,956763.00,29.21,91.49,31.93,3279379.00,1975561.00,675298.00,644673.00,129483.00,526107.00,1406320.00,14281.00,589580.00,62.24
1980:Q2,5001196.00,3682608.00,1970953.00,986675.00,171044.00,553936.00,1318589.00,8564.00,78890.00,36770.00,4432.00,3023.00,29518.00,9757.00,9914.00,1969.00,7878.00,48835.00,23075.00,25760.00,1304.00,510604.00,332458.00,264190.00,1898628.00,431388.00,36334.00,40024.00,355030.00,449537.00,200606.00,112178.00,136753.00,322833.00,39592.00,86591.00,568688.00,3102568.00,37820.00,1384285.00,1076420.00,28.39,81.84,34.69,3344252.00,2025663.00,693819.00,662404.00,133428.00,536012.00,1445623.00,14466.00,606527.00,60.94
1980:Q3,5200925.00,3799593.00,2034909.00,1023009.00,176934.00,564740.00,1401333.00,8670.00,79486.00,37399.00,5389.00,3443.00,31966.00,9264.00,13704.00,1679.00,7319.00,52123.00,25235.00,26888.00,1421.00,530436.00,336240.00,314760.00,1971605.00,437306.00,32189.00,42743.00,362374.00,455202.00,211545.00,109772.00,133884.00,329964.00,42354.00,89911.00,616868.00,3229321.00,38790.00,1427050.00,1213806.00,27.64,73.53,37.59,3464935.00,2063602.00,712791.00,680658.00,137430.00,532723.00,1493330.00,14663.00,623772.00,59.77
1980:Q4,5371491.00,3925206.00,2112581.00,1053058.00,182849.00,576718.00,1446284.00,9696.00,79182.00,45022.00,6993.00,3887.00,34396.00,9132.00,13697.00,2205.00,9362.00,56795.00,27394.00,29401.00,1507.00,529353.00,376110.00,303343.00,2023892.00,439488.00,28026.00,45892.00,365570.00,480124.00,231595.00,114209.00,134320.00,357752.00,43864.00,111406.00,591258.00,3347599.00,39825.00,1485277.00,1346332.00,27.47,68.31,40.22,3553586.00,2107302.00,732872.00,699435.00,141693.00,533302.00,1529695.00,14894.00,641876.00,60.12
1981:Q1,5625618.00,4058315.00,2184015.00,1084772.00,189214.00,600314.00,1567303.00,9384.00,73559.00,51034.00,9437.00,3459.00,28656.00,8799.00,12593.00,2243.00,5021.00,57251.00,29493.00,27758.00,1541.00,572031.00,378620.00,382332.00,2168443.00,452370.00,31837.00,48925.00,371608.00,484523.00,229633.00,119793.00,135097.00,375831.00,46958.00,114350.00,694411.00,3457176.00,40852.00,1545175.00,1350793.00,27.10,69.36,39.07,3759767.00,2192464.00,753708.00,719460.00,146541.00,572755.00,1591325.00,15118.00,660455.00,58.88
1981:Q2,5770281.00,4176906.00,2254898.00,1117254.00,195567.00,609187.00,1593375.00,9411.00,69318.00,50593.00,12915.00,2925.00,32498.00,8163.00,17272.00,3864.00,3199.00,60390.00,31615.00,28775.00,1504.00,588802.00,384088.00,380932.00,2208210.00,469953.00,37819.00,52894.00,379240.00,507179.00,240073.00,126043.00,141063.00,383036.00,41488.00,118454.00,688100.00,3562071.00,41573.00,1596425.00,1315628.00,27.43,74.27,36.93,3840584.00,2247209.00,776116.00,740024.00,151677.00,579392.00,1632374.00,15339.00,680254.00,59.86
1981:Q3,5898804.00,4283561.00,2316245.00,1143607.00,201880.00,621829.00,1615243.00,10495.00,64978.00,49315.00,16288.00,1514.00,36467.00,8021.00,19985.00,4475.00,3986.00,62684.00,33761.00,28923.00,1498.00,603446.00,385587.00,382971.00,2277118.00,483822.00,44081.00,56029.00,383712.00,530186.00,253343.00,130388.00,146455.00,379431.00,44008.00,122726.00,716945.00,3621686.00,42134.00,1640056.00,1135956.00,28.00,89.26,31.37,3921536.00,2306293.00,799407.00,761388.00,157004.00,588494.00,1644418.00,15535.00,700958.00,61.66
1981:Q4,6043687.00,4403648.00,2397012.00,1170425.00,209603.00,626608.00,1640039.00,12386.00,58223.00,54971.00,18416.00,1784.00,43236.00,8199.00,18652.00,5779.00,10606.00,66228.00,35906.00,30322.00,1624.00,574123.00,398245.00,410803.00,2307763.00,492376.00,42722.00,59323.00,390331.00,546304.00,263884.00,141066.00,141354.00,384759.00,39864.00,144946.00,699514.00,3735923.00,42861.00,1696924.00,1225445.00,27.80,84.76,32.80,4005928.00,2365889.00,824832.00,781886.00,162639.00,596532.00,1698164.00,15696.00,724179.00,61.16
1982:Q1,6175641.00,4517901.00,2488793.00,1186313.00,215612.00,627183.00,1657740.00,10066.00,54453.00,54405.00,19547.00,1820.00,36605.00,7908.00,16030.00,3809.00,8858.00,64508.00,36483.00,28025.00,1882.00,580813.00,403482.00,430159.00,2372079.00,511040.00,49836.00,62963.00,398241.00,558635.00,276785.00,141959.00,139891.00,373348.00,39220.00,146225.00,743611.00,3803562.00,43645.00,1747556.00,1090243.00,28.12,98.11,28.66,4086464.00,2428724.00,849200.00,800876.00,168330.00,610318.00,1714385.00,15824.00,746685.00,62.39
1982:Q2,6238632.00,4574888.00,2514361.00,1211305.00,222107.00,627114.00,1663744.00,11310.00,54257.00,50577.00,19930.00,2452.00,31586.00,8236.00,12805.00,3837.00,6708.00,65968.00,37066.00,28902.00,2265.00,587005.00,407713.00,430681.00,2399288.00,521369.00,51741.00,66287.00,403341.00,578244.00,297491.00,144418.00,136334.00,376311.00,33080.00,148390.00,741895.00,3839344.00,44462.00,1777532.00,1073469.00,28.64,102.44,27.96,4130245.00,2466501.00,872293.00,817817.00,174090.00,602301.00,1730957.00,15939.00,768199.00,63.53
1982:Q3,6336835.00,4620383.00,2537427.00,1227443.00,228413.00,627100.00,1716452.00,8268.00,54821.00,58000.00,19711.00,3305.00,33659.00,7731.00,15150.00,2506.00,8272.00,66827.00,37656.00,29171.00,2689.00,598450.00,409625.00,461098.00,2453820.00,531636.00,49726.00,70589.00,411321.00,588616.00,313553.00,145584.00,129479.00,378638.00,34754.00,150533.00,769644.00,3883015.00,44969.00,1793339.00,1172612.00,28.85,95.53,30.20,4220481.00,2504029.00,893571.00,833395.00,179845.00,597218.00,1766661.00,16052.00,787974.00,63.41
1982:Q4,6389338.00,4638526.00,2546254.00,1238991.00,234767.00,618514.00,1750812.00,10063.00,68591.00,63573.00,19031.00,2435.00,44459.00,7948.00,21011.00,3322.00,12178.00,69033.00,38246.00,30787.00,3070.00,569115.00,380636.00,520806.00,2468685.00,533077.00,37614.00,74466.00,420997.00,596856.00,323733.00,145927.00,127196.00,395569.00,35585.00,161264.00,746333.00,3920653.00,45348.00,1795449.00,1386269.00,28.82,81.51,35.36,4285696.00,2534884.00,914057.00,847446.00,185449.00,587932.00,1817011.00,16183.00,806816.00,62.19
1983:Q1,6480815.00,4685196.00,2585747.00,1247359.00,241095.00,610995.00,1795619.00,11580.00,62481.00,63337.00,17526.00,3278.00,49745.00,8071.00,24404.00,2830.00,14440.00,67578.00,38689.00,28889.00,3409.00,581521.00,382352.00,552812.00,2500626.00,545301.00,41187.00,76920.00,427194.00,615358.00,326056.00,145888.00,143413.00,378034.00,41447.00,161638.00,758848.00,3980189.00,45681.00,1786603.00,1533575.00,29.16,75.68,38.53,4370752.00,2575133.00,932977.00,860422.00,191149.00,590585.00,1870126.00,16353.00,823999.00,62.06
1983:Q2,6557357.00,4696474.00,2580934.00,1253488.00,246774.00,615279.00,1860883.00,11545.00,69117.00,67829.00,14825.00,3899.00,56051.00,9343.00,26870.00,3753.00,16085.00,69881.00,39136.00,30745.00,3707.00,602729.00,386002.00,575298.00,2538268.00,556969.00,38849.00,79803.00,438317.00,627543.00,325790.00,153678.00,148075.00,381444.00,37404.00,164575.00,770332.00,4019089.00,45919.00,1789502.00,1736437.00,29.47,68.22,43.20,4473923.00,2613040.00,950337.00,874476.00,197101.00,591126.00,1935655.00,16557.00,839601.00,61.19
1983:Q3,6625832.00,4732300.00,2588526.00,1260614.00,253958.00,629202.00,1893532.00,13176.00,74105.00,66597.00,12259.00,3847.00,51430.00,9943.00,24105.00,3141.00,14241.00,71455.00,39589.00,31866.00,4044.00,630051.00,391380.00,575189.00,2582610.00,565361.00,40547.00,81876.00,442938.00,642848.00,331693.00,158127.00,153028.00,378274.00,41038.00,167266.00,787823.00,4043222.00,46323.00,1806729.00,1709243.00,29.88,70.69,42.27,4553686.00,2660154.00,968133.00,890013.00,203426.00,598582.00,1971076.00,16791.00,855548.00,61.30
1983:Q4,6721378.00,4792842.00,2616850.00,1275695.00,260744.00,639553.00,1928536.00,14393.00,90169.00,69974.00,11153.00,3248.00,64787.00,12188.00,30144.00,4187.00,18268.00,75406.00,40041.00,35365.00,4501.00,626517.00,365247.00,603141.00,2624853.00,567652.00,36775.00,83897.00,446980.00,679590.00,352715.00,168609.00,158266.00,403363.00,38646.00,167638.00,767963.00,4096525.00,46876.00,1825908.00,1630197.00,30.45,76.51,39.79,4647051.00,2718515.00,986627.00,908841.00,210200.00,612847.00,2022198.00,17035.00,872050.00,61.68
1984:Q1,6858688.00,4853865.00,2632615.00,1289771.00,268342.00,663137.00,2004822.00,15541.00,103086.00,67460.00,11509.00,4127.00,76853.00,12632.00,38101.00,2548.00,23572.00,75953.00,42877.00,33076.00,5034.00,662415.00,369538.00,613306.00,2734410.00,583617.00,42518.00,85897.00,455202.00,708296.00,368369.00,178987.00,160941.00,411972.00,43234.00,170243.00,817047.00,4124278.00,47258.00,1840428.00,1527519.00,31.32,84.58,37.04,4793075.00,2788253.00,1006557.00,927771.00,217352.00,636573.00,2058666.00,17295.00,889895.00,62.75
1984:Q2,7021307.00,4934908.00,2669605.00,1307061.00,275642.00,682600.00,2086399.00,16503.00,97845.00,65810.00,13318.00,5917.00,74845.00,11246.00,37282.00,3291.00,23026.00,80278.00,45712.00,34566.00,5604.00,693100.00,374469.00,658710.00,2835387.00,605223.00,53463.00,88116.00,463644.00,746237.00,388451.00,190168.00,167617.00,430436.00,39561.00,178304.00,835627.00,4185919.00,47753.00,1872763.00,1455724.00,32.29,92.84,34.78,4940707.00,2854308.00,1027980.00,948392.00,224827.00,653109.00,2105319.00,17557.00,909211.00,64.19
