1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,2031560.00,616790.00,489804.00,152779.00,2844.00,469600.00,88661.00,201969.00,9113.00,2420141.00,1063065.00,772154.00,165374.00,384080.00,35468.00,-388581.00,220806.00,195.00,-13942.00,-154028.00,-152536.00,288440.00,6059.00,-447035.00,-55917.00,2698.00,-11944.00,-1102.00,1172.00,11104.00,23814.00,3624.00,69650.00,-53328.00,-996.00,4864.00,-23010.00,-17682.00,0.00,-5328.00,384.00,3984.00,-5123.00,-26607.00,-31288.00,391118.00,0.00,0.00,288.00,301061.00,232382.00,65518.00,-480.00,0.00,-480.00,17799.00,12.00,72438.00,-1493.00,-125087.00,321948.00
1993:Q2,2090911.00,643564.00,497944.00,164637.00,2640.00,477740.00,88199.00,204858.00,11329.00,2437363.00,1067530.00,778018.00,169881.00,384376.00,37558.00,-346452.00,222808.00,1251.00,-17149.00,-107746.00,-158062.00,293329.00,6011.00,-457402.00,60698.00,-1890.00,67932.00,-5380.00,1168.00,-6624.00,45679.00,3876.00,17499.00,19328.00,-1012.00,5988.00,-37287.00,-34255.00,0.00,-3032.00,1468.00,6312.00,-1652.00,6743.00,-15772.00,518101.00,0.00,0.00,360.00,444556.00,360495.00,79981.00,-548.00,0.00,-548.00,17519.00,2560.00,53654.00,50316.00,43747.00,501149.00
1993:Q3,2115755.00,659191.00,504986.00,156390.00,2708.00,482332.00,87796.00,211302.00,11050.00,2472186.00,1079164.00,792662.00,178322.00,384350.00,37688.00,-356431.00,224352.00,-825.00,-17158.00,-114096.00,-136822.00,291441.00,5997.00,-434260.00,-16354.00,1396.00,20971.00,508.00,2340.00,6672.00,42992.00,3864.00,-22116.00,56296.00,-1016.00,5964.00,-22113.00,-17625.00,0.00,-4488.00,360.00,4148.00,4214.00,-15015.00,-62828.00,417906.00,0.00,0.00,424.00,355174.00,257687.00,81254.00,-704.00,-4.00,-700.00,20939.00,276.00,41797.00,22727.00,6461.00,440722.00
1993:Q4,2193943.00,675475.00,519766.00,187694.00,2768.00,488912.00,86183.00,221553.00,11592.00,2498587.00,1086944.00,797702.00,196041.00,381890.00,36010.00,-304644.00,226560.00,2146.00,-18987.00,-61243.00,-77083.00,294333.00,6093.00,-377509.00,30786.00,1744.00,13840.00,-394.00,2340.00,31632.00,39615.00,3592.00,53367.00,-21876.00,-1052.00,5584.00,-41678.00,-13786.00,1412.00,-29304.00,1124.00,5848.00,7412.00,11711.00,-42408.00,408295.00,0.00,0.00,712.00,306654.00,291056.00,7875.00,-1124.00,-4.00,-1120.00,15538.00,2724.00,83790.00,15839.00,-21461.00,356048.00
1994:Q1,2196842.00,673633.00,531900.00,168083.00,2956.00,500728.00,86162.00,221208.00,12172.00,2492857.00,1090651.00,811976.00,176653.00,380010.00,33567.00,-296015.00,228035.00,-766.00,-20241.00,-46973.00,-3345.00,283288.00,5969.00,-292602.00,-112978.00,314.00,4195.00,1285.00,2340.00,-21288.00,-30722.00,3864.00,-11482.00,-27488.00,-1016.00,5400.00,-49980.00,-23940.00,-12.00,-26028.00,3108.00,10768.00,-8223.00,-36139.00,11364.00,179624.00,0.00,0.00,656.00,82167.00,103764.00,-20293.00,-16.00,0.00,-16.00,16545.00,24.00,80248.00,-43628.00,-101480.00,191122.00
1994:Q2,2253516.00,697835.00,544174.00,177500.00,3188.00,508816.00,86603.00,223289.00,12111.00,2519942.00,1102101.00,816792.00,181084.00,387589.00,32376.00,-266426.00,229907.00,214.00,-17717.00,-19016.00,-49081.00,290345.00,5200.00,-344626.00,-48932.00,-7360.00,-71006.00,4317.00,4684.00,-10536.00,-57227.00,4680.00,-84443.00,18052.00,-916.00,5400.00,-10870.00,-6346.00,16.00,-4540.00,1956.00,8812.00,6219.00,6858.00,75220.00,295694.00,0.00,0.00,636.00,204979.00,273844.00,-73581.00,344.00,0.00,344.00,16036.00,2716.00,70983.00,30065.00,35167.00,379793.00
1994:Q3,2282687.00,695372.00,550169.00,194726.00,3176.00,513124.00,87475.00,226903.00,11742.00,2557559.00,1122062.00,820440.00,187262.00,395850.00,31945.00,-274872.00,232243.00,-157.00,-18587.00,-23885.00,-10055.00,302354.00,7665.00,-320074.00,-12736.00,2.00,-28474.00,16513.00,4680.00,-29748.00,-45001.00,5832.00,-100677.00,45260.00,-816.00,5400.00,3719.00,431.00,816.00,2472.00,-640.00,3628.00,3806.00,-892.00,59672.00,307338.00,0.00,0.00,768.00,196818.00,202046.00,-8124.00,1772.00,0.00,1772.00,12887.00,392.00,94701.00,-13830.00,86169.00,406243.00
1994:Q4,2320452.00,705448.00,554749.00,206464.00,3248.00,520000.00,88077.00,231174.00,11292.00,2605740.00,1123457.00,840928.00,202183.00,406968.00,32204.00,-285288.00,234804.00,2749.00,-19391.00,-33842.00,194697.00,300699.00,6291.00,-112293.00,55779.00,-3770.00,15515.00,3508.00,4680.00,1148.00,-95938.00,3320.00,-114454.00,10548.00,-752.00,5400.00,43470.00,-17330.00,25228.00,35572.00,1688.00,9488.00,4851.00,10198.00,60940.00,168072.00,0.00,0.00,684.00,106244.00,193679.00,-81759.00,-516.00,0.00,-516.00,17668.00,1940.00,42051.00,-228539.00,170748.00,283042.00
1995:Q1,2361084.00,724513.00,554882.00,210617.00,3600.00,528420.00,90046.00,233343.00,15663.00,2644556.00,1134487.00,864056.00,191865.00,420184.00,33964.00,-283472.00,237868.00,704.00,-19117.00,-27191.00,160547.00,305521.00,6396.00,-151370.00,-35669.00,13418.00,-3802.00,12116.00,3136.00,-35440.00,14600.00,6924.00,-75428.00,77200.00,-664.00,6568.00,-3958.00,-3586.00,36.00,-408.00,-2268.00,-760.00,-2282.00,-3961.00,-26468.00,115701.00,0.00,0.00,736.00,85327.00,148970.00,-62415.00,436.00,0.00,436.00,8353.00,200.00,20650.00,-187737.00,39323.00,190693.00
1995:Q2,2385093.00,746731.00,553675.00,208175.00,3708.00,532848.00,92271.00,232251.00,15434.00,2671168.00,1145550.00,872600.00,189250.00,429154.00,34614.00,-286075.00,239440.00,3675.00,-18847.00,-31463.00,-113603.00,310081.00,3857.00,-427541.00,26379.00,7328.00,74579.00,3492.00,8668.00,-34720.00,-163265.00,8644.00,-157693.00,-22400.00,-568.00,8752.00,-17941.00,-12753.00,-2652.00,-2536.00,-1776.00,-2528.00,2310.00,-8708.00,158940.00,453920.00,0.00,0.00,680.00,353717.00,410880.00,-58772.00,-148.00,0.00,-148.00,10403.00,1724.00,87545.00,82140.00,184220.00,611761.00
1995:Q3,2410346.00,752194.00,559166.00,214647.00,4168.00,538040.00,93284.00,233283.00,15564.00,2687504.00,1150607.00,877744.00,191107.00,432899.00,35147.00,-277158.00,241185.00,2574.00,-18632.00,-19915.00,49367.00,306686.00,-21739.00,-235580.00,-44998.00,5040.00,-41101.00,1254.00,1900.00,18668.00,-102528.00,34936.00,-26884.00,-112400.00,-4432.00,6252.00,-9303.00,-12355.00,3820.00,-768.00,30492.00,-7768.00,4378.00,-8418.00,62388.00,190582.00,0.00,8600.00,788.00,68290.00,125034.00,-57152.00,2356.00,0.00,2356.00,14083.00,296.00,96170.00,-69282.00,-20470.00,215110.00
1995:Q4,2432396.00,770187.00,563889.00,210464.00,4188.00,542704.00,96104.00,229048.00,15812.00,2675234.00,1147284.00,871680.00,187199.00,433548.00,35523.00,-242838.00,242318.00,3975.00,-20996.00,16501.00,92356.00,308432.00,6066.00,-222142.00,-101794.00,-32.00,-16263.00,10706.00,5580.00,39672.00,-127431.00,17808.00,-60875.00,-82800.00,-8308.00,6744.00,-54219.00,-12143.00,8064.00,-50140.00,22080.00,-3456.00,13495.00,-6861.00,14936.00,120348.00,0.00,0.00,508.00,-89930.00,-29789.00,-65273.00,-2092.00,0.00,-2092.00,18158.00,1856.00,191847.00,-75855.00,-38827.00,183315.00
1996:Q1,2489021.00,801675.00,570757.00,214219.00,4604.00,546972.00,98416.00,235892.00,16486.00,2727930.00,1158186.00,900871.00,200191.00,433180.00,35502.00,-238909.00,243717.00,1866.00,-21347.00,24289.00,73804.00,314735.00,5122.00,-246053.00,25859.00,2058.00,15846.00,11308.00,2232.00,79660.00,-9095.00,9628.00,-25851.00,-3600.00,-4232.00,14960.00,30675.00,-5588.00,3875.00,32388.00,11600.00,-4088.00,-1659.00,-7411.00,-105268.00,271913.00,0.00,0.00,-4.00,266797.00,291067.00,-21950.00,532.00,0.00,532.00,17150.00,368.00,-12931.00,-49514.00,51178.00,297231.00
1996:Q2,2564111.00,839536.00,577713.00,225444.00,4840.00,554824.00,99188.00,245908.00,16658.00,2760876.00,1174637.00,920351.00,200754.00,429700.00,35434.00,-196765.00,244420.00,4280.00,-22772.00,66147.00,-3079.00,317911.00,5404.00,-326394.00,18573.00,1752.00,-27856.00,25452.00,-296.00,32828.00,35052.00,34652.00,-10448.00,-4708.00,2944.00,12612.00,11582.00,-1688.00,11946.00,1324.00,18524.00,7800.00,6332.00,-1349.00,-91248.00,344967.00,0.00,0.00,-180.00,242266.00,256127.00,-16110.00,2232.00,-4.00,2236.00,18802.00,2432.00,79415.00,69226.00,26784.00,353178.00
1996:Q3,2581868.00,843565.00,581629.00,225924.00,5384.00,561440.00,101812.00,244959.00,17155.00,2761804.00,1178798.00,916143.00,198943.00,432727.00,35193.00,-179936.00,245487.00,1263.00,-23939.00,88227.00,120668.00,321693.00,4284.00,-205309.00,40423.00,-16312.00,26123.00,9695.00,692.00,1524.00,-87007.00,14712.00,-63751.00,-46464.00,-932.00,9428.00,-5745.00,-5268.00,3939.00,-4416.00,14688.00,1944.00,2537.00,-6904.00,99188.00,245732.00,0.00,-1800.00,2344.00,154579.00,194230.00,-36579.00,1008.00,-4.00,1012.00,20376.00,156.00,69068.00,-32441.00,103161.00,308470.00
1996:Q4,2640385.00,863556.00,592917.00,228993.00,5792.00,568228.00,101944.00,261695.00,17260.00,2788610.00,1194373.00,918231.00,207450.00,433749.00,34807.00,-148225.00,246315.00,4083.00,-23578.00,117585.00,196792.00,325466.00,-9870.00,-118804.00,57113.00,982.00,7551.00,1685.00,2832.00,14472.00,-89135.00,22272.00,-31143.00,-86384.00,316.00,5804.00,-5555.00,-1044.00,14197.00,-18708.00,13096.00,-8204.00,18834.00,23708.00,76848.00,175918.00,0.00,0.00,-4.00,73590.00,65048.00,11838.00,-23160.00,-8.00,-23152.00,20983.00,-488.00,104996.00,-79207.00,111409.00,230213.00
1997:Q1,2681108.00,902109.00,595645.00,230030.00,4836.00,578444.00,103053.00,249627.00,17364.00,2806635.00,1201856.00,938292.00,198150.00,433962.00,34375.00,-125527.00,247658.00,2172.00,-25459.00,145418.00,253203.00,330362.00,4331.00,-81490.00,89312.00,-11222.00,37490.00,-3218.00,4300.00,15532.00,-55075.00,22756.00,-38171.00,-29180.00,-836.00,-9644.00,16685.00,-6300.00,6021.00,16964.00,10247.00,-2280.00,-1889.00,-11914.00,90656.00,170802.00,0.00,-2072.00,436.00,106263.00,108046.00,-363.00,21556.00,-8.00,21564.00,6186.00,2840.00,35593.00,-107786.00,105920.00,187409.00
1997:Q2,2723973.00,916184.00,610260.00,234494.00,4912.00,585188.00,104100.00,250777.00,18058.00,2829032.00,1222184.00,939232.00,197841.00,436128.00,33647.00,-105059.00,249475.00,2056.00,-25824.00,168184.00,116567.00,330025.00,-22007.00,-191451.00,33069.00,630.00,-42909.00,16633.00,2416.00,-9032.00,38788.00,6728.00,-28964.00,50648.00,440.00,9936.00,13679.00,1864.00,17343.00,-5528.00,9838.00,-33488.00,7705.00,-16103.00,44912.00,224520.00,0.00,0.00,156.00,135597.00,104177.00,31176.00,-896.00,0.00,-896.00,10291.00,2204.00,77168.00,51617.00,62929.00,254381.00
1997:Q3,2783682.00,941109.00,616560.00,246871.00,5056.00,593288.00,104051.00,259441.00,17306.00,2845926.00,1228505.00,944996.00,201885.00,437108.00,33432.00,-62244.00,250594.00,378.00,-26915.00,214887.00,268153.00,331285.00,1761.00,-64893.00,106433.00,2664.00,8552.00,6954.00,4164.00,12776.00,-51013.00,16732.00,-21197.00,-45376.00,-2160.00,988.00,18063.00,-924.00,735.00,18252.00,18653.00,-26208.00,-4538.00,11050.00,105316.00,171326.00,0.00,0.00,1252.00,151205.00,80953.00,71172.00,2084.00,0.00,2084.00,8017.00,-96.00,8864.00,-53267.00,125546.00,190438.00
1997:Q4,2823791.00,967878.00,623995.00,237166.00,5580.00,604100.00,103145.00,264841.00,17086.00,2888902.00,1245961.00,950552.00,222514.00,436089.00,33786.00,-65111.00,251806.00,2065.00,-28086.00,212716.00,288497.00,326459.00,4088.00,-42050.00,155273.00,17802.00,12241.00,6919.00,3488.00,-5008.00,53096.00,11056.00,17632.00,20808.00,-400.00,4000.00,11596.00,1936.00,15756.00,-6096.00,28465.00,-10852.00,11133.00,-7315.00,33708.00,197323.00,0.00,0.00,-4.00,43047.00,-39184.00,80482.00,-2192.00,0.00,-2192.00,20778.00,2000.00,133694.00,-75781.00,139832.00,181883.00
1998:Q1,2871478.00,996108.00,629125.00,239823.00,4764.00,614904.00,102812.00,267543.00,16399.00,2880160.00,1242132.00,960029.00,211471.00,432718.00,33810.00,-8682.00,252434.00,1445.00,-30352.00,272659.00,460505.00,324577.00,3895.00,132033.00,260534.00,1398.00,39244.00,22772.00,3448.00,34508.00,-1239.00,21076.00,-5875.00,-20840.00,-1600.00,6000.00,13708.00,2968.00,9168.00,1572.00,8133.00,-25900.00,6500.00,3986.00,153976.00,128501.00,0.00,0.00,320.00,67262.00,7147.00,62547.00,-60.00,0.00,-60.00,2666.00,720.00,57593.00,-187846.00,266469.00,134436.00
1998:Q2,2909015.00,1022348.00,635524.00,236493.00,5096.00,623492.00,102646.00,266754.00,16662.00,2906788.00,1267556.00,964269.00,210478.00,429479.00,35006.00,2227.00,254112.00,5847.00,-31915.00,282407.00,255329.00,336888.00,-3753.00,-77806.00,235925.00,5812.00,86698.00,9506.00,9780.00,-24000.00,166791.00,-5680.00,69639.00,89096.00,-2000.00,15736.00,17435.00,2704.00,11851.00,2880.00,19860.00,7668.00,1831.00,-31416.00,-34040.00,313731.00,0.00,0.00,224.00,181545.00,111955.00,71030.00,432.00,0.00,432.00,9791.00,2612.00,119128.00,27078.00,165854.00,243660.00
1998:Q3,2959476.00,1043215.00,642991.00,242557.00,5580.00,632104.00,102876.00,273584.00,16569.00,2923575.00,1276794.00,965525.00,218136.00,426336.00,36784.00,35901.00,256144.00,1009.00,-32531.00,323567.00,412663.00,351763.00,-652.00,61552.00,100819.00,7828.00,-126135.00,11187.00,6976.00,-7684.00,117194.00,11576.00,65954.00,32032.00,160.00,7472.00,1326.00,-2236.00,9458.00,-5896.00,7861.00,-9316.00,10443.00,31775.00,49364.00,39267.00,0.00,0.00,1700.00,-57039.00,-118780.00,62153.00,1056.00,0.00,1056.00,17998.00,12.00,75539.00,-89096.00,33808.00,-27744.00
1998:Q4,3014003.00,1068009.00,650252.00,237831.00,7280.00,640512.00,102738.00,291965.00,15416.00,2970962.00,1301970.00,974669.00,234977.00,419474.00,39872.00,43041.00,258630.00,3987.00,-33794.00,331478.00,198026.00,352379.00,6754.00,-161107.00,-33824.00,9068.00,-82149.00,21067.00,104008.00,13892.00,131770.00,24208.00,36038.00,54380.00,616.00,16528.00,14087.00,17392.00,5047.00,-8352.00,-71128.00,-25372.00,15274.00,-21561.00,-142780.00,127283.00,0.00,0.00,-4.00,29329.00,-53842.00,70987.00,-916.00,0.00,-916.00,22477.00,1824.00,74574.00,133452.00,-68946.00,92161.00
1999:Q1,3055939.00,1078110.00,657491.00,246280.00,5376.00,655644.00,103063.00,292655.00,17320.00,2996310.00,1319681.00,991806.00,229645.00,412731.00,42447.00,59629.00,260701.00,2677.00,-35010.00,352663.00,480537.00,356301.00,8234.00,116002.00,224190.00,-9162.00,99844.00,8756.00,4308.00,-1920.00,99481.00,16588.00,29909.00,41688.00,312.00,10984.00,11087.00,3100.00,10539.00,-2552.00,-13388.00,-5288.00,9220.00,9607.00,11644.00,108188.00,0.00,-4000.00,0.00,2623.00,-58073.00,62228.00,0.00,0.00,0.00,13509.00,676.00,95380.00,-127874.00,194280.00,78279.00
1999:Q2,3085143.00,1095363.00,667058.00,244478.00,5976.00,659688.00,104394.00,291522.00,16664.00,3018467.00,1339432.00,993498.00,228828.00,411682.00,45027.00,66676.00,263631.00,1685.00,-36342.00,364964.00,314961.00,364248.00,7852.00,-57139.00,115886.00,-4724.00,26543.00,15925.00,3352.00,-5676.00,94657.00,15112.00,29913.00,39496.00,244.00,9892.00,13675.00,1236.00,11931.00,508.00,-31888.00,-11672.00,9746.00,27208.00,-21260.00,173025.00,0.00,0.00,2068.00,15414.00,-5851.00,20665.00,328.00,0.00,328.00,26878.00,2696.00,125640.00,50003.00,85646.00,142784.00
1999:Q3,3147915.00,1120823.00,679019.00,248614.00,6308.00,665572.00,107023.00,304398.00,16158.00,3067647.00,1369690.00,1004702.00,239374.00,407432.00,46449.00,80268.00,265881.00,1360.00,-36034.00,380823.00,447298.00,370557.00,5275.00,71466.00,158505.00,-8130.00,28885.00,16084.00,3360.00,-6236.00,81825.00,15420.00,15605.00,40476.00,248.00,10076.00,16471.00,2916.00,10487.00,3068.00,24408.00,7668.00,9884.00,-10970.00,-4744.00,87039.00,0.00,-4000.00,2000.00,-32415.00,-87811.00,55364.00,-144.00,0.00,-144.00,27978.00,228.00,93391.00,-66475.00,143044.00,71577.00
1999:Q4,3219895.00,1154168.00,690772.00,255681.00,6012.00,677408.00,110790.00,310522.00,14542.00,3122993.00,1401483.00,1012914.00,253659.00,408024.00,46913.00,96902.00,269576.00,3818.00,-21518.00,384178.00,396877.00,382760.00,8284.00,5833.00,192592.00,-6354.00,125050.00,17842.00,6928.00,3868.00,113837.00,23004.00,19629.00,55280.00,496.00,15428.00,-6053.00,10224.00,12931.00,-29208.00,-65772.00,-23188.00,24318.00,18648.00,-16532.00,186758.00,0.00,-4000.00,-4.00,49573.00,32259.00,17283.00,-6700.00,0.00,-6700.00,23746.00,2004.00,122140.00,-12700.00,179663.00,173830.00
2000:Q1,3324504.00,1208966.00,698563.00,264061.00,6900.00,700912.00,116644.00,314246.00,14212.00,3126306.00,1407422.00,1025409.00,241373.00,407035.00,45067.00,198198.00,272950.00,-1052.00,-35544.00,507744.00,449854.00,387708.00,8081.00,54065.00,4870.00,1902.00,-104676.00,9800.00,3676.00,-6752.00,82882.00,16852.00,10534.00,44208.00,272.00,11016.00,8781.00,-2232.00,10853.00,160.00,-16604.00,-6412.00,9249.00,22824.00,200.00,-49195.00,0.00,0.00,2160.00,-182245.00,-199018.00,18837.00,148.00,0.00,148.00,37474.00,1168.00,92100.00,57890.00,-5812.00,-59877.00
2000:Q2,3360110.00,1230382.00,707303.00,262564.00,7628.00,702416.00,119613.00,317408.00,12796.00,3191539.00,1442939.00,1050949.00,245550.00,406629.00,45472.00,168571.00,276396.00,-2460.00,-35515.00,482942.00,717180.00,385956.00,7917.00,323307.00,6036.00,-8328.00,-51766.00,9628.00,1972.00,-12188.00,67439.00,13552.00,6911.00,38168.00,152.00,8656.00,5862.00,-2912.00,12370.00,-3596.00,12040.00,3252.00,7825.00,-10695.00,-19004.00,-317270.00,0.00,-8000.00,3194.00,-426832.00,-401995.00,-26673.00,236.00,0.00,236.00,26387.00,2624.00,85121.00,-234238.00,-1110.00,-324417.00
2000:Q3,3387718.00,1247937.00,711308.00,244697.00,7280.00,714760.00,120636.00,331704.00,9396.00,3227476.00,1453412.00,1063449.00,260263.00,404533.00,45819.00,160242.00,279414.00,-929.00,-34916.00,475501.00,736492.00,391615.00,7410.00,337467.00,48251.00,-1544.00,-10428.00,16539.00,3496.00,-8360.00,81100.00,17040.00,7412.00,45292.00,260.00,11096.00,8436.00,-708.00,12612.00,-3468.00,-3784.00,-2112.00,13253.00,-53538.00,5192.00,-289216.00,0.00,-4000.00,4228.00,-240993.00,-280794.00,42226.00,936.00,0.00,936.00,29096.00,216.00,-78699.00,-260990.00,39902.00,-297565.00
2000:Q4,3412801.00,1258939.00,717050.00,247363.00,7536.00,719484.00,121220.00,334702.00,6507.00,3274133.00,1472921.00,1074369.00,274723.00,405118.00,47002.00,138668.00,281903.00,5170.00,-35105.00,450506.00,271035.00,395738.00,8452.00,-133155.00,-33693.00,5370.00,-92782.00,10289.00,1620.00,-13932.00,56639.00,13188.00,-2985.00,37944.00,132.00,8360.00,4042.00,-2668.00,10862.00,-4152.00,32936.00,10096.00,10520.00,-4250.00,-54240.00,99463.00,0.00,-4000.00,-4.00,-183815.00,-214261.00,31626.00,196.00,0.00,196.00,29655.00,1752.00,255679.00,179472.00,-30903.00,102252.00
2001:Q1,3463270.00,1302114.00,724086.00,214813.00,7628.00,739236.00,120550.00,349076.00,5767.00,3357973.00,1510212.00,1117140.00,269666.00,405709.00,55246.00,105297.00,283784.00,4334.00,-35890.00,420637.00,377819.00,401680.00,4808.00,-28669.00,232955.00,-1154.00,81357.00,14187.00,2456.00,-12060.00,103285.00,15232.00,35837.00,42252.00,188.00,9776.00,-1030.00,-4708.00,12614.00,-8936.00,40868.00,12608.00,7102.00,-21712.00,7048.00,261625.00,0.00,0.00,1592.00,257883.00,133781.00,126338.00,296.00,0.00,296.00,25843.00,636.00,-24625.00,42819.00,196822.00,225491.00
2001:Q2,3464804.00,1308971.00,724086.00,206997.00,7044.00,737792.00,117660.00,358293.00,3961.00,3425555.00,1536912.00,1148428.00,278195.00,399994.00,62026.00,39249.00,285555.00,1588.00,-37606.00,360822.00,789909.00,421709.00,9246.00,358954.00,127790.00,5040.00,-21623.00,26301.00,5472.00,-4996.00,119045.00,22416.00,24197.00,57260.00,400.00,14772.00,13020.00,4008.00,14916.00,-5904.00,-27816.00,-10084.00,18619.00,-6384.00,11196.00,-231164.00,0.00,0.00,1304.00,-295423.00,-371570.00,75023.00,120.00,0.00,120.00,23630.00,2372.00,36832.00,-429088.00,103473.00,-255481.00
2001:Q3,3248398.00,1114032.00,725411.00,185660.00,7680.00,735268.00,114833.00,356747.00,8767.00,3455095.00,1558750.00,1154720.00,276503.00,393949.00,71173.00,-206697.00,287006.00,-2452.00,-40764.00,123525.00,186144.00,406706.00,9926.00,-230488.00,213460.00,13868.00,21843.00,19946.00,-12.00,-19068.00,43285.00,9996.00,-4863.00,32048.00,20.00,6084.00,-1920.00,-11932.00,11028.00,-1016.00,48544.00,14820.00,20946.00,78471.00,-27264.00,443948.00,0.00,0.00,2232.00,356700.00,266697.00,90355.00,-316.00,0.00,-316.00,35239.00,28.00,50065.00,-62619.00,218639.00,449127.00
2001:Q4,3361403.00,1232174.00,737177.00,166622.00,8264.00,735480.00,109245.00,370290.00,2151.00,3502601.00,1574650.00,1200784.00,293689.00,387035.00,46443.00,-141198.00,288791.00,3466.00,-34296.00,178423.00,-64649.00,424443.00,10692.00,-499784.00,41779.00,508.00,98717.00,4514.00,5072.00,-7312.00,113365.00,22196.00,18625.00,57616.00,372.00,14556.00,2086.00,4864.00,12674.00,-15452.00,-45368.00,-15680.00,6609.00,-77400.00,-43332.00,541563.00,0.00,0.00,0.00,323120.00,194137.00,129715.00,300.00,0.00,300.00,36132.00,2504.00,179507.00,243072.00,22854.00,522638.00
2002:Q1,3224291.00,1069525.00,744960.00,169111.00,7180.00,749132.00,104428.00,375629.00,4326.00,3569619.00,1613936.00,1230400.00,305428.00,377224.00,42631.00,-345328.00,290826.00,5025.00,-34160.00,-25367.00,54379.00,434387.00,10909.00,-390917.00,-182545.00,-1934.00,-99460.00,11863.00,1224.00,-16748.00,55389.00,13236.00,-5415.00,39152.00,104.00,8312.00,-918.00,-6096.00,6362.00,-1184.00,-11152.00,-4640.00,-5671.00,-89114.00,-21384.00,208372.00,0.00,0.00,936.00,147805.00,46687.00,102914.00,1080.00,0.00,1080.00,18669.00,-272.00,40154.00,-79746.00,-178210.00,212707.00
2002:Q2,3238060.00,1049321.00,756600.00,175337.00,7464.00,755896.00,100708.00,387928.00,4806.00,3627855.00,1641193.00,1256111.00,304754.00,385962.00,39835.00,-389795.00,292893.00,-4902.00,-32208.00,-59792.00,-142200.00,439447.00,11092.00,-592739.00,182170.00,7190.00,45968.00,10026.00,1060.00,-17300.00,71793.00,12952.00,11985.00,38656.00,96.00,8104.00,2532.00,-7460.00,7432.00,2560.00,34844.00,9924.00,-6106.00,61331.00,-39092.00,774909.00,0.00,0.00,600.00,555689.00,413815.00,140086.00,340.00,0.00,340.00,28750.00,4000.00,185530.00,82408.00,169845.00,762584.00
2002:Q3,3274408.00,1053129.00,771832.00,182259.00,7544.00,757224.00,99042.00,393601.00,9777.00,3667397.00,1659750.00,1268997.00,308919.00,388374.00,41357.00,-392989.00,295193.00,-4325.00,-32964.00,-60507.00,14910.00,447968.00,11121.00,-444179.00,255311.00,5424.00,105637.00,38077.00,-68.00,-19800.00,80346.00,10184.00,31174.00,32788.00,16.00,6184.00,-743.00,-10736.00,10649.00,-656.00,46288.00,13360.00,-8.00,1473.00,-14676.00,699489.00,0.00,0.00,2416.00,536715.00,387694.00,147441.00,692.00,0.00,692.00,27747.00,-116.00,132035.00,-75417.00,223445.00,667624.00
2002:Q4,3299403.00,1046685.00,777016.00,198581.00,8140.00,758736.00,97184.00,404000.00,9061.00,3736935.00,1690579.00,1285045.00,322973.00,396601.00,41737.00,-437532.00,297304.00,-9534.00,-14652.00,-116042.00,-193133.00,452487.00,10610.00,-656230.00,81440.00,2824.00,-99970.00,43690.00,4132.00,-11520.00,158461.00,21008.00,67197.00,56308.00,308.00,13640.00,9861.00,5028.00,7641.00,-2808.00,-28924.00,-10168.00,8978.00,21353.00,-17276.00,737670.00,0.00,0.00,0.00,463830.00,278176.00,185234.00,412.00,0.00,412.00,42030.00,2680.00,228717.00,77091.00,13832.00,670062.00
2003:Q1,3312309.00,1022350.00,788570.00,219835.00,7512.00,768172.00,95221.00,404567.00,6082.00,3800559.00,1722603.00,1304024.00,328298.00,400663.00,44971.00,-488250.00,300354.00,-6152.00,-13708.00,-168036.00,-173649.00,455349.00,10553.00,-639551.00,-28918.00,-560.00,-37123.00,-4175.00,-152.00,-296.00,-30397.00,-388.00,-28885.00,-844.00,-12.00,-268.00,-9001.00,-9720.00,819.00,-100.00,10892.00,3332.00,49095.00,5824.00,-16356.00,610634.00,0.00,0.00,564.00,92837.00,-13398.00,107815.00,208.00,0.00,208.00,108095.00,76.00,408854.00,5613.00,-240.00,639311.00
