1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q4,2520819.00,0.00,103753.00,342305.00,0.00,148675.00,10135.00,78992.00,6265.00,38208.00,15075.00,48766.00,2159.00,46607.00,0.00,682128.00,42973.00,115535.00,471818.00,276189.00,195629.00,543205.00,21661.00,410869.00,0.00,402322.00,245974.00,108567.00,13404.00,22426.00,11951.00,4600.00,3947.00
1968:Q1,2502322.00,0.00,99877.00,351028.00,0.00,152100.00,10576.00,83471.00,5670.00,37137.00,15246.00,48881.00,1569.00,47312.00,0.00,632831.00,40523.00,116737.00,482156.00,286894.00,195262.00,556094.00,22095.00,402468.00,0.00,393697.00,249378.00,107272.00,4976.00,22257.00,9814.00,4740.00,4031.00
1968:Q2,2628302.00,0.00,101644.00,356713.00,0.00,153949.00,10809.00,82132.00,6475.00,38066.00,16467.00,51479.00,3722.00,47757.00,0.00,718675.00,45972.00,117921.00,494770.00,287540.00,207230.00,564614.00,22565.00,415182.00,0.00,406261.00,253675.00,111404.00,6276.00,24930.00,9976.00,4800.00,4121.00
1968:Q3,2676475.00,0.00,105981.00,364554.00,0.00,155007.00,11208.00,83482.00,5982.00,37621.00,16714.00,53888.00,5153.00,48735.00,0.00,727875.00,48300.00,119110.00,506925.00,294146.00,212779.00,571784.00,23051.00,422781.00,0.00,413578.00,258183.00,114160.00,5424.00,25654.00,10157.00,4990.00,4213.00
1968:Q4,2810872.00,0.00,112736.00,372542.00,0.00,154515.00,12168.00,81735.00,6120.00,36490.00,18002.00,53960.00,4878.00,49082.00,0.00,815334.00,49529.00,120324.00,520069.00,301348.00,218721.00,588302.00,23561.00,436144.00,0.00,426692.00,262934.00,119324.00,6808.00,27320.00,10306.00,5150.00,4302.00
1969:Q1,2794498.00,0.00,105452.00,377371.00,0.00,166241.00,12889.00,89044.00,5981.00,40035.00,18292.00,48804.00,1483.00,47321.00,0.00,770526.00,48554.00,121561.00,532200.00,311919.00,220281.00,599620.00,24169.00,434920.00,0.00,425240.00,264857.00,118884.00,4866.00,26142.00,10491.00,5290.00,4390.00
1969:Q2,2786771.00,0.00,106714.00,382359.00,0.00,166029.00,14322.00,82342.00,7983.00,42266.00,19116.00,50309.00,3271.00,47038.00,0.00,733883.00,46190.00,122814.00,545291.00,321463.00,223828.00,608469.00,24713.00,446332.00,0.00,436394.00,269738.00,123675.00,5892.00,26400.00,10689.00,5460.00,4478.00
1969:Q3,2796489.00,0.00,105385.00,380961.00,0.00,182984.00,16655.00,90872.00,9209.00,45302.00,20946.00,47642.00,213.00,47429.00,0.00,713075.00,46004.00,124083.00,558892.00,332614.00,226278.00,612359.00,25104.00,452181.00,0.00,441993.00,274512.00,125813.00,5043.00,25754.00,10871.00,5620.00,4568.00
1969:Q4,2797190.00,0.00,110920.00,381297.00,0.00,192255.00,18534.00,93166.00,11305.00,47244.00,22006.00,51888.00,2651.00,49237.00,0.00,667356.00,45578.00,125362.00,573465.00,342529.00,230936.00,623262.00,25807.00,463780.00,0.00,453272.00,278689.00,129231.00,7557.00,26775.00,11020.00,5820.00,4688.00
1970:Q1,2808789.00,0.00,106832.00,382294.00,0.00,204628.00,22663.00,98271.00,14195.00,48079.00,21420.00,48591.00,1482.00,47109.00,0.00,643541.00,46279.00,126703.00,591398.00,357556.00,233842.00,632072.00,26451.00,456241.00,0.00,445469.00,275814.00,126663.00,5199.00,26458.00,11335.00,5980.00,4792.00
1970:Q2,2707502.00,0.00,113184.00,390486.00,0.00,199431.00,24822.00,88736.00,14982.00,48227.00,22664.00,49323.00,1354.00,47969.00,0.00,509525.00,37027.00,127979.00,603849.00,378060.00,225789.00,649554.00,27144.00,462800.00,0.00,451801.00,278674.00,129421.00,5751.00,26434.00,11521.00,6100.00,4899.00
1970:Q3,2830689.00,0.00,117054.00,408317.00,0.00,194146.00,17559.00,85911.00,15735.00,48542.00,26399.00,51592.00,1762.00,49830.00,0.00,593764.00,41919.00,129295.00,621870.00,380656.00,241214.00,644886.00,27846.00,469739.00,0.00,458431.00,282347.00,131424.00,5633.00,27288.00,11739.00,6300.00,5008.00
1970:Q4,2936179.00,0.00,118559.00,423525.00,0.00,192435.00,16569.00,83041.00,15943.00,47144.00,29738.00,53672.00,3564.00,50108.00,0.00,650213.00,44501.00,130703.00,639470.00,385721.00,253749.00,654582.00,28519.00,478741.00,0.00,467163.00,286015.00,133660.00,7493.00,28088.00,11907.00,6460.00,5118.00
1971:Q1,3063564.00,0.00,118801.00,447207.00,0.00,187847.00,14884.00,79938.00,14951.00,46097.00,31977.00,51838.00,2478.00,49360.00,0.00,712824.00,50329.00,132202.00,658349.00,390517.00,267832.00,674989.00,29178.00,481494.00,0.00,469638.00,289592.00,134072.00,5153.00,28635.00,12186.00,6650.00,5206.00
1971:Q2,3112041.00,0.00,124479.00,462733.00,0.00,184151.00,13765.00,76155.00,13112.00,46375.00,34744.00,52070.00,2279.00,49791.00,0.00,708482.00,50571.00,133786.00,675866.00,401452.00,274414.00,690100.00,29803.00,495146.00,0.00,483064.00,295363.00,138912.00,6879.00,29794.00,12116.00,6800.00,5282.00
1971:Q3,3151830.00,0.00,126402.00,475887.00,0.00,189792.00,13728.00,78357.00,13937.00,46564.00,37206.00,50141.00,1507.00,48634.00,0.00,693654.00,49798.00,135417.00,694721.00,412290.00,282431.00,705591.00,30427.00,507890.00,0.00,495414.00,302822.00,143465.00,6039.00,30737.00,12351.00,7120.00,5356.00
1971:Q4,3260303.00,0.00,132050.00,491035.00,0.00,185910.00,13768.00,74200.00,14615.00,45970.00,37357.00,50938.00,3597.00,47341.00,0.00,743724.00,53006.00,137055.00,714615.00,421123.00,293492.00,720893.00,31077.00,524086.00,0.00,511310.00,309454.00,149243.00,8094.00,32037.00,12482.00,7340.00,5436.00
1972:Q1,3370301.00,0.00,130941.00,511194.00,0.00,186982.00,13000.00,76873.00,12831.00,46559.00,37719.00,49756.00,2096.00,47660.00,0.00,785993.00,55084.00,138724.00,736650.00,428375.00,308275.00,743209.00,31768.00,531333.00,0.00,518277.00,316038.00,148847.00,6401.00,34295.00,12696.00,7500.00,5556.00
1972:Q2,3419629.00,0.00,131249.00,529210.00,0.00,184108.00,12073.00,75289.00,11668.00,46909.00,38169.00,50502.00,2326.00,48176.00,0.00,781697.00,54180.00,140430.00,758252.00,438985.00,319267.00,757526.00,32475.00,551272.00,0.00,537901.00,324462.00,156222.00,8386.00,35949.00,12882.00,7670.00,5701.00
1972:Q3,3505793.00,0.00,135384.00,548959.00,0.00,182871.00,9464.00,76500.00,10943.00,47181.00,38783.00,48996.00,612.00,48384.00,0.00,801771.00,53712.00,142166.00,780812.00,449717.00,331095.00,777909.00,33213.00,566724.00,0.00,553025.00,334408.00,161529.00,7181.00,36811.00,13096.00,7850.00,5849.00
1972:Q4,3703343.00,0.00,144400.00,564227.00,0.00,181778.00,9333.00,77357.00,8898.00,47684.00,38506.00,50969.00,2709.00,48260.00,0.00,921384.00,56383.00,143930.00,804205.00,454876.00,349329.00,802068.00,33999.00,585423.00,0.00,571267.00,343552.00,168757.00,8616.00,37093.00,13249.00,8180.00,5976.00
1973:Q1,3692842.00,0.00,141070.00,587526.00,0.00,185863.00,7064.00,80898.00,8537.00,50607.00,38757.00,48140.00,309.00,47831.00,0.00,853489.00,50224.00,145734.00,815640.00,466367.00,349273.00,830403.00,34753.00,597546.00,61.00,583178.00,351550.00,171528.00,10062.00,36512.00,13526.00,8220.00,6087.00
1973:Q2,3690652.00,0.00,143789.00,602598.00,0.00,189331.00,8919.00,81852.00,8472.00,51521.00,38567.00,49631.00,1416.00,48215.00,0.00,786769.00,45290.00,147589.00,826434.00,477353.00,349081.00,863698.00,35523.00,616455.00,144.00,601606.00,361814.00,180398.00,10434.00,35401.00,13559.00,8520.00,6185.00
1973:Q3,3822768.00,0.00,143300.00,615196.00,0.00,200905.00,9660.00,87064.00,9481.00,54174.00,40526.00,48255.00,648.00,47607.00,0.00,833421.00,49090.00,149452.00,841684.00,475187.00,366497.00,905171.00,36294.00,635549.00,255.00,620316.00,372134.00,186695.00,12058.00,35633.00,13796.00,8700.00,6278.00
1973:Q4,3752252.00,0.00,152509.00,624850.00,0.00,207528.00,14111.00,88480.00,8332.00,55136.00,41469.00,50804.00,3573.00,47231.00,0.00,693870.00,43695.00,151278.00,852551.00,494100.00,358451.00,938109.00,37058.00,651963.00,400.00,636277.00,382218.00,192980.00,11894.00,35323.00,13862.00,8910.00,6376.00
1974:Q1,3786731.00,0.00,148109.00,646310.00,263.00,216140.00,14668.00,95978.00,5738.00,56629.00,43127.00,49251.00,1080.00,48171.00,0.00,664408.00,41490.00,153061.00,872832.00,505156.00,367676.00,957070.00,37797.00,656014.00,578.00,639736.00,389858.00,190460.00,10048.00,35216.00,14154.00,9170.00,6530.00
1974:Q2,3773238.00,0.00,146917.00,663872.00,570.00,219153.00,17685.00,90833.00,6970.00,57899.00,45766.00,52085.00,3135.00,48950.00,0.00,591895.00,37557.00,154793.00,890827.00,523146.00,367681.00,977047.00,38522.00,676607.00,787.00,659505.00,400439.00,196777.00,12490.00,35614.00,14185.00,9600.00,6715.00
1974:Q3,3703712.00,0.00,148983.00,670156.00,1386.00,239174.00,22024.00,95248.00,11510.00,62394.00,47998.00,52982.00,3044.00,49938.00,0.00,440798.00,29123.00,156548.00,906445.00,558309.00,348136.00,1018869.00,39248.00,694827.00,1028.00,677111.00,411381.00,201241.00,13625.00,36432.00,14432.00,9780.00,6908.00
1974:Q4,3800312.00,0.00,157396.00,681039.00,2379.00,248991.00,22495.00,96253.00,13669.00,62164.00,54410.00,54027.00,3433.00,50594.00,0.00,445034.00,31813.00,158399.00,930197.00,562699.00,367498.00,1051048.00,39989.00,707818.00,1300.00,689372.00,419339.00,201926.00,16666.00,36967.00,14474.00,10060.00,7086.00
1975:Q1,3987435.00,0.00,144823.00,708884.00,3620.00,256110.00,30347.00,93872.00,11529.00,62603.00,57759.00,47484.00,2782.00,44702.00,0.00,547842.00,37436.00,161446.00,959276.00,559126.00,400150.00,1079654.00,40860.00,706942.00,1603.00,687974.00,424313.00,195912.00,15443.00,37620.00,14686.00,10107.00,7258.00
1975:Q2,4158593.00,0.00,154727.00,727385.00,3661.00,250799.00,26437.00,96690.00,8769.00,63059.00,55844.00,50693.00,3586.00,47107.00,0.00,625664.00,42283.00,163796.00,987986.00,546379.00,441607.00,1109867.00,41732.00,720672.00,1937.00,701094.00,434575.00,195933.00,17578.00,38305.00,14703.00,10210.00,7431.00
1975:Q3,4143329.00,0.00,156888.00,742259.00,3708.00,260444.00,21915.00,105611.00,7681.00,65177.00,60060.00,50994.00,1519.00,49475.00,0.00,544752.00,36835.00,165855.00,1010295.00,567197.00,443098.00,1128559.00,42740.00,740457.00,2303.00,720167.00,446324.00,201183.00,18517.00,39157.00,14986.00,10391.00,7596.00
1975:Q4,4272675.00,0.00,158683.00,762165.00,3696.00,270268.00,19746.00,111787.00,7584.00,66809.00,64342.00,55203.00,4722.00,50481.00,0.00,584599.00,38749.00,168626.00,1037090.00,570092.00,466998.00,1149603.00,43993.00,763776.00,2700.00,742777.00,459087.00,206996.00,21548.00,40149.00,14997.00,10555.00,7744.00
1976:Q1,4439761.00,0.00,153928.00,790700.00,3557.00,269440.00,20641.00,110786.00,6963.00,69757.00,61293.00,56153.00,4797.00,51356.00,0.00,677976.00,42619.00,170615.00,1058787.00,562570.00,496217.00,1170652.00,45334.00,773207.00,3131.00,751481.00,469994.00,204908.00,19479.00,41915.00,15185.00,10693.00,7902.00
1976:Q2,4555991.00,0.00,159751.00,813974.00,3341.00,274370.00,21250.00,107997.00,7594.00,73874.00,63655.00,55980.00,3881.00,52099.00,0.00,696689.00,42441.00,173075.00,1075581.00,563059.00,512522.00,1213961.00,46828.00,799859.00,3575.00,777604.00,483990.00,213148.00,21438.00,43672.00,15356.00,10635.00,8045.00
1976:Q3,4641046.00,0.00,161677.00,834021.00,3322.00,276893.00,18956.00,108305.00,6993.00,74962.00,67677.00,56093.00,3165.00,52928.00,0.00,707098.00,40957.00,175297.00,1094943.00,573457.00,521486.00,1242362.00,48383.00,824919.00,4082.00,801918.00,501121.00,220688.00,19908.00,44704.00,15497.00,10723.00,8196.00
1976:Q4,4760548.00,0.00,169205.00,853592.00,3381.00,278960.00,16851.00,102741.00,11692.00,72859.00,74817.00,60263.00,7424.00,52839.00,0.00,731164.00,41436.00,177824.00,1115292.00,580772.00,534520.00,1279526.00,49905.00,853021.00,4700.00,829229.00,517073.00,228961.00,21741.00,45896.00,15558.00,10717.00,8375.00
1977:Q1,4801387.00,0.00,168870.00,888745.00,2939.00,288181.00,24022.00,107247.00,7499.00,73367.00,76046.00,55059.00,1431.00,53628.00,0.00,673643.00,37826.00,180124.00,1138786.00,600919.00,537867.00,1315565.00,51649.00,869833.00,5453.00,844974.00,531310.00,229155.00,22287.00,46514.00,15708.00,10824.00,8582.00
1977:Q2,4911796.00,0.00,172462.00,909367.00,3017.00,289229.00,28271.00,99596.00,7588.00,77953.00,75821.00,56724.00,2271.00,54453.00,0.00,691483.00,40651.00,182557.00,1163296.00,605997.00,557299.00,1349461.00,53549.00,908466.00,6363.00,882421.00,554091.00,242048.00,22236.00,48103.00,15943.00,10864.00,8818.00
1977:Q3,4991614.00,0.00,180394.00,935033.00,2956.00,293375.00,28547.00,103755.00,7913.00,76821.00,76339.00,55013.00,-282.00,55295.00,0.00,661389.00,40413.00,184993.00,1188787.00,614866.00,573921.00,1393780.00,55481.00,946550.00,7291.00,919297.00,579911.00,252953.00,21660.00,48680.00,16093.00,10902.00,9060.00
1977:Q4,5081354.00,0.00,184210.00,955062.00,3197.00,303381.00,31539.00,104541.00,8372.00,78817.00,80112.00,60722.00,5344.00,55378.00,0.00,630970.00,40355.00,187808.00,1215036.00,625179.00,589857.00,1443293.00,57320.00,984299.00,8100.00,955823.00,602997.00,264892.00,21888.00,49728.00,16318.00,11092.00,9284.00
1978:Q1,5177221.00,0.00,183894.00,984722.00,4734.00,311345.00,31566.00,108190.00,8564.00,84708.00,78317.00,58327.00,1906.00,56421.00,0.00,593085.00,39400.00,190464.00,1244327.00,642215.00,602112.00,1507805.00,59118.00,1007196.00,8808.00,977548.00,621021.00,266971.00,20780.00,52193.00,16583.00,11306.00,9534.00
1978:Q2,5353346.00,0.00,190801.00,1006054.00,6050.00,319383.00,38562.00,103574.00,8452.00,92098.00,76697.00,62616.00,3598.00,59018.00,0.00,631131.00,41664.00,193533.00,1276109.00,640367.00,635742.00,1565139.00,60866.00,1057457.00,9431.00,1026666.00,648036.00,284526.00,21717.00,55477.00,16910.00,11570.00,9790.00
1978:Q3,5532286.00,0.00,197853.00,1030407.00,7215.00,326612.00,38267.00,109285.00,8500.00,97663.00,72897.00,66687.00,5066.00,61621.00,0.00,671927.00,43683.00,196398.00,1310417.00,631751.00,678666.00,1618465.00,62622.00,1104827.00,10039.00,1073005.00,678951.00,298022.00,20917.00,58223.00,16892.00,11724.00,10059.00
1978:Q4,5636597.00,0.00,200664.00,1048359.00,8928.00,346599.00,46230.00,110309.00,9910.00,104168.00,75982.00,73592.00,11147.00,62445.00,0.00,640129.00,41080.00,199369.00,1338408.00,647008.00,691400.00,1675027.00,64442.00,1146972.00,10700.00,1114044.00,708641.00,311305.00,21191.00,55754.00,17153.00,11879.00,10349.00
1979:Q1,5824652.00,0.00,194832.00,1070090.00,15693.00,363215.00,50799.00,117269.00,11678.00,109320.00,74149.00,69082.00,4274.00,64808.00,0.00,678821.00,42476.00,202002.00,1372785.00,652487.00,720298.00,1749315.00,66341.00,1173597.00,11398.00,1139415.00,733605.00,313819.00,18725.00,56035.00,17231.00,12119.00,10665.00
1979:Q2,5987534.00,0.00,206387.00,1080983.00,22681.00,376234.00,53900.00,120824.00,11553.00,116924.00,73033.00,74717.00,6651.00,68066.00,0.00,692151.00,43252.00,204897.00,1402700.00,656624.00,746076.00,1815252.00,68280.00,1220253.00,12118.00,1184863.00,763421.00,327319.00,16781.00,60075.00,17267.00,12262.00,11010.00
1979:Q3,6196834.00,0.00,219488.00,1102350.00,29822.00,386013.00,57345.00,128166.00,12626.00,121212.00,66664.00,79654.00,8476.00,71178.00,0.00,736043.00,44837.00,207494.00,1438115.00,652858.00,785257.00,1882764.00,70254.00,1269760.00,12854.00,1233248.00,795927.00,341528.00,15675.00,62614.00,17504.00,12298.00,11360.00
1979:Q4,6400365.00,0.00,220457.00,1115960.00,39459.00,423281.00,56004.00,155883.00,12500.00,123569.00,75325.00,86010.00,14399.00,71611.00,0.00,767889.00,38388.00,210305.00,1482128.00,674590.00,807538.00,1944232.00,72256.00,1314583.00,13600.00,1276664.00,826724.00,354616.00,15841.00,61871.00,17612.00,12627.00,11692.00
1980:Q1,6468363.00,0.00,211339.00,1139722.00,54525.00,433539.00,60332.00,162201.00,19044.00,124044.00,67918.00,89737.00,8741.00,80996.00,0.00,705845.00,39456.00,212764.00,1516561.00,696919.00,819642.00,1990476.00,74399.00,1342943.00,14339.00,1303716.00,856228.00,349662.00,14815.00,65448.00,17563.00,12885.00,12003.00
1980:Q2,6721456.00,0.00,215150.00,1158969.00,69928.00,419987.00,52550.00,157097.00,17494.00,126304.00,66542.00,95007.00,12065.00,82942.00,0.00,807631.00,44130.00,215454.00,1569834.00,694350.00,875484.00,2049304.00,76062.00,1362789.00,15056.00,1322387.00,873960.00,345637.00,17010.00,67904.00,17876.00,13058.00,12288.00
1980:Q3,7013951.00,0.00,233835.00,1189371.00,70003.00,423530.00,49723.00,160849.00,16814.00,128667.00,67477.00,102933.00,16096.00,86837.00,0.00,909904.00,49129.00,217872.00,1624890.00,691632.00,933258.00,2114788.00,77696.00,1398505.00,15820.00,1356695.00,901374.00,350336.00,15861.00,70792.00,18332.00,13403.00,12587.00
1980:Q4,7315963.00,0.00,238047.00,1237365.00,64366.00,442330.00,52267.00,173868.00,18600.00,130052.00,67543.00,109476.00,22221.00,87255.00,0.00,1010470.00,52060.00,220559.00,1674445.00,704790.00,969655.00,2187417.00,79428.00,1440572.00,16700.00,1397127.00,926526.00,358044.00,17469.00,76832.00,18256.00,13806.00,12939.00
1981:Q1,7460368.00,0.00,243510.00,1240544.00,98522.00,443220.00,55275.00,165672.00,14218.00,143005.00,65050.00,104005.00,14626.00,89379.00,0.00,1014946.00,52359.00,222852.00,1719423.00,730652.00,988771.00,2239529.00,81458.00,1452620.00,17634.00,1407659.00,940590.00,353902.00,18657.00,76061.00,18449.00,13969.00,13358.00
1981:Q2,7559932.00,0.00,249830.00,1258542.00,108564.00,438186.00,47140.00,160229.00,14201.00,151239.00,65377.00,108699.00,13063.00,95636.00,0.00,992933.00,53153.00,225503.00,1759711.00,751830.00,1007881.00,2281265.00,83546.00,1489394.00,18563.00,1442711.00,964154.00,361610.00,19654.00,78570.00,18723.00,14261.00,13859.00
1981:Q3,7540071.00,0.00,260029.00,1280425.00,137398.00,448580.00,40112.00,170670.00,13478.00,160071.00,64249.00,111927.00,12289.00,99638.00,0.00,836812.00,48742.00,227711.00,1794793.00,777391.00,1017402.00,2308118.00,85536.00,1519857.00,19660.00,1471422.00,981849.00,371928.00,18736.00,79902.00,19007.00,14430.00,14345.00
1981:Q4,7786977.00,0.00,284389.00,1305318.00,154610.00,460750.00,42000.00,168758.00,14224.00,160269.00,75499.00,119766.00,18359.00,101407.00,0.00,905145.00,52640.00,230141.00,1841683.00,778163.00,1063520.00,2345103.00,87432.00,1550692.00,21100.00,1500094.00,998261.00,377882.00,20911.00,83987.00,19053.00,14776.00,14722.00
1982:Q1,7776895.00,0.00,279458.00,1328919.00,164885.00,480688.00,46011.00,173112.00,13753.00,172575.00,75237.00,119980.00,14104.00,105876.00,0.00,775113.00,49981.00,232060.00,1884668.00,791852.00,1092816.00,2372227.00,88916.00,1554941.00,22860.00,1502153.00,1007909.00,373537.00,19071.00,81708.00,19928.00,14927.00,15001.00
1982:Q2,7871858.00,0.00,279040.00,1352369.00,175381.00,502866.00,52849.00,177717.00,13601.00,189633.00,69066.00,125915.00,17173.00,108742.00,0.00,745219.00,50031.00,234096.00,1933328.00,799434.00,1133894.00,2383345.00,90268.00,1579816.00,24914.00,1524622.00,1019260.00,380887.00,20733.00,83431.00,20311.00,15086.00,15194.00
1982:Q3,8073248.00,0.00,290776.00,1372642.00,201364.00,526279.00,45611.00,195439.00,13569.00,199585.00,72075.00,122082.00,17554.00,104528.00,0.00,796027.00,55666.00,235743.00,2001332.00,769416.00,1231916.00,2379481.00,91856.00,1589863.00,27186.00,1532021.00,1017736.00,386815.00,20160.00,86833.00,20477.00,15307.00,15349.00
1982:Q4,8389526.00,2427.00,303864.00,1431240.00,186712.00,517054.00,48718.00,185122.00,13424.00,201050.00,68740.00,134201.00,23313.00,110888.00,0.00,966318.00,65110.00,237958.00,2062168.00,773067.00,1289101.00,2386377.00,96097.00,1624369.00,29600.00,1563647.00,1031175.00,396718.00,22220.00,92616.00,20918.00,15607.00,15515.00
1983:Q1,8656928.00,2536.00,309417.00,1501993.00,164329.00,530485.00,47958.00,192880.00,12562.00,212501.00,64584.00,127671.00,17947.00,109724.00,0.00,1058391.00,76160.00,239874.00,2132996.00,763005.00,1369991.00,2413838.00,99238.00,1616648.00,32309.00,1552488.00,1026258.00,391910.00,17677.00,94186.00,22457.00,16186.00,15665.00
1983:Q2,8934732.00,2490.00,316859.00,1535100.00,150654.00,555205.00,42190.00,209601.00,12366.00,230727.00,60321.00,130213.00,18856.00,111357.00,0.00,1179666.00,92057.00,242244.00,2215651.00,740594.00,1475057.00,2411547.00,103046.00,1666798.00,35463.00,1598805.00,1053751.00,403838.00,16842.00,100633.00,23741.00,16720.00,15810.00
1983:Q3,9063081.00,2601.00,316392.00,1585159.00,150913.00,593514.00,36474.00,227837.00,14073.00,245174.00,69956.00,130445.00,19773.00,110672.00,0.00,1146214.00,95017.00,244290.00,2270813.00,763022.00,1507791.00,2420015.00,107708.00,1725156.00,38535.00,1653347.00,1087568.00,420612.00,17026.00,102153.00,25988.00,17324.00,15950.00
1983:Q4,9151789.00,6937.00,313589.00,1633536.00,149944.00,597186.00,43780.00,230680.00,14518.00,246647.00,61561.00,133886.00,22573.00,111313.00,0.00,1088573.00,98040.00,246737.00,2325818.00,790009.00,1535809.00,2445038.00,112505.00,1788160.00,41000.00,1713013.00,1116384.00,444878.00,20370.00,102953.00,28428.00,18048.00,16099.00
1984:Q1,9211612.00,7190.00,298623.00,1691022.00,163904.00,600191.00,43994.00,247019.00,15820.00,254723.00,38635.00,129801.00,18812.00,110989.00,0.00,1023778.00,100040.00,247998.00,2386563.00,865962.00,1520601.00,2455065.00,107437.00,1822137.00,43368.00,1744091.00,1144101.00,452010.00,15588.00,100544.00,31848.00,18729.00,15949.00
1984:Q2,9322854.00,7280.00,307252.00,1751714.00,166718.00,663004.00,52361.00,273385.00,17019.00,275031.00,45208.00,131162.00,18757.00,112405.00,0.00,959429.00,100241.00,249521.00,2431294.00,913909.00,1517385.00,2445148.00,110091.00,1887385.00,45649.00,1806585.00,1177677.00,479799.00,13451.00,101793.00,33865.00,19551.00,15600.00
1984:Q3,9548717.00,7026.00,305146.00,1799247.00,167650.00,699343.00,55652.00,290596.00,19809.00,290259.00,43027.00,135305.00,20638.00,114667.00,0.00,1008919.00,113338.00,250880.00,2509172.00,880514.00,1628658.00,2440124.00,112567.00,1941817.00,48212.00,1858060.00,1211497.00,501839.00,9643.00,100118.00,34963.00,20290.00,15255.00
1984:Q4,9734728.00,6902.00,327033.00,1853189.00,194318.00,699266.00,65640.00,277496.00,27522.00,290221.00,38387.00,130906.00,27897.00,103009.00,0.00,1009964.00,119018.00,252787.00,2583417.00,875962.00,1707455.00,2442558.00,115370.00,2007932.00,51171.00,1920462.00,1243294.00,526584.00,13586.00,101644.00,35354.00,21191.00,15108.00
1985:Q1,10030086.00,7017.00,323488.00,1889594.00,201589.00,761650.00,58800.00,298238.00,26669.00,317494.00,60449.00,147256.00,23530.00,123726.00,0.00,1069654.00,135840.00,254900.00,2675022.00,868752.00,1806270.00,2446602.00,117474.00,2082856.00,53635.00,1992338.00,1304981.00,536023.00,12984.00,101284.00,37066.00,21812.00,15071.00
1985:Q2,10249620.00,6812.00,331864.00,1921975.00,207124.00,777342.00,56106.00,281814.00,39673.00,329995.00,69754.00,157818.00,32068.00,125750.00,0.00,1131477.00,162766.00,257747.00,2739032.00,862917.00,1876115.00,2431379.00,124284.00,2159299.00,56013.00,2065429.00,1343287.00,559592.00,19535.00,105823.00,37192.00,22677.00,15180.00
1985:Q3,10329370.00,7207.00,345002.00,1955490.00,203542.00,810954.00,58388.00,297902.00,34893.00,347018.00,72753.00,151605.00,29522.00,122083.00,0.00,1050818.00,179161.00,260564.00,2785726.00,912443.00,1873283.00,2444525.00,134776.00,2250661.00,57850.00,2153786.00,1402164.00,585905.00,15162.00,112784.00,37771.00,23746.00,15279.00
1985:Q4,10856399.00,7791.00,344843.00,2094599.00,197712.00,834169.00,56471.00,281176.00,22679.00,394259.00,79584.00,165942.00,49768.00,116174.00,0.00,1226872.00,219442.00,264336.00,2847102.00,758534.00,2088568.00,2506899.00,146692.00,2362188.00,81334.00,2241328.00,1450249.00,610574.00,19014.00,122919.00,38572.00,24317.00,15209.00
1986:Q1,11249893.00,7952.00,354430.00,2123204.00,217307.00,818910.00,46010.00,253765.00,17655.00,397674.00,103806.00,167507.00,52392.00,115115.00,0.00,1390552.00,275257.00,268266.00,2932177.00,725568.00,2206609.00,2543411.00,150920.00,2386674.00,78698.00,2267971.00,1476952.00,606799.00,18298.00,125798.00,40124.00,25037.00,14968.00
1986:Q2,11514099.00,8126.00,387740.00,2138249.00,226527.00,834038.00,46360.00,234353.00,21634.00,411501.00,120190.00,161641.00,46306.00,115335.00,0.00,1452430.00,312493.00,272862.00,3000819.00,736877.00,2263942.00,2563387.00,155787.00,2454187.00,78393.00,2335640.00,1525857.00,627891.00,12210.00,126441.00,43241.00,25606.00,14548.00
1986:Q3,11573039.00,8447.00,407128.00,2168199.00,243381.00,848357.00,59181.00,257772.00,22949.00,397867.00,110588.00,162446.00,49510.00,112936.00,0.00,1317074.00,338139.00,277435.00,3042792.00,809401.00,2233391.00,2597813.00,161828.00,2538893.00,79199.00,2419584.00,1587994.00,649888.00,6335.00,129755.00,45612.00,25981.00,14129.00
1986:Q4,12045974.00,8753.00,461922.00,2213135.00,236701.00,877029.00,56132.00,271219.00,23654.00,411316.00,114708.00,171599.00,58997.00,112602.00,0.00,1495169.00,375743.00,282599.00,3130169.00,803392.00,2326777.00,2625715.00,167440.00,2627366.00,78372.00,2508520.00,1649024.00,666355.00,17485.00,132416.00,43240.00,26589.00,13885.00
1987:Q1,12544054.00,8687.00,426032.00,2220189.00,246898.00,895240.00,51388.00,252342.00,23136.00,435220.00,133154.00,172468.00,54184.00,118284.00,0.00,1768928.00,453009.00,289604.00,3230888.00,687203.00,2543685.00,2657043.00,175068.00,2634844.00,78339.00,2513240.00,1681564.00,644317.00,15274.00,126023.00,46062.00,29412.00,13853.00
