1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1997:Q4,533975.00,28000.00,9200.00,25543.00,719.00,2035.00,2035.00,0.00,23840.00,431421.00,0.00,430736.00,197123.00,233613.00,685.00,0.00,685.00,0.00,0.00,0.00,0.00,0.00,0.00,13217.00,0.00,13217.00,528754.00,30838.00,45004.00,444255.00,5669.00,225.00,5444.00,0.00,464.00,799.00,437323.00,0.00,0.00,0.00,8657.00,5433.00,3224.00
1998:Q1,519595.00,27671.00,9200.00,25664.00,1502.00,29.00,29.00,0.00,8296.00,433807.00,0.00,433182.00,195258.00,237924.00,625.00,0.00,625.00,0.00,0.00,0.00,0.00,0.00,0.00,13426.00,0.00,13426.00,513959.00,24445.00,37784.00,443370.00,5755.00,265.00,5490.00,0.00,177.00,255.00,437183.00,0.00,0.00,0.00,8360.00,5471.00,2889.00
1998:Q2,541164.00,28325.00,9200.00,25786.00,1416.00,963.00,963.00,0.00,20546.00,440299.00,0.00,439773.00,197264.00,242509.00,526.00,0.00,526.00,0.00,0.00,0.00,0.00,0.00,0.00,14629.00,0.00,14629.00,534732.00,23651.00,38413.00,464140.00,18344.00,204.00,18140.00,0.00,211.00,198.00,445387.00,0.00,0.00,0.00,8528.00,5791.00,2737.00
1998:Q3,540495.00,29407.00,9200.00,25991.00,-1230.00,1055.00,1055.00,0.00,14234.00,446450.00,0.00,446047.00,195864.00,250183.00,403.00,0.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,15388.00,0.00,15388.00,533389.00,25706.00,39198.00,460698.00,5044.00,92.00,4952.00,0.00,357.00,254.00,455043.00,0.00,0.00,0.00,7787.00,5910.00,1877.00
1998:Q4,566836.00,30719.00,9200.00,26270.00,1636.00,17.00,17.00,0.00,30376.00,452479.00,0.00,452141.00,194772.00,257369.00,338.00,0.00,338.00,0.00,0.00,0.00,0.00,0.00,0.00,16139.00,0.00,16139.00,560884.00,26306.00,42057.00,483276.00,6171.00,85.00,6086.00,0.00,177.00,1501.00,475427.00,0.00,0.00,0.00,9245.00,5952.00,3293.00
1999:Q1,560268.00,26097.00,8200.00,26638.00,-882.00,246.00,246.00,0.00,18336.00,465997.00,0.00,465686.00,196759.00,268927.00,311.00,0.00,311.00,0.00,0.00,0.00,0.00,0.00,0.00,15636.00,0.00,15636.00,553913.00,22541.00,38555.00,485022.00,5509.00,135.00,5374.00,0.00,180.00,98.00,479235.00,0.00,0.00,0.00,7795.00,6122.00,1673.00
1999:Q2,577221.00,25715.00,8200.00,27004.00,272.00,220.00,220.00,0.00,14279.00,485125.00,0.00,484866.00,198127.00,286739.00,259.00,0.00,259.00,0.00,0.00,0.00,0.00,0.00,0.00,16406.00,0.00,16406.00,570495.00,22156.00,40551.00,498806.00,6810.00,90.00,6720.00,0.00,425.00,96.00,491475.00,0.00,0.00,0.00,8982.00,6282.00,2700.00
1999:Q3,589946.00,27036.00,7200.00,27457.00,65.00,480.00,480.00,0.00,22063.00,489275.00,0.00,489037.00,197183.00,291854.00,238.00,0.00,238.00,0.00,0.00,0.00,0.00,0.00,0.00,16370.00,0.00,16370.00,582495.00,21684.00,41020.00,510133.00,6734.00,93.00,6641.00,0.00,256.00,62.00,503081.00,0.00,0.00,0.00,9658.00,6330.00,3328.00
1999:Q4,696855.00,27064.00,6200.00,28013.00,-237.00,233.00,233.00,0.00,140640.00,478144.00,0.00,477963.00,176517.00,301446.00,181.00,0.00,181.00,0.00,0.00,0.00,0.00,0.00,0.00,16798.00,0.00,16798.00,690423.00,24027.00,66555.00,591523.00,28511.00,109.00,28402.00,0.00,85.00,1123.00,561804.00,0.00,0.00,0.00,8318.00,6432.00,1886.00
2000:Q1,604060.00,26737.00,6200.00,29003.00,-213.00,236.00,236.00,0.00,23745.00,501858.00,0.00,501708.00,197038.00,304670.00,150.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,16494.00,0.00,16494.00,596068.00,18196.00,35187.00,532743.00,4531.00,174.00,4357.00,0.00,138.00,61.00,528013.00,0.00,0.00,0.00,9942.00,6744.00,3198.00
2000:Q2,609745.00,26482.00,4200.00,29979.00,-12.00,512.00,512.00,0.00,26930.00,505090.00,0.00,504950.00,192792.00,312158.00,140.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,16564.00,0.00,16564.00,605671.00,18513.00,36992.00,540601.00,6284.00,76.00,6208.00,0.00,118.00,76.00,534123.00,0.00,0.00,0.00,9565.00,6865.00,2700.00
2000:Q3,608520.00,26574.00,3200.00,30811.00,372.00,372.00,372.00,0.00,17320.00,511543.00,0.00,511413.00,184356.00,327057.00,130.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,18328.00,0.00,18328.00,604657.00,17624.00,34494.00,542964.00,8643.00,184.00,8459.00,0.00,152.00,51.00,534118.00,0.00,0.00,0.00,9575.00,6933.00,2642.00
2000:Q4,635935.00,26596.00,2200.00,31643.00,901.00,110.00,110.00,0.00,43375.00,511833.00,0.00,511703.00,178741.00,332962.00,130.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,19277.00,0.00,19277.00,629140.00,19045.00,44391.00,556380.00,5599.00,450.00,5149.00,0.00,229.00,1249.00,549303.00,0.00,0.00,0.00,9324.00,6997.00,2327.00
2001:Q1,625275.00,25481.00,2200.00,32271.00,180.00,22.00,22.00,0.00,21995.00,523872.00,0.00,523862.00,184244.00,339618.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,19254.00,0.00,19254.00,618721.00,17828.00,36000.00,556187.00,6135.00,478.00,5657.00,0.00,83.00,116.00,549853.00,0.00,0.00,0.00,8706.00,7029.00,1677.00
2001:Q2,638536.00,25352.00,2200.00,32670.00,-374.00,150.00,150.00,0.00,23250.00,535120.00,0.00,535110.00,181126.00,353984.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20168.00,0.00,20168.00,631236.00,18647.00,37171.00,567388.00,7632.00,444.00,7188.00,0.00,115.00,138.00,559503.00,0.00,0.00,0.00,8030.00,7143.00,887.00
2001:Q3,663462.00,26296.00,2200.00,32957.00,-549.00,88.00,88.00,0.00,47880.00,534146.00,0.00,534136.00,175104.00,359032.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20444.00,0.00,20444.00,655824.00,24937.00,36657.00,586259.00,10218.00,422.00,9796.00,0.00,622.00,63.00,575356.00,0.00,0.00,0.00,7971.00,7266.00,705.00
2001:Q4,682958.00,25490.00,2200.00,33017.00,-23.00,34.00,34.00,0.00,50250.00,551685.00,0.00,551675.00,182074.00,369601.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20305.00,0.00,20305.00,675647.00,17478.00,47330.00,603808.00,7070.00,425.00,6645.00,0.00,74.00,693.00,595971.00,0.00,0.00,0.00,7031.00,7373.00,-342.00
2002:Q1,686740.00,25327.00,2200.00,33630.00,-476.00,20.00,20.00,0.00,29500.00,575366.00,0.00,575356.00,192364.00,382992.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,21173.00,0.00,21173.00,678661.00,22415.00,34918.00,613400.00,6104.00,412.00,5692.00,0.00,267.00,74.00,606955.00,0.00,0.00,0.00,7928.00,7648.00,280.00
2002:Q2,706930.00,27090.00,2200.00,33995.00,-238.00,184.00,184.00,0.00,32000.00,590693.00,0.00,590683.00,196633.00,394050.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,21006.00,0.00,21006.00,697428.00,22324.00,36549.00,630049.00,8511.00,395.00,8116.00,0.00,103.00,84.00,621351.00,0.00,0.00,0.00,8506.00,8330.00,176.00
2002:Q3,710178.00,27045.00,2200.00,34315.00,396.00,177.00,177.00,0.00,21750.00,604201.00,0.00,604191.00,202210.00,401981.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20094.00,0.00,20094.00,701145.00,23168.00,37850.00,630739.00,8259.00,380.00,7879.00,0.00,164.00,84.00,622232.00,0.00,0.00,0.00,9388.00,8264.00,1124.00
2002:Q4,753649.00,27862.00,2200.00,34597.00,418.00,40.00,40.00,0.00,39500.00,629416.00,0.00,629406.00,226682.00,402724.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,19616.00,0.00,19616.00,745269.00,22541.00,47818.00,645685.00,4787.00,367.00,4420.00,0.00,146.00,1052.00,639700.00,21091.00,0.00,21091.00,8134.00,8380.00,-246.00
2003:Q1,756668.00,28304.00,2200.00,34798.00,-1197.00,30.00,30.00,0.00,31750.00,641474.00,0.00,641464.00,232706.00,408758.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,19309.00,0.00,19309.00,747175.00,26787.00,38532.00,654726.00,7119.00,373.00,6746.00,0.00,267.00,81.00,647259.00,19418.00,0.00,19418.00,7712.00,8505.00,-793.00
2003:Q2,768964.00,28726.00,2200.00,35065.00,-525.00,768.00,768.00,0.00,31750.00,652128.00,0.00,652118.00,238965.00,413153.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,18852.00,0.00,18852.00,759951.00,27720.00,39540.00,662063.00,7304.00,365.00,6939.00,0.00,917.00,67.00,653775.00,22080.00,0.00,22080.00,8548.00,8657.00,-109.00
2003:Q3,778839.00,29552.00,2200.00,35273.00,-496.00,174.00,174.00,0.00,37500.00,656126.00,0.00,656116.00,241533.00,414583.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,18510.00,0.00,18510.00,768647.00,29141.00,40361.00,665510.00,7565.00,341.00,7224.00,0.00,96.00,87.00,657762.00,24983.00,0.00,24983.00,8652.00,8746.00,-94.00
2003:Q4,796839.00,30782.00,2200.00,35468.00,-319.00,62.00,62.00,0.00,43750.00,666665.00,0.00,666665.00,244833.00,421832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18231.00,0.00,18231.00,787992.00,23058.00,47951.00,683034.00,6044.00,321.00,5723.00,0.00,176.00,578.00,676236.00,25652.00,0.00,25652.00,8297.00,8847.00,-550.00
2004:Q1,787969.00,30832.00,2200.00,35761.00,-589.00,64.00,64.00,0.00,27500.00,674084.00,0.00,674084.00,246539.00,427545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18117.00,0.00,18117.00,778286.00,24955.00,40957.00,681621.00,6250.00,366.00,5884.00,0.00,97.00,95.00,675179.00,21701.00,0.00,21701.00,9052.00,8978.00,74.00
2004:Q2,807844.00,30371.00,2200.00,36039.00,163.00,323.00,323.00,0.00,33500.00,687391.00,0.00,687391.00,254295.00,433096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17857.00,0.00,17857.00,798138.00,29628.00,43347.00,696564.00,6335.00,303.00,6032.00,0.00,293.00,100.00,689836.00,19228.00,0.00,19228.00,9371.00,9226.00,145.00
2004:Q3,818428.00,30576.00,2200.00,36279.00,1839.00,236.00,236.00,0.00,29250.00,700341.00,0.00,700341.00,258804.00,441537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17707.00,0.00,17707.00,808302.00,24664.00,42019.00,702876.00,6278.00,291.00,5987.00,0.00,142.00,103.00,696353.00,25693.00,0.00,25693.00,13050.00,10502.00,2548.00
2004:Q4,841276.00,32280.00,2200.00,36434.00,925.00,43.00,43.00,0.00,33000.00,717819.00,0.00,717819.00,262970.00,454849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18575.00,0.00,18575.00,829645.00,24043.00,41528.00,720768.00,6182.00,270.00,5912.00,0.00,95.00,1142.00,713349.00,30783.00,0.00,30783.00,12523.00,11914.00,609.00
2005:Q1,834707.00,31446.00,2200.00,36545.00,-1413.00,52.00,52.00,0.00,31000.00,717326.00,0.00,717326.00,263005.00,454321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17551.00,0.00,17551.00,822705.00,24984.00,42128.00,718255.00,5503.00,284.00,5219.00,0.00,153.00,90.00,712509.00,24106.00,0.00,24106.00,13232.00,12560.00,672.00
2005:Q2,845630.00,30437.00,2200.00,36615.00,-977.00,235.00,235.00,0.00,34500.00,724722.00,0.00,724722.00,265015.00,459707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17898.00,0.00,17898.00,832778.00,23108.00,45314.00,724237.00,4610.00,237.00,4373.00,0.00,117.00,111.00,719399.00,26183.00,0.00,26183.00,13936.00,12937.00,999.00
2005:Q3,848910.00,30248.00,2200.00,36429.00,-311.00,910.00,910.00,0.00,25750.00,736360.00,0.00,736360.00,269758.00,466602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17324.00,0.00,17324.00,835149.00,21927.00,41161.00,730161.00,4618.00,237.00,4381.00,0.00,115.00,107.00,725321.00,26920.00,0.00,26920.00,14980.00,13307.00,1673.00
2005:Q4,878659.00,29854.00,2200.00,36540.00,885.00,72.00,72.00,0.00,46750.00,744215.00,0.00,744215.00,271270.00,472945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18143.00,0.00,18143.00,865743.00,19043.00,50081.00,750822.00,4775.00,202.00,4573.00,0.00,95.00,2019.00,743933.00,30505.00,0.00,30505.00,15292.00,13536.00,1756.00
2006:Q1,872782.00,30217.00,2200.00,37879.00,-856.00,566.00,566.00,0.00,26750.00,758542.00,0.00,758542.00,275370.00,483172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17484.00,0.00,17484.00,858405.00,21022.00,40018.00,754589.00,5664.00,209.00,5455.00,0.00,98.00,76.00,748751.00,26540.00,0.00,26540.00,16236.00,13759.00,2477.00
2006:Q2,885822.00,31105.00,2200.00,37990.00,-1037.00,291.00,291.00,0.00,31250.00,766364.00,0.00,766364.00,275370.00,490994.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17659.00,0.00,17659.00,870791.00,20963.00,42622.00,760477.00,5699.00,174.00,5525.00,0.00,156.00,87.00,754535.00,29164.00,0.00,29164.00,17565.00,14970.00,2595.00
2006:Q3,878586.00,30870.00,2200.00,38084.00,-1099.00,322.00,322.00,0.00,21500.00,768924.00,0.00,768924.00,277019.00,491905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17785.00,0.00,17785.00,863236.00,17330.00,40074.00,756315.00,5601.00,150.00,5451.00,0.00,112.00,94.00,750508.00,31155.00,0.00,31155.00,18362.00,15069.00,3293.00
2006:Q4,908219.00,31388.00,2200.00,38206.00,-333.00,67.00,67.00,0.00,40750.00,778915.00,0.00,778915.00,277019.00,501896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17026.00,0.00,17026.00,892894.00,18699.00,51712.00,774349.00,4960.00,252.00,4708.00,0.00,113.00,812.00,768464.00,29615.00,0.00,29615.00,18519.00,15325.00,3194.00
2007:Q1,902434.00,31783.00,2200.00,38371.00,-870.00,27.00,27.00,0.00,33250.00,780901.00,0.00,780901.00,277019.00,503882.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16772.00,0.00,16772.00,885319.00,18328.00,41179.00,769145.00,4546.00,301.00,4245.00,0.00,104.00,88.00,764407.00,37283.00,0.00,37283.00,19384.00,15846.00,3538.00
2007:Q2,904460.00,31676.00,2200.00,38521.00,-1301.00,204.00,204.00,0.00,25250.00,790522.00,0.00,790522.00,277019.00,513503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17388.00,0.00,17388.00,886951.00,17293.00,43452.00,774585.00,4955.00,306.00,4649.00,0.00,211.00,77.00,769342.00,32349.00,0.00,32349.00,19272.00,16102.00,3170.00
2007:Q3,914454.00,33038.00,2200.00,38639.00,-722.00,202.00,202.00,0.00,44750.00,779632.00,0.00,779632.00,267019.00,512613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16715.00,0.00,16715.00,896052.00,23014.00,41482.00,775214.00,5875.00,336.00,5539.00,0.00,128.00,86.00,769125.00,35689.00,0.00,35689.00,20653.00,17274.00,3379.00
2007:Q4,950931.00,33848.00,2200.00,38681.00,-19.00,48636.00,48636.00,0.00,46500.00,740611.00,0.00,740611.00,227841.00,512770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40474.00,24000.00,16474.00,932482.00,20767.00,54997.00,792115.00,16379.00,259.00,16120.00,0.00,111.00,1684.00,773941.00,43985.00,0.00,43985.00,20618.00,18450.00,2168.00
2008:Q1,932046.00,36193.00,2200.00,38679.00,-555.00,111292.00,111292.00,0.00,76000.00,591234.00,0.00,591234.00,92985.00,498249.00,0.00,0.00,0.00,39743.00,0.00,39743.00,0.00,0.00,0.00,37260.00,21000.00,16260.00,910268.00,24162.00,45430.00,775879.00,5883.00,331.00,5552.00,0.00,113.00,94.00,769789.00,44101.00,0.00,44101.00,20696.00,19549.00,1147.00
2008:Q2,951047.00,35801.00,2200.00,38677.00,-638.00,174189.00,174189.00,0.00,114500.00,478841.00,0.00,478841.00,21740.00,457101.00,0.00,0.00,0.00,30283.00,0.00,1455.00,28828.00,0.00,0.00,77194.00,62000.00,15194.00,929742.00,33497.00,45710.00,786274.00,5257.00,279.00,4978.00,0.00,226.00,139.00,780652.00,43822.00,0.00,43822.00,20439.00,19874.00,565.00
2008:Q3,1541490.00,34454.00,2200.00,38675.00,-954.00,300057.00,200020.00,100037.00,83000.00,491127.00,0.00,476627.00,18423.00,458204.00,14500.00,0.00,14500.00,289805.00,0.00,199734.00,90071.00,0.00,0.00,303126.00,288263.00,14863.00,1519604.00,222059.00,47985.00,1149333.00,332749.00,270.00,32988.00,299491.00,131.00,26185.00,790268.00,77937.00,0.00,77937.00,22290.00,20312.00,1978.00
2008:Q4,2270739.00,36778.00,2200.00,38674.00,-1494.00,559695.00,544010.00,15685.00,80000.00,495629.00,0.00,475921.00,18423.00,457498.00,19708.00,0.00,19708.00,490411.00,0.00,45484.00,444927.00,0.00,0.00,568846.00,553728.00,15118.00,2249663.00,860000.00,57725.00,1220333.00,365707.00,259.00,106123.00,259325.00,1380.00,21073.00,832173.00,88352.00,0.00,88352.00,23253.00,21076.00,2177.00
2009:Q1,2118759.00,34522.00,2200.00,42261.00,-3075.00,540810.00,536358.00,4452.00,0.00,779352.00,0.00,492323.00,18423.00,473900.00,287029.00,236636.00,50393.00,388763.00,4692.00,20409.00,363662.00,0.00,0.00,333926.00,309917.00,24009.00,2094850.00,805213.00,50305.00,1142833.00,267395.00,310.00,67151.00,199934.00,1154.00,20874.00,853410.00,70590.00,0.00,70590.00,25909.00,22558.00,3351.00
2009:Q2,2035811.00,35487.00,2200.00,42427.00,-2831.00,328511.00,318670.00,9841.00,0.00,1215517.00,0.00,656466.00,18423.00,638043.00,559051.00,462425.00,96626.00,253934.00,25112.00,5070.00,223752.00,0.00,0.00,160566.00,114585.00,45981.00,2011462.00,660537.00,51142.00,1196561.00,316241.00,318.00,115984.00,199939.00,1764.00,19973.00,858583.00,72669.00,0.00,72669.00,30553.00,24246.00,6307.00
2009:Q3,2179150.00,36961.00,5200.00,42564.00,-2535.00,207232.00,207180.00,52.00,0.00,1592701.00,0.00,769160.00,18423.00,750737.00,823541.00,692365.00,131176.00,183920.00,42709.00,27.00,141184.00,0.00,0.00,113107.00,56756.00,56351.00,2152963.00,848085.00,50745.00,1154381.00,273562.00,293.00,108324.00,164945.00,1918.00,15855.00,863046.00,68913.00,0.00,68913.00,30839.00,24918.00,5921.00
2009:Q4,2266204.00,36176.00,5200.00,42691.00,-2097.00,96618.00,96618.00,0.00,0.00,1844838.00,0.00,776588.00,18423.00,758165.00,1068250.00,908371.00,159879.00,142832.00,47532.00,0.00,95300.00,0.00,25106.00,74840.00,10272.00,64568.00,2240563.00,976988.00,54922.00,1102739.00,191872.00,239.00,186632.00,5001.00,2425.00,35115.00,873327.00,77732.00,0.00,77732.00,28182.00,25640.00,2542.00
2010:Q1,2338040.00,35358.00,5200.00,42745.00,-1625.00,11523.00,11523.00,0.00,0.00,2014390.00,0.00,776705.00,18423.00,758282.00,1237685.00,1068697.00,168988.00,137426.00,47221.00,0.00,90205.00,0.00,25416.00,67607.00,0.00,67607.00,2312056.00,1053876.00,51802.00,1120506.00,216721.00,223.00,91519.00,124979.00,1683.00,19315.00,882787.00,57766.00,0.00,57766.00,28106.00,26255.00,1851.00
2010:Q2,2362889.00,34693.00,5200.00,43205.00,-1948.00,673.00,673.00,0.00,0.00,2059878.00,0.00,776989.00,18423.00,758566.00,1282889.00,1118127.00,164762.00,127451.00,42477.00,0.00,84974.00,0.00,25733.00,68004.00,1245.00,66759.00,2333307.00,973490.00,53787.00,1207754.00,287813.00,233.00,87615.00,199965.00,1229.00,27368.00,891344.00,67223.00,0.00,67223.00,31053.00,26620.00,4433.00
2010:Q3,2326409.00,36846.00,5200.00,43413.00,-1574.00,296.00,296.00,0.00,0.00,2044313.00,0.00,811669.00,18423.00,793246.00,1232644.00,1078539.00,154105.00,105998.00,29699.00,0.00,76299.00,0.00,26057.00,65860.00,61.00,65799.00,2296046.00,934555.00,50548.00,1218780.00,308087.00,237.00,107888.00,199962.00,2487.00,4005.00,904201.00,63810.00,0.00,63810.00,28353.00,26686.00,1667.00
2010:Q4,2451665.00,37029.00,5200.00,43542.00,-1421.00,221.00,221.00,0.00,0.00,2161094.00,0.00,1021493.00,18423.00,1003070.00,1139601.00,992141.00,147460.00,98057.00,24703.00,0.00,73354.00,0.00,26385.00,81558.00,75.00,81483.00,2425141.00,968052.00,52722.00,1287777.00,340914.00,177.00,140773.00,199964.00,3352.00,13483.00,930028.00,59703.00,0.00,59703.00,56887.00,26524.00,30363.00
2011:Q1,2655182.00,37171.00,5200.00,43790.00,-1380.00,58.00,58.00,0.00,0.00,2410096.00,0.00,1340446.00,18423.00,1322023.00,1069650.00,937155.00,132495.00,69120.00,19208.00,0.00,49912.00,0.00,0.00,91127.00,0.00,91127.00,2628889.00,1406983.00,53311.00,1078713.00,116412.00,209.00,111203.00,5000.00,141.00,10156.00,952004.00,62171.00,0.00,62171.00,27711.00,26293.00,1418.00
2011:Q2,2889828.00,37895.00,5200.00,43953.00,-917.00,120.00,120.00,0.00,0.00,2645095.00,0.00,1619538.00,18423.00,1601115.00,1025557.00,908853.00,116704.00,55264.00,12755.00,0.00,42509.00,0.00,0.00,103218.00,0.00,103218.00,2863341.00,1595936.00,55427.00,1116440.00,135277.00,147.00,130130.00,5000.00,378.00,7259.00,973526.00,70309.00,0.00,70309.00,25229.00,26486.00,-1257.00
2011:Q3,2874847.00,37365.00,5200.00,44082.00,-769.00,110.00,110.00,0.00,0.00,2643811.00,0.00,1664660.00,18423.00,1646237.00,979151.00,870883.00,108268.00,42335.00,11303.00,0.00,31032.00,0.00,0.00,102713.00,500.00,102213.00,2848841.00,1597486.00,50608.00,1090801.00,56408.00,124.00,56284.00,0.00,2643.00,44794.00,986956.00,84123.00,0.00,84123.00,25823.00,26005.00,-182.00
2011:Q4,2945238.00,36809.00,5200.00,44198.00,-631.00,196.00,196.00,0.00,0.00,2605123.00,0.00,1663446.00,18423.00,1645023.00,941677.00,837683.00,103994.00,30490.00,9013.00,0.00,21477.00,0.00,0.00,223853.00,99823.00,124030.00,2918339.00,1562253.00,60801.00,1165661.00,85865.00,128.00,85737.00,0.00,153.00,64624.00,1015019.00,99900.00,0.00,99900.00,29724.00,26899.00,2825.00
2012:Q1,2885308.00,36386.00,5200.00,44389.00,-720.00,6.00,6.00,0.00,0.00,2594402.00,0.00,1661133.00,18423.00,1642710.00,933269.00,836791.00,96478.00,18962.00,7056.00,0.00,11906.00,0.00,0.00,186683.00,46482.00,140201.00,2858090.00,1549932.00,56425.00,1122817.00,43630.00,150.00,43480.00,0.00,155.00,36876.00,1042156.00,96671.00,0.00,96671.00,32245.00,27217.00,5028.00
2012:Q2,2883378.00,36050.00,5200.00,44517.00,-709.00,77.00,77.00,0.00,0.00,2606396.00,0.00,1659908.00,18423.00,1641485.00,946488.00,855004.00,91484.00,4526.00,4526.00,0.00,0.00,0.00,0.00,187321.00,27969.00,159352.00,2856035.00,1506983.00,56621.00,1178387.00,91536.00,117.00,91419.00,0.00,1608.00,29940.00,1055303.00,85478.00,0.00,85478.00,28566.00,27342.00,1224.00
2012:Q3,2837660.00,36591.00,5200.00,44635.00,-607.00,126.00,126.00,0.00,0.00,2563678.00,0.00,1645285.00,0.00,1645285.00,918393.00,834988.00,83405.00,1467.00,1467.00,0.00,0.00,0.00,0.00,186570.00,12551.00,174019.00,2810290.00,1440364.00,56332.00,1185935.00,85568.00,122.00,85446.00,0.00,5652.00,22633.00,1072082.00,92743.00,0.00,92743.00,34916.00,27369.00,7547.00
2012:Q4,2954962.00,35774.00,5200.00,44751.00,-486.00,70.00,70.00,0.00,0.00,2669590.00,0.00,1666145.00,0.00,1666145.00,1003445.00,926662.00,76783.00,556.00,556.00,0.00,0.00,0.00,0.00,199507.00,8889.00,190618.00,2927602.00,1491045.00,71071.00,1224614.00,92870.00,150.00,92720.00,0.00,6455.00,27201.00,1098088.00,107188.00,0.00,107188.00,33684.00,27360.00,6324.00
2013:Q1,3243922.00,34520.00,5200.00,44971.00,-591.00,9.00,9.00,0.00,0.00,2939417.00,0.00,1796048.00,0.00,1796048.00,1143369.00,1070946.00,72423.00,382.00,382.00,0.00,0.00,0.00,0.00,220014.00,8056.00,211958.00,3216357.00,1790352.00,59647.00,1226061.00,79383.00,231.00,79152.00,0.00,9213.00,20169.00,1117296.00,105457.00,0.00,105457.00,34840.00,27564.00,7276.00
2013:Q2,3526393.00,34270.00,5200.00,45147.00,-714.00,120.00,120.00,0.00,0.00,3213905.00,0.00,1936592.00,0.00,1936592.00,1277313.00,1208133.00,69180.00,258.00,258.00,0.00,0.00,0.00,0.00,228207.00,1679.00,226528.00,3498901.00,2013264.00,60223.00,1298099.00,134979.00,121.00,134858.00,0.00,10050.00,19497.00,1133573.00,95153.00,0.00,95153.00,32162.00,27493.00,4669.00
2013:Q3,3787122.00,34958.00,5200.00,45334.00,-566.00,177.00,177.00,0.00,0.00,3475023.00,0.00,2072283.00,0.00,2072283.00,1402740.00,1342088.00,60652.00,101.00,101.00,0.00,0.00,0.00,0.00,226895.00,511.00,226384.00,3759680.00,2232405.00,62194.00,1266462.00,88553.00,167.00,88386.00,0.00,8965.00,24075.00,1144869.00,157405.00,58157.00,99248.00,41214.00,27441.00,13773.00
2013:Q4,4073767.00,34610.00,5200.00,45493.00,-962.00,74.00,74.00,0.00,0.00,3756158.00,0.00,2208775.00,0.00,2208775.00,1547383.00,1490162.00,57221.00,97.00,97.00,0.00,0.00,0.00,0.00,233097.00,272.00,232825.00,4046260.00,2249070.00,73622.00,1364142.00,162633.00,234.00,162399.00,0.00,7997.00,25906.00,1167606.00,315924.00,197755.00,118169.00,43502.00,27507.00,15995.00
