1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q3,-11609.00,-10159.00,-12421.00,4047.00,-514.00,4561.00,-1785.00,0.00,1876.00,18.00,4.00,-1391.00,-2292.00,-1450.00,379.00,-1829.00,-11609.00,4070.00,-1548.00,1336.00,0.00,-808.00,-530.00,-74.00,-751.00,2833.00,1432.00,4355.00,-13298.00,-306.00,6421.00,175.00,-14590.00,-326.00
1991:Q4,-6097.00,-3983.00,-8539.00,3765.00,1292.00,2473.00,791.00,0.00,1976.00,1951.00,-20.00,-423.00,-2693.00,-2114.00,-839.00,-1275.00,-6097.00,-3027.00,377.00,1633.00,0.00,414.00,464.00,-310.00,-187.00,-10577.00,1766.00,-2002.00,-5203.00,-4133.00,3232.00,-837.00,10648.00,1645.00
1992:Q1,8192.00,10368.00,11957.00,-1485.00,-204.00,-1281.00,-104.00,0.00,1945.00,-5834.00,-39.00,-269.00,4093.00,-2176.00,-407.00,-1769.00,8192.00,-17658.00,-842.00,1648.00,0.00,-1797.00,1154.00,-6.00,374.00,2473.00,-176.00,431.00,10403.00,-182.00,-2706.00,-385.00,16375.00,-914.00
1992:Q2,5810.00,7447.00,1562.00,6939.00,1807.00,5132.00,-1054.00,0.00,-151.00,-7403.00,4.00,-1537.00,8033.00,-1637.00,-545.00,-1092.00,5810.00,3624.00,269.00,1383.00,0.00,-943.00,224.00,593.00,929.00,474.00,128.00,1386.00,-7776.00,982.00,800.00,3095.00,145.00,497.00
1992:Q3,3641.00,4703.00,-3780.00,3228.00,1391.00,1837.00,5255.00,0.00,1545.00,4743.00,8.00,-393.00,-648.00,-1062.00,841.00,-1903.00,3641.00,-314.00,635.00,1156.00,0.00,362.00,-1297.00,80.00,979.00,-1743.00,167.00,2888.00,-8587.00,3557.00,3222.00,-473.00,1781.00,1228.00
1992:Q4,-4513.00,-5506.00,-1110.00,-3098.00,1481.00,-4579.00,-1298.00,0.00,4804.00,2534.00,13.00,-1658.00,-6991.00,993.00,-20.00,1013.00,-4513.00,8524.00,2287.00,969.00,0.00,35.00,121.00,-301.00,525.00,-3751.00,68.00,1107.00,-11643.00,-3393.00,1351.00,-995.00,-194.00,777.00
1993:Q1,-19657.00,-16405.00,6083.00,-5868.00,-1911.00,-3957.00,-16620.00,0.00,427.00,-7320.00,-207.00,2271.00,-11791.00,-3252.00,-1401.00,-1851.00,-19657.00,2832.00,-1184.00,906.00,0.00,658.00,-1213.00,190.00,119.00,3174.00,937.00,539.00,1424.00,221.00,-4038.00,552.00,-24736.00,-38.00
1993:Q2,6578.00,8341.00,10125.00,-82.00,200.00,-282.00,-1702.00,0.00,986.00,-6103.00,-138.00,842.00,2711.00,-1763.00,-632.00,-1131.00,6578.00,3158.00,2216.00,969.00,0.00,-1789.00,-29.00,-344.00,-240.00,3230.00,438.00,1125.00,-3333.00,720.00,554.00,-485.00,-6579.00,6967.00
1993:Q3,-3864.00,-2080.00,-793.00,-444.00,2415.00,-2859.00,-843.00,0.00,-2412.00,4737.00,23.00,-676.00,-2515.00,-1784.00,-101.00,-1683.00,-3864.00,1649.00,-1378.00,966.00,0.00,-221.00,-508.00,-417.00,-285.00,-1823.00,-714.00,-6457.00,-12222.00,376.00,3313.00,-625.00,14241.00,241.00
1993:Q4,11828.00,12687.00,-5403.00,-3211.00,-3796.00,585.00,21301.00,0.00,5694.00,8540.00,0.00,2756.00,4311.00,-859.00,-396.00,-463.00,11828.00,4725.00,2713.00,898.00,0.00,45.00,868.00,-167.00,-20.00,-935.00,254.00,562.00,4407.00,-1650.00,-1489.00,226.00,2646.00,-1255.00
1994:Q1,-5648.00,-4424.00,12056.00,-24547.00,-11408.00,-13139.00,8067.00,0.00,1087.00,5982.00,-139.00,1105.00,32.00,-1224.00,431.00,-1655.00,-5648.00,492.00,-2900.00,966.00,0.00,-909.00,-633.00,-501.00,-350.00,2507.00,-1181.00,-50.00,2388.00,4901.00,-1629.00,-3496.00,-9296.00,4043.00
1994:Q2,5891.00,6354.00,5795.00,-1150.00,-1213.00,63.00,1709.00,0.00,-1910.00,4620.00,-135.00,2213.00,-3079.00,-463.00,-254.00,-209.00,5891.00,1421.00,1369.00,1170.00,0.00,-395.00,143.00,431.00,-250.00,38.00,-1386.00,2510.00,10433.00,386.00,3354.00,7304.00,-20767.00,130.00
1994:Q3,11180.00,10294.00,3003.00,-1826.00,-694.00,-1132.00,9117.00,0.00,6024.00,-953.00,-140.00,2924.00,1262.00,886.00,397.00,489.00,11180.00,2064.00,-62.00,1458.00,0.00,-397.00,-85.00,-59.00,-250.00,3222.00,-1857.00,2184.00,3041.00,1785.00,6393.00,-6512.00,3276.00,-3021.00
1994:Q4,24305.00,26360.00,555.00,1390.00,1038.00,352.00,24415.00,0.00,7186.00,12850.00,-137.00,-306.00,4822.00,-2055.00,-842.00,-1213.00,24305.00,699.00,1008.00,830.00,0.00,246.00,340.00,44.00,-290.00,180.00,-1758.00,2732.00,8992.00,-722.00,6318.00,-957.00,1762.00,4881.00
1995:Q1,28639.00,27539.00,10561.00,9201.00,3370.00,5831.00,7777.00,0.00,5423.00,-4016.00,-3.00,-577.00,6950.00,1100.00,1498.00,-398.00,28639.00,503.00,-615.00,1731.00,0.00,-261.00,-980.00,-481.00,1014.00,2722.00,72.00,1694.00,17820.00,169.00,-995.00,5615.00,-3352.00,3983.00
1995:Q2,19082.00,19048.00,13088.00,-2773.00,-1658.00,-1115.00,8733.00,0.00,5555.00,-692.00,-6.00,-228.00,4104.00,34.00,199.00,-165.00,19082.00,505.00,-825.00,2161.00,0.00,664.00,627.00,-369.00,1015.00,-782.00,71.00,1738.00,20069.00,2631.00,-3227.00,658.00,-10105.00,4251.00
1995:Q3,18919.00,19313.00,381.00,7736.00,3048.00,4688.00,11196.00,0.00,5370.00,-4028.00,1.00,3294.00,6559.00,-394.00,839.00,-1233.00,18919.00,503.00,618.00,8734.00,0.00,-6.00,-298.00,-593.00,1014.00,1476.00,73.00,-1874.00,-5632.00,-1785.00,5978.00,4650.00,1528.00,4533.00
1995:Q4,7655.00,9153.00,-5917.00,-673.00,597.00,-1270.00,15743.00,0.00,20948.00,5787.00,1.00,-3922.00,-7071.00,-1498.00,-211.00,-1287.00,7655.00,504.00,2138.00,4452.00,0.00,-24.00,226.00,-139.00,1014.00,-10735.00,70.00,2094.00,16409.00,1347.00,-2588.00,-65.00,-12872.00,5824.00
1996:Q1,17181.00,16943.00,16823.00,-3696.00,-4069.00,373.00,3816.00,0.00,8986.00,-443.00,1.00,409.00,-5137.00,238.00,561.00,-323.00,17181.00,745.00,-2706.00,2407.00,0.00,203.00,230.00,-219.00,1015.00,8731.00,1023.00,-5049.00,12320.00,-309.00,-964.00,-5299.00,17529.00,-12476.00
1996:Q2,36017.00,36666.00,7552.00,2038.00,-1344.00,3382.00,27076.00,0.00,4468.00,1394.00,1.00,3884.00,17329.00,-649.00,604.00,-1253.00,36017.00,1300.00,3492.00,8663.00,0.00,-669.00,-491.00,-83.00,-2879.00,2368.00,1021.00,1751.00,15513.00,1020.00,-923.00,3155.00,-8572.00,11351.00
1996:Q3,23805.00,22686.00,-8727.00,11314.00,3171.00,8143.00,20099.00,0.00,12066.00,3743.00,2.00,-1272.00,5560.00,1119.00,1001.00,118.00,23805.00,1023.00,2560.00,3678.00,0.00,-515.00,-85.00,-78.00,1498.00,-1945.00,1022.00,-606.00,4380.00,1764.00,1005.00,-1849.00,6725.00,5228.00
1996:Q4,25595.00,25330.00,-16594.00,1660.00,362.00,1298.00,40264.00,0.00,19929.00,4673.00,-1.00,-1127.00,16790.00,265.00,-480.00,745.00,25595.00,1022.00,8046.00,5568.00,0.00,1402.00,860.00,114.00,-680.00,-6207.00,1823.00,649.00,7271.00,-959.00,10507.00,5614.00,-19755.00,10320.00
1997:Q1,58110.00,57477.00,12342.00,1845.00,-2802.00,4647.00,43290.00,0.00,11360.00,7873.00,-1.00,-190.00,24248.00,633.00,538.00,95.00,58110.00,323.00,-4813.00,5689.00,0.00,-526.00,-56.00,-101.00,1328.00,6771.00,-287.00,-827.00,30646.00,2350.00,5470.00,1540.00,16394.00,-5791.00
1997:Q2,31994.00,30825.00,10539.00,2016.00,-149.00,2165.00,18270.00,0.00,5235.00,8603.00,-3.00,2509.00,1926.00,1169.00,560.00,609.00,31994.00,323.00,-988.00,1682.00,0.00,-69.00,-57.00,214.00,-776.00,2554.00,464.00,4838.00,5131.00,2719.00,1617.00,709.00,-708.00,14341.00
1997:Q3,40288.00,41683.00,-1104.00,-872.00,435.00,-1307.00,43659.00,0.00,26971.00,-3985.00,24.00,596.00,20053.00,-1395.00,-297.00,-1098.00,40288.00,325.00,2618.00,4183.00,0.00,80.00,-58.00,-247.00,477.00,6360.00,-39.00,-84.00,14508.00,-142.00,-12841.00,-1595.00,17836.00,8907.00
1997:Q4,53709.00,56829.00,-8051.00,735.00,256.00,479.00,64145.00,0.00,45788.00,12138.00,4.00,3064.00,3151.00,-3120.00,-1086.00,-2034.00,53709.00,323.00,7794.00,2764.00,0.00,-388.00,-46.00,34.00,-1141.00,1095.00,1072.00,-3533.00,12478.00,874.00,4703.00,-82.00,25320.00,2442.00
1998:Q1,95330.00,99150.00,24507.00,11622.00,-231.00,11853.00,63021.00,0.00,28677.00,10322.00,37.00,4217.00,19768.00,-3820.00,-2116.00,-1704.00,95330.00,762.00,-3941.00,5269.00,0.00,-90.00,-93.00,-47.00,485.00,2479.00,404.00,8311.00,35377.00,-1372.00,32447.00,821.00,12601.00,1917.00
1998:Q2,37970.00,40705.00,9386.00,-5334.00,649.00,-5983.00,36653.00,0.00,23518.00,14420.00,-41.00,6179.00,-7423.00,-2735.00,-1220.00,-1515.00,37970.00,762.00,-3334.00,-1420.00,0.00,-43.00,86.00,318.00,462.00,373.00,391.00,-1088.00,25482.00,2796.00,-12500.00,3217.00,11123.00,11345.00
1998:Q3,52336.00,52423.00,14381.00,2609.00,2155.00,454.00,35433.00,0.00,32120.00,1222.00,177.00,1963.00,-49.00,-87.00,368.00,-455.00,52336.00,762.00,2431.00,2894.00,0.00,-49.00,-128.00,646.00,2516.00,5626.00,304.00,2470.00,9206.00,1874.00,4911.00,5121.00,-6964.00,20716.00
1998:Q4,7501.00,10221.00,-23914.00,-1103.00,-4165.00,3062.00,35238.00,0.00,41336.00,4763.00,1.00,-4544.00,-6318.00,-2720.00,-1585.00,-1135.00,7501.00,762.00,8132.00,6052.00,0.00,119.00,36.00,-711.00,266.00,-520.00,160.00,-777.00,11547.00,-2937.00,3717.00,-5386.00,-12622.00,-337.00
1999:Q1,55018.00,56161.00,30928.00,4371.00,139.00,4232.00,20862.00,0.00,19778.00,-8411.00,5.00,1010.00,8480.00,-1143.00,-869.00,-274.00,55018.00,1174.00,1060.00,4147.00,0.00,-130.00,-38.00,-49.00,136.00,-2600.00,829.00,3505.00,59032.00,1182.00,-27094.00,770.00,18966.00,-5872.00
1999:Q2,15761.00,16663.00,8479.00,-7144.00,-1403.00,-5741.00,15328.00,0.00,25339.00,8229.00,-2.00,2438.00,-20676.00,-902.00,-870.00,-32.00,15761.00,1174.00,6862.00,3778.00,0.00,-143.00,6.00,500.00,-5132.00,-1723.00,731.00,-128.00,-3260.00,1458.00,-7333.00,-16.00,24864.00,-5877.00
1999:Q3,41124.00,42323.00,6915.00,11648.00,6902.00,4746.00,23760.00,0.00,39072.00,-25453.00,-24.00,-3295.00,13460.00,-1199.00,-920.00,-279.00,41124.00,1174.00,263.00,3855.00,0.00,111.00,166.00,0.00,948.00,3759.00,610.00,-1650.00,24252.00,-596.00,6488.00,559.00,-3579.00,4764.00
1999:Q4,117981.00,117675.00,-8954.00,7418.00,2587.00,4831.00,119211.00,0.00,54804.00,22717.00,-186.00,8928.00,32948.00,306.00,124.00,182.00,117981.00,1174.00,-14.00,5751.00,0.00,59.00,219.00,1018.00,-3162.00,4718.00,468.00,1116.00,34313.00,2385.00,-4420.00,-3357.00,77085.00,628.00
2000:Q1,75684.00,75303.00,30471.00,12452.00,7163.00,5289.00,32380.00,0.00,25858.00,2541.00,0.00,-3725.00,7706.00,381.00,425.00,-44.00,75684.00,5612.00,-1558.00,4213.00,0.00,-37.00,131.00,-1018.00,3263.00,-3199.00,-606.00,5025.00,49724.00,957.00,4127.00,4219.00,8294.00,-3463.00
2000:Q2,56132.00,55838.00,36047.00,-378.00,1530.00,-1908.00,20169.00,0.00,24632.00,-8707.00,0.00,1678.00,2566.00,294.00,224.00,70.00,56132.00,611.00,3238.00,3388.00,0.00,-98.00,18.00,-500.00,242.00,2567.00,-866.00,2252.00,-19106.00,5230.00,-3682.00,8020.00,56390.00,-1572.00
2000:Q3,36585.00,37135.00,10195.00,8511.00,3295.00,5216.00,18429.00,0.00,26935.00,-4857.00,0.00,1690.00,-5339.00,-550.00,-461.00,-89.00,36585.00,611.00,8961.00,4260.00,0.00,66.00,-90.00,900.00,246.00,2378.00,-919.00,-847.00,39905.00,1962.00,1924.00,7204.00,-27283.00,-2693.00
2000:Q4,43149.00,43943.00,-28637.00,11163.00,-1060.00,12223.00,61417.00,0.00,47610.00,20693.00,0.00,1582.00,-8468.00,-794.00,-816.00,22.00,43149.00,5612.00,-480.00,3297.00,0.00,288.00,-126.00,-2.00,1250.00,-3112.00,-1078.00,452.00,33715.00,-937.00,8328.00,-6220.00,-14821.00,16983.00
2001:Q1,-55165.00,-55036.00,-25227.00,-8104.00,-9670.00,1566.00,-21705.00,0.00,19470.00,-57324.00,0.00,7635.00,8514.00,-129.00,14.00,-143.00,-55165.00,-1145.00,-3094.00,3808.00,0.00,0.00,19.00,-97.00,-7325.00,-14412.00,-4508.00,-1348.00,21943.00,-6227.00,-9808.00,5427.00,-30655.00,-7743.00
2001:Q2,-130953.00,-129927.00,-29363.00,14950.00,-5362.00,20312.00,-115514.00,0.00,1374.00,1332.00,0.00,-697.00,-117523.00,-1026.00,-560.00,-466.00,-130953.00,-7795.00,1756.00,5604.00,0.00,0.00,0.00,462.00,-859.00,-960.00,-917.00,5152.00,-6458.00,-2253.00,3078.00,193.00,-134708.00,6752.00
2001:Q3,-37114.00,-35455.00,-16685.00,2361.00,-2885.00,5246.00,-21131.00,0.00,24150.00,-9975.00,0.00,-250.00,-35056.00,-1659.00,-1336.00,-323.00,-37114.00,-2128.00,111.00,2499.00,0.00,0.00,0.00,-276.00,3420.00,6883.00,-1047.00,153.00,15228.00,-632.00,-1541.00,5962.00,-65603.00,-143.00
2001:Q4,31589.00,31940.00,-11845.00,9136.00,1559.00,7577.00,34649.00,0.00,39944.00,-11757.00,0.00,-11801.00,18263.00,-351.00,-410.00,59.00,31589.00,1917.00,3631.00,5549.00,0.00,0.00,0.00,1065.00,-1636.00,-18522.00,-1214.00,52.00,-15025.00,-1559.00,11000.00,-2632.00,53682.00,-4719.00
2002:Q1,-62565.00,-62277.00,-14743.00,16694.00,-906.00,17600.00,-64228.00,0.00,-30640.00,-20986.00,0.00,5855.00,-18457.00,-288.00,-165.00,-123.00,-62565.00,-3737.00,-5502.00,3309.00,0.00,0.00,0.00,-86.00,-2305.00,-1109.00,723.00,952.00,-18037.00,3787.00,-14210.00,-514.00,-33411.00,7575.00
2002:Q2,-62872.00,-63326.00,-21529.00,10350.00,2308.00,8042.00,-52147.00,0.00,-16504.00,-5502.00,0.00,-13014.00,-17127.00,454.00,481.00,-27.00,-62872.00,-3799.00,551.00,3238.00,0.00,0.00,0.00,1051.00,-261.00,1049.00,-219.00,-1248.00,-21176.00,-4410.00,564.00,3162.00,-51041.00,9667.00
2002:Q3,-7735.00,-7680.00,-5031.00,1052.00,-1842.00,2894.00,-3701.00,0.00,-4120.00,12873.00,0.00,3145.00,-15599.00,-55.00,-182.00,127.00,-7735.00,-461.00,5038.00,2546.00,0.00,0.00,0.00,-667.00,3444.00,1538.00,-43.00,-660.00,-47775.00,-1610.00,-10070.00,-6461.00,47686.00,-240.00
2002:Q4,34076.00,34348.00,-16610.00,30657.00,211.00,30446.00,20301.00,0.00,9521.00,-948.00,0.00,1718.00,10010.00,-272.00,139.00,-411.00,34076.00,2061.00,4533.00,5252.00,0.00,0.00,0.00,-1187.00,2071.00,2017.00,90.00,-2274.00,50006.00,2232.00,240.00,-852.00,-31217.00,1104.00
2003:Q1,-15982.00,-16198.00,12.00,5360.00,-816.00,6176.00,-21570.00,0.00,-26954.00,-13558.00,0.00,-3756.00,22698.00,216.00,333.00,-117.00,-15982.00,-972.00,-2895.00,-97.00,0.00,0.00,0.00,-302.00,-2650.00,-7191.00,345.00,-2216.00,-56846.00,-2.00,735.00,3198.00,59031.00,-6120.00
2003:Q2,-30664.00,-30420.00,-18830.00,37718.00,1899.00,35819.00,-49308.00,0.00,-17920.00,18596.00,0.00,-4973.00,-45011.00,-244.00,-164.00,-80.00,-30664.00,-1825.00,8111.00,4669.00,0.00,0.00,0.00,204.00,1198.00,-3150.00,-2617.00,-1191.00,-28428.00,1314.00,-1956.00,-4828.00,-4342.00,2177.00
2003:Q3,-32638.00,-32330.00,2983.00,-21463.00,-3534.00,-17929.00,-13850.00,0.00,12102.00,-11705.00,0.00,1317.00,-15564.00,-308.00,-320.00,12.00,-32638.00,-1940.00,10482.00,-4264.00,0.00,0.00,0.00,-552.00,-335.00,334.00,-147.00,-1989.00,-40576.00,5.00,-747.00,4209.00,8422.00,-5540.00
2003:Q4,-2675.00,-2774.00,-21497.00,-2738.00,-1312.00,-1426.00,21461.00,0.00,-3267.00,4002.00,0.00,1387.00,19339.00,99.00,-23.00,122.00,-2675.00,-167.00,-4808.00,-1162.00,0.00,0.00,0.00,-178.00,-240.00,-7804.00,1899.00,-1012.00,-13001.00,3901.00,-1698.00,3282.00,6716.00,11597.00
2004:Q1,35923.00,36393.00,9142.00,20413.00,-310.00,20723.00,6838.00,0.00,-21175.00,2936.00,0.00,14806.00,10271.00,-470.00,-428.00,-42.00,35923.00,2184.00,3304.00,-1367.00,0.00,0.00,0.00,267.00,-1631.00,-989.00,-160.00,-953.00,-32511.00,17111.00,1296.00,163.00,37828.00,11381.00
2004:Q2,-24428.00,-24974.00,7050.00,-3890.00,39.00,-3929.00,-28134.00,0.00,-5426.00,3443.00,0.00,-5376.00,-20775.00,546.00,520.00,26.00,-24428.00,-1499.00,-97.00,3612.00,0.00,0.00,0.00,-188.00,-1910.00,-3298.00,58.00,-2754.00,-31852.00,-17757.00,-224.00,437.00,25556.00,5488.00
2004:Q3,5564.00,5982.00,6448.00,-720.00,-1879.00,1159.00,254.00,0.00,-5267.00,13557.00,0.00,367.00,-8403.00,-418.00,-493.00,75.00,5564.00,359.00,6738.00,-944.00,0.00,0.00,0.00,-78.00,380.00,-363.00,202.00,-6695.00,-13076.00,903.00,-1157.00,-80.00,29816.00,-10441.00
2004:Q4,89131.00,89063.00,-7339.00,53434.00,-94.00,53528.00,42968.00,0.00,27945.00,10246.00,0.00,1029.00,3748.00,68.00,-17.00,85.00,89131.00,5344.00,9399.00,1009.00,0.00,0.00,0.00,104.00,1796.00,-5774.00,-279.00,589.00,10459.00,5608.00,-788.00,-1861.00,53493.00,10032.00
2005:Q1,40507.00,40513.00,14220.00,846.00,746.00,100.00,25447.00,0.00,4975.00,-14145.00,0.00,6698.00,27919.00,-6.00,89.00,-95.00,40507.00,2431.00,-4081.00,-991.00,0.00,0.00,0.00,61.00,903.00,-5572.00,625.00,-137.00,5562.00,4201.00,2081.00,2384.00,32861.00,179.00
2005:Q2,59378.00,59320.00,-1322.00,1961.00,-2179.00,4140.00,58681.00,0.00,27954.00,-12345.00,0.00,-1893.00,44965.00,58.00,-60.00,118.00,59378.00,3559.00,-727.00,-1546.00,0.00,0.00,0.00,-350.00,-154.00,-768.00,45.00,128.00,17577.00,-1069.00,2326.00,12077.00,20489.00,7791.00
2005:Q3,62264.00,62020.00,5814.00,20954.00,2897.00,18057.00,35252.00,0.00,36393.00,-2798.00,0.00,5393.00,-3736.00,244.00,223.00,21.00,62264.00,3721.00,9137.00,3300.00,0.00,0.00,0.00,-50.00,1857.00,2230.00,89.00,-5123.00,13621.00,-635.00,702.00,1335.00,26347.00,5733.00
2005:Q4,82924.00,83211.00,-26422.00,14849.00,14212.00,637.00,94784.00,0.00,78987.00,13963.00,0.00,-6166.00,8000.00,-287.00,-277.00,-10.00,82924.00,4993.00,11622.00,19.00,0.00,0.00,0.00,335.00,900.00,1140.00,208.00,-107.00,48897.00,-1754.00,2890.00,-3565.00,10257.00,7089.00
2006:Q1,57913.00,57512.00,6424.00,21298.00,-3522.00,24820.00,29790.00,0.00,15847.00,-9026.00,0.00,1570.00,21399.00,401.00,415.00,-14.00,57913.00,3451.00,-5577.00,-2908.00,0.00,0.00,0.00,293.00,-576.00,1747.00,353.00,-686.00,-5795.00,8479.00,4043.00,6452.00,47200.00,1437.00
2006:Q2,65648.00,66618.00,15177.00,-20228.00,-1641.00,-18587.00,71669.00,0.00,52679.00,1714.00,0.00,11962.00,5314.00,-970.00,-931.00,-39.00,65648.00,3997.00,13549.00,-312.00,0.00,0.00,0.00,-432.00,-1262.00,478.00,264.00,-1535.00,20563.00,418.00,5098.00,917.00,-11019.00,34924.00
2006:Q3,100965.00,100416.00,-1092.00,91316.00,129.00,91187.00,10192.00,0.00,15911.00,11329.00,0.00,740.00,-17788.00,549.00,566.00,-17.00,100965.00,6025.00,-257.00,2055.00,0.00,0.00,0.00,535.00,-341.00,1647.00,165.00,1726.00,49591.00,1922.00,2712.00,6380.00,5841.00,22964.00
2006:Q4,92695.00,92871.00,1938.00,5983.00,3092.00,2891.00,84950.00,0.00,78497.00,1253.00,0.00,6592.00,-1392.00,-176.00,33.00,-209.00,92695.00,5572.00,3980.00,-81.00,0.00,0.00,0.00,-222.00,2743.00,616.00,167.00,1778.00,50278.00,-3089.00,6686.00,-9690.00,38348.00,-4391.00
2007:Q1,47106.00,45857.00,13651.00,-5753.00,-1280.00,-4473.00,37959.00,0.00,-6526.00,-6140.00,0.00,4289.00,46336.00,1249.00,1404.00,-155.00,47106.00,2751.00,-13612.00,1281.00,0.00,0.00,0.00,624.00,-345.00,3301.00,1099.00,1809.00,29692.00,-618.00,-14573.00,12823.00,2417.00,20457.00
2007:Q2,106164.00,106019.00,28178.00,-2586.00,494.00,-3080.00,80427.00,0.00,74265.00,-5446.00,0.00,4326.00,7282.00,145.00,70.00,75.00,106164.00,6362.00,5444.00,-843.00,0.00,0.00,0.00,150.00,-2858.00,2711.00,1099.00,1844.00,8506.00,-1993.00,12309.00,2746.00,56051.00,14636.00
2007:Q3,-253942.00,-252100.00,-22931.00,-47782.00,1033.00,-48815.00,-181387.00,0.00,-174900.00,-7278.00,0.00,11796.00,-11005.00,-1842.00,-1721.00,-121.00,-253942.00,-15126.00,-34566.00,-897.00,0.00,0.00,0.00,-689.00,-979.00,2021.00,1098.00,-357.00,953.00,1711.00,-15933.00,6155.00,-176721.00,-20612.00
2007:Q4,-68831.00,-69200.00,-7602.00,-13193.00,1708.00,-14901.00,-48405.00,0.00,-87074.00,3772.00,0.00,14571.00,20326.00,369.00,148.00,221.00,-68831.00,-4152.00,-10473.00,-1826.00,0.00,0.00,0.00,-617.00,1101.00,5597.00,1098.00,-364.00,35293.00,1531.00,13500.00,1086.00,-112638.00,2033.00
2008:Q1,-4263.00,-3900.00,16143.00,47319.00,-8341.00,55660.00,-67362.00,0.00,-54743.00,-9985.00,0.00,-950.00,-1684.00,-363.00,-221.00,-142.00,-4263.00,-12734.00,-16596.00,-3287.00,0.00,0.00,0.00,2313.00,5325.00,2665.00,-1592.00,-316.00,-12363.00,-106.00,12133.00,20374.00,-10858.00,10779.00
2008:Q2,-36218.00,-36146.00,-129.00,10248.00,7819.00,2429.00,-46265.00,0.00,-29480.00,-1152.00,0.00,14560.00,-30193.00,-72.00,-35.00,-37.00,-36218.00,-32169.00,5405.00,-5859.00,0.00,0.00,0.00,-1994.00,-961.00,-397.00,-1593.00,-363.00,-20461.00,5997.00,4558.00,-4581.00,26472.00,-10272.00
2008:Q3,-192361.00,-193216.00,6711.00,-69487.00,2798.00,-72285.00,-130440.00,0.00,-48378.00,-9130.00,0.00,-14471.00,-58461.00,855.00,855.00,0.00,-192361.00,-41593.00,-1290.00,-7754.00,0.00,100037.00,0.00,-745.00,-898.00,-6070.00,-1592.00,686.00,-149610.00,-5382.00,-2509.00,51033.00,-93382.00,-33292.00
2008:Q4,44080.00,44470.00,-15061.00,-59115.00,18386.00,-77501.00,118646.00,0.00,48744.00,-2376.00,0.00,-38146.00,110424.00,-390.00,-390.00,0.00,44080.00,-14832.00,305.00,-5537.00,0.00,-84352.00,0.00,0.00,2332.00,-440.00,-1592.00,440.00,126713.00,-11266.00,-46.00,-88240.00,146848.00,-26253.00
2009:Q1,-175234.00,-175382.00,-24556.00,2820.00,-6879.00,9699.00,-153646.00,0.00,-74599.00,-28051.00,0.00,-22779.00,-28217.00,148.00,148.00,0.00,-175234.00,-400.00,-7424.00,-6251.00,0.00,-11233.00,0.00,0.00,-1616.00,3342.00,598.00,50.00,-36057.00,-10903.00,4446.00,-15822.00,-80728.00,-13236.00
2009:Q2,-144841.00,-145118.00,-20741.00,4736.00,1544.00,3192.00,-129113.00,0.00,-64222.00,-6068.00,0.00,-4268.00,-54555.00,277.00,277.00,0.00,-144841.00,9500.00,6087.00,-2412.00,0.00,5389.00,0.00,0.00,-5319.00,5281.00,599.00,-371.00,-57965.00,5105.00,807.00,11383.00,-107872.00,-15053.00
2009:Q3,-109707.00,-109510.00,-13279.00,46860.00,-8361.00,55221.00,-143091.00,0.00,-90612.00,-7794.00,0.00,3734.00,-48419.00,-197.00,-197.00,0.00,-109707.00,8342.00,-6251.00,-1215.00,0.00,-9789.00,0.00,0.00,-2914.00,824.00,599.00,46.00,-14239.00,7580.00,-2369.00,-11730.00,-66749.00,-11842.00
2009:Q4,-32016.00,-31915.00,-14491.00,4945.00,-1470.00,6415.00,-22369.00,0.00,-36772.00,3102.00,0.00,5176.00,6125.00,-101.00,-101.00,0.00,-32016.00,-750.00,6289.00,-28121.00,0.00,-52.00,0.00,0.00,588.00,2871.00,599.00,61.00,-3707.00,6333.00,66.00,-7994.00,73.00,-8272.00
2010:Q1,-56697.00,-56396.00,15207.00,-13806.00,272.00,-14078.00,-57797.00,1.00,-34086.00,1913.00,0.00,13187.00,-38812.00,-301.00,-301.00,0.00,-56697.00,-1030.00,1150.00,21251.00,0.00,0.00,0.00,0.00,1279.00,-14715.00,-346.00,48.00,-65848.00,-1189.00,-1130.00,-3043.00,10886.00,-4010.00
2010:Q2,-53048.00,-52932.00,8362.00,-9191.00,-1376.00,-7815.00,-52103.00,3249.00,-14247.00,-905.00,0.00,-10256.00,-29944.00,-116.00,-116.00,0.00,-53048.00,-1059.00,6457.00,-4214.00,0.00,0.00,0.00,0.00,-726.00,3830.00,-346.00,92.00,-63524.00,-10846.00,1830.00,-5404.00,29303.00,-8441.00
