1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q3,-5452.00,-1188.00,-2404.00,-1692.00,8.00,-176.00,-3680.00,-1868.00,-1188.00,0.00,0.00,-624.00,-1772.00,-180.00,-180.00,0.00,-1008.00,-1008.00,0.00,0.00,-1868.00,-1868.00,224.00,-2092.00,432.00,432.00,0.00,-1256.00,-1384.00,-128.00,-200.00,-212.00,12.00,0.00,0.00,0.00,-624.00,-1180.00,-1356.00,248.00,-8.00,176.00,-176.00,-1772.00
1965:Q4,-1976.00,40.00,-416.00,-1276.00,8.00,-332.00,1008.00,3264.00,40.00,0.00,0.00,-2296.00,-2984.00,-844.00,-844.00,0.00,884.00,884.00,0.00,0.00,3264.00,3264.00,3372.00,-108.00,-796.00,-796.00,0.00,-1388.00,-1512.00,-124.00,112.00,108.00,4.00,0.00,0.00,0.00,-2296.00,-2776.00,-2604.00,56.00,-8.00,332.00,172.00,-2984.00
1966:Q1,6868.00,2044.00,5316.00,-528.00,-20.00,56.00,1360.00,-1508.00,2044.00,0.00,0.00,824.00,5508.00,872.00,872.00,0.00,1172.00,1172.00,0.00,0.00,-1508.00,-1508.00,-3440.00,1932.00,1312.00,1312.00,0.00,-536.00,-520.00,16.00,-48.00,-56.00,8.00,0.00,0.00,0.00,824.00,5456.00,5396.00,-76.00,20.00,-56.00,-60.00,5508.00
1966:Q2,4128.00,1552.00,2424.00,12.00,-36.00,176.00,3144.00,1108.00,1552.00,0.00,0.00,484.00,984.00,1348.00,1348.00,0.00,204.00,204.00,0.00,0.00,1108.00,1108.00,2276.00,-1168.00,328.00,328.00,0.00,96.00,316.00,220.00,-60.00,-64.00,4.00,0.00,0.00,0.00,484.00,924.00,868.00,24.00,36.00,-176.00,-56.00,984.00
1966:Q3,7708.00,-1332.00,7988.00,816.00,-40.00,276.00,5824.00,1528.00,-1332.00,0.00,0.00,5628.00,1884.00,340.00,340.00,0.00,-1672.00,-1672.00,0.00,0.00,1528.00,1528.00,-1240.00,2768.00,4936.00,4936.00,0.00,688.00,792.00,104.00,-4.00,-8.00,4.00,0.00,0.00,0.00,5628.00,1516.00,1732.00,84.00,40.00,-276.00,216.00,1884.00
1966:Q4,8004.00,5520.00,1708.00,736.00,-32.00,72.00,10264.00,228.00,5520.00,0.00,0.00,4516.00,-2260.00,-164.00,-164.00,0.00,5684.00,5684.00,0.00,0.00,228.00,228.00,3452.00,-3224.00,4036.00,4036.00,0.00,596.00,624.00,28.00,116.00,116.00,0.00,0.00,0.00,0.00,4516.00,-2440.00,-2256.00,44.00,32.00,-72.00,184.00,-2260.00
1967:Q1,-10572.00,-1524.00,-7900.00,-748.00,-44.00,-356.00,-9868.00,-5576.00,-1524.00,0.00,0.00,-2768.00,-704.00,24.00,24.00,0.00,-1548.00,-1548.00,0.00,0.00,-5576.00,-5576.00,-5000.00,-576.00,-2496.00,-2496.00,0.00,-148.00,-252.00,-104.00,124.00,120.00,4.00,0.00,0.00,0.00,-2768.00,292.00,480.00,784.00,44.00,356.00,188.00,-704.00
1967:Q2,-228.00,-104.00,680.00,-436.00,-52.00,-316.00,-1052.00,436.00,-104.00,0.00,0.00,-1384.00,824.00,-1388.00,-1388.00,0.00,1284.00,1284.00,0.00,0.00,436.00,436.00,340.00,96.00,-984.00,-984.00,0.00,-512.00,-248.00,264.00,-112.00,-116.00,4.00,0.00,0.00,0.00,-1384.00,1112.00,1292.00,100.00,52.00,316.00,180.00,824.00
1967:Q3,9628.00,5084.00,4712.00,208.00,-56.00,-320.00,9876.00,32.00,5084.00,0.00,0.00,4760.00,-248.00,3192.00,3192.00,0.00,1892.00,1892.00,0.00,0.00,32.00,32.00,-440.00,472.00,3572.00,3572.00,0.00,1248.00,1376.00,128.00,60.00,48.00,12.00,0.00,0.00,0.00,4760.00,1156.00,920.00,792.00,56.00,320.00,-236.00,-248.00
1967:Q4,10220.00,3660.00,6352.00,392.00,-48.00,-136.00,10188.00,4872.00,3660.00,0.00,0.00,1656.00,32.00,96.00,96.00,0.00,3564.00,3564.00,0.00,0.00,4872.00,4872.00,4992.00,-120.00,728.00,728.00,0.00,1084.00,1208.00,124.00,156.00,144.00,12.00,0.00,0.00,0.00,1656.00,896.00,636.00,420.00,48.00,136.00,-260.00,32.00
1968:Q1,4352.00,2696.00,2272.00,-304.00,-20.00,-292.00,6500.00,440.00,2696.00,0.00,0.00,3364.00,-2148.00,-1088.00,-1088.00,0.00,3784.00,3784.00,0.00,0.00,440.00,440.00,-4556.00,4996.00,2716.00,2716.00,0.00,380.00,684.00,304.00,-268.00,-276.00,8.00,0.00,0.00,0.00,3364.00,-1160.00,-1064.00,772.00,20.00,292.00,96.00,-2148.00
1968:Q2,7300.00,-2048.00,9820.00,-452.00,-24.00,4.00,1292.00,-2016.00,-2048.00,0.00,0.00,5356.00,6008.00,-516.00,-516.00,0.00,-1532.00,-1532.00,0.00,0.00,-2016.00,-2016.00,2376.00,-4392.00,5128.00,5128.00,0.00,264.00,616.00,352.00,36.00,32.00,4.00,0.00,0.00,0.00,5356.00,6740.00,6848.00,820.00,24.00,-4.00,108.00,6008.00
1968:Q3,11124.00,6460.00,3756.00,356.00,-24.00,576.00,15220.00,4420.00,6460.00,0.00,0.00,4340.00,-4096.00,3256.00,3256.00,0.00,3204.00,3204.00,0.00,0.00,4420.00,4420.00,-672.00,5092.00,3608.00,3608.00,0.00,796.00,400.00,-396.00,64.00,68.00,-4.00,0.00,0.00,0.00,4340.00,-4204.00,-4076.00,572.00,24.00,-576.00,128.00,-4096.00
1968:Q4,2780.00,1016.00,856.00,548.00,-24.00,384.00,-2124.00,1340.00,1016.00,0.00,0.00,-4480.00,4904.00,3404.00,3404.00,0.00,-2388.00,-2388.00,0.00,0.00,1340.00,1340.00,6848.00,-5508.00,-4260.00,-4260.00,0.00,-8.00,480.00,488.00,212.00,212.00,0.00,0.00,0.00,0.00,-4480.00,3988.00,4008.00,-536.00,24.00,-384.00,20.00,4904.00
1969:Q1,10872.00,-1312.00,12024.00,116.00,-32.00,76.00,11312.00,-2556.00,-1312.00,0.00,0.00,15180.00,-440.00,-5292.00,-5292.00,0.00,3980.00,3980.00,0.00,0.00,-2556.00,-2556.00,-5792.00,3236.00,14328.00,14328.00,0.00,804.00,1284.00,480.00,-48.00,-60.00,12.00,0.00,0.00,0.00,15180.00,192.00,400.00,884.00,32.00,-76.00,208.00,-440.00
1969:Q2,20712.00,-4328.00,23864.00,124.00,-36.00,1088.00,9236.00,-2040.00,-4328.00,0.00,0.00,15604.00,11476.00,3112.00,3112.00,0.00,-7440.00,-7440.00,0.00,0.00,-2040.00,-2040.00,-2248.00,208.00,14592.00,14592.00,0.00,904.00,1120.00,216.00,-108.00,-124.00,16.00,0.00,0.00,0.00,15604.00,11188.00,11356.00,932.00,36.00,-1088.00,168.00,11476.00
1969:Q3,5988.00,5892.00,-1240.00,684.00,-36.00,688.00,16148.00,5272.00,5892.00,0.00,0.00,4984.00,-10160.00,-36.00,-36.00,0.00,5928.00,5928.00,0.00,0.00,5272.00,5272.00,3364.00,1908.00,4320.00,4320.00,0.00,896.00,1212.00,316.00,232.00,212.00,20.00,0.00,0.00,0.00,4984.00,-10620.00,-10468.00,344.00,36.00,-688.00,152.00,-10160.00
1969:Q4,14972.00,1112.00,12200.00,1628.00,-36.00,68.00,13560.00,-864.00,1112.00,0.00,0.00,13312.00,1412.00,2676.00,2676.00,0.00,-1564.00,-1564.00,0.00,0.00,-864.00,-864.00,4508.00,-5372.00,12040.00,12172.00,132.00,1364.00,1212.00,-152.00,92.00,76.00,16.00,0.00,0.00,0.00,13312.00,1100.00,1280.00,-100.00,36.00,-68.00,180.00,1412.00
1970:Q1,6176.00,-2304.00,10160.00,-1776.00,-84.00,180.00,-6840.00,672.00,-2304.00,0.00,0.00,-5208.00,13016.00,-1644.00,-1644.00,0.00,-660.00,-660.00,0.00,0.00,672.00,672.00,-4812.00,5484.00,-4696.00,-4788.00,-92.00,-780.00,268.00,1048.00,-268.00,-312.00,44.00,0.00,0.00,0.00,-5208.00,13872.00,14188.00,1268.00,84.00,-180.00,316.00,13016.00
1970:Q2,-2716.00,6040.00,-7284.00,-1796.00,-116.00,440.00,-280.00,-3596.00,6040.00,0.00,0.00,-2724.00,-2436.00,3400.00,3400.00,0.00,2640.00,2640.00,0.00,0.00,-3596.00,-3596.00,1300.00,-4896.00,-2320.00,-2564.00,-244.00,76.00,216.00,140.00,480.00,420.00,60.00,0.00,0.00,0.00,-2724.00,-948.00,-780.00,1980.00,116.00,-440.00,168.00,-2436.00
1970:Q3,-8468.00,1464.00,-8068.00,-684.00,-120.00,-1060.00,-2732.00,1096.00,1464.00,0.00,0.00,-5292.00,-5736.00,-2636.00,-2636.00,0.00,4100.00,4100.00,0.00,0.00,1096.00,1096.00,-996.00,2092.00,-4936.00,-4836.00,100.00,-256.00,216.00,472.00,100.00,36.00,64.00,0.00,0.00,0.00,-5292.00,-4192.00,-4468.00,88.00,120.00,1060.00,-276.00,-5736.00
1970:Q4,-10148.00,1968.00,-11020.00,876.00,-92.00,-1880.00,-4640.00,5720.00,1968.00,0.00,0.00,-12328.00,-5508.00,-212.00,-212.00,0.00,2180.00,2180.00,0.00,0.00,5720.00,5720.00,7792.00,-2072.00,-12072.00,-11836.00,236.00,-4.00,256.00,260.00,252.00,204.00,48.00,0.00,0.00,0.00,-12328.00,-4464.00,-3648.00,-112.00,92.00,1880.00,816.00,-5508.00
1971:Q1,3136.00,4812.00,2344.00,-2848.00,-84.00,-1088.00,-14412.00,-6620.00,4812.00,0.00,0.00,-12604.00,17548.00,780.00,780.00,0.00,4032.00,4032.00,0.00,0.00,-6620.00,-6620.00,-6844.00,224.00,-12148.00,-12764.00,-616.00,-160.00,128.00,288.00,296.00,256.00,40.00,0.00,0.00,0.00,-12604.00,21368.00,20420.00,1700.00,84.00,1088.00,-948.00,17548.00
1971:Q2,-8268.00,4600.00,-8364.00,-3832.00,-140.00,-532.00,-500.00,216.00,4600.00,0.00,0.00,-5316.00,-7768.00,4796.00,4796.00,0.00,-196.00,-196.00,0.00,0.00,216.00,216.00,-4.00,220.00,-5404.00,-5548.00,-144.00,48.00,588.00,540.00,-40.00,-72.00,32.00,0.00,0.00,0.00,-5316.00,-3248.00,-2892.00,4204.00,140.00,532.00,356.00,-7768.00
1971:Q3,-7028.00,-196.00,-6676.00,1596.00,-256.00,-1496.00,1252.00,-344.00,-196.00,0.00,0.00,1792.00,-8280.00,-1700.00,-1700.00,0.00,1504.00,1504.00,0.00,0.00,-344.00,-344.00,-88.00,-256.00,1332.00,1240.00,-92.00,736.00,1160.00,424.00,276.00,244.00,32.00,0.00,0.00,0.00,1792.00,-7420.00,-6212.00,316.00,256.00,1496.00,1208.00,-8280.00
1971:Q4,1080.00,7312.00,-13192.00,7988.00,-28.00,-1000.00,10892.00,5892.00,7312.00,0.00,0.00,-2312.00,-9812.00,-1900.00,-1900.00,0.00,9212.00,9212.00,0.00,0.00,5892.00,5892.00,7264.00,-1372.00,-3304.00,-2672.00,632.00,1300.00,984.00,-316.00,308.00,272.00,36.00,0.00,0.00,0.00,-2312.00,-15508.00,-11692.00,-2908.00,28.00,1000.00,3816.00,-9812.00
1972:Q1,-7240.00,2764.00,-23072.00,12840.00,-188.00,416.00,-2484.00,-2716.00,2764.00,0.00,0.00,-2532.00,-4756.00,4296.00,4296.00,0.00,-1532.00,-1532.00,0.00,0.00,-2716.00,-2716.00,-6680.00,3964.00,-628.00,-680.00,-52.00,-1380.00,-896.00,484.00,524.00,488.00,36.00,0.00,0.00,0.00,-2532.00,-19240.00,-9092.00,-4108.00,188.00,-416.00,10148.00,-4756.00
1972:Q2,-3728.00,448.00,-7772.00,2584.00,-248.00,1260.00,972.00,-1096.00,448.00,0.00,0.00,1620.00,-4700.00,716.00,716.00,0.00,-268.00,-268.00,0.00,0.00,-1096.00,-1096.00,2504.00,-3600.00,548.00,540.00,-8.00,980.00,1808.00,828.00,-92.00,-120.00,28.00,0.00,0.00,0.00,1620.00,-7344.00,-1352.00,4360.00,248.00,-1260.00,5992.00,-4700.00
1972:Q3,-18100.00,-14052.00,-4936.00,4556.00,-212.00,-3456.00,-8996.00,4620.00,-14052.00,0.00,0.00,436.00,-9104.00,2108.00,2108.00,0.00,-16160.00,-16160.00,0.00,0.00,4620.00,4620.00,1772.00,2848.00,-504.00,-172.00,332.00,928.00,1716.00,788.00,-12.00,-56.00,44.00,0.00,0.00,0.00,436.00,-9108.00,-3316.00,2120.00,212.00,3456.00,5792.00,-9104.00
1972:Q4,4596.00,6776.00,10344.00,-11664.00,-28.00,-832.00,9824.00,5484.00,6776.00,0.00,0.00,-2436.00,-5228.00,-2620.00,-2620.00,0.00,9396.00,9396.00,0.00,0.00,5484.00,5484.00,928.00,4556.00,-1520.00,-436.00,1084.00,-236.00,-800.00,-564.00,680.00,604.00,76.00,0.00,0.00,0.00,-2436.00,6984.00,-7340.00,-2972.00,28.00,832.00,-14324.00,-5228.00
1973:Q1,-3536.00,3632.00,-10744.00,2420.00,-20.00,1176.00,-11512.00,-7224.00,3632.00,0.00,0.00,-7920.00,7976.00,3600.00,3600.00,0.00,32.00,32.00,0.00,0.00,-7224.00,-7224.00,-7412.00,188.00,-1396.00,-548.00,848.00,-6092.00,-5876.00,216.00,432.00,-284.00,716.00,0.00,0.00,0.00,-7920.00,-2408.00,6076.00,-744.00,20.00,-1176.00,8484.00,7976.00
1973:Q2,-16836.00,-3940.00,-13040.00,128.00,-24.00,40.00,-744.00,-1324.00,-3940.00,0.00,0.00,4520.00,-16092.00,240.00,240.00,0.00,-4180.00,-4180.00,0.00,0.00,-1324.00,-1324.00,-292.00,-1032.00,2212.00,1396.00,-816.00,2720.00,4936.00,2216.00,412.00,476.00,-64.00,0.00,0.00,0.00,4520.00,-13452.00,-6740.00,9368.00,24.00,-40.00,6712.00,-16092.00
1973:Q3,43140.00,14204.00,23240.00,6328.00,-552.00,-80.00,26932.00,14960.00,14204.00,0.00,0.00,-2232.00,16208.00,2536.00,2536.00,0.00,11668.00,11668.00,0.00,0.00,14960.00,14960.00,3952.00,11008.00,-2332.00,-1632.00,700.00,-564.00,-64.00,500.00,-664.00,-612.00,-52.00,0.00,0.00,0.00,-2232.00,10000.00,8996.00,-7844.00,552.00,80.00,-1004.00,16208.00
1973:Q4,-23608.00,-84.00,-19768.00,-3704.00,-548.00,496.00,-18016.00,-12804.00,-84.00,0.00,0.00,-5128.00,-5592.00,1784.00,1784.00,0.00,-1868.00,-1868.00,0.00,0.00,-12804.00,-12804.00,252.00,-13056.00,-1972.00,-124.00,1848.00,-2004.00,-20.00,1984.00,1152.00,576.00,576.00,0.00,0.00,0.00,-5128.00,-4416.00,-1080.00,4460.00,548.00,-496.00,3336.00,-5592.00
1974:Q1,18948.00,-1132.00,10928.00,9456.00,476.00,-780.00,20244.00,-408.00,-1132.00,0.00,0.00,21784.00,-1296.00,-588.00,-588.00,0.00,-544.00,-544.00,0.00,0.00,-408.00,-408.00,-3508.00,3100.00,10652.00,13800.00,3148.00,10092.00,9636.00,-456.00,-1040.00,-556.00,-484.00,0.00,0.00,0.00,21784.00,128.00,1232.00,2224.00,-476.00,780.00,1104.00,-1296.00
1974:Q2,6048.00,10416.00,6864.00,-10604.00,480.00,-1108.00,-2672.00,5008.00,10416.00,0.00,0.00,-18096.00,8720.00,-1344.00,-1344.00,0.00,11760.00,11760.00,0.00,0.00,5008.00,5008.00,300.00,4708.00,-8948.00,-4712.00,4236.00,-6240.00,2636.00,8876.00,2908.00,1864.00,1044.00,0.00,0.00,0.00,-18096.00,12668.00,25320.00,15972.00,-480.00,1108.00,12652.00,8720.00
1974:Q3,22440.00,4804.00,-860.00,17592.00,220.00,684.00,17712.00,13624.00,4804.00,0.00,0.00,-716.00,4728.00,4480.00,4480.00,0.00,324.00,324.00,0.00,0.00,13624.00,13624.00,5696.00,7928.00,-8424.00,-2144.00,6280.00,7116.00,3960.00,-3156.00,-592.00,-148.00,-444.00,0.00,0.00,0.00,-716.00,-6208.00,-13148.00,-16972.00,-220.00,-684.00,-6940.00,4728.00
1974:Q4,-50308.00,-15148.00,-38200.00,4744.00,-448.00,-1256.00,-45512.00,-26452.00,-15148.00,0.00,0.00,-3912.00,-4796.00,1260.00,1260.00,0.00,-16408.00,-16408.00,0.00,0.00,-26452.00,-26452.00,-6880.00,-19572.00,364.00,3368.00,3004.00,-2064.00,1724.00,3788.00,2212.00,1424.00,788.00,0.00,0.00,0.00,-3912.00,-10688.00,1592.00,4684.00,448.00,1256.00,12280.00,-4796.00
1975:Q1,-9972.00,12160.00,-18644.00,-1552.00,-32.00,-1904.00,-6844.00,2704.00,12160.00,0.00,0.00,-21708.00,-3128.00,168.00,168.00,0.00,11992.00,11992.00,0.00,0.00,2704.00,2704.00,648.00,2056.00,-19812.00,-7284.00,12528.00,-888.00,-2240.00,-1352.00,1008.00,612.00,396.00,0.00,0.00,0.00,-21708.00,-924.00,-8012.00,-6820.00,32.00,1904.00,-7088.00,-3128.00
1975:Q2,-51696.00,-11956.00,-28968.00,-8160.00,-32.00,-2580.00,-30972.00,-2496.00,-11956.00,0.00,0.00,-16520.00,-20724.00,820.00,820.00,0.00,-12776.00,-12776.00,0.00,0.00,-2496.00,-2496.00,-1488.00,-1008.00,-14564.00,-1196.00,13368.00,0.00,404.00,404.00,1956.00,1400.00,556.00,0.00,0.00,0.00,-16520.00,-10508.00,-6528.00,11584.00,32.00,2580.00,3980.00,-20724.00
1975:Q3,43712.00,5916.00,29740.00,5868.00,-188.00,2376.00,28200.00,5824.00,5916.00,0.00,0.00,16460.00,15512.00,1916.00,1916.00,0.00,4000.00,4000.00,0.00,0.00,5824.00,5824.00,2460.00,3364.00,8724.00,3696.00,-5028.00,4268.00,6456.00,2188.00,-3468.00,-2616.00,-852.00,0.00,0.00,0.00,16460.00,12576.00,3792.00,-9532.00,188.00,-2376.00,-8784.00,15512.00
1975:Q4,-30584.00,-2836.00,-18692.00,-9428.00,-196.00,568.00,-20068.00,436.00,-2836.00,0.00,0.00,-17668.00,-10516.00,-456.00,-456.00,0.00,-2380.00,-2380.00,0.00,0.00,436.00,436.00,5128.00,-4692.00,-2904.00,1588.00,4492.00,-6856.00,-1188.00,5668.00,7908.00,5704.00,2204.00,0.00,0.00,0.00,-17668.00,-10520.00,-2228.00,8660.00,196.00,-568.00,8292.00,-10516.00
1976:Q1,-3032.00,4036.00,-13060.00,5744.00,96.00,152.00,-5580.00,-7012.00,4036.00,0.00,0.00,-2604.00,2548.00,2096.00,2096.00,0.00,1940.00,1940.00,0.00,0.00,-7012.00,-7012.00,-6312.00,-700.00,-13144.00,-560.00,12584.00,3464.00,1116.00,-2348.00,-7076.00,-4932.00,-2144.00,0.00,0.00,0.00,-2604.00,2164.00,844.00,-1456.00,-96.00,-152.00,-1320.00,2548.00
1976:Q2,-5108.00,6656.00,-15424.00,2796.00,44.00,820.00,-1300.00,6908.00,6656.00,0.00,0.00,-14864.00,-3808.00,4168.00,4168.00,0.00,2488.00,2488.00,0.00,0.00,6908.00,6908.00,5868.00,1040.00,-5840.00,-1012.00,4828.00,576.00,5456.00,4880.00,9600.00,9000.00,600.00,0.00,0.00,0.00,-14864.00,-7492.00,-5928.00,-1256.00,-44.00,-820.00,1564.00,-3808.00
1976:Q3,16660.00,3788.00,13108.00,-2148.00,256.00,1656.00,8500.00,-3016.00,3788.00,0.00,0.00,7728.00,8160.00,696.00,696.00,0.00,3092.00,3092.00,0.00,0.00,-3016.00,-3016.00,-3064.00,48.00,-10132.00,-100.00,10032.00,8928.00,4748.00,-4180.00,-8932.00,-8424.00,-508.00,0.00,0.00,0.00,7728.00,17832.00,18120.00,11872.00,-256.00,-1656.00,288.00,8160.00
1976:Q4,-44340.00,-18580.00,-28352.00,4028.00,224.00,-1660.00,-34284.00,-2044.00,-18580.00,0.00,0.00,-13660.00,-10056.00,-7484.00,-7484.00,0.00,-11096.00,-11096.00,0.00,0.00,-2044.00,-2044.00,-840.00,-1204.00,1252.00,4304.00,3052.00,-1236.00,4572.00,5808.00,13676.00,12032.00,1644.00,0.00,0.00,0.00,-13660.00,-15528.00,-7456.00,1164.00,-224.00,1660.00,8072.00,-10056.00
1977:Q1,-5836.00,9420.00,-9080.00,-4572.00,-624.00,-980.00,6888.00,1744.00,9420.00,0.00,0.00,-4276.00,-12724.00,7936.00,7936.00,0.00,1484.00,1484.00,0.00,0.00,1744.00,1744.00,1248.00,496.00,-7780.00,-2804.00,4976.00,2892.00,-4588.00,-7480.00,-612.00,-252.00,-360.00,0.00,0.00,0.00,-4276.00,-3296.00,-4512.00,6608.00,624.00,980.00,-1216.00,-12724.00
1977:Q2,3212.00,-2908.00,4692.00,1928.00,-772.00,272.00,-2804.00,3208.00,-2908.00,0.00,0.00,-3104.00,6016.00,2356.00,2356.00,0.00,-5264.00,-5264.00,0.00,0.00,3208.00,3208.00,2764.00,444.00,-7256.00,-40.00,7216.00,2356.00,6468.00,4112.00,-1796.00,-2648.00,852.00,0.00,0.00,0.00,-3104.00,6092.00,10000.00,3484.00,772.00,-272.00,3908.00,6016.00
1977:Q3,4456.00,-8260.00,5776.00,7900.00,-316.00,-644.00,13472.00,-2464.00,-8260.00,0.00,0.00,24196.00,-9016.00,-4972.00,-4972.00,0.00,-3288.00,-3288.00,0.00,0.00,-2464.00,-2464.00,-6592.00,4128.00,29468.00,18476.00,-10992.00,664.00,4652.00,3988.00,5936.00,1020.00,4916.00,0.00,0.00,0.00,24196.00,-20208.00,-12704.00,-4648.00,316.00,644.00,7504.00,-9016.00
1977:Q4,-12480.00,15800.00,-23008.00,-2392.00,-320.00,-2560.00,-988.00,3308.00,15800.00,0.00,0.00,-20096.00,-11492.00,1884.00,1884.00,0.00,13916.00,13916.00,0.00,0.00,3308.00,3308.00,7416.00,-4108.00,-19576.00,-1700.00,17876.00,4060.00,15804.00,11744.00,4580.00,3512.00,1068.00,0.00,0.00,0.00,-20096.00,-3228.00,880.00,9492.00,320.00,2560.00,4108.00,-11492.00
1978:Q1,-9796.00,84.00,-20648.00,12808.00,-320.00,-1720.00,-21540.00,-4044.00,-716.00,800.00,0.00,-17580.00,11744.00,332.00,332.00,0.00,-248.00,-1048.00,800.00,0.00,-4044.00,-4044.00,-4312.00,268.00,-16824.00,-4392.00,12432.00,-3876.00,-1200.00,2676.00,-3120.00,-2196.00,-924.00,0.00,0.00,0.00,-17580.00,-1976.00,4340.00,-9444.00,320.00,1720.00,6316.00,11744.00
1978:Q2,27404.00,3916.00,10712.00,8776.00,-328.00,4328.00,30068.00,6728.00,2760.00,1156.00,0.00,19424.00,-2664.00,20.00,20.00,0.00,3896.00,2740.00,1156.00,0.00,6728.00,6728.00,2344.00,4384.00,9972.00,168.00,-9804.00,6748.00,5776.00,-972.00,-2704.00,-3180.00,476.00,0.00,0.00,0.00,19424.00,-9168.00,-4544.00,2120.00,328.00,-4328.00,4624.00,-2664.00
1978:Q3,40496.00,132.00,30944.00,8528.00,-300.00,1192.00,40164.00,1352.00,192.00,-60.00,0.00,38680.00,332.00,2384.00,2384.00,0.00,-2252.00,-2192.00,-60.00,0.00,1352.00,1352.00,1604.00,-252.00,24848.00,15772.00,-9076.00,12668.00,18292.00,5624.00,-1164.00,-1164.00,0.00,0.00,0.00,0.00,38680.00,3580.00,10596.00,11156.00,300.00,-1192.00,7016.00,332.00
1978:Q4,680.00,19472.00,-31760.00,11768.00,-356.00,1556.00,11056.00,10416.00,19056.00,416.00,0.00,-18832.00,-10376.00,3456.00,3456.00,0.00,16016.00,15600.00,416.00,0.00,10416.00,10416.00,11188.00,-772.00,-13136.00,5872.00,19008.00,-596.00,5428.00,6024.00,5100.00,3128.00,1972.00,0.00,0.00,0.00,-18832.00,-25912.00,-4864.00,6712.00,356.00,-1556.00,21048.00,-10376.00
1979:Q1,51024.00,-2932.00,44576.00,10708.00,-380.00,-948.00,59944.00,-9552.00,-3088.00,156.00,0.00,72428.00,-8920.00,-1548.00,-1548.00,0.00,-1384.00,-1540.00,156.00,0.00,-9552.00,-9552.00,-8716.00,-836.00,50492.00,18012.00,-32480.00,23160.00,24192.00,1032.00,1224.00,-2800.00,4024.00,0.00,0.00,0.00,72428.00,836.00,-4464.00,3128.00,380.00,948.00,-5300.00,-8920.00
1979:Q2,23248.00,632.00,16428.00,11156.00,-328.00,-4640.00,22672.00,728.00,-100.00,732.00,0.00,21312.00,576.00,1544.00,1544.00,0.00,-912.00,-1644.00,732.00,0.00,728.00,728.00,-1652.00,2380.00,23808.00,21308.00,-2500.00,1428.00,13924.00,12496.00,3924.00,-176.00,4100.00,0.00,0.00,0.00,21312.00,-8284.00,4112.00,-1432.00,328.00,4640.00,12396.00,576.00
1979:Q3,12940.00,1472.00,-15952.00,29580.00,-1340.00,-820.00,21792.00,-6688.00,1100.00,372.00,0.00,27008.00,-8852.00,2900.00,2900.00,0.00,-1428.00,-1800.00,372.00,0.00,-6688.00,-6688.00,-5080.00,-1608.00,17848.00,29160.00,11312.00,12520.00,17560.00,5040.00,3360.00,5608.00,-2248.00,0.00,0.00,0.00,27008.00,-21504.00,5976.00,12668.00,1340.00,820.00,27480.00,-8852.00
1979:Q4,-12640.00,7176.00,-17656.00,-2272.00,-1404.00,1516.00,-14780.00,17644.00,8484.00,-1308.00,0.00,-39600.00,2140.00,9176.00,9176.00,0.00,-2000.00,-692.00,-1308.00,0.00,17644.00,17644.00,16452.00,1192.00,-34808.00,-16024.00,18784.00,-14056.00,6204.00,20260.00,-9264.00,-3292.00,-5972.00,0.00,0.00,0.00,-39600.00,-3784.00,6792.00,4764.00,1404.00,-1516.00,10576.00,2140.00
1980:Q1,26580.00,5528.00,-2096.00,17712.00,-360.00,5796.00,26968.00,-8148.00,4728.00,800.00,0.00,29588.00,-388.00,-2888.00,-2888.00,0.00,8416.00,7616.00,800.00,0.00,-8148.00,-8148.00,-12340.00,4192.00,24072.00,9196.00,-14876.00,468.00,9624.00,9156.00,-5048.00,164.00,-5212.00,0.00,0.00,0.00,29588.00,-17856.00,-11416.00,-5592.00,360.00,-5796.00,6440.00,-388.00
1980:Q2,-114748.00,10620.00,-111284.00,-2136.00,-360.00,-11588.00,-91488.00,-7208.00,10456.00,164.00,0.00,-94900.00,-23260.00,-4844.00,-4920.00,76.00,15464.00,15376.00,88.00,0.00,-7208.00,-7208.00,1940.00,-9148.00,-68936.00,-38636.00,30300.00,-11996.00,2996.00,14992.00,13968.00,3984.00,9984.00,0.00,0.00,0.00,-94900.00,-31156.00,-19584.00,-8272.00,360.00,11588.00,11572.00,-23260.00
