1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q1,12725.00,0.00,0.00,0.00,0.00,0.00,0.00,7336.00,7336.00,7284.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,5389.00,4048.00,1341.00,0.00,0.00,0.00,12725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12673.00,4048.00,4048.00,8625.00,0.00,1341.00,7284.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5337.00,3288.00,-8625.00,5389.00,-52.00
1996:Q2,12767.00,0.00,0.00,0.00,0.00,0.00,0.00,7025.00,7025.00,6976.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,5742.00,4361.00,1381.00,0.00,0.00,0.00,12767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12718.00,4361.00,4361.00,8357.00,0.00,1381.00,6976.00,0.00,0.00,0.00,0.00,49.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5693.00,2664.00,-8357.00,5742.00,-49.00
1996:Q3,12862.00,0.00,0.00,0.00,0.00,0.00,0.00,6828.00,6828.00,6779.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,6034.00,4608.00,1426.00,0.00,0.00,0.00,12862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12813.00,4608.00,4608.00,8205.00,0.00,1426.00,6779.00,0.00,0.00,0.00,0.00,49.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5985.00,2220.00,-8205.00,6034.00,-49.00
1996:Q4,13177.00,0.00,0.00,0.00,0.00,0.00,0.00,7231.00,7231.00,7180.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,5946.00,4472.00,1474.00,0.00,0.00,0.00,13177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13126.00,4472.00,4472.00,8654.00,0.00,1474.00,7180.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5895.00,2759.00,-8654.00,5946.00,-51.00
1997:Q1,13575.00,0.00,0.00,0.00,0.00,0.00,0.00,7155.00,7155.00,7100.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,6420.00,4896.00,1524.00,0.00,0.00,0.00,13575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13520.00,4896.00,4896.00,8624.00,0.00,1524.00,7100.00,0.00,0.00,0.00,0.00,55.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6365.00,2259.00,-8624.00,6420.00,-55.00
1997:Q2,13960.00,0.00,0.00,0.00,0.00,0.00,0.00,7379.00,7379.00,7254.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,6581.00,5005.00,1576.00,0.00,0.00,0.00,13960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13835.00,5005.00,5005.00,8830.00,0.00,1576.00,7254.00,0.00,0.00,0.00,0.00,125.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6456.00,2374.00,-8830.00,6581.00,-125.00
1997:Q3,14300.00,0.00,0.00,0.00,0.00,0.00,0.00,7421.00,7421.00,7271.00,0.00,0.00,0.00,0.00,150.00,0.00,0.00,6879.00,5250.00,1629.00,0.00,0.00,0.00,14300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14150.00,5250.00,5250.00,8900.00,0.00,1629.00,7271.00,0.00,0.00,0.00,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6729.00,2171.00,-8900.00,6879.00,-150.00
1997:Q4,14354.00,0.00,0.00,0.00,0.00,0.00,0.00,7259.00,7259.00,7186.00,0.00,0.00,0.00,0.00,73.00,0.00,0.00,7095.00,5413.00,1682.00,0.00,0.00,0.00,14354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14281.00,5413.00,5413.00,8868.00,0.00,1682.00,7186.00,0.00,0.00,0.00,0.00,73.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7022.00,1846.00,-8868.00,7095.00,-73.00
1998:Q1,14465.00,0.00,0.00,0.00,0.00,0.00,0.00,6820.00,6820.00,6763.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,7645.00,5918.00,1727.00,0.00,0.00,0.00,14465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14408.00,5918.00,5918.00,8490.00,0.00,1727.00,6763.00,0.00,0.00,0.00,0.00,57.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7588.00,902.00,-8490.00,7645.00,-57.00
1998:Q2,14919.00,0.00,0.00,0.00,0.00,0.00,0.00,6887.00,6887.00,6834.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,8032.00,6254.00,1778.00,0.00,0.00,0.00,14919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14866.00,6254.00,6254.00,8612.00,0.00,1778.00,6834.00,0.00,0.00,0.00,0.00,53.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7979.00,633.00,-8612.00,8032.00,-53.00
1998:Q3,15553.00,0.00,0.00,0.00,0.00,0.00,0.00,7348.00,7348.00,7276.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,8205.00,6371.00,1834.00,0.00,0.00,0.00,15553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15481.00,6371.00,6371.00,9110.00,0.00,1834.00,7276.00,0.00,0.00,0.00,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8133.00,977.00,-9110.00,8205.00,-72.00
1998:Q4,16383.00,0.00,0.00,0.00,0.00,0.00,0.00,7871.00,7871.00,7808.00,0.00,0.00,0.00,0.00,63.00,0.00,0.00,8512.00,6616.00,1896.00,0.00,0.00,0.00,16383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16320.00,6616.00,6616.00,9704.00,0.00,1896.00,7808.00,0.00,0.00,0.00,0.00,63.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8449.00,1255.00,-9704.00,8512.00,-63.00
1999:Q1,15842.00,0.00,0.00,0.00,0.00,0.00,0.00,7017.00,7017.00,6945.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,8825.00,6862.00,1963.00,0.00,0.00,0.00,15842.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15770.00,6862.00,6862.00,8908.00,0.00,1963.00,6945.00,0.00,0.00,0.00,0.00,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8753.00,155.00,-8908.00,8825.00,-72.00
1999:Q2,17274.00,0.00,0.00,0.00,0.00,0.00,0.00,8118.00,8118.00,8048.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,9156.00,7158.00,1998.00,0.00,0.00,0.00,17274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17204.00,7158.00,7158.00,10046.00,0.00,1998.00,8048.00,0.00,0.00,0.00,0.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9086.00,960.00,-10046.00,9156.00,-70.00
1999:Q3,19483.00,1750.00,1750.00,1750.00,0.00,0.00,0.00,8645.00,8645.00,8566.00,0.00,0.00,0.00,0.00,79.00,0.00,0.00,9088.00,7086.00,2002.00,0.00,0.00,0.00,19483.00,1313.00,22.00,22.00,0.00,878.00,878.00,0.00,413.00,413.00,0.00,17654.00,7086.00,7086.00,10568.00,0.00,2002.00,8566.00,0.00,438.00,438.00,0.00,79.00,79.00,0.00,438.00,1728.00,1728.00,0.00,0.00,0.00,0.00,0.00,0.00,-878.00,-413.00,-9009.00,1559.00,-10568.00,8650.00,-79.00
1999:Q4,22427.00,0.00,0.00,0.00,0.00,0.00,0.00,12789.00,12789.00,8531.00,0.00,0.00,0.00,0.00,4258.00,0.00,0.00,9638.00,7664.00,1974.00,0.00,0.00,0.00,22427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18169.00,7664.00,7664.00,10505.00,0.00,1974.00,8531.00,0.00,0.00,0.00,0.00,4258.00,4258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5380.00,5125.00,-10505.00,9638.00,-4258.00
2000:Q1,17981.00,0.00,0.00,0.00,0.00,0.00,0.00,8994.00,8994.00,8893.00,0.00,0.00,0.00,0.00,101.00,0.00,0.00,8987.00,7073.00,1914.00,0.00,0.00,0.00,17981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17880.00,7073.00,7073.00,10807.00,0.00,1914.00,8893.00,0.00,0.00,0.00,0.00,101.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8886.00,1921.00,-10807.00,8987.00,-101.00
2000:Q2,18089.00,0.00,0.00,0.00,0.00,0.00,0.00,9110.00,9110.00,9010.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,8979.00,7100.00,1879.00,0.00,0.00,0.00,18089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17989.00,7100.00,7100.00,10889.00,0.00,1879.00,9010.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8879.00,2010.00,-10889.00,8979.00,-100.00
2000:Q3,17895.00,0.00,0.00,0.00,0.00,0.00,0.00,9049.00,9049.00,8932.00,0.00,0.00,0.00,0.00,117.00,0.00,0.00,8846.00,6979.00,1867.00,0.00,0.00,0.00,17895.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17778.00,6979.00,6979.00,10799.00,0.00,1867.00,8932.00,0.00,0.00,0.00,0.00,117.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8729.00,2070.00,-10799.00,8846.00,-117.00
2000:Q4,18695.00,0.00,0.00,0.00,0.00,0.00,0.00,9867.00,9867.00,9815.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,8828.00,6949.00,1879.00,0.00,0.00,0.00,18695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18643.00,6949.00,6949.00,11694.00,0.00,1879.00,9815.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8776.00,2918.00,-11694.00,8828.00,-52.00
2001:Q1,19182.00,0.00,0.00,0.00,0.00,0.00,0.00,10144.00,10144.00,10079.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,9038.00,7122.00,1916.00,0.00,0.00,0.00,19182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19117.00,7122.00,7122.00,11995.00,0.00,1916.00,10079.00,0.00,0.00,0.00,0.00,65.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8973.00,3022.00,-11995.00,9038.00,-65.00
2001:Q2,24674.00,4400.00,4400.00,4400.00,0.00,0.00,0.00,10812.00,10812.00,10752.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,9462.00,7523.00,1939.00,0.00,0.00,0.00,24674.00,2025.00,0.00,0.00,0.00,1325.00,1325.00,0.00,700.00,700.00,0.00,20214.00,7523.00,7523.00,12691.00,0.00,1939.00,10752.00,0.00,2375.00,2375.00,0.00,60.00,60.00,0.00,2375.00,4400.00,4400.00,0.00,0.00,0.00,0.00,0.00,0.00,-1325.00,-700.00,-9402.00,3289.00,-12691.00,7087.00,-60.00
2001:Q3,39663.00,7200.00,7200.00,7200.00,0.00,0.00,0.00,10736.00,10736.00,10667.00,0.00,0.00,0.00,0.00,69.00,0.00,0.00,8535.00,6587.00,1948.00,13192.00,13192.00,0.00,39663.00,15686.00,3863.00,3863.00,0.00,11207.00,11207.00,0.00,616.00,616.00,0.00,20927.00,6587.00,6587.00,14340.00,1725.00,1948.00,10667.00,0.00,2981.00,2981.00,0.00,69.00,69.00,0.00,-8486.00,3337.00,3337.00,0.00,0.00,0.00,0.00,0.00,0.00,-11207.00,-616.00,-10191.00,4149.00,-14340.00,5554.00,13123.00
2001:Q4,19504.00,0.00,0.00,0.00,0.00,0.00,0.00,10841.00,10841.00,10752.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,8663.00,6719.00,1944.00,0.00,0.00,0.00,19504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19415.00,6719.00,6719.00,12696.00,0.00,1944.00,10752.00,0.00,0.00,0.00,0.00,89.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8574.00,4122.00,-12696.00,8663.00,-89.00
2002:Q1,20754.00,0.00,0.00,0.00,0.00,0.00,0.00,12113.00,12113.00,12012.00,0.00,0.00,-2.00,0.00,103.00,0.00,0.00,8641.00,6714.00,1927.00,0.00,0.00,0.00,20754.00,-2.00,0.00,0.00,0.00,-2.00,0.00,-2.00,0.00,0.00,0.00,20653.00,6714.00,6714.00,13939.00,0.00,1927.00,12012.00,0.00,0.00,0.00,0.00,103.00,103.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,-8540.00,5399.00,-13939.00,8641.00,-103.00
2002:Q2,19545.00,0.00,0.00,0.00,0.00,0.00,0.00,11388.00,11388.00,11283.00,0.00,0.00,0.00,0.00,105.00,0.00,0.00,8157.00,6273.00,1884.00,0.00,0.00,0.00,19545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19440.00,6273.00,6273.00,13167.00,0.00,1884.00,11283.00,0.00,0.00,0.00,0.00,105.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8052.00,5115.00,-13167.00,8157.00,-105.00
2002:Q3,19761.00,0.00,0.00,0.00,0.00,0.00,0.00,11344.00,11344.00,11168.00,0.00,0.00,3.00,0.00,173.00,0.00,0.00,8417.00,6602.00,1815.00,0.00,0.00,0.00,19761.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,19585.00,6602.00,6602.00,12983.00,0.00,1815.00,11168.00,0.00,0.00,0.00,0.00,173.00,173.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,-8241.00,4742.00,-12983.00,8417.00,-173.00
2002:Q4,22284.00,0.00,0.00,0.00,0.00,0.00,0.00,14850.00,14850.00,11079.00,0.00,0.00,8.00,3592.00,171.00,0.00,0.00,7434.00,5713.00,1721.00,0.00,0.00,0.00,22284.00,8.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,18513.00,5713.00,5713.00,12800.00,0.00,1721.00,11079.00,0.00,3592.00,0.00,3592.00,171.00,171.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,-3663.00,9137.00,-12800.00,3842.00,-171.00
2003:Q1,21340.00,0.00,0.00,0.00,0.00,0.00,0.00,14108.00,14108.00,10303.00,0.00,0.00,15.00,3622.00,168.00,0.00,0.00,7232.00,5631.00,1601.00,0.00,0.00,0.00,21340.00,15.00,0.00,0.00,0.00,15.00,0.00,15.00,0.00,0.00,0.00,17535.00,5631.00,5631.00,11904.00,0.00,1601.00,10303.00,0.00,3622.00,0.00,3622.00,168.00,168.00,0.00,-15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.00,0.00,-3427.00,8477.00,-11904.00,3610.00,-168.00
2003:Q2,23796.00,0.00,0.00,0.00,0.00,0.00,0.00,17142.00,17142.00,12095.00,0.00,0.00,21.00,3669.00,1358.00,0.00,0.00,6654.00,5142.00,1512.00,0.00,0.00,0.00,23796.00,21.00,0.00,0.00,0.00,21.00,0.00,21.00,0.00,0.00,0.00,18749.00,5142.00,5142.00,13607.00,0.00,1512.00,12095.00,0.00,3669.00,0.00,3669.00,1358.00,1358.00,0.00,-21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.00,0.00,-1607.00,12000.00,-13607.00,2985.00,-1358.00
2003:Q3,22823.00,0.00,0.00,0.00,0.00,0.00,0.00,16177.00,16177.00,11832.00,0.00,0.00,26.00,3735.00,585.00,0.00,0.00,6646.00,5193.00,1453.00,0.00,0.00,0.00,22823.00,26.00,0.00,0.00,0.00,26.00,0.00,26.00,0.00,0.00,0.00,18478.00,5193.00,5193.00,13285.00,0.00,1453.00,11832.00,0.00,3735.00,0.00,3735.00,585.00,585.00,0.00,-26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,0.00,-2301.00,10984.00,-13285.00,2911.00,-585.00
2003:Q4,23091.00,0.00,0.00,0.00,0.00,0.00,0.00,15657.00,15657.00,11731.00,0.00,0.00,29.00,3816.00,80.00,0.00,0.00,7434.00,6010.00,1424.00,0.00,0.00,0.00,23091.00,29.00,0.00,0.00,0.00,29.00,0.00,29.00,0.00,0.00,0.00,19165.00,6010.00,6010.00,13155.00,0.00,1424.00,11731.00,0.00,3816.00,0.00,3816.00,80.00,80.00,0.00,-29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.00,0.00,-3509.00,9647.00,-13155.00,3618.00,-80.00
2004:Q1,23094.00,0.00,0.00,0.00,0.00,0.00,0.00,15779.00,15779.00,11683.00,0.00,0.00,32.00,3939.00,126.00,0.00,0.00,7315.00,5889.00,1426.00,0.00,0.00,0.00,23094.00,32.00,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,18998.00,5889.00,5889.00,13109.00,0.00,1426.00,11683.00,0.00,3939.00,0.00,3939.00,126.00,126.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,-3219.00,9890.00,-13109.00,3376.00,-126.00
2004:Q2,22536.00,0.00,0.00,0.00,0.00,0.00,0.00,15067.00,15067.00,10945.00,0.00,0.00,32.00,4028.00,63.00,0.00,0.00,7469.00,6048.00,1421.00,0.00,0.00,0.00,22536.00,32.00,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,18414.00,6048.00,6048.00,12366.00,0.00,1421.00,10945.00,0.00,4028.00,0.00,4028.00,63.00,63.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,-3347.00,9019.00,-12366.00,3441.00,-63.00
2004:Q3,50894.00,17308.00,17308.00,17308.00,0.00,0.00,0.00,21828.00,17364.00,12665.00,0.00,0.00,29.00,4075.00,595.00,4464.00,4464.00,8067.00,6659.00,1408.00,3691.00,3691.00,0.00,50894.00,12724.00,1126.00,1126.00,0.00,6569.00,6540.00,29.00,5028.00,5028.00,0.00,20732.00,6659.00,6659.00,14073.00,0.00,1408.00,12665.00,0.00,16844.00,12769.00,4075.00,595.00,595.00,0.00,4585.00,16182.00,16182.00,0.00,0.00,0.00,0.00,0.00,0.00,-6569.00,-5028.00,1096.00,10705.00,-9609.00,-8777.00,3097.00
2004:Q4,23152.00,0.00,0.00,0.00,0.00,0.00,0.00,15745.00,15745.00,11502.00,0.00,0.00,25.00,4083.00,136.00,0.00,0.00,7407.00,6019.00,1388.00,0.00,0.00,0.00,23152.00,25.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,0.00,18909.00,6019.00,6019.00,12890.00,0.00,1388.00,11502.00,0.00,4083.00,0.00,4083.00,136.00,136.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,0.00,-3164.00,9726.00,-12890.00,3324.00,-136.00
2005:Q1,26080.00,0.00,0.00,0.00,0.00,0.00,0.00,18522.00,18522.00,12331.00,0.00,0.00,18.00,3931.00,2242.00,0.00,0.00,7558.00,6199.00,1359.00,0.00,0.00,0.00,26080.00,18.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00,0.00,0.00,19889.00,6199.00,6199.00,13690.00,0.00,1359.00,12331.00,0.00,3931.00,0.00,3931.00,2242.00,2242.00,0.00,-18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.00,0.00,-1367.00,12323.00,-13690.00,3627.00,-2242.00
2005:Q2,24198.00,0.00,0.00,0.00,0.00,0.00,0.00,16809.00,16809.00,12698.00,0.00,0.00,13.00,3930.00,169.00,0.00,0.00,7389.00,6053.00,1336.00,0.00,0.00,0.00,24198.00,13.00,0.00,0.00,0.00,13.00,0.00,13.00,0.00,0.00,0.00,20087.00,6053.00,6053.00,14034.00,0.00,1336.00,12698.00,0.00,3930.00,0.00,3930.00,169.00,169.00,0.00,-13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.00,0.00,-3278.00,10756.00,-14034.00,3459.00,-169.00
2005:Q3,84647.00,27879.00,27879.00,27879.00,0.00,0.00,0.00,33787.00,33146.00,12004.00,17100.00,0.00,9.00,3930.00,104.00,641.00,641.00,7601.00,6284.00,1317.00,15380.00,15380.00,0.00,84647.00,26150.00,945.00,945.00,0.00,13580.00,13571.00,9.00,11625.00,11625.00,0.00,21655.00,6284.00,6284.00,15371.00,2050.00,1317.00,12004.00,0.00,36739.00,32809.00,3930.00,104.00,104.00,0.00,1729.00,26934.00,26934.00,0.00,0.00,0.00,0.00,0.00,0.00,-13580.00,-11625.00,12133.00,26862.00,-14730.00,-29138.00,15277.00
2005:Q4,31382.00,978.00,978.00,978.00,0.00,0.00,0.00,22647.00,16847.00,12399.00,200.00,0.00,7.00,4152.00,89.00,5800.00,5800.00,7757.00,6453.00,1304.00,0.00,0.00,0.00,31382.00,3537.00,188.00,188.00,0.00,1907.00,1900.00,7.00,1442.00,1442.00,0.00,20156.00,6453.00,6453.00,13703.00,0.00,1304.00,12399.00,0.00,7600.00,3448.00,4152.00,89.00,89.00,0.00,-2559.00,790.00,790.00,0.00,0.00,0.00,0.00,0.00,0.00,-1907.00,-1442.00,2491.00,10394.00,-7903.00,157.00,-89.00
2006:Q1,27910.00,0.00,0.00,0.00,0.00,0.00,0.00,18731.00,18731.00,13282.00,0.00,0.00,7.00,4153.00,1289.00,0.00,0.00,9179.00,7884.00,1295.00,0.00,0.00,0.00,27910.00,7.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,22461.00,7884.00,7884.00,14577.00,0.00,1295.00,13282.00,0.00,4153.00,0.00,4153.00,1289.00,1289.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,-3730.00,10847.00,-14577.00,5026.00,-1289.00
2006:Q2,25815.00,0.00,0.00,0.00,0.00,0.00,0.00,17876.00,17876.00,13161.00,0.00,0.00,7.00,4152.00,557.00,0.00,0.00,7939.00,6655.00,1284.00,0.00,0.00,0.00,25815.00,7.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,21100.00,6655.00,6655.00,14445.00,0.00,1284.00,13161.00,0.00,4152.00,0.00,4152.00,557.00,557.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,-3224.00,11221.00,-14445.00,3787.00,-557.00
2006:Q3,25401.00,0.00,0.00,0.00,0.00,0.00,0.00,17356.00,17356.00,13125.00,0.00,0.00,7.00,4152.00,72.00,0.00,0.00,8045.00,6777.00,1268.00,0.00,0.00,0.00,25401.00,7.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,21170.00,6777.00,6777.00,14393.00,0.00,1268.00,13125.00,0.00,4152.00,0.00,4152.00,72.00,72.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,-3814.00,10579.00,-14393.00,3893.00,-72.00
2006:Q4,24843.00,0.00,0.00,0.00,0.00,0.00,0.00,17078.00,17078.00,13098.00,0.00,0.00,7.00,3902.00,71.00,0.00,0.00,7765.00,6517.00,1248.00,0.00,0.00,0.00,24843.00,7.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,20863.00,6517.00,6517.00,14346.00,0.00,1248.00,13098.00,0.00,3902.00,0.00,3902.00,71.00,71.00,0.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,0.00,-3785.00,10561.00,-14346.00,3863.00,-71.00
2007:Q1,26531.00,0.00,0.00,0.00,0.00,0.00,0.00,19156.00,19156.00,12397.00,0.00,0.00,8.00,6687.00,65.00,0.00,0.00,7375.00,6152.00,1223.00,0.00,0.00,0.00,26531.00,8.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,19772.00,6152.00,6152.00,13620.00,0.00,1223.00,12397.00,0.00,6687.00,0.00,6687.00,65.00,65.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,-616.00,13004.00,-13620.00,688.00,-65.00
2007:Q2,28647.00,0.00,0.00,0.00,0.00,0.00,0.00,20762.00,20762.00,13948.00,0.00,0.00,8.00,6687.00,119.00,0.00,0.00,7885.00,6656.00,1229.00,0.00,0.00,0.00,28647.00,8.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,21833.00,6656.00,6656.00,15177.00,0.00,1229.00,13948.00,0.00,6687.00,0.00,6687.00,119.00,119.00,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,-1071.00,14106.00,-15177.00,1198.00,-119.00
