1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q1,593909.00,15588.00,368369.00,115513.00,57853.00,30805.00,360.00,17688.00,9000.00,0.00,36586.00,8579.00,13018.00,14989.00,593909.00,0.00,526070.00,61782.00,6057.00,0.00
1984:Q2,620232.00,13451.00,388451.00,121669.00,60752.00,34169.00,381.00,17641.00,8561.00,0.00,35909.00,9628.00,12679.00,13602.00,620232.00,0.00,552761.00,61125.00,6346.00,0.00
1984:Q3,624122.00,9643.00,391315.00,126719.00,62805.00,34530.00,395.00,17880.00,10000.00,0.00,33640.00,8765.00,11250.00,13625.00,624122.00,0.00,556205.00,61274.00,6643.00,0.00
1984:Q4,654630.00,13586.00,411929.00,129331.00,68993.00,35506.00,400.00,21692.00,11395.00,0.00,30791.00,7602.00,11004.00,12185.00,654630.00,0.00,580948.00,66656.00,7026.00,0.00
1985:Q1,656948.00,12984.00,422840.00,129531.00,62927.00,31950.00,410.00,19567.00,11000.00,0.00,28666.00,6461.00,9800.00,12405.00,656948.00,0.00,584407.00,65028.00,7513.00,0.00
1985:Q2,670029.00,19535.00,425185.00,132549.00,65321.00,29795.00,475.00,24395.00,10656.00,0.00,27439.00,6353.00,9966.00,11120.00,670029.00,0.00,594128.00,67774.00,8127.00,0.00
1985:Q3,685770.00,15162.00,434380.00,132975.00,73500.00,35495.00,570.00,25835.00,11600.00,0.00,29753.00,6702.00,11383.00,11668.00,685770.00,0.00,603841.00,73222.00,8707.00,0.00
1985:Q4,815582.00,19014.00,453930.00,131382.00,75702.00,33052.00,680.00,29462.00,12508.00,0.00,135554.00,26966.00,11399.00,97189.00,815582.00,0.00,650886.00,155605.00,9091.00,0.00
1986:Q1,815015.00,18298.00,460434.00,130931.00,73268.00,31560.00,770.00,28838.00,12100.00,0.00,132084.00,27137.00,10783.00,94164.00,815015.00,0.00,652102.00,153621.00,9292.00,0.00
1986:Q2,827298.00,12210.00,469700.00,132147.00,83179.00,41545.00,860.00,29035.00,11739.00,0.00,130062.00,25674.00,12432.00,91956.00,827298.00,0.00,661145.00,156824.00,9329.00,0.00
1986:Q3,825152.00,6335.00,471790.00,132675.00,84827.00,46767.00,951.00,23580.00,13529.00,0.00,129525.00,25525.00,11151.00,92849.00,825152.00,0.00,651286.00,164570.00,9296.00,0.00
1986:Q4,888321.00,17485.00,519640.00,131977.00,84199.00,45700.00,1020.00,24261.00,13218.00,0.00,135020.00,25873.00,12910.00,96237.00,888321.00,0.00,694755.00,184276.00,9290.00,0.00
1987:Q1,861602.00,15274.00,504674.00,131935.00,76640.00,40011.00,1145.00,21884.00,13600.00,0.00,133079.00,28642.00,9963.00,94474.00,861602.00,0.00,664826.00,187495.00,9281.00,0.00
1987:Q2,867343.00,13986.00,508793.00,136343.00,77563.00,40238.00,1270.00,22760.00,13295.00,0.00,130658.00,26375.00,10416.00,93867.00,867343.00,0.00,667495.00,190610.00,9238.00,0.00
1987:Q3,876611.00,19189.00,512770.00,139569.00,75733.00,35257.00,1400.00,25253.00,13823.00,0.00,129350.00,25086.00,9675.00,94589.00,876611.00,0.00,673491.00,193935.00,9185.00,0.00
1987:Q4,891110.00,17870.00,524047.00,140669.00,71947.00,37380.00,1520.00,19116.00,13931.00,0.00,136577.00,26331.00,8952.00,101294.00,891110.00,0.00,676899.00,205063.00,9148.00,0.00
1988:Q1,888749.00,16412.00,527446.00,142093.00,70280.00,33271.00,1719.00,20744.00,14546.00,0.00,132518.00,26698.00,8993.00,96827.00,888749.00,0.00,678066.00,201470.00,9213.00,0.00
1988:Q2,910368.00,17010.00,543546.00,146079.00,73472.00,38082.00,2017.00,18955.00,14418.00,0.00,130261.00,26573.00,9421.00,94267.00,910368.00,0.00,691485.00,209544.00,9339.00,0.00
1988:Q3,903469.00,18247.00,544311.00,148502.00,68984.00,35066.00,2107.00,18193.00,13618.00,0.00,123425.00,26350.00,8818.00,88257.00,903469.00,0.00,690642.00,203353.00,9474.00,0.00
1988:Q4,930859.00,18250.00,565416.00,149960.00,74218.00,38411.00,3101.00,19084.00,13622.00,0.00,123015.00,25743.00,8968.00,88304.00,930859.00,0.00,702684.00,218611.00,9564.00,0.00
1989:Q1,929434.00,15443.00,568118.00,151423.00,71326.00,33595.00,3841.00,19626.00,14264.00,0.00,123124.00,25880.00,8696.00,88548.00,929434.00,0.00,701277.00,218586.00,9571.00,0.00
1989:Q2,939230.00,14505.00,577005.00,156759.00,76976.00,37308.00,3957.00,22052.00,13659.00,0.00,113985.00,25379.00,9393.00,79213.00,939230.00,0.00,718685.00,211092.00,9453.00,0.00
1989:Q3,944884.00,8084.00,580513.00,160650.00,86344.00,46179.00,4020.00,23002.00,13143.00,0.00,109293.00,24882.00,9872.00,74539.00,944884.00,0.00,721493.00,213966.00,9425.00,0.00
1989:Q4,970134.00,8705.00,604541.00,162723.00,89389.00,51599.00,4090.00,21011.00,12689.00,0.00,104776.00,23392.00,10072.00,71312.00,970134.00,0.00,722461.00,220089.00,9702.00,17882.00
1990:Q1,947891.00,1295.00,598251.00,162736.00,89163.00,52179.00,4160.00,20113.00,12711.00,0.00,96446.00,20995.00,8227.00,67224.00,947891.00,0.00,711453.00,208409.00,10376.00,17653.00
1990:Q2,956653.00,1994.00,600956.00,165597.00,91009.00,55729.00,4230.00,19180.00,11870.00,0.00,97097.00,20620.00,8000.00,68477.00,956653.00,0.00,713344.00,214345.00,11541.00,17423.00
1990:Q3,947364.00,10161.00,592325.00,166892.00,85465.00,52244.00,4300.00,18495.00,10426.00,0.00,92521.00,19416.00,8871.00,64234.00,947364.00,0.00,703678.00,213888.00,12609.00,17189.00
1990:Q4,944337.00,9592.00,594058.00,166680.00,84896.00,54845.00,4370.00,15885.00,9796.00,0.00,89111.00,17063.00,6850.00,65198.00,944337.00,0.00,693773.00,220614.00,12994.00,16956.00
1991:Q1,926145.00,-1415.00,581381.00,165656.00,91019.00,61070.00,4440.00,16642.00,8867.00,0.00,89504.00,15449.00,7986.00,66069.00,926145.00,0.00,674611.00,222155.00,12687.00,16692.00
1991:Q2,914790.00,2413.00,565328.00,167327.00,93401.00,61651.00,4514.00,19038.00,8198.00,0.00,86321.00,15476.00,7769.00,63076.00,914790.00,0.00,658823.00,227865.00,11678.00,16424.00
1991:Q3,906970.00,12142.00,552776.00,167718.00,85759.00,54458.00,4631.00,18954.00,7716.00,0.00,88575.00,15618.00,8362.00,64595.00,906970.00,0.00,640081.00,240145.00,10590.00,16154.00
1991:Q4,902841.00,7740.00,542316.00,166737.00,95585.00,62284.00,5000.00,22136.00,6165.00,0.00,90463.00,13389.00,7929.00,69145.00,902841.00,0.00,623568.00,253349.00,10040.00,15884.00
1992:Q1,889560.00,3291.00,536795.00,165571.00,97019.00,64547.00,5458.00,21357.00,5657.00,0.00,86884.00,12130.00,8047.00,66707.00,889560.00,0.00,618171.00,245892.00,10089.00,15408.00
1992:Q2,891201.00,9630.00,525425.00,168579.00,95713.00,63169.00,5609.00,21645.00,5290.00,0.00,91854.00,11388.00,9491.00,70975.00,891201.00,0.00,611191.00,254924.00,10155.00,14931.00
1992:Q3,885229.00,5834.00,517213.00,170036.00,100696.00,66878.00,5943.00,22725.00,5150.00,0.00,91450.00,9405.00,9943.00,72102.00,885229.00,0.00,605986.00,254582.00,10211.00,14450.00
1992:Q4,880483.00,14729.00,513956.00,169474.00,97217.00,64294.00,3745.00,25380.00,3798.00,0.00,85107.00,8856.00,8331.00,67920.00,880483.00,0.00,598445.00,257870.00,10200.00,13968.00
1993:Q1,852361.00,14762.00,508097.00,165010.00,84652.00,54163.00,3600.00,23131.00,3758.00,0.00,79840.00,7566.00,8943.00,63331.00,852361.00,0.00,590118.00,238109.00,10113.00,14021.00
1993:Q2,864183.00,14830.00,507802.00,170132.00,92636.00,57238.00,3585.00,27947.00,3866.00,0.00,78783.00,6954.00,10231.00,61598.00,864183.00,0.00,601209.00,238964.00,9935.00,14075.00
1993:Q3,864925.00,21365.00,500974.00,170403.00,90166.00,53107.00,3526.00,29237.00,4296.00,0.00,82017.00,11552.00,10362.00,60103.00,864925.00,0.00,603201.00,237834.00,9760.00,14130.00
1993:Q4,878858.00,23573.00,506662.00,173860.00,91262.00,50591.00,3554.00,32473.00,4644.00,0.00,83501.00,12239.00,9585.00,61677.00,878858.00,0.00,611946.00,243052.00,9676.00,14184.00
1994:Q1,875298.00,25143.00,513380.00,175713.00,86683.00,43690.00,4200.00,34081.00,4712.00,0.00,74379.00,5767.00,10107.00,58505.00,875298.00,0.00,614750.00,236363.00,9780.00,14405.00
1994:Q2,884979.00,25786.00,523931.00,182362.00,78127.00,37894.00,4900.00,29090.00,6243.00,0.00,74773.00,5127.00,9154.00,60492.00,884979.00,0.00,627871.00,232736.00,9743.00,14629.00
1994:Q3,895835.00,28984.00,535278.00,187235.00,71688.00,34077.00,5700.00,25317.00,6594.00,0.00,72650.00,5261.00,9811.00,57578.00,895835.00,0.00,634364.00,236417.00,10199.00,14855.00
1994:Q4,923422.00,32285.00,554175.00,189177.00,74770.00,33535.00,6033.00,27301.00,7901.00,0.00,73015.00,4933.00,9214.00,58868.00,923422.00,0.00,649860.00,247135.00,11346.00,15081.00
1995:Q1,952222.00,34589.00,584346.00,191612.00,68487.00,30665.00,5700.00,24412.00,7710.00,0.00,73188.00,4719.00,9172.00,59297.00,952222.00,0.00,671617.00,253802.00,11625.00,15178.00
1995:Q2,993361.00,40095.00,605399.00,197179.00,74639.00,34601.00,4923.00,29068.00,6047.00,0.00,76049.00,4323.00,9904.00,61822.00,993361.00,0.00,699055.00,266850.00,12179.00,15277.00
1995:Q3,1011535.00,42581.00,615857.00,200339.00,76517.00,35427.00,4479.00,29991.00,6620.00,0.00,76241.00,4474.00,10901.00,60866.00,1011535.00,0.00,710853.00,272684.00,12622.00,15376.00
1995:Q4,1034405.00,50796.00,631494.00,200633.00,71905.00,31790.00,5024.00,27783.00,7308.00,0.00,79577.00,4711.00,11177.00,63689.00,1034405.00,0.00,724204.00,281581.00,13145.00,15475.00
1996:Q1,1040597.00,35314.00,629014.00,204222.00,91000.00,38392.00,5569.00,29114.00,17925.00,0.00,81047.00,4213.00,12406.00,64428.00,1040597.00,0.00,737862.00,286468.00,13661.00,2606.00
1996:Q2,1069208.00,43517.00,637524.00,212589.00,87484.00,37344.00,6332.00,27051.00,16757.00,0.00,88094.00,5294.00,13830.00,68970.00,1069208.00,0.00,752938.00,299397.00,14177.00,2696.00
1996:Q3,1096324.00,44015.00,654084.00,225786.00,87595.00,38418.00,7242.00,25665.00,16270.00,0.00,84844.00,5415.00,12840.00,66589.00,1096324.00,0.00,771271.00,307768.00,14506.00,2779.00
1996:Q4,1119248.00,40683.00,662307.00,229829.00,96762.00,40315.00,7757.00,30740.00,17950.00,0.00,89667.00,5186.00,14518.00,69963.00,1119248.00,0.00,784847.00,316959.00,14581.00,2861.00
1997:Q1,1159181.00,50456.00,681234.00,242272.00,93816.00,38940.00,8428.00,31966.00,14482.00,0.00,91403.00,4211.00,13930.00,73262.00,1159181.00,0.00,817211.00,324440.00,14666.00,2864.00
1997:Q2,1202157.00,58672.00,694276.00,256238.00,94065.00,36288.00,10981.00,32341.00,14455.00,0.00,98906.00,4260.00,13633.00,81013.00,1202157.00,0.00,845695.00,338442.00,15053.00,2967.00
1997:Q3,1210998.00,34233.00,701623.00,264294.00,111084.00,48254.00,11668.00,33447.00,17715.00,0.00,99764.00,4383.00,13351.00,82030.00,1210998.00,0.00,860989.00,331612.00,15360.00,3037.00
1997:Q4,1259325.00,50518.00,716874.00,276569.00,109447.00,40292.00,17621.00,33883.00,17651.00,0.00,105917.00,4441.00,14005.00,87471.00,1259325.00,0.00,896943.00,343818.00,15465.00,3099.00
1998:Q1,1280214.00,53429.00,725632.00,277519.00,116854.00,38919.00,22923.00,36812.00,18200.00,0.00,106780.00,4751.00,13227.00,88802.00,1280214.00,0.00,922461.00,339218.00,15417.00,3118.00
1998:Q2,1331076.00,53403.00,753419.00,289583.00,125033.00,40322.00,26241.00,37895.00,20575.00,0.00,109638.00,5000.00,15022.00,89616.00,1331076.00,0.00,969345.00,342600.00,15957.00,3174.00
1998:Q3,1358587.00,43941.00,776540.00,297104.00,133342.00,44327.00,33485.00,31843.00,23687.00,0.00,107660.00,4773.00,13997.00,88890.00,1358587.00,0.00,995400.00,343748.00,16201.00,3238.00
1998:Q4,1392589.00,42942.00,797482.00,302099.00,138754.00,46325.00,33611.00,31107.00,27711.00,0.00,111312.00,5883.00,13279.00,92150.00,1392589.00,0.00,1035979.00,336750.00,16328.00,3532.00
1999:Q1,1397742.00,36259.00,807849.00,313185.00,131960.00,45292.00,28726.00,29102.00,28840.00,0.00,108489.00,5990.00,12706.00,89793.00,1397742.00,0.00,1059064.00,319312.00,15820.00,3546.00
1999:Q2,1412852.00,30726.00,812029.00,320662.00,144473.00,47289.00,28402.00,32279.00,36503.00,0.00,104962.00,5587.00,13800.00,85575.00,1412852.00,0.00,1090947.00,302007.00,16231.00,3667.00
1999:Q3,1437829.00,25178.00,829215.00,335401.00,142573.00,50156.00,27265.00,28690.00,36462.00,0.00,105462.00,6144.00,10981.00,88337.00,1437829.00,0.00,1114587.00,303133.00,16318.00,3791.00
1999:Q4,1481677.00,19336.00,846082.00,351696.00,158862.00,60115.00,24201.00,33410.00,41136.00,0.00,105701.00,6039.00,9897.00,89765.00,1481677.00,0.00,1153782.00,307127.00,16863.00,3905.00
2000:Q1,1502091.00,19478.00,861373.00,360317.00,157632.00,54342.00,23538.00,36281.00,43471.00,0.00,103291.00,5600.00,11439.00,86252.00,1502091.00,0.00,1177411.00,302637.00,17810.00,4233.00
2000:Q2,1548246.00,15223.00,883326.00,384670.00,161827.00,61700.00,21256.00,33906.00,44965.00,0.00,103200.00,5779.00,12034.00,85387.00,1548246.00,0.00,1222404.00,303429.00,17998.00,4415.00
2000:Q3,1561001.00,13665.00,891392.00,390255.00,159793.00,64745.00,18682.00,35157.00,41209.00,0.00,105896.00,6053.00,12562.00,87281.00,1561001.00,0.00,1233211.00,304834.00,18389.00,4567.00
2000:Q4,1594824.00,14942.00,901299.00,402119.00,161945.00,63764.00,19421.00,33114.00,45646.00,0.00,114519.00,6232.00,13241.00,95046.00,1594824.00,0.00,1247441.00,324484.00,17973.00,4926.00
2001:Q1,1587241.00,3712.00,889452.00,414191.00,164746.00,70262.00,16497.00,32119.00,45868.00,0.00,115140.00,6278.00,16418.00,92444.00,1587241.00,0.00,1240110.00,324083.00,18100.00,4948.00
2001:Q2,1557263.00,4297.00,854408.00,427553.00,165887.00,76713.00,16226.00,33312.00,39636.00,0.00,105118.00,5870.00,24393.00,74855.00,1557263.00,0.00,1229037.00,304403.00,18418.00,5405.00
2001:Q3,1548327.00,5302.00,829574.00,436375.00,172958.00,76020.00,14960.00,35736.00,46242.00,0.00,104118.00,6439.00,23935.00,73744.00,1548327.00,0.00,1223088.00,301097.00,18575.00,5567.00
2001:Q4,1508955.00,-1204.00,796820.00,445635.00,168340.00,84305.00,16370.00,28281.00,39384.00,0.00,99364.00,6593.00,20033.00,72738.00,1508955.00,0.00,1184173.00,296670.00,22502.00,5610.00
2002:Q1,1494483.00,-5127.00,783066.00,449460.00,169035.00,82801.00,15869.00,28848.00,41517.00,0.00,98049.00,6251.00,17392.00,74406.00,1494483.00,0.00,1161845.00,304713.00,22231.00,5694.00
2002:Q2,1463696.00,-14386.00,735625.00,457797.00,182508.00,94207.00,16814.00,31168.00,40319.00,0.00,102152.00,6462.00,19909.00,75781.00,1463696.00,0.00,1142320.00,292496.00,22371.00,6509.00
2002:Q3,1439661.00,-37337.00,715872.00,463866.00,200596.00,120252.00,16751.00,26158.00,37435.00,0.00,96664.00,7042.00,15685.00,73937.00,1439661.00,0.00,1132787.00,277761.00,22417.00,6696.00
2002:Q4,1410445.00,-25207.00,693430.00,469317.00,180223.00,101111.00,18141.00,22265.00,38706.00,0.00,92682.00,6946.00,11346.00,74390.00,1410445.00,0.00,1117789.00,267020.00,18156.00,7480.00
2003:Q1,1395925.00,-18144.00,668649.00,469833.00,180054.00,96755.00,18988.00,27333.00,36978.00,0.00,95533.00,6314.00,16455.00,72764.00,1395925.00,0.00,1104205.00,266258.00,17969.00,7493.00
2003:Q2,1386224.00,-28273.00,638088.00,473866.00,211684.00,111156.00,16304.00,34134.00,50090.00,0.00,90859.00,6421.00,16873.00,67565.00,1386224.00,0.00,1101911.00,257722.00,18175.00,8416.00
2003:Q3,1363211.00,-36913.00,622539.00,476920.00,209852.00,111522.00,17142.00,29357.00,51831.00,0.00,90813.00,5831.00,16607.00,68375.00,1363211.00,0.00,1097719.00,238610.00,18135.00,8747.00
2003:Q4,1396497.00,3200.00,614050.00,479685.00,207387.00,106923.00,17751.00,28518.00,54195.00,0.00,92175.00,5940.00,16851.00,69384.00,1396497.00,0.00,1114089.00,254182.00,18493.00,9733.00
2004:Q1,1379607.00,465.00,580428.00,492506.00,216787.00,110604.00,17448.00,33296.00,55439.00,0.00,89421.00,6769.00,17221.00,65431.00,1379607.00,0.00,1100721.00,250085.00,18983.00,9818.00
2004:Q2,1400103.00,2236.00,582182.00,500461.00,223698.00,119173.00,20513.00,30429.00,53583.00,0.00,91526.00,7010.00,19136.00,65380.00,1400103.00,0.00,1121692.00,248703.00,19537.00,10171.00
2004:Q3,1410956.00,-25629.00,592700.00,507169.00,246240.00,131173.00,21266.00,33284.00,60517.00,0.00,90476.00,6699.00,18790.00,64987.00,1410956.00,0.00,1133145.00,245162.00,19565.00,13084.00
2004:Q4,1449329.00,-16823.00,618004.00,512636.00,242385.00,136948.00,24909.00,30157.00,50371.00,0.00,93127.00,6925.00,20317.00,65885.00,1449329.00,0.00,1154738.00,259713.00,20284.00,14594.00
2005:Q1,1466954.00,-31140.00,610884.00,548794.00,239770.00,133272.00,26881.00,31136.00,48481.00,0.00,98646.00,6723.00,24238.00,67685.00,1466954.00,0.00,1150900.00,280781.00,20519.00,14754.00
2005:Q2,1520888.00,-21297.00,617055.00,590195.00,240887.00,129889.00,28286.00,32350.00,50362.00,0.00,94048.00,6023.00,20261.00,67764.00,1520888.00,0.00,1191708.00,289832.00,22217.00,17131.00
2005:Q3,1549415.00,-21366.00,589699.00,631127.00,250814.00,138823.00,31373.00,33352.00,47266.00,0.00,99141.00,3513.00,24917.00,70711.00,1549415.00,0.00,1204264.00,305561.00,21857.00,17733.00
2005:Q4,1620411.00,-16519.00,590885.00,670525.00,265076.00,142103.00,33336.00,37379.00,52258.00,0.00,110444.00,3338.00,25326.00,81780.00,1620411.00,0.00,1243320.00,331710.00,25911.00,19470.00
2006:Q1,1672214.00,-9734.00,600603.00,696840.00,274322.00,137421.00,34494.00,44373.00,58034.00,0.00,110183.00,2881.00,23963.00,83339.00,1672214.00,0.00,1269972.00,356290.00,26393.00,19559.00
2006:Q2,1723528.00,5042.00,598889.00,727832.00,272050.00,136939.00,35881.00,45198.00,54032.00,0.00,119715.00,3213.00,25629.00,90873.00,1723528.00,0.00,1309938.00,368875.00,23028.00,21687.00
2006:Q3,1764096.00,12825.00,607586.00,757482.00,268344.00,131487.00,37390.00,45771.00,53696.00,0.00,117859.00,3108.00,22624.00,92127.00,1764096.00,0.00,1324107.00,393300.00,24476.00,22213.00
2006:Q4,1818538.00,30935.00,612930.00,785817.00,261491.00,129240.00,28356.00,48460.00,55435.00,0.00,127365.00,2617.00,28254.00,96494.00,1818538.00,0.00,1363516.00,406902.00,25617.00,22503.00
2007:Q1,1838380.00,20530.00,612061.00,819379.00,277989.00,138132.00,35019.00,49889.00,54949.00,0.00,108421.00,2613.00,25321.00,80487.00,1838380.00,0.00,1362005.00,427557.00,24692.00,24126.00
2007:Q2,1906038.00,9712.00,614730.00,856401.00,305756.00,153453.00,33558.00,50616.00,68129.00,0.00,119439.00,2720.00,33003.00,83716.00,1906038.00,0.00,1411984.00,444116.00,23615.00,26323.00
2007:Q3,2048692.00,21164.00,670998.00,891441.00,335571.00,176736.00,30977.00,56090.00,71768.00,0.00,129518.00,2657.00,38321.00,88540.00,2048692.00,0.00,1502517.00,495136.00,24173.00,26866.00
2007:Q4,2146994.00,21793.00,715722.00,926667.00,345562.00,182006.00,33157.00,52458.00,77941.00,0.00,137250.00,2847.00,37198.00,97205.00,2146994.00,0.00,1577895.00,520395.00,21397.00,27307.00
2008:Q1,2273294.00,30738.00,752754.00,953754.00,385731.00,183388.00,34194.00,94009.00,74140.00,0.00,150317.00,2880.00,48253.00,99184.00,2273294.00,39743.00,1646658.00,537189.00,21418.00,28286.00
2008:Q2,2282234.00,-4213.00,759907.00,986505.00,392828.00,197585.00,29526.00,43479.00,93410.00,28828.00,147207.00,4145.00,44733.00,98329.00,2282234.00,30283.00,1669112.00,530768.00,21052.00,31019.00
2008:Q3,2634950.00,20549.00,783204.00,1016752.00,661457.00,180873.00,32435.00,257208.00,100870.00,90071.00,152988.00,3896.00,50018.00,99074.00,2634950.00,289805.00,1738656.00,553738.00,20883.00,31868.00
2008:Q4,2834204.00,26429.00,779878.00,1046247.00,829266.00,174924.00,32842.00,85291.00,91282.00,444927.00,152384.00,4561.00,42617.00,105206.00,2834204.00,490411.00,1714389.00,577593.00,19718.00,32093.00
2009:Q1,2625654.00,-60860.00,720257.00,1031753.00,785078.00,167193.00,30072.00,58456.00,165695.00,363662.00,149426.00,4686.00,38977.00,105763.00,2625654.00,388763.00,1636278.00,548334.00,19723.00,32556.00
2009:Q2,2389780.00,-42085.00,661328.00,1003349.00,624901.00,177464.00,23445.00,39091.00,161149.00,223752.00,142287.00,4818.00,34643.00,102826.00,2389780.00,253934.00,1571431.00,509937.00,18619.00,35859.00
2009:Q3,2189141.00,-22139.00,583054.00,974568.00,513297.00,161685.00,20621.00,29858.00,159949.00,141184.00,140361.00,4519.00,36624.00,99218.00,2189141.00,183920.00,1483431.00,469695.00,19722.00,32373.00
2009:Q4,2067896.00,-15882.00,545830.00,944247.00,456166.00,144501.00,20175.00,31999.00,164191.00,95300.00,137535.00,4524.00,37402.00,95609.00,2067896.00,142832.00,1425124.00,447153.00,19408.00,33379.00
2010:Q1,2063204.00,57350.00,493914.00,937059.00,435488.00,125896.00,18732.00,31839.00,168816.00,90205.00,139393.00,4117.00,43080.00,92196.00,2063204.00,137426.00,1425703.00,446417.00,18418.00,35240.00
2010:Q2,2030469.00,73317.00,461093.00,935033.00,416868.00,120009.00,16794.00,30715.00,164376.00,84974.00,144158.00,4976.00,44491.00,94691.00,2030469.00,127451.00,1421318.00,428140.00,15732.00,37828.00
2010:Q3,2013409.00,80960.00,452767.00,931413.00,396630.00,94994.00,17320.00,32083.00,175934.00,76299.00,151639.00,5132.00,46300.00,100207.00,2013409.00,105998.00,1423547.00,428053.00,15863.00,39948.00
2010:Q4,2039433.00,61036.00,477139.00,927437.00,411842.00,91538.00,18404.00,38247.00,190299.00,73354.00,161979.00,6599.00,52999.00,102381.00,2039433.00,98057.00,1449481.00,438928.00,16059.00,36908.00
2011:Q1,2035167.00,45030.00,495035.00,917092.00,398893.00,93798.00,16516.00,38546.00,200121.00,49912.00,179117.00,6742.00,62151.00,110224.00,2035167.00,69120.00,1457159.00,454582.00,16039.00,38267.00
2011:Q2,2077015.00,-1650.00,524369.00,912174.00,454986.00,89444.00,16272.00,48338.00,258423.00,42509.00,187136.00,5563.00,68108.00,113465.00,2077015.00,55264.00,1490770.00,475880.00,15956.00,39145.00
2011:Q3,2149317.00,-11046.00,571888.00,906635.00,481473.00,98338.00,21655.00,66002.00,264446.00,31032.00,200367.00,5898.00,71231.00,123238.00,2149317.00,42335.00,1553436.00,497730.00,16633.00,39183.00
2011:Q4,2216989.00,11534.00,629243.00,900943.00,470067.00,102080.00,23005.00,69238.00,254267.00,21477.00,205202.00,5369.00,69816.00,130017.00,2216989.00,30490.00,1625304.00,500616.00,17109.00,43470.00
2012:Q1,2235624.00,31716.00,634387.00,914529.00,440610.00,97548.00,19273.00,77412.00,234471.00,11906.00,214382.00,6064.00,69900.00,138418.00,2235624.00,18962.00,1656707.00,500476.00,17208.00,42271.00
2012:Q2,2288293.00,87302.00,662300.00,934542.00,374800.00,103475.00,20845.00,74789.00,175691.00,0.00,229349.00,5106.00,75930.00,148313.00,2288293.00,4526.00,1733517.00,490443.00,17277.00,42530.00
2012:Q3,2319382.00,23120.00,671390.00,951191.00,439761.00,115846.00,19635.00,74451.00,229829.00,0.00,233920.00,5133.00,70979.00,157808.00,2319382.00,1467.00,1769634.00,485900.00,17637.00,44744.00
2012:Q4,2393848.00,62636.00,712137.00,967998.00,413417.00,118522.00,26973.00,71135.00,196787.00,0.00,237660.00,6179.00,70447.00,161034.00,2393848.00,556.00,1842025.00,489591.00,18064.00,43612.00
2013:Q1,2401886.00,56319.00,710933.00,969955.00,418698.00,118690.00,21099.00,78053.00,200856.00,0.00,245981.00,6147.00,76199.00,163635.00,2401886.00,382.00,1842690.00,497694.00,18140.00,42980.00
2013:Q2,2464005.00,64627.00,734039.00,981307.00,431819.00,127504.00,23149.00,75943.00,205223.00,0.00,252213.00,6058.00,80476.00,165679.00,2464005.00,258.00,1898737.00,501026.00,19041.00,44943.00
2013:Q3,2503331.00,91974.00,742048.00,990886.00,415963.00,126688.00,27991.00,78527.00,182757.00,0.00,262460.00,6578.00,86752.00,169130.00,2503331.00,101.00,1923316.00,515563.00,19501.00,44850.00
2013:Q4,2590338.00,90825.00,775839.00,1000310.00,446648.00,128647.00,25882.00,81568.00,210551.00,0.00,276716.00,7129.00,90451.00,179136.00,2590338.00,97.00,1986368.00,535866.00,19354.00,48653.00
2014:Q1,2647035.00,122724.00,787616.00,998818.00,447427.00,125178.00,27296.00,86329.00,208624.00,0.00,290450.00,6446.00,91995.00,192009.00,2647035.00,82.00,2027923.00,551980.00,19194.00,47856.00
2014:Q2,2739920.00,167047.00,819563.00,1026839.00,421928.00,122965.00,25298.00,87505.00,186160.00,0.00,304543.00,7460.00,98653.00,198430.00,2739920.00,49.00,2111831.00,561065.00,18106.00,48869.00
2014:Q3,2785745.00,185120.00,834107.00,1032578.00,437054.00,130227.00,28982.00,89957.00,187888.00,0.00,296886.00,7367.00,89263.00,200256.00,2785745.00,14.00,2147113.00,569357.00,17399.00,51862.00
2014:Q4,2910218.00,211904.00,868685.00,1064347.00,459982.00,139144.00,33076.00,93533.00,194229.00,0.00,305300.00,8193.00,89772.00,207335.00,2910218.00,0.00,2236187.00,603293.00,17083.00,53655.00
2015:Q1,2988052.00,232531.00,888821.00,1086362.00,464792.00,142181.00,36982.00,93876.00,191753.00,0.00,315546.00,9202.00,91323.00,215021.00,2988052.00,0.00,2286766.00,631071.00,15647.00,54568.00
2015:Q2,3073603.00,246337.00,910480.00,1114894.00,475338.00,149634.00,42709.00,95385.00,187610.00,0.00,326554.00,8512.00,91216.00,226826.00,3073603.00,0.00,2360023.00,644391.00,15512.00,53677.00
2015:Q3,3099568.00,268663.00,917510.00,1124565.00,463773.00,150371.00,44346.00,90213.00,178843.00,0.00,325057.00,8849.00,92086.00,224122.00,3099568.00,0.00,2377912.00,650130.00,15104.00,56422.00
2015:Q4,3205790.00,325676.00,947482.00,1163266.00,441359.00,152865.00,40390.00,92549.00,155555.00,0.00,328007.00,9524.00,90962.00,227521.00,3205790.00,0.00,2465336.00,667646.00,15090.00,57718.00
2016:Q1,3283986.00,339278.00,975736.00,1196923.00,443395.00,152019.00,38779.00,92254.00,160343.00,0.00,328654.00,8233.00,82713.00,237708.00,3283986.00,0.00,2529223.00,678998.00,14619.00,61146.00
2016:Q2,3341239.00,366454.00,993341.00,1208615.00,444195.00,152279.00,35951.00,100577.00,155388.00,0.00,328634.00,9101.00,78140.00,241393.00,3341239.00,0.00,2577073.00,692586.00,14328.00,57252.00
