1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q1,46004.00,38108.00,2681.00,35427.00,3243.00,4653.00,46004.00,19757.00,-1917.00,415.00,201.00,1289.00,0.00,46.00,0.00,13439.00,1129.00,2092.00,1856.00,2190.00,-460.00,0.00,3548.00,170.00,2250.00
2004:Q2,74763.00,63043.00,4809.00,58234.00,5600.00,6120.00,74763.00,53340.00,-926.00,415.00,371.00,3301.00,0.00,25.00,0.00,10023.00,1002.00,1775.00,1254.00,-6938.00,1455.00,0.00,2273.00,5144.00,2250.00
2004:Q3,37029.00,34527.00,11093.00,23434.00,1424.00,1078.00,37029.00,29949.00,-811.00,415.00,236.00,2669.00,0.00,-382.00,0.00,11036.00,1000.00,-5949.00,-3667.00,-4372.00,-511.00,0.00,3006.00,3410.00,1000.00
2004:Q4,49654.00,44962.00,3593.00,41369.00,4077.00,615.00,49654.00,34695.00,63.00,415.00,316.00,1831.00,0.00,86.00,0.00,9082.00,876.00,235.00,13867.00,-2039.00,-589.00,0.00,-8563.00,-1621.00,1000.00
2005:Q1,59236.00,55220.00,1265.00,53955.00,3100.00,916.00,59236.00,17981.00,823.00,25.00,248.00,4845.00,0.00,13.00,0.00,13131.00,1029.00,-586.00,13449.00,4094.00,269.00,0.00,-1468.00,4383.00,1000.00
2005:Q2,64150.00,48247.00,-9757.00,58004.00,2267.00,13636.00,64150.00,43963.00,-2523.00,24.00,237.00,3272.00,0.00,4.00,0.00,9506.00,507.00,-398.00,5898.00,6303.00,637.00,0.00,-349.00,-3931.00,1000.00
2005:Q3,43465.00,26102.00,-2068.00,28170.00,5689.00,11674.00,43465.00,15229.00,2218.00,25.00,456.00,6276.00,0.00,-36.00,0.00,15562.00,586.00,-79.00,-1686.00,2598.00,-417.00,0.00,-642.00,2875.00,500.00
2005:Q4,56271.00,36880.00,8869.00,28011.00,3383.00,16008.00,56271.00,30122.00,-218.00,24.00,335.00,3896.00,0.00,186.00,0.00,7188.00,281.00,171.00,9118.00,-169.00,-270.00,0.00,-2490.00,7597.00,500.00
2006:Q1,15390.00,5830.00,494.00,5336.00,2088.00,7472.00,15390.00,-13170.00,2367.00,329.00,205.00,3647.00,0.00,133.00,0.00,6816.00,1518.00,94.00,15329.00,6706.00,-231.00,0.00,-1521.00,-7332.00,500.00
2006:Q2,63085.00,38186.00,-7982.00,46168.00,8410.00,16489.00,63085.00,57769.00,-3762.00,330.00,341.00,1562.00,0.00,109.00,0.00,5598.00,1193.00,74.00,-7373.00,5576.00,485.00,0.00,-1653.00,2336.00,500.00
2006:Q3,26607.00,18802.00,-4816.00,23618.00,64.00,7741.00,26607.00,-4403.00,-3405.00,329.00,484.00,7678.00,0.00,273.00,0.00,3946.00,1082.00,-121.00,15175.00,5408.00,-620.00,0.00,-1904.00,503.00,2182.00
2006:Q4,81490.00,53176.00,3911.00,49265.00,5886.00,22428.00,81490.00,15309.00,818.00,329.00,399.00,11336.00,0.00,315.00,0.00,5698.00,284.00,-89.00,20013.00,10557.00,389.00,0.00,1474.00,12476.00,2182.00
2007:Q1,73262.00,56571.00,1730.00,54841.00,2561.00,14130.00,73262.00,19755.00,289.00,-122.00,482.00,8319.00,0.00,39.00,0.00,8931.00,1339.00,-91.00,27124.00,10065.00,-565.00,0.00,-2029.00,-2456.00,2182.00
2007:Q2,82394.00,47387.00,-4815.00,52202.00,7345.00,27662.00,82394.00,43576.00,1035.00,-123.00,391.00,3108.00,0.00,-243.00,0.00,9137.00,1236.00,-83.00,8049.00,8572.00,-412.00,0.00,428.00,5541.00,2182.00
2007:Q3,29200.00,15602.00,5977.00,9625.00,1563.00,12035.00,29200.00,-8779.00,1009.00,-122.00,412.00,2855.00,0.00,252.00,0.00,9350.00,1372.00,-63.00,30087.00,-919.00,-75.00,360.00,-878.00,-8829.00,3168.00
2007:Q4,71011.00,43174.00,14083.00,29091.00,11027.00,16810.00,71011.00,-5801.00,-1276.00,-123.00,364.00,-2387.00,0.00,638.00,0.00,8659.00,859.00,34.00,39462.00,22322.00,171.00,211.00,-288.00,4998.00,3168.00
2008:Q1,35816.00,22518.00,1456.00,21062.00,3013.00,10285.00,35816.00,-12150.00,-8374.00,-88.00,278.00,9586.00,0.00,-2.00,0.00,3063.00,1773.00,-30.00,15146.00,7227.00,-46.00,502.00,-187.00,15951.00,3167.00
2008:Q2,43308.00,4498.00,-10486.00,14984.00,10435.00,28375.00,43308.00,34472.00,-351.00,-88.00,94.00,408.00,0.00,177.00,0.00,3761.00,1684.00,-54.00,6235.00,10928.00,-2159.00,438.00,-1135.00,-14270.00,3168.00
2008:Q3,4469.00,-7558.00,1520.00,-9078.00,-2558.00,14585.00,4469.00,-1826.00,3608.00,-88.00,-61.00,17746.00,0.00,64.00,0.00,761.00,1267.00,8.00,-30502.00,7093.00,-3120.00,249.00,-654.00,10143.00,-219.00
2008:Q4,27301.00,14266.00,12295.00,1971.00,-496.00,13531.00,27301.00,53500.00,2093.00,-88.00,90.00,-7805.00,0.00,258.00,0.00,3053.00,952.00,-58.00,21809.00,-22748.00,-764.00,491.00,-57.00,-23205.00,-220.00
2009:Q1,31624.00,23599.00,-410.00,24009.00,478.00,7547.00,31624.00,37613.00,-3846.00,41.00,3.00,-1492.00,0.00,456.00,0.00,-6209.00,6298.00,-119.00,-15550.00,14234.00,-42.00,815.00,-358.00,-1.00,-219.00
2009:Q2,45889.00,31294.00,-9354.00,40648.00,3748.00,10847.00,45889.00,33730.00,-293.00,40.00,335.00,5580.00,0.00,-591.00,0.00,-2145.00,6123.00,-100.00,-20151.00,23926.00,-324.00,896.00,-485.00,-432.00,-220.00
2009:Q3,26534.00,16788.00,15257.00,1531.00,1730.00,8016.00,26534.00,10145.00,2056.00,41.00,466.00,-2257.00,0.00,1110.00,0.00,-2558.00,6628.00,82.00,-23538.00,26248.00,84.00,1105.00,-732.00,3587.00,4067.00
2009:Q4,66117.00,55199.00,2391.00,52808.00,661.00,10257.00,66117.00,48241.00,3020.00,40.00,310.00,610.00,0.00,-31.00,0.00,-1644.00,7030.00,199.00,-9707.00,20204.00,44.00,815.00,-616.00,-6465.00,4067.00
2010:Q1,34938.00,25384.00,-24.00,25408.00,1373.00,8181.00,34938.00,38949.00,-3092.00,136.00,237.00,1500.00,0.00,-380.00,0.00,-5364.00,8189.00,176.00,-35283.00,21482.00,-186.00,653.00,-1058.00,4912.00,4067.00
2010:Q2,1530.00,-7184.00,-16410.00,9226.00,-2051.00,10765.00,1530.00,1848.00,-2403.00,136.00,196.00,2640.00,0.00,-1097.00,0.00,-5286.00,9179.00,174.00,-14050.00,11383.00,225.00,721.00,-877.00,-5327.00,4068.00
2010:Q3,2674.00,2902.00,4607.00,-1705.00,-2748.00,2520.00,2674.00,-12992.00,2089.00,135.00,513.00,8086.00,0.00,732.00,0.00,-5209.00,10291.00,70.00,-17637.00,9458.00,864.00,562.00,-953.00,4192.00,2473.00
2010:Q4,64326.00,51252.00,10945.00,40307.00,1841.00,11233.00,64326.00,32436.00,240.00,136.00,463.00,18043.00,0.00,-185.00,0.00,-5133.00,11535.00,243.00,13908.00,-9372.00,216.00,-193.00,-1294.00,810.00,2473.00
2011:Q1,-16433.00,-18984.00,-2859.00,-16125.00,-128.00,2679.00,-16433.00,7125.00,-3549.00,65.00,137.00,5259.00,0.00,297.00,2825.00,-6078.00,2731.00,154.00,-7702.00,-15179.00,-225.00,-149.00,-1071.00,-3545.00,2472.00
2011:Q2,-31581.00,-35109.00,-22468.00,-12641.00,-1198.00,4726.00,-31581.00,-16451.00,556.00,64.00,185.00,7430.00,0.00,-335.00,483.00,-8616.00,2120.00,67.00,-17530.00,-5887.00,960.00,265.00,-937.00,3573.00,2472.00
2011:Q3,-15053.00,-8705.00,10432.00,-19137.00,-4945.00,-1403.00,-15053.00,-12135.00,1675.00,65.00,8.00,16554.00,0.00,346.00,964.00,-5426.00,2614.00,-415.00,-12317.00,1208.00,-180.00,99.00,-948.00,-3979.00,-3186.00
2011:Q4,15068.00,14128.00,4261.00,9867.00,-1216.00,2156.00,15068.00,-16487.00,-326.00,64.00,-88.00,13402.00,0.00,588.00,-1052.00,2728.00,1978.00,-362.00,8356.00,12394.00,270.00,807.00,-913.00,-5167.00,-1124.00
2012:Q1,-881.00,-232.00,-435.00,203.00,-1761.00,1112.00,-881.00,-25793.00,1199.00,50.00,-73.00,14635.00,0.00,-16.00,1467.00,-1832.00,3136.00,-350.00,-16353.00,20058.00,-304.00,1051.00,-843.00,3786.00,-699.00
2012:Q2,11635.00,6165.00,-8519.00,14684.00,-4476.00,9946.00,11635.00,1056.00,-4455.00,49.00,64.00,19227.00,0.00,-639.00,-798.00,-1618.00,361.00,-342.00,-15711.00,18418.00,952.00,822.00,-822.00,-3518.00,-1411.00
2012:Q3,-11582.00,-6801.00,12312.00,-19113.00,-3392.00,-1389.00,-11582.00,-49493.00,2342.00,50.00,167.00,20891.00,0.00,16.00,-44.00,-522.00,3585.00,323.00,-5443.00,17623.00,1224.00,734.00,-1318.00,-2140.00,423.00
2012:Q4,-6479.00,-5543.00,451.00,-5994.00,-4203.00,3267.00,-6479.00,-56302.00,1538.00,49.00,64.00,13032.00,0.00,-177.00,363.00,1075.00,2635.00,353.00,16412.00,14651.00,1230.00,1010.00,-1110.00,-2395.00,1093.00
2013:Q1,5585.00,4710.00,-1678.00,6388.00,-1594.00,2469.00,5585.00,2430.00,-6429.00,-430.00,62.00,11160.00,0.00,59.00,1133.00,-284.00,2620.00,360.00,-24318.00,13543.00,418.00,718.00,-663.00,4416.00,790.00
2013:Q2,-15362.00,-16692.00,-15113.00,-1579.00,-3102.00,4432.00,-15362.00,-7153.00,2755.00,-431.00,-170.00,16154.00,0.00,50.00,-306.00,-459.00,2652.00,472.00,-2747.00,-13474.00,188.00,-460.00,-1494.00,-12017.00,1078.00
2013:Q3,-37685.00,-29197.00,7300.00,-36497.00,-4479.00,-4009.00,-37685.00,-24871.00,3013.00,-430.00,-16.00,14049.00,0.00,762.00,386.00,-556.00,2028.00,82.00,-4628.00,-25664.00,-392.00,-1012.00,-1031.00,-762.00,1357.00
2013:Q4,-20672.00,-15662.00,-1402.00,-14260.00,-5219.00,209.00,-20672.00,-23220.00,-1087.00,-431.00,-21.00,12478.00,0.00,70.00,-864.00,-409.00,2825.00,58.00,3079.00,-13890.00,-434.00,-69.00,-360.00,368.00,1235.00
2014:Q1,-11864.00,-9895.00,-2251.00,-7644.00,-1151.00,-818.00,-11864.00,-1564.00,-609.00,24.00,153.00,6362.00,0.00,-155.00,-20.00,-2596.00,1277.00,-26.00,-12107.00,-1697.00,527.00,366.00,-743.00,-1776.00,720.00
2014:Q2,-4479.00,-3453.00,-9400.00,5947.00,-859.00,-167.00,-4479.00,-4991.00,90.00,61.00,254.00,4674.00,0.00,-691.00,396.00,-2295.00,2394.00,-4.00,-14957.00,8207.00,108.00,768.00,-507.00,1336.00,678.00
2014:Q3,-34606.00,-30017.00,3796.00,-33813.00,-2660.00,-1929.00,-34606.00,-39715.00,-1463.00,44.00,-111.00,10491.00,0.00,-72.00,44.00,562.00,1690.00,-83.00,-2751.00,-2444.00,-126.00,833.00,-753.00,-1994.00,1242.00
2014:Q4,8986.00,8135.00,1463.00,6672.00,-2052.00,2903.00,8986.00,-21359.00,502.00,77.00,76.00,11126.00,0.00,65.00,-1202.00,82.00,819.00,-40.00,2858.00,10999.00,14.00,1209.00,-589.00,2662.00,1687.00
2015:Q1,27853.00,22691.00,-808.00,23499.00,-425.00,5587.00,27853.00,1724.00,3038.00,71.00,244.00,13644.00,0.00,43.00,165.00,-117.00,2091.00,-33.00,-8266.00,10732.00,-5.00,1398.00,-901.00,1764.00,2261.00
2015:Q2,10005.00,4470.00,-7049.00,11519.00,-3686.00,9221.00,10005.00,5184.00,-898.00,84.00,37.00,11468.00,0.00,-245.00,290.00,3623.00,2549.00,13.00,-15808.00,2726.00,-86.00,554.00,-789.00,-1666.00,2969.00
2015:Q3,-12302.00,-10074.00,476.00,-10550.00,-2625.00,397.00,-12302.00,-21688.00,-1267.00,90.00,243.00,11453.00,0.00,-263.00,145.00,1850.00,3140.00,-181.00,-993.00,-2650.00,188.00,507.00,-386.00,-3070.00,580.00
2015:Q4,-10026.00,-6922.00,1248.00,-8170.00,-1340.00,-1764.00,-10026.00,-45441.00,1685.00,111.00,242.00,10806.00,0.00,-107.00,-48.00,2925.00,3098.00,-35.00,11424.00,5417.00,-184.00,1477.00,-555.00,-1942.00,1101.00
2016:Q1,20534.00,16639.00,-408.00,17047.00,188.00,3707.00,20534.00,10823.00,-3086.00,84.00,78.00,8584.00,0.00,-159.00,474.00,2598.00,3139.00,388.00,-29314.00,19956.00,299.00,1774.00,-647.00,4829.00,714.00
2016:Q2,28565.00,18192.00,-5340.00,23532.00,-168.00,10541.00,28565.00,3593.00,996.00,84.00,153.00,16618.00,0.00,-5.00,107.00,-933.00,2346.00,3.00,-22899.00,24346.00,180.00,1629.00,-65.00,875.00,1537.00
