1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q1,543026.00,486783.00,96147.00,54395.00,13542.00,40853.00,336241.00,0.00,8382.00,157160.00,1283.00,48091.00,121325.00,56243.00,25743.00,30500.00,543026.00,100226.00,14686.00,796.00,0.00,10860.00,1812.00,1270.00,14055.00,42648.00,26616.00,10320.00,149877.00,16020.00,400.00,15336.00,124389.00,13715.00
1989:Q2,562198.00,504371.00,110059.00,52733.00,13937.00,38796.00,341579.00,0.00,10335.00,159133.00,1174.00,48350.00,122587.00,57827.00,24740.00,33087.00,562198.00,88499.00,17526.00,1000.00,0.00,10935.00,2014.00,1476.00,13944.00,39833.00,26081.00,10353.00,161399.00,17346.00,800.00,15736.00,140852.00,14404.00
1989:Q3,569591.00,511881.00,113273.00,57498.00,12810.00,44688.00,341110.00,0.00,12745.00,157855.00,1138.00,49533.00,119839.00,57710.00,23460.00,34250.00,569591.00,85995.00,14351.00,1266.00,0.00,9834.00,2339.00,1046.00,13831.00,39911.00,26155.00,10526.00,174914.00,17026.00,1397.00,14202.00,142354.00,14444.00
1989:Q4,579222.00,521856.00,107112.00,63022.00,16291.00,46731.00,351722.00,0.00,15715.00,160709.00,1122.00,48760.00,125416.00,57366.00,21980.00,35386.00,579222.00,87881.00,14291.00,1563.00,0.00,12475.00,2111.00,1125.00,13921.00,42770.00,24814.00,9703.00,187788.00,15766.00,3251.00,17811.00,131269.00,12683.00
1990:Q1,594386.00,540732.00,126034.00,59292.00,16150.00,43142.00,355406.00,0.00,18684.00,164271.00,830.00,49485.00,122136.00,53654.00,20481.00,33173.00,594386.00,73155.00,11574.00,1954.00,0.00,8046.00,2158.00,1198.00,14253.00,41409.00,24854.00,9969.00,205188.00,16071.00,3027.00,17097.00,153062.00,11371.00
1990:Q2,593977.00,542543.00,128659.00,65062.00,16235.00,48827.00,348822.00,0.00,22214.00,162365.00,779.00,43211.00,120253.00,51434.00,18479.00,32955.00,593977.00,69568.00,12555.00,2500.00,0.00,7720.00,3179.00,1426.00,14865.00,46200.00,24503.00,11410.00,190898.00,16094.00,2315.00,14484.00,164366.00,11894.00
1990:Q3,612854.00,561773.00,131811.00,71453.00,19828.00,51625.00,358509.00,0.00,26411.00,161165.00,804.00,36141.00,133988.00,51081.00,18952.00,32129.00,612854.00,77207.00,12016.00,3180.00,0.00,7613.00,3045.00,1580.00,15399.00,48721.00,24146.00,11820.00,210808.00,16987.00,2246.00,14150.00,152772.00,11164.00
1990:Q4,609879.00,557811.00,116852.00,75346.00,20561.00,54785.00,365613.00,0.00,31400.00,163822.00,920.00,30087.00,139384.00,52068.00,17567.00,34501.00,609879.00,93658.00,13836.00,3969.00,0.00,9279.00,4133.00,2300.00,15497.00,45718.00,23504.00,12233.00,208723.00,16681.00,3765.00,18393.00,127482.00,10708.00
1991:Q1,607807.00,564040.00,119851.00,87378.00,26369.00,61009.00,356811.00,0.00,33089.00,153375.00,880.00,27743.00,141724.00,43767.00,15661.00,28106.00,607807.00,75825.00,13845.00,4899.00,0.00,10879.00,3317.00,2498.00,15197.00,51468.00,23125.00,13785.00,217166.00,17692.00,1314.00,17322.00,129120.00,10355.00
1991:Q2,583624.00,542267.00,119437.00,74289.00,25314.00,48975.00,348541.00,0.00,34868.00,153204.00,916.00,26119.00,133434.00,41357.00,13347.00,28010.00,583624.00,57457.00,15866.00,6000.00,0.00,9224.00,3151.00,2980.00,14407.00,53504.00,24039.00,16515.00,212285.00,17276.00,1206.00,14620.00,125099.00,9995.00
1991:Q3,572015.00,532108.00,107016.00,78336.00,24800.00,53536.00,346756.00,0.00,36744.00,153222.00,920.00,24728.00,131142.00,39907.00,13726.00,26181.00,572015.00,61527.00,14318.00,7336.00,0.00,8416.00,2621.00,2906.00,13656.00,56337.00,25471.00,20870.00,198987.00,16970.00,7627.00,14795.00,110509.00,9669.00
1991:Q4,565918.00,528125.00,98477.00,82101.00,26092.00,56009.00,347547.00,0.00,38720.00,155173.00,900.00,24305.00,128449.00,37793.00,12887.00,24906.00,565918.00,58500.00,14695.00,8969.00,0.00,8830.00,3085.00,2596.00,13469.00,45760.00,27237.00,18868.00,193784.00,12837.00,10859.00,13958.00,121157.00,11314.00
1992:Q1,574110.00,538493.00,110434.00,71338.00,25888.00,45450.00,356721.00,0.00,40665.00,149339.00,861.00,24036.00,141820.00,35617.00,12480.00,23137.00,574110.00,40842.00,13853.00,10617.00,0.00,7033.00,4239.00,2590.00,13843.00,48233.00,27061.00,19299.00,204187.00,7655.00,8153.00,13573.00,142532.00,10400.00
1992:Q2,579920.00,545940.00,111996.00,78277.00,27695.00,50582.00,355667.00,0.00,40514.00,141936.00,865.00,22499.00,149853.00,33980.00,11935.00,22045.00,579920.00,44466.00,14122.00,12000.00,0.00,6090.00,4463.00,3183.00,14772.00,48707.00,27189.00,20685.00,196411.00,8637.00,8953.00,16668.00,142677.00,10897.00
1992:Q3,583561.00,550643.00,108216.00,81505.00,29086.00,52419.00,360922.00,0.00,42059.00,146679.00,873.00,22106.00,149205.00,32918.00,12776.00,20142.00,583561.00,44152.00,14757.00,13156.00,0.00,6452.00,3166.00,3263.00,15751.00,46964.00,27356.00,23573.00,187824.00,12194.00,12175.00,16195.00,144458.00,12125.00
1992:Q4,579048.00,545137.00,107106.00,78407.00,30567.00,47840.00,359624.00,0.00,46863.00,149213.00,886.00,20448.00,142214.00,33911.00,12756.00,21155.00,579048.00,52676.00,17044.00,14125.00,0.00,6487.00,3287.00,2962.00,16276.00,43213.00,27424.00,24680.00,176181.00,8801.00,13526.00,15200.00,144264.00,12902.00
1993:Q1,565470.00,534811.00,113900.00,72539.00,28656.00,43883.00,348372.00,0.00,47290.00,141893.00,679.00,22719.00,135791.00,30659.00,11355.00,19304.00,565470.00,55508.00,15860.00,15031.00,0.00,7145.00,2074.00,3152.00,16395.00,46387.00,28361.00,25219.00,177605.00,9022.00,9488.00,15752.00,125607.00,12864.00
1993:Q2,572048.00,543152.00,124025.00,72457.00,28856.00,43601.00,346670.00,0.00,48276.00,135790.00,541.00,23561.00,138502.00,28896.00,10723.00,18173.00,572048.00,58666.00,18076.00,16000.00,0.00,5356.00,2045.00,2808.00,16155.00,49617.00,28799.00,26344.00,174272.00,9742.00,10042.00,15267.00,119028.00,19831.00
1993:Q3,568184.00,541072.00,123232.00,72013.00,31271.00,40742.00,345827.00,0.00,45864.00,140527.00,564.00,22885.00,135987.00,27112.00,10622.00,16490.00,568184.00,60315.00,16698.00,16966.00,0.00,5135.00,1537.00,2391.00,15870.00,47794.00,28085.00,19887.00,162050.00,10118.00,13355.00,14642.00,133269.00,20072.00
1993:Q4,580012.00,553759.00,117829.00,68802.00,27475.00,41327.00,367128.00,0.00,51558.00,149067.00,564.00,25641.00,140298.00,26253.00,10226.00,16027.00,580012.00,65040.00,19411.00,17864.00,0.00,5180.00,2405.00,2224.00,15850.00,46859.00,28339.00,20449.00,166457.00,8468.00,11866.00,14868.00,135915.00,18817.00
1994:Q1,582087.00,557058.00,129885.00,44255.00,16067.00,28188.00,382918.00,0.00,52645.00,155049.00,425.00,26746.00,148053.00,25029.00,10657.00,14372.00,582087.00,65532.00,16511.00,18830.00,0.00,4271.00,1772.00,1723.00,15500.00,49366.00,27158.00,20399.00,168845.00,13369.00,10237.00,11372.00,134342.00,22860.00
1994:Q2,587978.00,563412.00,135680.00,43105.00,14854.00,28251.00,384627.00,0.00,50735.00,159669.00,290.00,28959.00,144974.00,24566.00,10403.00,14163.00,587978.00,66953.00,17880.00,20000.00,0.00,3876.00,1915.00,2154.00,15250.00,49404.00,25772.00,22909.00,179278.00,13755.00,13591.00,18676.00,113575.00,22990.00
1994:Q3,599158.00,573706.00,138683.00,41279.00,14160.00,27119.00,393744.00,0.00,56759.00,158716.00,150.00,31883.00,146236.00,25452.00,10800.00,14652.00,599158.00,69017.00,17818.00,21458.00,0.00,3479.00,1830.00,2095.00,15000.00,52626.00,23915.00,25093.00,182319.00,15540.00,19984.00,12164.00,116851.00,19969.00
1994:Q4,623463.00,600066.00,139238.00,42669.00,15198.00,27471.00,418159.00,0.00,63945.00,171566.00,13.00,31577.00,151058.00,23397.00,9958.00,13439.00,623463.00,69716.00,18826.00,22288.00,0.00,3725.00,2170.00,2139.00,14710.00,52806.00,22157.00,27825.00,191311.00,14818.00,26302.00,11207.00,118613.00,24850.00
1995:Q1,654723.00,630226.00,149799.00,51870.00,18568.00,33302.00,428557.00,0.00,69368.00,167550.00,10.00,31000.00,160629.00,24497.00,11456.00,13041.00,654723.00,70219.00,18211.00,24019.00,0.00,3464.00,1190.00,1658.00,15724.00,55528.00,22229.00,29519.00,209131.00,14987.00,25307.00,16822.00,117882.00,28833.00
1995:Q2,673805.00,649274.00,162887.00,49097.00,16910.00,32187.00,437290.00,0.00,74923.00,166858.00,4.00,30772.00,164733.00,24531.00,11655.00,12876.00,673805.00,70724.00,17386.00,26180.00,0.00,4128.00,1817.00,1289.00,16739.00,54746.00,22300.00,31257.00,229200.00,17618.00,22080.00,17480.00,107777.00,33084.00
1995:Q3,692724.00,668587.00,163268.00,56833.00,19958.00,36875.00,448486.00,0.00,80293.00,162830.00,5.00,34066.00,171292.00,24137.00,12494.00,11643.00,692724.00,71227.00,18004.00,34914.00,0.00,4122.00,1519.00,696.00,17753.00,56222.00,22373.00,29383.00,223568.00,15833.00,28058.00,22130.00,109305.00,37617.00
1995:Q4,700379.00,677740.00,157351.00,56160.00,20555.00,35605.00,464229.00,0.00,101241.00,168617.00,6.00,30144.00,164221.00,22639.00,12283.00,10356.00,700379.00,71731.00,20142.00,39366.00,0.00,4098.00,1745.00,557.00,18767.00,45487.00,22443.00,31477.00,239977.00,17180.00,25470.00,22065.00,96433.00,43441.00
1996:Q1,717560.00,694683.00,174174.00,52464.00,16486.00,35978.00,468045.00,0.00,110227.00,168174.00,7.00,30553.00,159084.00,22877.00,12844.00,10033.00,717560.00,72476.00,17436.00,41773.00,0.00,4301.00,1975.00,338.00,19782.00,54218.00,23466.00,26428.00,252297.00,16871.00,24506.00,16766.00,113962.00,30965.00
1996:Q2,753577.00,731349.00,181726.00,54502.00,15142.00,39360.00,495121.00,0.00,114695.00,169568.00,8.00,34437.00,176413.00,22228.00,13448.00,8780.00,753577.00,73776.00,20928.00,50436.00,0.00,3632.00,1484.00,255.00,16903.00,56586.00,24487.00,28179.00,267810.00,17891.00,23583.00,19921.00,105390.00,42316.00
1996:Q3,777382.00,754035.00,172999.00,65816.00,18313.00,47503.00,515220.00,0.00,126761.00,173311.00,10.00,33165.00,181973.00,23347.00,14449.00,8898.00,777382.00,74799.00,23488.00,54114.00,0.00,3117.00,1399.00,177.00,18401.00,54641.00,25509.00,27573.00,272190.00,19655.00,24588.00,18072.00,112115.00,47544.00
1996:Q4,802977.00,779365.00,156405.00,67476.00,18675.00,48801.00,555484.00,0.00,146690.00,177984.00,9.00,32038.00,198763.00,23612.00,13969.00,9643.00,802977.00,75821.00,31534.00,59682.00,0.00,4519.00,2259.00,291.00,17721.00,48434.00,27332.00,28222.00,279461.00,18696.00,35095.00,23686.00,92360.00,57864.00
1997:Q1,861087.00,836842.00,168747.00,69321.00,15873.00,53448.00,598774.00,0.00,158050.00,185857.00,8.00,31848.00,223011.00,24245.00,14507.00,9738.00,861087.00,76144.00,26721.00,65371.00,0.00,2693.00,543.00,190.00,19051.00,55343.00,27045.00,27395.00,310107.00,21046.00,40565.00,25226.00,111574.00,52073.00
1997:Q2,893081.00,867667.00,179286.00,71337.00,15724.00,55613.00,617044.00,0.00,163285.00,194460.00,5.00,34357.00,224937.00,25414.00,15067.00,10347.00,893081.00,76467.00,25733.00,67053.00,0.00,2624.00,486.00,404.00,18277.00,58095.00,27509.00,32233.00,315238.00,23765.00,42182.00,25935.00,110666.00,66414.00
1997:Q3,925714.00,901695.00,176649.00,64349.00,19788.00,44561.00,660697.00,0.00,210358.00,190475.00,29.00,34530.00,225305.00,24019.00,14770.00,9249.00,925714.00,76792.00,28351.00,71236.00,0.00,2704.00,428.00,157.00,18754.00,64613.00,27470.00,32149.00,329746.00,23623.00,29341.00,24340.00,120689.00,75321.00
1997:Q4,979423.00,958524.00,168598.00,65084.00,20044.00,45040.00,724842.00,0.00,256146.00,202613.00,33.00,37594.00,228456.00,20899.00,13684.00,7215.00,979423.00,77115.00,36145.00,74000.00,0.00,2316.00,382.00,191.00,17615.00,65905.00,28542.00,28616.00,342224.00,24497.00,27635.00,24258.00,152219.00,77763.00
1998:Q1,1074753.00,1057674.00,193105.00,76706.00,19813.00,56893.00,787863.00,0.00,284823.00,212935.00,70.00,41811.00,248224.00,17079.00,11568.00,5511.00,1074753.00,77877.00,32204.00,79269.00,0.00,790.00,289.00,144.00,18099.00,68282.00,28946.00,36927.00,377601.00,23125.00,60082.00,25079.00,166359.00,79680.00
1998:Q2,1112723.00,1098379.00,202491.00,71372.00,20462.00,50910.00,824516.00,0.00,308341.00,227355.00,29.00,47990.00,240801.00,14344.00,10348.00,3996.00,1112723.00,78639.00,28870.00,77849.00,0.00,747.00,375.00,462.00,18559.00,68558.00,29337.00,35839.00,403083.00,25921.00,47582.00,28296.00,177581.00,91025.00
1998:Q3,1165059.00,1150802.00,216872.00,73981.00,22617.00,51364.00,859949.00,0.00,340461.00,228577.00,206.00,49953.00,240752.00,14257.00,10716.00,3541.00,1165059.00,79401.00,31301.00,80743.00,0.00,698.00,247.00,1108.00,21073.00,74012.00,29641.00,38309.00,412289.00,27795.00,52493.00,33417.00,170791.00,111741.00
1998:Q4,1172560.00,1161023.00,192958.00,72878.00,18452.00,54426.00,895187.00,0.00,381797.00,233340.00,207.00,45409.00,234434.00,11537.00,9131.00,2406.00,1172560.00,80163.00,39433.00,86795.00,0.00,817.00,283.00,397.00,21335.00,73426.00,29801.00,37532.00,423836.00,24858.00,56210.00,28031.00,158239.00,111404.00
1999:Q1,1227578.00,1217184.00,223886.00,77249.00,18591.00,58658.00,916049.00,0.00,401575.00,224929.00,212.00,46419.00,242914.00,10394.00,8262.00,2132.00,1227578.00,81337.00,40493.00,90942.00,0.00,687.00,245.00,348.00,21473.00,70731.00,30630.00,41037.00,482868.00,26040.00,29116.00,28801.00,177298.00,105532.00
1999:Q2,1243339.00,1233847.00,232365.00,70105.00,17188.00,52917.00,931377.00,0.00,426914.00,233158.00,210.00,48857.00,222238.00,9492.00,7392.00,2100.00,1243339.00,82511.00,47355.00,94720.00,0.00,544.00,251.00,848.00,16343.00,68578.00,31361.00,40909.00,479608.00,27498.00,21783.00,28785.00,202590.00,99655.00
1999:Q3,1284463.00,1276170.00,239280.00,81753.00,24090.00,57663.00,955137.00,0.00,465986.00,207705.00,186.00,45562.00,235698.00,8293.00,6472.00,1821.00,1284463.00,83685.00,47618.00,98575.00,0.00,655.00,417.00,848.00,17293.00,71730.00,31971.00,39259.00,503860.00,26902.00,28271.00,29344.00,199616.00,104419.00
1999:Q4,1402444.00,1393845.00,230326.00,89171.00,26677.00,62494.00,1074348.00,0.00,520790.00,230422.00,0.00,54490.00,268646.00,8599.00,6596.00,2003.00,1402444.00,84859.00,47604.00,104326.00,0.00,714.00,636.00,1866.00,14132.00,75755.00,32439.00,40375.00,538173.00,29287.00,23851.00,25987.00,277393.00,105047.00
2000:Q1,1478128.00,1469148.00,260797.00,101623.00,33840.00,67783.00,1106728.00,0.00,546648.00,232963.00,0.00,50765.00,276352.00,8980.00,7021.00,1959.00,1478128.00,90471.00,46046.00,108539.00,0.00,677.00,767.00,848.00,17395.00,71980.00,31833.00,45400.00,586310.00,30244.00,27978.00,30206.00,287850.00,101584.00
2000:Q2,1534260.00,1524986.00,296844.00,101245.00,35370.00,65875.00,1126897.00,0.00,571280.00,224256.00,0.00,52443.00,278918.00,9274.00,7245.00,2029.00,1534260.00,91082.00,49284.00,111927.00,0.00,579.00,785.00,348.00,17635.00,73729.00,30967.00,47652.00,567204.00,35474.00,24296.00,38226.00,345060.00,100012.00
2000:Q3,1570845.00,1562121.00,307039.00,109756.00,38665.00,71091.00,1145326.00,0.00,598215.00,219399.00,0.00,54133.00,273579.00,8724.00,6784.00,1940.00,1570845.00,91693.00,58245.00,116187.00,0.00,645.00,695.00,1248.00,17884.00,75183.00,30048.00,46805.00,607109.00,37436.00,26220.00,45430.00,318698.00,97319.00
2000:Q4,1613994.00,1606064.00,278402.00,120919.00,37605.00,83314.00,1206743.00,0.00,645825.00,240092.00,0.00,55715.00,265111.00,7930.00,5968.00,1962.00,1613994.00,97305.00,57765.00,119484.00,0.00,933.00,569.00,1246.00,19132.00,71227.00,28970.00,47257.00,640824.00,36499.00,31100.00,39210.00,308171.00,114302.00
2001:Q1,1610471.00,1602670.00,235619.00,172028.00,26227.00,145801.00,1195023.00,0.00,542350.00,182768.00,0.00,63350.00,406555.00,7801.00,5982.00,1819.00,1610471.00,96160.00,54671.00,123292.00,0.00,0.00,588.00,1149.00,11806.00,60378.00,24462.00,45909.00,662767.00,30272.00,21292.00,44637.00,326529.00,106559.00
2001:Q2,1479518.00,1472743.00,206256.00,186978.00,20865.00,166113.00,1079509.00,0.00,543724.00,184100.00,0.00,62653.00,289032.00,6775.00,5422.00,1353.00,1479518.00,88365.00,56427.00,128896.00,0.00,0.00,0.00,1611.00,10948.00,58882.00,23545.00,51061.00,656309.00,28019.00,24370.00,44830.00,192944.00,113311.00
2001:Q3,1442404.00,1437288.00,189571.00,189339.00,17980.00,171359.00,1058378.00,0.00,567874.00,174125.00,0.00,62403.00,253976.00,5116.00,4086.00,1030.00,1442404.00,86237.00,56538.00,131395.00,0.00,0.00,0.00,1335.00,14368.00,65532.00,22498.00,51214.00,671537.00,27387.00,22829.00,50792.00,127574.00,113168.00
2001:Q4,1473993.00,1469228.00,177726.00,198475.00,19539.00,178936.00,1093027.00,0.00,607818.00,162368.00,0.00,50602.00,272239.00,4765.00,3676.00,1089.00,1473993.00,88154.00,60169.00,136944.00,0.00,0.00,0.00,2400.00,12731.00,51748.00,21284.00,51266.00,656512.00,25828.00,33829.00,48160.00,176519.00,108449.00
2002:Q1,1411428.00,1406951.00,162983.00,215169.00,18633.00,196536.00,1028799.00,0.00,577178.00,141382.00,0.00,56457.00,253782.00,4477.00,3511.00,966.00,1411428.00,84417.00,54667.00,140253.00,0.00,0.00,0.00,2314.00,10425.00,50765.00,22007.00,52218.00,638475.00,29615.00,19619.00,47646.00,142983.00,116024.00
2002:Q2,1348556.00,1343625.00,141454.00,225519.00,20941.00,204578.00,976652.00,0.00,560674.00,135880.00,0.00,43443.00,236655.00,4931.00,3992.00,939.00,1348556.00,80618.00,55218.00,143491.00,0.00,0.00,0.00,3365.00,10165.00,51709.00,21788.00,50970.00,617299.00,25205.00,20183.00,50808.00,92046.00,125691.00
2002:Q3,1340821.00,1335945.00,136423.00,226571.00,19099.00,207472.00,972951.00,0.00,556554.00,148753.00,0.00,46588.00,221056.00,4876.00,3810.00,1066.00,1340821.00,80157.00,60256.00,146037.00,0.00,0.00,0.00,2698.00,13611.00,53234.00,21745.00,50310.00,569524.00,23595.00,10113.00,44347.00,139743.00,125451.00
2002:Q4,1374897.00,1370293.00,119813.00,257228.00,19310.00,237918.00,993252.00,0.00,566075.00,147805.00,0.00,48306.00,231066.00,4604.00,3949.00,655.00,1374897.00,82218.00,64789.00,151289.00,0.00,0.00,0.00,1511.00,15682.00,55746.00,21835.00,48036.00,619530.00,25827.00,10353.00,43495.00,106039.00,128547.00
2003:Q1,1358915.00,1354095.00,119825.00,262588.00,18494.00,244094.00,971682.00,0.00,539121.00,134247.00,0.00,44550.00,253764.00,4820.00,4282.00,538.00,1358915.00,81246.00,61894.00,151192.00,0.00,0.00,0.00,1209.00,13035.00,48673.00,22180.00,45820.00,562684.00,25825.00,11088.00,46693.00,164949.00,122427.00
2003:Q2,1328251.00,1323675.00,100995.00,300306.00,20393.00,279913.00,922374.00,0.00,521201.00,152843.00,0.00,39577.00,208753.00,4576.00,4118.00,458.00,1328251.00,79421.00,70005.00,155861.00,0.00,0.00,0.00,1413.00,14288.00,45405.00,19563.00,44629.00,534256.00,27139.00,9132.00,41865.00,160670.00,124604.00
2003:Q3,1295613.00,1291345.00,103978.00,278843.00,16859.00,261984.00,908524.00,0.00,533303.00,141138.00,0.00,40894.00,193189.00,4268.00,3798.00,470.00,1295613.00,77481.00,80487.00,151579.00,0.00,0.00,0.00,861.00,13972.00,45710.00,19416.00,42640.00,493680.00,27144.00,8385.00,46074.00,169120.00,119064.00
2003:Q4,1292938.00,1288571.00,82481.00,276105.00,15547.00,260558.00,929985.00,0.00,530036.00,145140.00,0.00,42281.00,212528.00,4367.00,3775.00,592.00,1292938.00,77314.00,75679.00,150401.00,0.00,0.00,0.00,683.00,13701.00,37907.00,21315.00,41628.00,480679.00,31045.00,6687.00,49356.00,173421.00,133122.00
2004:Q1,1328861.00,1324964.00,91623.00,296518.00,15237.00,281281.00,936823.00,0.00,508861.00,148076.00,0.00,57087.00,222799.00,3897.00,3347.00,550.00,1328861.00,79498.00,78983.00,149085.00,0.00,0.00,0.00,950.00,12065.00,36966.00,21155.00,40675.00,448168.00,48156.00,7983.00,49519.00,211155.00,144503.00
2004:Q2,1304433.00,1299990.00,98673.00,292628.00,15276.00,277352.00,908689.00,0.00,503435.00,151519.00,0.00,51711.00,202024.00,4443.00,3867.00,576.00,1304433.00,77999.00,78886.00,152680.00,0.00,0.00,0.00,762.00,10150.00,33536.00,21213.00,37921.00,416316.00,30399.00,7759.00,49956.00,236865.00,149991.00
2004:Q3,1309997.00,1305972.00,105121.00,291908.00,13397.00,278511.00,908943.00,0.00,498168.00,165076.00,0.00,52078.00,193621.00,4025.00,3374.00,651.00,1309997.00,78358.00,85624.00,151734.00,0.00,0.00,0.00,684.00,10504.00,33028.00,21415.00,31226.00,403240.00,31302.00,6602.00,49876.00,266854.00,139550.00
2004:Q4,1399128.00,1395035.00,97782.00,345342.00,13303.00,332039.00,951911.00,0.00,526113.00,175322.00,0.00,53107.00,197369.00,4093.00,3357.00,736.00,1399128.00,83702.00,95023.00,152738.00,0.00,0.00,0.00,788.00,12313.00,27371.00,21136.00,31815.00,413699.00,36910.00,5814.00,48015.00,332058.00,137746.00
2005:Q1,1439635.00,1435548.00,112002.00,346188.00,14049.00,332139.00,977358.00,0.00,531088.00,161177.00,0.00,59805.00,225288.00,4087.00,3446.00,641.00,1439635.00,86133.00,90942.00,151750.00,0.00,0.00,0.00,849.00,13205.00,22214.00,21761.00,31678.00,419261.00,41111.00,7895.00,50399.00,364512.00,137925.00
2005:Q2,1499013.00,1494868.00,110680.00,348149.00,11870.00,336279.00,1036039.00,0.00,559042.00,148832.00,0.00,57912.00,270253.00,4145.00,3386.00,759.00,1499013.00,89692.00,90215.00,150208.00,0.00,0.00,0.00,499.00,13051.00,21447.00,21806.00,31806.00,436838.00,40042.00,10221.00,62476.00,384996.00,145716.00
2005:Q3,1561277.00,1556888.00,116494.00,369103.00,14767.00,354336.00,1071291.00,0.00,595435.00,146034.00,0.00,63305.00,266517.00,4389.00,3609.00,780.00,1561277.00,93413.00,99352.00,153510.00,0.00,0.00,0.00,449.00,14904.00,23546.00,21895.00,26683.00,450459.00,39407.00,10923.00,63811.00,411476.00,151449.00
2005:Q4,1644201.00,1640099.00,90072.00,383952.00,28979.00,354973.00,1166075.00,0.00,674422.00,159997.00,0.00,57139.00,274517.00,4102.00,3332.00,770.00,1644201.00,98406.00,110974.00,153527.00,0.00,0.00,0.00,784.00,15817.00,24384.00,22103.00,26576.00,499356.00,37653.00,13813.00,60246.00,423749.00,156813.00
2006:Q1,1699088.00,1697611.00,96496.00,405250.00,25457.00,379793.00,1195865.00,0.00,690269.00,150971.00,0.00,58709.00,295916.00,1477.00,721.00,756.00,1699088.00,101857.00,105397.00,150617.00,0.00,0.00,0.00,1077.00,15229.00,26166.00,22456.00,25890.00,493561.00,46132.00,17856.00,66698.00,467582.00,158570.00
2006:Q2,1764736.00,1764229.00,111673.00,385022.00,23816.00,361206.00,1267534.00,0.00,742948.00,152685.00,0.00,74398.00,297503.00,507.00,-210.00,717.00,1764736.00,105854.00,118946.00,150307.00,0.00,0.00,0.00,645.00,13989.00,26701.00,22720.00,24355.00,514124.00,46550.00,22954.00,67615.00,455710.00,194266.00
2006:Q3,1865677.00,1864645.00,110581.00,476338.00,23945.00,452393.00,1277726.00,0.00,758859.00,164014.00,0.00,75138.00,279715.00,1032.00,332.00,700.00,1865677.00,111879.00,118689.00,152366.00,0.00,0.00,0.00,1180.00,13643.00,28197.00,22885.00,26081.00,563715.00,48472.00,25666.00,73995.00,461726.00,217183.00
2006:Q4,1958377.00,1957516.00,112519.00,482321.00,27037.00,455284.00,1362676.00,0.00,837356.00,165267.00,0.00,81730.00,278323.00,861.00,370.00,491.00,1958377.00,117451.00,122669.00,152335.00,0.00,0.00,0.00,958.00,16396.00,28676.00,39095.00,27859.00,613993.00,45383.00,32352.00,64305.00,483594.00,213311.00
2007:Q1,2005454.00,2003373.00,126170.00,476568.00,25757.00,450811.00,1400635.00,0.00,830830.00,132480.00,0.00,86019.00,351306.00,2081.00,1745.00,336.00,2005454.00,120202.00,109057.00,153560.00,0.00,0.00,0.00,1582.00,16038.00,31891.00,40194.00,29668.00,643685.00,44765.00,17779.00,77128.00,491559.00,228346.00
2007:Q2,2111615.00,2109392.00,154348.00,473982.00,26251.00,447731.00,1481062.00,0.00,905095.00,127034.00,0.00,90345.00,358588.00,2223.00,1812.00,411.00,2111615.00,126564.00,114501.00,152719.00,0.00,0.00,0.00,1732.00,13172.00,34568.00,41293.00,31512.00,652191.00,42772.00,30088.00,79874.00,547307.00,243322.00
2007:Q3,1857715.00,1857292.00,131417.00,426200.00,27284.00,398916.00,1299675.00,0.00,730195.00,119756.00,0.00,102141.00,347583.00,423.00,133.00,290.00,1857715.00,111438.00,79935.00,151843.00,0.00,0.00,0.00,1043.00,12179.00,36450.00,42391.00,31155.00,653144.00,44483.00,14155.00,86029.00,369782.00,223688.00
2007:Q4,1788877.00,1788092.00,123815.00,413007.00,28992.00,384015.00,1251270.00,0.00,643121.00,123528.00,0.00,116712.00,367909.00,785.00,274.00,511.00,1788877.00,107286.00,69462.00,149951.00,0.00,0.00,0.00,426.00,13280.00,41731.00,43489.00,30791.00,688437.00,46014.00,27655.00,87115.00,256982.00,226258.00
2008:Q1,1784621.00,1784192.00,139958.00,460326.00,20651.00,439675.00,1183908.00,0.00,588378.00,113543.00,0.00,115762.00,366225.00,429.00,60.00,369.00,1784621.00,94552.00,52866.00,146683.00,0.00,0.00,0.00,2739.00,18624.00,44650.00,41897.00,30475.00,676074.00,45908.00,39788.00,107489.00,246069.00,236807.00
2008:Q2,1749196.00,1748046.00,139829.00,470574.00,28470.00,442104.00,1137643.00,0.00,558898.00,112391.00,0.00,130322.00,336032.00,1150.00,818.00,332.00,1749196.00,62383.00,58271.00,140850.00,0.00,0.00,0.00,745.00,17647.00,44259.00,40304.00,30112.00,655613.00,51905.00,9346.00,102908.00,308606.00,226247.00
