1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,14842983.00,10124858.00,1101850.00,2348409.00,6674599.00,2435872.00,2454651.00,1947287.00,156052.00,1372516.00,220659.00,198060.00,507364.00,417866.00,6398.00,82660.00,440.00,-18779.00,-21329.00,2550.00,-773628.00,1923587.00,2697215.00,3055881.00,2410125.00,897960.00,1512165.00,645756.00,282032.00,363724.00,202205.00,876317.00,674112.00,15045188.00,-10946.00,6977.00,-9760.00,13733.00,-4.00
2008:Q4,14549949.00,9859595.00,1015118.00,2172404.00,6672073.00,2243111.00,2308259.00,1856181.00,152255.00,1297003.00,230592.00,176331.00,452078.00,371960.00,8055.00,74103.00,-2040.00,-65148.00,-60171.00,-4977.00,-602442.00,1709112.00,2311554.00,3049685.00,2401056.00,905572.00,1495484.00,648629.00,285652.00,362977.00,121062.00,745682.00,624620.00,14671011.00,-10978.00,36486.00,-39280.00,13772.00,0.00
2009:Q1,14383886.00,9770222.00,1012020.00,2124938.00,6633264.00,1972146.00,2117767.00,1712304.00,152309.00,1197493.00,197079.00,165423.00,405463.00,332545.00,3136.00,67558.00,2224.00,-145621.00,-129919.00,-15702.00,-393864.00,1519493.00,1913357.00,3035382.00,2392633.00,904776.00,1487857.00,642749.00,277460.00,365289.00,128415.00,635914.00,507499.00,14512301.00,-10298.00,25052.00,-27824.00,13070.00,0.00
2009:Q2,14340417.00,9769750.00,1004758.00,2143627.00,6621365.00,1825890.00,2013811.00,1637505.00,148535.00,1137903.00,184238.00,166829.00,376306.00,307981.00,5268.00,63341.00,-284.00,-187921.00,-167214.00,-20707.00,-341722.00,1522743.00,1864465.00,3086499.00,2434599.00,931196.00,1503403.00,651900.00,283432.00,368468.00,124668.00,622594.00,497926.00,14465085.00,-9834.00,2212.00,-4860.00,12482.00,0.00
2009:Q3,14384145.00,9890813.00,1045826.00,2199098.00,6645889.00,1786398.00,1992330.00,1600316.00,145814.00,1113395.00,175210.00,165897.00,392014.00,320639.00,5455.00,65908.00,12.00,-205932.00,-180641.00,-25291.00,-405562.00,1596440.00,2002002.00,3112496.00,2461099.00,945908.00,1515191.00,651397.00,287312.00,364085.00,179475.00,654877.00,475402.00,14563620.00,-9462.00,-971.00,-1576.00,12009.00,0.00
2009:Q4,14566511.00,9957093.00,1030669.00,2232841.00,6693583.00,1928031.00,1978836.00,1583648.00,141725.00,1113660.00,158974.00,169289.00,395188.00,323035.00,4849.00,66524.00,780.00,-50805.00,-45379.00,-5426.00,-440601.00,1712284.00,2152885.00,3121988.00,2479916.00,952928.00,1526988.00,642072.00,287728.00,354344.00,171634.00,682203.00,510569.00,14738145.00,-9178.00,-1223.00,-1248.00,11649.00,0.00
2010:Q1,14681063.00,10044522.00,1040196.00,2264663.00,6739663.00,1989539.00,1977479.00,1594389.00,134025.00,1122011.00,175473.00,162880.00,383090.00,320320.00,1077.00,58353.00,3340.00,12060.00,11250.00,810.00,-488704.00,1753227.00,2241931.00,3135706.00,2500301.00,979104.00,1521197.00,635405.00,290084.00,345321.00,203597.00,696611.00,493014.00,14884660.00,-8899.00,-1407.00,-784.00,11090.00,0.00
2010:Q2,14888600.00,10137651.00,1064689.00,2260937.00,6812025.00,2092716.00,2042601.00,1641797.00,133759.00,1164198.00,182120.00,161720.00,400804.00,334643.00,2069.00,61132.00,2960.00,50115.00,47167.00,2948.00,-523229.00,1814026.00,2337255.00,3181462.00,2526141.00,1005092.00,1521049.00,655321.00,299476.00,355845.00,205312.00,711991.00,506679.00,15093912.00,-8551.00,-386.00,-1720.00,10657.00,0.00
2010:Q3,15057660.00,10233421.00,1075093.00,2287313.00,6871015.00,2164566.00,2043022.00,1677404.00,133817.00,1196013.00,183708.00,163866.00,365618.00,305327.00,-3512.00,56083.00,7720.00,121544.00,112627.00,8917.00,-535014.00,1869845.00,2404859.00,3194687.00,2534178.00,1018772.00,1515406.00,660509.00,302864.00,357645.00,199724.00,720513.00,520789.00,15257384.00,-8304.00,-909.00,-1136.00,10349.00,0.00
2010:Q4,15230208.00,10393185.00,1102797.00,2355568.00,6934820.00,2156457.00,2094059.00,1719318.00,134751.00,1230102.00,191869.00,162596.00,374741.00,312859.00,2421.00,57441.00,2020.00,62398.00,60651.00,1747.00,-503682.00,1972239.00,2475921.00,3184248.00,2528218.00,1012652.00,1515566.00,656030.00,307412.00,348618.00,215239.00,750959.00,535720.00,15445447.00,-8157.00,-1741.00,-248.00,10166.00,-20.00
2011:Q1,15238371.00,10523541.00,1115282.00,2418690.00,6989569.00,2123458.00,2097185.00,1722363.00,128454.00,1234151.00,198255.00,161503.00,374822.00,312011.00,3183.00,58272.00,1356.00,26273.00,22477.00,3796.00,-562477.00,2033325.00,2595802.00,3153849.00,2516172.00,1000560.00,1515612.00,637677.00,297528.00,340149.00,228125.00,765109.00,536984.00,15466496.00,-8249.00,-1250.00,-212.00,9709.00,2.00
2011:Q2,15460926.00,10651357.00,1112345.00,2475609.00,7063403.00,2212675.00,2149637.00,1768510.00,129901.00,1270407.00,205938.00,162264.00,381127.00,316990.00,430.00,59491.00,4216.00,63038.00,55511.00,7527.00,-586949.00,2108323.00,2695272.00,3183843.00,2544744.00,1015152.00,1529592.00,639099.00,299704.00,339395.00,231076.00,791197.00,560121.00,15692002.00,-7931.00,-725.00,-680.00,9335.00,1.00
2011:Q3,15587124.00,10754462.00,1123844.00,2489180.00,7141438.00,2228221.00,2243133.00,1854510.00,132050.00,1330985.00,221192.00,170283.00,388623.00,323253.00,-4496.00,60614.00,9252.00,-14912.00,-15346.00,434.00,-572402.00,2142856.00,2715258.00,3176843.00,2539388.00,1009028.00,1530360.00,637455.00,296908.00,340547.00,255514.00,811351.00,555837.00,15842638.00,-7682.00,264.00,-1624.00,9042.00,0.00
2011:Q4,15785312.00,10827855.00,1149842.00,2501055.00,7176958.00,2395169.00,2302520.00,1902933.00,132639.00,1361322.00,233191.00,175781.00,399587.00,332295.00,-6241.00,62425.00,11108.00,92649.00,77109.00,15540.00,-598149.00,2140977.00,2739126.00,3160437.00,2523141.00,999504.00,1523637.00,637296.00,295420.00,341876.00,271837.00,802913.00,531076.00,16057149.00,-7504.00,-286.00,-1032.00,8832.00,-10.00
2012:Q1,15973879.00,10956230.00,1178771.00,2535615.00,7241844.00,2460779.00,2395340.00,1971527.00,140008.00,1413424.00,230410.00,187685.00,423813.00,351568.00,1650.00,66943.00,3652.00,65439.00,62173.00,3266.00,-614716.00,2169572.00,2784288.00,3171586.00,2548001.00,1011593.00,1536408.00,623585.00,288949.00,334636.00,251213.00,809744.00,558531.00,16225092.00,-7718.00,379.00,-1406.00,8952.00,-207.00
2012:Q2,16121852.00,11008347.00,1181585.00,2535614.00,7291148.00,2534772.00,2445519.00,2016163.00,139506.00,1440985.00,245017.00,190655.00,429356.00,356877.00,-1169.00,67184.00,6464.00,89253.00,87022.00,2231.00,-580909.00,2199803.00,2780712.00,3159642.00,2536795.00,1006035.00,1530760.00,622847.00,287664.00,335183.00,231428.00,786471.00,555043.00,16353280.00,-7821.00,56.00,-1306.00,9071.00,0.00
2012:Q3,16227937.00,11073602.00,1194180.00,2550556.00,7328866.00,2529927.00,2455858.00,2011721.00,137790.00,1435900.00,246310.00,191721.00,444137.00,369752.00,-452.00,68917.00,5920.00,74069.00,83865.00,-9796.00,-535181.00,2209354.00,2744535.00,3159589.00,2546678.00,1012528.00,1534150.00,612911.00,284438.00,328473.00,237030.00,804856.00,567826.00,16464967.00,-7923.00,141.00,-1407.00,9189.00,0.00
2012:Q4,16297351.00,11164329.00,1212906.00,2567088.00,7384335.00,2521337.00,2502925.00,2031238.00,132334.00,1447554.00,253152.00,198198.00,471687.00,393454.00,714.00,72375.00,5144.00,18412.00,29995.00,-11583.00,-531842.00,2214000.00,2745842.00,3143527.00,2545124.00,1001181.00,1543943.00,598403.00,277716.00,320687.00,230624.00,804984.00,574360.00,16527975.00,-8024.00,2507.00,-3790.00,9307.00,0.00
2013:Q1,16475441.00,11256655.00,1238366.00,2589261.00,7429028.00,2617589.00,2553960.00,2058263.00,142757.00,1472583.00,242017.00,200906.00,495697.00,413008.00,-40173.00,76538.00,46324.00,63629.00,51509.00,12120.00,-519513.00,2242211.00,2761724.00,3120710.00,2529284.00,974407.00,1554877.00,591426.00,270888.00,320538.00,226763.00,812673.00,585910.00,16702204.00,-7988.00,844.00,-1904.00,9048.00,0.00
2013:Q2,16541389.00,11284541.00,1237193.00,2566450.00,7480898.00,2658133.00,2593589.00,2077056.00,137812.00,1484808.00,254323.00,200113.00,516533.00,430820.00,3865.00,79316.00,2532.00,64544.00,50187.00,14357.00,-514719.00,2253056.00,2767775.00,3113434.00,2523182.00,964956.00,1558226.00,590252.00,266456.00,323796.00,244658.00,826888.00,582230.00,16786047.00,-7965.00,1805.00,-2862.00,9022.00,0.00
2013:Q3,16749348.00,11379103.00,1241430.00,2593220.00,7544453.00,2750832.00,2625323.00,2094205.00,136828.00,1498301.00,259731.00,199345.00,531118.00,443285.00,12782.00,81299.00,-6248.00,125509.00,99770.00,25739.00,-492902.00,2274106.00,2767008.00,3112315.00,2517482.00,951543.00,1565939.00,594833.00,268652.00,326181.00,252244.00,826272.00,574028.00,17001592.00,-7937.00,2682.00,-3735.00,8990.00,0.00
2013:Q4,16999888.00,11524398.00,1249781.00,2622379.00,7652238.00,2798629.00,2682684.00,2147881.00,133826.00,1538521.00,270886.00,204648.00,534803.00,446470.00,-10798.00,81827.00,17304.00,115945.00,92923.00,23022.00,-440885.00,2337059.00,2777944.00,3117746.00,2524956.00,953172.00,1571784.00,592790.00,267758.00,325032.00,253378.00,836345.00,582967.00,17253266.00,-7902.00,225.00,-1274.00,8951.00,0.00
2014:Q1,17025236.00,11636058.00,1256322.00,2644459.00,7735277.00,2773974.00,2738598.00,2194473.00,132177.00,1576597.00,279067.00,206632.00,544125.00,451943.00,10047.00,85299.00,-3164.00,35376.00,32795.00,2581.00,-508384.00,2339050.00,2847434.00,3123588.00,2540357.00,957448.00,1582909.00,583231.00,260628.00,322603.00,251614.00,839773.00,588159.00,17276850.00,-7985.00,406.00,-1246.00,8905.00,-80.00
2014:Q2,17285588.00,11800558.00,1289219.00,2678166.00,7833173.00,2861617.00,2796686.00,2235476.00,133935.00,1608406.00,277038.00,216097.00,561210.00,466275.00,-13129.00,87832.00,20232.00,64931.00,56240.00,8691.00,-515634.00,2388363.00,2903997.00,3139047.00,2543905.00,949878.00,1594027.00,595142.00,264443.00,330699.00,242705.00,848217.00,605512.00,17528293.00,-7980.00,893.00,-1813.00,8900.00,0.00
2014:Q3,17569429.00,11941008.00,1308465.00,2691217.00,7941326.00,2939808.00,2863569.00,2287531.00,138968.00,1644679.00,280929.00,222955.00,576038.00,478710.00,1222.00,90046.00,6060.00,76239.00,66706.00,9533.00,-485619.00,2394679.00,2880298.00,3174232.00,2577749.00,967642.00,1610107.00,596483.00,262962.00,333521.00,261190.00,868735.00,607545.00,17830619.00,-8012.00,5549.00,-6471.00,8934.00,0.00
2014:Q4,17692158.00,12075839.00,1325180.00,2688923.00,8061736.00,2970417.00,2885167.00,2286341.00,143089.00,1643559.00,274503.00,225190.00,598826.00,498148.00,-471.00,93077.00,8072.00,85250.00,75773.00,9477.00,-525516.00,2379040.00,2904556.00,3171418.00,2568204.00,948821.00,1619383.00,603214.00,263686.00,339528.00,236841.00,851627.00,614786.00,17928999.00,-8079.00,350.00,-1280.00,9009.00,0.00
2015:Q1,17783633.00,12098902.00,1331049.00,2625607.00,8142246.00,3044644.00,2915662.00,2297552.00,145164.00,1638620.00,280763.00,233005.00,618110.00,513643.00,-3041.00,96596.00,10912.00,128982.00,110206.00,18776.00,-534659.00,2287785.00,2822444.00,3174746.00,2575833.00,960140.00,1615693.00,598913.00,258672.00,340241.00,217082.00,809139.00,592057.00,18000715.00,-8160.00,-340.00,-624.00,9124.00,0.00
2015:Q2,17998254.00,12240167.00,1353297.00,2657362.00,8229508.00,3049869.00,2944715.00,2304933.00,148571.00,1643132.00,278719.00,234511.00,639782.00,531999.00,-432.00,99639.00,8576.00,105154.00,91319.00,13835.00,-508938.00,2298592.00,2807530.00,3217156.00,2600160.00,961713.00,1638447.00,616996.00,260386.00,356610.00,203776.00,827700.00,623924.00,18202030.00,-8224.00,120493.00,-121464.00,9195.00,0.00
2015:Q3,18141922.00,12356895.00,1364690.00,2678349.00,8313856.00,3072094.00,2995297.00,2331470.00,146689.00,1659529.00,282428.00,242824.00,663827.00,552495.00,26876.00,102908.00,-18452.00,76797.00,66621.00,10176.00,-523384.00,2259129.00,2782513.00,3236317.00,2617137.00,965079.00,1652058.00,619180.00,259961.00,359219.00,190601.00,817220.00,626619.00,18332523.00,-8249.00,-226.00,-748.00,9223.00,0.00
2015:Q4,18222782.00,12438768.00,1371795.00,2666336.00,8400637.00,3059882.00,2997232.00,2311315.00,142638.00,1644098.00,280791.00,243788.00,685917.00,571160.00,9768.00,106129.00,-1140.00,62650.00,56476.00,6174.00,-520901.00,2211748.00,2732649.00,3245033.00,2626507.00,968040.00,1658467.00,618526.00,265963.00,352563.00,211360.00,798499.00,587139.00,18434142.00,-8235.00,-329.00,-644.00,9208.00,0.00
2016:Q1,18281649.00,12497955.00,1366648.00,2642029.00,8489278.00,3036771.00,2994830.00,2292447.00,143010.00,1631554.00,275432.00,242451.00,702383.00,588210.00,6226.00,109283.00,-1336.00,41941.00,40804.00,1137.00,-507388.00,2178952.00,2686340.00,3254311.00,2622974.00,969002.00,1653972.00,631337.00,264813.00,366524.00,172538.00,807019.00,634481.00,18454187.00,-8209.00,-574.00,-396.00,9179.00,0.00
2016:Q2,18450080.00,12692698.00,1390013.00,2695365.00,8607320.00,2987501.00,3002459.00,2304659.00,145876.00,1642357.00,273029.00,243397.00,697800.00,588826.00,-8825.00,109351.00,8448.00,-14958.00,-9544.00,-5414.00,-492449.00,2209734.00,2702183.00,3262330.00,2643826.00,974592.00,1669234.00,618504.00,264629.00,353875.00,207847.00,848320.00,640473.00,18657927.00,-8192.00,31885.00,-33087.00,9160.00,234.00
2016:Q3,18657884.00,12825329.00,1413695.00,2696877.00,8714757.00,3010015.00,3005840.00,2306917.00,148192.00,1643384.00,268391.00,246950.00,698923.00,590314.00,-5611.00,109592.00,4628.00,4175.00,6634.00,-2459.00,-458980.00,2277019.00,2735999.00,3281520.00,2672129.00,984724.00,1687405.00,609391.00,267070.00,342321.00,208842.00,849676.00,640834.00,18866726.00,-8184.00,1089.00,-2056.00,9151.00,0.00
