1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q3,-283230.00,-141566.00,11509.00,-161336.00,8164.00,-283230.00,-172242.00,-125863.00,-118759.00,-7104.00,0.00,14876.00,-283230.00,-11928.00,-1576.00,4164.00,-21640.00,24340.00,-68270.00,-3592.00,-1624.00,-582.00,-76.00,-5682.00,2776.00,-372.00,-120874.00,172316.00,-199562.00,-46252.00,-4796.00
2010:Q4,-172730.00,-61192.00,7492.00,-127198.00,8168.00,-172730.00,-87416.00,-83642.00,-74930.00,-8712.00,0.00,-1672.00,-172730.00,-11492.00,-1572.00,4172.00,16.00,20080.00,-89244.00,172.00,-1076.00,-443.00,-360.00,991.00,2772.00,-496.00,-17042.00,181658.00,-211000.00,-49030.00,-836.00
2011:Q1,-191240.00,-91735.00,-13192.00,-99233.00,12920.00,-191240.00,-71479.00,-141945.00,-111565.00,-30380.00,0.00,22184.00,-191240.00,924.00,-552.00,-5808.00,2804.00,-864.00,-357641.00,-6076.00,-3916.00,5310.00,-196.00,8174.00,-4612.00,-596.00,103063.00,217457.00,-162038.00,-34911.00,48240.00
2011:Q2,-184254.00,-73400.00,-4160.00,-119758.00,13064.00,-184254.00,-58540.00,-147998.00,-117838.00,-30160.00,0.00,22284.00,-184254.00,-1612.00,-556.00,-5804.00,6660.00,2408.00,-112321.00,-3232.00,-3680.00,2472.00,1024.00,17254.00,-4612.00,-696.00,-58889.00,186743.00,-189048.00,-28969.00,8604.00
2011:Q3,-204232.00,-107086.00,5096.00,-115450.00,13208.00,-204232.00,-99582.00,-108586.00,-77394.00,-31192.00,0.00,3936.00,-204232.00,4868.00,-560.00,-5808.00,-8.00,2612.00,3403.00,2560.00,-2200.00,1771.00,980.00,17066.00,-4612.00,-416.00,-166594.00,137310.00,-140976.00,-45520.00,-8108.00
2011:Q4,-128002.00,-94947.00,11560.00,-57823.00,13208.00,-128002.00,-87003.00,-46411.00,-14483.00,-31928.00,0.00,5412.00,-128002.00,-736.00,-560.00,-5804.00,3736.00,-3584.00,45212.00,-3624.00,152.00,8551.00,1360.00,17503.00,-4612.00,-612.00,-119512.00,118770.00,-167989.00,-14259.00,-1992.00
2012:Q1,-135752.00,-78437.00,11628.00,-74911.00,5968.00,-135752.00,-67985.00,-72419.00,-174731.00,102312.00,0.00,4652.00,-135752.00,-17780.00,-1876.00,-2412.00,6256.00,-2360.00,-46600.00,-6360.00,-1920.00,11255.00,976.00,23266.00,1196.00,-644.00,-26543.00,127369.00,-172369.00,-25226.00,-1980.00
2012:Q2,-105570.00,-68438.00,26144.00,-69244.00,5968.00,-105570.00,-62262.00,-42344.00,-144044.00,101700.00,0.00,-964.00,-105570.00,-19760.00,-1876.00,-2416.00,2484.00,5812.00,19097.00,-64.00,-2072.00,8777.00,840.00,14815.00,1192.00,-524.00,-132113.00,179261.00,-159279.00,-31096.00,11352.00
2012:Q3,-98719.00,-100678.00,34596.00,-38669.00,6032.00,-98719.00,-95474.00,-13709.00,-115009.00,101300.00,0.00,10464.00,-98719.00,-17552.00,-1896.00,-2416.00,1984.00,12400.00,24697.00,120.00,-1696.00,5199.00,512.00,6181.00,1200.00,-1336.00,-75043.00,92770.00,-129994.00,-20921.00,7072.00
2012:Q4,14225.00,-83262.00,51244.00,40212.00,6032.00,14225.00,-64446.00,73456.00,-26504.00,99960.00,0.00,5216.00,14225.00,-17272.00,-1896.00,-2408.00,-4200.00,5580.00,57698.00,-1204.00,11688.00,8166.00,452.00,3494.00,1196.00,-1416.00,-51865.00,123972.00,-109970.00,-25592.00,17804.00
2013:Q1,-26973.00,-51327.00,18824.00,-6306.00,11836.00,-26973.00,-36451.00,-11130.00,-82706.00,71576.00,0.00,20608.00,-26973.00,-5612.00,1532.00,1000.00,7164.00,5212.00,-69739.00,-4856.00,-2344.00,8434.00,852.00,8690.00,-700.00,-1508.00,-6913.00,127780.00,-65384.00,-25121.00,-5460.00
2013:Q2,112835.00,-32291.00,30348.00,102810.00,11968.00,112835.00,-23567.00,76598.00,5202.00,71396.00,0.00,59804.00,112835.00,-6212.00,1552.00,996.00,-452.00,-9264.00,-46350.00,-396.00,-2684.00,15752.00,2856.00,17278.00,-696.00,-1564.00,111747.00,128978.00,-667940.00,-8854.00,578088.00
2013:Q3,148200.00,66068.00,40316.00,29720.00,12096.00,148200.00,61764.00,128524.00,58000.00,70524.00,0.00,-42088.00,148200.00,-5416.00,1564.00,996.00,3716.00,-4.00,-25000.00,1024.00,-8340.00,25576.00,1804.00,27644.00,-700.00,468.00,143047.00,140548.00,-136340.00,-23991.00,1604.00
2013:Q4,139098.00,8030.00,50032.00,68936.00,12100.00,139098.00,14546.00,83420.00,13628.00,69792.00,0.00,41132.00,139098.00,-4244.00,1568.00,996.00,5464.00,-432.00,34853.00,1904.00,3436.00,24734.00,3712.00,21480.00,-696.00,412.00,42115.00,125834.00,-119692.00,-29742.00,27396.00
2014:Q1,124420.00,16861.00,42140.00,53778.00,11640.00,124420.00,17309.00,95730.00,11606.00,84124.00,0.00,11380.00,124420.00,23833.00,4784.00,768.00,1928.00,10048.00,96299.00,7772.00,-1780.00,26154.00,1272.00,18120.00,1660.00,412.00,-67765.00,89460.00,-161931.00,-16887.00,90272.00
2014:Q2,196815.00,36253.00,52956.00,95838.00,11768.00,196815.00,33649.00,156618.00,32426.00,124192.00,0.00,6548.00,196815.00,-1008.00,4840.00,1952.00,2340.00,16332.00,153706.00,7832.00,-808.00,25721.00,2104.00,18946.00,1660.00,328.00,-25334.00,50421.00,-48801.00,-12553.00,-864.00
2014:Q3,219035.00,27522.00,64896.00,114721.00,11896.00,219035.00,25962.00,202933.00,52817.00,150116.00,0.00,-9860.00,219035.00,-707.00,4892.00,1408.00,2936.00,-6284.00,83035.00,5112.00,-3336.00,28250.00,2276.00,19907.00,1660.00,780.00,33765.00,63886.00,-26643.00,-8393.00,16492.00
2014:Q4,298136.00,101444.00,77488.00,107308.00,11896.00,298136.00,105804.00,163316.00,-10980.00,174296.00,0.00,29016.00,298136.00,711.00,4892.00,2456.00,-308.00,5272.00,138384.00,8324.00,-2312.00,27284.00,2408.00,29339.00,1660.00,752.00,76346.00,96201.00,-70330.00,3225.00,-26168.00
2015:Q1,230571.00,34793.00,85376.00,98074.00,12328.00,230571.00,37113.00,177090.00,26806.00,150284.00,0.00,16368.00,230571.00,218.00,4852.00,2272.00,3464.00,16244.00,188622.00,-580.00,-10364.00,27548.00,1892.00,29381.00,-5432.00,736.00,23865.00,14936.00,-22977.00,-18058.00,-26048.00
2015:Q2,477308.00,215112.00,95136.00,154592.00,12468.00,477308.00,209372.00,254636.00,48460.00,206176.00,0.00,13300.00,477308.00,1700.00,4852.00,2692.00,-452.00,2832.00,180907.00,14192.00,-2856.00,37960.00,2028.00,38943.00,-2648.00,776.00,125966.00,120205.00,-16949.00,-36939.00,4100.00
2015:Q3,396758.00,159653.00,86300.00,138206.00,12600.00,396758.00,152349.00,230058.00,-69290.00,299348.00,0.00,14352.00,396758.00,-1247.00,4852.00,2888.00,-4016.00,15320.00,206268.00,22664.00,-928.00,32821.00,2264.00,31586.00,-1652.00,-1928.00,76929.00,176455.00,-92953.00,-27349.00,-45216.00
2015:Q4,459824.00,165765.00,142380.00,139075.00,12604.00,459824.00,162981.00,324807.00,65323.00,259484.00,0.00,-27964.00,459824.00,578.00,4852.00,3556.00,-1852.00,15364.00,276394.00,18780.00,-948.00,32303.00,3388.00,59930.00,-1284.00,-1312.00,31896.00,196197.00,-96541.00,-30917.00,-50560.00
2016:Q1,386593.00,204469.00,70849.00,107200.00,4076.00,386593.00,199901.00,190144.00,32132.00,158012.00,0.00,-3452.00,386593.00,-8281.00,4852.00,2692.00,3604.00,5168.00,220918.00,18940.00,32.00,2338.00,4040.00,32286.00,-1124.00,-5128.00,63172.00,136405.00,-119581.00,-15977.00,42236.00
2016:Q2,521207.00,259307.00,118281.00,139538.00,4080.00,521207.00,251711.00,288039.00,46519.00,241520.00,0.00,-18544.00,521207.00,-7413.00,4852.00,2704.00,176.00,9844.00,320656.00,17892.00,-1488.00,52523.00,1720.00,38066.00,-1096.00,-624.00,49960.00,158725.00,-105045.00,-12641.00,-7604.00
