date,FU893065603.Q,FU183165605.Q,FU233165605.Q,FU893065603.Q,FU153065605.Q,FU113065603.Q,FU313065605.Q,FU213065603.Q,FU763065633.Q,FU753065603.Q,FU543065633.Q,FU223065643.Q,FU403065605.Q,FU413065605.Q
1998:Q2,1143.00,312.00,831.00,1143.00,-82.00,37.00,-85.00,-1.00,493.00,0.00,255.00,0.00,501.00,25.00
1998:Q3,1156.00,256.00,900.00,1156.00,43.00,38.00,-65.00,-132.00,499.00,0.00,258.00,0.00,490.00,25.00
1998:Q4,1156.00,157.00,999.00,1156.00,-161.00,38.00,-66.00,43.00,498.00,0.00,258.00,0.00,520.00,26.00
1999:Q1,1013.00,338.00,675.00,1013.00,6.00,-9.00,-100.00,11.00,588.00,0.00,170.00,0.00,159.00,188.00
1999:Q2,1023.00,232.00,791.00,1023.00,-344.00,-12.00,22.00,4.00,595.00,0.00,172.00,0.00,395.00,191.00
1999:Q3,1035.00,202.00,833.00,1035.00,-31.00,-11.00,-127.00,3.00,602.00,0.00,174.00,0.00,237.00,188.00
1999:Q4,1035.00,260.00,775.00,1035.00,-241.00,-12.00,-40.00,26.00,601.00,0.00,174.00,0.00,337.00,190.00
2000:Q1,-617.00,35.00,-652.00,-617.00,-1677.00,-4.00,-66.00,4.00,541.00,0.00,104.00,0.00,399.00,82.00
2000:Q2,-617.00,95.00,-712.00,-617.00,-1711.00,-3.00,-23.00,-8.00,542.00,0.00,104.00,0.00,400.00,82.00
2000:Q3,-624.00,141.00,-765.00,-624.00,-1762.00,-3.00,-12.00,2.00,547.00,0.00,106.00,0.00,417.00,81.00
2000:Q4,-624.00,174.00,-798.00,-624.00,-1748.00,-3.00,-19.00,-11.00,548.00,0.00,105.00,0.00,422.00,82.00
2001:Q1,941.00,269.00,672.00,941.00,-148.00,17.00,-55.00,-6.00,327.00,0.00,38.00,0.00,762.00,6.00
2001:Q2,952.00,317.00,635.00,952.00,-284.00,16.00,-21.00,12.00,330.00,0.00,38.00,0.00,855.00,6.00
2001:Q3,962.00,377.00,585.00,962.00,-223.00,17.00,-49.00,-21.00,334.00,0.00,38.00,0.00,860.00,6.00
2001:Q4,962.00,495.00,467.00,962.00,-228.00,17.00,-71.00,7.00,334.00,0.00,38.00,0.00,858.00,7.00
2002:Q1,1697.00,481.00,1216.00,1697.00,261.00,-3.00,-97.00,-15.00,488.00,0.00,54.00,0.00,1331.00,-322.00
2002:Q2,1716.00,568.00,1148.00,1716.00,-215.00,-3.00,-38.00,-16.00,493.00,0.00,53.00,0.00,1764.00,-322.00
2002:Q3,1734.00,628.00,1106.00,1734.00,287.00,-3.00,-51.00,-22.00,498.00,0.00,55.00,0.00,1292.00,-322.00
2002:Q4,1735.00,630.00,1105.00,1735.00,238.00,-4.00,-66.00,0.00,499.00,0.00,54.00,0.00,1337.00,-323.00
2003:Q1,-3017.00,-222.00,-2795.00,-3017.00,-452.00,1.00,-110.00,-1.00,-991.00,0.00,-344.00,0.00,-1091.00,-29.00
2003:Q2,-3051.00,-184.00,-2867.00,-3051.00,-521.00,1.00,-65.00,38.00,-1002.00,0.00,-348.00,0.00,-1155.00,1.00
2003:Q3,-3084.00,-202.00,-2882.00,-3084.00,-608.00,0.00,29.00,-644.00,-1013.00,0.00,-351.00,0.00,-1187.00,690.00
2003:Q4,-3084.00,-216.00,-2868.00,-3084.00,-437.00,1.00,-115.00,9.00,-1013.00,0.00,-352.00,0.00,-1151.00,-26.00
2004:Q1,3099.00,758.00,2341.00,3099.00,642.00,22.00,-52.00,8.00,1390.00,0.00,174.00,0.00,952.00,-37.00
2004:Q2,3100.00,813.00,2287.00,3100.00,682.00,23.00,-127.00,31.00,1389.00,0.00,174.00,0.00,927.00,1.00
2004:Q3,3133.00,801.00,2332.00,3133.00,557.00,23.00,34.00,12.00,1405.00,0.00,176.00,0.00,929.00,-3.00
2004:Q4,3134.00,790.00,2344.00,3134.00,635.00,22.00,-59.00,21.00,1405.00,0.00,176.00,0.00,960.00,-26.00
2005:Q1,2248.00,693.00,1555.00,2248.00,307.00,27.00,20.00,12.00,807.00,0.00,143.00,0.00,988.00,-56.00
2005:Q2,2272.00,680.00,1592.00,2272.00,303.00,27.00,-18.00,11.00,817.00,0.00,145.00,0.00,994.00,-7.00
2005:Q3,2298.00,585.00,1713.00,2298.00,268.00,27.00,10.00,35.00,825.00,0.00,147.00,0.00,1026.00,-40.00
2005:Q4,2297.00,524.00,1773.00,2297.00,297.00,26.00,-30.00,20.00,825.00,0.00,146.00,0.00,1004.00,9.00
2006:Q1,809.00,373.00,436.00,809.00,-888.00,-7.00,-24.00,5.00,554.00,0.00,171.00,0.00,544.00,454.00
2006:Q2,818.00,310.00,508.00,818.00,-1014.00,-8.00,7.00,19.00,559.00,0.00,173.00,0.00,567.00,515.00
2006:Q3,826.00,334.00,492.00,826.00,-1778.00,-8.00,-14.00,34.00,566.00,0.00,175.00,0.00,557.00,1294.00
2006:Q4,827.00,303.00,524.00,827.00,-612.00,-8.00,26.00,23.00,566.00,0.00,175.00,0.00,581.00,76.00
2007:Q1,1143.00,392.00,751.00,1143.00,-528.00,38.00,-26.00,32.00,428.00,0.00,185.00,0.00,795.00,219.00
2007:Q2,1155.00,432.00,723.00,1155.00,-1656.00,37.00,18.00,21.00,432.00,0.00,186.00,0.00,840.00,1277.00
2007:Q3,1168.00,436.00,732.00,1168.00,-288.00,37.00,0.00,22.00,438.00,0.00,189.00,0.00,831.00,-61.00
2007:Q4,1168.00,514.00,654.00,1168.00,-368.00,37.00,62.00,17.00,437.00,0.00,189.00,0.00,869.00,-75.00
2008:Q1,5466.00,1241.00,4225.00,5466.00,-248.00,-15.00,-38.00,8.00,2158.00,0.00,557.00,0.00,3134.00,-90.00
2008:Q2,5466.00,1378.00,4088.00,5466.00,571.00,-14.00,43.00,-9.00,2158.00,0.00,557.00,0.00,2306.00,-146.00
2008:Q3,5527.00,1547.00,3980.00,5527.00,-438.00,-15.00,189.00,-23.00,2182.00,0.00,564.00,0.00,2652.00,416.00
2008:Q4,5559.00,1715.00,3844.00,5559.00,-32.00,-15.00,30.00,-8.00,2218.00,10.00,572.00,0.00,2834.00,-50.00
2009:Q1,2786.00,893.00,1893.00,2786.00,2203.00,-6.00,-36.00,-16.00,-1578.00,-1.00,-419.00,0.00,2695.00,-56.00
2009:Q2,2818.00,1120.00,1698.00,2818.00,2035.00,-6.00,24.00,14.00,-1596.00,-3.00,-424.00,0.00,2822.00,-48.00
2009:Q3,2848.00,1146.00,1702.00,2848.00,1738.00,-6.00,255.00,25.00,-1613.00,-12.00,-429.00,0.00,2955.00,-65.00
2009:Q4,2848.00,879.00,1969.00,2848.00,1866.00,-6.00,145.00,10.00,-1613.00,-9.00,-428.00,0.00,2901.00,-18.00
2010:Q1,1997.00,758.00,1239.00,1997.00,580.00,21.00,81.00,5.00,1726.00,18.00,-222.00,0.00,427.00,-639.00
2010:Q2,2020.00,763.00,1257.00,2020.00,-1007.00,20.00,2.00,1.00,1745.00,-1.00,-224.00,0.00,1004.00,480.00
2010:Q3,2041.00,762.00,1279.00,2041.00,-652.00,21.00,218.00,26.00,1765.00,-7.00,-227.00,0.00,922.00,-25.00
2010:Q4,2042.00,786.00,1256.00,2042.00,-664.00,21.00,81.00,22.00,1764.00,-2.00,-227.00,0.00,1090.00,-43.00
2011:Q1,3230.00,1058.00,2172.00,3230.00,2389.00,-29.00,-54.00,-4.00,419.00,1.00,148.00,0.00,889.00,-529.00
2011:Q2,3266.00,1018.00,2248.00,3266.00,1796.00,-29.00,136.00,0.00,424.00,3.00,150.00,0.00,812.00,-26.00
2011:Q3,3302.00,1118.00,2184.00,3302.00,3410.00,-29.00,87.00,1.00,429.00,3.00,151.00,0.00,759.00,-1509.00
2011:Q4,3302.00,1283.00,2019.00,3302.00,1899.00,-29.00,94.00,-7.00,428.00,-9.00,151.00,0.00,820.00,-45.00
2012:Q1,1492.00,531.00,961.00,1492.00,-2280.00,-12.00,35.00,-6.00,2884.00,-1.00,-373.00,0.00,1293.00,-48.00
2012:Q2,1492.00,681.00,811.00,1492.00,-2834.00,-12.00,27.00,5.00,2884.00,-1.00,-373.00,0.00,1364.00,432.00
2012:Q3,1508.00,849.00,659.00,1508.00,-2284.00,-12.00,5.00,13.00,2916.00,-7.00,-377.00,0.00,1293.00,-39.00
2012:Q4,1508.00,932.00,576.00,1508.00,-2416.00,-12.00,3.00,5.00,2916.00,15.00,-377.00,0.00,1445.00,-71.00
2013:Q1,2959.00,1060.00,1899.00,2959.00,659.00,5.00,-110.00,5.00,1085.00,-16.00,123.00,0.00,1267.00,-59.00
2013:Q2,2992.00,1053.00,1939.00,2992.00,334.00,5.00,46.00,-13.00,1097.00,-1.00,125.00,0.00,1431.00,-32.00
2013:Q3,3024.00,1120.00,1904.00,3024.00,457.00,5.00,53.00,-1.00,1109.00,3.00,126.00,0.00,1300.00,-28.00
2013:Q4,3025.00,1068.00,1957.00,3025.00,769.00,5.00,-337.00,-2.00,1109.00,-1.00,126.00,0.00,1394.00,-38.00
2014:Q1,2910.00,1130.00,1780.00,2910.00,7663.00,4.00,66.00,12.00,-8115.00,0.00,1183.00,0.00,2125.00,-28.00
2014:Q2,2942.00,1203.00,1739.00,2942.00,1454.00,9.00,244.00,19.00,389.00,179.00,90.00,0.00,588.00,-30.00
2014:Q3,2974.00,1118.00,1856.00,2974.00,1442.00,7.00,520.00,-8.00,393.00,-21.00,85.00,0.00,584.00,-28.00
2014:Q4,2974.00,909.00,2065.00,2974.00,1761.00,12.00,115.00,6.00,400.00,-4.00,85.00,0.00,643.00,-44.00
2015:Q1,3082.00,1479.00,1603.00,3082.00,1577.00,11.00,173.00,18.00,450.00,3.00,90.00,0.00,799.00,-39.00
2015:Q2,3117.00,1232.00,1885.00,3117.00,1896.00,14.00,164.00,3.00,425.00,-20.00,90.00,0.00,571.00,-25.00
2015:Q3,3150.00,938.00,2212.00,3150.00,1106.00,14.00,175.00,19.00,455.00,-1.00,90.00,0.00,496.00,796.00
2015:Q4,3151.00,715.00,2436.00,3151.00,1507.00,18.00,160.00,19.00,475.00,50.00,100.00,0.00,859.00,-37.00
2016:Q1,1019.00,251.00,768.00,1019.00,-760.00,13.00,136.00,5.00,500.00,-23.00,100.00,0.00,696.00,352.00
2016:Q2,1020.00,134.00,886.00,1020.00,-598.00,13.00,159.00,12.00,500.00,-21.00,100.00,0.00,824.00,31.00
