1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q2,546757.00,2246.00,31296.00,0.00,10383.00,178856.00,9181.00,62288.00,26864.00,80523.00,9709.00,263099.00,6848.00,44320.00,0.00,11738.00,-101.00,32683.00,569514.00
1983:Q3,572809.00,2585.00,31388.00,0.00,10372.00,189846.00,10198.00,66828.00,28838.00,83982.00,10569.00,257916.00,6863.00,63270.00,0.00,11868.00,18812.00,32590.00,595586.00
1983:Q4,593846.00,2729.00,32263.00,0.00,10596.00,197037.00,10348.00,69999.00,30334.00,86356.00,10124.00,255389.00,6909.00,78799.00,0.00,12011.00,33448.00,33340.00,617138.00
1984:Q1,623118.00,3076.00,31889.00,0.00,10166.00,201076.00,11749.00,71267.00,30656.00,87404.00,9892.00,223247.00,6780.00,136992.00,0.00,11629.00,93417.00,31946.00,644883.00
1984:Q2,646655.00,3479.00,31811.00,0.00,9894.00,196016.00,13268.00,69092.00,29963.00,83693.00,9369.00,212500.00,6516.00,177070.00,0.00,11259.00,134697.00,31114.00,667294.00
1984:Q3,665283.00,3466.00,34384.00,0.00,10593.00,209897.00,13303.00,74072.00,32294.00,90228.00,9041.00,234086.00,7275.00,156541.00,0.00,12189.00,111095.00,33257.00,686825.00
1984:Q4,684532.00,3297.00,36053.00,0.00,10909.00,226587.00,11765.00,81302.00,34802.00,98718.00,9735.00,247225.00,7896.00,142830.00,0.00,12913.00,95811.00,34106.00,706165.00
1985:Q1,704265.00,3536.00,38793.00,0.00,11648.00,225410.00,11598.00,84115.00,36126.00,93571.00,11041.00,269409.00,8595.00,135833.00,0.00,13761.00,85642.00,36430.00,726782.00
1985:Q2,725745.00,3781.00,42185.00,0.00,12448.00,231090.00,11541.00,89579.00,38977.00,90993.00,11804.00,288607.00,9391.00,126439.00,0.00,14718.00,72794.00,38927.00,749170.00
1985:Q3,750363.00,3821.00,41777.00,0.00,12043.00,231874.00,11906.00,92230.00,40597.00,87141.00,11361.00,274816.00,9412.00,165259.00,0.00,14545.00,113176.00,37538.00,772440.00
1985:Q4,771103.00,1369.00,40963.00,0.00,13897.00,240891.00,14372.00,96413.00,52343.00,77763.00,11236.00,335911.00,5905.00,120931.00,81825.00,11582.00,-23961.00,51485.00,795192.00
1986:Q1,785855.00,1209.00,42027.00,0.00,13847.00,252209.00,14859.00,98624.00,53544.00,85182.00,11424.00,381329.00,6411.00,77399.00,85096.00,11572.00,-63525.00,44256.00,811686.00
1986:Q2,799798.00,1059.00,44554.00,0.00,14260.00,251944.00,15877.00,95137.00,51665.00,89265.00,10989.00,386742.00,5928.00,84322.00,84829.00,11557.00,-55625.00,43561.00,827063.00
1986:Q3,813030.00,924.00,46124.00,0.00,14345.00,258647.00,16572.00,93878.00,51082.00,97115.00,11005.00,336326.00,5059.00,140600.00,83393.00,11542.00,2447.00,43218.00,841888.00
1986:Q4,826059.00,796.00,49621.00,0.00,14999.00,235509.00,17980.00,89215.00,48039.00,80275.00,10066.00,348235.00,4834.00,161999.00,85570.00,11518.00,10026.00,54885.00,856898.00
1987:Q1,839111.00,706.00,50096.00,0.00,15001.00,227625.00,19194.00,85738.00,46166.00,76527.00,8678.00,446099.00,6558.00,84348.00,92976.00,11418.00,-87868.00,67822.00,870453.00
1987:Q2,853564.00,646.00,52172.00,0.00,15492.00,230405.00,21159.00,79665.00,53110.00,76471.00,7920.00,461659.00,8088.00,77182.00,94144.00,11118.00,-100382.00,72302.00,885218.00
1987:Q3,869104.00,606.00,52827.00,0.00,15573.00,235137.00,22702.00,81092.00,54061.00,77282.00,7282.00,477752.00,9498.00,70429.00,97943.00,10668.00,-116598.00,78416.00,901332.00
1987:Q4,886564.00,598.00,50715.00,0.00,14859.00,241281.00,23122.00,83486.00,55658.00,79015.00,6764.00,322304.00,7932.00,242111.00,91753.00,10021.00,83270.00,57067.00,918605.00
1988:Q1,903897.00,648.00,47418.00,0.00,14676.00,242778.00,21238.00,77707.00,63579.00,80254.00,7864.00,332725.00,7903.00,249885.00,86580.00,9321.00,99713.00,54271.00,933710.00
1988:Q2,920774.00,898.00,48951.00,0.00,16022.00,243659.00,21562.00,77864.00,63707.00,80526.00,8915.00,340133.00,7733.00,254463.00,84729.00,8921.00,97606.00,63207.00,949315.00
1988:Q3,938590.00,1698.00,45478.00,0.00,15758.00,259917.00,19722.00,87157.00,65855.00,87183.00,10926.00,307949.00,6828.00,290036.00,79924.00,8571.00,130916.00,70625.00,965048.00
1988:Q4,955306.00,2526.00,47255.00,0.00,16478.00,263763.00,19246.00,85146.00,69172.00,90199.00,12629.00,300642.00,6493.00,305520.00,78151.00,9677.00,142506.00,75186.00,980312.00
1989:Q1,969092.00,2926.00,51069.00,0.00,17053.00,270195.00,19209.00,80170.00,79336.00,91480.00,13694.00,313903.00,6426.00,293826.00,79334.00,10777.00,128102.00,75613.00,995931.00
1989:Q2,982871.00,2726.00,52792.00,0.00,16868.00,279078.00,18296.00,84119.00,82868.00,93795.00,15047.00,333578.00,6638.00,276144.00,80060.00,11902.00,110425.00,73757.00,1011177.00
1989:Q3,996155.00,2226.00,57318.00,0.00,17731.00,287011.00,18481.00,87436.00,85768.00,95326.00,16377.00,375207.00,7000.00,233285.00,82726.00,13052.00,73057.00,64450.00,1026432.00
1989:Q4,1010524.00,1557.00,56858.00,0.00,16755.00,299713.00,16755.00,93036.00,90951.00,98971.00,18238.00,358912.00,6783.00,251708.00,80124.00,14118.00,89030.00,68436.00,1042018.00
1990:Q1,1025672.00,1157.00,55257.00,0.00,16289.00,302463.00,16289.00,84536.00,101376.00,100262.00,18314.00,345961.00,6327.00,279904.00,76413.00,15068.00,126141.00,62282.00,1056542.00
1990:Q2,1041379.00,957.00,54590.00,0.00,16172.00,312956.00,16172.00,87813.00,105057.00,103914.00,18845.00,375936.00,7306.00,254617.00,77624.00,15518.00,98250.00,63225.00,1071806.00
1990:Q3,1057782.00,1057.00,53645.00,0.00,15932.00,322786.00,15932.00,90950.00,108567.00,107337.00,19335.00,305891.00,6069.00,333067.00,73369.00,16068.00,186565.00,57065.00,1087666.00
1990:Q4,1074410.00,1038.00,51312.00,0.00,15026.00,330218.00,15026.00,93594.00,111474.00,110124.00,19708.00,341438.00,6776.00,308894.00,73601.00,16921.00,174553.00,43819.00,1103725.00
1991:Q1,1090551.00,1028.00,50913.00,0.00,14548.00,338596.00,14548.00,84516.00,124690.00,114842.00,18061.00,405234.00,8483.00,253688.00,74711.00,18671.00,118159.00,42147.00,1119422.00
1991:Q2,1106528.00,1013.00,52144.00,0.00,14875.00,337794.00,14875.00,83514.00,122977.00,116428.00,16102.00,403130.00,8956.00,272514.00,72979.00,21171.00,130491.00,47873.00,1135053.00
1991:Q3,1122038.00,998.00,53432.00,0.00,15279.00,350299.00,15279.00,86047.00,126568.00,122405.00,14815.00,422868.00,10667.00,253680.00,74852.00,23421.00,107867.00,47540.00,1150463.00
1991:Q4,1136805.00,988.00,56770.00,0.00,16863.00,349754.00,16863.00,84682.00,124312.00,123897.00,12957.00,458593.00,11423.00,229457.00,77303.00,25084.00,85151.00,41919.00,1165432.00
1992:Q1,1153111.00,985.00,54054.00,0.00,16453.00,355998.00,16453.00,73851.00,136317.00,129377.00,12175.00,436072.00,12416.00,264958.00,75006.00,26491.00,131441.00,32020.00,1180890.00
1992:Q2,1169257.00,995.00,52020.00,0.00,16382.00,359318.00,16382.00,73470.00,135552.00,133914.00,11296.00,442566.00,13664.00,273016.00,74346.00,27833.00,134049.00,36788.00,1196118.00
1992:Q3,1185860.00,1007.00,49606.00,0.00,15971.00,365799.00,15971.00,73865.00,136225.00,139738.00,10583.00,447342.00,13614.00,281938.00,71438.00,29200.00,146032.00,35268.00,1211512.00
1992:Q4,1202775.00,1012.00,47638.00,0.00,15799.00,369967.00,15799.00,73658.00,135780.00,144730.00,9850.00,484519.00,15619.00,258371.00,69589.00,30651.00,122915.00,35216.00,1227199.00
1993:Q1,1217997.00,1006.00,49348.00,0.00,15992.00,379614.00,15992.00,63520.00,150715.00,149387.00,9720.00,521086.00,16963.00,224268.00,70892.00,32218.00,84123.00,37035.00,1242085.00
1993:Q2,1234001.00,994.00,50650.00,0.00,15835.00,383850.00,15835.00,63924.00,151797.00,152294.00,9445.00,519917.00,18446.00,234864.00,68911.00,33985.00,95593.00,36375.00,1257476.00
1993:Q3,1250160.00,977.00,51833.00,0.00,15575.00,394502.00,15575.00,73601.00,147850.00,157476.00,9354.00,534801.00,20449.00,222669.00,69361.00,35952.00,82087.00,35269.00,1273213.00
1993:Q4,1266077.00,1007.00,54087.00,0.00,15782.00,394298.00,15782.00,68061.00,151727.00,158728.00,8450.00,555640.00,22346.00,214467.00,69703.00,38019.00,70968.00,35777.00,1288967.00
1994:Q1,1280591.00,1130.00,55753.00,0.00,14428.00,393894.00,14428.00,65286.00,155393.00,158787.00,7921.00,529828.00,23076.00,254561.00,67322.00,39819.00,118023.00,29397.00,1304122.00
1994:Q2,1294922.00,1302.00,57719.00,0.00,13345.00,407497.00,13345.00,69228.00,164730.00,160194.00,7498.00,530198.00,24043.00,253320.00,67523.00,41419.00,109450.00,34928.00,1319399.00
1994:Q3,1309816.00,1475.00,59848.00,0.00,12406.00,423107.00,12406.00,75547.00,176276.00,158878.00,6850.00,571487.00,26616.00,208027.00,67837.00,42819.00,60400.00,36971.00,1334942.00
1994:Q4,1313642.00,1794.00,67149.00,0.00,11594.00,433604.00,11594.00,78177.00,182413.00,161420.00,4701.00,559881.00,39041.00,195878.00,79223.00,44194.00,37678.00,34783.00,1350735.00
1995:Q1,1328356.00,1860.00,69171.00,0.00,11487.00,439727.00,11487.00,78716.00,183562.00,165962.00,4730.00,601445.00,47207.00,152729.00,80371.00,44604.00,-6711.00,34465.00,1366319.00
1995:Q2,1343229.00,1929.00,71244.00,0.00,11379.00,443830.00,11379.00,78870.00,183814.00,169767.00,4759.00,646776.00,55424.00,107888.00,81475.00,45015.00,-52749.00,34147.00,1382063.00
1995:Q3,1357908.00,1998.00,73344.00,0.00,11272.00,449016.00,11272.00,79208.00,184492.00,174044.00,4788.00,677526.00,62654.00,77310.00,81695.00,45425.00,-83639.00,33829.00,1397612.00
1995:Q4,1371929.00,2067.00,75421.00,0.00,11164.00,455325.00,11164.00,79732.00,185607.00,178822.00,4817.00,688790.00,68461.00,65884.00,80730.00,45836.00,-94193.00,33511.00,1412503.00
1996:Q1,1386672.00,2140.00,78875.00,0.00,12007.00,456851.00,12007.00,79217.00,184298.00,181329.00,4846.00,701646.00,73480.00,56827.00,83129.00,46246.00,-108591.00,36043.00,1428116.00
1996:Q2,1400943.00,2211.00,82295.00,0.00,12850.00,461991.00,12850.00,79334.00,184461.00,185346.00,4874.00,710730.00,78362.00,47630.00,85418.00,46656.00,-123019.00,38575.00,1443258.00
1996:Q3,1415341.00,2282.00,85739.00,0.00,13692.00,451906.00,13692.00,76323.00,179829.00,182062.00,4904.00,725803.00,83086.00,47929.00,89584.00,47066.00,-129828.00,41107.00,1458526.00
1996:Q4,1430217.00,2217.00,89686.00,0.00,14171.00,444073.00,14171.00,74652.00,173319.00,181931.00,4860.00,764300.00,91043.00,19867.00,89862.00,47475.00,-160015.00,42545.00,1474271.00
1997:Q1,1444092.00,2431.00,94688.00,0.00,13746.00,451597.00,13747.00,75372.00,174892.00,187586.00,4892.00,731767.00,94364.00,50607.00,87358.00,49612.00,-127640.00,41277.00,1489027.00
1997:Q2,1458666.00,2537.00,98859.00,0.00,14074.00,460039.00,14075.00,76116.00,176518.00,193330.00,4925.00,829675.00,107880.00,-59323.00,90645.00,50768.00,-243002.00,42266.00,1504500.00
1997:Q3,1473601.00,2871.00,103437.00,0.00,13897.00,469528.00,13899.00,77121.00,178756.00,199752.00,4976.00,877379.00,118122.00,-116609.00,90906.00,51920.00,-301175.00,41740.00,1520351.00
1997:Q4,1489027.00,2640.00,106442.00,0.00,14238.00,480894.00,14243.00,77871.00,180398.00,208382.00,5360.00,843991.00,122308.00,-86846.00,92046.00,52847.00,-274511.00,42772.00,1536039.00
1998:Q1,1520149.00,2758.00,110893.00,0.00,14308.00,472200.00,14320.00,72248.00,175648.00,209984.00,5340.00,940549.00,137588.00,-163487.00,95951.00,55560.00,-357995.00,42997.00,1568101.00
1998:Q2,1551096.00,2872.00,115152.00,0.00,14356.00,461298.00,14383.00,67462.00,172346.00,207107.00,5333.00,910477.00,141002.00,-99394.00,93780.00,58248.00,-294589.00,43167.00,1600007.00
1998:Q3,1582109.00,2985.00,119113.00,0.00,14361.00,453449.00,14419.00,62277.00,167403.00,209350.00,5330.00,782228.00,135172.00,69471.00,89002.00,60807.00,-123569.00,43231.00,1631999.00
1998:Q4,1610027.00,3197.00,122885.00,0.00,14279.00,457570.00,14390.00,57247.00,162157.00,223776.00,4984.00,949139.00,156608.00,-98635.00,95114.00,60883.00,-297703.00,43071.00,1664201.00
1999:Q1,1631743.00,2640.00,119649.00,0.00,14456.00,472596.00,14656.00,61258.00,168252.00,228430.00,4985.00,934231.00,166351.00,-83165.00,94937.00,60481.00,-283572.00,44989.00,1687093.00
1999:Q2,1653688.00,2840.00,115859.00,0.00,14486.00,499175.00,14824.00,69067.00,176651.00,238633.00,4987.00,963493.00,176580.00,-123732.00,94760.00,59226.00,-325509.00,47791.00,1710224.00
1999:Q3,1675501.00,2991.00,111134.00,0.00,14333.00,518396.00,14870.00,76044.00,182552.00,244930.00,4988.00,862853.00,175421.00,-14615.00,89583.00,56901.00,-211234.00,50135.00,1733231.00
1999:Q4,1697997.00,3419.00,103181.00,0.00,13971.00,546603.00,14776.00,75893.00,192606.00,263328.00,4989.00,1006300.00,198960.00,-179426.00,91906.00,53359.00,-376648.00,51957.00,1755646.00
2000:Q1,1716532.00,3541.00,100533.00,0.00,12695.00,530498.00,13839.00,73413.00,187784.00,255462.00,4893.00,1111274.00,214224.00,-261126.00,94031.00,51417.00,-454370.00,47796.00,1772978.00
2000:Q2,1736847.00,3746.00,91708.00,0.00,10719.00,504534.00,12263.00,71437.00,179472.00,241362.00,4629.00,1091678.00,224427.00,-194594.00,90903.00,44945.00,-373713.00,43271.00,1790036.00
2000:Q3,1759678.00,4201.00,85236.00,0.00,8099.00,472271.00,10086.00,67182.00,171505.00,223498.00,4279.00,1123072.00,243785.00,-181265.00,90340.00,40198.00,-347845.00,36042.00,1807559.00
2000:Q4,1785494.00,4653.00,79471.00,0.00,4933.00,424170.00,7371.00,64220.00,155330.00,197249.00,3728.00,1075978.00,236373.00,-43812.00,86127.00,35969.00,-193493.00,27585.00,1826014.00
2001:Q1,1813024.00,4762.00,68292.00,0.00,6499.00,437989.00,9361.00,68685.00,170239.00,189704.00,4582.00,959239.00,189862.00,141799.00,79575.00,27770.00,1828.00,32626.00,1860641.00
2001:Q2,1849256.00,4902.00,61232.00,0.00,5347.00,428276.00,8567.00,67620.00,167336.00,184753.00,4498.00,1051388.00,180257.00,113356.00,79265.00,22592.00,-17631.00,29130.00,1896322.00
2001:Q3,1885864.00,5070.00,52995.00,0.00,4320.00,419020.00,7797.00,66279.00,163792.00,181152.00,4397.00,933449.00,163762.00,302851.00,66630.00,16551.00,193439.00,26231.00,1932505.00
2001:Q4,1921982.00,5260.00,44347.00,0.00,3467.00,403952.00,7077.00,63867.00,157088.00,175920.00,4353.00,1060684.00,180811.00,219108.00,72357.00,10208.00,111746.00,24797.00,1968425.00
2002:Q1,1934433.00,4939.00,41725.00,0.00,2759.00,402338.00,6146.00,62330.00,151288.00,182574.00,4527.00,1031113.00,211161.00,235871.00,75960.00,8685.00,131549.00,19677.00,1981410.00
2002:Q2,1948606.00,4974.00,39871.00,0.00,2713.00,413542.00,5820.00,59711.00,155179.00,192832.00,4489.00,927167.00,195241.00,360609.00,81198.00,6199.00,249148.00,24064.00,1994206.00
2002:Q3,1962765.00,5024.00,38335.00,0.00,2915.00,393868.00,5675.00,56935.00,147457.00,183801.00,4593.00,836265.00,177519.00,504246.00,78065.00,10901.00,389560.00,25720.00,2007314.00
2002:Q4,1979057.00,5054.00,38823.00,0.00,2839.00,367272.00,5657.00,51169.00,139195.00,171251.00,4568.00,917633.00,188763.00,454105.00,86406.00,5703.00,339754.00,22242.00,2021095.00
2003:Q1,1990291.00,5069.00,34558.00,0.00,3108.00,385775.00,5853.00,57454.00,145444.00,177024.00,4435.00,910899.00,169054.00,477393.00,84357.00,8675.00,359139.00,25222.00,2031535.00
2003:Q2,2002235.00,5086.00,37915.00,0.00,3394.00,402002.00,3144.00,63601.00,153153.00,182104.00,4332.00,1049641.00,187897.00,311968.00,95304.00,5724.00,185525.00,25415.00,2042660.00
2003:Q3,2013193.00,5102.00,35513.00,0.00,3603.00,416300.00,2927.00,60711.00,164183.00,188479.00,4363.00,1088177.00,186198.00,273937.00,94488.00,4370.00,154090.00,20989.00,2053837.00
2003:Q4,2022770.00,5122.00,41116.00,0.00,3933.00,440647.00,4793.00,65515.00,174763.00,195576.00,4495.00,1170758.00,197429.00,159270.00,105719.00,5677.00,28232.00,19642.00,2064260.00
2004:Q1,2058460.00,5132.00,38943.00,0.00,4174.00,442502.00,4632.00,62426.00,175792.00,199652.00,4551.00,1214714.00,207358.00,141086.00,96864.00,4515.00,18332.00,21375.00,2100100.00
2004:Q2,2093948.00,5151.00,30356.00,0.00,4689.00,441553.00,4662.00,62732.00,179028.00,195131.00,4511.00,1211148.00,215877.00,180663.00,100812.00,7958.00,44535.00,27358.00,2135313.00
2004:Q3,2129429.00,5169.00,32191.00,0.00,4896.00,434441.00,4819.00,59407.00,181700.00,188515.00,4481.00,1214093.00,210473.00,223685.00,88754.00,4096.00,107670.00,23165.00,2170785.00
2004:Q4,2166467.00,5190.00,36332.00,0.00,4370.00,430257.00,4491.00,58574.00,182465.00,184727.00,4401.00,1294157.00,233612.00,158148.00,94971.00,3690.00,34297.00,25190.00,2207106.00
2005:Q1,2186951.00,5214.00,34688.00,0.00,5188.00,435622.00,5062.00,59471.00,184657.00,186432.00,4327.00,1282236.00,232157.00,187519.00,93438.00,2660.00,67313.00,24108.00,2227068.00
2005:Q2,2208320.00,5243.00,38277.00,0.00,5126.00,441978.00,5052.00,60297.00,184256.00,192373.00,4260.00,1313670.00,238988.00,160778.00,90497.00,656.00,46621.00,23004.00,2248082.00
2005:Q3,2230047.00,5286.00,41703.00,0.00,5029.00,448963.00,5033.00,60714.00,186783.00,196433.00,4205.00,1365730.00,247404.00,111727.00,90016.00,2731.00,-2808.00,21788.00,2269492.00
2005:Q4,2251208.00,5329.00,41950.00,0.00,5066.00,464296.00,5104.00,60001.00,198545.00,200646.00,4181.00,1392796.00,253409.00,84181.00,88822.00,1785.00,-30118.00,23692.00,2290385.00
2006:Q1,2279767.00,5385.00,41047.00,0.00,5255.00,461273.00,5289.00,59973.00,195526.00,200485.00,4165.00,1462820.00,262823.00,36999.00,82793.00,1625.00,-70994.00,23575.00,2318722.00
2006:Q2,2307809.00,5437.00,41422.00,0.00,5306.00,469004.00,5340.00,60637.00,195501.00,207526.00,4141.00,1432643.00,258700.00,91156.00,73625.00,1616.00,-7526.00,23441.00,2346481.00
2006:Q3,2335700.00,5492.00,41866.00,0.00,5360.00,486305.00,5395.00,65239.00,198293.00,217378.00,4123.00,1460134.00,269791.00,62629.00,66957.00,1609.00,-36275.00,30338.00,2374125.00
2006:Q4,2364346.00,11121.00,26371.00,54171.00,3484.00,544255.00,32096.00,112153.00,142104.00,257902.00,24929.00,1150677.00,313706.00,235632.00,61471.00,35939.00,-28843.00,167065.00,2402038.00
2007:Q1,2396651.00,11312.00,27224.00,54279.00,3543.00,549609.00,33069.00,111676.00,143112.00,261752.00,25357.00,1165659.00,319045.00,240623.00,62376.00,36555.00,-28241.00,169933.00,2433386.00
2007:Q2,2429041.00,11503.00,28077.00,54386.00,3603.00,554964.00,34042.00,111198.00,144121.00,265603.00,25785.00,1235157.00,334903.00,180663.00,64642.00,37172.00,-93952.00,172801.00,2465311.00
2007:Q3,2461079.00,11694.00,28930.00,54494.00,3663.00,560318.00,35015.00,110721.00,145129.00,269453.00,26213.00,1251552.00,342286.00,181929.00,66130.00,37789.00,-97658.00,175668.00,2497430.00
2007:Q4,2494906.00,11884.00,29783.00,54602.00,3723.00,565671.00,35987.00,110244.00,146137.00,273303.00,26641.00,1209252.00,332601.00,260749.00,65438.00,38406.00,-21631.00,178536.00,2529140.00
2008:Q1,2513829.00,10832.00,28418.00,50815.00,3480.00,554351.00,34000.00,107515.00,140311.00,272525.00,24725.00,1071317.00,319500.00,450391.00,63073.00,42583.00,163649.00,181086.00,2549178.00
2008:Q2,2532617.00,9780.00,27053.00,47028.00,3237.00,543031.00,32013.00,104786.00,134486.00,271746.00,22810.00,1032188.00,328251.00,519239.00,63403.00,46760.00,225441.00,183635.00,2568749.00
2008:Q3,2551852.00,8727.00,25688.00,43241.00,2995.00,531711.00,30026.00,102058.00,128660.00,270967.00,20895.00,920256.00,302809.00,695530.00,60223.00,50937.00,398185.00,186185.00,2588363.00
2008:Q4,2572927.00,7675.00,24323.00,39454.00,2752.00,520392.00,28040.00,99329.00,122834.00,270189.00,18979.00,726129.00,258473.00,974750.00,54794.00,55115.00,676106.00,188735.00,2608222.00
2009:Q1,2585570.00,7018.00,25172.00,39545.00,2791.00,521906.00,28831.00,102516.00,121195.00,269364.00,18491.00,634501.00,241526.00,1094620.00,52204.00,53778.00,793208.00,195430.00,2621961.00
2009:Q2,2599667.00,6362.00,26022.00,39635.00,2830.00,523419.00,29623.00,105702.00,119556.00,268538.00,18003.00,726482.00,275279.00,981635.00,54554.00,52442.00,672514.00,202125.00,2635967.00
2009:Q3,2613392.00,5705.00,26871.00,39726.00,2868.00,524933.00,30415.00,108889.00,117916.00,267713.00,17515.00,830332.00,312288.00,853154.00,57371.00,51106.00,535856.00,208821.00,2649755.00
2009:Q4,2626272.00,5049.00,27720.00,39816.00,2907.00,526448.00,31207.00,112076.00,116277.00,266888.00,17027.00,863834.00,321936.00,821535.00,57617.00,49770.00,498632.00,215516.00,2662690.00
2010:Q1,2679108.00,5715.00,27665.00,38529.00,2848.00,544072.00,30960.00,113914.00,116957.00,282241.00,17320.00,911919.00,331277.00,799763.00,56638.00,53111.00,472176.00,217838.00,2715579.00
2010:Q2,2731303.00,6380.00,27610.00,37242.00,2789.00,561696.00,30713.00,115751.00,117637.00,297595.00,17613.00,805795.00,305194.00,966984.00,52243.00,56451.00,638130.00,220160.00,2767825.00
2010:Q3,2783391.00,7046.00,27555.00,35955.00,2730.00,579321.00,30466.00,117589.00,118318.00,312948.00,17906.00,893186.00,331565.00,888127.00,52740.00,59792.00,553114.00,222481.00,2819918.00
2010:Q4,2835701.00,7711.00,27500.00,34667.00,2671.00,596945.00,30219.00,119427.00,118998.00,328301.00,18199.00,1010665.00,348140.00,789203.00,52759.00,63132.00,448509.00,224803.00,2872234.00
2011:Q1,2863816.00,8154.00,27802.00,34582.00,2680.00,617060.00,30484.00,127660.00,119176.00,339740.00,17592.00,1052300.00,366295.00,737351.00,57263.00,63550.00,386425.00,230113.00,2900356.00
2011:Q2,2892195.00,8596.00,28105.00,34497.00,2689.00,637175.00,30750.00,135892.00,119354.00,351179.00,16984.00,1029207.00,371622.00,763320.00,60398.00,63968.00,403531.00,235423.00,2928742.00
2011:Q3,2920256.00,9039.00,28407.00,34412.00,2698.00,657290.00,31015.00,144125.00,119532.00,362618.00,16377.00,849932.00,333590.00,988511.00,59587.00,64386.00,623806.00,240732.00,2956795.00
2011:Q4,2947134.00,9482.00,28709.00,34327.00,2707.00,677405.00,31280.00,152358.00,119710.00,374057.00,15770.00,929506.00,356277.00,892951.00,64519.00,64804.00,517586.00,246042.00,2983668.00
2012:Q1,2968265.00,9221.00,27875.00,33330.00,2628.00,698380.00,30372.00,161351.00,117434.00,389223.00,15742.00,1041570.00,379377.00,760142.00,64941.00,61708.00,382302.00,251191.00,3004794.00
2012:Q2,2987346.00,8961.00,27042.00,32333.00,2550.00,719356.00,29464.00,170344.00,115158.00,404390.00,15713.00,1001280.00,358934.00,821177.00,61327.00,58612.00,444899.00,256339.00,3023869.00
2012:Q3,3004230.00,8700.00,26208.00,31337.00,2471.00,740332.00,28555.00,179338.00,112883.00,419556.00,15685.00,1054946.00,366169.00,758382.00,60426.00,55516.00,380952.00,261488.00,3040754.00
2012:Q4,3018831.00,8439.00,25375.00,30340.00,2393.00,761308.00,27647.00,188331.00,110607.00,434723.00,15657.00,1047964.00,359278.00,768077.00,58168.00,52421.00,390852.00,266636.00,3055354.00
2013:Q1,3040122.00,8509.00,26490.00,31674.00,2498.00,779886.00,28863.00,187665.00,109065.00,454293.00,15388.00,1111733.00,376649.00,687295.00,59543.00,51387.00,309820.00,266545.00,3076644.00
2013:Q2,3059622.00,8580.00,27606.00,33008.00,2603.00,798463.00,30078.00,186999.00,107522.00,473864.00,15119.00,1090648.00,373088.00,710507.00,58689.00,50354.00,335011.00,266453.00,3096145.00
2013:Q3,3077719.00,8650.00,28722.00,34342.00,2708.00,817042.00,31294.00,186333.00,105980.00,493435.00,14850.00,1105706.00,389588.00,676111.00,59607.00,49321.00,300821.00,266362.00,3114240.00
2013:Q4,3094869.00,8720.00,29837.00,35676.00,2813.00,835620.00,32510.00,185667.00,104438.00,513005.00,14581.00,1164955.00,407942.00,594725.00,60786.00,48288.00,219381.00,266270.00,3131391.00
2014:Q1,3118422.00,9257.00,30328.00,36263.00,2860.00,839247.00,33044.00,184405.00,103728.00,518070.00,14607.00,1147457.00,414238.00,624165.00,60637.00,47317.00,244842.00,271369.00,3154947.00
2014:Q2,3141516.00,9794.00,30819.00,36849.00,2906.00,842877.00,33579.00,183144.00,103018.00,523136.00,14633.00,1161988.00,428130.00,613520.00,61096.00,46346.00,229610.00,276468.00,3178042.00
2014:Q3,3164188.00,10331.00,31310.00,37436.00,2952.00,846506.00,34114.00,181882.00,102309.00,528201.00,14659.00,1120399.00,421776.00,678819.00,59837.00,45376.00,292039.00,281567.00,3200717.00
2014:Q4,3186401.00,10868.00,31801.00,38023.00,2998.00,850133.00,34648.00,180620.00,101599.00,533266.00,14685.00,1137904.00,425645.00,674344.00,59817.00,44405.00,283456.00,286666.00,3222942.00
2015:Q1,3209512.00,11069.00,31926.00,37988.00,2923.00,855960.00,34952.00,182203.00,100864.00,537941.00,14386.00,1125804.00,431441.00,698015.00,59899.00,43071.00,305866.00,289179.00,3246065.00
2015:Q2,3231556.00,11245.00,32123.00,37851.00,2869.00,860814.00,35167.00,183328.00,100008.00,542311.00,13632.00,1094260.00,427781.00,750981.00,58129.00,42075.00,358401.00,292376.00,3268120.00
2015:Q3,3252007.00,11446.00,32228.00,37792.00,2795.00,866079.00,35454.00,184821.00,99077.00,546727.00,13082.00,981185.00,398090.00,909310.00,54130.00,40786.00,519637.00,294757.00,3288585.00
2015:Q4,3270308.00,11652.00,32336.00,37734.00,2750.00,871665.00,35746.00,186344.00,98342.00,551233.00,12678.00,1008481.00,405268.00,887744.00,53683.00,39925.00,496950.00,297186.00,3306899.00
2016:Q1,3288609.00,11821.00,32559.00,37988.00,2765.00,874379.00,36001.00,186056.00,97985.00,554337.00,12646.00,997221.00,405941.00,913289.00,52990.00,39489.00,522032.00,298778.00,3325213.00
2016:Q2,3306911.00,12099.00,32811.00,38228.00,2771.00,877155.00,36294.00,185798.00,97497.00,557566.00,12541.00,996413.00,412667.00,922226.00,53326.00,38804.00,528442.00,301654.00,3343527.00
2016:Q3,3325228.00,12319.00,33002.00,38381.00,2765.00,879849.00,36536.00,185840.00,97030.00,560443.00,12388.00,1016446.00,426478.00,903600.00,54117.00,38149.00,507332.00,304002.00,3361841.00
