1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q3,-44.00,-44.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00,109.00,109.00,335.00,159.00,144.00,32.00,335.00,856.00,367.00,215.00,274.00,0.00,0.00,0.00,170.00,170.00,0.00,0.00,0.00,0.00,1954.00,6425.00,1388.00,1954.00,6425.00,1388.00
1970:Q4,43.00,43.00,0.00,0.00,0.00,991.00,991.00,0.00,0.00,110.00,110.00,323.00,146.00,145.00,32.00,323.00,864.00,350.00,254.00,260.00,0.00,0.00,0.00,128.00,128.00,0.00,0.00,0.00,0.00,1476.00,6329.00,1452.00,1476.00,6329.00,1452.00
1971:Q1,-80.00,-80.00,0.00,0.00,0.00,1095.00,1095.00,0.00,0.00,88.00,88.00,336.00,118.00,154.00,64.00,336.00,861.00,323.00,245.00,293.00,0.00,0.00,0.00,146.00,146.00,0.00,0.00,0.00,0.00,2127.00,6656.00,1501.00,2127.00,6656.00,1501.00
1971:Q2,-79.00,-79.00,0.00,0.00,0.00,-1313.00,-1313.00,0.00,0.00,76.00,76.00,324.00,102.00,159.00,63.00,324.00,836.00,301.00,234.00,301.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,2010.00,5225.00,1710.00,2010.00,5225.00,1710.00
1971:Q3,-6.00,-6.00,0.00,0.00,0.00,-662.00,-662.00,0.00,0.00,74.00,74.00,323.00,96.00,163.00,64.00,323.00,880.00,301.00,263.00,316.00,0.00,0.00,0.00,68.00,68.00,0.00,0.00,0.00,0.00,1648.00,7051.00,1981.00,1648.00,7051.00,1981.00
1971:Q4,-17.00,-17.00,0.00,0.00,0.00,339.00,339.00,0.00,0.00,80.00,80.00,331.00,102.00,166.00,63.00,331.00,993.00,319.00,334.00,340.00,0.00,0.00,0.00,102.00,102.00,0.00,0.00,0.00,0.00,1100.00,6826.00,2266.00,1100.00,6826.00,2266.00
1972:Q1,-108.00,-108.00,0.00,0.00,0.00,219.00,219.00,0.00,0.00,120.00,120.00,361.00,109.00,189.00,63.00,361.00,1104.00,330.00,411.00,363.00,0.00,0.00,0.00,151.00,151.00,0.00,0.00,0.00,0.00,461.00,7470.00,2291.00,461.00,7470.00,2291.00
1972:Q2,-14.00,-14.00,0.00,0.00,0.00,-262.00,-262.00,0.00,0.00,145.00,145.00,375.00,109.00,202.00,64.00,375.00,1216.00,332.00,492.00,392.00,0.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00,-825.00,5332.00,2121.00,-825.00,5332.00,2121.00
1972:Q3,-14.00,-14.00,0.00,0.00,0.00,-302.00,-302.00,0.00,0.00,148.00,148.00,387.00,114.00,210.00,63.00,387.00,1260.00,351.00,512.00,397.00,0.00,0.00,0.00,111.00,111.00,0.00,0.00,0.00,0.00,-1296.00,7358.00,1930.00,-1296.00,7358.00,1930.00
1972:Q4,-30.00,-30.00,0.00,0.00,0.00,104.00,104.00,0.00,0.00,127.00,127.00,397.00,123.00,210.00,64.00,397.00,1239.00,389.00,471.00,379.00,0.00,0.00,0.00,185.00,185.00,0.00,0.00,0.00,0.00,80.00,7039.00,1631.00,80.00,7039.00,1631.00
1973:Q1,30.00,30.00,0.00,0.00,0.00,-257.00,-257.00,0.00,0.00,111.00,111.00,408.00,132.00,213.00,63.00,408.00,1195.00,346.00,482.00,367.00,0.00,0.00,0.00,-27.00,-27.00,0.00,0.00,0.00,0.00,205.00,7803.00,1488.00,205.00,7803.00,1488.00
1973:Q2,25.00,25.00,0.00,0.00,0.00,162.00,162.00,0.00,0.00,98.00,98.00,423.00,141.00,218.00,64.00,423.00,1187.00,347.00,493.00,347.00,0.00,0.00,0.00,-61.00,-61.00,0.00,0.00,0.00,0.00,1573.00,5463.00,1758.00,1573.00,5463.00,1758.00
1973:Q3,-31.00,-31.00,0.00,0.00,0.00,-275.00,-275.00,0.00,0.00,93.00,93.00,429.00,145.00,221.00,63.00,429.00,1190.00,342.00,504.00,344.00,0.00,0.00,0.00,192.00,192.00,0.00,0.00,0.00,0.00,1324.00,8231.00,2072.00,1324.00,8231.00,2072.00
1973:Q4,579.00,579.00,0.00,0.00,0.00,567.00,567.00,0.00,0.00,98.00,98.00,432.00,145.00,223.00,64.00,432.00,1203.00,332.00,514.00,357.00,0.00,0.00,0.00,-129.00,-129.00,0.00,0.00,0.00,0.00,2520.00,7673.00,2398.00,2520.00,7673.00,2398.00
1974:Q1,181.00,181.00,0.00,0.00,0.00,282.00,282.00,0.00,0.00,154.00,154.00,420.00,164.00,193.00,63.00,420.00,1219.00,319.00,527.00,373.00,0.00,0.00,0.00,94.00,94.00,0.00,0.00,0.00,0.00,2705.00,8232.00,2405.00,2705.00,8232.00,2405.00
1974:Q2,-591.00,-591.00,0.00,0.00,0.00,37.00,37.00,0.00,0.00,185.00,185.00,413.00,177.00,173.00,63.00,413.00,1241.00,312.00,541.00,388.00,0.00,0.00,0.00,-73.00,-73.00,0.00,0.00,0.00,0.00,3094.00,4165.00,2142.00,3094.00,4165.00,2142.00
1974:Q3,-144.00,-144.00,0.00,0.00,0.00,-1.00,-1.00,0.00,0.00,193.00,193.00,422.00,181.00,177.00,64.00,422.00,1234.00,304.00,550.00,380.00,0.00,0.00,0.00,-259.00,-259.00,0.00,0.00,0.00,0.00,1517.00,8863.00,2534.00,1517.00,8863.00,2534.00
1974:Q4,13.00,13.00,0.00,0.00,0.00,330.00,330.00,0.00,0.00,178.00,178.00,443.00,175.00,205.00,63.00,443.00,1200.00,298.00,555.00,347.00,0.00,0.00,0.00,211.00,211.00,0.00,0.00,0.00,0.00,479.00,7988.00,2721.00,479.00,7988.00,2721.00
1975:Q1,-29.00,-29.00,0.00,0.00,0.00,496.00,496.00,0.00,0.00,172.00,172.00,472.00,175.00,233.00,64.00,472.00,1386.00,399.00,551.00,436.00,0.00,0.00,0.00,365.00,365.00,0.00,0.00,0.00,0.00,-1771.00,8355.00,2637.00,-1771.00,8355.00,2637.00
1975:Q2,7.00,7.00,0.00,0.00,0.00,-168.00,-168.00,0.00,0.00,173.00,173.00,503.00,180.00,260.00,63.00,503.00,1382.00,369.00,560.00,453.00,0.00,0.00,0.00,401.00,401.00,0.00,0.00,0.00,0.00,-2588.00,2967.00,2490.00,-2588.00,2967.00,2490.00
1975:Q3,-45.00,-45.00,0.00,0.00,0.00,-476.00,-476.00,0.00,0.00,165.00,165.00,503.00,174.00,265.00,64.00,503.00,1550.00,505.00,574.00,471.00,0.00,0.00,0.00,-5.00,-5.00,0.00,0.00,0.00,0.00,-3282.00,9272.00,3160.00,-3282.00,9272.00,3160.00
1975:Q4,76.00,76.00,0.00,0.00,0.00,417.00,417.00,0.00,0.00,148.00,148.00,467.00,157.00,247.00,63.00,467.00,1891.00,786.00,604.00,501.00,0.00,0.00,0.00,234.00,234.00,0.00,0.00,0.00,0.00,-1484.00,8145.00,2177.00,-1484.00,8145.00,2177.00
1976:Q1,52.00,52.00,0.00,0.00,0.00,459.00,459.00,0.00,0.00,158.00,158.00,568.00,169.00,284.00,115.00,568.00,2242.00,773.00,777.00,692.00,0.00,0.00,0.00,300.00,300.00,310.00,310.00,0.00,0.00,430.00,8955.00,2455.00,430.00,8955.00,2455.00
1976:Q2,-150.00,-150.00,0.00,0.00,0.00,-261.00,-261.00,0.00,0.00,143.00,143.00,585.00,168.00,302.00,115.00,585.00,2603.00,909.00,871.00,823.00,0.00,0.00,0.00,19.00,19.00,-132.00,-132.00,0.00,0.00,3120.00,1930.00,526.00,3120.00,1930.00,526.00
1976:Q3,-17.00,-17.00,0.00,0.00,0.00,207.00,207.00,0.00,0.00,151.00,151.00,590.00,167.00,308.00,115.00,590.00,2753.00,965.00,917.00,871.00,0.00,0.00,0.00,48.00,48.00,20.00,20.00,0.00,0.00,3587.00,9830.00,2254.00,3587.00,9830.00,2254.00
1976:Q4,-18.00,-18.00,0.00,0.00,0.00,799.00,799.00,0.00,0.00,179.00,179.00,582.00,165.00,302.00,115.00,582.00,2692.00,940.00,913.00,839.00,0.00,0.00,0.00,98.00,98.00,412.00,412.00,0.00,0.00,2661.00,8220.00,3271.00,2661.00,8220.00,3271.00
1977:Q1,-68.00,-68.00,0.00,0.00,0.00,-357.00,-357.00,0.00,0.00,207.00,207.00,740.00,290.00,331.00,119.00,740.00,2945.00,1004.00,1036.00,905.00,0.00,0.00,0.00,10.00,10.00,321.00,321.00,0.00,0.00,489.00,9718.00,3314.00,489.00,9718.00,3314.00
1977:Q2,98.00,98.00,0.00,0.00,0.00,203.00,203.00,0.00,0.00,236.00,236.00,829.00,362.00,348.00,119.00,829.00,3115.00,1071.00,1094.00,950.00,0.00,0.00,0.00,144.00,144.00,-391.00,-391.00,0.00,0.00,-90.00,7384.00,1333.00,-90.00,7384.00,1333.00
1977:Q3,-43.00,-43.00,0.00,0.00,0.00,-140.00,-140.00,0.00,0.00,242.00,242.00,851.00,378.00,354.00,119.00,851.00,3233.00,1081.00,1159.00,993.00,0.00,0.00,0.00,64.00,64.00,-97.00,-97.00,0.00,0.00,393.00,3099.00,1867.00,393.00,3099.00,1867.00
1977:Q4,-20.00,-20.00,0.00,0.00,0.00,574.00,574.00,0.00,0.00,224.00,224.00,804.00,337.00,348.00,119.00,804.00,3300.00,1035.00,1234.00,1031.00,0.00,0.00,0.00,111.00,111.00,48.00,48.00,0.00,0.00,1125.00,9557.00,1389.00,1125.00,9557.00,1389.00
1978:Q1,43.00,43.00,0.00,0.00,0.00,293.00,293.00,0.00,0.00,250.00,250.00,815.00,332.00,352.00,131.00,815.00,3390.00,983.00,1341.00,1066.00,0.00,0.00,0.00,92.00,92.00,70.00,70.00,0.00,0.00,750.00,11159.00,1711.00,750.00,11159.00,1711.00
1978:Q2,-12.00,-12.00,0.00,0.00,0.00,571.00,571.00,0.00,0.00,256.00,256.00,819.00,336.00,353.00,130.00,819.00,3507.00,929.00,1448.00,1130.00,0.00,0.00,0.00,294.00,294.00,-201.00,-201.00,0.00,0.00,559.00,8915.00,618.00,559.00,8915.00,618.00
1978:Q3,-22.00,-22.00,0.00,0.00,0.00,614.00,614.00,0.00,0.00,269.00,269.00,808.00,319.00,359.00,130.00,808.00,3574.00,948.00,1482.00,1144.00,0.00,0.00,0.00,369.00,369.00,157.00,157.00,0.00,0.00,-235.00,4525.00,1692.00,-235.00,4525.00,1692.00
1978:Q4,122.00,122.00,0.00,0.00,0.00,582.00,582.00,0.00,0.00,290.00,290.00,779.00,280.00,369.00,130.00,779.00,3591.00,1041.00,1443.00,1107.00,0.00,0.00,0.00,56.00,56.00,499.00,499.00,0.00,0.00,-1869.00,10286.00,926.00,-1869.00,10286.00,926.00
1979:Q1,47.00,47.00,0.00,0.00,0.00,483.00,483.00,0.00,0.00,316.00,316.00,788.00,243.00,389.00,156.00,788.00,3619.00,1111.00,1437.00,1071.00,0.00,0.00,0.00,301.00,301.00,-461.00,-461.00,0.00,0.00,-4633.00,12416.00,3771.00,-4633.00,12416.00,3771.00
1979:Q2,-17.00,-17.00,0.00,0.00,0.00,1259.00,1259.00,0.00,0.00,345.00,345.00,780.00,208.00,416.00,156.00,780.00,3658.00,1159.00,1458.00,1041.00,0.00,0.00,0.00,201.00,201.00,49.00,49.00,0.00,0.00,-5359.00,9348.00,1459.00,-5359.00,9348.00,1459.00
1979:Q3,-41.00,-41.00,0.00,0.00,0.00,323.00,323.00,0.00,0.00,350.00,350.00,751.00,188.00,406.00,157.00,751.00,3703.00,1223.00,1425.00,1055.00,0.00,0.00,0.00,323.00,323.00,173.00,173.00,0.00,0.00,-3061.00,3423.00,3618.00,-3061.00,3423.00,3618.00
1979:Q4,-14.00,-14.00,0.00,0.00,0.00,983.00,983.00,0.00,0.00,332.00,332.00,697.00,181.00,360.00,156.00,697.00,3755.00,1305.00,1342.00,1108.00,0.00,0.00,0.00,101.00,101.00,369.00,369.00,0.00,0.00,2380.00,10382.00,3085.00,2380.00,10382.00,3085.00
1980:Q1,-164.00,-164.00,0.00,0.00,0.00,430.00,430.00,0.00,0.00,311.00,311.00,566.00,162.00,313.00,91.00,566.00,3830.00,1577.00,1303.00,950.00,0.00,0.00,0.00,44.00,44.00,-426.00,-426.00,0.00,0.00,6640.00,13083.00,209.00,6640.00,13083.00,209.00
1980:Q2,-49.00,-49.00,0.00,0.00,0.00,442.00,442.00,0.00,0.00,285.00,285.00,489.00,131.00,267.00,91.00,489.00,3338.00,1174.00,1228.00,936.00,0.00,0.00,0.00,521.00,521.00,53.00,53.00,0.00,0.00,9672.00,9876.00,-1401.00,9672.00,9876.00,-1401.00
1980:Q3,-9.00,-9.00,0.00,0.00,0.00,-628.00,-628.00,0.00,0.00,299.00,299.00,481.00,134.00,256.00,91.00,481.00,3221.00,1153.00,1159.00,909.00,0.00,0.00,0.00,480.00,480.00,1020.00,1020.00,0.00,0.00,11542.00,1730.00,2125.00,11542.00,1730.00,2125.00
1980:Q4,-20.00,-20.00,0.00,0.00,0.00,570.00,570.00,0.00,0.00,352.00,352.00,543.00,172.00,280.00,91.00,543.00,3156.00,1189.00,1092.00,875.00,0.00,0.00,0.00,325.00,325.00,-663.00,-663.00,0.00,0.00,12295.00,11149.00,2269.00,12295.00,11149.00,2269.00
1981:Q1,-168.00,-168.00,0.00,0.00,0.00,-374.00,-374.00,0.00,0.00,419.00,419.00,796.00,199.00,302.00,295.00,796.00,3087.00,1234.00,1052.00,801.00,0.00,0.00,0.00,131.00,131.00,-333.00,-333.00,0.00,0.00,9942.00,14027.00,2436.00,9942.00,14027.00,2436.00
1981:Q2,177.00,177.00,0.00,0.00,0.00,99.00,99.00,0.00,0.00,501.00,501.00,833.00,218.00,321.00,294.00,833.00,2985.00,1255.00,991.00,739.00,0.00,0.00,0.00,56.00,56.00,243.00,243.00,0.00,0.00,4940.00,10336.00,-1057.00,4940.00,10336.00,-1057.00
1981:Q3,-31.00,-31.00,0.00,0.00,0.00,2008.00,2008.00,0.00,0.00,486.00,486.00,851.00,239.00,317.00,295.00,851.00,2793.00,1139.00,920.00,734.00,0.00,0.00,0.00,-153.00,-153.00,-464.00,-464.00,0.00,0.00,2368.00,602.00,583.00,2368.00,602.00,583.00
1981:Q4,-143.00,-143.00,0.00,0.00,0.00,113.00,113.00,0.00,0.00,377.00,377.00,844.00,260.00,290.00,294.00,844.00,2678.00,1052.00,841.00,785.00,0.00,0.00,0.00,353.00,353.00,1508.00,1508.00,0.00,0.00,501.00,11740.00,837.00,501.00,11740.00,837.00
1982:Q1,63.00,63.00,0.00,0.00,0.00,676.00,676.00,0.00,0.00,279.00,279.00,943.00,278.00,263.00,402.00,943.00,2191.00,541.00,771.00,879.00,0.00,0.00,0.00,262.00,262.00,-107.00,-107.00,0.00,0.00,-1430.00,14793.00,-2.00,-1430.00,14793.00,-2.00
1982:Q2,225.00,225.00,0.00,0.00,0.00,-390.00,-390.00,0.00,0.00,193.00,193.00,923.00,293.00,229.00,401.00,923.00,2154.00,429.00,615.00,1110.00,0.00,0.00,0.00,319.00,319.00,1091.00,1091.00,0.00,0.00,-3111.00,10157.00,706.00,-3111.00,10157.00,706.00
1982:Q3,52.00,52.00,0.00,0.00,0.00,1613.00,1613.00,0.00,0.00,155.00,155.00,956.00,320.00,234.00,402.00,956.00,2177.00,632.00,626.00,919.00,0.00,0.00,0.00,876.00,876.00,616.00,616.00,0.00,0.00,-1679.00,228.00,2787.00,-1679.00,228.00,2787.00
1982:Q4,21.00,21.00,0.00,0.00,0.00,919.00,919.00,0.00,0.00,166.00,166.00,1038.00,359.00,278.00,401.00,1038.00,4310.00,3203.00,805.00,302.00,0.00,0.00,0.00,461.00,461.00,-1404.00,-1404.00,0.00,0.00,-3669.00,11709.00,515.00,-3669.00,11709.00,515.00
1983:Q1,77.00,77.00,0.00,0.00,0.00,-950.00,-950.00,0.00,0.00,150.00,150.00,955.00,402.00,318.00,235.00,955.00,2470.00,2186.00,798.00,-514.00,0.00,0.00,0.00,859.00,859.00,1723.00,1723.00,0.00,0.00,9054.00,15096.00,-818.00,9054.00,15096.00,-818.00
1983:Q2,38.00,38.00,0.00,0.00,0.00,-699.00,-699.00,0.00,0.00,145.00,145.00,1039.00,449.00,355.00,235.00,1039.00,2126.00,2769.00,812.00,-1455.00,0.00,0.00,0.00,1008.00,1008.00,-672.00,-672.00,0.00,0.00,10715.00,10140.00,999.00,10715.00,10140.00,999.00
1983:Q3,-38.00,-38.00,0.00,0.00,0.00,-643.00,-643.00,0.00,0.00,140.00,140.00,1069.00,467.00,367.00,235.00,1069.00,3114.00,3593.00,894.00,-1373.00,0.00,0.00,0.00,130.00,130.00,-915.00,-915.00,0.00,0.00,11856.00,155.00,5305.00,11856.00,155.00,5305.00
1983:Q4,-27.00,-27.00,0.00,0.00,0.00,-599.00,-599.00,0.00,0.00,149.00,149.00,1046.00,457.00,354.00,235.00,1046.00,4510.00,3751.00,1039.00,-280.00,0.00,0.00,0.00,143.00,143.00,2779.00,2779.00,0.00,0.00,12007.00,11044.00,665.00,12007.00,11044.00,665.00
1984:Q1,252.00,252.00,0.00,0.00,0.00,-940.00,-940.00,0.00,0.00,-150.00,-150.00,1094.00,410.00,304.00,380.00,1094.00,3526.00,-6162.00,1111.00,8577.00,0.00,0.00,0.00,-382.00,-382.00,557.00,557.00,0.00,0.00,15899.00,15782.00,-363.00,15899.00,15782.00,-363.00
1984:Q2,-3.00,-3.00,0.00,0.00,0.00,1450.00,1450.00,0.00,0.00,-349.00,-349.00,1041.00,387.00,273.00,381.00,1041.00,3603.00,1613.00,1326.00,664.00,0.00,0.00,0.00,-370.00,-370.00,-2427.00,-2427.00,0.00,0.00,20249.00,10129.00,-2832.00,20249.00,10129.00,-2832.00
1984:Q3,130.00,130.00,0.00,0.00,0.00,2591.00,2591.00,0.00,0.00,-345.00,-345.00,1025.00,382.00,263.00,380.00,1025.00,3579.00,1451.00,1377.00,751.00,0.00,0.00,0.00,930.00,930.00,1907.00,1907.00,0.00,0.00,-15888.00,1051.00,-2679.00,-15888.00,1051.00,-2679.00
1984:Q4,-1.00,-1.00,0.00,0.00,0.00,3910.00,3910.00,0.00,0.00,-147.00,-147.00,1083.00,417.00,286.00,380.00,1083.00,4108.00,1720.00,1323.00,1065.00,0.00,0.00,0.00,724.00,724.00,149.00,149.00,0.00,0.00,-14718.00,11315.00,-572.00,-14718.00,11315.00,-572.00
1985:Q1,70.00,70.00,0.00,0.00,0.00,-3448.00,-3448.00,0.00,0.00,-37.00,-37.00,969.00,508.00,306.00,155.00,969.00,4364.00,1135.00,1227.00,2002.00,0.00,0.00,0.00,848.00,848.00,-1282.00,-1282.00,0.00,0.00,-1606.00,5776.00,2733.00,-1606.00,5776.00,2733.00
1985:Q2,-266.00,-266.00,0.00,0.00,0.00,4914.00,4914.00,0.00,0.00,109.00,109.00,1052.00,562.00,335.00,155.00,1052.00,9082.00,5758.00,1461.00,1863.00,0.00,0.00,0.00,957.00,957.00,1605.00,1605.00,0.00,0.00,-7842.00,10664.00,-6374.00,-7842.00,10664.00,-6374.00
1985:Q3,-18.00,-18.00,0.00,0.00,0.00,-2182.00,-2182.00,0.00,0.00,99.00,99.00,1061.00,590.00,316.00,155.00,1061.00,12465.00,9431.00,1089.00,1945.00,0.00,0.00,0.00,-173.00,-173.00,-1208.00,-1208.00,0.00,0.00,10917.00,1099.00,-1293.00,10917.00,1099.00,-1293.00
1985:Q4,98.00,98.00,0.00,0.00,0.00,5206.00,5206.00,0.00,0.00,-70.00,-70.00,999.00,593.00,251.00,155.00,999.00,11126.00,10917.00,484.00,-275.00,0.00,0.00,0.00,4162.00,4162.00,2373.00,2373.00,0.00,0.00,-21182.00,1906.00,-4934.00,-21182.00,1906.00,-4934.00
1986:Q1,-22.00,-22.00,0.00,0.00,0.00,2320.00,2320.00,0.00,0.00,-241.00,-241.00,1075.00,624.00,184.00,267.00,1075.00,9432.00,3153.00,4429.00,1850.00,4008.00,4008.00,0.00,0.00,0.00,856.00,856.00,0.00,0.00,6237.00,17679.00,-2780.00,6237.00,17679.00,-2780.00
1986:Q2,-43.00,-43.00,0.00,0.00,0.00,-2337.00,-2337.00,0.00,0.00,-420.00,-420.00,1072.00,686.00,118.00,268.00,1072.00,9920.00,3795.00,4103.00,2022.00,2904.00,2904.00,0.00,0.00,0.00,4175.00,4175.00,0.00,0.00,6723.00,10159.00,-796.00,6723.00,10159.00,-796.00
1986:Q3,-953.00,-953.00,0.00,0.00,0.00,1716.00,1716.00,0.00,0.00,-419.00,-419.00,1019.00,653.00,99.00,267.00,1019.00,11604.00,5022.00,4679.00,1903.00,2434.00,2434.00,0.00,5.00,5.00,-598.00,-598.00,0.00,0.00,7447.00,4364.00,-5332.00,7447.00,4364.00,-5332.00
1986:Q4,44.00,44.00,0.00,0.00,0.00,1913.00,1913.00,0.00,0.00,-244.00,-244.00,923.00,526.00,129.00,268.00,923.00,11251.00,4689.00,5716.00,846.00,4581.00,4581.00,0.00,30.00,30.00,709.00,709.00,0.00,0.00,10385.00,661.00,-12115.00,10385.00,661.00,-12115.00
1987:Q1,153.00,153.00,0.00,0.00,0.00,-1763.00,-1763.00,0.00,0.00,-32.00,-32.00,1353.00,739.00,211.00,403.00,1353.00,10590.00,6275.00,4705.00,-390.00,8688.00,8688.00,0.00,300.00,300.00,3772.00,3772.00,0.00,0.00,-13527.00,18251.00,-8536.00,-13527.00,18251.00,-8536.00
1987:Q2,-159.00,-159.00,0.00,0.00,0.00,-3864.00,-3864.00,0.00,0.00,340.00,340.00,1512.00,848.00,261.00,403.00,1512.00,10867.00,5637.00,6984.00,-1754.00,8182.00,8182.00,0.00,450.00,450.00,3592.00,3592.00,0.00,0.00,9100.00,9467.00,-6337.00,9100.00,9467.00,-6337.00
1987:Q3,4.00,4.00,0.00,0.00,0.00,-3200.00,-3200.00,0.00,0.00,310.00,310.00,1413.00,725.00,284.00,404.00,1413.00,10490.00,5313.00,7048.00,-1871.00,8887.00,8887.00,0.00,650.00,650.00,1488.00,1488.00,0.00,0.00,7008.00,1612.00,-1667.00,7008.00,1612.00,-1667.00
1987:Q4,116.00,116.00,0.00,0.00,0.00,2224.00,2224.00,0.00,0.00,590.00,590.00,1037.00,388.00,246.00,403.00,1037.00,9459.00,5799.00,4770.00,-1110.00,7786.00,7786.00,0.00,108.00,108.00,-5726.00,-5726.00,0.00,0.00,35195.00,1154.00,-1025.00,35195.00,1154.00,-1025.00
1988:Q1,-108.00,-108.00,0.00,0.00,0.00,4193.00,4193.00,0.00,0.00,-130.00,-130.00,1959.00,1077.00,330.00,552.00,1959.00,8388.00,2766.00,5943.00,-321.00,-66.00,-66.00,0.00,-500.00,-500.00,2251.00,2251.00,0.00,0.00,15219.00,19238.00,2446.00,15219.00,19238.00,2446.00
1988:Q2,-23.00,-23.00,0.00,0.00,0.00,-4276.00,-4276.00,0.00,0.00,60.00,60.00,1666.00,806.00,307.00,553.00,1666.00,7279.00,2726.00,4551.00,2.00,2042.00,2042.00,0.00,-700.00,-700.00,5359.00,5359.00,0.00,0.00,2285.00,8477.00,1182.00,2285.00,8477.00,1182.00
1988:Q3,-60.00,-60.00,0.00,0.00,0.00,-562.00,-562.00,0.00,0.00,164.00,164.00,1300.00,480.00,268.00,552.00,1300.00,6978.00,4172.00,2589.00,217.00,-2943.00,-2943.00,0.00,-1250.00,-1250.00,-6440.00,-6440.00,0.00,0.00,3277.00,2561.00,612.00,3277.00,2561.00,612.00
1988:Q4,-86.00,-86.00,0.00,0.00,0.00,-676.00,-676.00,0.00,0.00,355.00,355.00,1341.00,495.00,294.00,552.00,1341.00,7483.00,5028.00,1951.00,504.00,2831.00,2831.00,0.00,1212.00,1212.00,6866.00,6866.00,0.00,0.00,715.00,-523.00,5425.00,715.00,-523.00,5425.00
1989:Q1,-3.00,-3.00,0.00,0.00,0.00,-1356.00,-1356.00,0.00,0.00,-92.00,-92.00,1293.00,448.00,664.00,181.00,1293.00,7932.00,2258.00,4321.00,1353.00,4200.00,4200.00,0.00,1684.00,1684.00,-2811.00,-2811.00,0.00,0.00,7698.00,20374.00,2123.00,7698.00,20374.00,2123.00
1989:Q2,-53.00,-53.00,0.00,0.00,0.00,3781.00,3781.00,0.00,0.00,115.00,115.00,907.00,379.00,347.00,181.00,907.00,8327.00,2944.00,3289.00,2094.00,2404.00,2404.00,0.00,1859.00,1859.00,5934.00,5934.00,0.00,0.00,5221.00,8100.00,211.00,5221.00,8100.00,211.00
1989:Q3,32.00,32.00,0.00,0.00,0.00,1878.00,1878.00,0.00,0.00,128.00,128.00,831.00,292.00,359.00,180.00,831.00,8136.00,4045.00,2487.00,1604.00,3186.00,3186.00,0.00,1899.00,1899.00,-2202.00,-2202.00,0.00,0.00,7879.00,3382.00,6137.00,7879.00,3382.00,6137.00
1989:Q4,-91.00,-91.00,0.00,0.00,0.00,2564.00,2564.00,0.00,0.00,678.00,678.00,2267.00,1884.00,202.00,181.00,2267.00,7359.00,2571.00,4232.00,556.00,2514.00,2514.00,0.00,1826.00,1826.00,15167.00,15167.00,0.00,0.00,1790.00,-1692.00,7219.00,1790.00,-1692.00,7219.00
1990:Q1,74.00,74.00,0.00,0.00,0.00,-1519.00,-1519.00,0.00,0.00,-360.00,-360.00,685.00,200.00,309.00,176.00,685.00,6626.00,7991.00,-1022.00,-343.00,4256.00,4256.00,0.00,1724.00,1724.00,6019.00,6019.00,0.00,0.00,15243.00,21337.00,1367.00,15243.00,21337.00,1367.00
1990:Q2,-14.00,-14.00,0.00,0.00,0.00,-443.00,-443.00,0.00,0.00,11.00,11.00,1167.00,784.00,207.00,176.00,1167.00,5939.00,535.00,6873.00,-1469.00,227.00,227.00,0.00,1264.00,1264.00,7934.00,7934.00,0.00,0.00,5501.00,9267.00,2263.00,5501.00,9267.00,2263.00
1990:Q3,28.00,28.00,0.00,0.00,0.00,2730.00,2730.00,0.00,0.00,-50.00,-50.00,1520.00,1261.00,83.00,176.00,1520.00,5656.00,3391.00,3749.00,-1484.00,2879.00,2879.00,0.00,1374.00,1374.00,13871.00,13871.00,0.00,0.00,17234.00,2876.00,8479.00,17234.00,2876.00,8479.00
1990:Q4,43.00,43.00,0.00,0.00,0.00,4002.00,4002.00,0.00,0.00,487.00,487.00,2195.00,1348.00,671.00,176.00,2195.00,5776.00,2467.00,3752.00,-443.00,2285.00,2285.00,0.00,1689.00,1689.00,4318.00,4318.00,0.00,0.00,17206.00,-1238.00,10359.00,17206.00,-1238.00,10359.00
1991:Q1,63.00,63.00,0.00,0.00,0.00,475.00,475.00,0.00,0.00,-128.00,-128.00,1472.00,1194.00,-48.00,326.00,1472.00,3781.00,374.00,2665.00,742.00,3655.00,3655.00,0.00,2684.00,2684.00,618.00,618.00,0.00,0.00,6028.00,22442.00,-1435.00,6028.00,22442.00,-1435.00
1991:Q2,202.00,202.00,0.00,0.00,0.00,-107.00,-107.00,0.00,0.00,-227.00,-227.00,1472.00,1195.00,-49.00,326.00,1472.00,2332.00,901.00,-232.00,1663.00,6235.00,6235.00,0.00,3464.00,3464.00,7473.00,7473.00,0.00,0.00,2895.00,7420.00,7098.00,2895.00,7420.00,7098.00
