1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q4,1493072.00,1232741.00,374369.00,858372.00,0.00,260331.00,74515.00,44390.00,0.00,132262.00,9164.00,1493072.00,277496.00,74515.00,202981.00,36467.00,5481.00,165993.00,44390.00,121603.00,159223.00,71035.00,88188.00,214892.00,4812.00,1100.00,3711.00,25955.00,2687.00,23268.00,41204.00,0.00,41204.00,108403.00,81302.00,27101.00,132262.00,132262.00,0.00,67914.00,25395.00,20329.00,5066.00,6688.00,0.00,6688.00,512.00,0.00,2707.00,0.00,12140.00,428.00,200289.00,76369.00,123920.00
1985:Q1,1544223.00,1277088.00,379477.00,897611.00,0.00,267135.00,75443.00,47700.00,0.00,140863.00,3129.00,1544223.00,298238.00,75443.00,222795.00,30156.00,5468.00,176228.00,47700.00,128528.00,160983.00,71469.00,89514.00,227388.00,4807.00,1117.00,4925.00,26749.00,2830.00,23919.00,42665.00,0.00,42665.00,112153.00,84115.00,28038.00,140863.00,140863.00,0.00,73822.00,26109.00,19962.00,6147.00,12127.00,0.00,12127.00,518.00,0.00,5333.00,0.00,-1600.00,472.00,195702.00,71956.00,123746.00
1985:Q2,1594076.00,1310253.00,381872.00,928381.00,0.00,283823.00,76697.00,53880.00,0.00,144839.00,8407.00,1594076.00,281814.00,76697.00,205117.00,42730.00,5488.00,190544.00,53880.00,136664.00,169110.00,78301.00,90809.00,224242.00,3992.00,1138.00,5642.00,27024.00,2949.00,24075.00,45019.00,0.00,45019.00,119439.00,89579.00,29860.00,144839.00,144839.00,0.00,77190.00,24733.00,19668.00,5065.00,17226.00,0.00,17226.00,531.00,0.00,6720.00,0.00,-3507.00,522.00,209640.00,73455.00,136185.00
1985:Q3,1654805.00,1348328.00,384220.00,964108.00,0.00,306477.00,78248.00,62780.00,0.00,158741.00,6708.00,1654805.00,297902.00,78248.00,219654.00,35913.00,5588.00,196949.00,62780.00,134169.00,169702.00,79231.00,90471.00,227294.00,4424.00,1167.00,5950.00,30004.00,3181.00,26823.00,46615.00,0.00,46615.00,122973.00,92230.00,30743.00,158741.00,158741.00,0.00,79910.00,22677.00,18924.00,3753.00,23706.00,0.00,23706.00,559.00,0.00,10557.00,0.00,-3436.00,648.00,216962.00,73756.00,143206.00
1985:Q4,1758725.00,1425915.00,399893.00,1011828.00,14194.00,332810.00,79777.00,87510.00,0.00,157936.00,7587.00,1758725.00,281176.00,79777.00,201399.00,41102.00,5754.00,258670.00,87510.00,171160.00,177798.00,85425.00,92373.00,217143.00,4773.00,1209.00,6153.00,32338.00,3543.00,28795.00,51700.00,0.00,51700.00,128551.00,96413.00,32138.00,172130.00,172130.00,0.00,85383.00,24570.00,20530.00,4040.00,39719.00,0.00,39719.00,612.00,0.00,6786.00,0.00,-4011.00,777.00,226392.00,69133.00,157259.00
1986:Q1,1793895.00,1461722.00,393172.00,1054381.00,14169.00,332173.00,81423.00,88450.00,0.00,155533.00,6767.00,1793895.00,253765.00,81423.00,172342.00,33539.00,9425.00,263205.00,88450.00,174755.00,176620.00,84247.00,92373.00,220556.00,4148.00,1308.00,6336.00,35771.00,3551.00,32220.00,53627.00,0.00,53627.00,131499.00,98624.00,32875.00,169702.00,169702.00,0.00,95028.00,29238.00,24462.00,4776.00,48660.00,0.00,48660.00,689.00,0.00,10035.00,0.00,14590.00,704.00,235450.00,73044.00,162406.00
1986:Q2,1850659.00,1488154.00,396650.00,1091504.00,0.00,362505.00,83821.00,98220.00,0.00,175169.00,5295.00,1850659.00,234353.00,83821.00,150532.00,40715.00,10008.00,292695.00,98220.00,194475.00,183849.00,91476.00,92373.00,222193.00,5497.00,1457.00,7198.00,38585.00,3529.00,35056.00,52798.00,0.00,52798.00,126849.00,95137.00,31712.00,175169.00,175169.00,0.00,98507.00,22336.00,15509.00,6827.00,57395.00,0.00,57395.00,789.00,0.00,13315.00,0.00,12498.00,643.00,253810.00,82701.00,171109.00
1986:Q3,1919205.00,1553259.00,410730.00,1127529.00,15000.00,365946.00,87769.00,102370.00,0.00,171641.00,4166.00,1919205.00,257772.00,87769.00,170003.00,38961.00,10530.00,292579.00,102370.00,190209.00,184437.00,92064.00,92373.00,224664.00,6298.00,1603.00,7757.00,42240.00,3519.00,38721.00,55032.00,0.00,55032.00,125171.00,93878.00,31293.00,186641.00,186641.00,0.00,104604.00,23927.00,17357.00,6570.00,66178.00,0.00,66178.00,906.00,0.00,13844.00,0.00,11164.00,670.00,264227.00,90634.00,173593.00
1986:Q4,2003903.00,1608685.00,426679.00,1167006.00,15000.00,395218.00,93332.00,110500.00,0.00,186682.00,4704.00,2003903.00,271219.00,93332.00,177887.00,40325.00,10771.00,315727.00,110500.00,205227.00,197625.00,103775.00,93850.00,226504.00,6876.00,1694.00,7959.00,46127.00,3561.00,42566.00,59033.00,0.00,59033.00,112795.00,89215.00,23580.00,201682.00,201682.00,0.00,115329.00,27997.00,20571.00,7426.00,70773.00,0.00,70773.00,1038.00,0.00,16288.00,0.00,4120.00,633.00,269388.00,90398.00,178990.00
1987:Q1,2027895.00,1624673.00,406194.00,1203479.00,15000.00,403222.00,94672.00,118490.00,0.00,183583.00,6477.00,2027895.00,252342.00,94672.00,157670.00,37705.00,10720.00,344782.00,118490.00,226292.00,196409.00,102812.00,93597.00,226860.00,8194.00,1724.00,9208.00,48663.00,3580.00,45083.00,61253.00,0.00,61253.00,112961.00,85738.00,27223.00,198583.00,198583.00,0.00,122815.00,18443.00,11529.00,6914.00,84051.00,0.00,84051.00,1285.00,0.00,18578.00,0.00,-6126.00,690.00,278755.00,93153.00,185602.00
1987:Q2,2066019.00,1646764.00,391049.00,1240715.00,15000.00,419255.00,96803.00,125400.00,390.00,189244.00,7418.00,2066019.00,273256.00,96803.00,176453.00,32734.00,10365.00,348605.00,125400.00,223205.00,210248.00,107702.00,102546.00,228933.00,7169.00,1692.00,10014.00,50679.00,3597.00,47082.00,57641.00,0.00,57641.00,107248.00,79665.00,27583.00,204634.00,204244.00,390.00,129503.00,20175.00,10460.00,9715.00,85954.00,0.00,85954.00,1061.00,0.00,15114.00,0.00,-17144.00,730.00,287408.00,93695.00,193713.00
1987:Q3,2102052.00,1663907.00,378263.00,1270644.00,15000.00,438145.00,98533.00,129030.00,727.00,202841.00,7014.00,2102052.00,290133.00,98533.00,191600.00,31671.00,9971.00,352819.00,129030.00,223789.00,211941.00,105785.00,106156.00,235949.00,7495.00,1664.00,10970.00,52561.00,3630.00,48931.00,57246.00,0.00,57246.00,110202.00,81092.00,29110.00,218568.00,217841.00,727.00,135414.00,15198.00,7793.00,7405.00,82623.00,0.00,82623.00,1034.00,0.00,17056.00,0.00,-26607.00,730.00,285414.00,89747.00,195667.00
1987:Q4,2176549.00,1711632.00,389497.00,1307290.00,14845.00,464917.00,101103.00,139340.00,1086.00,217105.00,6283.00,2176549.00,312806.00,101103.00,211703.00,31790.00,9799.00,357626.00,139340.00,218286.00,218906.00,107691.00,111215.00,232998.00,6493.00,1705.00,11186.00,54693.00,3693.00,51000.00,57078.00,0.00,57078.00,112999.00,83486.00,29513.00,233036.00,231950.00,1086.00,138866.00,14278.00,4989.00,9289.00,79334.00,0.00,79334.00,1604.00,0.00,20990.00,0.00,-16685.00,746.00,296301.00,101743.00,194558.00
1988:Q1,2213876.00,1743989.00,392647.00,1336497.00,14845.00,469887.00,104023.00,142880.00,1434.00,213114.00,8436.00,2213876.00,313549.00,104023.00,209526.00,31319.00,9796.00,367029.00,142880.00,224149.00,217496.00,107256.00,110240.00,227593.00,7502.00,1522.00,12458.00,56939.00,3796.00,53143.00,57077.00,0.00,57077.00,103552.00,77707.00,25845.00,229394.00,227959.00,1435.00,143570.00,14821.00,5430.00,9391.00,78617.00,0.00,78617.00,2277.00,0.00,24459.00,0.00,-15703.00,667.00,329942.00,108227.00,221715.00
1988:Q2,2238405.00,1755942.00,382292.00,1358650.00,15000.00,482463.00,106167.00,146940.00,1844.00,219929.00,7583.00,2238405.00,343266.00,106167.00,237099.00,26880.00,9897.00,363439.00,146940.00,216499.00,222450.00,105473.00,116977.00,220843.00,7390.00,1646.00,13487.00,59163.00,3949.00,55214.00,58298.00,0.00,58298.00,104488.00,77864.00,26624.00,236775.00,234929.00,1846.00,142940.00,13096.00,3971.00,9125.00,80019.00,0.00,80019.00,3547.00,0.00,20108.00,0.00,-31253.00,658.00,341268.00,107592.00,233676.00
1988:Q3,2286249.00,1786803.00,398451.00,1373352.00,15000.00,499446.00,107781.00,147600.00,2264.00,233193.00,8608.00,2286249.00,369612.00,107781.00,261831.00,26761.00,10079.00,355855.00,147600.00,208255.00,223573.00,106596.00,116977.00,218895.00,7328.00,1785.00,13874.00,61526.00,4098.00,57428.00,58515.00,0.00,58515.00,114250.00,87157.00,27093.00,250461.00,248193.00,2268.00,148740.00,10820.00,4668.00,6152.00,78147.00,0.00,78147.00,4418.00,0.00,21301.00,0.00,-31306.00,673.00,340942.00,108750.00,232192.00
1988:Q4,2347021.00,1824433.00,413970.00,1395618.00,14845.00,522588.00,109556.00,151510.00,2725.00,249885.00,8912.00,2347021.00,398038.00,109556.00,288482.00,27933.00,10318.00,364256.00,151510.00,212746.00,233662.00,112782.00,120880.00,210863.00,6610.00,1898.00,14440.00,64187.00,4187.00,60000.00,58564.00,0.00,58564.00,112722.00,85146.00,27576.00,267461.00,264730.00,2731.00,150659.00,11541.00,5166.00,6375.00,75604.00,0.00,75604.00,4800.00,0.00,26261.00,0.00,-47396.00,761.00,353839.00,115057.00,238782.00
1989:Q1,2380469.00,1856155.00,417020.00,1424290.00,14845.00,524314.00,112167.00,154420.00,3211.00,245331.00,9185.00,2380469.00,414208.00,112167.00,302041.00,37140.00,10655.00,355914.00,154420.00,201494.00,228643.00,108011.00,120632.00,216016.00,6196.00,1994.00,13994.00,66858.00,4217.00,62641.00,57021.00,0.00,57021.00,104456.00,80170.00,24286.00,263395.00,260176.00,3219.00,151057.00,12716.00,5700.00,7016.00,74304.00,0.00,74304.00,5500.00,0.00,27272.00,0.00,-35659.00,755.00,368034.00,108864.00,259170.00
1989:Q2,2397204.00,1861784.00,397069.00,1449715.00,15000.00,535420.00,114020.00,155990.00,3744.00,253190.00,8476.00,2397204.00,429282.00,114020.00,315262.00,39716.00,11129.00,358584.00,155990.00,202594.00,231767.00,109031.00,122736.00,196240.00,5790.00,2083.00,13327.00,69746.00,4183.00,65563.00,55028.00,0.00,55028.00,109626.00,84119.00,25507.00,271944.00,268190.00,3754.00,151664.00,11063.00,5040.00,6023.00,74163.00,0.00,74163.00,5989.00,0.00,7264.00,0.00,-8745.00,747.00,360797.00,99736.00,261061.00
1989:Q3,2446148.00,1892480.00,406597.00,1470883.00,15000.00,553668.00,115706.00,158580.00,4257.00,266179.00,8946.00,2446148.00,434076.00,115706.00,318370.00,44739.00,11605.00,359807.00,158580.00,201227.00,221051.00,98487.00,122564.00,183911.00,5816.00,2167.00,12822.00,72603.00,4149.00,68454.00,52741.00,0.00,52741.00,115216.00,87436.00,27780.00,285448.00,281179.00,4269.00,153198.00,12643.00,5539.00,7104.00,75471.00,0.00,75471.00,6282.00,0.00,14714.00,0.00,-4995.00,716.00,386117.00,99857.00,286260.00
1989:Q4,2526312.00,1942516.00,430648.00,1496868.00,15000.00,583796.00,117725.00,163270.00,4841.00,284287.00,13673.00,2526312.00,399863.00,117725.00,282138.00,51432.00,11946.00,369087.00,163270.00,205817.00,226775.00,104581.00,122194.00,182538.00,6432.00,2248.00,12115.00,75176.00,4176.00,71000.00,52917.00,0.00,52917.00,122396.00,93036.00,29360.00,304142.00,299287.00,4855.00,152396.00,14760.00,7427.00,7333.00,76364.00,0.00,76364.00,6629.00,0.00,12990.00,0.00,21506.00,858.00,423742.00,91100.00,332642.00
1990:Q1,2572450.00,1955020.00,453077.00,1486943.00,15000.00,617430.00,119881.00,163510.00,5409.00,279038.00,49592.00,2572450.00,421110.00,119881.00,301229.00,44125.00,12183.00,401112.00,163510.00,237602.00,217899.00,95504.00,122395.00,195410.00,8933.00,2323.00,11243.00,77401.00,4276.00,73125.00,59182.00,0.00,59182.00,111101.00,84536.00,26565.00,299466.00,294038.00,5428.00,162764.00,31274.00,22504.00,8770.00,78153.00,0.00,78153.00,6651.00,0.00,18507.00,0.00,-2986.00,925.00,415674.00,87762.00,327912.00
1990:Q2,2615484.00,1985110.00,453505.00,1516605.00,15000.00,630374.00,121866.00,164280.00,6073.00,286075.00,52080.00,2615484.00,429271.00,121866.00,307405.00,45692.00,12347.00,404999.00,164280.00,240719.00,231383.00,108838.00,122545.00,191527.00,9240.00,2391.00,10289.00,79209.00,4459.00,74750.00,58980.00,0.00,58980.00,116508.00,87813.00,28695.00,307172.00,301075.00,6097.00,168301.00,27900.00,17984.00,9916.00,78958.00,0.00,78958.00,6561.00,0.00,23942.00,0.00,-11205.00,753.00,421266.00,89675.00,331591.00
1990:Q3,2692566.00,2043898.00,482454.00,1546444.00,15000.00,648668.00,123909.00,161250.00,6710.00,299748.00,57051.00,2692566.00,475500.00,123909.00,351591.00,36616.00,12452.00,407261.00,161250.00,246011.00,234373.00,111828.00,122545.00,191790.00,10468.00,2457.00,9337.00,81120.00,4620.00,76500.00,59934.00,0.00,59934.00,119700.00,90950.00,28750.00,321492.00,314748.00,6744.00,170147.00,33917.00,19494.00,14423.00,77820.00,0.00,77820.00,6556.00,0.00,40079.00,0.00,-33339.00,741.00,434145.00,91084.00,343061.00
1990:Q4,2798410.00,2117196.00,527415.00,1574781.00,15000.00,681214.00,126213.00,160820.00,7437.00,317641.00,69103.00,2798410.00,509197.00,126213.00,382984.00,37649.00,12512.00,410555.00,160820.00,249735.00,235090.00,112520.00,122570.00,183306.00,11424.00,2526.00,8546.00,83649.00,4649.00,79000.00,59151.00,0.00,59151.00,122254.00,93594.00,28660.00,340122.00,332641.00,7481.00,168235.00,45414.00,25785.00,19629.00,81297.00,0.00,81297.00,6830.00,0.00,34326.00,0.00,7277.00,687.00,438363.00,96796.00,341567.00
1991:Q1,2849066.00,2165271.00,533262.00,1617009.00,15000.00,683795.00,129706.00,159380.00,7995.00,311631.00,75083.00,2849066.00,508226.00,129706.00,378520.00,34502.00,12497.00,415619.00,159380.00,256239.00,240965.00,114245.00,126720.00,195264.00,14770.00,2579.00,9191.00,88802.00,4559.00,84243.00,63000.00,0.00,63000.00,114699.00,84516.00,30183.00,334695.00,326631.00,8064.00,177144.00,66040.00,34156.00,31884.00,88809.00,0.00,88809.00,7408.00,0.00,37728.00,0.00,-6815.00,686.00,443257.00,102122.00,341135.00
1991:Q2,2903119.00,2204987.00,521544.00,1668443.00,15000.00,698132.00,133178.00,161020.00,8703.00,321001.00,74230.00,2903119.00,519349.00,133178.00,386171.00,34726.00,12373.00,416835.00,161020.00,255815.00,247484.00,119314.00,128170.00,206018.00,12523.00,2596.00,9575.00,96038.00,4322.00,91716.00,65104.00,0.00,65104.00,114156.00,83514.00,30642.00,344798.00,336001.00,8797.00,178753.00,55498.00,24889.00,30609.00,92517.00,0.00,92517.00,8307.00,0.00,38214.00,0.00,-5679.00,761.00,453173.00,100878.00,352295.00
1991:Q3,3020264.00,2308289.00,564589.00,1728700.00,15000.00,711975.00,135368.00,158120.00,9248.00,335634.00,73605.00,3020264.00,524729.00,135368.00,389361.00,42221.00,12254.00,430235.00,158120.00,272115.00,258554.00,128569.00,129985.00,222957.00,14412.00,2651.00,10127.00,103184.00,4097.00,99087.00,72274.00,0.00,72274.00,116866.00,86047.00,30819.00,360000.00,350634.00,9366.00,163948.00,64789.00,36874.00,27915.00,100784.00,0.00,100784.00,9252.00,0.00,43002.00,0.00,8904.00,1523.00,457598.00,107021.00,350577.00
1991:Q4,3128797.00,2390681.00,590389.00,1785292.00,15000.00,738116.00,138122.00,159740.00,9989.00,355999.00,74266.00,3128797.00,523066.00,138122.00,384944.00,43426.00,12249.00,435538.00,159740.00,275798.00,266486.00,132635.00,133851.00,232731.00,20843.00,2817.00,14075.00,108064.00,4041.00,104023.00,77751.00,0.00,77751.00,116946.00,84682.00,32264.00,381135.00,370999.00,10136.00,165494.00,79597.00,48445.00,31152.00,114872.00,0.00,114872.00,9967.00,0.00,40754.00,0.00,5669.00,1028.00,476289.00,110734.00,365555.00
1992:Q1,3208656.00,2473821.00,615818.00,1843003.00,15000.00,734835.00,142020.00,157790.00,10450.00,349685.00,74890.00,3208656.00,562589.00,142020.00,420569.00,42011.00,12356.00,460017.00,157790.00,302227.00,265796.00,129492.00,136304.00,258440.00,18662.00,3094.00,16400.00,112270.00,4153.00,108117.00,80317.00,0.00,80317.00,106319.00,73851.00,32468.00,375323.00,364685.00,10638.00,171904.00,84839.00,49972.00,34867.00,93841.00,0.00,93841.00,10490.00,0.00,53606.00,0.00,-15437.00,3928.00,491891.00,119882.00,372009.00
1992:Q2,3281821.00,2532517.00,618218.00,1899299.00,15000.00,749304.00,145359.00,161860.00,11196.00,359374.00,71515.00,3281821.00,569243.00,145359.00,423884.00,57611.00,12560.00,435563.00,161860.00,273703.00,276883.00,136849.00,140034.00,265738.00,23598.00,3482.00,18431.00,114895.00,4432.00,110463.00,82362.00,0.00,82362.00,105472.00,73470.00,32002.00,385790.00,374374.00,11416.00,177959.00,79679.00,47544.00,32135.00,98970.00,0.00,98970.00,10855.00,0.00,51144.00,0.00,-5661.00,3874.00,513373.00,128672.00,384701.00
1992:Q3,3370625.00,2606080.00,634287.00,1956793.00,15000.00,764545.00,150327.00,157570.00,11837.00,374902.00,69909.00,3370625.00,591312.00,150327.00,440985.00,52292.00,13040.00,429310.00,157570.00,271740.00,279712.00,133752.00,145960.00,282488.00,25342.00,3907.00,19850.00,113244.00,4725.00,108519.00,86254.00,0.00,86254.00,107974.00,73865.00,34109.00,402007.00,389902.00,12105.00,197677.00,79892.00,45711.00,34181.00,97310.00,0.00,97310.00,11195.00,0.00,54792.00,0.00,-427.00,5492.00,517962.00,134882.00,383080.00
1992:Q4,3472337.00,2683010.00,657661.00,2010349.00,15000.00,789327.00,157267.00,153530.00,12654.00,395786.00,70090.00,3472337.00,633394.00,157267.00,476127.00,60589.00,12976.00,418175.00,153530.00,264645.00,295011.00,141794.00,153217.00,288325.00,29591.00,4295.00,19938.00,113628.00,4883.00,108745.00,88778.00,0.00,88778.00,108371.00,73658.00,34713.00,423749.00,410786.00,12963.00,203534.00,79620.00,47999.00,31621.00,103193.00,0.00,103193.00,11642.00,0.00,58702.00,0.00,-7657.00,6144.00,520339.00,127644.00,392695.00
1993:Q1,3523422.00,2737390.00,659877.00,2062513.00,15000.00,786032.00,163628.00,151630.00,13235.00,387820.00,69719.00,3523422.00,647727.00,163628.00,484099.00,42943.00,13288.00,433959.00,151630.00,282329.00,298461.00,142104.00,156357.00,299375.00,31813.00,4690.00,21213.00,116805.00,4918.00,111887.00,96075.00,0.00,96075.00,98822.00,63520.00,35302.00,416404.00,402820.00,13584.00,204950.00,77674.00,45230.00,32444.00,115482.00,0.00,115482.00,12160.00,0.00,56305.00,0.00,-4995.00,5489.00,534782.00,137093.00,397689.00
1993:Q2,3593018.00,2786667.00,659280.00,2112387.00,15000.00,806351.00,166536.00,152820.00,13966.00,397383.00,75646.00,3593018.00,651693.00,166536.00,485157.00,47830.00,13386.00,441228.00,152820.00,288408.00,313143.00,151796.00,161347.00,295746.00,31673.00,5137.00,22529.00,121038.00,4847.00,116191.00,101624.00,0.00,101624.00,97622.00,63924.00,33698.00,426758.00,412383.00,14375.00,211378.00,76388.00,46319.00,30069.00,119104.00,0.00,119104.00,12678.00,0.00,59358.00,0.00,-1318.00,5865.00,540158.00,144208.00,395950.00
1993:Q3,3649853.00,2829297.00,658381.00,2155916.00,15000.00,820556.00,169089.00,149450.00,14621.00,412230.00,75166.00,3649853.00,634673.00,169089.00,465584.00,53078.00,13453.00,433979.00,149450.00,284529.00,319357.00,151982.00,167375.00,301069.00,31927.00,5532.00,22018.00,125475.00,4761.00,120714.00,108703.00,0.00,108703.00,110389.00,73601.00,36788.00,442335.00,427230.00,15105.00,221833.00,74468.00,43294.00,31174.00,124577.00,0.00,124577.00,13196.00,0.00,65354.00,0.00,-19674.00,5597.00,562514.00,165341.00,397173.00
1993:Q4,3757742.00,2911911.00,714631.00,2182280.00,15000.00,845831.00,171925.00,149450.00,15311.00,432864.00,76281.00,3757742.00,668515.00,171925.00,496590.00,48839.00,13600.00,447775.00,149450.00,298325.00,332015.00,160368.00,171647.00,303227.00,36113.00,5773.00,22550.00,129266.00,4755.00,124511.00,109980.00,0.00,109980.00,104033.00,68061.00,35972.00,463717.00,447864.00,15853.00,217450.00,80430.00,53850.00,26580.00,137595.00,0.00,137595.00,13714.00,0.00,51593.00,0.00,-28313.00,5319.00,594551.00,176739.00,417812.00
1994:Q1,3801381.00,2964629.00,721146.00,2228483.00,15000.00,836752.00,175000.00,145500.00,15755.00,424948.00,75549.00,3801381.00,716252.00,175000.00,541252.00,57537.00,11124.00,443409.00,145500.00,297909.00,337260.00,162947.00,174313.00,323323.00,39220.00,5400.00,23652.00,131274.00,4650.00,126624.00,106761.00,0.00,106761.00,103736.00,65286.00,38450.00,456314.00,439948.00,16366.00,224335.00,68914.00,42804.00,26110.00,115969.00,0.00,115969.00,13476.00,0.00,57066.00,0.00,-44830.00,5829.00,605360.00,173610.00,431750.00
1994:Q2,3817354.00,2971742.00,698446.00,2258296.00,15000.00,845612.00,177135.00,143380.00,16498.00,434373.00,74226.00,3817354.00,758802.00,177135.00,581667.00,53152.00,15507.00,425212.00,143380.00,281832.00,347644.00,168576.00,179068.00,310057.00,39562.00,5200.00,24209.00,133312.00,4575.00,128737.00,109342.00,0.00,109342.00,112112.00,69228.00,42884.00,466501.00,449373.00,17128.00,220641.00,59522.00,36183.00,23339.00,111973.00,0.00,111973.00,13238.00,0.00,55481.00,0.00,-53124.00,4827.00,604184.00,171652.00,432532.00
1994:Q3,3868006.00,3011491.00,697295.00,2299196.00,15000.00,856515.00,178623.00,137390.00,17589.00,448883.00,74030.00,3868006.00,801201.00,178623.00,622578.00,60794.00,16126.00,398154.00,137390.00,260764.00,353010.00,169785.00,183225.00,294341.00,37341.00,5000.00,22495.00,135349.00,4500.00,130849.00,112854.00,0.00,112854.00,118097.00,75547.00,42550.00,482125.00,463883.00,18242.00,217370.00,59945.00,37463.00,22482.00,108965.00,0.00,108965.00,13000.00,0.00,46405.00,0.00,-45723.00,4837.00,626320.00,164793.00,461527.00
1994:Q4,3951076.00,3074079.00,733753.00,2325326.00,15000.00,876997.00,179923.00,132620.00,18516.00,470506.00,75432.00,3951076.00,890451.00,179923.00,710528.00,50820.00,18330.00,370011.00,132620.00,237391.00,364519.00,177378.00,187141.00,275149.00,32656.00,5145.00,22063.00,137375.00,4413.00,132962.00,107084.00,0.00,107084.00,120741.00,78177.00,42564.00,504672.00,485506.00,19166.00,215554.00,67603.00,45536.00,22067.00,109734.00,0.00,109734.00,12762.00,0.00,51942.00,0.00,-42684.00,4578.00,632571.00,162938.00,469633.00
1995:Q1,4008374.00,3147620.00,756447.00,2376173.00,15000.00,860754.00,181366.00,122910.00,19817.00,461892.00,74769.00,4008374.00,895608.00,181366.00,714242.00,41270.00,20338.00,350471.00,122910.00,227561.00,363707.00,177187.00,186520.00,269193.00,53242.00,5353.00,21178.00,137717.00,4717.00,133000.00,111163.00,0.00,111163.00,121464.00,78716.00,42748.00,497378.00,476892.00,20486.00,224973.00,67745.00,44140.00,23605.00,112879.00,0.00,112879.00,12648.00,0.00,56621.00,0.00,-29236.00,3949.00,670713.00,170283.00,500430.00
1995:Q2,4043573.00,3172695.00,748302.00,2409393.00,15000.00,870878.00,182559.00,121150.00,20631.00,471918.00,74620.00,4043573.00,890370.00,182559.00,707811.00,47962.00,21244.00,313657.00,121150.00,192507.00,372641.00,181965.00,190676.00,248290.00,59959.00,5854.00,20210.00,138222.00,5022.00,133200.00,111774.00,0.00,111774.00,121526.00,78870.00,42656.00,508251.00,486918.00,21333.00,217221.00,58671.00,41422.00,17249.00,108707.00,0.00,108707.00,12788.00,0.00,56338.00,0.00,-129.00,5632.00,724385.00,182338.00,542047.00
1995:Q3,4078084.00,3199633.00,742462.00,2442171.00,15000.00,878451.00,183527.00,113370.00,21208.00,486617.00,73729.00,4078084.00,880593.00,183527.00,697066.00,43647.00,22701.00,304289.00,113370.00,190919.00,367669.00,177093.00,190576.00,242995.00,58937.00,5932.00,19884.00,138676.00,5326.00,133350.00,111837.00,0.00,111837.00,120109.00,79208.00,40901.00,523567.00,501617.00,21950.00,211282.00,64196.00,39775.00,24421.00,120459.00,0.00,120459.00,12374.00,0.00,53727.00,0.00,-8106.00,3039.00,780277.00,193334.00,586943.00
1995:Q4,4114850.00,3247828.00,760680.00,2472148.00,15000.00,867022.00,184994.00,104460.00,12780.00,491332.00,73456.00,4114850.00,844973.00,184994.00,659979.00,57098.00,23626.00,289791.00,104460.00,185331.00,378197.00,183116.00,195081.00,226018.00,62276.00,5389.00,18308.00,139066.00,5630.00,133436.00,108102.00,0.00,108102.00,120195.00,79732.00,40463.00,519909.00,506332.00,13577.00,208194.00,71287.00,43081.00,28206.00,133489.00,0.00,133489.00,12311.00,0.00,57996.00,0.00,18274.00,3404.00,816947.00,197355.00,619592.00
1996:Q1,4200416.00,3326813.00,811919.00,2499894.00,15000.00,873603.00,185839.00,96480.00,22175.00,495850.00,73259.00,4200416.00,843611.00,185839.00,657772.00,57356.00,25057.00,283605.00,96480.00,187125.00,377056.00,183202.00,193854.00,227164.00,67778.00,5052.00,19305.00,139488.00,5934.00,133554.00,105818.00,0.00,105818.00,121265.00,79217.00,42048.00,533884.00,510850.00,23034.00,213528.00,87222.00,48059.00,39163.00,130537.00,0.00,130537.00,11818.00,0.00,54195.00,0.00,5215.00,2793.00,888669.00,228705.00,659964.00
1996:Q2,4188197.00,3302754.00,773612.00,2514142.00,15000.00,885443.00,186496.00,97830.00,22841.00,507650.00,70626.00,4188197.00,839294.00,186496.00,652798.00,63106.00,27092.00,283255.00,97830.00,185425.00,383914.00,187370.00,196544.00,219597.00,72038.00,5260.00,19060.00,133899.00,5071.00,128828.00,100672.00,0.00,100672.00,121061.00,79334.00,41727.00,546354.00,522650.00,23704.00,221067.00,82167.00,45538.00,36629.00,125202.00,0.00,125202.00,11693.00,0.00,34513.00,0.00,-14080.00,2770.00,910263.00,218608.00,691655.00
