1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,3449077.00,583772.00,569782.00,1850645.00,1186271.00,161229.00,389424.00,113721.00,444878.00,3449077.00,3152725.00,1713013.00,679590.00,748981.00,241.00,10900.00,152776.00,61416.00,0.00,0.00,0.00,5000.00,32314.00,2419.00,41033.00,10594.00,0.00,143576.00,3449077.00,507574.00,133886.00,75406.00,29305.00,214813.00,54164.00,2915613.00,0.00,1765294.00,79181.00,7500.00,60500.00,2311.00,205062.00,10124.00,14651.00,0.00,232592.00,244807.00,0.00,254008.00,2680.00,34177.00,2726.00,0.00,25890.00
1984:Q1,3526904.00,593909.00,576141.00,1904844.00,1216062.00,167158.00,408654.00,112970.00,452010.00,3526904.00,3238543.00,1744091.00,708296.00,775239.00,204.00,10713.00,144198.00,60382.00,0.00,0.00,0.00,5000.00,30805.00,2511.00,36500.00,9000.00,0.00,144163.00,3526904.00,510509.00,129801.00,75953.00,31772.00,216403.00,56580.00,2984572.00,0.00,1811294.00,80827.00,7847.00,64000.00,2414.00,205485.00,9892.00,14726.00,0.00,236014.00,255930.00,0.00,259218.00,2902.00,31723.00,2300.00,0.00,31823.00
1984:Q2,3677814.00,620232.00,605351.00,1972432.00,1254448.00,174957.00,429688.00,113339.00,479799.00,3677814.00,3371404.00,1806585.00,746237.00,807402.00,180.00,11000.00,155568.00,68772.00,0.00,0.00,0.00,5000.00,34169.00,2668.00,36398.00,8561.00,0.00,150842.00,3677814.00,524150.00,131162.00,80278.00,34252.00,219095.00,59363.00,3114338.00,0.00,1903678.00,82033.00,8159.00,68400.00,2490.00,207856.00,9369.00,14935.00,0.00,247376.00,263344.00,0.00,268947.00,3124.00,32657.00,1970.00,0.00,39326.00
1984:Q3,3780843.00,624122.00,620155.00,2034727.00,1289107.00,180374.00,451779.00,113467.00,501839.00,3780843.00,3468485.00,1858060.00,761973.00,836359.00,152.00,11941.00,166870.00,76010.00,0.00,0.00,0.00,5000.00,34530.00,2812.00,38518.00,10000.00,0.00,145488.00,3780843.00,540015.00,135305.00,83559.00,36765.00,222614.00,61772.00,3197698.00,0.00,1953793.00,85474.00,8494.00,72000.00,2580.00,209811.00,9041.00,14961.00,0.00,256945.00,275538.00,0.00,272901.00,3345.00,30415.00,2400.00,0.00,43130.00
1984:Q4,3925542.00,654630.00,652337.00,2091991.00,1321526.00,186145.00,471898.00,112422.00,526584.00,3925542.00,3601873.00,1920462.00,799981.00,862648.00,141.00,18641.00,182162.00,77793.00,0.00,0.00,0.00,5000.00,35506.00,2879.00,49589.00,11395.00,0.00,141507.00,3925542.00,556295.00,130906.00,89824.00,39311.00,231855.00,64399.00,3320579.00,0.00,2016977.00,92755.00,8907.00,75400.00,2664.00,211204.00,9735.00,15255.00,0.00,260588.00,288987.00,11000.00,288968.00,3508.00,31834.00,2797.00,0.00,48668.00
1985:Q1,4014516.00,656948.00,653297.00,2168248.00,1385660.00,182816.00,487050.00,112722.00,536023.00,4014516.00,3704044.00,1992338.00,803627.00,886857.00,116.00,21106.00,172028.00,78082.00,0.00,0.00,0.00,5000.00,31950.00,2899.00,43097.00,11000.00,0.00,138444.00,4014516.00,581101.00,147256.00,88325.00,41009.00,238056.00,66455.00,3385098.00,0.00,2048311.00,90519.00,9429.00,76700.00,2869.00,212950.00,11041.00,15319.00,0.00,265132.00,304033.00,19153.00,292621.00,3607.00,30614.00,2800.00,0.00,48317.00
1985:Q2,4140285.00,670029.00,675781.00,2234883.00,1428061.00,189290.00,505953.00,111579.00,559592.00,4140285.00,3817874.00,2065429.00,812051.00,915931.00,96.00,24367.00,188154.00,83264.00,0.00,0.00,0.00,5000.00,29795.00,2976.00,56463.00,10656.00,0.00,134257.00,4140285.00,601750.00,157818.00,91298.00,42493.00,241550.00,68591.00,3489436.00,0.00,2094968.00,93821.00,10086.00,79800.00,3047.00,216542.00,11804.00,15345.00,0.00,272763.00,321090.00,21054.00,305573.00,3750.00,36878.00,2915.00,0.00,49099.00
1985:Q3,4263060.00,685770.00,688377.00,2303008.00,1477181.00,194964.00,522126.00,108737.00,585905.00,4263060.00,3927135.00,2153786.00,818613.00,929118.00,83.00,25535.00,200465.00,89627.00,0.00,0.00,0.00,5300.00,35495.00,3086.00,55357.00,11600.00,0.00,135460.00,4263060.00,611072.00,151605.00,93710.00,43447.00,251119.00,71191.00,3600380.00,0.00,2149081.00,99793.00,10710.00,82900.00,3197.00,219111.00,11361.00,15321.00,0.00,279785.00,343332.00,21644.00,318776.00,3901.00,38968.00,2500.00,0.00,51608.00
1985:Q4,4530378.00,815582.00,735680.00,2368542.00,1526876.00,205915.00,541661.00,94090.00,610574.00,4530378.00,4062730.00,2241328.00,861463.00,933047.00,72.00,26820.00,227033.00,92944.00,0.00,0.00,0.00,6085.00,33052.00,3214.00,79230.00,12508.00,0.00,240615.00,4530378.00,634320.00,165942.00,99518.00,43983.00,250670.00,74207.00,3840037.00,0.00,2232718.00,183443.00,11129.00,85100.00,3339.00,226166.00,14016.00,15309.00,0.00,281721.00,367864.00,24580.00,335899.00,5927.00,50699.00,2127.00,0.00,56021.00
1986:Q1,4584319.00,815015.00,746010.00,2416495.00,1557666.00,212974.00,554231.00,91624.00,606799.00,4584319.00,4121273.00,2267971.00,875228.00,951071.00,61.00,26942.00,226067.00,91539.00,0.00,0.00,0.00,6200.00,31560.00,3438.00,81230.00,12100.00,0.00,236979.00,4584319.00,638395.00,167507.00,95439.00,43818.00,252812.00,78819.00,3888908.00,0.00,2244616.00,181939.00,11362.00,85700.00,3623.00,229364.00,13862.00,15400.00,0.00,276912.00,394587.00,26020.00,344514.00,6161.00,52848.00,2000.00,0.00,57016.00
1986:Q2,4705013.00,827298.00,757681.00,2492143.00,1616328.00,220862.00,565823.00,89130.00,627891.00,4705013.00,4234093.00,2335640.00,898595.00,972756.00,52.00,27050.00,238184.00,99315.00,0.00,0.00,0.00,6489.00,41545.00,3755.00,75341.00,11739.00,0.00,232736.00,4705013.00,637944.00,161641.00,95210.00,45091.00,254306.00,81696.00,4001948.00,0.00,2282701.00,185446.00,11424.00,88500.00,3843.00,234865.00,12992.00,15197.00,0.00,282496.00,429072.00,28721.00,365358.00,6468.00,52842.00,2023.00,0.00,65121.00
1986:Q3,4828201.00,825152.00,775063.00,2578098.00,1683521.00,228838.00,579130.00,86609.00,649888.00,4828201.00,4348540.00,2419584.00,913422.00,988495.00,40.00,26999.00,246965.00,103691.00,0.00,0.00,0.00,6056.00,46767.00,3832.00,73090.00,13529.00,0.00,232696.00,4828201.00,643476.00,162446.00,94395.00,46259.00,256634.00,83742.00,4108239.00,0.00,2303377.00,196240.00,11418.00,92800.00,4075.00,240325.00,12609.00,15364.00,0.00,283494.00,475896.00,31176.00,376789.00,6571.00,55521.00,2584.00,0.00,76486.00
1986:Q4,5017994.00,888321.00,807737.00,2655581.00,1730129.00,239394.00,601970.00,84088.00,666355.00,5017994.00,4516456.00,2508520.00,980448.00,1000195.00,36.00,27257.00,265246.00,113540.00,0.00,0.00,0.00,5720.00,45700.00,3810.00,83258.00,13218.00,0.00,236292.00,5017994.00,656896.00,171599.00,97167.00,44676.00,257449.00,86005.00,4283481.00,0.00,2387148.00,216728.00,11443.00,96400.00,4348.00,247897.00,11255.00,15550.00,0.00,288715.00,531591.00,17898.00,387551.00,5930.00,57429.00,3598.00,0.00,77617.00
1987:Q1,5041411.00,861602.00,797857.00,2737635.00,1770490.00,245492.00,639606.00,82047.00,644317.00,5041411.00,4556058.00,2513240.00,999214.00,1016511.00,27.00,27066.00,250534.00,111829.00,0.00,0.00,0.00,5000.00,40011.00,4026.00,76068.00,13600.00,0.00,234819.00,5041411.00,651171.00,172468.00,94913.00,42950.00,251404.00,89436.00,4314643.00,0.00,2376864.00,220147.00,11472.00,96700.00,4444.00,249454.00,10096.00,15333.00,0.00,282422.00,575435.00,20275.00,388153.00,6170.00,53567.00,4111.00,0.00,75597.00
1987:Q2,5177471.00,867343.00,819970.00,2829845.00,1843953.00,250241.00,655668.00,79983.00,660313.00,5177471.00,4685217.00,2603511.00,1025486.00,1031020.00,25.00,25175.00,258090.00,120184.00,0.00,0.00,0.00,4970.00,40238.00,4155.00,75248.00,13295.00,0.00,234164.00,5177471.00,649121.00,170858.00,97404.00,40438.00,248122.00,92299.00,4448633.00,0.00,2426824.00,229901.00,11464.00,101300.00,4750.00,253917.00,9308.00,15228.00,0.00,288253.00,615142.00,24032.00,401325.00,6145.00,56889.00,4155.00,0.00,79717.00
1987:Q3,5285579.00,876611.00,829858.00,2899473.00,1898660.00,254693.00,668224.00,77896.00,679637.00,5285579.00,4792972.00,2680189.00,1042687.00,1044726.00,22.00,25348.00,262915.00,126135.00,0.00,0.00,0.00,4970.00,35257.00,4322.00,78408.00,13823.00,0.00,229692.00,5285579.00,644549.00,171409.00,99255.00,38352.00,242260.00,93273.00,4558603.00,0.00,2475608.00,235610.00,11460.00,107400.00,4868.00,257940.00,8725.00,15408.00,0.00,294947.00,647084.00,30073.00,399930.00,6480.00,59395.00,3675.00,0.00,82427.00
1987:Q4,5376074.00,891110.00,829639.00,2956685.00,1928457.00,258355.00,694063.00,75810.00,698640.00,5376074.00,4879038.00,2710784.00,1085104.00,1058231.00,21.00,24898.00,260441.00,139326.00,0.00,0.00,0.00,4970.00,37380.00,4630.00,60204.00,13931.00,0.00,236595.00,5376074.00,641783.00,161333.00,105555.00,37909.00,242289.00,94697.00,4656219.00,0.00,2508756.00,249233.00,11495.00,110900.00,4994.00,266001.00,8205.00,15331.00,0.00,307313.00,669394.00,31454.00,420232.00,6969.00,41797.00,4145.00,0.00,78072.00
1988:Q1,5455027.00,888749.00,846850.00,3025696.00,1974919.00,268334.00,707871.00,74572.00,693732.00,5455027.00,4968062.00,2751613.00,1115453.00,1076785.00,21.00,24190.00,257008.00,135723.00,0.00,0.00,0.00,4970.00,33271.00,4816.00,63682.00,14546.00,0.00,229957.00,5455027.00,646774.00,163147.00,106594.00,40185.00,240812.00,96036.00,4716146.00,0.00,2543115.00,246705.00,11668.00,112600.00,5139.00,269225.00,9614.00,15448.00,0.00,307317.00,677841.00,33194.00,430686.00,7271.00,40625.00,5698.00,0.00,92107.00
1988:Q2,5597675.00,910368.00,863169.00,3114010.00,2044958.00,265969.00,729750.00,73333.00,710128.00,5597675.00,5101136.00,2837520.00,1138074.00,1102220.00,22.00,23300.00,267944.00,141018.00,0.00,0.00,0.00,4970.00,38082.00,5132.00,64324.00,14418.00,0.00,228595.00,5597675.00,658728.00,165879.00,112666.00,43716.00,239753.00,96714.00,4844772.00,0.00,2601749.00,257576.00,11930.00,117200.00,5269.00,274054.00,11269.00,15637.00,0.00,316628.00,695315.00,34999.00,449132.00,7311.00,41231.00,5472.00,0.00,94175.00
1988:Q3,5687366.00,903469.00,870575.00,3187484.00,2105915.00,269276.00,740212.00,72081.00,725838.00,5687366.00,5199021.00,2914880.00,1142342.00,1126779.00,20.00,15000.00,269714.00,147587.00,0.00,0.00,0.00,4970.00,35066.00,5198.00,63275.00,13618.00,0.00,218631.00,5687366.00,658607.00,166164.00,117777.00,47078.00,230620.00,96968.00,4926798.00,0.00,2641484.00,252546.00,12218.00,122900.00,5406.00,279016.00,13983.00,15586.00,0.00,323781.00,721137.00,37509.00,445765.00,7853.00,42131.00,5483.00,0.00,101961.00
1988:Q4,5828410.00,930859.00,878257.00,3274088.00,2162789.00,274544.00,765926.00,70829.00,745206.00,5828410.00,5325389.00,3000222.00,1174207.00,1141944.00,16.00,9000.00,286413.00,158770.00,0.00,0.00,0.00,4970.00,38411.00,6484.00,64156.00,13622.00,0.00,216608.00,5828410.00,659787.00,167573.00,128902.00,47846.00,216819.00,98647.00,5068644.00,0.00,2696726.00,271662.00,12467.00,126400.00,5574.00,287099.00,16666.00,15603.00,0.00,334248.00,745287.00,40454.00,460374.00,8687.00,43506.00,3891.00,0.00,99979.00
1989:Q1,5913292.00,929434.00,901203.00,3329462.00,2196931.00,279826.00,782385.00,70320.00,753193.00,5913292.00,5405897.00,3033228.00,1210315.00,1152963.00,15.00,9376.00,296012.00,169839.00,0.00,0.00,0.00,4970.00,33595.00,7272.00,66072.00,14264.00,0.00,211383.00,5913292.00,646224.00,169647.00,117409.00,46631.00,212313.00,100224.00,5153293.00,0.00,2714186.00,269443.00,12641.00,127500.00,5779.00,291791.00,17630.00,15132.00,0.00,345213.00,770459.00,77051.00,453266.00,8420.00,39338.00,5444.00,0.00,113775.00
1989:Q2,6036197.00,939230.00,927922.00,3399428.00,2255378.00,284991.00,789255.00,69804.00,769617.00,6036197.00,5529299.00,3114483.00,1237290.00,1168109.00,14.00,9403.00,305425.00,167665.00,0.00,0.00,0.00,4970.00,37308.00,7408.00,74415.00,13659.00,0.00,201473.00,6036197.00,650775.00,178077.00,115720.00,43064.00,211818.00,102096.00,5264221.00,0.00,2766088.00,266516.00,12701.00,131200.00,6027.00,297720.00,19272.00,15118.00,0.00,345959.00,794482.00,79824.00,471586.00,8354.00,44641.00,4733.00,0.00,121201.00
1989:Q3,6108303.00,944884.00,903512.00,3475700.00,2321631.00,285815.00,798971.00,69283.00,784207.00,6108303.00,5616592.00,3188955.00,1238962.00,1179861.00,13.00,8801.00,296222.00,157118.00,0.00,0.00,0.00,4970.00,46179.00,7600.00,67212.00,13143.00,0.00,195489.00,6108303.00,637632.00,172496.00,113640.00,39090.00,209023.00,103383.00,5352065.00,0.00,2792323.00,273712.00,12862.00,135300.00,6270.00,303644.00,21079.00,15295.00,0.00,338967.00,827012.00,79207.00,487127.00,8201.00,44294.00,6772.00,0.00,118606.00
1989:Q4,6226777.00,970134.00,920753.00,3526605.00,2369557.00,287001.00,801286.00,68761.00,809285.00,6226777.00,5734354.00,3264934.00,1270443.00,1190194.00,13.00,8770.00,301653.00,148319.00,0.00,0.00,0.00,4970.00,51599.00,7800.00,76276.00,12689.00,0.00,190770.00,6226777.00,653775.00,186631.00,118228.00,35146.00,208809.00,104961.00,5450655.00,0.00,2799020.00,284322.00,13336.00,136500.00,6460.00,311653.00,23294.00,15299.00,0.00,334500.00,869549.00,102003.00,498315.00,8367.00,42540.00,5497.00,0.00,122347.00
1990:Q1,6294611.00,947891.00,933954.00,3620446.00,2450148.00,290563.00,811252.00,68483.00,792320.00,6294611.00,5826291.00,3321172.00,1302461.00,1193623.00,14.00,9020.00,288216.00,139523.00,0.00,0.00,0.00,4970.00,52179.00,8000.00,70833.00,12711.00,0.00,180104.00,6294611.00,656136.00,185116.00,112510.00,33520.00,218801.00,106189.00,5493617.00,0.00,2808899.00,273917.00,14223.00,135300.00,6615.00,321390.00,23310.00,15181.00,0.00,328954.00,905165.00,104619.00,499774.00,8290.00,41977.00,6003.00,0.00,144858.00
1990:Q2,6383929.00,956653.00,943832.00,3684732.00,2517151.00,284579.00,814801.00,68202.00,798712.00,6383929.00,5917312.00,3391378.00,1322017.00,1194737.00,11.00,9170.00,285803.00,133466.00,0.00,0.00,0.00,4970.00,55729.00,8200.00,71568.00,11870.00,0.00,180814.00,6383929.00,671337.00,189122.00,113177.00,32654.00,228960.00,107423.00,5560633.00,0.00,2799206.00,282124.00,15623.00,136900.00,6752.00,328010.00,24179.00,15243.00,0.00,321586.00,944198.00,116974.00,515862.00,8259.00,40022.00,5695.00,0.00,151960.00
1990:Q3,6447594.00,947364.00,947619.00,3740309.00,2567225.00,286904.00,818264.00,67917.00,812302.00,6447594.00,5996899.00,3461219.00,1330870.00,1195230.00,10.00,9570.00,275370.00,125375.00,0.00,0.00,0.00,4970.00,52244.00,8500.00,73855.00,10426.00,0.00,175325.00,6447594.00,692602.00,194614.00,113257.00,32004.00,244128.00,108599.00,5586458.00,0.00,2782041.00,282058.00,16924.00,140000.00,6849.00,326704.00,24614.00,15311.00,0.00,316029.00,978533.00,126610.00,521458.00,8236.00,36722.00,4370.00,0.00,168534.00
1990:Q4,6515768.00,944337.00,965410.00,3781630.00,2606804.00,287424.00,819769.00,67633.00,824391.00,6515768.00,6064203.00,3520915.00,1343113.00,1190517.00,10.00,9648.00,283317.00,124390.00,0.00,0.00,0.00,4850.00,54845.00,8700.00,80736.00,9796.00,0.00,168248.00,6515768.00,709996.00,206263.00,119913.00,31052.00,242552.00,110215.00,5633365.00,0.00,2743544.00,294451.00,17515.00,141300.00,6885.00,329423.00,24901.00,16061.00,0.00,320221.00,1019861.00,147022.00,520401.00,7707.00,38809.00,5264.00,0.00,172408.00
1991:Q1,6480788.00,926145.00,927104.00,3825332.00,2641560.00,288957.00,827227.00,67588.00,802207.00,6480788.00,6037919.00,3531066.00,1313684.00,1183578.00,11.00,9580.00,277529.00,113898.00,0.00,0.00,0.00,4850.00,61070.00,8840.00,80004.00,8867.00,0.00,165340.00,6480788.00,710314.00,205850.00,113487.00,29581.00,249822.00,111575.00,5612142.00,0.00,2695023.00,294267.00,17398.00,137900.00,6859.00,333811.00,23391.00,16562.00,0.00,313296.00,1050307.00,158566.00,516147.00,7405.00,36867.00,4343.00,0.00,158332.00
1991:Q2,6512520.00,914790.00,906693.00,3889731.00,2700538.00,290203.00,831448.00,67542.00,801306.00,6512520.00,6087147.00,3598360.00,1292738.00,1186636.00,10.00,9403.00,265652.00,101798.00,0.00,0.00,0.00,4850.00,61651.00,8996.00,80159.00,8198.00,0.00,159721.00,6512520.00,716217.00,205410.00,113232.00,28256.00,257207.00,112113.00,5645285.00,0.00,2662847.00,303415.00,16576.00,139400.00,6766.00,337065.00,21380.00,16322.00,0.00,306195.00,1085984.00,178356.00,522590.00,7376.00,37562.00,3452.00,0.00,151017.00
1991:Q3,6506466.00,906970.00,904571.00,3892425.00,2722798.00,282656.00,819475.00,67496.00,802500.00,6506466.00,6089325.00,3645388.00,1263484.00,1170643.00,10.00,9801.00,258809.00,90988.00,0.00,0.00,0.00,4850.00,54458.00,9209.00,91588.00,7716.00,0.00,158332.00,6506466.00,728375.00,217519.00,114652.00,26934.00,256315.00,112955.00,5635586.00,0.00,2601458.00,316332.00,15648.00,142000.00,6640.00,336765.00,19993.00,16675.00,0.00,296709.00,1123313.00,201294.00,503208.00,7225.00,45059.00,3267.00,0.00,142506.00
1991:Q4,6565200.00,902841.00,914117.00,3932661.00,2774705.00,284108.00,806399.00,67450.00,815581.00,6565200.00,6117612.00,3720576.00,1225052.00,1161964.00,10.00,10011.00,287782.00,87123.00,0.00,0.00,0.00,4820.00,62284.00,9793.00,117597.00,6165.00,0.00,159806.00,6565200.00,750708.00,238570.00,121960.00,26024.00,250431.00,113723.00,5689428.00,0.00,2575721.00,330343.00,15209.00,143100.00,6511.00,325873.00,18226.00,16886.00,0.00,299511.00,1156489.00,222847.00,513283.00,6990.00,55066.00,3372.00,0.00,125065.00
1992:Q1,6536736.00,889560.00,890587.00,3963236.00,2814343.00,283928.00,797409.00,67557.00,793353.00,6536736.00,6111424.00,3732556.00,1214170.00,1154639.00,10.00,10050.00,269567.00,84265.00,0.00,0.00,1.00,4820.00,64547.00,10466.00,99811.00,5657.00,0.00,155745.00,6536736.00,729307.00,220307.00,115269.00,25359.00,254658.00,113714.00,5675566.00,0.00,2536116.00,319558.00,15414.00,140500.00,6388.00,325372.00,17243.00,16173.00,0.00,305812.00,1179728.00,238385.00,513678.00,6824.00,51227.00,3148.00,0.00,131864.00
1992:Q2,6573343.00,891201.00,904357.00,3985453.00,2845791.00,280081.00,791919.00,67663.00,792332.00,6573343.00,6135173.00,3778971.00,1195837.00,1150356.00,8.00,10000.00,277372.00,84906.00,0.00,0.00,4.00,4820.00,63169.00,10638.00,108545.00,5290.00,0.00,160798.00,6573343.00,732190.00,227398.00,116374.00,24769.00,249754.00,113895.00,5713849.00,0.00,2507583.00,329015.00,15658.00,142000.00,6267.00,322437.00,16074.00,17066.00,0.00,311807.00,1218988.00,255733.00,504665.00,7473.00,56332.00,2751.00,0.00,127304.00
1992:Q3,6618598.00,885229.00,907586.00,4023851.00,2899094.00,276591.00,780394.00,67771.00,801933.00,6618598.00,6174216.00,3842325.00,1179760.00,1142173.00,8.00,9950.00,285098.00,87534.00,11.00,0.00,49.00,4820.00,66878.00,11082.00,109574.00,5150.00,0.00,159284.00,6618598.00,724860.00,225958.00,117612.00,24858.00,242674.00,113757.00,5761591.00,0.00,2499522.00,326213.00,15924.00,143500.00,6113.00,318558.00,15422.00,16306.00,0.00,322300.00,1243647.00,278703.00,507927.00,7394.00,55840.00,4221.00,0.00,132148.00
1992:Q4,6663369.00,880483.00,914513.00,4043604.00,2942071.00,270935.00,762720.00,67879.00,824769.00,6663369.00,6230038.00,3920939.00,1163708.00,1135513.00,8.00,9870.00,279464.00,86501.00,46.00,0.00,7.00,4790.00,64294.00,9100.00,110928.00,3798.00,0.00,153867.00,6663369.00,725767.00,222674.00,125777.00,25169.00,238468.00,113679.00,5807662.00,0.00,2482166.00,328600.00,16175.00,145500.00,5889.00,314055.00,14546.00,16453.00,0.00,335241.00,1272047.00,297932.00,513802.00,8056.00,53474.00,3726.00,0.00,129939.00
1993:Q1,6636231.00,852361.00,931818.00,4044790.00,2952167.00,268831.00,755776.00,68016.00,807262.00,6636231.00,6202590.00,3926826.00,1142640.00,1123366.00,8.00,9750.00,287822.00,91536.00,45.00,0.00,39.00,4790.00,54163.00,9300.00,124191.00,3758.00,0.00,145819.00,6636231.00,727762.00,236383.00,121475.00,23509.00,232718.00,113677.00,5778524.00,0.00,2456631.00,305990.00,16380.00,146000.00,5588.00,312558.00,14654.00,15645.00,0.00,345734.00,1299796.00,307615.00,480719.00,8106.00,59775.00,3333.00,0.00,129945.00
1993:Q2,6712377.00,864183.00,942081.00,4087451.00,3006418.00,265988.00,746890.00,68154.00,818662.00,6712377.00,6253840.00,3994370.00,1127113.00,1122735.00,8.00,9613.00,314462.00,98165.00,124.00,0.00,184.00,4790.00,57238.00,9623.00,140472.00,3866.00,0.00,144075.00,6712377.00,726791.00,245984.00,120744.00,22990.00,226437.00,110636.00,5860414.00,0.00,2490892.00,304971.00,16552.00,150500.00,5192.00,311402.00,14330.00,14506.00,0.00,371051.00,1301300.00,319535.00,488975.00,8305.00,59048.00,3855.00,0.00,125172.00
1993:Q3,6786331.00,864925.00,945656.00,4133082.00,3058794.00,264685.00,741309.00,68293.00,842668.00,6786331.00,6323597.00,4087330.00,1109149.00,1117672.00,7.00,9438.00,317104.00,104553.00,208.00,0.00,149.00,4790.00,53107.00,11106.00,138895.00,4296.00,0.00,145630.00,6786331.00,716235.00,241216.00,120845.00,22629.00,222095.00,109450.00,5948604.00,0.00,2514941.00,301448.00,16714.00,154300.00,4792.00,308637.00,14824.00,15055.00,0.00,388852.00,1330555.00,333955.00,485212.00,8551.00,67376.00,3392.00,0.00,121491.00
1993:Q4,6892647.00,878858.00,952764.00,4174856.00,3100976.00,267689.00,737758.00,68433.00,886169.00,6892647.00,6418309.00,4184492.00,1109793.00,1114861.00,6.00,9158.00,326219.00,108432.00,234.00,0.00,246.00,4790.00,50591.00,12498.00,144784.00,4644.00,0.00,148119.00,6892647.00,728617.00,241977.00,129512.00,21850.00,226994.00,108285.00,6049863.00,0.00,2549625.00,303227.00,16901.00,157600.00,4472.00,301597.00,12984.00,14529.00,0.00,402982.00,1356766.00,354241.00,488311.00,8610.00,76123.00,1896.00,0.00,114167.00
1994:Q1,6931678.00,875298.00,974427.00,4198077.00,3132490.00,267548.00,729242.00,68797.00,883876.00,6931678.00,6472296.00,4214327.00,1135386.00,1113423.00,6.00,9154.00,321223.00,105834.00,258.00,0.00,255.00,0.00,43690.00,15600.00,150874.00,4712.00,0.00,138159.00,6931678.00,713053.00,244448.00,124992.00,20829.00,214974.00,107810.00,6088196.00,0.00,2539470.00,293580.00,17216.00,159100.00,4303.00,300088.00,12547.00,14637.00,0.00,407861.00,1399296.00,366792.00,484311.00,10258.00,77033.00,1704.00,0.00,130429.00
1994:Q2,7033007.00,884979.00,982856.00,4246592.00,3179961.00,268641.00,728823.00,69166.00,918580.00,7033007.00,6574047.00,4295540.00,1148889.00,1120371.00,6.00,9240.00,321466.00,113247.00,299.00,0.00,261.00,0.00,37894.00,19400.00,144122.00,6243.00,0.00,137494.00,7033007.00,710804.00,240546.00,127557.00,22635.00,212200.00,107866.00,6194153.00,0.00,2589886.00,288792.00,17643.00,166900.00,4134.00,300561.00,12563.00,14941.00,0.00,416559.00,1432417.00,373561.00,485995.00,11907.00,76103.00,2191.00,0.00,128049.00
1994:Q3,7144326.00,895835.00,991064.00,4297474.00,3230629.00,268475.00,728831.00,69539.00,959953.00,7144326.00,6682827.00,4385196.00,1161700.00,1126241.00,6.00,9683.00,326625.00,121332.00,416.00,0.00,269.00,0.00,34077.00,23200.00,140737.00,6594.00,0.00,134874.00,7144326.00,712722.00,238767.00,130068.00,22891.00,211849.00,109147.00,6303281.00,0.00,2645733.00,291783.00,18399.00,174700.00,3964.00,300401.00,12561.00,15024.00,0.00,425019.00,1454933.00,382756.00,490130.00,13273.00,72568.00,2037.00,0.00,128323.00
1994:Q4,7307807.00,923422.00,1024156.00,4339061.00,3278208.00,268212.00,722729.00,69912.00,1021168.00,7307807.00,6830655.00,4503949.00,1187857.00,1129290.00,6.00,9554.00,340791.00,130501.00,457.00,0.00,592.00,0.00,33535.00,24759.00,143046.00,7901.00,0.00,136361.00,7307807.00,735343.00,236551.00,142974.00,23800.00,221510.00,110507.00,6450364.00,0.00,2716853.00,300383.00,20134.00,181700.00,3795.00,301272.00,7795.00,15199.00,0.00,433717.00,1472405.00,394229.00,512680.00,13320.00,75051.00,1831.00,0.00,122101.00
1995:Q1,7386619.00,952222.00,1037839.00,4372012.00,3306294.00,267138.00,728222.00,70358.00,1024546.00,7386619.00,6915382.00,4531514.00,1236223.00,1137976.00,6.00,9663.00,334426.00,124450.00,379.00,0.00,585.00,0.00,30665.00,25267.00,145370.00,7710.00,0.00,136811.00,7386619.00,730445.00,239909.00,136486.00,23022.00,219241.00,111787.00,6529481.00,0.00,2768279.00,305159.00,20543.00,184400.00,3550.00,302701.00,7991.00,15397.00,0.00,428117.00,1480246.00,405147.00,521855.00,13767.00,69850.00,2478.00,0.00,126693.00
1995:Q2,7531564.00,993361.00,1048352.00,4426726.00,3356017.00,269246.00,730653.00,70810.00,1063126.00,7531564.00,7047050.00,4622716.00,1264101.00,1150601.00,6.00,9626.00,345138.00,124775.00,346.00,0.00,622.00,0.00,34601.00,26452.00,152295.00,6047.00,0.00,139376.00,7531564.00,727139.00,240292.00,137635.00,22669.00,213637.00,112906.00,6678744.00,0.00,2836093.00,317148.00,21356.00,189800.00,3306.00,304530.00,8188.00,15558.00,0.00,430996.00,1499398.00,423657.00,543529.00,14214.00,68742.00,2229.00,0.00,125681.00
