date,FA386000105.Q,FA385090005.Q,FA385050005.Q,FA155111003.Q,FA385012005.Q,FA385013005.Q,FA145020005.Q,FA385420005.Q,FA385000005.Q,FA384090005.Q,FA313011005.Q,FA383091005.Q,FA383020005.Q,FA383030005.Q,FA383034005.Q,FA382051005.Q,FA384022005.Q,FA383069105.Q,FA383061105.Q,FA383061705.Q,FA383062005.Q,FA383063005.Q,FA384023005.Q,FA383069005.Q,FA383065005.Q,FA383066005.Q,FA383064105.Q,FA383064205.Q,FA383070005.Q,FA153040005.Q,FA153050005.Q,FA383078005.Q,FA152090205.Q,FA103092005.Q,FA383090005.Q,FA384190005.Q,FA313111303.Q,FA713014003.Q,FA313112003.Q,FA384122005.Q,FA103169100.Q,FA313161105.Q,FA313161705.Q,FA383162005.Q,FA103163003.Q,FA384123005.Q,FA383168005.Q,FA383169005.Q,FA383165005.Q,FA153166000.Q,FA103164103.Q,FA383170005.Q,FA313140003.Q,FA143178005.Q,FA112090205.Q,FA143192005.Q,FA383190005.Q,FA387005005.Q
1967:Q3,264171.00,288633.00,266248.00,69510.00,35692.00,151784.00,9263.00,-1.00,22385.00,153656.00,988.00,-64.00,35240.00,33436.00,0.00,3588.00,4592.00,-1924.00,332.00,-580.00,2300.00,4464.00,8987.00,5624.00,3592.00,-229.00,-15736.00,2472.00,13089.00,4968.00,46232.00,2606.00,-236.00,5168.00,8327.00,131272.00,0.00,0.00,664.00,50924.00,-740.00,25744.00,-84.00,7968.00,18036.00,42907.00,1752.00,6336.00,29004.00,5815.00,2944.00,11808.00,80.00,-1400.00,-236.00,504.00,23077.00,-24462.00
1967:Q4,271282.00,223654.00,271956.00,70387.00,38380.00,154757.00,8433.00,-1.00,-48302.00,157977.00,2538.00,568.00,11478.00,30768.00,0.00,-2552.00,28352.00,5980.00,13720.00,4044.00,-2636.00,7244.00,7991.00,3856.00,4204.00,-69.00,-11776.00,-248.00,16609.00,4884.00,47404.00,3745.00,-1615.00,4908.00,14924.00,206280.00,0.00,0.00,344.00,53152.00,512.00,28600.00,3784.00,6708.00,13548.00,102911.00,58692.00,8556.00,28892.00,6771.00,3716.00,14068.00,48.00,-576.00,-1615.00,912.00,33320.00,47628.00
1968:Q1,275085.00,310866.00,281486.00,75686.00,39255.00,158106.00,8438.00,1.00,29380.00,133440.00,1546.00,1208.00,-1658.00,33692.00,0.00,4184.00,13960.00,-108.00,10788.00,2272.00,324.00,684.00,11664.00,2260.00,6348.00,3056.00,-11164.00,3692.00,4668.00,4808.00,48468.00,12438.00,10736.00,3624.00,-8426.00,104060.00,0.00,0.00,896.00,44240.00,500.00,25516.00,1068.00,6748.00,10408.00,6116.00,-31996.00,3680.00,26668.00,7764.00,1460.00,4280.00,8.00,21884.00,10736.00,1440.00,13000.00,-35782.00
1968:Q2,283651.00,299407.00,291192.00,77770.00,40542.00,158798.00,14082.00,0.00,8215.00,120683.00,1566.00,1568.00,-3634.00,17052.00,0.00,-2820.00,25636.00,4684.00,6128.00,8976.00,964.00,4884.00,11848.00,11928.00,1524.00,-1604.00,-15680.00,572.00,22748.00,4736.00,50388.00,-10786.00,1319.00,4388.00,11782.00,112468.00,0.00,0.00,240.00,26028.00,196.00,-332.00,4664.00,7388.00,14112.00,56852.00,5072.00,14760.00,27408.00,9612.00,2120.00,20316.00,-32.00,-12164.00,1319.00,492.00,17297.00,-15756.00
1968:Q3,289165.00,308781.00,291914.00,81944.00,41404.00,160885.00,7681.00,0.00,16867.00,169666.00,1340.00,332.00,41764.00,38744.00,0.00,4492.00,-2448.00,2492.00,-3992.00,2404.00,-4340.00,988.00,13168.00,9796.00,5236.00,-1864.00,-23048.00,3636.00,23532.00,4756.00,52856.00,-357.00,923.00,5964.00,4012.00,152798.00,0.00,0.00,184.00,48360.00,5208.00,17668.00,4716.00,7564.00,13204.00,55604.00,10644.00,3976.00,30232.00,10752.00,-1904.00,25492.00,-32.00,-4452.00,923.00,556.00,28067.00,-19616.00
1968:Q4,295583.00,266214.00,297030.00,82208.00,43684.00,165131.00,6007.00,0.00,-30815.00,134718.00,3138.00,-980.00,-998.00,41956.00,0.00,-10168.00,12120.00,5652.00,964.00,1644.00,-1292.00,5152.00,4964.00,1588.00,2584.00,792.00,-29088.00,1632.00,23772.00,4856.00,57468.00,2781.00,-343.00,5936.00,17672.00,165534.00,0.00,0.00,344.00,27268.00,-1044.00,200.00,2192.00,12072.00,13848.00,92700.00,35096.00,10076.00,32628.00,14900.00,-2312.00,16900.00,0.00,-848.00,-343.00,612.00,31213.00,29369.00
1969:Q1,304635.00,319568.00,311749.00,83393.00,46126.00,170741.00,11489.00,0.00,7819.00,144174.00,40.00,1076.00,-3604.00,9004.00,0.00,8776.00,47412.00,5780.00,22692.00,3424.00,14356.00,1160.00,-1784.00,-10028.00,3824.00,4420.00,-16236.00,3640.00,20720.00,4948.00,58180.00,8002.00,5627.00,5864.00,-7491.00,136355.00,0.00,0.00,184.00,34880.00,1072.00,4080.00,488.00,15492.00,13748.00,42512.00,636.00,360.00,28896.00,12620.00,1348.00,18168.00,44.00,9220.00,5627.00,1388.00,22984.00,-14932.00
1969:Q2,306509.00,312802.00,310746.00,83799.00,46537.00,171188.00,9222.00,0.00,2056.00,98557.00,1692.00,-188.00,3452.00,-1040.00,0.00,4816.00,10448.00,8836.00,-14008.00,7412.00,6672.00,1536.00,7416.00,10180.00,-440.00,-2324.00,-20556.00,1120.00,28760.00,5012.00,61440.00,-21492.00,-3000.00,6276.00,14401.00,96501.00,0.00,0.00,232.00,-5064.00,700.00,-30712.00,-1056.00,12880.00,13124.00,65412.00,7412.00,16108.00,30132.00,11760.00,1684.00,23988.00,80.00,-6752.00,-3000.00,1000.00,18922.00,-6292.00
1969:Q3,313730.00,335397.00,315838.00,83966.00,46381.00,175297.00,10194.00,0.00,19559.00,170879.00,1848.00,-764.00,17688.00,-20688.00,0.00,17920.00,54704.00,9952.00,21680.00,4944.00,10808.00,7320.00,-5864.00,-8640.00,3720.00,-944.00,-11516.00,4468.00,30320.00,5076.00,64316.00,1317.00,-1887.00,5800.00,8141.00,151320.00,0.00,0.00,128.00,34440.00,2568.00,16496.00,-6016.00,10496.00,10896.00,62372.00,9152.00,14404.00,31188.00,7628.00,3960.00,25680.00,88.00,-3012.00,-1887.00,980.00,28571.00,-21666.00
1969:Q4,308896.00,300153.00,307161.00,84166.00,43857.00,173351.00,5787.00,0.00,-7008.00,167522.00,2796.00,-1780.00,11976.00,1696.00,0.00,-7264.00,44140.00,11012.00,15232.00,6144.00,7512.00,4240.00,19820.00,13444.00,7164.00,-788.00,-20424.00,1656.00,21944.00,5116.00,66196.00,-596.00,-184.00,4356.00,18074.00,174530.00,0.00,0.00,544.00,27396.00,88.00,13132.00,-2632.00,6676.00,10132.00,84816.00,33160.00,13256.00,30780.00,7620.00,6632.00,23212.00,52.00,-6264.00,-184.00,1440.00,36886.00,8743.00
1970:Q1,301946.00,329171.00,304789.00,83256.00,43966.00,175744.00,1823.00,0.00,24381.00,180956.00,-798.00,-4.00,34926.00,13952.00,0.00,-552.00,31400.00,17600.00,4316.00,9084.00,2744.00,-2344.00,9027.00,-1412.00,10744.00,-305.00,840.00,1548.00,10041.00,5364.00,56348.00,-4863.00,13776.00,7396.00,2556.00,156575.00,3468.00,1600.00,252.00,32528.00,3940.00,9544.00,-1808.00,8576.00,12276.00,52995.00,4048.00,12120.00,31632.00,5195.00,5268.00,14244.00,276.00,-3576.00,13776.00,2316.00,33428.00,-27224.00
1970:Q2,305899.00,336823.00,309146.00,84555.00,42859.00,176651.00,5081.00,0.00,27677.00,148330.00,-2422.00,192.00,18730.00,56516.00,0.00,-18052.00,16644.00,10272.00,-2540.00,1500.00,2436.00,4976.00,743.00,1780.00,-164.00,-873.00,-6700.00,160.00,7621.00,5104.00,57632.00,-1623.00,-3588.00,8120.00,9254.00,120654.00,0.00,0.00,96.00,46652.00,-332.00,12656.00,-1944.00,13360.00,22912.00,36943.00,332.00,9920.00,23460.00,3231.00,4780.00,13264.00,48.00,-2600.00,-3588.00,812.00,24247.00,-30924.00
1970:Q3,307272.00,337811.00,313668.00,85485.00,44118.00,178982.00,5083.00,0.00,24143.00,175917.00,-2192.00,-316.00,33704.00,85312.00,0.00,-492.00,-29128.00,-28660.00,-10468.00,-224.00,-4716.00,14940.00,11571.00,4584.00,3040.00,3947.00,-2088.00,2904.00,3321.00,5264.00,59004.00,-1764.00,-6473.00,6388.00,10901.00,151774.00,0.00,0.00,284.00,56600.00,464.00,26240.00,-396.00,8852.00,21440.00,53495.00,19536.00,-3912.00,31524.00,6347.00,4424.00,8184.00,44.00,-2224.00,-6473.00,1392.00,36048.00,-30539.00
1970:Q4,295683.00,253647.00,302908.00,81133.00,48791.00,176968.00,-3984.00,0.00,-49261.00,74852.00,-1602.00,-1372.00,-42626.00,66368.00,0.00,-9272.00,-21564.00,-28.00,-28728.00,-3392.00,-2772.00,13356.00,10783.00,9060.00,1484.00,239.00,-9544.00,-460.00,6221.00,5632.00,60372.00,-2194.00,-5148.00,6580.00,12678.00,124114.00,0.00,0.00,256.00,56360.00,3036.00,13468.00,316.00,17144.00,22396.00,36331.00,1648.00,-4656.00,36396.00,2943.00,8304.00,216.00,56.00,-2128.00,-5148.00,1176.00,28691.00,42036.00
1971:Q1,319662.00,334880.00,332046.00,91054.00,52704.00,176034.00,12254.00,0.00,2834.00,209300.00,234.00,1136.00,29606.00,117592.00,0.00,2724.00,-45648.00,-5324.00,-37052.00,-9096.00,-3132.00,8956.00,12793.00,528.00,4088.00,8177.00,-8244.00,1304.00,4339.00,5996.00,59920.00,3410.00,5919.00,7592.00,10627.00,206466.00,2868.00,0.00,392.00,48800.00,2176.00,10468.00,-2828.00,17120.00,21864.00,71437.00,6948.00,7576.00,38648.00,18265.00,7928.00,24172.00,68.00,2120.00,5919.00,708.00,42054.00,-15218.00
1971:Q2,326206.00,368864.00,342517.00,93780.00,58729.00,179133.00,10875.00,0.00,26348.00,230283.00,-1972.00,80.00,35040.00,79108.00,0.00,2028.00,18728.00,-4600.00,20952.00,-10788.00,2096.00,11068.00,-2151.00,2860.00,-4884.00,-127.00,-3300.00,172.00,9019.00,6336.00,62604.00,8603.00,120.00,7228.00,8640.00,203935.00,0.00,0.00,572.00,74388.00,-5724.00,42384.00,-940.00,17072.00,21596.00,71109.00,5084.00,10444.00,44420.00,11161.00,13260.00,6784.00,72.00,6260.00,120.00,480.00,30891.00,-42658.00
1971:Q3,333362.00,355174.00,350255.00,96058.00,62405.00,181604.00,10188.00,0.00,4919.00,235492.00,-4540.00,548.00,26052.00,59784.00,0.00,11832.00,19240.00,2848.00,4028.00,2552.00,-36.00,9848.00,-3283.00,-752.00,-4004.00,1473.00,-1076.00,-888.00,16459.00,6524.00,65592.00,-368.00,4604.00,8644.00,26368.00,230573.00,0.00,0.00,456.00,61936.00,552.00,34656.00,-1764.00,14160.00,14332.00,92149.00,16544.00,7368.00,53224.00,15013.00,15360.00,13100.00,76.00,4240.00,4604.00,-1252.00,39904.00,-21812.00
1971:Q4,341233.00,288409.00,349440.00,99644.00,65716.00,184375.00,-295.00,0.00,-61031.00,146530.00,52.00,-20.00,-24748.00,65728.00,0.00,-11000.00,-7208.00,3416.00,-12808.00,2212.00,-632.00,604.00,9689.00,10240.00,-1168.00,617.00,-11332.00,532.00,22731.00,6552.00,68148.00,-921.00,-3421.00,4684.00,27064.00,207561.00,0.00,0.00,540.00,62324.00,-548.00,27852.00,1332.00,16252.00,17436.00,77513.00,-1768.00,4140.00,57248.00,17893.00,9192.00,20016.00,68.00,3888.00,-3421.00,1224.00,36217.00,52824.00
1972:Q1,352488.00,365320.00,367704.00,101793.00,70647.00,192037.00,3227.00,0.00,-2385.00,245278.00,2694.00,748.00,20734.00,87400.00,0.00,9152.00,940.00,6796.00,-3668.00,-6640.00,3004.00,1448.00,3062.00,-3056.00,9096.00,-2978.00,-7520.00,1132.00,24366.00,6676.00,72860.00,4470.00,3870.00,8084.00,6611.00,247663.00,2840.00,0.00,692.00,39128.00,5048.00,5856.00,344.00,16780.00,11100.00,113918.00,19200.00,16120.00,62052.00,16546.00,9032.00,31556.00,120.00,2064.00,3870.00,-616.00,45059.00,-12832.00
1972:Q2,357294.00,401157.00,385544.00,104883.00,72196.00,196467.00,11998.00,0.00,15613.00,219019.00,-260.00,820.00,11060.00,81628.00,0.00,2436.00,18144.00,-1888.00,17396.00,-880.00,1716.00,1800.00,1598.00,1592.00,-1748.00,1754.00,-7704.00,-2584.00,10878.00,6824.00,77532.00,1093.00,-9139.00,5228.00,21465.00,203406.00,0.00,0.00,612.00,40500.00,2844.00,7828.00,-60.00,14640.00,15248.00,102678.00,9344.00,6932.00,65664.00,20738.00,13712.00,11460.00,156.00,5456.00,-9139.00,1436.00,36535.00,-43863.00
1972:Q3,374940.00,379745.00,393141.00,108125.00,73763.00,197538.00,13715.00,0.00,-13396.00,225557.00,-148.00,776.00,4596.00,83104.00,0.00,5224.00,-5644.00,-9960.00,188.00,548.00,1124.00,2456.00,-446.00,-2940.00,496.00,1998.00,-8984.00,-584.00,22418.00,6944.00,80164.00,-272.00,-959.00,8996.00,30371.00,238953.00,0.00,0.00,444.00,45800.00,-3004.00,22288.00,1848.00,12520.00,12148.00,114846.00,18072.00,7592.00,72244.00,16938.00,10384.00,30748.00,168.00,1668.00,-959.00,1184.00,34669.00,-4805.00
1972:Q4,402134.00,443021.00,408036.00,113483.00,78695.00,208367.00,7491.00,0.00,34985.00,306259.00,-88.00,1408.00,27112.00,84420.00,0.00,-10724.00,-284.00,-848.00,104.00,-2240.00,3808.00,-1108.00,15638.00,10672.00,3332.00,1634.00,-17220.00,-3608.00,53090.00,7056.00,78104.00,413.00,-13523.00,5796.00,78669.00,271274.00,0.00,0.00,384.00,55232.00,-2004.00,32796.00,1464.00,12724.00,10252.00,138450.00,17568.00,11224.00,85824.00,23834.00,10560.00,37820.00,164.00,6360.00,-13523.00,1564.00,34263.00,-40887.00
1973:Q1,424058.00,426413.00,434133.00,122194.00,82348.00,219041.00,10550.00,0.00,-7720.00,311495.00,-392.00,2200.00,28720.00,112324.00,0.00,17728.00,9120.00,-8368.00,1424.00,4292.00,10768.00,1004.00,2342.00,-284.00,9068.00,-6442.00,-3908.00,-1192.00,44458.00,7216.00,75600.00,6093.00,-8466.00,14312.00,5340.00,319215.00,0.00,0.00,352.00,37584.00,-5008.00,20788.00,1044.00,14952.00,5808.00,186846.00,73140.00,15048.00,73680.00,24978.00,7004.00,42492.00,172.00,4952.00,-9202.00,2364.00,46651.00,-2356.00
1973:Q2,431453.00,472843.00,446117.00,121715.00,80102.00,226094.00,18206.00,0.00,26726.00,298625.00,-4.00,1132.00,19376.00,74316.00,0.00,708.00,51692.00,6924.00,32400.00,7204.00,5924.00,-760.00,1758.00,6168.00,-7032.00,2622.00,-1004.00,-2412.00,39534.00,7420.00,74724.00,2086.00,2823.00,9888.00,16588.00,271899.00,0.00,0.00,772.00,33704.00,1060.00,7668.00,-1668.00,14456.00,12188.00,133670.00,22448.00,3556.00,82084.00,25582.00,8676.00,49204.00,188.00,7136.00,2151.00,3252.00,33146.00,-41390.00
1973:Q3,445427.00,429799.00,440180.00,121254.00,79423.00,229742.00,9761.00,0.00,-10381.00,268523.00,20.00,-1104.00,-37180.00,62248.00,0.00,19448.00,36052.00,3468.00,4992.00,12808.00,6948.00,7836.00,394.00,1036.00,160.00,-802.00,436.00,-120.00,45098.00,7452.00,77152.00,1268.00,19189.00,7720.00,30450.00,278904.00,0.00,0.00,256.00,22712.00,-40.00,-4080.00,1768.00,14436.00,10628.00,159390.00,43884.00,16568.00,79652.00,19286.00,5148.00,31372.00,184.00,2516.00,18525.00,2028.00,36773.00,15628.00
1973:Q4,465276.00,494258.00,455454.00,118848.00,77248.00,234365.00,24993.00,0.00,38804.00,337243.00,116.00,2400.00,38364.00,44780.00,0.00,2208.00,23416.00,19652.00,-6912.00,3952.00,2952.00,3772.00,19374.00,14324.00,3624.00,1426.00,-10380.00,-4220.00,56074.00,7304.00,80336.00,3065.00,26698.00,9896.00,37812.00,298439.00,0.00,0.00,308.00,48808.00,9644.00,10504.00,576.00,20072.00,8012.00,102418.00,4108.00,3948.00,74372.00,19990.00,10704.00,59956.00,156.00,6516.00,25942.00,3080.00,40551.00,-28982.00
1974:Q1,458191.00,446119.00,445868.00,117643.00,73934.00,241772.00,12519.00,0.00,251.00,272059.00,934.00,1600.00,9626.00,94192.00,1052.00,13844.00,36124.00,11400.00,11004.00,-2636.00,9724.00,6632.00,124.00,-15932.00,12708.00,3348.00,2544.00,224.00,46864.00,7132.00,79656.00,-653.00,-19629.00,-4640.00,3065.00,271808.00,0.00,0.00,400.00,37228.00,2192.00,-948.00,1428.00,19736.00,14820.00,138744.00,43720.00,11620.00,69064.00,14340.00,6220.00,43136.00,132.00,8368.00,-20393.00,7172.00,50801.00,12072.00
1974:Q2,452237.00,456983.00,463095.00,121295.00,72760.00,251624.00,17416.00,0.00,-6112.00,262634.00,1246.00,-800.00,6514.00,79556.00,1228.00,-20696.00,47268.00,6844.00,13292.00,10952.00,5624.00,10556.00,15400.00,10844.00,2684.00,1872.00,-2256.00,-1556.00,61520.00,6928.00,83440.00,3920.00,-27111.00,6068.00,1965.00,268745.00,0.00,0.00,388.00,56724.00,3164.00,15028.00,-116.00,17104.00,21544.00,134688.00,41844.00,10400.00,68972.00,13472.00,4976.00,51536.00,108.00,12076.00,-27927.00,2192.00,33984.00,-4746.00
1974:Q3,456957.00,465212.00,463443.00,126629.00,72529.00,258707.00,5578.00,0.00,1769.00,260916.00,3680.00,-1600.00,-15096.00,30372.00,3264.00,7660.00,92536.00,24732.00,15456.00,26632.00,16788.00,8928.00,7108.00,5224.00,3792.00,-1908.00,-4156.00,-2936.00,25548.00,7020.00,87348.00,5166.00,-32794.00,16380.00,31416.00,259147.00,0.00,0.00,412.00,59680.00,9396.00,19352.00,-832.00,14996.00,16768.00,129084.00,40336.00,21324.00,57764.00,9660.00,-20.00,34124.00,104.00,11192.00,-33598.00,6480.00,51689.00,-8255.00
1974:Q4,451752.00,437465.00,466246.00,118105.00,65140.00,262555.00,20446.00,0.00,-28781.00,160205.00,-374.00,0.00,7394.00,59208.00,3972.00,-30940.00,24288.00,-2864.00,-6084.00,6652.00,936.00,25648.00,30728.00,13916.00,17060.00,-248.00,-988.00,-96.00,-2260.00,7404.00,86692.00,-1781.00,-28359.00,13880.00,-8563.00,188986.00,0.00,0.00,580.00,61732.00,1772.00,26024.00,-1000.00,9388.00,25548.00,83756.00,14160.00,18868.00,52416.00,-1688.00,5212.00,5100.00,116.00,4032.00,-29147.00,3352.00,54253.00,14287.00
1975:Q1,436383.00,450014.00,436881.00,122133.00,63397.00,261379.00,-10028.00,0.00,13133.00,222868.00,1200.00,76.00,27808.00,94964.00,4964.00,10828.00,5800.00,-6528.00,-8712.00,-3232.00,10876.00,13396.00,22661.00,5440.00,14936.00,2285.00,-4208.00,3056.00,-10049.00,12188.00,88704.00,-11687.00,-13955.00,14788.00,-24270.00,209735.00,0.00,0.00,668.00,118152.00,4104.00,65912.00,-1172.00,11588.00,37720.00,43941.00,-7272.00,6556.00,42544.00,2113.00,7732.00,-14204.00,4576.00,-11388.00,-14591.00,696.00,74153.00,-13631.00
1975:Q2,440500.00,416820.00,436403.00,126681.00,66125.00,257551.00,-13954.00,0.00,-19583.00,250552.00,84.00,-1724.00,46596.00,86720.00,164.00,-6448.00,25672.00,-14780.00,53100.00,-7704.00,2716.00,-7660.00,23381.00,11180.00,13404.00,-1203.00,-2324.00,-432.00,11275.00,9400.00,92020.00,372.00,-15868.00,14576.00,-32911.00,270135.00,0.00,400.00,844.00,148508.00,-9528.00,111820.00,-196.00,13324.00,33088.00,43837.00,-17204.00,9388.00,54304.00,-2651.00,12892.00,3220.00,1516.00,144.00,-16376.00,3056.00,72094.00,23680.00
1975:Q3,480549.00,416220.00,473585.00,136036.00,71077.00,267860.00,-1388.00,0.00,-57365.00,268734.00,962.00,84.00,-11226.00,72980.00,188.00,7860.00,39328.00,-14696.00,35856.00,-1040.00,2344.00,16864.00,10965.00,-1568.00,15040.00,-2507.00,-4848.00,-3608.00,42703.00,8236.00,97128.00,5324.00,-10147.00,4520.00,8285.00,326099.00,0.00,0.00,796.00,119612.00,-180.00,95988.00,-36.00,9132.00,14708.00,90513.00,5980.00,14008.00,58752.00,11773.00,6852.00,55312.00,156.00,2768.00,-10703.00,-80.00,60872.00,64329.00
1975:Q4,498008.00,452391.00,494770.00,142158.00,75280.00,276984.00,348.00,0.00,-42379.00,269963.00,490.00,3448.00,-818.00,79692.00,-48.00,-14600.00,53692.00,-7588.00,33680.00,-2472.00,12944.00,17128.00,38861.00,17756.00,17596.00,3509.00,-6572.00,-1996.00,40275.00,11084.00,96500.00,4632.00,-8498.00,17400.00,-43579.00,312342.00,0.00,0.00,1040.00,128548.00,-5984.00,85456.00,-8.00,25784.00,23300.00,92361.00,-3652.00,10196.00,65972.00,19845.00,12156.00,19876.00,2876.00,3808.00,-9318.00,5036.00,55959.00,45617.00
1976:Q1,524729.00,521572.00,534168.00,150389.00,82982.00,286104.00,14693.00,0.00,-12596.00,362339.00,2142.00,2240.00,39274.00,116676.00,-556.00,9932.00,24432.00,9964.00,13660.00,-4364.00,17368.00,-12196.00,31862.00,11296.00,15852.00,4714.00,5620.00,-1980.00,28562.00,7956.00,94712.00,10540.00,-22550.00,14048.00,-571.00,374935.00,0.00,0.00,592.00,129332.00,2680.00,80028.00,224.00,20516.00,25884.00,132682.00,-2012.00,34972.00,80460.00,19262.00,12608.00,18980.00,-396.00,7208.00,-21834.00,5100.00,90664.00,3157.00
1976:Q2,533175.00,619130.00,550084.00,152785.00,87180.00,287671.00,22448.00,0.00,69045.00,418048.00,4784.00,464.00,38532.00,95464.00,-864.00,-1052.00,65352.00,168.00,38808.00,3620.00,13308.00,9448.00,-12226.00,-5392.00,-5800.00,-1034.00,7980.00,-3824.00,47018.00,9840.00,92512.00,11313.00,-11858.00,6320.00,68293.00,349003.00,0.00,0.00,1356.00,146420.00,2832.00,88960.00,168.00,34632.00,19828.00,111978.00,5988.00,14232.00,73656.00,18102.00,14020.00,38872.00,1336.00,8980.00,-12642.00,3556.00,35127.00,-85955.00
1976:Q3,538951.00,493511.00,559135.00,156420.00,87108.00,294800.00,20807.00,0.00,-65623.00,309267.00,2272.00,-2356.00,-5824.00,86640.00,-76.00,4816.00,17408.00,-5676.00,-932.00,1648.00,6280.00,16088.00,11306.00,11428.00,3108.00,-3230.00,1540.00,-3784.00,29462.00,8888.00,102796.00,5992.00,-8628.00,11456.00,47358.00,374890.00,0.00,1200.00,-404.00,108880.00,-4380.00,73692.00,1140.00,15640.00,22788.00,142466.00,7304.00,26992.00,88408.00,19762.00,7316.00,46116.00,212.00,4920.00,-9092.00,3208.00,70068.00,45440.00
1976:Q4,544352.00,534984.00,572706.00,161586.00,99144.00,301458.00,10518.00,0.00,-37722.00,283949.00,498.00,2920.00,8366.00,128960.00,236.00,-11796.00,16592.00,-7476.00,-6036.00,15696.00,-5740.00,20148.00,38150.00,23548.00,6648.00,7954.00,1688.00,-2156.00,32898.00,10108.00,105292.00,3078.00,-7877.00,8764.00,-51772.00,321670.00,0.00,1600.00,412.00,91608.00,4600.00,52908.00,-1616.00,12892.00,22824.00,151974.00,1792.00,26852.00,92596.00,30734.00,8152.00,20704.00,1244.00,5616.00,-9041.00,2364.00,47038.00,9368.00
1977:Q1,559339.00,648218.00,606752.00,169694.00,104868.00,317368.00,14822.00,0.00,41466.00,460781.00,1594.00,1832.00,47702.00,144844.00,-1644.00,3052.00,50840.00,30416.00,12992.00,-2828.00,5344.00,4916.00,1772.00,-19192.00,23116.00,-2152.00,-5776.00,-2304.00,45972.00,9200.00,109612.00,-3624.00,-29464.00,5432.00,81741.00,419315.00,0.00,0.00,-44.00,95952.00,732.00,51520.00,-616.00,22708.00,21608.00,213228.00,49232.00,28556.00,107176.00,28264.00,-640.00,58016.00,208.00,-1580.00,-29356.00,3339.00,80192.00,-88879.00
1977:Q2,604514.00,622094.00,643458.00,174577.00,119327.00,330085.00,19469.00,0.00,-21364.00,356547.00,418.00,3388.00,25558.00,93568.00,484.00,6004.00,44752.00,10796.00,17396.00,3536.00,13924.00,-900.00,7448.00,1564.00,2768.00,3116.00,-6788.00,1872.00,37180.00,9732.00,103384.00,-4131.00,-9140.00,12920.00,29898.00,377911.00,0.00,0.00,468.00,93784.00,1116.00,32932.00,-312.00,45264.00,14784.00,198956.00,16036.00,16304.00,125696.00,40920.00,1728.00,41456.00,668.00,-1252.00,-10056.00,3275.00,48884.00,-17580.00
1977:Q3,634732.00,660750.00,671106.00,178975.00,122746.00,338501.00,30884.00,0.00,-10356.00,470982.00,-372.00,680.00,22316.00,113560.00,-20.00,4136.00,45904.00,1948.00,37368.00,6432.00,-1916.00,2072.00,8180.00,2864.00,6128.00,-812.00,-3156.00,2720.00,46072.00,9744.00,116632.00,5855.00,-1410.00,8696.00,91445.00,481337.00,0.00,0.00,396.00,159288.00,560.00,110488.00,-1992.00,25816.00,24416.00,214440.00,19852.00,21476.00,137020.00,36092.00,4420.00,39988.00,396.00,5128.00,-1578.00,3507.00,55352.00,-26018.00
1977:Q4,648145.00,631349.00,684117.00,185170.00,124860.00,349966.00,24121.00,0.00,-52769.00,453106.00,-304.00,3088.00,-7236.00,121448.00,1244.00,-10948.00,41476.00,11144.00,8936.00,4056.00,9364.00,7976.00,45740.00,29176.00,15208.00,1356.00,-9204.00,-1140.00,69436.00,11260.00,112320.00,4516.00,8365.00,11164.00,51881.00,505874.00,0.00,200.00,180.00,120044.00,4148.00,60180.00,-172.00,25188.00,30700.00,224440.00,9976.00,32308.00,144272.00,37884.00,5400.00,34160.00,1412.00,7424.00,8765.00,2451.00,101399.00,16796.00
1978:Q1,658572.00,688916.00,694931.00,184117.00,129855.00,355506.00,25453.00,0.00,-6016.00,549751.00,-998.00,5644.00,33594.00,121660.00,6368.00,3396.00,46180.00,4916.00,11868.00,8356.00,28220.00,-7180.00,37295.00,1020.00,33532.00,2743.00,-15796.00,1920.00,37525.00,10624.00,126036.00,-1502.00,-13529.00,17160.00,134174.00,555767.00,0.00,0.00,544.00,119108.00,-696.00,59388.00,-1292.00,43928.00,17780.00,284415.00,68764.00,37884.00,138092.00,39675.00,-6444.00,37812.00,212.00,2964.00,-14273.00,4599.00,126830.00,-30344.00
1978:Q2,711761.00,689707.00,756677.00,200856.00,140145.00,391419.00,24257.00,0.00,-66970.00,458715.00,-1134.00,1412.00,50422.00,95600.00,5316.00,5112.00,104760.00,20516.00,43548.00,20140.00,27036.00,-6480.00,27831.00,15104.00,9728.00,2999.00,-10456.00,-2748.00,88909.00,12276.00,117224.00,2948.00,-18309.00,12932.00,-33380.00,525686.00,0.00,0.00,388.00,137232.00,-236.00,55848.00,-388.00,56340.00,25668.00,268687.00,30776.00,30620.00,147064.00,60227.00,2792.00,60792.00,1224.00,2448.00,-18649.00,8467.00,62304.00,22054.00
1978:Q3,730890.00,693514.00,782266.00,201372.00,145539.00,410389.00,24966.00,0.00,-88752.00,466042.00,-542.00,-3972.00,30598.00,97260.00,4984.00,980.00,57316.00,468.00,46676.00,4024.00,21348.00,-15200.00,38699.00,23744.00,15852.00,-897.00,-10844.00,-276.00,80713.00,11460.00,123972.00,4204.00,-12049.00,7676.00,35863.00,554794.00,0.00,200.00,516.00,158080.00,1356.00,89432.00,-2208.00,48824.00,20676.00,257883.00,16332.00,36988.00,159372.00,45191.00,800.00,47384.00,268.00,5176.00,-12681.00,9739.00,87429.00,37376.00
