1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,2.00,233.00,1454.00,43.00,0.00,0.00,1486.00,0.00,339.00,-49.00,579.00,617.00,21.00,-445.00,0.00,177.00,172.00,0.00,1636.00,0.00,242.00,0.00,-33.00,45.00,1382.00,0.00,1382.00,-49.00
1975:Q3,176.00,235.00,2038.00,72.00,0.00,0.00,1753.00,0.00,486.00,-85.00,645.00,707.00,19.00,-156.00,0.00,167.00,183.00,0.00,1854.00,0.00,244.00,0.00,15.00,45.00,1550.00,0.00,1550.00,-243.00
1975:Q4,101.00,237.00,2859.00,154.00,0.00,0.00,2342.00,0.00,725.00,473.00,793.00,351.00,30.00,-5.00,0.00,142.00,196.00,0.00,2175.00,0.00,241.00,0.00,-4.00,47.00,1891.00,0.00,1891.00,-820.00
1976:Q1,287.00,234.00,4136.00,-195.00,0.00,0.00,3782.00,0.00,740.00,272.00,1363.00,1407.00,0.00,82.00,0.00,257.00,210.00,0.00,2563.00,0.00,224.00,0.00,32.00,65.00,2242.00,0.00,2242.00,-1520.00
1976:Q2,300.00,242.00,3027.00,129.00,0.00,0.00,2224.00,0.00,290.00,313.00,614.00,1007.00,24.00,118.00,0.00,307.00,225.00,0.00,2849.00,0.00,205.00,0.00,-24.00,65.00,2603.00,0.00,2603.00,-120.00
1976:Q3,385.00,252.00,4338.00,124.00,0.00,0.00,3296.00,0.00,835.00,134.00,1209.00,1118.00,-1.00,352.00,0.00,327.00,240.00,0.00,3069.00,0.00,218.00,0.00,33.00,65.00,2753.00,0.00,2753.00,-1136.00
1976:Q4,681.00,261.00,4307.00,171.00,0.00,0.00,3155.00,0.00,715.00,-162.00,2220.00,382.00,29.00,376.00,0.00,319.00,257.00,0.00,3031.00,0.00,261.00,0.00,13.00,65.00,2692.00,0.00,2692.00,-856.00
1977:Q1,1181.00,258.00,4998.00,-145.00,0.00,0.00,4308.00,0.00,1186.00,452.00,3112.00,-442.00,54.00,192.00,0.00,315.00,274.00,0.00,3308.00,0.00,311.00,0.00,24.00,28.00,2945.00,0.00,2945.00,-767.00
1977:Q2,1392.00,266.00,5195.00,130.00,0.00,0.00,4206.00,0.00,-853.00,15.00,1718.00,3326.00,41.00,207.00,0.00,317.00,294.00,0.00,3541.00,0.00,368.00,0.00,30.00,28.00,3115.00,0.00,3115.00,-527.00
1977:Q3,1515.00,272.00,5535.00,-67.00,0.00,0.00,4586.00,0.00,1137.00,-101.00,2718.00,832.00,27.00,349.00,0.00,326.00,314.00,0.00,3659.00,0.00,366.00,0.00,32.00,28.00,3233.00,0.00,3233.00,-633.00
1977:Q4,1579.00,281.00,5725.00,355.00,0.00,0.00,4280.00,0.00,990.00,161.00,3163.00,-34.00,-11.00,425.00,0.00,340.00,336.00,0.00,3665.00,0.00,305.00,0.00,32.00,28.00,3300.00,0.00,3300.00,-762.00
1978:Q1,1618.00,314.00,4711.00,-505.00,0.00,0.00,4335.00,0.00,-6.00,-24.00,3680.00,685.00,-9.00,359.00,0.00,354.00,177.00,0.00,3746.00,0.00,250.00,0.00,33.00,73.00,3390.00,0.00,3390.00,339.00
1978:Q2,1484.00,344.00,4334.00,143.00,0.00,0.00,3201.00,0.00,-532.00,163.00,3401.00,169.00,-10.00,450.00,0.00,367.00,183.00,0.00,3817.00,0.00,200.00,0.00,37.00,73.00,3507.00,0.00,3507.00,624.00
1978:Q3,1391.00,365.00,5996.00,398.00,0.00,0.00,4578.00,0.00,673.00,-212.00,3661.00,456.00,1.00,452.00,0.00,377.00,190.00,0.00,3867.00,0.00,187.00,0.00,33.00,73.00,3574.00,0.00,3574.00,-1103.00
1978:Q4,1413.00,388.00,6102.00,383.00,0.00,0.00,4393.00,0.00,555.00,574.00,2799.00,465.00,25.00,723.00,0.00,382.00,196.00,0.00,3891.00,0.00,208.00,0.00,21.00,71.00,3591.00,0.00,3591.00,-1186.00
1979:Q1,1461.00,464.00,5026.00,-477.00,0.00,0.00,3813.00,0.00,446.00,237.00,2835.00,295.00,57.00,980.00,0.00,451.00,202.00,0.00,4038.00,0.00,218.00,0.00,11.00,190.00,3619.00,0.00,3619.00,8.00
1979:Q2,1395.00,481.00,4001.00,328.00,0.00,0.00,2053.00,0.00,-155.00,231.00,1451.00,526.00,-20.00,932.00,0.00,498.00,210.00,0.00,4068.00,0.00,216.00,0.00,4.00,190.00,3658.00,0.00,3658.00,981.00
1979:Q3,1445.00,509.00,5243.00,128.00,0.00,0.00,3827.00,0.00,-47.00,319.00,2836.00,719.00,30.00,533.00,0.00,508.00,217.00,0.00,4115.00,0.00,226.00,0.00,-4.00,190.00,3703.00,0.00,3703.00,-192.00
1979:Q4,1359.00,529.00,5392.00,271.00,0.00,0.00,3482.00,0.00,-29.00,297.00,2758.00,456.00,192.00,745.00,0.00,478.00,224.00,0.00,4178.00,0.00,248.00,0.00,-15.00,190.00,3755.00,0.00,3755.00,-383.00
1980:Q1,1473.00,530.00,4189.00,253.00,0.00,0.00,2572.00,0.00,493.00,-62.00,2542.00,-401.00,124.00,518.00,0.00,490.00,232.00,0.00,4206.00,0.00,270.00,0.00,27.00,79.00,3830.00,0.00,3830.00,960.00
1980:Q2,1401.00,526.00,3420.00,-79.00,0.00,0.00,1479.00,0.00,-997.00,-73.00,1727.00,822.00,47.00,1233.00,0.00,500.00,240.00,0.00,3778.00,0.00,295.00,0.00,47.00,98.00,3338.00,0.00,3338.00,1234.00
1980:Q3,1195.00,544.00,3992.00,-41.00,0.00,0.00,2675.00,0.00,921.00,-61.00,1882.00,-67.00,44.00,567.00,0.00,499.00,248.00,0.00,3654.00,0.00,301.00,0.00,46.00,86.00,3221.00,0.00,3221.00,314.00
1980:Q4,882.00,570.00,4417.00,-38.00,0.00,0.00,2798.00,0.00,1166.00,403.00,1571.00,-342.00,129.00,776.00,0.00,495.00,257.00,0.00,3602.00,0.00,288.00,0.00,24.00,134.00,3156.00,0.00,3156.00,-502.00
1981:Q1,1471.00,599.00,4324.00,29.00,0.00,0.00,2699.00,0.00,955.00,118.00,1074.00,552.00,61.00,656.00,0.00,614.00,265.00,0.00,3394.00,0.00,254.00,0.00,2.00,51.00,3087.00,0.00,3087.00,-57.00
1981:Q2,986.00,628.00,3080.00,28.00,4.00,0.00,1555.00,5.00,-244.00,209.00,1092.00,493.00,92.00,436.00,0.00,690.00,275.00,0.00,3254.00,0.00,196.00,0.00,-19.00,92.00,2985.00,0.00,2985.00,532.00
1981:Q3,910.00,657.00,3968.00,17.00,14.00,0.00,2457.00,20.00,655.00,292.00,1163.00,327.00,102.00,391.00,0.00,704.00,283.00,0.00,3178.00,0.00,248.00,0.00,-21.00,158.00,2793.00,0.00,2793.00,-537.00
1981:Q4,831.00,697.00,3960.00,-14.00,17.00,0.00,2404.00,25.00,70.00,185.00,648.00,1476.00,97.00,521.00,0.00,641.00,294.00,0.00,3252.00,0.00,408.00,0.00,-7.00,173.00,2678.00,0.00,2678.00,-573.00
1982:Q1,708.00,730.00,3394.00,121.00,36.00,0.00,1494.00,52.00,174.00,316.00,764.00,188.00,65.00,681.00,0.00,557.00,440.00,0.00,2758.00,0.00,591.00,0.00,12.00,-36.00,2191.00,0.00,2191.00,-658.00
1982:Q2,418.00,718.00,3082.00,-9.00,101.00,0.00,1545.00,144.00,-170.00,364.00,1198.00,9.00,42.00,700.00,0.00,532.00,171.00,0.00,2957.00,0.00,793.00,0.00,27.00,-17.00,2154.00,0.00,2154.00,-425.00
1982:Q3,802.00,699.00,3466.00,-26.00,206.00,0.00,1829.00,294.00,630.00,407.00,703.00,-205.00,53.00,682.00,0.00,519.00,203.00,0.00,2962.00,0.00,805.00,0.00,27.00,-47.00,2177.00,0.00,2177.00,-401.00
1982:Q4,901.00,686.00,4527.00,-50.00,1049.00,0.00,2452.00,1498.00,587.00,446.00,380.00,-459.00,99.00,623.00,0.00,517.00,-163.00,0.00,5310.00,0.00,629.00,0.00,13.00,358.00,4310.00,0.00,4310.00,998.00
1983:Q1,501.00,726.00,3837.00,-81.00,548.00,0.00,1991.00,784.00,1357.00,495.00,176.00,-821.00,149.00,651.00,0.00,511.00,68.00,0.00,2973.00,0.00,461.00,0.00,0.00,42.00,2470.00,0.00,2470.00,-1089.00
1983:Q2,336.00,733.00,3048.00,-125.00,629.00,0.00,711.00,898.00,712.00,556.00,-156.00,-1299.00,205.00,754.00,0.00,501.00,373.00,0.00,2443.00,0.00,301.00,0.00,-12.00,28.00,2126.00,0.00,2126.00,-1002.00
1983:Q3,355.00,766.00,4250.00,-120.00,971.00,0.00,1829.00,1388.00,1392.00,577.00,-241.00,-1287.00,206.00,577.00,0.00,497.00,290.00,0.00,3718.00,0.00,298.00,0.00,-14.00,320.00,3114.00,0.00,3114.00,-943.00
1983:Q4,204.00,810.00,4579.00,-71.00,1226.00,0.00,2689.00,1751.00,1251.00,557.00,-80.00,-790.00,151.00,118.00,0.00,488.00,-22.00,0.00,5033.00,0.00,451.00,0.00,-10.00,82.00,4510.00,0.00,4510.00,-152.00
1984:Q1,-93.00,859.00,3404.00,77.00,485.00,0.00,2573.00,693.00,1251.00,766.00,-586.00,449.00,103.00,-453.00,0.00,632.00,-13.00,0.00,4237.00,0.00,791.00,0.00,0.00,-80.00,3526.00,0.00,3526.00,-118.00
1984:Q2,-196.00,905.00,4072.00,186.00,708.00,0.00,3811.00,1011.00,1305.00,786.00,-553.00,1262.00,76.00,-1615.00,0.00,732.00,174.00,0.00,4377.00,0.00,765.00,0.00,2.00,7.00,3603.00,0.00,3603.00,-796.00
1984:Q3,-942.00,940.00,3916.00,167.00,171.00,0.00,4110.00,244.00,2124.00,885.00,-420.00,1277.00,90.00,-1537.00,0.00,718.00,197.00,0.00,4441.00,0.00,1022.00,0.00,6.00,-166.00,3579.00,0.00,3579.00,-1357.00
1984:Q4,-958.00,968.00,3814.00,60.00,105.00,0.00,3482.00,150.00,1807.00,747.00,-366.00,1144.00,84.00,-730.00,0.00,679.00,134.00,0.00,5468.00,0.00,1366.00,0.00,12.00,-18.00,4108.00,0.00,4108.00,-271.00
1985:Q1,-1170.00,1177.00,4359.00,314.00,334.00,0.00,3996.00,477.00,630.00,1444.00,201.00,1244.00,205.00,-700.00,0.00,644.00,-434.00,0.00,4142.00,0.00,-172.00,0.00,17.00,-67.00,4364.00,0.00,4364.00,-2563.00
1985:Q2,-578.00,1193.00,6776.00,430.00,277.00,0.00,5557.00,396.00,119.00,2080.00,580.00,2382.00,178.00,-528.00,0.00,609.00,253.00,0.00,9524.00,0.00,502.00,0.00,20.00,-80.00,9082.00,0.00,9082.00,977.00
1985:Q3,-1163.00,1180.00,10610.00,365.00,541.00,0.00,9097.00,773.00,2824.00,1857.00,1653.00,1990.00,150.00,-402.00,0.00,506.00,353.00,0.00,13491.00,0.00,713.00,0.00,27.00,286.00,12465.00,0.00,12465.00,538.00
1985:Q4,-1130.00,1206.00,9881.00,85.00,844.00,0.00,8992.00,1206.00,2181.00,2412.00,1072.00,2121.00,142.00,-325.00,0.00,431.00,-288.00,0.00,11758.00,0.00,429.00,0.00,38.00,165.00,11126.00,0.00,11126.00,-458.00
1986:Q1,-748.00,1272.00,11088.00,342.00,19.00,0.00,9058.00,27.00,3172.00,478.00,2484.00,2897.00,284.00,-250.00,0.00,1267.00,368.00,0.00,10840.00,0.00,1453.00,0.00,46.00,-91.00,9432.00,0.00,9432.00,-2268.00
1986:Q2,62.00,1231.00,10845.00,398.00,-50.00,0.00,9010.00,-72.00,2544.00,-274.00,3153.00,3659.00,220.00,-189.00,0.00,1092.00,364.00,0.00,10573.00,0.00,579.00,0.00,52.00,22.00,9920.00,0.00,9920.00,-1441.00
1986:Q3,721.00,1217.00,12688.00,357.00,-24.00,0.00,10217.00,-33.00,3373.00,-517.00,3757.00,3637.00,232.00,-42.00,0.00,1456.00,492.00,0.00,11962.00,0.00,253.00,0.00,65.00,40.00,11604.00,0.00,11604.00,-1222.00
1986:Q4,1672.00,1236.00,11958.00,220.00,99.00,0.00,10605.00,141.00,3595.00,-258.00,4295.00,2832.00,273.00,187.00,0.00,1057.00,-483.00,0.00,11804.00,0.00,-38.00,0.00,84.00,507.00,11251.00,0.00,11251.00,283.00
1987:Q1,2195.00,1239.00,12676.00,82.00,43.00,0.00,10149.00,61.00,2536.00,19.00,5204.00,2329.00,96.00,464.00,0.00,1035.00,807.00,0.00,10207.00,0.00,-417.00,0.00,104.00,-70.00,10590.00,0.00,10590.00,-1513.00
1987:Q2,1358.00,1267.00,12447.00,-55.00,41.00,0.00,10199.00,59.00,2016.00,12.00,6484.00,1628.00,306.00,779.00,0.00,745.00,432.00,0.00,11007.00,0.00,-512.00,0.00,125.00,527.00,10867.00,0.00,10867.00,-1348.00
1987:Q3,648.00,1314.00,11821.00,-94.00,76.00,0.00,9856.00,108.00,1882.00,16.00,6347.00,1503.00,118.00,844.00,0.00,765.00,256.00,0.00,10394.00,0.00,-490.00,0.00,137.00,257.00,10490.00,0.00,10490.00,-2093.00
1987:Q4,1478.00,1337.00,11360.00,-36.00,147.00,0.00,9122.00,210.00,2132.00,31.00,4793.00,1956.00,126.00,659.00,0.00,1044.00,298.00,0.00,9375.00,0.00,-537.00,0.00,140.00,313.00,9459.00,0.00,9459.00,-1844.00
1988:Q1,1405.00,1340.00,11953.00,-41.00,240.00,0.00,8365.00,344.00,2230.00,18.00,3497.00,2276.00,145.00,774.00,0.00,1486.00,984.00,0.00,8085.00,0.00,-547.00,0.00,79.00,165.00,8388.00,0.00,8388.00,-3803.00
1988:Q2,1433.00,1383.00,11127.00,-67.00,357.00,0.00,7586.00,510.00,2208.00,-5.00,2461.00,2412.00,130.00,724.00,0.00,1931.00,466.00,0.00,7000.00,0.00,-502.00,0.00,79.00,144.00,7279.00,0.00,7279.00,-4077.00
1988:Q3,1388.00,1399.00,11118.00,-44.00,347.00,0.00,7289.00,495.00,2347.00,37.00,1806.00,2604.00,137.00,886.00,0.00,1928.00,575.00,0.00,6705.00,0.00,-543.00,0.00,79.00,191.00,6978.00,0.00,6978.00,-4424.00
1988:Q4,2037.00,1430.00,11302.00,23.00,210.00,0.00,7475.00,299.00,2645.00,148.00,1531.00,2852.00,168.00,1259.00,0.00,1464.00,703.00,0.00,7723.00,0.00,-547.00,0.00,79.00,708.00,7483.00,0.00,7483.00,-2972.00
1989:Q1,2441.00,1656.00,10959.00,98.00,68.00,0.00,7145.00,97.00,2613.00,549.00,691.00,3195.00,205.00,1881.00,0.00,1029.00,533.00,0.00,7634.00,0.00,-412.00,0.00,-172.00,286.00,7932.00,0.00,7932.00,-2540.00
1989:Q2,2191.00,1688.00,11371.00,173.00,-78.00,0.00,7155.00,-111.00,2830.00,771.00,23.00,3642.00,248.00,2748.00,0.00,682.00,443.00,0.00,8115.00,0.00,-402.00,0.00,-172.00,362.00,8327.00,0.00,8327.00,-2753.00
1989:Q3,-2437.00,1756.00,10944.00,191.00,-79.00,0.00,7078.00,-113.00,2799.00,951.00,-194.00,3635.00,243.00,2417.00,0.00,530.00,564.00,0.00,8275.00,0.00,-411.00,0.00,-172.00,722.00,8136.00,0.00,8136.00,-6862.00
1989:Q4,848.00,1761.00,9019.00,153.00,62.00,0.00,7052.00,90.00,2515.00,1089.00,186.00,3172.00,190.00,887.00,0.00,575.00,100.00,0.00,7689.00,0.00,-365.00,0.00,-171.00,866.00,7359.00,0.00,7359.00,-2243.00
1990:Q1,1368.00,1919.00,8222.00,150.00,233.00,0.00,7114.00,332.00,2186.00,1223.00,442.00,2931.00,155.00,-665.00,0.00,559.00,676.00,0.00,6065.00,0.00,-1028.00,0.00,163.00,304.00,6626.00,0.00,6626.00,-2708.00
1990:Q2,562.00,1914.00,5722.00,184.00,428.00,0.00,6923.00,612.00,1770.00,1335.00,568.00,2638.00,137.00,-2240.00,0.00,482.00,-192.00,0.00,5667.00,0.00,-661.00,0.00,162.00,227.00,5939.00,0.00,5939.00,-1407.00
1990:Q3,330.00,1926.00,6051.00,130.00,374.00,0.00,7014.00,534.00,1873.00,1540.00,606.00,2461.00,97.00,-2525.00,0.00,452.00,509.00,0.00,4671.00,0.00,-1448.00,0.00,163.00,300.00,5656.00,0.00,5656.00,-2977.00
1990:Q4,143.00,1912.00,6795.00,-13.00,69.00,0.00,7378.00,98.00,2491.00,1836.00,554.00,2399.00,36.00,-1524.00,0.00,469.00,380.00,0.00,6898.00,0.00,-666.00,0.00,163.00,1625.00,5776.00,0.00,5776.00,-1667.00
1991:Q1,434.00,1879.00,7074.00,-179.00,-210.00,0.00,7521.00,-300.00,4882.00,2251.00,-1852.00,2540.00,-26.00,-760.00,0.00,496.00,232.00,0.00,5634.00,0.00,-645.00,0.00,166.00,2332.00,3781.00,0.00,3781.00,-2885.00
1991:Q2,554.00,1870.00,6971.00,-370.00,-553.00,0.00,7638.00,-790.00,6965.00,2941.00,-3561.00,2083.00,-93.00,-245.00,0.00,556.00,38.00,0.00,2062.00,0.00,-638.00,0.00,166.00,202.00,2332.00,0.00,2332.00,-6225.00
1991:Q3,1075.00,1843.00,6248.00,-377.00,-526.00,0.00,7127.00,-751.00,6875.00,2769.00,-3393.00,1627.00,-126.00,-40.00,0.00,496.00,-306.00,0.00,2422.00,0.00,-629.00,0.00,166.00,598.00,2287.00,0.00,2287.00,-4594.00
1991:Q4,158.00,1838.00,5399.00,-203.00,-131.00,0.00,5974.00,-187.00,4609.00,1734.00,-1352.00,1170.00,-129.00,-151.00,0.00,316.00,-277.00,0.00,3497.00,0.00,-644.00,0.00,166.00,329.00,3646.00,0.00,3646.00,-3582.00
1992:Q1,2939.00,2140.00,5858.00,-36.00,262.00,0.00,5332.00,374.00,3680.00,645.00,437.00,196.00,-123.00,-180.00,0.00,108.00,495.00,0.00,4597.00,0.00,-12.00,0.00,-425.00,102.00,4932.00,0.00,4932.00,-462.00
1992:Q2,2214.00,2202.00,4713.00,111.00,650.00,0.00,4061.00,929.00,2096.00,-298.00,1964.00,-630.00,-121.00,-143.00,0.00,-125.00,280.00,0.00,5522.00,0.00,-381.00,0.00,-426.00,181.00,6148.00,0.00,6148.00,821.00
1992:Q3,-24454.00,2247.00,-3161.00,135.00,686.00,0.00,177.00,979.00,-2179.00,-558.00,2650.00,-715.00,-154.00,-81.00,0.00,-132.00,-3792.00,0.00,5277.00,0.00,-483.00,0.00,-425.00,-61.00,6246.00,0.00,6246.00,-18263.00
1992:Q4,734.00,2314.00,3217.00,32.00,367.00,0.00,2683.00,525.00,-144.00,-132.00,2495.00,-61.00,-224.00,0.00,0.00,87.00,272.00,0.00,4983.00,0.00,-97.00,0.00,-425.00,279.00,5226.00,0.00,5226.00,186.00
1993:Q1,-263.00,1944.00,7174.00,-51.00,83.00,0.00,6264.00,119.00,2787.00,214.00,2624.00,520.00,-301.00,108.00,0.00,287.00,784.00,0.00,5748.00,0.00,671.00,0.00,530.00,255.00,4292.00,0.00,4292.00,-3633.00
1993:Q2,1627.00,1981.00,8583.00,-120.00,-167.00,0.00,8050.00,-240.00,3840.00,364.00,3034.00,1052.00,-396.00,229.00,0.00,463.00,524.00,0.00,6795.00,0.00,2773.00,0.00,531.00,48.00,3443.00,0.00,3443.00,-2142.00
1993:Q3,693.00,2007.00,9035.00,-130.00,-200.00,0.00,8394.00,-285.00,4041.00,390.00,3155.00,1093.00,-400.00,257.00,0.00,501.00,613.00,0.00,4138.00,0.00,83.00,0.00,531.00,154.00,3370.00,0.00,3370.00,-6212.00
1993:Q4,897.00,2079.00,8322.00,-86.00,-14.00,0.00,7294.00,-20.00,3393.00,291.00,2987.00,643.00,-320.00,193.00,0.00,402.00,853.00,0.00,4865.00,0.00,52.00,0.00,531.00,211.00,4071.00,0.00,4071.00,-4639.00
1994:Q1,-17385.00,2436.00,4908.00,-44.00,-245.00,0.00,5219.00,-350.00,2242.00,406.00,1126.00,1795.00,-169.00,200.00,85.00,560.00,-698.00,0.00,3189.00,0.00,-785.00,0.00,-104.00,519.00,3559.00,0.00,3559.00,-21539.00
1994:Q2,2619.00,2491.00,6006.00,-44.00,-175.00,0.00,5473.00,-250.00,2272.00,406.00,1250.00,1795.00,-169.00,201.00,84.00,559.00,77.00,0.00,2988.00,0.00,-750.00,0.00,-104.00,342.00,3500.00,0.00,3500.00,-2891.00
1994:Q3,2013.00,2530.00,7029.00,-44.00,-175.00,0.00,6223.00,-250.00,2272.00,406.00,2000.00,1795.00,-170.00,201.00,84.00,560.00,350.00,0.00,3179.00,0.00,-710.00,0.00,-103.00,492.00,3500.00,0.00,3500.00,-4367.00
1994:Q4,2823.00,2614.00,9814.00,-44.00,-203.00,0.00,7453.00,-290.00,2260.00,406.00,3282.00,1795.00,-169.00,201.00,84.00,559.00,1933.00,0.00,3037.00,0.00,-1301.00,0.00,-104.00,454.00,3988.00,0.00,3988.00,-6568.00
1995:Q1,2966.00,2629.00,10061.00,-40.00,710.00,0.00,6827.00,1014.00,342.00,604.00,1618.00,3249.00,-245.00,1082.00,63.00,1092.00,572.00,0.00,8570.00,0.00,-753.00,0.00,177.00,134.00,9012.00,0.00,9012.00,-1154.00
1995:Q2,2896.00,2666.00,8034.00,-41.00,710.00,0.00,6843.00,1015.00,498.00,542.00,1700.00,3088.00,-244.00,-363.00,63.00,1092.00,-26.00,0.00,9879.00,0.00,-571.00,0.00,177.00,1383.00,8890.00,0.00,8890.00,2074.00
1995:Q3,2860.00,2698.00,9123.00,-40.00,710.00,0.00,7117.00,1014.00,449.00,519.00,1950.00,3185.00,-256.00,-563.00,63.00,1091.00,1001.00,0.00,-2301.00,0.00,-526.00,0.00,178.00,346.00,-2299.00,0.00,-2299.00,-11261.00
1995:Q4,-456.00,2759.00,10013.00,-41.00,710.00,0.00,7188.00,1014.00,387.00,627.00,1986.00,3174.00,-234.00,-1032.00,62.00,1092.00,2268.00,0.00,5133.00,0.00,-345.00,0.00,177.00,100.00,5201.00,0.00,5201.00,-8095.00
1996:Q1,2682.00,2008.00,3926.00,-40.00,710.00,0.00,5915.00,1015.00,426.00,112.00,1968.00,2394.00,-245.00,-4118.00,68.00,1092.00,544.00,0.00,947.00,0.00,-2964.00,0.00,160.00,1050.00,2701.00,0.00,2701.00,-2305.00
1996:Q2,2296.00,2058.00,2963.00,-1055.00,-2015.00,0.00,3894.00,-2879.00,-5589.00,-548.00,3995.00,8915.00,-4.00,358.00,67.00,1084.00,634.00,0.00,2161.00,0.00,-231.00,0.00,161.00,784.00,1447.00,0.00,1447.00,-564.00
1996:Q3,2306.00,2125.00,8586.00,333.00,1049.00,0.00,5514.00,1498.00,-3395.00,357.00,1248.00,5806.00,-28.00,683.00,67.00,135.00,833.00,0.00,5157.00,0.00,-667.00,0.00,161.00,453.00,5210.00,0.00,5210.00,-3248.00
1996:Q4,2476.00,2194.00,638.00,-151.00,-477.00,0.00,6194.00,-680.00,-4338.00,2915.00,7119.00,1178.00,-145.00,-3992.00,67.00,-2417.00,1559.00,0.00,-147.00,0.00,-960.00,0.00,161.00,3448.00,-2796.00,0.00,-2796.00,-503.00
1997:Q1,2215.00,2166.00,10600.00,295.00,931.00,0.00,2658.00,1330.00,-28.00,-327.00,-1351.00,3034.00,86.00,679.00,109.00,4084.00,1758.00,0.00,-2433.00,0.00,-5173.00,0.00,118.00,201.00,2421.00,0.00,2421.00,-12984.00
1997:Q2,2382.00,2219.00,7725.00,-171.00,-541.00,0.00,6090.00,-774.00,449.00,535.00,989.00,4891.00,-110.00,165.00,108.00,545.00,1639.00,0.00,524.00,0.00,-1831.00,0.00,118.00,881.00,1356.00,0.00,1356.00,-7037.00
1997:Q3,2186.00,2330.00,11695.00,106.00,334.00,0.00,8720.00,477.00,986.00,660.00,1318.00,5279.00,-4.00,686.00,108.00,39.00,1706.00,0.00,6707.00,0.00,-1937.00,0.00,118.00,3017.00,5509.00,0.00,5509.00,-5131.00
1997:Q4,2608.00,2360.00,7080.00,67.00,-797.00,0.00,7727.00,-1139.00,679.00,798.00,1675.00,5714.00,-136.00,1056.00,108.00,-1935.00,990.00,0.00,-7338.00,0.00,-4808.00,0.00,118.00,1839.00,-4487.00,0.00,-4487.00,-14170.00
1998:Q1,2170.00,2812.00,7493.00,-526.00,338.00,0.00,6499.00,484.00,-4059.00,761.00,4992.00,4321.00,-27.00,-1182.00,83.00,2686.00,-378.00,0.00,6017.00,0.00,1735.00,0.00,-271.00,575.00,3978.00,0.00,3978.00,-2118.00
1998:Q2,2296.00,2897.00,561.00,-115.00,322.00,0.00,275.00,460.00,-5160.00,-94.00,2676.00,2393.00,-43.00,-2878.00,83.00,778.00,2139.00,0.00,-405.00,0.00,-1660.00,0.00,-271.00,383.00,1143.00,0.00,1143.00,-1566.00
1998:Q3,2371.00,2949.00,6987.00,207.00,1760.00,0.00,1593.00,2514.00,-4736.00,-281.00,2145.00,1951.00,-257.00,1729.00,82.00,648.00,1225.00,0.00,1202.00,0.00,-2242.00,0.00,-272.00,340.00,3376.00,0.00,3376.00,-6363.00
1998:Q4,2842.00,3049.00,1499.00,213.00,183.00,0.00,2582.00,262.00,-5693.00,-1538.00,6651.00,2900.00,51.00,-3022.00,82.00,-2497.00,3907.00,0.00,-7047.00,0.00,-2556.00,0.00,-271.00,16.00,-4236.00,0.00,-4236.00,-8753.00
1999:Q1,3515.00,3194.00,412.00,-795.00,97.00,0.00,-4382.00,138.00,-3086.00,1009.00,-3875.00,1432.00,-46.00,802.00,15.00,2152.00,2569.00,0.00,-231.00,0.00,-1689.00,0.00,13.00,977.00,468.00,0.00,468.00,-321.00
1999:Q2,3752.00,3323.00,-1313.00,442.00,-3591.00,0.00,289.00,-5130.00,-3151.00,2636.00,625.00,5309.00,29.00,-1278.00,15.00,1767.00,1014.00,0.00,4565.00,0.00,-2254.00,0.00,13.00,3859.00,2947.00,0.00,2947.00,6308.00
1999:Q3,1649.00,3440.00,186.00,-516.00,665.00,0.00,-2126.00,950.00,-2656.00,1161.00,-3385.00,1804.00,52.00,-1340.00,15.00,671.00,2765.00,0.00,8536.00,0.00,-1764.00,0.00,13.00,6266.00,4021.00,0.00,4021.00,6560.00
1999:Q4,3097.00,3480.00,-8973.00,1109.00,-2213.00,0.00,-6086.00,-3161.00,-3013.00,1058.00,-2466.00,1496.00,-68.00,97.00,15.00,-2570.00,743.00,0.00,-6773.00,0.00,-2072.00,0.00,12.00,204.00,-4917.00,0.00,-4917.00,1817.00
2000:Q1,1889.00,3550.00,3488.00,-1123.00,2285.00,0.00,811.00,3263.00,-1333.00,1973.00,-4256.00,1164.00,628.00,-2440.00,107.00,2490.00,730.00,0.00,-1142.00,0.00,-3286.00,0.00,14.00,1176.00,954.00,0.00,954.00,-6292.00
2000:Q2,895.00,3683.00,-3875.00,-424.00,167.00,0.00,-3522.00,240.00,-2260.00,1877.00,-4367.00,988.00,-701.00,-3056.00,107.00,1123.00,2431.00,0.00,4946.00,0.00,-378.00,0.00,14.00,1731.00,3579.00,0.00,3579.00,6033.00
2000:Q3,392.00,3732.00,1011.00,352.00,175.00,0.00,2036.00,249.00,-1638.00,2732.00,-2281.00,2974.00,-172.00,-4205.00,108.00,1527.00,1190.00,0.00,3942.00,0.00,-241.00,0.00,14.00,2318.00,1851.00,0.00,1851.00,-410.00
