1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q3,925.00,925.00,0.00,0.00,0.00,18127.00,18127.00,0.00,0.00,14503.00,14503.00,65297.00,23606.00,27634.00,14057.00,65297.00,284329.00,123646.00,101819.00,58864.00,184348.00,184348.00,0.00,20142.00,20142.00,20863.00,20863.00,0.00,0.00,-116598.00,801117.00,-32818.00,-116598.00,801117.00,-32818.00
1987:Q4,781.00,781.00,0.00,0.00,0.00,20351.00,20351.00,0.00,0.00,15093.00,15093.00,66334.00,23994.00,27880.00,14460.00,66334.00,293788.00,129445.00,106590.00,57753.00,186265.00,186265.00,0.00,20250.00,20250.00,15137.00,15137.00,0.00,0.00,83270.00,802191.00,10133.00,83270.00,802191.00,10133.00
1988:Q1,673.00,673.00,0.00,0.00,0.00,24544.00,24544.00,0.00,0.00,14963.00,14963.00,68293.00,25071.00,28210.00,15012.00,68293.00,302176.00,132211.00,112532.00,57433.00,184762.00,184762.00,0.00,19750.00,19750.00,17388.00,17388.00,0.00,0.00,99713.00,821265.00,-2331.00,99713.00,821265.00,-2331.00
1988:Q2,650.00,650.00,0.00,0.00,0.00,20268.00,20268.00,0.00,0.00,15023.00,15023.00,69959.00,25877.00,28517.00,15565.00,69959.00,309455.00,134937.00,117083.00,57435.00,187501.00,187501.00,0.00,19050.00,19050.00,22747.00,22747.00,0.00,0.00,97606.00,829576.00,-8957.00,97606.00,829576.00,-8957.00
1988:Q3,590.00,590.00,0.00,0.00,0.00,19706.00,19706.00,0.00,0.00,15187.00,15187.00,71259.00,26357.00,28785.00,16117.00,71259.00,316433.00,139109.00,119673.00,57651.00,183436.00,183436.00,0.00,17800.00,17800.00,16307.00,16307.00,0.00,0.00,130916.00,831973.00,-9071.00,130916.00,831973.00,-9071.00
1988:Q4,729.00,729.00,0.00,0.00,0.00,19030.00,19030.00,0.00,0.00,15542.00,15542.00,72600.00,26852.00,29079.00,16669.00,72600.00,323916.00,144137.00,121624.00,58155.00,186900.00,186900.00,0.00,19012.00,19012.00,23173.00,23173.00,0.00,0.00,142506.00,831285.00,-11111.00,142506.00,831285.00,-11111.00
1989:Q1,726.00,726.00,0.00,0.00,0.00,17674.00,17674.00,0.00,0.00,15450.00,15450.00,73893.00,27300.00,29743.00,16850.00,73893.00,331848.00,146395.00,125944.00,59509.00,192621.00,192621.00,0.00,20696.00,20696.00,20362.00,20362.00,0.00,0.00,128102.00,851486.00,-2335.00,128102.00,851486.00,-2335.00
1989:Q2,673.00,673.00,0.00,0.00,0.00,21455.00,21455.00,0.00,0.00,15565.00,15565.00,74800.00,27679.00,30090.00,17031.00,74800.00,340175.00,149339.00,129233.00,61603.00,196637.00,196637.00,0.00,22555.00,22555.00,26296.00,26296.00,0.00,0.00,110425.00,859414.00,-7732.00,110425.00,859414.00,-7732.00
1989:Q3,705.00,705.00,0.00,0.00,0.00,23333.00,23333.00,0.00,0.00,15693.00,15693.00,75631.00,27971.00,30449.00,17211.00,75631.00,348311.00,153384.00,131720.00,63207.00,202090.00,202090.00,0.00,24454.00,24454.00,24094.00,24094.00,0.00,0.00,73057.00,862624.00,59.00,73057.00,862624.00,59.00
1989:Q4,586.00,586.00,0.00,0.00,0.00,25897.00,25897.00,0.00,0.00,16371.00,16371.00,77898.00,29855.00,30651.00,17392.00,77898.00,355670.00,155955.00,135952.00,63763.00,204708.00,204708.00,0.00,26280.00,26280.00,39261.00,39261.00,0.00,0.00,89030.00,860759.00,23010.00,89030.00,860759.00,23010.00
1990:Q1,660.00,660.00,0.00,0.00,0.00,24378.00,24378.00,0.00,0.00,16011.00,16011.00,78583.00,30055.00,30960.00,17568.00,78583.00,362296.00,163946.00,134930.00,63420.00,207757.00,207757.00,0.00,28004.00,28004.00,45280.00,45280.00,0.00,0.00,126141.00,881823.00,33056.00,126141.00,881823.00,33056.00
1990:Q2,646.00,646.00,0.00,0.00,0.00,23935.00,23935.00,0.00,0.00,16022.00,16022.00,79750.00,30839.00,31167.00,17744.00,79750.00,368235.00,164481.00,141803.00,61951.00,210073.00,210073.00,0.00,29268.00,29268.00,53214.00,53214.00,0.00,0.00,98250.00,890816.00,24164.00,98250.00,890816.00,24164.00
1990:Q3,674.00,674.00,0.00,0.00,0.00,26665.00,26665.00,0.00,0.00,15972.00,15972.00,81270.00,32100.00,31250.00,17920.00,81270.00,373891.00,167872.00,145552.00,60467.00,210651.00,210651.00,0.00,30642.00,30642.00,67085.00,67085.00,0.00,0.00,186565.00,893419.00,70894.00,186565.00,893419.00,70894.00
1990:Q4,628.00,628.00,0.00,0.00,0.00,30667.00,30667.00,0.00,0.00,16459.00,16459.00,83465.00,33448.00,31921.00,18096.00,83465.00,379667.00,170339.00,149305.00,60023.00,214824.00,214824.00,0.00,32331.00,32331.00,71403.00,71403.00,0.00,0.00,174553.00,891908.00,58291.00,174553.00,891908.00,58291.00
1991:Q1,691.00,691.00,0.00,0.00,0.00,31142.00,31142.00,0.00,0.00,16331.00,16331.00,84937.00,34642.00,31873.00,18422.00,84937.00,383448.00,170713.00,151970.00,60765.00,221275.00,221275.00,0.00,35015.00,35015.00,72021.00,72021.00,0.00,0.00,118159.00,914181.00,22108.00,118159.00,914181.00,22108.00
1991:Q2,893.00,893.00,0.00,0.00,0.00,31035.00,31035.00,0.00,0.00,16104.00,16104.00,86409.00,35837.00,31824.00,18748.00,86409.00,385780.00,171614.00,151737.00,62429.00,227141.00,227141.00,0.00,38479.00,38479.00,79494.00,79494.00,0.00,0.00,130491.00,921431.00,32506.00,130491.00,921431.00,32506.00
1991:Q3,1330.00,1330.00,0.00,0.00,0.00,33479.00,33479.00,0.00,0.00,15875.00,15875.00,87881.00,37031.00,31776.00,19074.00,87881.00,388067.00,172548.00,151344.00,64175.00,235003.00,235003.00,0.00,41713.00,41713.00,90020.00,90020.00,0.00,0.00,107867.00,923815.00,22500.00,107867.00,923815.00,22500.00
1991:Q4,1646.00,1646.00,0.00,0.00,0.00,31691.00,31691.00,0.00,0.00,15737.00,15737.00,89350.00,38225.00,31725.00,19400.00,89350.00,391713.00,175175.00,151517.00,65021.00,244532.00,244532.00,0.00,44403.00,44403.00,102937.00,102937.00,0.00,0.00,85151.00,920685.00,10394.00,85151.00,920685.00,10394.00
1992:Q1,1714.00,1714.00,0.00,0.00,0.00,35309.00,35309.00,0.00,0.00,15673.00,15673.00,91471.00,39958.00,31868.00,19645.00,91471.00,396645.00,177223.00,154157.00,65265.00,245603.00,245603.00,0.00,46813.00,46813.00,117992.00,117992.00,0.00,0.00,131441.00,944559.00,56401.00,131441.00,944559.00,56401.00
1992:Q2,1853.00,1853.00,0.00,0.00,0.00,34861.00,34861.00,0.00,0.00,15652.00,15652.00,93591.00,41692.00,32009.00,19890.00,93591.00,402793.00,179849.00,158072.00,64872.00,246814.00,246814.00,0.00,49189.00,49189.00,109332.00,109332.00,0.00,0.00,134049.00,952505.00,94863.00,134049.00,952505.00,94863.00
1992:Q3,1624.00,1624.00,0.00,0.00,0.00,35858.00,35858.00,0.00,0.00,15680.00,15680.00,95710.00,43425.00,32150.00,20135.00,95710.00,409039.00,182713.00,162119.00,64207.00,248455.00,248455.00,0.00,51659.00,51659.00,144268.00,144268.00,0.00,0.00,146032.00,954739.00,116803.00,146032.00,954739.00,116803.00
1992:Q4,1670.00,1670.00,0.00,0.00,0.00,30773.00,30773.00,0.00,0.00,15762.00,15762.00,97830.00,45159.00,32291.00,20380.00,97830.00,414265.00,184966.00,165196.00,64103.00,247586.00,247586.00,0.00,54321.00,54321.00,153534.00,153534.00,0.00,0.00,122915.00,951421.00,127837.00,122915.00,951421.00,127837.00
1993:Q1,2001.00,2001.00,0.00,0.00,0.00,28736.00,28736.00,0.00,0.00,15889.00,15889.00,99770.00,46749.00,32422.00,20599.00,99770.00,418557.00,186683.00,167383.00,64491.00,255081.00,255081.00,0.00,56975.00,56975.00,159684.00,159684.00,0.00,0.00,84123.00,976105.00,114619.00,84123.00,976105.00,114619.00
1993:Q2,2423.00,2423.00,0.00,0.00,0.00,24871.00,24871.00,0.00,0.00,16015.00,16015.00,101596.00,48230.00,32548.00,20818.00,101596.00,422000.00,187941.00,168884.00,65175.00,257893.00,257893.00,0.00,59829.00,59829.00,163491.00,163491.00,0.00,0.00,95593.00,983236.00,117391.00,95593.00,983236.00,117391.00
1993:Q3,2985.00,2985.00,0.00,0.00,0.00,22755.00,22755.00,0.00,0.00,16141.00,16141.00,104689.00,50982.00,32671.00,21036.00,104689.00,425370.00,189116.00,170263.00,65991.00,261806.00,261806.00,0.00,62933.00,62933.00,177918.00,177918.00,0.00,0.00,82087.00,985155.00,103384.00,82087.00,985155.00,103384.00
1993:Q4,1947.00,1947.00,0.00,0.00,0.00,23745.00,23745.00,0.00,0.00,16268.00,16268.00,105432.00,51386.00,32791.00,21255.00,105432.00,429441.00,190665.00,172076.00,66700.00,267861.00,267861.00,0.00,66636.00,66636.00,197105.00,197105.00,0.00,0.00,70968.00,981299.00,103469.00,70968.00,981299.00,103469.00
1994:Q1,1911.00,1911.00,0.00,0.00,0.00,21916.00,21916.00,0.00,0.00,16400.00,16400.00,107391.00,52991.00,32806.00,21594.00,107391.00,433000.00,192295.00,173475.00,67230.00,272422.00,272422.00,0.00,69970.00,69970.00,206857.00,206857.00,0.00,0.00,118023.00,1005728.00,135629.00,118023.00,1005728.00,135629.00
1994:Q2,2076.00,2076.00,0.00,0.00,0.00,18205.00,18205.00,0.00,0.00,16533.00,16533.00,108500.00,53745.00,32822.00,21933.00,108500.00,436500.00,193887.00,174906.00,67707.00,278678.00,278678.00,0.00,73062.00,73062.00,222245.00,222245.00,0.00,0.00,109450.00,1013095.00,152446.00,109450.00,1013095.00,152446.00
1994:Q3,2410.00,2410.00,0.00,0.00,0.00,15410.00,15410.00,0.00,0.00,16665.00,16665.00,111611.00,56501.00,32837.00,22273.00,111611.00,440000.00,195507.00,176338.00,68155.00,283400.00,283400.00,0.00,75948.00,75948.00,233742.00,233742.00,0.00,0.00,60400.00,1015620.00,145990.00,60400.00,1015620.00,145990.00
1994:Q4,2024.00,2024.00,0.00,0.00,0.00,15994.00,15994.00,0.00,0.00,16797.00,16797.00,113483.00,58019.00,32852.00,22612.00,113483.00,443988.00,197268.00,177973.00,68747.00,297926.00,297926.00,0.00,78325.00,78325.00,221668.00,221668.00,0.00,0.00,37678.00,1011034.00,148010.00,37678.00,1011034.00,148010.00
1995:Q1,2027.00,2027.00,0.00,0.00,0.00,14796.00,14796.00,0.00,0.00,16977.00,16977.00,116223.00,60000.00,33119.00,23104.00,116223.00,453000.00,201577.00,181602.00,69821.00,303617.00,303617.00,0.00,79682.00,79682.00,233510.00,233510.00,0.00,0.00,-6711.00,1036347.00,112609.00,-6711.00,1036347.00,112609.00
1995:Q2,2039.00,2039.00,0.00,0.00,0.00,17927.00,17927.00,0.00,0.00,17156.00,17156.00,118963.00,62000.00,33367.00,23596.00,118963.00,461890.00,205839.00,185187.00,70864.00,309154.00,309154.00,0.00,81041.00,81041.00,214687.00,214687.00,0.00,0.00,-52749.00,1043145.00,78765.00,-52749.00,1043145.00,78765.00
1995:Q3,2281.00,2281.00,0.00,0.00,0.00,16922.00,16922.00,0.00,0.00,17336.00,17336.00,120078.00,62435.00,33555.00,24088.00,120078.00,459591.00,204395.00,184349.00,70847.00,315759.00,315759.00,0.00,82398.00,82398.00,211925.00,211925.00,0.00,0.00,-83639.00,1045386.00,45989.00,-83639.00,1045386.00,45989.00
1995:Q4,2262.00,2262.00,0.00,0.00,0.00,19254.00,19254.00,0.00,0.00,17515.00,17515.00,121502.00,63233.00,33689.00,24580.00,121502.00,464792.00,206825.00,186470.00,71497.00,322167.00,322167.00,0.00,83757.00,83757.00,216174.00,216174.00,0.00,0.00,-94193.00,1066460.00,28457.00,-94193.00,1066460.00,28457.00
1996:Q1,2409.00,2409.00,0.00,0.00,0.00,17505.00,17505.00,0.00,0.00,17713.00,17713.00,121703.00,63233.00,33689.00,24781.00,121703.00,467493.00,208188.00,187577.00,71728.00,326999.00,326999.00,0.00,85114.00,85114.00,242572.00,242572.00,0.00,0.00,-108591.00,1069612.00,4969.00,-108591.00,1069612.00,4969.00
1996:Q2,2148.00,2148.00,0.00,0.00,0.00,14856.00,14856.00,0.00,0.00,17911.00,17911.00,122682.00,64000.00,33700.00,24982.00,122682.00,468940.00,208958.00,188181.00,71801.00,332133.00,332133.00,0.00,86471.00,86471.00,249460.00,249460.00,0.00,0.00,-123019.00,1074369.00,-15151.00,-123019.00,1074369.00,-15151.00
1996:Q3,2065.00,2065.00,0.00,0.00,0.00,15357.00,15357.00,0.00,0.00,18108.00,18108.00,124033.00,65100.00,33750.00,25183.00,124033.00,474150.00,211620.00,190281.00,72249.00,340885.00,340885.00,0.00,87829.00,87829.00,265248.00,265248.00,0.00,0.00,-129828.00,1077978.00,-18392.00,-129828.00,1077978.00,-18392.00
1996:Q4,2124.00,2124.00,0.00,0.00,0.00,18025.00,18025.00,0.00,0.00,18306.00,18306.00,129304.00,69424.00,34496.00,25384.00,129304.00,471354.00,209578.00,189302.00,72474.00,429552.00,370915.00,58637.00,89185.00,89185.00,276062.00,276062.00,0.00,0.00,-160015.00,1069159.00,-54339.00,-160015.00,1069159.00,-54339.00
1997:Q1,2149.00,2149.00,0.00,0.00,0.00,15240.00,15240.00,0.00,0.00,18390.00,18390.00,131634.00,70999.00,34648.00,25987.00,131634.00,473775.00,210697.00,190296.00,72782.00,423782.00,362427.00,61355.00,91610.00,91610.00,291354.00,291354.00,0.00,0.00,-127640.00,1095518.00,-54000.00,-127640.00,1095518.00,-54000.00
1997:Q2,2160.00,2160.00,0.00,0.00,0.00,13037.00,13037.00,0.00,0.00,18473.00,18473.00,134576.00,72575.00,35411.00,26590.00,134576.00,475131.00,211330.00,190883.00,72918.00,445345.00,377741.00,67604.00,93059.00,93059.00,337251.00,337251.00,0.00,0.00,-243002.00,1102782.00,-168642.00,-243002.00,1102782.00,-168642.00
1997:Q3,2189.00,2189.00,0.00,0.00,0.00,15324.00,15324.00,92.00,92.00,18557.00,18557.00,137407.00,74151.00,36063.00,27193.00,137407.00,480640.00,214073.00,193115.00,73452.00,459895.00,387588.00,72307.00,94508.00,94508.00,334254.00,334254.00,0.00,0.00,-301175.00,1104269.00,-247670.00,-301175.00,1104269.00,-247670.00
1997:Q4,2068.00,2068.00,0.00,0.00,0.00,18025.00,18025.00,92.00,92.00,18641.00,18641.00,139969.00,75726.00,36447.00,27796.00,139969.00,476153.00,211578.00,191399.00,73176.00,465024.00,389827.00,75197.00,97572.00,97572.00,333272.00,333272.00,0.00,0.00,-274511.00,1096334.00,-244870.00,-274511.00,1096334.00,-244870.00
1998:Q1,2090.00,2090.00,0.00,0.00,0.00,22330.00,22330.00,99.00,99.00,18607.00,18607.00,141869.00,76729.00,36754.00,28386.00,141869.00,480131.00,212862.00,193134.00,74135.00,485699.00,403924.00,81775.00,101929.00,101929.00,354101.00,354101.00,0.00,0.00,-357995.00,1124492.00,-356075.00,-357995.00,1124492.00,-356075.00
1998:Q2,2116.00,2116.00,0.00,0.00,0.00,21615.00,21615.00,581.00,581.00,18892.00,18892.00,143030.00,77136.00,36917.00,28977.00,143030.00,481274.00,212734.00,193738.00,74802.00,481068.00,395905.00,85163.00,106429.00,106429.00,382549.00,382549.00,0.00,0.00,-294589.00,1130674.00,-352898.00,-294589.00,1130674.00,-352898.00
1998:Q3,1978.00,1978.00,0.00,0.00,0.00,22799.00,22799.00,858.00,858.00,18379.00,18379.00,145968.00,79214.00,37186.00,29568.00,145968.00,484650.00,213688.00,195209.00,75753.00,457579.00,373469.00,84110.00,110976.00,110976.00,417619.00,417619.00,0.00,0.00,-123569.00,1133496.00,-180666.00,-123569.00,1133496.00,-180666.00
1998:Q4,1918.00,1918.00,0.00,0.00,0.00,24873.00,24873.00,858.00,858.00,17227.00,17227.00,150256.00,82985.00,37112.00,30159.00,150256.00,480414.00,210532.00,193659.00,76223.00,484610.00,391642.00,92968.00,110453.00,110453.00,403253.00,403253.00,0.00,0.00,-297703.00,1124562.00,-354187.00,-297703.00,1124562.00,-354187.00
1999:Q1,2040.00,2040.00,0.00,0.00,0.00,21497.00,21497.00,2032.00,2032.00,18523.00,18523.00,151789.00,84587.00,37461.00,29741.00,151789.00,480882.00,210421.00,193977.00,76484.00,490004.00,394833.00,95171.00,107339.00,107339.00,359947.00,359947.00,0.00,0.00,-283572.00,1152287.00,-376654.00,-283572.00,1152287.00,-376654.00
1999:Q2,2152.00,2152.00,0.00,0.00,0.00,17323.00,17323.00,3610.00,3610.00,18604.00,18604.00,152586.00,85997.00,37715.00,28874.00,152586.00,483829.00,211710.00,195212.00,76907.00,498549.00,399477.00,99072.00,103373.00,103373.00,375343.00,375343.00,0.00,0.00,-325509.00,1159773.00,-450772.00,-325509.00,1159773.00,-450772.00
1999:Q3,2269.00,2269.00,0.00,0.00,0.00,15885.00,15885.00,4141.00,4141.00,18645.00,18645.00,158046.00,90246.00,38122.00,29678.00,158046.00,487850.00,213491.00,196864.00,77495.00,494549.00,395647.00,98902.00,98336.00,98336.00,397233.00,397233.00,0.00,0.00,-211234.00,1162985.00,-339605.00,-211234.00,1162985.00,-339605.00
1999:Q4,2570.00,2570.00,0.00,0.00,0.00,17078.00,17078.00,4193.00,4193.00,19435.00,19435.00,161994.00,93471.00,38381.00,30142.00,161994.00,482933.00,210599.00,195025.00,77309.00,511516.00,405519.00,105997.00,92083.00,92083.00,419533.00,419533.00,0.00,0.00,-376648.00,1154425.00,-515945.00,-376648.00,1154425.00,-515945.00
2000:Q1,2276.00,2276.00,0.00,0.00,0.00,15054.00,15054.00,5536.00,5536.00,18702.00,18702.00,162928.00,94432.00,38391.00,30105.00,162928.00,483887.00,210912.00,195467.00,77508.00,516521.00,409332.00,107189.00,90069.00,90069.00,443885.00,443885.00,0.00,0.00,-454370.00,1183411.00,-552911.00,-454370.00,1183411.00,-552911.00
2000:Q2,2335.00,2335.00,0.00,0.00,0.00,12870.00,12870.00,8315.00,8315.00,18896.00,18896.00,164514.00,96540.00,38848.00,29126.00,164514.00,487466.00,212716.00,196954.00,77796.00,499597.00,394385.00,105212.00,83290.00,83290.00,467468.00,467468.00,0.00,0.00,-373713.00,1190995.00,-488133.00,-373713.00,1190995.00,-488133.00
2000:Q3,2436.00,2436.00,0.00,0.00,0.00,13577.00,13577.00,9618.00,9618.00,18750.00,18750.00,167432.00,97096.00,39606.00,30730.00,167432.00,489317.00,213611.00,197784.00,77922.00,489583.00,385545.00,104038.00,77999.00,77999.00,470575.00,470575.00,0.00,0.00,-347845.00,1195206.00,-489038.00,-347845.00,1195206.00,-489038.00
2000:Q4,2594.00,2594.00,0.00,0.00,0.00,17100.00,17100.00,11876.00,11876.00,19560.00,19560.00,168874.00,97386.00,39460.00,32028.00,168874.00,482122.00,209852.00,195059.00,77211.00,462076.00,362336.00,99740.00,72991.00,72991.00,508183.00,508183.00,0.00,0.00,-193493.00,1205982.00,-334042.00,-193493.00,1205982.00,-334042.00
2001:Q1,2494.00,2494.00,0.00,0.00,0.00,29883.00,29883.00,15054.00,15054.00,18723.00,18723.00,166047.00,96790.00,39973.00,29284.00,166047.00,484200.00,210584.00,195985.00,77631.00,422393.00,328472.00,93921.00,70761.00,70761.00,487825.00,487825.00,0.00,0.00,1828.00,1216003.00,-139050.00,1828.00,1216003.00,-139050.00
2001:Q2,2520.00,2520.00,0.00,0.00,0.00,26113.00,26113.00,21124.00,21124.00,18461.00,18461.00,171395.00,99512.00,40878.00,31005.00,171395.00,490921.00,214063.00,198714.00,78144.00,437558.00,342603.00,94955.00,64343.00,64343.00,542442.00,542442.00,0.00,0.00,-17631.00,1222980.00,-201340.00,-17631.00,1222980.00,-201340.00
2001:Q3,2550.00,2550.00,0.00,0.00,0.00,29415.00,29415.00,24140.00,24140.00,19264.00,19264.00,175896.00,101449.00,41274.00,33173.00,175896.00,507666.00,222347.00,205466.00,79853.00,384492.00,295447.00,89045.00,57207.00,57207.00,559816.00,559816.00,0.00,0.00,193439.00,1228483.00,34029.00,193439.00,1228483.00,34029.00
2001:Q4,2522.00,2522.00,0.00,0.00,0.00,25661.00,25661.00,27191.00,27191.00,19117.00,19117.00,175412.00,100523.00,40447.00,34442.00,175412.00,508248.00,222363.00,205886.00,79999.00,415955.00,324502.00,91453.00,48408.00,48408.00,578290.00,578290.00,0.00,0.00,111746.00,1219728.00,-61529.00,111746.00,1219728.00,-61529.00
2002:Q1,2530.00,2530.00,0.00,0.00,0.00,28432.00,28432.00,34865.00,34865.00,19436.00,19436.00,176540.00,102229.00,41030.00,33281.00,176540.00,515848.00,225958.00,209028.00,80862.00,437616.00,346591.00,91025.00,53365.00,53365.00,583947.00,583947.00,0.00,0.00,131549.00,1249689.00,-68447.00,131549.00,1249689.00,-68447.00
2002:Q2,2489.00,2489.00,0.00,0.00,0.00,26257.00,26257.00,40470.00,40470.00,19306.00,19306.00,182475.00,106972.00,42336.00,33167.00,182475.00,529422.00,232703.00,214547.00,82172.00,403802.00,317034.00,86768.00,50993.00,50993.00,597083.00,597083.00,0.00,0.00,249148.00,1259061.00,119453.00,249148.00,1259061.00,119453.00
2002:Q3,2593.00,2593.00,0.00,0.00,0.00,28644.00,28644.00,44438.00,44438.00,20028.00,20028.00,184925.00,108364.00,42998.00,33563.00,184925.00,544747.00,240276.00,220786.00,83685.00,355816.00,274306.00,81510.00,55347.00,55347.00,600208.00,600208.00,0.00,0.00,389560.00,1266588.00,427577.00,389560.00,1266588.00,427577.00
2002:Q4,2627.00,2627.00,0.00,0.00,0.00,27610.00,27610.00,47145.00,47145.00,20003.00,20003.00,185626.00,110600.00,40572.00,34454.00,185626.00,552370.00,243919.00,223981.00,84470.00,373699.00,290926.00,82773.00,49933.00,49933.00,575410.00,575410.00,15369.00,15369.00,339754.00,1268994.00,394195.00,339754.00,1268994.00,394195.00
2003:Q1,2627.00,2627.00,0.00,0.00,0.00,30492.00,30492.00,52530.00,52530.00,20695.00,20695.00,188462.00,112277.00,40694.00,35491.00,188462.00,567672.00,251366.00,230179.00,86127.00,369030.00,283598.00,85432.00,53470.00,53470.00,567683.00,567683.00,16094.00,16094.00,359139.00,1360187.00,477453.00,359139.00,1360187.00,477453.00
2003:Q2,2627.00,2627.00,0.00,0.00,0.00,30843.00,30843.00,59429.00,59429.00,20996.00,20996.00,191060.00,114434.00,41765.00,34861.00,191060.00,578806.00,256839.00,234734.00,87233.00,413914.00,321082.00,92832.00,49917.00,49917.00,628946.00,628946.00,17217.00,17217.00,185525.00,1319606.00,347540.00,185525.00,1319606.00,347540.00
2003:Q3,2627.00,2627.00,0.00,0.00,0.00,28438.00,28438.00,63607.00,63607.00,21018.00,21018.00,198141.00,118591.00,42605.00,36945.00,198141.00,597035.00,265908.00,242101.00,89026.00,431442.00,333945.00,97497.00,48597.00,48597.00,672720.00,672720.00,18445.00,18445.00,154090.00,1330378.00,301029.00,154090.00,1330378.00,301029.00
2003:Q4,2627.00,2627.00,0.00,0.00,0.00,20505.00,20505.00,68374.00,68374.00,20920.00,20920.00,199533.00,121520.00,40546.00,37467.00,199533.00,598991.00,266784.00,243025.00,89182.00,475847.00,371095.00,104752.00,49764.00,49764.00,677967.00,677967.00,34980.00,34980.00,28232.00,1323973.00,156347.00,28232.00,1323973.00,156347.00
2004:Q1,2627.00,2627.00,0.00,0.00,0.00,24894.00,24894.00,75796.00,75796.00,20963.00,20963.00,202384.00,123826.00,40438.00,38120.00,202384.00,609606.00,271604.00,247428.00,90574.00,474415.00,366462.00,107953.00,47487.00,47487.00,740154.00,740154.00,34473.00,34473.00,18332.00,1358048.00,191765.00,18332.00,1358048.00,191765.00
2004:Q2,2627.00,2627.00,0.00,0.00,0.00,19064.00,19064.00,81152.00,81152.00,21723.00,21723.00,202317.00,123090.00,41289.00,37938.00,202317.00,622540.00,277879.00,252720.00,91941.00,481474.00,370970.00,110504.00,50887.00,50887.00,735986.00,735986.00,35296.00,35296.00,44535.00,1370345.00,271254.00,44535.00,1370345.00,271254.00
2004:Q3,2627.00,2627.00,0.00,0.00,0.00,17869.00,17869.00,84327.00,84327.00,22032.00,22032.00,205384.00,125314.00,41930.00,38140.00,205384.00,647341.00,291180.00,262690.00,93471.00,470083.00,357932.00,112151.00,47904.00,47904.00,741355.00,741355.00,35864.00,35864.00,107670.00,1375908.00,392792.00,107670.00,1375908.00,392792.00
2004:Q4,2627.00,2627.00,0.00,0.00,0.00,18384.00,18384.00,87939.00,87939.00,22474.00,22474.00,210979.00,131296.00,41728.00,37955.00,210979.00,646858.00,290411.00,262692.00,93755.00,508050.00,390055.00,117995.00,46648.00,46648.00,764829.00,764829.00,52372.00,52372.00,34297.00,1365196.00,321729.00,34297.00,1365196.00,321729.00
2005:Q1,2627.00,2627.00,0.00,0.00,0.00,18186.00,18186.00,95348.00,95348.00,22743.00,22743.00,212686.00,132514.00,42187.00,37985.00,212686.00,653915.00,293590.00,265680.00,94645.00,503777.00,384726.00,119051.00,45497.00,45497.00,819503.00,819503.00,54286.00,54286.00,67313.00,1397621.00,404467.00,67313.00,1397621.00,404467.00
2005:Q2,2627.00,2627.00,0.00,0.00,0.00,17819.00,17819.00,97825.00,97825.00,23454.00,23454.00,213786.00,133400.00,42292.00,38094.00,213786.00,663358.00,298092.00,269579.00,95687.00,509664.00,388188.00,121476.00,43906.00,43906.00,891042.00,891042.00,50902.00,50902.00,46621.00,1423024.00,403030.00,46621.00,1423024.00,403030.00
2005:Q3,2627.00,2627.00,0.00,0.00,0.00,19142.00,19142.00,100462.00,100462.00,22684.00,22684.00,218441.00,137857.00,42597.00,37987.00,218441.00,690456.00,311821.00,280374.00,98261.00,522900.00,397767.00,125133.00,46226.00,46226.00,983452.00,983452.00,52873.00,52873.00,-2808.00,1430356.00,367118.00,-2808.00,1430356.00,367118.00
2005:Q4,2627.00,2627.00,0.00,0.00,0.00,19164.00,19164.00,103032.00,103032.00,22369.00,22369.00,217300.00,138320.00,42698.00,36282.00,217300.00,699176.00,315983.00,283913.00,99280.00,533151.00,405228.00,127923.00,44763.00,44763.00,939711.00,939711.00,75388.00,75388.00,-30118.00,1422797.00,353645.00,-30118.00,1422797.00,353645.00
2006:Q1,2627.00,2627.00,0.00,0.00,0.00,21526.00,21526.00,106845.00,106845.00,22602.00,22602.00,224106.00,141821.00,43188.00,39097.00,224106.00,702105.00,316490.00,285344.00,100271.00,540683.00,408307.00,132376.00,44251.00,44251.00,1015435.00,1015435.00,74191.00,74191.00,-70994.00,1457228.00,284997.00,-70994.00,1457228.00,284997.00
2006:Q2,2627.00,2627.00,0.00,0.00,0.00,18599.00,18599.00,109477.00,109477.00,22717.00,22717.00,228166.00,145062.00,43484.00,39620.00,228166.00,709709.00,319389.00,288599.00,101721.00,532031.00,398298.00,133733.00,43761.00,43761.00,1130239.00,1130239.00,73193.00,73193.00,-7526.00,1472970.00,359603.00,-7526.00,1472970.00,359603.00
