1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q3,91526.00,90972.00,26388.00,25836.00,14644.00,11192.00,38748.00,0.00,17118.00,-16177.00,100.00,-28280.00,65988.00,554.00,1892.00,-1338.00,91526.00,30556.00,1994.00,2720.00,0.00,-428.00,-536.00,616.00,2136.00,13396.00,-1428.00,1640.00,111610.00,-665.00,-276.00,-1336.00,-65552.00,-2920.00
1990:Q4,15217.00,15088.00,-25356.00,12028.00,-612.00,12640.00,28416.00,0.00,13671.00,-7618.00,464.00,-24216.00,46115.00,129.00,-5540.00,5669.00,15217.00,65804.00,2297.00,3156.00,0.00,6664.00,4352.00,2880.00,392.00,3357.00,-2568.00,1652.00,-1552.00,6090.00,6076.00,16972.00,-98532.00,-1824.00
1991:Q1,-21428.00,9182.00,-25188.00,50868.00,25972.00,24896.00,-16498.00,0.00,7703.00,-26383.00,-160.00,-9376.00,11718.00,-30610.00,-7624.00,-22986.00,-21428.00,-71332.00,6939.00,3720.00,0.00,6400.00,-3264.00,792.00,-1200.00,12042.00,-1516.00,6208.00,3961.00,1810.00,-9804.00,-4284.00,29511.00,-1412.00
1991:Q2,-84434.00,-73066.00,-10220.00,-49476.00,-1340.00,-48136.00,-13370.00,0.00,13203.00,10168.00,144.00,-6496.00,-30390.00,-11368.00,-9256.00,-2112.00,-84434.00,-73472.00,4256.00,4404.00,0.00,-6620.00,-664.00,1928.00,-3160.00,4503.00,3656.00,10920.00,-25567.00,-3257.00,-432.00,-10808.00,11318.00,-1440.00
1991:Q3,-40908.00,-36071.00,-34320.00,13752.00,-4492.00,18244.00,-15503.00,0.00,11160.00,-6851.00,16.00,-5564.00,-14264.00,-4837.00,1516.00,-6353.00,-40908.00,16280.00,-2883.00,5344.00,0.00,-3232.00,-2120.00,-296.00,-3004.00,14585.00,5728.00,17420.00,-19770.00,-5469.00,25684.00,700.00,-88571.00,-1304.00
1991:Q4,-29074.00,-18788.00,-3772.00,11876.00,1984.00,9892.00,-26892.00,0.00,-2787.00,-11530.00,-80.00,-1692.00,-10803.00,-10285.00,-3356.00,-6929.00,-29074.00,-12108.00,-4876.00,6532.00,0.00,1656.00,1856.00,-1240.00,-748.00,-30963.00,7064.00,-8008.00,-18379.00,-8461.00,12928.00,-3348.00,22441.00,6580.00
1992:Q1,39689.00,46956.00,16000.00,6989.00,12113.00,-5124.00,23967.00,0.00,11204.00,-12283.00,-156.00,-1076.00,26278.00,-7267.00,-1628.00,-5639.00,39689.00,-70632.00,5002.00,6592.00,0.00,-7188.00,4616.00,-24.00,1496.00,641.00,-704.00,1724.00,20737.00,-3275.00,-10824.00,-1540.00,96724.00,-3656.00
1992:Q2,22299.00,29869.00,-5048.00,26265.00,5737.00,20528.00,8652.00,0.00,10137.00,-17534.00,16.00,-6148.00,22182.00,-7571.00,-2180.00,-5391.00,22299.00,14496.00,-1354.00,5532.00,0.00,-3772.00,896.00,2372.00,3716.00,78.00,512.00,5544.00,-41774.00,2036.00,3200.00,12380.00,16449.00,1988.00
1992:Q3,20028.00,23969.00,-2472.00,3950.00,-3398.00,7348.00,22491.00,0.00,11464.00,19118.00,32.00,-1572.00,-6552.00,-3941.00,3364.00,-7305.00,20028.00,-1256.00,4060.00,4624.00,0.00,1448.00,-5188.00,320.00,3916.00,-5124.00,668.00,11552.00,-2689.00,10451.00,12888.00,-1892.00,-18661.00,4912.00
1992:Q4,-29496.00,-32746.00,26036.00,-14868.00,3448.00,-18316.00,-43914.00,0.00,-233.00,-13142.00,52.00,-6632.00,-23960.00,3250.00,-80.00,3330.00,-29496.00,34096.00,1689.00,3876.00,0.00,140.00,484.00,-1204.00,2100.00,-5783.00,272.00,4428.00,-46686.00,-5356.00,5404.00,-3980.00,-22083.00,3108.00
1993:Q1,-83469.00,-71223.00,-9346.00,-14886.00,942.00,-15828.00,-46991.00,0.00,7705.00,-24583.00,-828.00,9084.00,-38369.00,-12246.00,-5604.00,-6642.00,-83469.00,11328.00,7069.00,3624.00,0.00,2632.00,-4852.00,760.00,476.00,5636.00,3748.00,2156.00,-8734.00,-1845.00,-16152.00,2208.00,-91371.00,-152.00
1993:Q2,33403.00,41491.00,27950.00,2462.00,3590.00,-1128.00,11079.00,0.00,18789.00,-20961.00,-552.00,3368.00,10435.00,-8088.00,-2528.00,-5560.00,33403.00,12632.00,6548.00,3876.00,0.00,-7156.00,-116.00,-1376.00,-960.00,11571.00,1752.00,4500.00,-36826.00,1089.00,2216.00,-1940.00,9726.00,27868.00
1993:Q3,2963.00,10304.00,11562.00,-10094.00,1342.00,-11436.00,8836.00,0.00,-3321.00,32218.00,92.00,-2704.00,-17449.00,-7342.00,-404.00,-6938.00,2963.00,6596.00,-4448.00,3864.00,0.00,-884.00,-2032.00,-1668.00,-1140.00,-8831.00,-2856.00,-25828.00,-6422.00,-1943.00,13252.00,-2500.00,36839.00,964.00
1993:Q4,26643.00,29600.00,9882.00,-15902.00,-18242.00,2340.00,35620.00,0.00,-4394.00,12742.00,0.00,11024.00,16247.00,-2957.00,-1584.00,-1373.00,26643.00,18900.00,299.00,3592.00,0.00,180.00,3472.00,-668.00,-80.00,6208.00,1016.00,2248.00,13085.00,1367.00,-5956.00,904.00,-12906.00,-5020.00
1994:Q1,-37241.00,-31644.00,13600.00,-91096.00,-38540.00,-52556.00,45852.00,0.00,15331.00,31923.00,-556.00,4420.00,-5267.00,-5597.00,1724.00,-7321.00,-37241.00,1968.00,4528.00,3864.00,0.00,-3636.00,-2532.00,-2004.00,-1400.00,-774.00,-4724.00,-200.00,-21939.00,17471.00,-6516.00,-13984.00,-23535.00,16172.00
1994:Q2,33343.00,35733.00,6656.00,-3508.00,-3760.00,252.00,32585.00,0.00,17805.00,14464.00,-540.00,8852.00,-7996.00,-2390.00,-1016.00,-1374.00,33343.00,5684.00,6075.00,4680.00,0.00,-1580.00,572.00,1724.00,-1000.00,-448.00,-5544.00,10040.00,21873.00,-930.00,13416.00,29216.00,-50955.00,520.00
1994:Q3,59210.00,55838.00,27040.00,-13304.00,-8776.00,-4528.00,42102.00,0.00,23084.00,21449.00,-560.00,11696.00,-13566.00,3372.00,1588.00,1784.00,59210.00,8256.00,-2549.00,5832.00,0.00,-1588.00,-340.00,-236.00,-1000.00,9860.00,-7428.00,8736.00,57050.00,5170.00,25572.00,-26048.00,-9993.00,-12084.00
1994:Q4,87601.00,94409.00,38340.00,3376.00,1968.00,1408.00,52693.00,0.00,-6672.00,22160.00,-548.00,-1224.00,38977.00,-6808.00,-3368.00,-3440.00,87601.00,2796.00,-10394.00,3320.00,0.00,984.00,1360.00,176.00,-1160.00,15150.00,-7032.00,10928.00,42433.00,3690.00,25272.00,-3828.00,-15618.00,19524.00
1995:Q1,85937.00,81718.00,2961.00,44624.00,21300.00,23324.00,34133.00,0.00,39250.00,-12315.00,-12.00,-2308.00,9518.00,4218.00,5992.00,-1774.00,85937.00,2012.00,15020.00,6924.00,0.00,-1044.00,-3920.00,-1924.00,4056.00,-8174.00,288.00,6776.00,32006.00,-474.00,-3980.00,22460.00,-20.00,15932.00
1995:Q2,79026.00,79531.00,32761.00,-9252.00,-4792.00,-4460.00,56022.00,0.00,56721.00,-10898.00,-24.00,-912.00,11134.00,-505.00,796.00,-1301.00,79026.00,2020.00,1092.00,8644.00,0.00,2656.00,2508.00,-1476.00,4060.00,-2088.00,284.00,6952.00,73383.00,7528.00,-12908.00,2632.00,-33266.00,17004.00
1995:Q3,102393.00,103731.00,18937.00,23240.00,4488.00,18752.00,61554.00,0.00,16451.00,7627.00,4.00,13176.00,24295.00,-1338.00,3356.00,-4694.00,102393.00,2012.00,-923.00,34936.00,0.00,-24.00,-1192.00,-2372.00,4056.00,4602.00,292.00,-7496.00,17400.00,-8122.00,23912.00,18600.00,-1422.00,18132.00
1995:Q4,29825.00,35233.00,17793.00,-4648.00,432.00,-5080.00,22088.00,0.00,36761.00,3790.00,4.00,-15688.00,-2779.00,-5408.00,-844.00,-4564.00,29825.00,2016.00,-9925.00,17808.00,0.00,-96.00,904.00,-556.00,4056.00,-23617.00,280.00,8376.00,71874.00,10516.00,-10352.00,-260.00,-64496.00,23296.00
1996:Q1,17280.00,17143.00,25793.00,-6412.00,-7904.00,1492.00,-2238.00,0.00,64306.00,3764.00,4.00,1636.00,-71949.00,137.00,2244.00,-2107.00,17280.00,2980.00,9292.00,9628.00,0.00,812.00,920.00,-876.00,4060.00,30521.00,4092.00,-20196.00,-19828.00,-1049.00,-3856.00,-21196.00,71879.00,-49904.00
1996:Q2,172311.00,174337.00,9037.00,9664.00,-3864.00,13528.00,155636.00,0.00,58458.00,-4243.00,4.00,15536.00,85881.00,-2026.00,2416.00,-4442.00,172311.00,5200.00,16964.00,34652.00,0.00,-2676.00,-1964.00,-332.00,-11516.00,14249.00,4084.00,7004.00,81380.00,249.00,-3692.00,12620.00,-29315.00,45404.00
1996:Q3,127846.00,123966.00,-14515.00,37580.00,5008.00,32572.00,100901.00,0.00,40557.00,41183.00,8.00,-5088.00,24240.00,3880.00,4004.00,-124.00,127846.00,4092.00,7385.00,14712.00,0.00,-2060.00,-340.00,-312.00,5992.00,-16604.00,4088.00,-2424.00,48780.00,7590.00,4020.00,-7396.00,39411.00,20912.00
1996:Q4,92956.00,91054.00,-24099.00,4432.00,-760.00,5192.00,110721.00,0.00,18475.00,-3237.00,-4.00,-4508.00,99995.00,1901.00,-1920.00,3821.00,92956.00,4088.00,11927.00,22272.00,0.00,5608.00,3440.00,456.00,-2720.00,-16378.00,7292.00,2596.00,47605.00,-727.00,42028.00,22456.00,-98268.00,41280.00
1997:Q1,226209.00,223828.00,7017.00,15468.00,-3120.00,18588.00,201343.00,0.00,74641.00,47603.00,-4.00,-760.00,79862.00,2381.00,2152.00,229.00,226209.00,1292.00,-3626.00,22756.00,0.00,-2104.00,-224.00,-404.00,5320.00,34788.00,-1148.00,-3308.00,20087.00,11234.00,21880.00,6160.00,136671.00,-23164.00
1997:Q2,204388.00,200249.00,20541.00,10336.00,1676.00,8660.00,169372.00,0.00,63311.00,24765.00,-12.00,10036.00,71272.00,4140.00,2240.00,1900.00,204388.00,1292.00,-2598.00,6728.00,0.00,-276.00,-228.00,856.00,-3096.00,15855.00,1856.00,19352.00,93311.00,6381.00,6468.00,2836.00,-1713.00,57364.00
1997:Q3,221354.00,226629.00,14701.00,-11584.00,-6356.00,-5228.00,223512.00,0.00,100767.00,9330.00,96.00,2384.00,110935.00,-5275.00,-1188.00,-4087.00,221354.00,1300.00,5829.00,16732.00,0.00,320.00,-232.00,-988.00,1908.00,10985.00,-156.00,-336.00,78505.00,285.00,-51364.00,-6380.00,129319.00,35628.00
1997:Q4,84453.00,96551.00,12645.00,676.00,-1240.00,1916.00,83230.00,0.00,118696.00,16818.00,16.00,12256.00,-64556.00,-12098.00,-4344.00,-7754.00,84453.00,1292.00,18840.00,11056.00,0.00,-1552.00,-184.00,136.00,-4556.00,8256.00,4288.00,-14132.00,59149.00,5304.00,18812.00,-328.00,-31697.00,9768.00
1998:Q1,398532.00,413854.00,51068.00,55285.00,7873.00,47412.00,307501.00,0.00,152117.00,68422.00,148.00,16868.00,69946.00,-15322.00,-8464.00,-6858.00,398532.00,3048.00,-2242.00,21076.00,0.00,-360.00,-372.00,-188.00,1936.00,23070.00,1616.00,33244.00,52152.00,-2479.00,129788.00,3284.00,127291.00,7668.00
1998:Q2,220142.00,230981.00,3760.00,-25535.00,-1603.00,-23932.00,252756.00,0.00,139809.00,48276.00,-164.00,24716.00,40119.00,-10839.00,-4880.00,-5959.00,220142.00,3048.00,-14773.00,-5680.00,0.00,-172.00,344.00,1272.00,1840.00,1370.00,1564.00,-4352.00,188927.00,6168.00,-50000.00,12868.00,32338.00,45380.00
1998:Q3,276966.00,276831.00,85568.00,6157.00,4341.00,1816.00,185106.00,0.00,122302.00,23097.00,708.00,7852.00,31148.00,135.00,1472.00,-1337.00,276966.00,3048.00,4462.00,11576.00,0.00,-196.00,-512.00,2584.00,10056.00,3683.00,1216.00,9880.00,40263.00,8715.00,19644.00,20484.00,59199.00,82864.00
1998:Q4,-123093.00,-111671.00,-42956.00,-4731.00,-16979.00,12248.00,-63984.00,0.00,88376.00,-16886.00,4.00,-18176.00,-117302.00,-11422.00,-6340.00,-5082.00,-123093.00,3048.00,25705.00,24208.00,0.00,476.00,144.00,-2844.00,1048.00,1961.00,640.00,-3108.00,45106.00,-10961.00,14868.00,-21544.00,-200492.00,-1348.00
1999:Q1,213134.00,217737.00,58321.00,18013.00,1085.00,16928.00,141403.00,0.00,119123.00,-5367.00,20.00,4040.00,23587.00,-4604.00,-3476.00,-1128.00,213134.00,4696.00,18901.00,16588.00,0.00,-520.00,-152.00,-196.00,552.00,122.00,3316.00,14020.00,154609.00,7696.00,-108376.00,3080.00,122285.00,-23488.00
1999:Q2,137679.00,141169.00,-2643.00,-27471.00,-4507.00,-22964.00,171283.00,0.00,148205.00,24009.00,-8.00,9752.00,-10675.00,-3490.00,-3480.00,-10.00,137679.00,4696.00,26113.00,15112.00,0.00,-572.00,24.00,2000.00,-20520.00,-8460.00,2924.00,-512.00,67796.00,1940.00,-29332.00,-64.00,100043.00,-23508.00
1999:Q3,215608.00,219959.00,49757.00,41057.00,22073.00,18984.00,129145.00,0.00,148722.00,-88205.00,-96.00,-13180.00,81904.00,-4351.00,-3680.00,-671.00,215608.00,4696.00,-4738.00,15420.00,0.00,444.00,664.00,0.00,3800.00,-7137.00,2440.00,-6600.00,99567.00,-1454.00,25952.00,2236.00,61262.00,19056.00
1999:Q4,353115.00,352423.00,44037.00,33573.00,14249.00,19324.00,274813.00,0.00,139922.00,57890.00,-744.00,35712.00,42032.00,693.00,496.00,197.00,353115.00,4696.00,-7592.00,23004.00,0.00,236.00,876.00,4072.00,-12644.00,23551.00,1872.00,4464.00,135376.00,9534.00,-17680.00,-13428.00,194265.00,2512.00
2000:Q1,314342.00,312724.00,29752.00,57793.00,36637.00,21156.00,225179.00,0.00,171439.00,48699.00,0.00,-14900.00,19941.00,1618.00,1700.00,-82.00,314342.00,22448.00,15455.00,16852.00,0.00,-148.00,524.00,-4072.00,13052.00,-486.00,-2424.00,20100.00,169804.00,6104.00,16508.00,16876.00,37601.00,-13852.00
2000:Q2,330071.00,328708.00,110448.00,12025.00,19657.00,-7632.00,206235.00,0.00,145896.00,-41020.00,0.00,6712.00,94648.00,1363.00,896.00,467.00,330071.00,2444.00,10909.00,13552.00,0.00,-392.00,72.00,-2000.00,960.00,131.00,-3464.00,9008.00,-27243.00,18576.00,-14728.00,32080.00,296454.00,-6288.00
2000:Q3,127577.00,129602.00,56128.00,7049.00,-13815.00,20864.00,66425.00,0.00,90722.00,-37672.00,0.00,6760.00,6614.00,-2024.00,-1844.00,-180.00,127577.00,2444.00,20849.00,17040.00,0.00,264.00,-360.00,3600.00,996.00,-4393.00,-3676.00,-3388.00,143738.00,9358.00,7696.00,28816.00,-84635.00,-10772.00
2000:Q4,74209.00,77842.00,-4024.00,50125.00,1233.00,48892.00,31741.00,0.00,92083.00,68673.00,0.00,6328.00,-135343.00,-3633.00,-3264.00,-369.00,74209.00,22448.00,-6569.00,13188.00,0.00,1152.00,-504.00,-8.00,4992.00,-13364.00,-4312.00,1808.00,130653.00,-5190.00,33312.00,-24880.00,-146448.00,67932.00
2001:Q1,-280500.00,-280102.00,-199164.00,-26488.00,-32752.00,6264.00,-54450.00,0.00,150453.00,-187282.00,0.00,30540.00,-48162.00,-398.00,56.00,-454.00,-280500.00,-4580.00,15420.00,15232.00,0.00,0.00,76.00,-388.00,-29304.00,-38516.00,-18032.00,-5392.00,83222.00,-24069.00,-39232.00,21708.00,-225673.00,-30972.00
2001:Q2,-419283.00,-415357.00,-131524.00,63872.00,-17376.00,81248.00,-347705.00,0.00,43251.00,-2096.00,0.00,-2788.00,-386072.00,-3926.00,-2240.00,-1686.00,-419283.00,-31180.00,5176.00,22416.00,0.00,0.00,0.00,1848.00,-3432.00,-9335.00,-3668.00,20608.00,-18785.00,-8815.00,12312.00,772.00,-434209.00,27008.00
2001:Q3,-159518.00,-152893.00,-44424.00,-2852.00,-23836.00,20984.00,-105617.00,0.00,80072.00,-60404.00,0.00,-1000.00,-124285.00,-6625.00,-5344.00,-1281.00,-159518.00,-8512.00,-13298.00,9996.00,0.00,0.00,0.00,-1104.00,13680.00,12980.00,-4188.00,612.00,92714.00,-512.00,-6164.00,23848.00,-278999.00,-572.00
2001:Q4,92733.00,94444.00,42632.00,38844.00,8536.00,30308.00,12968.00,0.00,65976.00,-61114.00,0.00,-47204.00,55310.00,-1711.00,-1640.00,-71.00,92733.00,7668.00,2318.00,22196.00,0.00,0.00,0.00,4260.00,-6548.00,-43045.00,-4856.00,208.00,-94400.00,-9288.00,44000.00,-10528.00,199625.00,-18876.00
2002:Q1,-244539.00,-243682.00,-77770.00,73680.00,3280.00,70400.00,-239592.00,0.00,-64785.00,-51909.00,0.00,23420.00,-146318.00,-858.00,-660.00,-198.00,-244539.00,-14948.00,8703.00,13236.00,0.00,0.00,0.00,-344.00,-9224.00,-966.00,2892.00,3808.00,-44528.00,14171.00,-56840.00,-2056.00,-188743.00,30300.00
2002:Q2,-183174.00,-184894.00,-56842.00,32312.00,144.00,32168.00,-160364.00,0.00,-48845.00,-8617.00,0.00,-52056.00,-50846.00,1720.00,1924.00,-204.00,-183174.00,-15196.00,1801.00,12952.00,0.00,0.00,0.00,4204.00,-1040.00,4320.00,-876.00,-4992.00,-74027.00,-15298.00,2256.00,12648.00,-148594.00,38668.00
2002:Q3,-24703.00,-24344.00,-47790.00,9060.00,-2516.00,11576.00,14386.00,0.00,-6014.00,25838.00,0.00,12580.00,-18018.00,-358.00,-728.00,370.00,-24703.00,-1844.00,1495.00,10184.00,0.00,0.00,0.00,-2668.00,13784.00,-3024.00,-172.00,-2640.00,-152387.00,-4163.00,-40280.00,-25844.00,183818.00,-960.00
2002:Q4,56033.00,57181.00,-49250.00,119960.00,-1824.00,121784.00,-13529.00,0.00,-47328.00,-23564.00,0.00,6872.00,50491.00,-1148.00,556.00,-1704.00,56033.00,8244.00,6481.00,21008.00,0.00,0.00,0.00,-4748.00,8284.00,15662.00,360.00,-9096.00,123015.00,5287.00,960.00,-3408.00,-120433.00,4416.00
2003:Q1,-72370.00,-73554.00,-21930.00,24672.00,-32.00,24704.00,-76296.00,0.00,-48590.00,-26134.00,0.00,-15024.00,13452.00,1184.00,1332.00,-148.00,-72370.00,-3888.00,16324.00,-388.00,0.00,0.00,0.00,-1208.00,-10588.00,-25841.00,1380.00,-8864.00,-178856.00,-3808.00,2940.00,12792.00,152114.00,-24480.00
2003:Q2,-88410.00,-87341.00,-65298.00,146644.00,3368.00,143276.00,-168687.00,0.00,-64499.00,90004.00,0.00,-19892.00,-174300.00,-1069.00,-656.00,-413.00,-88410.00,-7300.00,30758.00,18676.00,0.00,0.00,0.00,816.00,5012.00,-13129.00,-10468.00,-4764.00,-96710.00,10288.00,-7824.00,-19312.00,-3161.00,8708.00
2003:Q3,-99202.00,-97821.00,-18638.00,-81780.00,-10064.00,-71716.00,2597.00,0.00,62819.00,-54436.00,0.00,5268.00,-11055.00,-1380.00,-1280.00,-100.00,-99202.00,-7760.00,26586.00,-17128.00,0.00,0.00,0.00,-2208.00,-1264.00,-6813.00,-588.00,-7956.00,-143193.00,1883.00,-2988.00,16836.00,67552.00,-22160.00
2003:Q4,-67854.00,-68172.00,-43462.00,-14028.00,-8324.00,-5704.00,-10682.00,0.00,-93887.00,-20095.00,0.00,5548.00,97752.00,318.00,-92.00,410.00,-67854.00,-668.00,-30108.00,-4712.00,0.00,0.00,0.00,-712.00,-1084.00,-25573.00,7596.00,-4048.00,-136645.00,12509.00,-6792.00,13128.00,62867.00,46388.00
2004:Q1,154666.00,156234.00,11786.00,81266.00,-1626.00,82892.00,63182.00,0.00,-15484.00,47602.00,0.00,59224.00,-28160.00,-1568.00,-1712.00,144.00,154666.00,8736.00,45585.00,-5264.00,0.00,0.00,0.00,1068.00,-6544.00,-3700.00,-640.00,-3812.00,-81293.00,62885.00,5184.00,652.00,86285.00,45524.00
2004:Q2,-158145.00,-160229.00,18846.00,-14710.00,1006.00,-15716.00,-164365.00,0.00,-46338.00,28090.00,0.00,-21504.00,-124613.00,2084.00,2080.00,4.00,-158145.00,-5996.00,-5505.00,14380.00,0.00,0.00,0.00,-752.00,-7660.00,-13332.00,232.00,-11016.00,-88985.00,-64915.00,-896.00,1748.00,2600.00,21952.00
2004:Q3,105053.00,106881.00,-7522.00,246.00,-4390.00,4636.00,114157.00,0.00,41351.00,41254.00,0.00,1468.00,30083.00,-1828.00,-1972.00,144.00,105053.00,1436.00,20702.00,-3784.00,0.00,0.00,0.00,-312.00,1416.00,-4171.00,808.00,-26780.00,-47699.00,4529.00,-4628.00,-320.00,205620.00,-41764.00
2004:Q4,323190.00,322970.00,38094.00,210146.00,-3966.00,214112.00,74730.00,0.00,4779.00,3782.00,0.00,4116.00,62053.00,220.00,-68.00,288.00,323190.00,21376.00,16594.00,4016.00,0.00,0.00,0.00,416.00,7236.00,-20941.00,-1116.00,2356.00,-49944.00,20961.00,-3152.00,-7444.00,292703.00,40128.00
2005:Q1,149925.00,149645.00,29648.00,-543.00,-943.00,400.00,120540.00,0.00,72701.00,-26556.00,0.00,26792.00,47604.00,280.00,356.00,-76.00,149925.00,9724.00,15891.00,-3952.00,0.00,0.00,0.00,244.00,3568.00,-23542.00,2500.00,-548.00,73510.00,11126.00,8324.00,9536.00,42828.00,716.00
2005:Q2,96204.00,96096.00,-34104.00,13885.00,-2675.00,16560.00,116315.00,0.00,72071.00,-42722.00,0.00,-7572.00,94538.00,108.00,-240.00,348.00,96204.00,14236.00,-28491.00,-6168.00,0.00,0.00,0.00,-1400.00,-616.00,-3743.00,180.00,512.00,130078.00,1441.00,9304.00,48308.00,-98601.00,31164.00
2005:Q3,459447.00,458643.00,-12784.00,85873.00,13645.00,72228.00,385554.00,0.00,251105.00,-10344.00,0.00,21572.00,123221.00,804.00,892.00,-88.00,459447.00,14884.00,44345.00,13208.00,0.00,0.00,0.00,-200.00,7412.00,11426.00,356.00,-20492.00,67774.00,-2738.00,2808.00,5340.00,292392.00,22932.00
2005:Q4,274720.00,275872.00,-13600.00,55225.00,52677.00,2548.00,234247.00,0.00,197359.00,18322.00,0.00,-24664.00,43230.00,-1152.00,-1108.00,-44.00,274720.00,19972.00,32060.00,68.00,0.00,0.00,0.00,1340.00,3652.00,3911.00,832.00,-428.00,71266.00,-6857.00,11560.00,-14260.00,123249.00,28356.00
2006:Q1,149066.00,147174.00,-22764.00,80849.00,-18431.00,99280.00,89089.00,0.00,100860.00,-15303.00,0.00,6280.00,-2748.00,1892.00,1660.00,232.00,149066.00,13804.00,7159.00,-11640.00,0.00,0.00,0.00,1172.00,-2352.00,-305.00,1412.00,-2744.00,-5287.00,38739.00,16172.00,25808.00,61380.00,5748.00
2006:Q2,94861.00,98901.00,22940.00,-62075.00,12273.00,-74348.00,138036.00,0.00,164465.00,4737.00,0.00,47848.00,-79015.00,-4040.00,-3724.00,-316.00,94861.00,15988.00,20709.00,-1240.00,0.00,0.00,0.00,-1728.00,-4960.00,1472.00,1056.00,-6140.00,183407.00,-4683.00,20392.00,3668.00,-272776.00,139696.00
2006:Q3,732966.00,731026.00,-21480.00,363061.00,-1687.00,364748.00,389445.00,0.00,202217.00,51743.00,0.00,2960.00,132524.00,1940.00,2168.00,-228.00,732966.00,24100.00,16266.00,8236.00,0.00,0.00,0.00,2140.00,-1384.00,14377.00,660.00,6904.00,208340.00,2954.00,10848.00,25520.00,322148.00,91856.00
2006:Q4,291916.00,292568.00,111092.00,11641.00,77.00,11564.00,169835.00,0.00,184193.00,-20097.00,0.00,26368.00,-20630.00,-652.00,152.00,-804.00,291916.00,22288.00,2646.00,-124.00,0.00,0.00,0.00,-888.00,11012.00,1623.00,668.00,7112.00,72088.00,-6089.00,26744.00,-38760.00,211160.00,-17564.00
2007:Q1,126685.00,121565.00,18941.00,-20892.00,-3000.00,-17892.00,123516.00,0.00,13624.00,-5753.00,0.00,17156.00,98489.00,5120.00,5500.00,-380.00,126685.00,11004.00,-26773.00,4900.00,0.00,0.00,0.00,2496.00,-1432.00,6870.00,4396.00,7236.00,138978.00,1924.00,-58292.00,51292.00,-97742.00,81828.00
2007:Q2,259181.00,258765.00,40937.00,19496.00,31816.00,-12320.00,198332.00,0.00,255493.00,-23390.00,0.00,17304.00,-51075.00,416.00,268.00,148.00,259181.00,25448.00,-9922.00,-3364.00,0.00,0.00,0.00,600.00,-11464.00,9784.00,4396.00,7376.00,137835.00,-13819.00,49236.00,10984.00,-6452.00,58544.00
2007:Q3,-616922.00,-609570.00,-30647.00,-192852.00,2408.00,-195260.00,-386071.00,0.00,-574933.00,-21502.00,0.00,47184.00,163180.00,-7352.00,-6716.00,-636.00,-616922.00,-60504.00,-122233.00,-3504.00,0.00,0.00,0.00,-2756.00,-3972.00,13738.00,4392.00,-1428.00,6028.00,1180.00,-63732.00,24620.00,-326303.00,-82448.00
2007:Q4,-446944.00,-448456.00,15953.00,-83008.00,-23404.00,-59604.00,-381401.00,0.00,-471123.00,-9724.00,0.00,58284.00,41162.00,1512.00,564.00,948.00,-446944.00,-16608.00,-53900.00,-7568.00,0.00,0.00,0.00,-2468.00,4404.00,21829.00,4392.00,-1456.00,14935.00,13238.00,54000.00,4344.00,-490219.00,8132.00
2008:Q1,-43652.00,-42228.00,42874.00,212038.00,-10602.00,222640.00,-297140.00,0.00,-181961.00,-25254.00,0.00,-3800.00,-86126.00,-1424.00,-856.00,-568.00,-43652.00,-50936.00,-42396.00,-13072.00,0.00,0.00,0.00,9252.00,21376.00,7525.00,-6368.00,-1264.00,-30783.00,1401.00,48532.00,81496.00,-111530.00,43116.00
2008:Q2,-276664.00,-279548.00,-77270.00,41686.00,31970.00,9716.00,-243964.00,0.00,-149759.00,-3145.00,0.00,58240.00,-149300.00,2884.00,3032.00,-148.00,-276664.00,-128676.00,-5550.00,-23332.00,0.00,0.00,0.00,-7976.00,-3908.00,-2950.00,-6372.00,-1452.00,27208.00,19698.00,18232.00,-18324.00,-102174.00,-41088.00
2008:Q3,-462841.00,-463049.00,62834.00,-276386.00,12754.00,-289140.00,-249497.00,0.00,-92568.00,-27860.00,0.00,-57884.00,-71185.00,208.00,208.00,0.00,-462841.00,-166372.00,9497.00,-30964.00,0.00,400148.00,0.00,-2980.00,-3596.00,-20302.00,-6368.00,2744.00,-604574.00,-28689.00,-10036.00,204132.00,-72313.00,-133168.00
2008:Q4,28129.00,29657.00,2218.00,-261478.00,48526.00,-310004.00,288917.00,0.00,88860.00,-34313.00,0.00,-152584.00,386955.00,-1528.00,-1528.00,0.00,28129.00,-59328.00,-10255.00,-22140.00,0.00,-337408.00,0.00,0.00,9420.00,1967.00,-6368.00,1760.00,385265.00,-35438.00,-184.00,-352960.00,558810.00,-105012.00
