1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q1,3620446.00,2450148.00,290563.00,811252.00,68483.00,3620446.00,2406607.00,1209985.00,278441.00,931544.00,14.00,3840.00,3620446.00,134396.00,53998.00,33520.00,54645.00,106189.00,1644291.00,35761.00,3847.00,27613.00,6615.00,260282.00,23310.00,15181.00,152793.00,905165.00,48490.00,106060.00,8290.00
1990:Q2,3684732.00,2517151.00,284579.00,814801.00,68202.00,3684732.00,2468655.00,1212097.00,281685.00,930412.00,11.00,3970.00,3684732.00,136734.00,53592.00,32654.00,65388.00,107423.00,1638417.00,38545.00,4082.00,29117.00,6752.00,264866.00,24179.00,15243.00,150461.00,944198.00,53076.00,111746.00,8259.00
1990:Q3,3740309.00,2567225.00,286904.00,818264.00,67917.00,3740309.00,2521704.00,1214396.00,285111.00,929284.00,10.00,4200.00,3740309.00,139254.00,53182.00,32004.00,79028.00,108599.00,1627281.00,41326.00,4315.00,31183.00,6849.00,266063.00,24614.00,15311.00,152202.00,978533.00,57664.00,114666.00,8236.00
1990:Q4,3781630.00,2606804.00,287424.00,819769.00,67633.00,3781630.00,2566460.00,1210830.00,285942.00,924888.00,10.00,4330.00,3781630.00,141412.00,52772.00,31052.00,82859.00,110215.00,1600919.00,45534.00,4521.00,32747.00,6885.00,267861.00,24901.00,16061.00,156143.00,1019861.00,66046.00,114134.00,7707.00
1991:Q1,3825332.00,2641560.00,288957.00,827227.00,67588.00,3825332.00,2608495.00,1212426.00,291834.00,920593.00,11.00,4400.00,3825332.00,142488.00,54301.00,29581.00,92520.00,111575.00,1584809.00,49129.00,4711.00,32733.00,6859.00,268999.00,23391.00,16562.00,159163.00,1050307.00,71048.00,119752.00,7405.00
1991:Q2,3889731.00,2700538.00,290203.00,831448.00,67542.00,3889731.00,2671593.00,1213646.00,292762.00,920884.00,10.00,4482.00,3889731.00,144289.00,55847.00,28256.00,101190.00,112113.00,1576067.00,51698.00,4898.00,34456.00,6766.00,271674.00,21380.00,16322.00,161994.00,1085984.00,85021.00,124401.00,7376.00
1991:Q3,3892425.00,2722798.00,282656.00,819475.00,67496.00,3892425.00,2697586.00,1190251.00,285541.00,904710.00,10.00,4578.00,3892425.00,144885.00,57409.00,26934.00,103706.00,112955.00,1538168.00,52546.00,5058.00,36624.00,6640.00,270094.00,19993.00,16675.00,162324.00,1123313.00,98380.00,109497.00,7225.00
1991:Q4,3932661.00,2774705.00,284108.00,806399.00,67450.00,3932661.00,2753112.00,1174746.00,277115.00,897631.00,10.00,4793.00,3932661.00,143109.00,58972.00,26024.00,98288.00,113723.00,1527191.00,54299.00,5169.00,36914.00,6511.00,259509.00,18226.00,16886.00,167673.00,1156489.00,113098.00,123590.00,6990.00
1992:Q1,3963236.00,2814343.00,283928.00,797409.00,67557.00,3963236.00,2795121.00,1163098.00,271794.00,891303.00,10.00,5008.00,3963236.00,141853.00,59237.00,25359.00,102487.00,113714.00,1509201.00,54208.00,5325.00,35619.00,6388.00,258465.00,17243.00,16173.00,175727.00,1179728.00,125358.00,130328.00,6824.00
1992:Q2,3985453.00,2845791.00,280081.00,791919.00,67663.00,3985453.00,2829745.00,1150672.00,266716.00,883956.00,8.00,5029.00,3985453.00,140498.00,59501.00,24769.00,97755.00,113895.00,1490564.00,54391.00,5503.00,38762.00,6267.00,254450.00,16074.00,17066.00,180157.00,1218988.00,138529.00,120811.00,7473.00
1992:Q3,4023851.00,2899094.00,276591.00,780394.00,67771.00,4023851.00,2886020.00,1132683.00,257624.00,875060.00,8.00,5139.00,4023851.00,139109.00,59769.00,24858.00,90565.00,113757.00,1486172.00,53517.00,5713.00,38344.00,6113.00,249117.00,15422.00,16306.00,186746.00,1243647.00,157479.00,129822.00,7394.00
1992:Q4,4043604.00,2942071.00,270935.00,762720.00,67879.00,4043604.00,2932689.00,1105553.00,237926.00,867627.00,8.00,5355.00,4043604.00,137126.00,60036.00,25169.00,86350.00,113679.00,1470913.00,51605.00,5975.00,39838.00,5889.00,241997.00,14546.00,16453.00,199742.00,1272047.00,167916.00,126267.00,8056.00
1993:Q1,4044790.00,2952167.00,268831.00,755776.00,68016.00,4044790.00,2948997.00,1090085.00,228908.00,861177.00,8.00,5700.00,4044790.00,135323.00,58124.00,23509.00,81932.00,113677.00,1459623.00,50235.00,6267.00,40555.00,5588.00,239683.00,14654.00,15645.00,204935.00,1299796.00,173846.00,113292.00,8106.00
1993:Q2,4087451.00,3006418.00,265988.00,746890.00,68154.00,4087451.00,3005094.00,1076311.00,220735.00,855575.00,8.00,6038.00,4087451.00,133459.00,56191.00,22990.00,76409.00,110636.00,1475173.00,48999.00,6617.00,41038.00,5192.00,237545.00,14330.00,14506.00,222373.00,1301300.00,184609.00,127779.00,8305.00
1993:Q3,4133082.00,3058794.00,264685.00,741309.00,68293.00,4133082.00,3057733.00,1067761.00,217513.00,850249.00,7.00,7580.00,4133082.00,131558.00,54237.00,22629.00,73189.00,109450.00,1484688.00,47801.00,6954.00,41277.00,4792.00,232930.00,14824.00,15055.00,232709.00,1330555.00,195409.00,126473.00,8551.00
1993:Q4,4174856.00,3100976.00,267689.00,737758.00,68433.00,4174856.00,3102053.00,1063853.00,218331.00,845522.00,6.00,8944.00,4174856.00,129666.00,52283.00,21850.00,85019.00,108285.00,1493978.00,45060.00,7225.00,41782.00,4472.00,223872.00,12984.00,14529.00,241020.00,1356766.00,204327.00,123130.00,8610.00
1994:Q1,4198077.00,3132490.00,267548.00,729242.00,68797.00,4198077.00,3132120.00,1054551.00,212878.00,841672.00,6.00,11400.00,4198077.00,127655.00,53287.00,20829.00,79509.00,107810.00,1479203.00,43536.00,7436.00,43112.00,4303.00,220819.00,12547.00,14637.00,246877.00,1399296.00,215989.00,110974.00,10258.00
1994:Q2,4246592.00,3179961.00,268641.00,728823.00,69166.00,4246592.00,3176995.00,1055091.00,213457.00,841634.00,6.00,14500.00,4246592.00,125514.00,54301.00,22635.00,77866.00,107866.00,1500109.00,42514.00,7900.00,44088.00,4134.00,218815.00,12563.00,14941.00,247264.00,1432417.00,218890.00,102867.00,11907.00
1994:Q3,4297474.00,3230629.00,268475.00,728831.00,69539.00,4297474.00,3223146.00,1056822.00,214246.00,842576.00,6.00,17500.00,4297474.00,123347.00,55327.00,22891.00,76693.00,109147.00,1527616.00,41424.00,8200.00,45502.00,3964.00,216753.00,12561.00,15024.00,246636.00,1454933.00,222623.00,101560.00,13273.00
1994:Q4,4339061.00,3278208.00,268212.00,722729.00,69912.00,4339061.00,3267741.00,1052589.00,211642.00,840947.00,6.00,18726.00,4339061.00,120806.00,56353.00,23800.00,71000.00,110507.00,1559853.00,40261.00,8788.00,47025.00,3795.00,215773.00,7795.00,15199.00,244580.00,1472405.00,224458.00,103343.00,13320.00
1995:Q1,4372012.00,3306294.00,267138.00,728222.00,70358.00,4372012.00,3293543.00,1058896.00,213253.00,845643.00,6.00,19567.00,4372012.00,118951.00,56739.00,23022.00,68824.00,111787.00,1588016.00,38826.00,8918.00,48591.00,3550.00,215663.00,7991.00,15397.00,243207.00,1480246.00,227141.00,101375.00,13767.00
1995:Q2,4426726.00,3356017.00,269246.00,730653.00,70810.00,4426726.00,3339606.00,1065585.00,212943.00,852642.00,6.00,21529.00,4426726.00,117065.00,57130.00,22669.00,64517.00,112906.00,1615270.00,37658.00,9177.00,48830.00,3306.00,215811.00,8188.00,15558.00,243507.00,1499398.00,230715.00,110807.00,14214.00
1995:Q3,4487736.00,3412760.00,270358.00,733352.00,71266.00,4487736.00,3390907.00,1074172.00,212598.00,861574.00,6.00,22651.00,4487736.00,115174.00,57525.00,22104.00,61300.00,113034.00,1640698.00,36829.00,9242.00,50146.00,3050.00,217684.00,8384.00,15746.00,247915.00,1527030.00,232450.00,114765.00,14660.00
1995:Q4,4525043.00,3445671.00,273850.00,733799.00,71723.00,4525043.00,3420821.00,1080165.00,210239.00,869926.00,6.00,24051.00,4525043.00,113576.00,57921.00,21747.00,57489.00,113809.00,1642123.00,35123.00,9706.00,50986.00,2816.00,213138.00,8581.00,15938.00,250443.00,1570731.00,241314.00,105491.00,14111.00
1996:Q1,4596543.00,3508201.00,274711.00,741237.00,72394.00,4596543.00,3480192.00,1090892.00,213231.00,877661.00,6.00,25453.00,4596543.00,111800.00,57033.00,21349.00,55589.00,114312.00,1656916.00,33204.00,10071.00,65384.00,2571.00,212958.00,8776.00,16126.00,245489.00,1600095.00,251050.00,120257.00,13563.00
1996:Q2,4669559.00,3567778.00,277944.00,750772.00,73065.00,4669559.00,3534579.00,1107560.00,217457.00,890103.00,5.00,27415.00,4669559.00,109924.00,56145.00,20789.00,54617.00,114862.00,1678976.00,32310.00,10146.00,68650.00,2567.00,212776.00,8971.00,16324.00,245397.00,1643705.00,260725.00,119661.00,13014.00
1996:Q3,4738096.00,3632680.00,280374.00,751298.00,73744.00,4738096.00,3592767.00,1115569.00,215643.00,899926.00,4.00,29756.00,4738096.00,108004.00,55247.00,20600.00,52230.00,115932.00,1708546.00,32228.00,10275.00,70310.00,2539.00,208360.00,9169.00,16526.00,244274.00,1679364.00,268010.00,123847.00,12635.00
1996:Q4,4806220.00,3681926.00,286110.00,763762.00,74422.00,4806220.00,3643036.00,1131274.00,221162.00,910112.00,2.00,31908.00,4806220.00,106094.00,54350.00,20386.00,50274.00,117627.00,1731230.00,32223.00,10272.00,73064.00,2431.00,208455.00,9297.00,16734.00,244083.00,1711708.00,277431.00,126724.00,13837.00
1997:Q1,4860654.00,3727558.00,286380.00,771285.00,75431.00,4860654.00,3686078.00,1138519.00,221667.00,916852.00,0.00,36057.00,4860654.00,104231.00,60735.00,19688.00,48038.00,118288.00,1745471.00,30765.00,10282.00,74511.00,2509.00,207184.00,9560.00,16946.00,240344.00,1740359.00,288158.00,128558.00,15027.00
1997:Q2,4937086.00,3782127.00,290412.00,788096.00,76451.00,4937086.00,3738269.00,1158707.00,227746.00,930961.00,0.00,40110.00,4937086.00,102547.00,67191.00,19416.00,47423.00,119369.00,1786968.00,28277.00,10276.00,77585.00,2392.00,207933.00,9835.00,17160.00,238410.00,1762521.00,297138.00,125282.00,17363.00
1997:Q3,5049599.00,3874730.00,292593.00,804794.00,77482.00,5049599.00,3824052.00,1183766.00,240373.00,943393.00,0.00,41781.00,5049599.00,100964.00,73718.00,19037.00,46268.00,120293.00,1820474.00,27611.00,10491.00,81384.00,2384.00,205983.00,10140.00,17382.00,237933.00,1791088.00,316343.00,149090.00,19016.00
1997:Q4,5119606.00,3916512.00,298013.00,826567.00,78514.00,5119606.00,3861991.00,1210799.00,249742.00,961057.00,0.00,46816.00,5119606.00,99014.00,80245.00,18743.00,45738.00,121307.00,1840216.00,26097.00,10822.00,82977.00,2246.00,207036.00,10094.00,17607.00,239416.00,1826294.00,340220.00,128629.00,22905.00
1998:Q1,5209119.00,3985042.00,304620.00,839812.00,79645.00,5209119.00,3919686.00,1240342.00,242433.00,997909.00,0.00,49091.00,5209119.00,96979.00,77043.00,20632.00,45450.00,122337.00,1872828.00,23957.00,11189.00,84575.00,2219.00,206662.00,10125.00,18673.00,240297.00,1847555.00,369703.00,133161.00,25734.00
1998:Q2,5327059.00,4075643.00,311815.00,858813.00,80788.00,5327059.00,4000659.00,1272346.00,237557.00,1034789.00,0.00,54054.00,5327059.00,94881.00,73806.00,22521.00,45114.00,123349.00,1879444.00,23026.00,11616.00,88656.00,2176.00,207902.00,10170.00,20681.00,240847.00,1909389.00,407373.00,137098.00,29010.00
1998:Q3,5450077.00,4167282.00,320219.00,880632.00,81944.00,5450077.00,4079822.00,1306296.00,234557.00,1071739.00,0.00,63959.00,5450077.00,92911.00,70534.00,24411.00,44800.00,123104.00,1894811.00,22840.00,12023.00,91197.00,1919.00,207518.00,10312.00,21499.00,241288.00,1976247.00,435064.00,149901.00,29698.00
1998:Q4,5604190.00,4273052.00,332291.00,915747.00,83100.00,5604190.00,4173329.00,1359256.00,250469.00,1108787.00,0.00,71605.00,5604190.00,94738.00,67261.00,26299.00,44894.00,127358.00,1948253.00,20396.00,12303.00,93345.00,1970.00,213787.00,9887.00,22410.00,246992.00,2018969.00,468160.00,160890.00,26278.00
1999:Q1,5729829.00,4363002.00,342056.00,940658.00,84113.00,5729829.00,4253179.00,1400014.00,258855.00,1141159.00,0.00,76636.00,5729829.00,96722.00,60842.00,25863.00,44549.00,128478.00,1953101.00,18362.00,12164.00,95115.00,1922.00,219133.00,10340.00,22793.00,242665.00,2113010.00,492813.00,166579.00,25378.00
1999:Q2,5868737.00,4471523.00,348483.00,963595.00,85136.00,5868737.00,4350312.00,1444854.00,273212.00,1171642.00,0.00,73571.00,5868737.00,98357.00,54351.00,25271.00,44453.00,128883.00,1987575.00,17147.00,13124.00,100039.00,1949.00,224716.00,10794.00,23968.00,242425.00,2183642.00,511503.00,175630.00,24910.00
1999:Q3,6069978.00,4603527.00,359089.00,1021191.00,86171.00,6069978.00,4468961.00,1525104.00,316945.00,1208159.00,0.00,75913.00,6069978.00,100304.00,47789.00,24679.00,77763.00,129227.00,2064398.00,16871.00,13652.00,104681.00,2001.00,226370.00,11247.00,23855.00,242639.00,2247217.00,524695.00,187786.00,24804.00
1999:Q4,6210937.00,4698268.00,372873.00,1052590.00,87206.00,6210937.00,4552775.00,1579337.00,332425.00,1246912.00,0.00,78825.00,6210937.00,102042.00,41227.00,24087.00,77741.00,131805.00,2133492.00,15940.00,14052.00,107112.00,1931.00,230978.00,11700.00,25687.00,242035.00,2293531.00,538733.00,195304.00,23540.00
2000:Q1,6315291.00,4769484.00,379676.00,1079542.00,86589.00,6315291.00,4617927.00,1616397.00,337869.00,1278528.00,0.00,80967.00,6315291.00,102568.00,41804.00,23924.00,76798.00,132190.00,2196533.00,16652.00,14517.00,109858.00,2561.00,229566.00,11913.00,24300.00,243696.00,2323499.00,545152.00,200092.00,19668.00
2000:Q2,6477668.00,4893689.00,388103.00,1109904.00,85972.00,6477668.00,4733216.00,1661852.00,346985.00,1314867.00,0.00,82600.00,6477668.00,103059.00,42381.00,23760.00,76821.00,131439.00,2283175.00,17204.00,15393.00,114660.00,1862.00,232816.00,12002.00,24741.00,252740.00,2356632.00,554376.00,215452.00,19155.00
2000:Q3,6628508.00,5017799.00,393429.00,1131932.00,85348.00,6628508.00,4848831.00,1697679.00,351932.00,1345747.00,0.00,81998.00,6628508.00,103498.00,42958.00,23597.00,75266.00,131590.00,2336437.00,17004.00,16062.00,118135.00,1692.00,234941.00,12046.00,21781.00,257009.00,2415895.00,574100.00,228449.00,18048.00
2000:Q4,6769079.00,5122061.00,402204.00,1160090.00,84724.00,6769079.00,4946703.00,1738826.00,357353.00,1381473.00,0.00,83550.00,6769079.00,103952.00,43535.00,23434.00,75654.00,130535.00,2349989.00,17128.00,15910.00,119937.00,1652.00,236152.00,11934.00,22122.00,264253.00,2493245.00,604214.00,237899.00,17534.00
2001:Q1,6852800.00,5218931.00,406998.00,1141206.00,85665.00,6852800.00,5034877.00,1734035.00,326741.00,1407294.00,0.00,83888.00,6852800.00,105410.00,44300.00,24276.00,75064.00,129948.00,2394557.00,17111.00,16524.00,121741.00,1658.00,235161.00,10245.00,21862.00,267937.00,2535824.00,585297.00,248467.00,17418.00
2001:Q2,7059341.00,5390990.00,418323.00,1163411.00,86617.00,7059341.00,5198227.00,1774898.00,337549.00,1437349.00,0.00,86216.00,7059341.00,106732.00,45073.00,25115.00,74928.00,131086.00,2439682.00,16739.00,17597.00,126145.00,1688.00,237348.00,10082.00,20503.00,277238.00,2637390.00,610370.00,265087.00,16538.00
2001:Q3,7266638.00,5550690.00,427747.00,1200622.00,87579.00,7266638.00,5348253.00,1834430.00,363912.00,1470518.00,0.00,83955.00,7266638.00,108109.00,45855.00,25956.00,74079.00,128952.00,2459134.00,17889.00,17949.00,133581.00,1728.00,239342.00,9949.00,20944.00,283950.00,2760457.00,646216.00,275416.00,17132.00
2001:Q4,7452152.00,5675131.00,443816.00,1244664.00,88541.00,7452152.00,5463694.00,1902699.00,397663.00,1505035.00,0.00,85759.00,7452152.00,109235.00,46637.00,26797.00,74539.00,129708.00,2510810.00,17867.00,19179.00,135657.00,1893.00,243085.00,9750.00,20984.00,297476.00,2831784.00,700627.00,258189.00,17935.00
2002:Q1,7622309.00,5822610.00,450032.00,1259429.00,90238.00,7622309.00,5604239.00,1930336.00,394957.00,1535379.00,0.00,87734.00,7622309.00,111660.00,47358.00,26639.00,74509.00,128214.00,2508543.00,18252.00,19382.00,140308.00,1893.00,243451.00,10346.00,20925.00,305120.00,2956420.00,732844.00,258857.00,17588.00
2002:Q2,7850263.00,6009863.00,460124.00,1288322.00,91954.00,7850263.00,5783360.00,1973410.00,406267.00,1567143.00,0.00,93493.00,7850263.00,113177.00,48087.00,26482.00,74246.00,126612.00,2577213.00,18593.00,19728.00,145152.00,1914.00,245172.00,10320.00,20766.00,316662.00,3042612.00,768552.00,275051.00,19924.00
2002:Q3,8095596.00,6219410.00,467389.00,1315109.00,93688.00,8095596.00,5981415.00,2019284.00,420418.00,1598866.00,0.00,94897.00,8095596.00,115168.00,48824.00,26326.00,73796.00,124378.00,2695668.00,19016.00,20676.00,148718.00,1915.00,245990.00,10386.00,20927.00,333009.00,3085197.00,801163.00,301005.00,23434.00
2002:Q4,8361401.00,6431294.00,483909.00,1350775.00,95423.00,8361401.00,6181875.00,2082566.00,451979.00,1630586.00,0.00,96960.00,8361401.00,117177.00,49561.00,26167.00,75059.00,124372.00,2799458.00,18989.00,20847.00,151963.00,1997.00,250086.00,10337.00,21098.00,357278.00,3158603.00,819816.00,330480.00,28113.00
2003:Q1,8564775.00,6602809.00,495108.00,1374452.00,92406.00,8564775.00,6358299.00,2110678.00,464000.00,1646678.00,0.00,95798.00,8564775.00,118416.00,50103.00,26196.00,72709.00,124292.00,2873705.00,19000.00,21876.00,154808.00,2002.00,251271.00,10267.00,21297.00,382396.00,3230475.00,851744.00,327715.00,26503.00
2003:Q2,8855187.00,6845003.00,513358.00,1407471.00,89355.00,8855187.00,6618291.00,2139254.00,476556.00,1662697.00,0.00,97642.00,8855187.00,119681.00,50650.00,26226.00,72764.00,128130.00,2983721.00,19543.00,22697.00,159673.00,1943.00,254418.00,10097.00,22796.00,416408.00,3292961.00,880755.00,359118.00,33606.00
2003:Q3,9129818.00,7071838.00,529505.00,1442204.00,86271.00,9129818.00,6861610.00,2167262.00,488559.00,1678702.00,0.00,100946.00,9129818.00,120871.00,51204.00,26256.00,72339.00,127342.00,3067138.00,24189.00,23900.00,167708.00,1935.00,257335.00,10132.00,21453.00,451559.00,3375161.00,923464.00,367209.00,40623.00
2003:Q4,9365929.00,7255271.00,555827.00,1471644.00,83187.00,9365929.00,7069915.00,2190159.00,495437.00,1694721.00,0.00,105855.00,9365929.00,122232.00,51758.00,26284.00,72585.00,129167.00,3083895.00,17502.00,24958.00,172911.00,2105.00,261066.00,10249.00,20399.00,621521.00,3343251.00,987053.00,370157.00,48836.00
2004:Q1,9630087.00,7460014.00,566239.00,1517548.00,86286.00,9630087.00,7244904.00,2273727.00,530686.00,1743041.00,0.00,111456.00,9630087.00,124680.00,55448.00,27422.00,74591.00,130845.00,3212269.00,17782.00,25919.00,176197.00,2164.00,262386.00,10182.00,19055.00,625062.00,3346388.00,1081393.00,382525.00,55779.00
2004:Q2,9983552.00,7754793.00,583820.00,1555553.00,89386.00,9983552.00,7520049.00,2345896.00,545459.00,1800436.00,0.00,117607.00,9983552.00,127187.00,59137.00,28561.00,73094.00,137052.00,3358612.00,15063.00,27703.00,186328.00,2238.00,264214.00,10137.00,17755.00,626560.00,3366532.00,1189893.00,426711.00,66775.00
2004:Q3,10309310.00,8017342.00,595865.00,1603584.00,92519.00,10309310.00,7762033.00,2425713.00,567835.00,1857877.00,0.00,121564.00,10309310.00,129582.00,62868.00,29698.00,73275.00,139379.00,3480404.00,15606.00,29555.00,193637.00,2352.00,267946.00,10204.00,17160.00,627631.00,3380765.00,1325380.00,443319.00,80549.00
2004:Q4,10658301.00,8291992.00,609300.00,1661356.00,95653.00,10658301.00,8024125.00,2502819.00,587488.00,1915330.00,0.00,131357.00,10658301.00,132642.00,66598.00,30836.00,74187.00,143635.00,3604691.00,16866.00,31443.00,198646.00,2432.00,273382.00,10030.00,15004.00,629026.00,3384018.00,1450506.00,475953.00,118406.00
2005:Q1,10940876.00,8521945.00,620087.00,1700943.00,97901.00,10940876.00,8240999.00,2563446.00,603836.00,1959610.00,0.00,136431.00,10940876.00,135772.00,67005.00,32172.00,74452.00,146075.00,3707497.00,17811.00,33622.00,203370.00,2475.00,275050.00,9943.00,13603.00,621773.00,3407181.00,1585236.00,481756.00,126083.00
2005:Q2,11324852.00,8824693.00,635783.00,1764203.00,100173.00,11324852.00,8524793.00,2657487.00,653560.00,2003926.00,0.00,142572.00,11324852.00,138541.00,67417.00,33509.00,74605.00,148108.00,3852400.00,18466.00,34257.00,211755.00,2536.00,278416.00,9922.00,11653.00,611723.00,3442350.00,1760018.00,491055.00,138121.00
2005:Q3,11718342.00,9141699.00,650478.00,1823694.00,102471.00,11718342.00,8823924.00,2748070.00,699705.00,2048365.00,0.00,146348.00,11718342.00,140322.00,67834.00,34846.00,75566.00,155158.00,3980311.00,21624.00,36186.00,219691.00,2662.00,280889.00,9894.00,14231.00,599805.00,3484951.00,1940814.00,505792.00,147766.00
2005:Q4,12095794.00,9420822.00,670079.00,1900125.00,104768.00,12095794.00,9085545.00,2864782.00,771920.00,2092862.00,0.00,145467.00,12095794.00,140756.00,68250.00,36182.00,76573.00,159148.00,4054851.00,20848.00,35081.00,226092.00,2734.00,285487.00,9813.00,13437.00,588803.00,3548483.00,2141173.00,541364.00,146719.00
2006:Q1,12501041.00,9751236.00,682035.00,1962193.00,105577.00,12501041.00,9395294.00,2956136.00,792511.00,2163624.00,0.00,149611.00,12501041.00,138414.00,66171.00,35797.00,77014.00,160118.00,4172576.00,21519.00,35727.00,231110.00,2748.00,288566.00,9758.00,13077.00,593579.00,3627218.00,2305699.00,565457.00,156493.00
2006:Q2,12890705.00,10076587.00,689290.00,2018433.00,106395.00,12890705.00,9701509.00,3035667.00,801208.00,2234459.00,0.00,153529.00,12890705.00,133908.00,64068.00,35411.00,78736.00,163996.00,4300963.00,23165.00,38895.00,240786.00,2857.00,295707.00,9671.00,13254.00,598052.00,3691812.00,2466044.00,574540.00,158840.00
2006:Q3,13226088.00,10335681.00,698126.00,2085060.00,107221.00,13226088.00,9944882.00,3126329.00,821052.00,2305277.00,0.00,154877.00,13226088.00,127671.00,61942.00,35024.00,79639.00,170763.00,4371806.00,23306.00,38017.00,248747.00,2914.00,300423.00,9590.00,14279.00,601509.00,3768725.00,2618535.00,593998.00,159200.00
2006:Q4,13506839.00,10500772.00,712208.00,2185811.00,108048.00,13506839.00,10100955.00,3253834.00,877707.00,2376127.00,0.00,152050.00,13506839.00,123624.00,59817.00,34638.00,80279.00,175420.00,4415664.00,24925.00,39225.00,252506.00,3456.00,303815.00,31940.00,15337.00,607177.00,3841119.00,2767275.00,594284.00,136338.00
2007:Q1,13797719.00,10729933.00,729062.00,2229533.00,109191.00,13797719.00,10317509.00,3332186.00,879236.00,2452949.00,0.00,148024.00,13797719.00,119926.00,55269.00,36499.00,81093.00,181815.00,4435988.00,27669.00,39050.00,255326.00,3562.00,306465.00,32495.00,16414.00,611523.00,3956458.00,2898404.00,591065.00,148698.00
2007:Q2,14104261.00,10941150.00,746256.00,2306509.00,110346.00,14104261.00,10521114.00,3431923.00,902178.00,2529745.00,0.00,151224.00,14104261.00,115901.00,50671.00,38359.00,81899.00,186021.00,4513774.00,29990.00,40149.00,263965.00,4060.00,312353.00,33049.00,17517.00,619103.00,4077824.00,3005946.00,574189.00,139491.00
2007:Q3,14404387.00,11132558.00,768254.00,2392061.00,111514.00,14404387.00,10708704.00,3541264.00,934715.00,2606549.00,0.00,154419.00,14404387.00,113155.00,46022.00,40220.00,81880.00,190440.00,4594463.00,35219.00,41227.00,272110.00,4307.00,317334.00,33603.00,17417.00,629608.00,4252616.00,3023927.00,578712.00,132127.00
2007:Q4,14604158.00,11240393.00,798919.00,2452164.00,112682.00,14604158.00,10817042.00,3630388.00,947111.00,2683276.00,0.00,156728.00,14604158.00,110742.00,41374.00,42081.00,82362.00,193897.00,4658641.00,38993.00,40777.00,280213.00,4778.00,326187.00,34157.00,17310.00,643096.00,4464418.00,2952130.00,549868.00,123134.00
2008:Q1,14749811.00,11320562.00,814965.00,2496136.00,118148.00,14749811.00,10897448.00,3690529.00,960304.00,2730225.00,0.00,161834.00,14749811.00,108830.00,39453.00,41337.00,82873.00,195525.00,4715562.00,39853.00,41471.00,287846.00,4869.00,330918.00,32154.00,17227.00,660885.00,4602238.00,2889811.00,550011.00,108948.00
2008:Q2,14797251.00,11304403.00,831413.00,2537821.00,123614.00,14797251.00,10894609.00,3741459.00,964423.00,2777035.00,0.00,161183.00,14797251.00,116089.00,37533.00,40596.00,85841.00,193684.00,4694244.00,41047.00,41562.00,298644.00,5017.00,336405.00,30153.00,17114.00,673576.00,4760244.00,2798814.00,523219.00,103469.00
2008:Q3,14788325.00,11267680.00,842712.00,2548792.00,129141.00,14788325.00,10871401.00,3754268.00,930528.00,2823740.00,0.00,162656.00,14788325.00,124479.00,35591.00,39853.00,88869.00,189067.00,4653827.00,41721.00,41866.00,307035.00,4670.00,340899.00,28151.00,15768.00,671148.00,4892653.00,2708768.00,505797.00,98163.00
2008:Q4,14727843.00,11169220.00,852346.00,2571577.00,134700.00,14727843.00,10796494.00,3767842.00,897533.00,2870309.00,0.00,163507.00,14727843.00,127264.00,33649.00,39109.00,95826.00,187358.00,4615237.00,44163.00,42581.00,312193.00,4968.00,342446.00,26148.00,14489.00,705323.00,4961428.00,2616482.00,482918.00,76261.00
2009:Q1,14721742.00,11161987.00,855738.00,2566531.00,137486.00,14721742.00,10800189.00,3752129.00,880767.00,2871361.00,0.00,169424.00,14721742.00,132081.00,32638.00,38808.00,96731.00,184266.00,4616213.00,44235.00,42652.00,313473.00,5004.00,338570.00,25536.00,13236.00,725942.00,5041969.00,2539751.00,475890.00,54747.00
2009:Q2,14663414.00,11111960.00,861358.00,2549792.00,140304.00,14663414.00,10764633.00,3724042.00,853557.00,2870485.00,0.00,174739.00,14663414.00,136677.00,31615.00,38506.00,102176.00,187035.00,4564040.00,43106.00,42716.00,315469.00,5040.00,335043.00,24924.00,11964.00,713150.00,5170747.00,2426427.00,462057.00,52722.00
2009:Q3,14564765.00,11032954.00,864387.00,2524272.00,143152.00,14564765.00,10707089.00,3682827.00,813214.00,2869613.00,0.00,174849.00,14564765.00,140865.00,30581.00,38204.00,109945.00,191998.00,4437829.00,40510.00,42836.00,317179.00,4798.00,332493.00,24312.00,11919.00,710460.00,5297548.00,2334987.00,450239.00,48062.00
2009:Q4,14471285.00,10973368.00,859903.00,2492014.00,146000.00,14471285.00,10658129.00,3637892.00,768884.00,2869007.00,0.00,175264.00,14471285.00,145041.00,29548.00,37902.00,108387.00,194075.00,4371923.00,37808.00,42263.00,316943.00,4454.00,326121.00,23701.00,11876.00,707684.00,5376709.00,2260579.00,430283.00,45988.00
