1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q3,61091.00,6215.00,42397.00,1872.00,688.00,1906.00,6491.00,1522.00,56717.00,46434.00,6196.00,0.00,4079.00,8.00,4374.00,5977.00,-5083.00,15434.00,20252.00,19551.00,1269.00,-568.00,10772.00,4100.00,2116.00,0.00,1376.00,2004.00,0.00,1388.00,688.00,-72.00,0.00,232.00,0.00,0.00,816.00,72.00,56.00,11340.00,6596.00,936.00,5660.00,392.00,1264.00,3088.00,-4818.00
1964:Q4,62152.00,6359.00,42886.00,1848.00,704.00,1956.00,6868.00,1531.00,58025.00,47496.00,6356.00,0.00,4165.00,8.00,4127.00,6083.00,-4877.00,15087.00,11664.00,19507.00,1281.00,-9124.00,2336.00,4296.00,2192.00,0.00,-8408.00,2888.00,0.00,2160.00,736.00,-8.00,0.00,212.00,0.00,0.00,1144.00,-52.00,64.00,11460.00,6168.00,-244.00,6412.00,368.00,1276.00,3648.00,3423.00
1965:Q1,63338.00,6460.00,43816.00,1876.00,724.00,2090.00,6818.00,1554.00,59440.00,48659.00,6464.00,0.00,4309.00,8.00,3898.00,6230.00,-4790.00,14918.00,15753.00,19721.00,1275.00,-5243.00,4952.00,-2756.00,2384.00,0.00,3640.00,1312.00,0.00,1056.00,264.00,-8.00,0.00,200.00,0.00,0.00,252.00,76.00,-156.00,10195.00,6768.00,-36.00,6804.00,236.00,1300.00,1891.00,-835.00
1965:Q2,65098.00,6547.00,44688.00,1940.00,752.00,2237.00,7367.00,1567.00,60993.00,49885.00,6612.00,0.00,4480.00,16.00,4105.00,6380.00,-4718.00,15203.00,13150.00,20676.00,1285.00,-8811.00,3812.00,-3480.00,1128.00,0.00,3392.00,1824.00,0.00,1560.00,320.00,-56.00,0.00,192.00,0.00,0.00,668.00,40.00,48.00,12623.00,8024.00,1716.00,6308.00,528.00,1352.00,2719.00,2053.00
1965:Q3,66601.00,6621.00,45792.00,1980.00,764.00,2187.00,7695.00,1562.00,62517.00,51276.00,6720.00,0.00,4501.00,20.00,4084.00,6513.00,-4662.00,15259.00,22841.00,21909.00,1299.00,-367.00,12664.00,3080.00,3272.00,0.00,2156.00,2864.00,0.00,3092.00,-156.00,-72.00,0.00,180.00,0.00,0.00,884.00,80.00,148.00,13031.00,7544.00,968.00,6576.00,256.00,1420.00,3811.00,-7582.00
1965:Q4,68116.00,6756.00,46832.00,2112.00,792.00,2282.00,7804.00,1538.00,63875.00,52463.00,6808.00,0.00,4576.00,28.00,4241.00,6655.00,-4818.00,15714.00,14747.00,22353.00,1317.00,-8923.00,3256.00,824.00,2712.00,0.00,-4988.00,3212.00,0.00,3056.00,244.00,-88.00,0.00,184.00,0.00,0.00,1248.00,112.00,-48.00,12179.00,6612.00,-176.00,6788.00,232.00,1452.00,3883.00,967.00
1966:Q1,71008.00,7134.00,47525.00,2256.00,800.00,2497.00,9299.00,1497.00,65849.00,54047.00,7032.00,0.00,4742.00,28.00,5159.00,6801.00,-5058.00,17018.00,19019.00,22706.00,1352.00,-5039.00,5372.00,1960.00,112.00,0.00,1772.00,1132.00,0.00,1244.00,-8.00,-104.00,0.00,180.00,0.00,0.00,52.00,156.00,8.00,10411.00,6652.00,-56.00,6708.00,184.00,1480.00,2095.00,-2001.00
1966:Q2,73288.00,7567.00,48223.00,2256.00,816.00,2554.00,10405.00,1467.00,67887.00,55522.00,7508.00,0.00,4833.00,24.00,5401.00,7032.00,-5115.00,17548.00,15152.00,23075.00,1368.00,-9291.00,3960.00,-1428.00,2372.00,0.00,1060.00,1016.00,0.00,2044.00,-940.00,-88.00,0.00,188.00,0.00,0.00,536.00,-44.00,260.00,13251.00,8176.00,2084.00,6092.00,348.00,1512.00,3215.00,2396.00
1966:Q3,75261.00,8018.00,49228.00,2232.00,828.00,2692.00,10807.00,1456.00,69895.00,57143.00,7724.00,0.00,5004.00,24.00,5366.00,7199.00,-5237.00,17802.00,23097.00,23385.00,1379.00,-1667.00,8092.00,-224.00,1912.00,0.00,6832.00,-1444.00,0.00,-392.00,-1024.00,-28.00,0.00,172.00,0.00,0.00,900.00,-68.00,12.00,9759.00,4912.00,120.00,4792.00,1188.00,1540.00,2119.00,-5295.00
1966:Q4,76763.00,8385.00,50072.00,2176.00,840.00,2737.00,11105.00,1448.00,71992.00,58769.00,8220.00,0.00,4983.00,20.00,4771.00,7386.00,-5166.00,17323.00,13771.00,24749.00,1385.00,-12363.00,-1280.00,1648.00,708.00,0.00,-3612.00,-1536.00,0.00,-604.00,-984.00,52.00,0.00,160.00,0.00,0.00,1076.00,-24.00,300.00,11083.00,5204.00,496.00,4708.00,788.00,1608.00,3483.00,3552.00
1967:Q1,78295.00,8319.00,50676.00,2580.00,852.00,2796.00,11625.00,1447.00,73060.00,59872.00,8368.00,0.00,4796.00,24.00,5235.00,7533.00,-5111.00,17879.00,18636.00,25837.00,1362.00,-8563.00,2648.00,708.00,6116.00,0.00,-3140.00,-1044.00,0.00,72.00,-1148.00,32.00,0.00,136.00,0.00,0.00,-528.00,380.00,20.00,11211.00,5744.00,376.00,5368.00,40.00,1668.00,3759.00,-757.00
1967:Q2,79814.00,8294.00,51672.00,2576.00,868.00,2798.00,12162.00,1444.00,75131.00,61279.00,8948.00,0.00,4880.00,24.00,4683.00,7653.00,-4243.00,16579.00,16204.00,25688.00,1371.00,-10855.00,2524.00,-1464.00,3476.00,0.00,-80.00,-228.00,0.00,-448.00,208.00,12.00,0.00,104.00,0.00,0.00,576.00,-24.00,164.00,13379.00,8184.00,2672.00,5512.00,200.00,1676.00,3319.00,375.00
1967:Q3,82435.00,8677.00,53542.00,2600.00,888.00,3114.00,12184.00,1430.00,78214.00,63280.00,9524.00,0.00,5382.00,28.00,4221.00,7859.00,-5331.00,17411.00,21509.00,25250.00,1386.00,-5127.00,8588.00,2716.00,432.00,0.00,3836.00,804.00,0.00,120.00,720.00,-36.00,0.00,108.00,0.00,0.00,812.00,0.00,-120.00,13715.00,7968.00,2736.00,5232.00,424.00,1676.00,3647.00,-4098.00
1967:Q4,85867.00,9010.00,55202.00,2744.00,900.00,3320.00,13285.00,1406.00,81104.00,65108.00,10088.00,0.00,5880.00,28.00,4763.00,8056.00,-5667.00,18486.00,15598.00,26112.00,1405.00,-11919.00,-264.00,1244.00,-948.00,0.00,-2812.00,608.00,0.00,-1164.00,1780.00,-8.00,0.00,112.00,0.00,0.00,1452.00,144.00,-64.00,11655.00,6708.00,1508.00,5200.00,36.00,1728.00,3183.00,2888.00
1968:Q1,88204.00,9732.00,57211.00,3244.00,916.00,3353.00,12381.00,1367.00,83920.00,67526.00,10616.00,0.00,5750.00,28.00,4284.00,8334.00,-6712.00,19330.00,20140.00,27010.00,1488.00,-8358.00,5012.00,-2628.00,2208.00,0.00,2452.00,2516.00,0.00,-1688.00,4364.00,-160.00,0.00,164.00,0.00,0.00,-320.00,544.00,76.00,13370.00,6748.00,1104.00,5644.00,228.00,1788.00,4606.00,-810.00
1968:Q2,91893.00,10273.00,58720.00,3304.00,924.00,3394.00,13934.00,1344.00,86810.00,69480.00,11364.00,0.00,5938.00,28.00,5083.00,8516.00,-6296.00,19895.00,20868.00,28237.00,1465.00,-8834.00,4920.00,1948.00,1544.00,0.00,-2676.00,2712.00,0.00,-68.00,2544.00,236.00,0.00,184.00,0.00,0.00,1132.00,104.00,-28.00,13754.00,7388.00,204.00,7184.00,380.00,1860.00,4126.00,-973.00
1968:Q3,93568.00,10845.00,60429.00,3308.00,952.00,3503.00,13204.00,1327.00,89535.00,71719.00,11680.00,0.00,6108.00,28.00,4033.00,8638.00,-7165.00,19836.00,26202.00,28414.00,1402.00,-3614.00,10748.00,-4760.00,4888.00,0.00,4676.00,4536.00,0.00,844.00,3672.00,20.00,0.00,204.00,0.00,0.00,1452.00,8.00,-256.00,14362.00,7564.00,-1720.00,9284.00,172.00,1896.00,4730.00,-6366.00
1968:Q4,96227.00,11358.00,61780.00,3384.00,976.00,3678.00,13757.00,1294.00,92583.00,74125.00,12124.00,0.00,6310.00,24.00,3644.00,8948.00,-7191.00,19783.00,14079.00,28852.00,1301.00,-16074.00,2360.00,2500.00,3956.00,0.00,-10568.00,4780.00,0.00,1648.00,3044.00,88.00,0.00,216.00,0.00,0.00,1524.00,84.00,-132.00,18434.00,12072.00,984.00,11088.00,460.00,1940.00,3962.00,5704.00
1969:Q1,99002.00,11858.00,63309.00,3808.00,980.00,3984.00,13795.00,1268.00,95326.00,76435.00,12616.00,0.00,6251.00,24.00,3676.00,9217.00,-6918.00,19811.00,14502.00,29037.00,1091.00,-15626.00,7956.00,-956.00,-2576.00,0.00,4452.00,6316.00,0.00,2024.00,4196.00,96.00,0.00,192.00,0.00,0.00,292.00,408.00,-172.00,23582.00,15492.00,4260.00,11232.00,548.00,1984.00,5558.00,5309.00
1969:Q2,102245.00,12324.00,65073.00,3668.00,1016.00,4225.00,14677.00,1262.00,98345.00,79045.00,12832.00,0.00,6444.00,24.00,3900.00,9548.00,-6872.00,20320.00,16055.00,29462.00,991.00,-14398.00,5456.00,192.00,-5848.00,0.00,5840.00,3932.00,0.00,2096.00,1608.00,228.00,0.00,236.00,0.00,0.00,1324.00,-132.00,-88.00,19854.00,12880.00,3024.00,9856.00,300.00,2032.00,4642.00,4265.00
1969:Q3,106412.00,13363.00,66989.00,3516.00,1040.00,4458.00,15781.00,1265.00,101860.00,81770.00,13404.00,0.00,6662.00,24.00,4552.00,9757.00,-6605.00,20914.00,21737.00,28874.00,929.00,-8066.00,8764.00,772.00,-11192.00,0.00,14232.00,3188.00,0.00,3180.00,-4.00,12.00,0.00,520.00,0.00,0.00,1480.00,-184.00,-52.00,16830.00,10496.00,2208.00,8288.00,264.00,2044.00,4026.00,-823.00
1969:Q4,109731.00,13679.00,68805.00,3448.00,1068.00,4681.00,16775.00,1275.00,105436.00,84502.00,14016.00,0.00,6890.00,28.00,4295.00,10093.00,-6977.00,21365.00,14389.00,27898.00,913.00,-14422.00,2152.00,7780.00,-3704.00,0.00,-9036.00,4552.00,0.00,5024.00,-396.00,-76.00,0.00,880.00,0.00,0.00,1860.00,-52.00,-128.00,16574.00,6676.00,1572.00,5104.00,1872.00,2036.00,5990.00,6976.00
1970:Q1,113983.00,14017.00,70610.00,3756.00,1072.00,4944.00,18283.00,1301.00,109687.00,87769.00,14704.00,0.00,7190.00,24.00,4296.00,10400.00,-6592.00,21288.00,20271.00,28169.00,956.00,-8854.00,7096.00,132.00,5432.00,0.00,-2356.00,1900.00,0.00,3824.00,-1812.00,-112.00,0.00,1704.00,0.00,0.00,-68.00,356.00,-4.00,15950.00,8576.00,1252.00,7324.00,-164.00,2088.00,5450.00,1017.00
1970:Q2,117393.00,14148.00,72431.00,3736.00,1080.00,5113.00,19594.00,1291.00,113689.00,90533.00,15636.00,0.00,7496.00,24.00,3704.00,10764.00,-6312.00,20780.00,15089.00,28506.00,1029.00,-14446.00,5280.00,-364.00,12264.00,0.00,-8040.00,268.00,0.00,1612.00,-1688.00,344.00,0.00,436.00,0.00,0.00,772.00,-64.00,8.00,19726.00,13360.00,3748.00,9612.00,-504.00,2124.00,4746.00,5691.00
1970:Q3,121009.00,14317.00,74324.00,3832.00,1092.00,5238.00,20944.00,1262.00,118046.00,93622.00,16552.00,0.00,7848.00,24.00,2963.00,11106.00,-5940.00,20009.00,25581.00,30295.00,1136.00,-5850.00,11572.00,-3944.00,13760.00,0.00,4292.00,-3884.00,0.00,-1992.00,-1900.00,8.00,0.00,664.00,0.00,0.00,668.00,132.00,-116.00,17422.00,8852.00,-1060.00,9912.00,776.00,2244.00,5550.00,-5572.00
1970:Q4,123175.00,14386.00,75963.00,3636.00,1112.00,5317.00,21559.00,1202.00,122293.00,96519.00,17512.00,0.00,8238.00,24.00,882.00,11517.00,-6004.00,18403.00,-891.00,30372.00,1271.00,-32534.00,-7092.00,-8.00,8392.00,0.00,-9956.00,-7288.00,0.00,-3712.00,-3928.00,352.00,0.00,864.00,0.00,0.00,1116.00,-164.00,-48.00,25442.00,17144.00,5432.00,11712.00,200.00,2292.00,5806.00,19294.00
1971:Q1,127176.00,14711.00,78252.00,4088.00,1132.00,5447.00,22422.00,1124.00,127222.00,100076.00,18324.00,0.00,8794.00,28.00,-46.00,11817.00,-6634.00,18405.00,13589.00,30350.00,1490.00,-18251.00,7572.00,5432.00,10176.00,0.00,-1612.00,-8376.00,0.00,-3720.00,-4572.00,-84.00,0.00,1224.00,0.00,0.00,284.00,488.00,-44.00,25823.00,17120.00,4676.00,12444.00,372.00,2328.00,6003.00,4816.00
1971:Q2,131769.00,15606.00,80227.00,4216.00,1164.00,5480.00,24006.00,1070.00,131246.00,102971.00,19060.00,0.00,9183.00,32.00,523.00,12113.00,-7507.00,20143.00,15633.00,30823.00,1609.00,-16799.00,9144.00,-1232.00,3904.00,0.00,7276.00,-3536.00,0.00,-480.00,-2928.00,-128.00,0.00,624.00,0.00,0.00,552.00,1360.00,196.00,25943.00,16992.00,3408.00,13584.00,-272.00,2384.00,6839.00,4510.00
1971:Q3,135313.00,16015.00,82806.00,4372.00,1184.00,5511.00,24364.00,1061.00,135111.00,105824.00,19644.00,0.00,9607.00,36.00,202.00,12347.00,-7070.00,19619.00,24762.00,30329.00,1688.00,-7255.00,18088.00,1832.00,5504.00,0.00,7604.00,-956.00,0.00,-168.00,-604.00,-184.00,0.00,1308.00,0.00,0.00,892.00,1624.00,280.00,25343.00,14028.00,832.00,13196.00,996.00,2396.00,7923.00,-5143.00
1971:Q4,140019.00,17276.00,84719.00,4460.00,1216.00,5542.00,25728.00,1078.00,138365.00,107973.00,20300.00,0.00,10052.00,40.00,1654.00,12654.00,-6801.00,21109.00,6923.00,31341.00,1725.00,-26143.00,1872.00,-2736.00,9312.00,0.00,-11056.00,1760.00,0.00,2956.00,-584.00,-612.00,0.00,1160.00,0.00,0.00,1988.00,1512.00,-68.00,28015.00,16120.00,1016.00,15104.00,364.00,2468.00,9063.00,14186.00
1972:Q1,145619.00,19501.00,86368.00,4992.00,1256.00,5652.00,26705.00,1145.00,143239.00,111429.00,21208.00,0.00,10555.00,47.00,2380.00,12922.00,-7005.00,22307.00,21517.00,31468.00,1660.00,-11611.00,17744.00,3464.00,4424.00,0.00,3200.00,3180.00,0.00,2768.00,924.00,-512.00,0.00,1340.00,0.00,0.00,92.00,1944.00,100.00,29355.00,16620.00,2044.00,14576.00,1068.00,2504.00,9163.00,790.00
1972:Q2,157850.00,20966.00,88526.00,5044.00,1308.00,5768.00,35028.00,1210.00,146648.00,114010.00,21620.00,0.00,10967.00,51.00,11202.00,13142.00,-6628.00,30972.00,19831.00,30371.00,1655.00,-12195.00,11532.00,-3548.00,6952.00,0.00,252.00,3948.00,0.00,1220.00,3848.00,-1120.00,0.00,1612.00,0.00,0.00,812.00,1496.00,8.00,23727.00,13972.00,-1500.00,15472.00,-1212.00,2484.00,8483.00,11141.00
1972:Q3,153347.00,21217.00,90350.00,5224.00,1336.00,5986.00,27977.00,1257.00,150786.00,116911.00,22516.00,0.00,11304.00,55.00,2561.00,13442.00,-8167.00,24170.00,37643.00,30874.00,1652.00,5117.00,27696.00,3292.00,4612.00,0.00,9256.00,5868.00,0.00,2264.00,2752.00,852.00,0.00,1148.00,0.00,0.00,2024.00,1676.00,-180.00,22579.00,11828.00,-1000.00,12828.00,504.00,2528.00,7719.00,-13473.00
1972:Q4,170773.00,21848.00,92544.00,5748.00,1380.00,6306.00,41674.00,1273.00,153242.00,119178.00,22468.00,0.00,11537.00,59.00,17531.00,13798.00,-7280.00,38609.00,23293.00,32655.00,1657.00,-11019.00,11200.00,-1012.00,10948.00,0.00,-13064.00,8328.00,0.00,2984.00,5760.00,-416.00,0.00,1448.00,0.00,0.00,2888.00,2000.00,-336.00,22219.00,12052.00,664.00,11388.00,1020.00,2624.00,6523.00,15316.00
1973:Q1,169485.00,21899.00,95060.00,6036.00,1424.00,6928.00,36879.00,1259.00,157046.00,122008.00,23248.00,0.00,11722.00,68.00,12439.00,14187.00,-7332.00,33958.00,37510.00,33424.00,1681.00,2405.00,25128.00,876.00,9304.00,0.00,2424.00,8476.00,0.00,2112.00,5464.00,900.00,0.00,1112.00,0.00,0.00,1136.00,1792.00,8.00,22723.00,13424.00,2268.00,11156.00,668.00,2680.00,5951.00,-3552.00
1973:Q2,170822.00,22317.00,96333.00,6072.00,1468.00,7444.00,35965.00,1223.00,161075.00,125085.00,23960.00,0.00,11954.00,76.00,9747.00,14611.00,-7644.00,32002.00,33020.00,33327.00,1704.00,-2011.00,18748.00,-1220.00,4280.00,0.00,1384.00,8712.00,0.00,1860.00,6872.00,-20.00,0.00,972.00,0.00,0.00,3044.00,1548.00,28.00,20759.00,11984.00,-1352.00,13336.00,-968.00,2712.00,7031.00,-1018.00
1973:Q3,173539.00,23113.00,98669.00,5856.00,1520.00,8015.00,35203.00,1163.00,164822.00,128287.00,24172.00,0.00,12278.00,85.00,8717.00,15033.00,-6844.00,30594.00,41243.00,33871.00,1735.00,5637.00,30408.00,-492.00,10444.00,0.00,6824.00,7832.00,0.00,1052.00,7144.00,-364.00,0.00,1784.00,0.00,0.00,2672.00,1264.00,80.00,24771.00,12036.00,-596.00,12632.00,1664.00,2784.00,8287.00,-10649.00
1973:Q4,177289.00,23975.00,99622.00,6148.00,1556.00,8653.00,36257.00,1078.00,169624.00,131865.00,24956.00,0.00,12708.00,95.00,7665.00,15592.00,-7428.00,30685.00,21765.00,35332.00,1772.00,-15339.00,14628.00,876.00,2432.00,0.00,-4836.00,7104.00,0.00,-348.00,7052.00,400.00,0.00,2932.00,0.00,0.00,4456.00,1892.00,-228.00,29967.00,17688.00,940.00,16748.00,-220.00,2908.00,9591.00,8920.00
1974:Q1,178772.00,23264.00,101022.00,6328.00,1596.00,9429.00,36214.00,919.00,173391.00,136591.00,23428.00,0.00,13268.00,104.00,5381.00,16516.00,-9240.00,31137.00,33234.00,37676.00,1820.00,-6262.00,24052.00,708.00,3084.00,0.00,9004.00,6616.00,0.00,148.00,6540.00,-72.00,0.00,1812.00,0.00,0.00,1104.00,1964.00,-240.00,30314.00,17380.00,1512.00,15868.00,232.00,3084.00,9618.00,-2097.00
1974:Q2,184165.00,24082.00,103992.00,6632.00,1644.00,10021.00,37097.00,697.00,180336.00,141640.00,24720.00,0.00,13864.00,112.00,3829.00,17759.00,-10092.00,31680.00,32064.00,40878.00,1860.00,-10674.00,14988.00,4088.00,9604.00,0.00,-10992.00,5408.00,0.00,-1172.00,4964.00,1616.00,0.00,1856.00,0.00,0.00,2920.00,2000.00,104.00,25662.00,14572.00,1004.00,13568.00,-772.00,3296.00,8566.00,-384.00
1974:Q3,190348.00,25163.00,106834.00,7280.00,1684.00,10487.00,38484.00,416.00,187550.00,147068.00,25852.00,0.00,14510.00,120.00,2798.00,19052.00,-8024.00,29874.00,36714.00,41719.00,1897.00,-6902.00,20920.00,-4208.00,836.00,0.00,13324.00,4456.00,0.00,1796.00,2312.00,348.00,0.00,1772.00,0.00,0.00,2444.00,2168.00,128.00,27822.00,12708.00,4852.00,7856.00,1568.00,3412.00,10134.00,-6840.00
1974:Q4,192342.00,25583.00,107504.00,6476.00,1736.00,10823.00,39985.00,235.00,195082.00,152643.00,27104.00,0.00,15207.00,128.00,-2740.00,20005.00,-9324.00,26589.00,-587.00,41728.00,1927.00,-44242.00,-21816.00,304.00,6312.00,0.00,-18360.00,-208.00,0.00,1060.00,-1472.00,204.00,0.00,4440.00,0.00,0.00,-14620.00,524.00,-208.00,22426.00,6372.00,3468.00,2904.00,1676.00,3496.00,10882.00,27176.00
1975:Q1,196600.00,25724.00,109021.00,6112.00,1752.00,11228.00,42672.00,91.00,204114.00,158774.00,29216.00,0.00,15984.00,140.00,-7514.00,20573.00,-10124.00,23183.00,29887.00,45354.00,1961.00,-17428.00,5900.00,2504.00,-10532.00,0.00,8848.00,2908.00,0.00,1872.00,1132.00,-96.00,0.00,2196.00,0.00,0.00,-884.00,920.00,-60.00,23328.00,8656.00,3840.00,4816.00,384.00,3740.00,10548.00,-6704.00
1975:Q2,205769.00,26456.00,111683.00,6636.00,1800.00,11284.00,47865.00,45.00,211703.00,164451.00,30476.00,0.00,16624.00,152.00,-5934.00,20837.00,-9337.00,24240.00,28647.00,42336.00,1963.00,-15652.00,6700.00,-1660.00,4164.00,0.00,-3812.00,3728.00,0.00,-1028.00,5132.00,-376.00,0.00,1792.00,0.00,0.00,764.00,1784.00,-60.00,22352.00,8744.00,-24.00,8768.00,-40.00,3688.00,9960.00,-4407.00
1975:Q3,211994.00,27167.00,114899.00,8196.00,1868.00,11215.00,48604.00,45.00,216555.00,168387.00,30952.00,0.00,17052.00,164.00,-4561.00,21065.00,-12345.00,28849.00,44663.00,43730.00,1945.00,-1012.00,21160.00,-368.00,-1036.00,0.00,7784.00,8304.00,0.00,1796.00,3584.00,2924.00,0.00,1192.00,0.00,0.00,2700.00,2592.00,-8.00,22172.00,5264.00,-8404.00,13668.00,460.00,3808.00,12640.00,-15814.00
1975:Q4,216584.00,28161.00,117257.00,8444.00,1952.00,11013.00,49679.00,78.00,220835.00,170846.00,32564.00,0.00,17249.00,176.00,-4251.00,21369.00,-12090.00,29208.00,14488.00,46781.00,1907.00,-34200.00,-400.00,1344.00,996.00,0.00,-16104.00,8280.00,0.00,2400.00,-1200.00,7080.00,0.00,1248.00,0.00,0.00,2976.00,1020.00,-160.00,33800.00,21164.00,3552.00,17612.00,-48.00,3976.00,8708.00,14720.00
1976:Q1,223848.00,29468.00,120870.00,9676.00,2036.00,10511.00,51117.00,170.00,223997.00,173169.00,33384.00,0.00,17264.00,180.00,-149.00,21676.00,-11598.00,33125.00,37184.00,49278.00,1842.00,-13936.00,22580.00,-2580.00,816.00,0.00,2260.00,20688.00,0.00,15308.00,732.00,4648.00,0.00,-240.00,0.00,0.00,-544.00,2344.00,-164.00,36516.00,17564.00,-2156.00,19720.00,5036.00,4096.00,9820.00,-4059.00
1976:Q2,228423.00,30598.00,123516.00,9628.00,2132.00,10351.00,52001.00,197.00,226608.00,175631.00,33416.00,0.00,17377.00,184.00,1815.00,21992.00,-11329.00,35136.00,33463.00,45584.00,1779.00,-13900.00,17816.00,-248.00,-4460.00,0.00,6060.00,10704.00,0.00,5868.00,1360.00,3476.00,0.00,1876.00,0.00,0.00,2372.00,1100.00,412.00,31716.00,30848.00,2836.00,28012.00,-5228.00,3992.00,2104.00,1673.00
1976:Q3,233113.00,31601.00,126025.00,9660.00,2236.00,10347.00,53016.00,228.00,230773.00,178248.00,34724.00,0.00,17605.00,196.00,2340.00,22170.00,-12273.00,36783.00,45908.00,43091.00,1713.00,1104.00,29136.00,2040.00,4480.00,0.00,2288.00,15292.00,0.00,9836.00,4064.00,1392.00,0.00,1544.00,0.00,0.00,2040.00,1248.00,204.00,28032.00,10120.00,-5408.00,15528.00,4948.00,3948.00,9016.00,-9125.00
1976:Q4,242047.00,32629.00,129645.00,9580.00,2344.00,10523.00,57122.00,204.00,234859.00,181672.00,35028.00,0.00,17963.00,196.00,7188.00,22436.00,-12884.00,42508.00,37582.00,41612.00,1650.00,-5680.00,21940.00,-3016.00,7652.00,0.00,-9788.00,21248.00,0.00,18820.00,2456.00,-28.00,0.00,1820.00,0.00,0.00,3036.00,1084.00,-96.00,27620.00,7208.00,-11540.00,18748.00,3388.00,3940.00,13084.00,4926.00
1977:Q1,245951.00,33530.00,132880.00,10516.00,2512.00,10915.00,55459.00,139.00,240654.00,186285.00,35692.00,0.00,18469.00,208.00,5297.00,22879.00,-12850.00,41026.00,52090.00,43505.00,1566.00,7019.00,40540.00,2872.00,4696.00,0.00,2084.00,26876.00,0.00,13540.00,14364.00,-1028.00,0.00,620.00,0.00,0.00,1340.00,2036.00,16.00,33521.00,14812.00,-8468.00,23280.00,1368.00,4084.00,13257.00,-11064.00
1977:Q2,254328.00,34719.00,135500.00,11388.00,2704.00,11355.00,58560.00,102.00,247112.00,190449.00,37492.00,0.00,18967.00,204.00,7216.00,23250.00,-13038.00,43504.00,52057.00,44874.00,1540.00,5643.00,40036.00,-104.00,3960.00,0.00,5416.00,27560.00,0.00,24612.00,3520.00,-572.00,0.00,-884.00,0.00,0.00,2372.00,1992.00,-276.00,34393.00,33020.00,3888.00,29132.00,-8164.00,4204.00,5333.00,-8553.00
1977:Q3,263122.00,35927.00,138332.00,11848.00,2856.00,11890.00,62221.00,48.00,252288.00,195343.00,37264.00,0.00,19473.00,208.00,10834.00,23692.00,-13769.00,48295.00,61329.00,43801.00,1545.00,15983.00,48100.00,344.00,8420.00,0.00,2860.00,32356.00,0.00,24404.00,6288.00,1664.00,0.00,1148.00,0.00,0.00,1732.00,1520.00,-280.00,32117.00,15568.00,-3148.00,18716.00,4864.00,4216.00,7469.00,-13034.00
1977:Q4,268243.00,37288.00,141052.00,11964.00,3028.00,12500.00,62320.00,91.00,257823.00,199943.00,37708.00,0.00,19952.00,220.00,10420.00,24107.00,-12691.00,47218.00,49191.00,43659.00,1581.00,3951.00,31820.00,1128.00,9732.00,0.00,-10740.00,25396.00,0.00,21932.00,1212.00,2252.00,0.00,1336.00,0.00,0.00,3932.00,1112.00,-76.00,27869.00,15296.00,-3932.00,19228.00,2752.00,4264.00,5557.00,-1973.00
1978:Q1,275573.00,38636.00,142960.00,10516.00,3184.00,13222.00,66893.00,162.00,263695.00,204039.00,39168.00,0.00,20268.00,220.00,11878.00,24558.00,-12840.00,49276.00,48281.00,43050.00,1671.00,3560.00,51624.00,-500.00,7900.00,0.00,2352.00,39040.00,0.00,29644.00,6840.00,2556.00,0.00,2228.00,0.00,0.00,1624.00,-1008.00,-12.00,48064.00,35796.00,-1692.00,37488.00,1140.00,4284.00,6844.00,995.00
1978:Q2,287315.00,40140.00,147695.00,12372.00,3348.00,14079.00,69572.00,109.00,269217.00,207348.00,40972.00,0.00,20669.00,228.00,18098.00,25172.00,-13480.00,56750.00,66248.00,51192.00,1752.00,13304.00,58388.00,20.00,7332.00,0.00,5528.00,36956.00,0.00,19308.00,18500.00,-852.00,0.00,2336.00,0.00,0.00,3488.00,2532.00,196.00,45084.00,45304.00,1324.00,43980.00,-7372.00,4680.00,2472.00,-9498.00
1978:Q3,285222.00,40922.00,144235.00,12480.00,3484.00,15082.00,69003.00,16.00,274546.00,211811.00,41268.00,0.00,21227.00,240.00,10676.00,25805.00,-13964.00,50445.00,56383.00,53628.00,1823.00,932.00,50204.00,-16.00,8240.00,0.00,1916.00,33708.00,0.00,28256.00,6164.00,-712.00,0.00,2120.00,0.00,0.00,2496.00,1440.00,300.00,49272.00,37676.00,-516.00,38192.00,-12.00,4840.00,6768.00,-5938.00
