1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q2,4250152.00,14987.00,252690.00,131103.00,40363.00,3872.00,132898.00,14122.00,70171.00,7727.00,40878.00,141143.00,84270.00,56873.00,17119.00,1119455.00,605675.00,1790847.00,6503901.00,1352584.00,111996.00,115097.00,1125491.00,2346194.00,694004.00,501518.00,1150672.00,717201.00,64213.00,533422.00,1490288.00
1992:Q3,4269262.00,15639.00,252199.00,134367.00,44819.00,3194.00,128535.00,14757.00,65332.00,8462.00,39984.00,142470.00,84627.00,57843.00,18891.00,1134080.00,614855.00,1780213.00,6515906.00,1365248.00,108216.00,116104.00,1140928.00,2321933.00,687249.00,502001.00,1132683.00,726285.00,68374.00,532831.00,1501235.00
1992:Q4,4303690.00,15791.00,260302.00,136186.00,47346.00,5057.00,145007.00,17044.00,73565.00,8585.00,45813.00,150946.00,85205.00,65741.00,21148.00,1092754.00,586397.00,1842756.00,6544914.00,1379895.00,107106.00,118285.00,1154504.00,2299221.00,683430.00,510238.00,1105553.00,757549.00,68465.00,528006.00,1511778.00
1993:Q1,4399784.00,13489.00,254494.00,144020.00,47964.00,3905.00,131752.00,15860.00,56231.00,15167.00,44494.00,144984.00,81633.00,63351.00,23483.00,1132267.00,592857.00,1910569.00,6637593.00,1445589.00,113900.00,119327.00,1212362.00,2266006.00,673107.00,502814.00,1090085.00,744768.00,74396.00,539019.00,1567815.00
1993:Q2,4484825.00,13667.00,261245.00,147846.00,46695.00,3071.00,137993.00,18076.00,61216.00,11620.00,47081.00,143734.00,79181.00,64553.00,25215.00,1164429.00,607448.00,1933482.00,6691534.00,1503576.00,124025.00,120705.00,1258846.00,2249849.00,677934.00,495604.00,1076311.00,744847.00,70609.00,544678.00,1577976.00
1993:Q3,4564995.00,15278.00,258801.00,143401.00,45118.00,1963.00,156603.00,16698.00,66531.00,17224.00,56150.00,143474.00,76866.00,66608.00,27899.00,1190125.00,622359.00,1959974.00,6734697.00,1548852.00,123232.00,122697.00,1302923.00,2226821.00,671377.00,487683.00,1067761.00,752789.00,73232.00,542416.00,1590586.00
1993:Q4,4679631.00,14502.00,284151.00,155587.00,44812.00,2506.00,157101.00,19411.00,62439.00,19059.00,56192.00,151362.00,74133.00,77229.00,29776.00,1143777.00,607125.00,2088932.00,6809358.00,1580574.00,117829.00,124864.00,1337881.00,2224653.00,680522.00,480278.00,1063853.00,795567.00,72112.00,550500.00,1585952.00
1994:Q1,4718139.00,15730.00,287198.00,152045.00,45315.00,2579.00,161162.00,16511.00,68661.00,22414.00,53576.00,145821.00,74116.00,71705.00,29526.00,1177250.00,635464.00,2066049.00,6851073.00,1630903.00,129885.00,126947.00,1374071.00,2248809.00,689093.00,505165.00,1054551.00,781459.00,76964.00,565905.00,1547033.00
1994:Q2,4798342.00,16080.00,288768.00,155832.00,48704.00,2514.00,162958.00,17880.00,68659.00,24901.00,51518.00,150192.00,76936.00,73256.00,29114.00,1228063.00,651039.00,2065078.00,6919482.00,1661478.00,135680.00,129467.00,1396331.00,2269261.00,706293.00,507877.00,1055091.00,806617.00,73256.00,568851.00,1540020.00
1994:Q3,4870982.00,12638.00,296562.00,157040.00,49104.00,2696.00,161254.00,17818.00,76920.00,14900.00,51616.00,152959.00,78218.00,74741.00,30922.00,1246202.00,669271.00,2092334.00,6970332.00,1679354.00,138683.00,130445.00,1410226.00,2287941.00,722513.00,508606.00,1056822.00,822266.00,74996.00,589438.00,1516337.00
1994:Q4,5012025.00,15664.00,308333.00,163545.00,52212.00,2178.00,166171.00,18826.00,69150.00,19875.00,58320.00,166774.00,80153.00,86621.00,31061.00,1232003.00,685575.00,2188509.00,7088077.00,1699387.00,139238.00,131689.00,1428460.00,2317147.00,743352.00,521206.00,1052589.00,880392.00,73122.00,602907.00,1515122.00
1995:Q1,5090732.00,13850.00,296906.00,151005.00,52406.00,3707.00,149996.00,18211.00,61608.00,21042.00,49135.00,159508.00,79761.00,79747.00,34725.00,1262686.00,705300.00,2260643.00,7173728.00,1722105.00,149799.00,131748.00,1440558.00,2374199.00,775958.00,539345.00,1058896.00,876570.00,82352.00,619214.00,1499288.00
1995:Q2,5227213.00,14454.00,289564.00,161359.00,65609.00,9019.00,176171.00,17386.00,69206.00,24306.00,65273.00,160304.00,79799.00,80505.00,38408.00,1289639.00,720106.00,2302580.00,7272257.00,1762050.00,162887.00,132761.00,1466402.00,2414702.00,802578.00,546539.00,1065585.00,888848.00,73904.00,634404.00,1498349.00
1995:Q3,5374277.00,15856.00,301857.00,163948.00,68502.00,3771.00,147483.00,18004.00,66348.00,20783.00,42348.00,157909.00,79629.00,78280.00,42323.00,1343457.00,741314.00,2387857.00,7391277.00,1772887.00,163268.00,133510.00,1476109.00,2437311.00,816196.00,546943.00,1074172.00,924461.00,75515.00,651485.00,1529618.00
1995:Q4,5567852.00,17403.00,326480.00,171147.00,76998.00,2440.00,163286.00,20142.00,80724.00,23421.00,38999.00,164729.00,79668.00,85061.00,45668.00,1325261.00,778673.00,2495767.00,7542707.00,1786231.00,157351.00,134758.00,1494122.00,2483604.00,832127.00,571312.00,1080165.00,975331.00,73667.00,654112.00,1569762.00
1996:Q1,5721586.00,20387.00,299760.00,167839.00,86609.00,2428.00,151033.00,17436.00,82413.00,20853.00,30331.00,155060.00,78382.00,76678.00,50177.00,1368703.00,803285.00,2616305.00,7683821.00,1826142.00,174174.00,134937.00,1517031.00,2503740.00,833236.00,579612.00,1090892.00,971532.00,83165.00,677787.00,1621455.00
1996:Q2,5869864.00,19844.00,305780.00,176787.00,93994.00,4322.00,167862.00,20928.00,90198.00,22880.00,33856.00,148951.00,76934.00,72017.00,54306.00,1425282.00,817570.00,2655166.00,7803137.00,1861381.00,181726.00,137110.00,1542545.00,2545698.00,850113.00,588025.00,1107560.00,1003764.00,80014.00,702655.00,1609625.00
1996:Q3,6001774.00,20922.00,316995.00,186931.00,101992.00,4674.00,165459.00,23488.00,79919.00,25926.00,36126.00,144367.00,75847.00,68520.00,57743.00,1458308.00,838645.00,2705738.00,7924478.00,1868392.00,172999.00,137084.00,1558309.00,2586900.00,879870.00,591461.00,1115569.00,996125.00,84317.00,713353.00,1675391.00
1996:Q4,6159689.00,28208.00,328028.00,204675.00,113863.00,3904.00,169303.00,31534.00,75645.00,28480.00,33644.00,152481.00,74736.00,77745.00,62566.00,1442904.00,866486.00,2787271.00,8048356.00,1876639.00,156405.00,137851.00,1582383.00,2613353.00,892136.00,589943.00,1131274.00,1056856.00,85547.00,708810.00,1707151.00
1997:Q1,6251682.00,28968.00,335322.00,211214.00,122004.00,3732.00,163637.00,26721.00,84519.00,19272.00,33125.00,150380.00,80423.00,69957.00,62961.00,1488384.00,894784.00,2790296.00,8162921.00,1917745.00,168747.00,138652.00,1610346.00,2659240.00,923506.00,597215.00,1138519.00,1044086.00,98935.00,737992.00,1704923.00
1997:Q2,6383437.00,33462.00,332005.00,227641.00,127022.00,3249.00,147620.00,25733.00,70901.00,11823.00,39163.00,154580.00,86607.00,67973.00,69664.00,1553500.00,917177.00,2817517.00,8256875.00,1964951.00,179286.00,139800.00,1645865.00,2706281.00,950514.00,597060.00,1158707.00,1066374.00,95247.00,757517.00,1666505.00
1997:Q3,6541447.00,33251.00,341030.00,225587.00,134939.00,4004.00,141577.00,28351.00,68422.00,8394.00,36410.00,161412.00,92755.00,68657.00,74632.00,1582265.00,938318.00,2904432.00,8392627.00,2015566.00,176649.00,141682.00,1697235.00,2760605.00,965917.00,610922.00,1183766.00,1093808.00,103342.00,760586.00,1658720.00
1997:Q4,6636672.00,23139.00,339045.00,250089.00,141740.00,4562.00,133753.00,36145.00,59081.00,7971.00,30556.00,183397.00,98988.00,84409.00,74492.00,1566031.00,933123.00,2987301.00,8494142.00,2021758.00,168598.00,142002.00,1711158.00,2848500.00,993443.00,644258.00,1210799.00,1154029.00,99155.00,760297.00,1610403.00
1998:Q1,6879538.00,27115.00,356802.00,300429.00,149412.00,3717.00,127798.00,32204.00,56020.00,7283.00,32291.00,175972.00,97675.00,78297.00,84641.00,1607699.00,980303.00,3065650.00,8725512.00,2120389.00,193105.00,143842.00,1783442.00,2904653.00,1003151.00,661160.00,1240342.00,1172250.00,110288.00,784956.00,1632976.00
1998:Q2,7100546.00,20577.00,348620.00,307586.00,167076.00,2491.00,120264.00,28870.00,54878.00,7036.00,29480.00,173377.00,96327.00,77050.00,88194.00,1649614.00,1019151.00,3203596.00,8964221.00,2204214.00,202491.00,145492.00,1856231.00,2982150.00,1043002.00,666802.00,1272346.00,1174651.00,100645.00,799293.00,1703268.00
1998:Q3,7218395.00,18385.00,351207.00,316869.00,180069.00,3252.00,125636.00,31301.00,57331.00,8288.00,28716.00,170636.00,94945.00,75691.00,83020.00,1708388.00,1040238.00,3220695.00,9157383.00,2247272.00,216872.00,147009.00,1883391.00,3050910.00,1073644.00,670970.00,1306296.00,1208326.00,111865.00,807655.00,1731355.00
1998:Q4,7865628.00,30518.00,329230.00,319046.00,194292.00,4208.00,140204.00,39433.00,61589.00,10609.00,28573.00,172909.00,93560.00,79349.00,97645.00,1681574.00,1041048.00,3854954.00,9629979.00,2259843.00,192958.00,147763.00,1919122.00,3168965.00,1099581.00,710128.00,1359256.00,1241998.00,108119.00,821127.00,2029927.00
1999:Q1,8190528.00,36235.00,324467.00,334856.00,202344.00,4775.00,139611.00,40493.00,60267.00,11324.00,27527.00,161975.00,86705.00,75270.00,102125.00,1743019.00,1104151.00,4036970.00,9936794.00,2341830.00,223886.00,149143.00,1968801.00,3265691.00,1121034.00,744643.00,1400014.00,1251442.00,113269.00,833405.00,2131157.00
1999:Q2,8571655.00,32343.00,340790.00,363230.00,203925.00,3434.00,140505.00,47355.00,57929.00,11363.00,23858.00,154488.00,79622.00,74866.00,110629.00,1834198.00,1149511.00,4238602.00,10231026.00,2412432.00,232365.00,150297.00,2029770.00,3311738.00,1132691.00,734193.00,1444854.00,1302613.00,120531.00,919138.00,2164574.00
1999:Q3,8826762.00,33490.00,346554.00,380701.00,214704.00,6089.00,150285.00,47618.00,58069.00,12445.00,32153.00,146333.00,72468.00,73865.00,109252.00,1922816.00,1208995.00,4307543.00,10561944.00,2490991.00,239280.00,151977.00,2099734.00,3424112.00,1164616.00,734392.00,1525104.00,1381284.00,123848.00,944631.00,2197078.00
1999:Q4,9319391.00,31460.00,363896.00,416386.00,237492.00,5793.00,144319.00,47604.00,56599.00,12416.00,27700.00,141434.00,65314.00,76120.00,127331.00,1930149.00,1250747.00,4670384.00,10892155.00,2509437.00,230326.00,152826.00,2126285.00,3521419.00,1197778.00,744304.00,1579337.00,1455007.00,124021.00,916027.00,2366244.00
2000:Q1,9666222.00,35750.00,370251.00,431936.00,233822.00,7995.00,151671.00,46046.00,59556.00,15205.00,30864.00,137557.00,65728.00,71829.00,132886.00,2028974.00,1282845.00,4852535.00,11248026.00,2585170.00,260797.00,153262.00,2171111.00,3621275.00,1221690.00,783188.00,1616397.00,1513339.00,141658.00,951611.00,2434973.00
2000:Q2,10057543.00,29742.00,389252.00,465842.00,228766.00,5943.00,163906.00,49284.00,61899.00,18089.00,34634.00,140434.00,66141.00,74293.00,128352.00,2161146.00,1331822.00,5012338.00,11686441.00,2654394.00,296844.00,153380.00,2204170.00,3735897.00,1267996.00,806049.00,1661852.00,1609436.00,141956.00,1039946.00,2504812.00
2000:Q3,10455524.00,13998.00,411906.00,497374.00,239783.00,5763.00,168663.00,58245.00,62058.00,18933.00,29427.00,141859.00,66555.00,75304.00,128479.00,2259595.00,1365433.00,5222671.00,12086146.00,2708168.00,307039.00,153937.00,2247192.00,3772460.00,1281647.00,793134.00,1697679.00,1707681.00,140869.00,1106730.00,2650238.00
2000:Q4,11233460.00,24029.00,407349.00,519923.00,263307.00,4204.00,165839.00,57765.00,58267.00,15423.00,34384.00,148459.00,66969.00,81490.00,118041.00,2281381.00,1351617.00,5949311.00,12428441.00,2710320.00,278402.00,154187.00,2277731.00,3871798.00,1303418.00,829554.00,1738826.00,1809152.00,142632.00,1183217.00,2711322.00
2001:Q1,11254847.00,16928.00,346834.00,504572.00,301415.00,3349.00,155744.00,54671.00,57437.00,14284.00,29352.00,144005.00,68576.00,75429.00,106246.00,2289139.00,1388979.00,5997636.00,12587873.00,2770244.00,235619.00,154669.00,2379956.00,3870113.00,1303643.00,832435.00,1734035.00,1773487.00,147623.00,1227799.00,2798607.00
2001:Q2,11405882.00,17093.00,341852.00,502983.00,330174.00,3196.00,155966.00,56427.00,58309.00,14828.00,26402.00,143400.00,70188.00,73212.00,112361.00,2294315.00,1418849.00,6085693.00,12724558.00,2844360.00,206256.00,155816.00,2482288.00,3914277.00,1281961.00,857418.00,1774898.00,1745307.00,142646.00,1281563.00,2796405.00
2001:Q3,11384898.00,14369.00,352432.00,505497.00,342209.00,3496.00,161594.00,56538.00,59276.00,16203.00,29577.00,141635.00,71811.00,69824.00,99260.00,2252695.00,1452412.00,6059299.00,12790326.00,2863498.00,189571.00,156406.00,2517521.00,3954579.00,1265949.00,854200.00,1834430.00,1715031.00,170203.00,1301124.00,2785891.00
2001:Q4,11516505.00,15517.00,354320.00,535838.00,373045.00,3980.00,170225.00,60169.00,59681.00,17539.00,32836.00,146487.00,73434.00,73053.00,108960.00,2161835.00,1489756.00,6156542.00,12847300.00,2906698.00,177726.00,157687.00,2571285.00,3973255.00,1242455.00,828101.00,1902699.00,1700797.00,149734.00,1269519.00,2847297.00
2002:Q1,11567576.00,16672.00,356751.00,535141.00,372951.00,2673.00,169793.00,54667.00,63495.00,18325.00,33306.00,142300.00,73997.00,68303.00,109114.00,2203953.00,1530629.00,6127599.00,12958674.00,2944911.00,162983.00,157500.00,2624428.00,3986391.00,1232526.00,823529.00,1930336.00,1709743.00,154505.00,1292939.00,2870186.00
2002:Q2,11575380.00,18500.00,359076.00,541509.00,365844.00,5667.00,173409.00,55218.00,67972.00,18964.00,31255.00,143436.00,74569.00,68867.00,99863.00,2228851.00,1563833.00,6075392.00,13028870.00,2957605.00,141454.00,158317.00,2657834.00,4009487.00,1193422.00,842655.00,1973410.00,1715986.00,158259.00,1298968.00,2888565.00
2002:Q3,11518782.00,20000.00,359577.00,529475.00,356368.00,5282.00,186194.00,60256.00,71186.00,18126.00,36626.00,144710.00,75150.00,69560.00,87756.00,2190574.00,1596951.00,6041895.00,13056320.00,2938070.00,136423.00,159165.00,2642482.00,4051218.00,1179738.00,852196.00,2019284.00,1723715.00,170974.00,1311830.00,2860514.00
2002:Q4,11649809.00,20587.00,344713.00,560473.00,381039.00,6171.00,191363.00,64789.00,74191.00,16883.00,35500.00,150526.00,75728.00,74798.00,90918.00,2082360.00,1611894.00,6209765.00,13162202.00,2934086.00,119813.00,160622.00,2653651.00,4107905.00,1162747.00,862592.00,2082566.00,1745943.00,163114.00,1256502.00,2954653.00
2003:Q1,11678113.00,21933.00,360219.00,584334.00,369667.00,5717.00,193247.00,61894.00,77876.00,17944.00,35533.00,148742.00,76299.00,72443.00,89812.00,2156433.00,1634043.00,6113966.00,13191650.00,2950232.00,119825.00,160774.00,2669633.00,4110340.00,1138482.00,861180.00,2110678.00,1703260.00,167247.00,1273712.00,2986860.00
2003:Q2,11752786.00,30297.00,378733.00,616808.00,367251.00,6221.00,196532.00,70005.00,80441.00,12192.00,33894.00,149283.00,76876.00,72407.00,100865.00,2148191.00,1676988.00,6081617.00,13176669.00,2969125.00,100995.00,161893.00,2706237.00,4119093.00,1111954.00,867885.00,2139254.00,1671953.00,166318.00,1270548.00,2979632.00
2003:Q3,11786680.00,34513.00,404008.00,639727.00,354784.00,7241.00,209477.00,80487.00,79735.00,11785.00,37470.00,150516.00,77460.00,73056.00,105180.00,2127446.00,1714404.00,6039384.00,13173454.00,2999806.00,103978.00,162518.00,2733310.00,4118821.00,1099459.00,852100.00,2167262.00,1660472.00,168750.00,1270489.00,2955116.00
2003:Q4,11905377.00,38145.00,394773.00,676620.00,352891.00,5986.00,203587.00,75679.00,78585.00,11230.00,38093.00,137107.00,78042.00,59065.00,114880.00,2039489.00,1745058.00,6196841.00,13176690.00,2973741.00,82481.00,163914.00,2727346.00,4153207.00,1093735.00,869313.00,2190159.00,1665055.00,150872.00,1305296.00,2928520.00
2004:Q1,12184727.00,41699.00,444798.00,676534.00,352469.00,5183.00,208361.00,78983.00,81145.00,11642.00,36591.00,138873.00,82870.00,56003.00,117914.00,2149568.00,1807089.00,6242239.00,13407593.00,3036797.00,91623.00,192509.00,2752665.00,4228429.00,1072934.00,881768.00,2273727.00,1709167.00,162486.00,1325674.00,2945040.00
2004:Q2,12469783.00,47625.00,486831.00,675173.00,350469.00,4829.00,207855.00,78886.00,81553.00,11336.00,36080.00,143798.00,87698.00,56100.00,118146.00,2211991.00,1872058.00,6351008.00,13586462.00,3021177.00,98673.00,198628.00,2723876.00,4317952.00,1082643.00,889413.00,2345896.00,1719256.00,166001.00,1342106.00,3019970.00
2004:Q3,12720120.00,44697.00,520303.00,706906.00,351243.00,5719.00,212685.00,85624.00,80750.00,10627.00,35684.00,146670.00,92566.00,54104.00,116560.00,2240773.00,1923622.00,6450942.00,13770659.00,3028271.00,105121.00,199708.00,2723442.00,4416338.00,1099869.00,890756.00,2425713.00,1751024.00,176321.00,1360252.00,3038453.00
2004:Q4,13096746.00,53705.00,504663.00,701076.00,366101.00,6422.00,226732.00,95023.00,84209.00,11338.00,36162.00,156645.00,97434.00,59211.00,125553.00,2194978.00,2094695.00,6666176.00,14018975.00,3013670.00,97782.00,200305.00,2715583.00,4555040.00,1130640.00,921581.00,2502819.00,1786420.00,166000.00,1412797.00,3085048.00
2005:Q1,13384644.00,61301.00,518249.00,709000.00,362472.00,6190.00,245281.00,90942.00,100919.00,16410.00,37010.00,154527.00,99177.00,55350.00,124068.00,2325041.00,2151198.00,6727317.00,14370932.00,3025718.00,112002.00,201222.00,2712494.00,4666719.00,1159678.00,943595.00,2563446.00,1840961.00,179862.00,1439553.00,3218120.00
2005:Q2,13751832.00,57496.00,566246.00,705568.00,372959.00,8459.00,248482.00,90215.00,106113.00,17643.00,34511.00,156942.00,100926.00,56016.00,125722.00,2428706.00,2184743.00,6896509.00,14723730.00,3010369.00,110680.00,214858.00,2684831.00,4839679.00,1207250.00,974942.00,2657487.00,1904105.00,180403.00,1432383.00,3356792.00
2005:Q3,14128256.00,51419.00,611242.00,729839.00,390248.00,11692.00,255430.00,99352.00,103163.00,16161.00,36754.00,160477.00,102680.00,57797.00,131207.00,2522679.00,2174867.00,7089156.00,15036935.00,3029357.00,116494.00,226563.00,2686300.00,4955273.00,1220826.00,986377.00,2748070.00,1979929.00,181445.00,1471577.00,3419354.00
2005:Q4,14497423.00,63571.00,642115.00,774477.00,421196.00,14560.00,273197.00,110974.00,108291.00,17372.00,36560.00,164015.00,104432.00,59583.00,134404.00,2539189.00,2205709.00,7264990.00,15362261.00,3007025.00,90072.00,242570.00,2674383.00,5164276.00,1261410.00,1038084.00,2864782.00,2035072.00,172902.00,1552759.00,3430227.00
2006:Q1,14790737.00,41996.00,632981.00,784520.00,423020.00,10103.00,267546.00,105397.00,106223.00,16670.00,39256.00,155088.00,101968.00,53120.00,146510.00,2608809.00,2295735.00,7424429.00,15639369.00,3037450.00,96496.00,249962.00,2690992.00,5313005.00,1297443.00,1059426.00,2956136.00,2051587.00,187071.00,1597822.00,3452435.00
2006:Q2,15136934.00,53045.00,605136.00,779699.00,437698.00,12154.00,270862.00,118946.00,101132.00,14960.00,35824.00,149537.00,99479.00,50058.00,149921.00,2686133.00,2355401.00,7637348.00,15995297.00,3087657.00,111673.00,266449.00,2709535.00,5479551.00,1326721.00,1117163.00,3035667.00,2104291.00,186331.00,1658667.00,3478800.00
2006:Q3,15439413.00,43697.00,607708.00,795675.00,462014.00,12668.00,267453.00,118689.00,101085.00,14931.00,32748.00,145290.00,96966.00,48324.00,159532.00,2678643.00,2447677.00,7819056.00,16270035.00,3101156.00,110581.00,274201.00,2716374.00,5603283.00,1365068.00,1111886.00,3126329.00,2123544.00,187903.00,1709242.00,3544907.00
2006:Q4,15776099.00,49336.00,599567.00,841397.00,493435.00,15533.00,273510.00,122669.00,101792.00,15154.00,33895.00,142748.00,94455.00,48293.00,173221.00,2570136.00,2440731.00,8176485.00,16585118.00,3156936.00,112519.00,296647.00,2747770.00,5832505.00,1398747.00,1179924.00,3253834.00,2161721.00,181110.00,1726286.00,3526561.00
2007:Q1,16126580.00,45306.00,616052.00,828555.00,486023.00,13914.00,252424.00,109057.00,96249.00,13056.00,34062.00,139678.00,91768.00,47910.00,174805.00,2664859.00,2669269.00,8235695.00,16998035.00,3211477.00,126170.00,310797.00,2774510.00,6000723.00,1431440.00,1237097.00,3332186.00,2182715.00,169864.00,1761275.00,3671981.00
2007:Q2,16579110.00,55824.00,651753.00,823357.00,506179.00,8695.00,251468.00,114501.00,90953.00,11040.00,34974.00,138341.00,89030.00,49311.00,181888.00,2763634.00,2734264.00,8463707.00,17453213.00,3312987.00,154348.00,338533.00,2820106.00,6220111.00,1471131.00,1317057.00,3431923.00,2222407.00,160694.00,1830504.00,3706510.00
2007:Q3,16959755.00,56965.00,668470.00,804639.00,573646.00,7643.00,226340.00,79935.00,97555.00,12989.00,35861.00,136655.00,86242.00,50413.00,183739.00,2813730.00,2854255.00,8633673.00,17880616.00,3316121.00,131417.00,350631.00,2834073.00,6513691.00,1562439.00,1409988.00,3541264.00,2233229.00,150407.00,1884178.00,3782991.00
2007:Q4,17348864.00,50250.00,658840.00,800657.00,622785.00,8050.00,214355.00,69462.00,97658.00,12773.00,34462.00,133282.00,83455.00,49827.00,178028.00,2787439.00,2892897.00,9002281.00,18264941.00,3359068.00,123815.00,367441.00,2867812.00,6753913.00,1642389.00,1481136.00,3630388.00,2272837.00,135299.00,1965544.00,3778280.00
2008:Q1,17168045.00,55037.00,642522.00,747439.00,698046.00,7100.00,172641.00,52866.00,84695.00,9080.00,26000.00,127350.00,80790.00,46560.00,161150.00,2819684.00,2971093.00,8765983.00,18478796.00,3408960.00,139958.00,377865.00,2891137.00,6904529.00,1706508.00,1507492.00,3690529.00,2243404.00,156149.00,1993765.00,3771989.00
2008:Q2,17087771.00,36837.00,632535.00,776644.00,705967.00,8056.00,177800.00,58271.00,84369.00,9599.00,25561.00,125198.00,78129.00,47069.00,155506.00,2836954.00,3085487.00,8546787.00,18703655.00,3505015.00,139829.00,406270.00,2958916.00,7033504.00,1746412.00,1545633.00,3741459.00,2196238.00,140753.00,2026076.00,3802069.00
2008:Q3,16895763.00,31580.00,636548.00,744306.00,715579.00,5300.00,173758.00,56981.00,79194.00,8502.00,29081.00,122086.00,75444.00,46642.00,135848.00,2768497.00,3092661.00,8469600.00,18809160.00,3545821.00,146540.00,420858.00,2978423.00,7125877.00,1799956.00,1571653.00,3754268.00,2130856.00,158551.00,2000239.00,3847817.00
2008:Q4,16616610.00,24704.00,603645.00,669975.00,802351.00,7178.00,180785.00,57286.00,82261.00,10152.00,31086.00,120095.00,72758.00,47337.00,106333.00,2616238.00,3011097.00,8474209.00,19019511.00,3549425.00,131479.00,435313.00,2982633.00,7155339.00,1826125.00,1561372.00,3767842.00,2053396.00,145108.00,2053934.00,4062310.00
2009:Q1,16485584.00,25736.00,611071.00,680824.00,808078.00,7469.00,178340.00,49862.00,91495.00,9702.00,27281.00,115623.00,71446.00,44177.00,108583.00,2617135.00,3123958.00,8208767.00,18821486.00,3637124.00,106923.00,442860.00,3087341.00,6989080.00,1752010.00,1484941.00,3752129.00,1973615.00,144810.00,1990383.00,4086474.00
2009:Q2,16566977.00,26241.00,626342.00,664934.00,791615.00,7904.00,187805.00,55949.00,90865.00,13963.00,27028.00,113917.00,70121.00,43796.00,129437.00,2631011.00,3234537.00,8153234.00,18743760.00,3691524.00,86182.00,453689.00,3151653.00,6847436.00,1664677.00,1458717.00,3724042.00,1956260.00,137671.00,2000754.00,4110116.00
2009:Q3,16704697.00,26260.00,655160.00,786936.00,748956.00,8997.00,180830.00,49698.00,88395.00,13612.00,29125.00,111933.00,68785.00,43148.00,151868.00,2617266.00,3328533.00,8087958.00,18677346.00,3708616.00,72903.00,461846.00,3173867.00,6664099.00,1557622.00,1423650.00,3682827.00,1950963.00,143201.00,2046231.00,4164236.00
2009:Q4,16893796.00,31528.00,689285.00,842116.00,729246.00,7852.00,191602.00,55987.00,89109.00,14321.00,32185.00,111043.00,67450.00,43593.00,162039.00,2560417.00,3245113.00,8323555.00,18634575.00,3725075.00,58412.00,472278.00,3194385.00,6439105.00,1490077.00,1311136.00,3637892.00,1987635.00,135593.00,1991217.00,4355950.00
2010:Q1,17093341.00,38111.00,718503.00,844597.00,643700.00,8996.00,192825.00,57137.00,89000.00,17459.00,29229.00,113439.00,68107.00,45332.00,168981.00,2653275.00,3239728.00,8471186.00,18680360.00,3804434.00,73619.00,480537.00,3250278.00,6320180.00,1430973.00,1276699.00,3612508.00,2037707.00,149174.00,2044594.00,4324271.00
2010:Q2,17217215.00,38657.00,735215.00,849982.00,593596.00,9221.00,201008.00,63594.00,92115.00,18337.00,26962.00,113644.00,68758.00,44886.00,158672.00,2730189.00,3293718.00,8493313.00,18745154.00,3829906.00,81981.00,491463.00,3256462.00,6205479.00,1396126.00,1243916.00,3565437.00,2087382.00,143402.00,2074677.00,4404308.00
2010:Q3,17485138.00,35791.00,746725.00,881053.00,584934.00,11547.00,213304.00,70683.00,94472.00,18963.00,29186.00,114075.00,69405.00,44670.00,173581.00,2745127.00,3425721.00,8553280.00,18883236.00,3930035.00,97941.00,494128.00,3337966.00,6154462.00,1384180.00,1237954.00,3532328.00,2120296.00,146404.00,2147457.00,4384583.00
2010:Q4,17745040.00,40626.00,766120.00,904958.00,574654.00,12127.00,209634.00,67978.00,96086.00,16008.00,29562.00,114839.00,70055.00,44784.00,186788.00,2690602.00,3402902.00,8841790.00,18898862.00,3960959.00,82930.00,505291.00,3372738.00,6049239.00,1404576.00,1118897.00,3525766.00,2174212.00,142018.00,2134024.00,4438411.00
2011:Q1,17873634.00,47972.00,786127.00,908349.00,559422.00,12639.00,195276.00,70393.00,86172.00,12633.00,26078.00,112636.00,68465.00,44171.00,189996.00,2769680.00,3443022.00,8848515.00,19019936.00,4023575.00,110462.00,507970.00,3405143.00,6016666.00,1412127.00,1116641.00,3487898.00,2169935.00,160009.00,2147214.00,4502537.00
2011:Q2,18038884.00,41634.00,791599.00,925804.00,546345.00,12827.00,196072.00,69571.00,84473.00,15330.00,26698.00,111735.00,66875.00,44860.00,185956.00,2859546.00,3618177.00,8749189.00,19151038.00,4069951.00,106912.00,512694.00,3450345.00,6033353.00,1436543.00,1149577.00,3447233.00,2203615.00,150042.00,2186543.00,4507535.00
2011:Q3,18149690.00,38164.00,798063.00,930298.00,528484.00,11878.00,192026.00,62004.00,88362.00,13222.00,28438.00,111026.00,65283.00,45743.00,161716.00,2885136.00,3686556.00,8806343.00,19311719.00,4134365.00,124687.00,511294.00,3498384.00,6053709.00,1478523.00,1156798.00,3418388.00,2220028.00,159124.00,2250915.00,4493579.00
