1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q3,24006.00,24006.00,0.00,2055.00,0.00,0.00,12550.00,3506.00,715.00,4749.00,431.00,11424.00,9977.00,0.00,2605.00
1993:Q4,43501.00,43501.00,0.00,10621.00,0.00,353.00,17001.00,2741.00,760.00,6624.00,5401.00,26723.00,7801.00,0.00,8977.00
1994:Q1,-2293.00,-2293.00,0.00,-5524.00,0.00,-3.00,1384.00,-51.00,741.00,-2478.00,3638.00,-8611.00,4494.00,0.00,1824.00
1994:Q2,34704.00,34704.00,0.00,1551.00,0.00,4.00,16613.00,6600.00,1157.00,4597.00,4182.00,14847.00,14277.00,0.00,5580.00
1994:Q3,41373.00,41373.00,0.00,1485.00,0.00,204.00,21424.00,6160.00,732.00,5312.00,6056.00,17378.00,14353.00,0.00,9642.00
1994:Q4,61215.00,61215.00,0.00,11880.00,0.00,6307.00,24265.00,5251.00,935.00,8166.00,4411.00,34562.00,7306.00,0.00,19347.00
1995:Q1,3377.00,3377.00,0.00,-6875.00,0.00,9.00,-37.00,1037.00,1090.00,7216.00,937.00,-1614.00,3530.00,0.00,1461.00
1995:Q2,38580.00,38580.00,0.00,758.00,0.00,-663.00,12870.00,5062.00,1652.00,12970.00,5931.00,20181.00,9240.00,0.00,9159.00
1995:Q3,46472.00,46472.00,0.00,-2226.00,0.00,955.00,15536.00,3485.00,934.00,23353.00,4435.00,25336.00,13321.00,0.00,7815.00
1995:Q4,58561.00,58561.00,0.00,6781.00,0.00,2016.00,16820.00,2761.00,290.00,23494.00,6399.00,37857.00,10780.00,0.00,9924.00
1996:Q1,-5952.00,-5952.00,0.00,-8382.00,0.00,2354.00,-10955.00,-428.00,-455.00,11522.00,392.00,-8760.00,3090.00,0.00,-282.00
1996:Q2,34372.00,34372.00,0.00,-4661.00,0.00,1503.00,14376.00,4544.00,-229.00,17489.00,1350.00,15541.00,13289.00,0.00,5542.00
1996:Q3,33267.00,33267.00,0.00,-3498.00,0.00,2490.00,12985.00,4880.00,-785.00,15221.00,1974.00,13002.00,10913.00,0.00,9352.00
1996:Q4,44031.00,44031.00,0.00,9225.00,0.00,2142.00,13334.00,3213.00,886.00,16173.00,-942.00,39686.00,3329.00,0.00,1016.00
1997:Q1,-19702.00,-19702.00,0.00,-7787.00,0.00,2841.00,-21156.00,-199.00,-906.00,4806.00,2699.00,-18718.00,-5685.00,0.00,4701.00
1997:Q2,23862.00,23862.00,0.00,-1985.00,0.00,2373.00,7482.00,3691.00,-1359.00,9585.00,4075.00,8223.00,11795.00,0.00,3844.00
1997:Q3,27767.00,27767.00,0.00,684.00,0.00,2729.00,-350.00,2376.00,-1087.00,20392.00,3023.00,13774.00,10164.00,0.00,3829.00
1997:Q4,38360.00,38360.00,0.00,15752.00,0.00,2021.00,4086.00,2346.00,-880.00,12187.00,2848.00,27837.00,9242.00,0.00,1281.00
1998:Q1,-20122.00,-20122.00,0.00,-6112.00,0.00,3762.00,-20992.00,-1629.00,-1796.00,8934.00,-2289.00,-20066.00,-228.00,0.00,172.00
1998:Q2,43701.00,43701.00,0.00,-1247.00,0.00,2189.00,730.00,1667.00,-2132.00,37384.00,5110.00,24422.00,10829.00,0.00,8450.00
1998:Q3,32974.00,32974.00,0.00,-1359.00,0.00,3406.00,8152.00,1939.00,1157.00,13868.00,5811.00,7208.00,15226.00,0.00,10540.00
1998:Q4,40554.00,40554.00,0.00,3658.00,0.00,-476.00,14246.00,1067.00,1620.00,13268.00,7171.00,30562.00,12605.00,0.00,-2613.00
1999:Q1,1127.00,1127.00,0.00,-4078.00,0.00,4120.00,-11304.00,411.00,1865.00,9614.00,499.00,-18323.00,10822.00,0.00,8628.00
1999:Q2,29183.00,29183.00,0.00,-404.00,0.00,2151.00,-11284.00,2360.00,1585.00,27632.00,7143.00,13673.00,17058.00,0.00,-1548.00
1999:Q3,40314.00,40314.00,0.00,-1001.00,0.00,3670.00,-1152.00,4734.00,3962.00,29630.00,471.00,11120.00,16162.00,0.00,13032.00
1999:Q4,41727.00,41727.00,0.00,2255.00,0.00,1531.00,28852.00,5010.00,-1973.00,-4132.00,10184.00,23338.00,5341.00,0.00,13048.00
2000:Q1,143.00,143.00,0.00,-4291.00,0.00,4276.00,-4645.00,1304.00,-2105.00,2256.00,3348.00,-10655.00,10194.00,0.00,604.00
2000:Q2,48006.00,48006.00,0.00,2464.00,0.00,1841.00,11345.00,6805.00,-532.00,18110.00,7973.00,20136.00,25570.00,0.00,2300.00
2000:Q3,54202.00,54202.00,0.00,1010.00,0.00,4437.00,17580.00,5286.00,-2802.00,12599.00,16092.00,20963.00,15132.00,0.00,18107.00
2000:Q4,74194.00,74194.00,0.00,6186.00,0.00,1120.00,22071.00,3118.00,1522.00,34783.00,5394.00,44335.00,15305.00,0.00,14554.00
2001:Q1,8457.00,8457.00,0.00,-6061.00,0.00,4724.00,-7857.00,-1673.00,588.00,18491.00,245.00,-8074.00,9166.00,0.00,7365.00
2001:Q2,34525.00,34525.00,0.00,-2216.00,0.00,2297.00,7427.00,3595.00,1158.00,13692.00,8572.00,14856.00,19777.00,0.00,-108.00
2001:Q3,30102.00,30102.00,0.00,-3388.00,0.00,4082.00,-122.00,982.00,553.00,14097.00,13898.00,-3996.00,24224.00,0.00,9874.00
2001:Q4,77475.00,77475.00,0.00,3227.00,0.00,1705.00,24255.00,2232.00,136.00,23114.00,22806.00,30060.00,39816.00,0.00,7599.00
2002:Q1,-8311.00,-8311.00,0.00,-4749.00,0.00,3622.00,-6681.00,-1853.00,-451.00,-1306.00,3107.00,-23625.00,8081.00,0.00,7233.00
2002:Q2,34128.00,34128.00,0.00,563.00,0.00,305.00,2584.00,3901.00,1749.00,14048.00,10978.00,17748.00,10139.00,0.00,6241.00
2002:Q3,33964.00,33964.00,0.00,693.00,0.00,4053.00,19209.00,4266.00,131.00,-12771.00,18383.00,12186.00,10786.00,0.00,10992.00
2002:Q4,45399.00,45399.00,0.00,5238.00,0.00,41.00,16624.00,-140.00,-4038.00,32594.00,-4920.00,30721.00,5584.00,0.00,9094.00
2003:Q1,-7885.00,-7885.00,0.00,-2356.00,0.00,2639.00,-9424.00,-1731.00,-1576.00,2160.00,2403.00,-21479.00,1295.00,0.00,12299.00
2003:Q2,32808.00,32808.00,0.00,-34.00,0.00,-965.00,15598.00,4904.00,-3992.00,-708.00,18005.00,8691.00,16813.00,0.00,7304.00
2003:Q3,37745.00,37745.00,0.00,649.00,0.00,1147.00,9375.00,4509.00,-4070.00,-20582.00,46717.00,5368.00,23449.00,0.00,8928.00
2003:Q4,43257.00,43257.00,0.00,-13990.00,0.00,-945.00,46439.00,2451.00,-6628.00,-2471.00,18401.00,25685.00,9134.00,0.00,8438.00
2004:Q1,-6460.00,-6460.00,0.00,-3062.00,0.00,3037.00,-7762.00,1209.00,-4588.00,-14220.00,18926.00,-21794.00,809.00,0.00,14525.00
2004:Q2,18067.00,18067.00,0.00,97.00,0.00,-675.00,9203.00,4598.00,-13736.00,-5688.00,24268.00,5719.00,7727.00,0.00,4621.00
2004:Q3,50335.00,50335.00,0.00,-1996.00,0.00,2412.00,16789.00,2787.00,-2228.00,-2309.00,34880.00,18412.00,22222.00,0.00,9701.00
2004:Q4,55244.00,55244.00,0.00,5107.00,0.00,-1066.00,30076.00,913.00,0.00,-1014.00,21228.00,31697.00,7620.00,0.00,15927.00
2005:Q1,-15145.00,-15145.00,0.00,-3861.00,0.00,3351.00,-21675.00,743.00,0.00,5262.00,1035.00,-30522.00,5940.00,0.00,9437.00
2005:Q2,27415.00,27415.00,0.00,666.00,0.00,-489.00,4087.00,5195.00,0.00,16279.00,1677.00,13971.00,5778.00,0.00,7666.00
2005:Q3,45996.00,45996.00,0.00,1781.00,0.00,2779.00,29664.00,8165.00,0.00,-9760.00,13367.00,10829.00,15630.00,0.00,19537.00
2005:Q4,42170.00,42170.00,0.00,1786.00,0.00,-1893.00,8470.00,-899.00,0.00,26597.00,8109.00,37984.00,-2114.00,0.00,6300.00
2006:Q1,-28476.00,-28476.00,-1453.00,-701.00,0.00,3035.00,-18543.00,-1245.00,0.00,1987.00,-11556.00,-33184.00,-16154.00,-3348.00,24210.00
2006:Q2,30726.00,30726.00,1362.00,-3063.00,0.00,-489.00,19746.00,3091.00,0.00,4482.00,5597.00,24838.00,-2044.00,6159.00,1773.00
2006:Q3,61829.00,61829.00,4584.00,-1734.00,0.00,853.00,20171.00,4035.00,0.00,8160.00,25760.00,17288.00,17947.00,23422.00,3172.00
2006:Q4,56028.00,56028.00,1495.00,-32.00,0.00,-1794.00,30784.00,1597.00,0.00,21525.00,2453.00,47373.00,-4918.00,10834.00,2739.00
2007:Q1,-16449.00,-16449.00,2962.00,-383.00,0.00,3512.00,-18014.00,-3888.00,0.00,59.00,-697.00,-31131.00,-4048.00,23606.00,-4876.00
2007:Q2,36926.00,36926.00,-39.00,1401.00,0.00,-323.00,16287.00,670.00,0.00,6144.00,12786.00,23780.00,4957.00,4282.00,3907.00
2007:Q3,76079.00,76079.00,3971.00,1103.00,0.00,3146.00,23527.00,4072.00,0.00,20469.00,19791.00,29767.00,23075.00,28110.00,-4873.00
2007:Q4,54060.00,54060.00,802.00,-587.00,0.00,657.00,36335.00,-349.00,0.00,6120.00,11082.00,55587.00,-7786.00,12109.00,-5850.00
2008:Q1,-7414.00,-7414.00,3641.00,-3265.00,0.00,5442.00,-11052.00,-6423.00,0.00,396.00,3847.00,-29037.00,-3460.00,29827.00,-4744.00
2008:Q2,18359.00,18359.00,101.00,508.00,0.00,1255.00,19156.00,936.00,0.00,5240.00,-8837.00,10607.00,416.00,7290.00,46.00
2008:Q3,23294.00,23294.00,3087.00,-427.00,0.00,8645.00,20375.00,5010.00,0.00,-21128.00,7732.00,-260.00,3566.00,32714.00,-12726.00
2008:Q4,65.00,65.00,-443.00,695.00,0.00,4152.00,41603.00,106.00,0.00,-26794.00,-19254.00,21054.00,-24407.00,15186.00,-11768.00
2009:Q1,-65554.00,-65554.00,1455.00,-3160.00,0.00,11735.00,-34166.00,-1351.00,0.00,-14258.00,-25809.00,-63601.00,-21605.00,31574.00,-11922.00
2009:Q2,-35166.00,-35166.00,-2854.00,-380.00,0.00,7372.00,-22920.00,-258.00,0.00,-5065.00,-11061.00,-13048.00,-13660.00,4799.00,-13257.00
2009:Q3,9846.00,9846.00,-737.00,-649.00,0.00,28953.00,-2876.00,5612.00,0.00,-8569.00,-11888.00,-10894.00,-5214.00,34540.00,-8586.00
2009:Q4,-3721.00,-3721.00,-4258.00,445.00,0.00,49437.00,-4538.00,-3077.00,0.00,-9862.00,-31868.00,-391.00,-17715.00,26104.00,-11719.00
2010:Q1,-65444.00,-65444.00,1906.00,-1989.00,0.00,15108.00,-28669.00,-9128.00,0.00,-33673.00,-8999.00,-65251.00,-1143.00,28701.00,-27751.00
2010:Q2,-14686.00,-14686.00,-1683.00,-444.00,0.00,17037.00,-12854.00,-2177.00,0.00,-3371.00,-11194.00,-13269.00,-9887.00,10789.00,-2319.00
2010:Q3,25357.00,25357.00,-5454.00,-216.00,0.00,59187.00,-16938.00,-919.00,0.00,-2682.00,-7621.00,-12056.00,-9646.00,35292.00,11767.00
2010:Q4,26639.00,26639.00,-5972.00,114.00,0.00,39803.00,-11886.00,1567.00,0.00,-2563.00,5576.00,20749.00,-19893.00,9393.00,16390.00
2011:Q1,-18007.00,-18007.00,-1228.00,-614.00,0.00,50139.00,-41894.00,-8332.00,0.00,-3008.00,-13070.00,-47017.00,-3953.00,42700.00,-9737.00
2011:Q2,25082.00,25082.00,-1084.00,690.00,0.00,16648.00,16165.00,2715.00,0.00,-2432.00,-7620.00,8585.00,4415.00,7963.00,4119.00
2011:Q3,49590.00,49590.00,-901.00,885.00,0.00,42220.00,3268.00,3051.00,0.00,540.00,527.00,5224.00,9357.00,35437.00,-428.00
2011:Q4,54399.00,54399.00,-1040.00,1315.00,0.00,21968.00,29521.00,-874.00,0.00,767.00,2742.00,35304.00,7309.00,19180.00,-7394.00
2012:Q1,-10723.00,-10723.00,-3037.00,-1037.00,0.00,36633.00,-36513.00,16.00,0.00,583.00,-7368.00,-43638.00,8364.00,34726.00,-10175.00
2012:Q2,51354.00,51354.00,-527.00,431.00,0.00,27100.00,20873.00,8127.00,0.00,283.00,-4933.00,9592.00,20275.00,16609.00,4878.00
2012:Q3,59847.00,59847.00,-3476.00,540.00,0.00,43714.00,11233.00,5494.00,0.00,967.00,1375.00,5235.00,20915.00,30143.00,3554.00
2012:Q4,63609.00,63609.00,-2009.00,1043.00,0.00,20041.00,32464.00,6972.00,0.00,1952.00,3146.00,33013.00,10427.00,12715.00,7454.00
2013:Q1,871.00,871.00,-1788.00,-6320.00,0.00,42988.00,-27382.00,1902.00,0.00,-28.00,-8501.00,-40726.00,11830.00,37552.00,-7785.00
2013:Q2,43293.00,43293.00,-1778.00,388.00,0.00,15334.00,20261.00,7601.00,0.00,-1808.00,3295.00,10123.00,20177.00,7804.00,5189.00
2013:Q3,71013.00,71013.00,-1827.00,461.00,0.00,39504.00,19940.00,8733.00,0.00,330.00,3872.00,5702.00,25365.00,34573.00,5373.00
2013:Q4,60668.00,60668.00,-791.00,866.00,0.00,15443.00,40122.00,3680.00,0.00,659.00,689.00,36861.00,12168.00,11360.00,279.00
2014:Q1,6774.00,6774.00,-1196.00,-585.00,0.00,41033.00,-25029.00,3604.00,0.00,-1849.00,-9204.00,-39494.00,13507.00,36512.00,-3751.00
2014:Q2,67614.00,67614.00,-1160.00,786.00,0.00,15248.00,37697.00,14311.00,0.00,-1015.00,1747.00,22042.00,25973.00,8401.00,11198.00
2014:Q3,78840.00,78840.00,-1947.00,815.00,0.00,41222.00,21179.00,9795.00,0.00,2819.00,4957.00,10579.00,25185.00,35019.00,8057.00
2014:Q4,68564.00,68564.00,59.00,-79.00,0.00,13228.00,37691.00,9513.00,0.00,690.00,7462.00,40695.00,14466.00,9880.00,3523.00
2015:Q1,4838.00,4838.00,-759.00,-1182.00,0.00,41033.00,-30963.00,4961.00,0.00,-1616.00,-6636.00,-42002.00,14356.00,36088.00,-3604.00
2015:Q2,74986.00,74986.00,-776.00,1600.00,0.00,14081.00,37448.00,14991.00,0.00,3043.00,4599.00,26209.00,26126.00,6888.00,15763.00
2015:Q3,83535.00,83535.00,-590.00,255.00,0.00,35184.00,34019.00,10661.00,0.00,-3180.00,7186.00,15593.00,31776.00,32851.00,3315.00
2015:Q4,69377.00,69377.00,-1313.00,-1462.00,0.00,13118.00,59714.00,8927.00,0.00,-2029.00,-7578.00,46558.00,8617.00,6283.00,7919.00
2016:Q1,3639.00,3639.00,-1388.00,-1864.00,0.00,40084.00,-22549.00,2755.00,0.00,-1166.00,-12233.00,-35227.00,8188.00,37219.00,-6541.00
2016:Q2,65958.00,65958.00,-1403.00,217.00,0.00,11388.00,40801.00,12743.00,0.00,4435.00,-2223.00,27813.00,24605.00,7879.00,5661.00
2016:Q3,90662.00,90662.00,-1418.00,245.00,0.00,37549.00,29130.00,15714.00,0.00,2759.00,6683.00,15603.00,30332.00,32859.00,11868.00
