1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q1,483273.00,54101.00,429172.00,383399.00,45773.00,60.00,60.00,8520.00,49274.00,2797.00,100770.00,103328.00,75218.00,48758.00,22795.00,4517.00,-852.00,28110.00,58245.00,0.00,20864.00,27004.00,0.00,-17400.00,4120.00,-20448.00,-1368.00,-1484.00,1780.00,316.00,-2400.00,2716.00,0.00,-5008.00,900.00,3828.00,24856.00,2265.00,620.00,30135.00,0.00,29759.00,14544.00,7859.00,5476.00,1068.00,812.00,200.00,176.00,-2558.00
1963:Q2,488106.00,54311.00,433795.00,387768.00,46027.00,284.00,72.00,9277.00,49833.00,2906.00,102443.00,119586.00,77944.00,49956.00,24271.00,4589.00,-872.00,41642.00,67273.00,0.00,900.00,26880.00,0.00,10892.00,2184.00,8972.00,980.00,-176.00,-1068.00,4324.00,2224.00,2100.00,0.00,-7784.00,616.00,4092.00,26072.00,633.00,648.00,25631.00,0.00,25123.00,16144.00,7279.00,-2552.00,3824.00,428.00,320.00,188.00,-17143.00
1963:Q3,495256.00,54593.00,440663.00,395148.00,45515.00,52.00,64.00,9449.00,50547.00,3038.00,102461.00,98184.00,78857.00,50716.00,24359.00,4675.00,-893.00,19327.00,51858.00,0.00,4156.00,20944.00,0.00,-3584.00,488.00,-328.00,1008.00,-2704.00,-2048.00,136.00,-344.00,480.00,0.00,-5816.00,1440.00,4380.00,27340.00,2238.00,624.00,32531.00,0.00,31979.00,18504.00,9247.00,1204.00,2520.00,504.00,360.00,192.00,4277.00
1963:Q4,504721.00,55203.00,449518.00,400087.00,49431.00,156.00,68.00,9823.00,51272.00,2799.00,107815.00,114125.00,80742.00,51678.00,25189.00,4791.00,-916.00,33383.00,60918.00,0.00,-7200.00,29604.00,0.00,10416.00,-1980.00,8500.00,-1560.00,4392.00,1064.00,184.00,-608.00,792.00,0.00,-10220.00,928.00,4648.00,28360.00,3558.00,640.00,27535.00,0.00,26987.00,18004.00,9719.00,-2740.00,1364.00,640.00,360.00,188.00,-6310.00
1964:Q1,514305.00,53755.00,460550.00,409888.00,50662.00,124.00,68.00,11266.00,52009.00,2951.00,111042.00,115402.00,84018.00,53716.00,26354.00,4892.00,-944.00,31384.00,66943.00,0.00,3928.00,20944.00,0.00,4.00,2376.00,-3288.00,-436.00,2080.00,-728.00,6972.00,3972.00,3000.00,0.00,-2420.00,124.00,4336.00,29420.00,2791.00,844.00,35559.00,0.00,34859.00,17268.00,10739.00,6124.00,144.00,584.00,520.00,180.00,-4360.00
1964:Q2,523727.00,49723.00,474004.00,418177.00,55827.00,100.00,76.00,11983.00,52824.00,3349.00,117309.00,137457.00,84553.00,55089.00,25395.00,5029.00,-960.00,52904.00,75731.00,0.00,6368.00,27164.00,0.00,15464.00,2888.00,11304.00,1004.00,2076.00,-1808.00,-4984.00,-4896.00,-88.00,0.00,-5320.00,1144.00,4348.00,30432.00,227.00,888.00,22827.00,0.00,22455.00,16452.00,8855.00,-4196.00,720.00,624.00,200.00,172.00,-20148.00
1964:Q3,533323.00,51575.00,481748.00,427450.00,54298.00,216.00,84.00,13133.00,53603.00,3427.00,117739.00,129488.00,86184.00,56847.00,25124.00,5187.00,-974.00,43304.00,71735.00,0.00,13460.00,24336.00,0.00,-3876.00,-2672.00,-6152.00,1020.00,3452.00,476.00,4732.00,3216.00,1516.00,0.00,-6356.00,1124.00,4428.00,31692.00,1187.00,1008.00,28431.00,0.00,28051.00,18004.00,10079.00,-760.00,124.00,604.00,200.00,180.00,-11749.00
1964:Q4,542072.00,53223.00,488849.00,430266.00,58583.00,68.00,80.00,10639.00,54433.00,3493.00,120150.00,125415.00,84712.00,54996.00,25388.00,5311.00,-983.00,40703.00,71626.00,0.00,1536.00,31976.00,0.00,7640.00,1316.00,852.00,-608.00,3432.00,2648.00,-1148.00,-3000.00,1852.00,0.00,-13780.00,1384.00,4552.00,32920.00,5346.00,1200.00,30923.00,0.00,30591.00,17192.00,8255.00,4472.00,64.00,608.00,120.00,212.00,-5265.00
1965:Q1,553143.00,56964.00,496179.00,441099.00,55080.00,292.00,88.00,15692.00,54939.00,3594.00,122321.00,130781.00,90748.00,60357.00,25729.00,5641.00,-979.00,40033.00,71508.00,0.00,3324.00,27812.00,0.00,1416.00,4508.00,2456.00,-1272.00,-3568.00,-708.00,2256.00,268.00,1988.00,0.00,-7952.00,2108.00,4392.00,33644.00,3236.00,1272.00,31475.00,0.00,30963.00,16988.00,11967.00,636.00,660.00,712.00,280.00,232.00,-8460.00
1965:Q2,562738.00,58415.00,504323.00,448523.00,55800.00,364.00,84.00,14740.00,56001.00,3422.00,123399.00,142620.00,91264.00,60265.00,26176.00,5809.00,-986.00,51356.00,72663.00,0.00,3624.00,23276.00,0.00,13052.00,1568.00,10560.00,3380.00,-680.00,-1776.00,164.00,312.00,-148.00,0.00,-10368.00,564.00,4932.00,34312.00,1735.00,1372.00,21307.00,0.00,20615.00,15624.00,11799.00,-8460.00,904.00,748.00,440.00,252.00,-19221.00
1965:Q3,577068.00,57005.00,520063.00,457942.00,62121.00,376.00,84.00,15824.00,56878.00,3614.00,131501.00,148735.00,93371.00,62016.00,26407.00,5945.00,-997.00,55364.00,84511.00,0.00,21956.00,23984.00,0.00,-2144.00,-2336.00,-6844.00,2004.00,3848.00,1184.00,-20.00,520.00,-540.00,0.00,-8792.00,3348.00,5096.00,36176.00,3467.00,1440.00,29147.00,0.00,28435.00,18188.00,9327.00,-40.00,236.00,724.00,440.00,272.00,-17234.00
1965:Q4,590429.00,58272.00,532157.00,472048.00,60109.00,76.00,80.00,17445.00,57730.00,3802.00,131478.00,134441.00,95950.00,64274.00,26612.00,6075.00,-1011.00,38491.00,74166.00,0.00,-1980.00,34820.00,0.00,1024.00,-256.00,-1408.00,-564.00,7108.00,-3856.00,1704.00,952.00,752.00,0.00,-15104.00,2272.00,4880.00,38516.00,6610.00,1424.00,35675.00,0.00,34855.00,17656.00,7455.00,6092.00,2964.00,688.00,520.00,300.00,-2963.00
1966:Q1,603136.00,61526.00,541610.00,482621.00,58989.00,284.00,108.00,20033.00,58491.00,3946.00,133743.00,159297.00,99377.00,67403.00,26879.00,6133.00,-1038.00,59920.00,86759.00,0.00,6748.00,18776.00,0.00,20184.00,2636.00,6776.00,2480.00,5412.00,2880.00,-1004.00,-1336.00,332.00,0.00,-9184.00,3948.00,4696.00,39944.00,1199.00,1452.00,26839.00,0.00,26071.00,17184.00,10067.00,-3704.00,1812.00,712.00,440.00,328.00,-25554.00
1966:Q2,613049.00,65567.00,547482.00,488030.00,59452.00,328.00,108.00,16574.00,59754.00,3967.00,132033.00,157378.00,95791.00,64987.00,25705.00,6149.00,-1050.00,61587.00,80906.00,0.00,-5660.00,20296.00,0.00,20576.00,-268.00,4048.00,13392.00,3428.00,-24.00,3108.00,1356.00,1752.00,0.00,-7024.00,1484.00,4568.00,41008.00,1474.00,1076.00,19319.00,0.00,18599.00,13184.00,5467.00,-3200.00,2428.00,720.00,360.00,360.00,-25345.00
1966:Q3,626259.00,67854.00,558405.00,497348.00,61057.00,240.00,104.00,17867.00,61106.00,3845.00,136321.00,170776.00,97244.00,67414.00,24733.00,6156.00,-1059.00,73532.00,90715.00,0.00,13552.00,9400.00,0.00,16464.00,1896.00,4088.00,3804.00,500.00,6176.00,3220.00,1008.00,2212.00,0.00,-6800.00,1304.00,4628.00,42108.00,5483.00,1356.00,17183.00,0.00,16531.00,11672.00,3635.00,-732.00,1220.00,736.00,280.00,372.00,-34455.00
1966:Q4,639841.00,70565.00,569276.00,503346.00,65930.00,220.00,100.00,16939.00,62533.00,3786.00,141736.00,144560.00,95532.00,67696.00,22720.00,6179.00,-1063.00,49028.00,77271.00,0.00,-7144.00,26012.00,0.00,14792.00,4736.00,2360.00,-804.00,9140.00,-640.00,2280.00,-48.00,2328.00,0.00,-16308.00,2088.00,4884.00,43348.00,5827.00,1492.00,28243.00,0.00,27559.00,9772.00,4563.00,10320.00,2280.00,624.00,320.00,364.00,-2824.00
1967:Q1,650648.00,71175.00,579473.00,507909.00,71564.00,328.00,112.00,14774.00,63382.00,3987.00,145949.00,175415.00,93529.00,66166.00,22272.00,6137.00,-1046.00,81886.00,93785.00,0.00,13244.00,38152.00,0.00,-11872.00,5772.00,-16016.00,-412.00,-5076.00,3860.00,7056.00,3308.00,3748.00,0.00,-11108.00,2068.00,5060.00,42936.00,6677.00,1572.00,11899.00,0.00,11191.00,9360.00,3867.00,-6428.00,3620.00,772.00,400.00,308.00,-29466.00
1967:Q2,657684.00,70942.00,586742.00,517596.00,69146.00,476.00,108.00,17227.00,64306.00,3871.00,147176.00,161994.00,99435.00,69309.00,25029.00,6150.00,-1053.00,62559.00,71682.00,0.00,-3572.00,41416.00,0.00,-2048.00,-152.00,3792.00,504.00,-6528.00,336.00,2068.00,2148.00,-80.00,0.00,-15724.00,-252.00,4948.00,44316.00,-1090.00,1620.00,9123.00,0.00,8159.00,9016.00,4127.00,-8580.00,3404.00,192.00,680.00,284.00,-14818.00
1967:Q3,671563.00,73833.00,597730.00,524580.00,73150.00,160.00,108.00,16288.00,65692.00,4163.00,151019.00,176343.00,101046.00,69510.00,26462.00,6138.00,-1064.00,75297.00,103320.00,0.00,22760.00,31756.00,0.00,6320.00,-4116.00,2496.00,276.00,3200.00,4464.00,3348.00,1108.00,2240.00,0.00,-15736.00,2364.00,4968.00,46232.00,-236.00,1544.00,28023.00,0.00,27027.00,17616.00,5815.00,-2172.00,4976.00,792.00,720.00,276.00,-25324.00
1967:Q4,683087.00,75894.00,607193.00,532168.00,75025.00,64.00,120.00,15723.00,67396.00,3891.00,154197.00,116176.00,103854.00,70387.00,28306.00,6240.00,-1079.00,12322.00,103221.00,0.00,8416.00,29356.00,0.00,20368.00,5860.00,9376.00,1292.00,-3404.00,7244.00,5012.00,2332.00,2680.00,0.00,-11776.00,-464.00,4884.00,47404.00,-1615.00,1636.00,90899.00,0.00,89895.00,17440.00,6771.00,49336.00,6140.00,10208.00,720.00,284.00,38021.00
1968:Q1,702638.00,78564.00,624074.00,550399.00,73675.00,-116.00,132.00,19324.00,69373.00,3688.00,158436.00,231132.00,109440.00,75686.00,28545.00,6351.00,-1142.00,121692.00,99592.00,0.00,4556.00,32460.00,0.00,2460.00,1064.00,6932.00,-2744.00,-3476.00,684.00,2244.00,-2360.00,4604.00,0.00,-11164.00,3188.00,4808.00,48468.00,10736.00,1836.00,-22100.00,0.00,-22996.00,16580.00,7764.00,-38116.00,-676.00,-8548.00,560.00,336.00,-72696.00
1968:Q2,722601.00,81665.00,640936.00,564557.00,76379.00,128.00,136.00,20018.00,71085.00,4036.00,163438.00,175110.00,112079.00,77770.00,29165.00,6268.00,-1124.00,63031.00,91195.00,0.00,-5676.00,20528.00,0.00,24520.00,1216.00,11288.00,4208.00,2924.00,4884.00,8556.00,8612.00,-56.00,0.00,-15680.00,624.00,4736.00,50388.00,1319.00,1880.00,28164.00,0.00,27564.00,15168.00,9612.00,-7212.00,9348.00,648.00,240.00,360.00,-11672.00
1968:Q3,741004.00,91861.00,649143.00,581237.00,67906.00,40.00,148.00,22779.00,72868.00,4217.00,159228.00,189600.00,116645.00,81944.00,29386.00,6391.00,-1076.00,72955.00,107315.00,0.00,29072.00,32100.00,0.00,-4092.00,488.00,-2044.00,-1324.00,-2200.00,988.00,9296.00,5724.00,3572.00,0.00,-23048.00,3508.00,4756.00,52856.00,923.00,1944.00,34360.00,0.00,33232.00,17908.00,10752.00,952.00,2896.00,724.00,760.00,368.00,-30372.00
1968:Q4,756701.00,95858.00,660843.00,590508.00,70335.00,-64.00,160.00,21351.00,74975.00,4411.00,162026.00,139919.00,118546.00,82208.00,30626.00,6710.00,-998.00,21373.00,81137.00,0.00,7980.00,35860.00,0.00,888.00,5364.00,-5204.00,-720.00,-3704.00,5152.00,-24.00,-1100.00,1076.00,0.00,-29088.00,1500.00,4856.00,57468.00,-343.00,2040.00,59764.00,0.00,58768.00,18616.00,14900.00,17992.00,6664.00,596.00,640.00,356.00,22107.00
1969:Q1,771323.00,102602.00,668721.00,603205.00,65516.00,104.00,192.00,21263.00,76707.00,4562.00,158836.00,201016.00,121537.00,83393.00,31929.00,7052.00,-837.00,79479.00,93379.00,0.00,-7048.00,17108.00,0.00,35976.00,2040.00,18708.00,-920.00,14988.00,1160.00,-11024.00,-13580.00,2556.00,0.00,-16236.00,3416.00,4948.00,58180.00,5627.00,2432.00,13900.00,0.00,12988.00,18472.00,12620.00,-14132.00,-4712.00,740.00,560.00,352.00,-42180.00
1969:Q2,790426.00,105660.00,684766.00,615271.00,69495.00,-428.00,212.00,20193.00,78587.00,4800.00,162835.00,171226.00,122046.00,83799.00,31721.00,7286.00,-760.00,49180.00,72516.00,0.00,-9404.00,17196.00,0.00,13804.00,6128.00,-10504.00,9000.00,7644.00,1536.00,4828.00,7152.00,-2324.00,0.00,-20556.00,1020.00,5012.00,61440.00,-3000.00,2176.00,23336.00,0.00,22304.00,17072.00,11760.00,-8352.00,1032.00,792.00,680.00,352.00,-8391.00
1969:Q3,811989.00,104139.00,707850.00,625973.00,81877.00,700.00,220.00,18826.00,80466.00,4549.00,177100.00,209457.00,122160.00,83966.00,31310.00,7597.00,-713.00,87297.00,114189.00,0.00,7596.00,-5016.00,0.00,59900.00,8284.00,26952.00,5548.00,11796.00,7320.00,-10388.00,-12232.00,1844.00,0.00,-11516.00,4544.00,5076.00,64316.00,-1887.00,1564.00,26892.00,0.00,25892.00,19032.00,7628.00,1088.00,-2584.00,728.00,640.00,360.00,-32357.00
1969:Q4,827298.00,105623.00,721675.00,638444.00,83231.00,-676.00,228.00,17723.00,82058.00,4589.00,177519.00,184205.00,120477.00,84166.00,29326.00,7686.00,-701.00,63728.00,116092.00,0.00,1632.00,5248.00,0.00,39520.00,9012.00,10568.00,7112.00,8588.00,4240.00,14492.00,9752.00,4740.00,0.00,-20424.00,1684.00,5116.00,66196.00,-184.00,2812.00,52364.00,0.00,51084.00,16240.00,7620.00,22544.00,4084.00,596.00,800.00,480.00,-6686.00
1970:Q1,841762.00,104573.00,737189.00,649915.00,87274.00,524.00,232.00,15488.00,83612.00,4768.00,181898.00,233995.00,119386.00,83256.00,29144.00,7720.00,-734.00,114609.00,137412.00,0.00,18188.00,5060.00,0.00,29844.00,15344.00,1856.00,11632.00,3356.00,-2344.00,3784.00,-4676.00,8460.00,0.00,840.00,1632.00,5364.00,56348.00,13776.00,2576.00,22803.00,0.00,21747.00,12068.00,5195.00,4492.00,-1268.00,1260.00,640.00,416.00,-52097.00
1970:Q2,859643.00,105512.00,754131.00,660192.00,93939.00,-236.00,228.00,15859.00,84833.00,4784.00,189383.00,239768.00,119827.00,84555.00,28247.00,7815.00,-790.00,119941.00,121160.00,0.00,19900.00,38712.00,0.00,9788.00,8652.00,-7592.00,3160.00,592.00,4976.00,-2064.00,-512.00,-1552.00,0.00,-6700.00,-396.00,5104.00,57632.00,-3588.00,2772.00,1219.00,0.00,311.00,4500.00,3231.00,-8068.00,-96.00,744.00,480.00,428.00,-50385.00
1970:Q3,874036.00,100657.00,773379.00,672401.00,100978.00,336.00,236.00,15692.00,86282.00,4676.00,198376.00,241123.00,121579.00,85485.00,29038.00,7928.00,-872.00,119544.00,149931.00,0.00,39236.00,69264.00,0.00,-23744.00,-29160.00,-12280.00,2980.00,-224.00,14940.00,3392.00,1632.00,1760.00,0.00,-2088.00,3268.00,5264.00,59004.00,-6473.00,2808.00,30387.00,0.00,29151.00,11624.00,6347.00,6892.00,3416.00,872.00,800.00,436.00,-42747.00
1970:Q4,882948.00,101538.00,781410.00,679381.00,102029.00,-412.00,240.00,10014.00,88020.00,4828.00,194583.00,153903.00,120266.00,81133.00,32302.00,7807.00,-976.00,33637.00,54936.00,0.00,-46768.00,55876.00,0.00,-15168.00,-2696.00,-22484.00,780.00,-4124.00,13356.00,7256.00,7208.00,48.00,0.00,-9544.00,-264.00,5632.00,60372.00,-5148.00,2692.00,21299.00,0.00,20219.00,16976.00,2943.00,-3572.00,3200.00,672.00,640.00,440.00,40680.00
1971:Q1,902962.00,98331.00,804631.00,698787.00,105844.00,36.00,296.00,18156.00,90263.00,4954.00,209049.00,242580.00,133010.00,91054.00,35048.00,8051.00,-1143.00,109570.00,158887.00,0.00,34624.00,96960.00,0.00,-38252.00,-7936.00,-31340.00,-3884.00,-4048.00,8956.00,-2244.00,-4344.00,2100.00,0.00,-8244.00,1572.00,5996.00,59920.00,5919.00,2636.00,49317.00,0.00,48205.00,21820.00,18265.00,4816.00,2188.00,1116.00,760.00,352.00,-33531.00
1971:Q2,926385.00,100714.00,825671.00,713309.00,112362.00,-468.00,332.00,18966.00,92652.00,5035.00,218145.00,275849.00,140258.00,93780.00,39305.00,8408.00,-1235.00,135591.00,164520.00,0.00,18752.00,68336.00,0.00,16308.00,-4284.00,15652.00,-7352.00,1224.00,11068.00,-7264.00,-796.00,-6468.00,0.00,-3300.00,128.00,6336.00,62604.00,120.00,2500.00,28929.00,0.00,28025.00,15840.00,11161.00,-3332.00,4636.00,-280.00,600.00,304.00,-57704.00
1971:Q3,940504.00,102307.00,838197.00,726263.00,111934.00,-156.00,340.00,19780.00,94594.00,5450.00,220362.00,260232.00,145365.00,96058.00,41842.00,8760.00,-1295.00,114867.00,166516.00,0.00,28448.00,50864.00,0.00,19460.00,-432.00,7632.00,3264.00,-852.00,9848.00,-9408.00,-3088.00,-6320.00,0.00,-1076.00,-988.00,6524.00,65592.00,4604.00,2496.00,51649.00,0.00,50073.00,26784.00,15013.00,3564.00,3772.00,940.00,1280.00,296.00,-39870.00
1971:Q4,958692.00,105468.00,853224.00,743031.00,110193.00,-316.00,344.00,22550.00,95891.00,7749.00,220225.00,170776.00,151582.00,99644.00,43932.00,9330.00,-1324.00,19194.00,71043.00,0.00,-27860.00,53880.00,0.00,-23616.00,1448.00,-27308.00,2660.00,-1020.00,604.00,5484.00,8360.00,-2876.00,0.00,-11332.00,608.00,6552.00,68148.00,-3421.00,2600.00,51849.00,0.00,50649.00,31808.00,17893.00,-4776.00,5200.00,524.00,880.00,320.00,49449.00
1972:Q1,985963.00,119785.00,866178.00,760722.00,105456.00,-88.00,380.00,23516.00,97549.00,7737.00,218316.00,268122.00,157822.00,101793.00,47120.00,10183.00,-1274.00,110300.00,177166.00,0.00,24912.00,72532.00,0.00,-316.00,2084.00,764.00,-7128.00,2516.00,1448.00,216.00,-6004.00,6220.00,0.00,-7520.00,1172.00,6676.00,72860.00,3870.00,2764.00,66866.00,0.00,65746.00,33808.00,16546.00,5504.00,9032.00,856.00,640.00,480.00,-49806.00
1972:Q2,1003459.00,123370.00,880089.00,779794.00,100295.00,-248.00,368.00,24723.00,99984.00,6024.00,218362.00,275343.00,162424.00,104883.00,48150.00,10662.00,-1271.00,112919.00,165757.00,0.00,16052.00,70772.00,0.00,14444.00,-8532.00,24004.00,-4664.00,1836.00,1800.00,-3208.00,920.00,-4128.00,0.00,-7704.00,-2644.00,6824.00,77532.00,-9139.00,2828.00,52838.00,0.00,51578.00,25672.00,20738.00,-2192.00,6616.00,744.00,680.00,580.00,-56981.00
1972:Q3,1029201.00,124277.00,904924.00,798654.00,106270.00,300.00,372.00,26282.00,102284.00,6435.00,228329.00,247343.00,167088.00,108125.00,49338.00,10893.00,-1268.00,80255.00,139785.00,0.00,-620.00,81952.00,0.00,-12568.00,-10636.00,-788.00,-2872.00,-728.00,2456.00,-8452.00,-6856.00,-1596.00,0.00,-8984.00,-644.00,6944.00,80164.00,-959.00,2952.00,59530.00,0.00,58218.00,35760.00,16938.00,1216.00,3448.00,856.00,720.00,592.00,-19014.00
1972:Q4,1075679.00,127128.00,948551.00,823790.00,124761.00,-148.00,376.00,29871.00,104737.00,7020.00,251825.00,240003.00,176640.00,113483.00,53191.00,11237.00,-1271.00,63363.00,129809.00,0.00,14280.00,68092.00,0.00,-18096.00,-656.00,-11292.00,-8264.00,3224.00,-1108.00,11496.00,8040.00,3456.00,0.00,-17220.00,-3524.00,7056.00,78104.00,-13523.00,3144.00,66446.00,0.00,64618.00,41152.00,23834.00,-2108.00,1128.00,612.00,1320.00,508.00,11822.00
1973:Q1,1093301.00,126399.00,966902.00,848623.00,118279.00,-272.00,516.00,36946.00,107113.00,7256.00,254294.00,284632.00,188740.00,122194.00,56561.00,11274.00,-1289.00,95892.00,182350.00,0.00,19808.00,85968.00,0.00,6532.00,-4820.00,2916.00,-1436.00,8868.00,1004.00,-1832.00,-9600.00,7768.00,0.00,-3908.00,-1584.00,7216.00,75600.00,-8466.00,3016.00,86458.00,244.00,85610.00,43392.00,24978.00,18996.00,-2864.00,1108.00,160.00,444.00,-30338.00
1973:Q2,1122589.00,129181.00,993408.00,864754.00,128654.00,-340.00,544.00,34025.00,110354.00,6116.00,266033.00,352070.00,187361.00,121715.00,55585.00,11369.00,-1308.00,164709.00,212855.00,0.00,28740.00,59392.00,0.00,40552.00,2964.00,35180.00,-276.00,3444.00,-760.00,-116.00,4428.00,-4544.00,0.00,-1004.00,-2756.00,7420.00,74724.00,2823.00,3080.00,48146.00,332.00,46222.00,33056.00,25582.00,-8104.00,-4444.00,132.00,1200.00,392.00,-86037.00
1973:Q3,1150048.00,134089.00,1015959.00,883618.00,132341.00,16.00,552.00,30935.00,113829.00,6312.00,270257.00,289559.00,186656.00,121254.00,55430.00,11303.00,-1331.00,102903.00,175189.00,0.00,-15704.00,53188.00,0.00,39036.00,3104.00,15224.00,4060.00,8812.00,7836.00,-8708.00,-3072.00,-5636.00,0.00,436.00,64.00,7452.00,77152.00,19189.00,3084.00,72286.00,444.00,70750.00,36720.00,19286.00,12868.00,928.00,948.00,720.00,372.00,-19302.00
1973:Q4,1188172.00,139959.00,1048213.00,900331.00,147882.00,-88.00,556.00,26293.00,116959.00,6720.00,283770.00,316989.00,182677.00,118848.00,54010.00,11179.00,-1360.00,134312.00,189194.00,0.00,15592.00,43944.00,0.00,13296.00,17864.00,-8828.00,-4612.00,5100.00,3772.00,13956.00,11700.00,2256.00,0.00,-10380.00,-4608.00,7304.00,80336.00,26698.00,3056.00,54882.00,580.00,53070.00,44704.00,19990.00,-10648.00,-1240.00,264.00,840.00,392.00,-33219.00
1974:Q1,1204389.00,142792.00,1061597.00,917391.00,144206.00,-196.00,576.00,22523.00,120456.00,6720.00,279693.00,306532.00,178945.00,117643.00,51583.00,11116.00,-1397.00,127587.00,192243.00,0.00,11632.00,79744.00,1052.00,26492.00,5704.00,16848.00,-10364.00,7672.00,6632.00,652.00,-9972.00,10624.00,0.00,2544.00,12.00,7132.00,79656.00,-19629.00,2956.00,64656.00,712.00,62288.00,40412.00,14340.00,6796.00,-428.00,1168.00,1040.00,616.00,-26839.00
1974:Q2,1230371.00,148902.00,1081469.00,946427.00,135042.00,-36.00,564.00,24205.00,123382.00,6408.00,275621.00,311790.00,182145.00,121295.00,51072.00,11206.00,-1428.00,129645.00,182357.00,0.00,7256.00,67096.00,1228.00,39732.00,7904.00,12308.00,4912.00,4052.00,10556.00,5044.00,8220.00,-3176.00,0.00,-2256.00,-1900.00,6928.00,83440.00,-27111.00,2900.00,52712.00,836.00,49416.00,33968.00,13472.00,260.00,1592.00,124.00,1720.00,740.00,-36169.00
1974:Q3,1266611.00,154911.00,1111700.00,976007.00,135693.00,-408.00,560.00,26085.00,127813.00,6164.00,282459.00,277766.00,188328.00,126629.00,51823.00,11332.00,-1456.00,89438.00,154946.00,0.00,-10140.00,28532.00,3264.00,77160.00,17848.00,11656.00,22428.00,16300.00,8928.00,-384.00,-364.00,-20.00,0.00,-4156.00,-3808.00,7020.00,87348.00,-32794.00,2904.00,65508.00,964.00,63052.00,38364.00,9660.00,10768.00,3272.00,988.00,720.00,772.00,4693.00
1974:Q4,1296044.00,157587.00,1138457.00,986485.00,151972.00,-556.00,576.00,12651.00,133715.00,5900.00,291306.00,284099.00,175354.00,118105.00,47389.00,11339.00,-1479.00,108745.00,150021.00,0.00,12024.00,46320.00,3972.00,12320.00,-7848.00,-14600.00,8632.00,488.00,25648.00,7580.00,1556.00,6024.00,0.00,-988.00,92.00,7404.00,86692.00,-28359.00,2964.00,41276.00,1088.00,38356.00,36472.00,-1688.00,1264.00,2140.00,168.00,1120.00,712.00,7207.00
1975:Q1,1315921.00,157988.00,1157933.00,1014009.00,143924.00,4268.00,588.00,14556.00,136831.00,5948.00,293043.00,325552.00,178812.00,122133.00,47233.00,10952.00,-1506.00,146740.00,196797.00,0.00,-13396.00,107244.00,4964.00,-3576.00,-12140.00,-9092.00,-5152.00,9412.00,13396.00,11908.00,-2604.00,14512.00,0.00,-4208.00,3440.00,12188.00,88704.00,-13955.00,3484.00,50057.00,1212.00,47969.00,32000.00,2113.00,10396.00,2612.00,848.00,188.00,688.00,-32509.00
1975:Q2,1347545.00,121068.00,1226477.00,1042959.00,183518.00,496.00,592.00,16844.00,140022.00,6465.00,333823.00,373802.00,186627.00,126681.00,50606.00,10847.00,-1507.00,187175.00,221496.00,0.00,46636.00,74052.00,164.00,7980.00,-19720.00,47596.00,-11060.00,-1176.00,-7660.00,6072.00,3216.00,2856.00,0.00,-2324.00,-124.00,9400.00,92020.00,-15868.00,3488.00,34321.00,1336.00,31881.00,32088.00,-2651.00,-364.00,2740.00,68.00,412.00,692.00,-39979.00
1975:Q3,1384085.00,152831.00,1231254.00,1077472.00,153782.00,-716.00,584.00,23541.00,143536.00,6717.00,312842.00,298642.00,200938.00,136036.00,55388.00,11007.00,-1493.00,97704.00,167833.00,0.00,-15060.00,63772.00,188.00,31672.00,-17496.00,29716.00,-4340.00,6928.00,16864.00,-3028.00,-8268.00,5240.00,0.00,-4848.00,-4112.00,8236.00,97128.00,-10147.00,4032.00,70129.00,1464.00,67281.00,40868.00,11773.00,10100.00,3408.00,1132.00,724.00,660.00,14200.00
1975:Q4,1420029.00,158541.00,1261488.00,1106664.00,154824.00,1644.00,584.00,27404.00,146573.00,6662.00,323199.00,338542.00,211269.00,142158.00,59364.00,11212.00,-1465.00,127273.00,208246.00,0.00,-13032.00,79436.00,-48.00,26388.00,-9372.00,10868.00,-392.00,8156.00,17128.00,19864.00,12812.00,7052.00,0.00,-6572.00,-1888.00,11084.00,96500.00,-8498.00,5012.00,80973.00,1588.00,78137.00,53948.00,19845.00,332.00,3968.00,44.00,656.00,592.00,-15343.00
1976:Q1,1452959.00,162503.00,1290456.00,1140110.00,150346.00,-496.00,628.00,31627.00,151271.00,6806.00,325314.00,352256.00,226088.00,150389.00,65592.00,11520.00,-1413.00,126168.00,221214.00,0.00,23032.00,111936.00,-556.00,-15252.00,7096.00,-21528.00,-4392.00,15768.00,-12196.00,12664.00,300.00,12364.00,0.00,5620.00,-1712.00,7956.00,94712.00,-22550.00,5364.00,95046.00,1724.00,92138.00,58348.00,19262.00,6712.00,7064.00,752.00,552.00,632.00,-26942.00
