date,FA886000115.Q,FA896006005.Q,FA836006005.Q,FA826006005.Q,FA106012005.Q,FA796012005.Q,FA156006005.Q,FA366006005.Q,FA316006005.Q,FA206006005.Q,FA886300095.Q,FA836300005.Q,FA826300003.Q,FA106300083.Q,FA116300001.Q,FA796300081.Q,FA156300003.Q,FA366300005.Q,FA316300003.Q,FA206300003.Q,FA885090015.Q,FA885019905.Q,FA835019905.Q,FA825019905.Q,FA105019985.Q,FA115050085.Q,FA795013005.Q,FA155019005.Q,FA365019005.Q,FA315019001.Q,FA205019001.Q,FA265430003.Q,FA835430005.Q,FA825430005.Q,FA105430005.Q,FA115440005.Q,FA795440005.Q,FA155430005.Q,FA365430005.Q,FA315430005.Q,FA205430005.Q,FA885000905.Q,FA835000905.Q,FA825000905.Q,FA105000995.Q,FA115000905.Q,FA795000905.Q,FA155000905.Q,FA365000905.Q,FA315000905.Q,FA205000905.Q,FA087005005.Q,FA895404005.Q,FA835404005.Q,FA825404003.Q,FA155404003.Q,FA365404005.Q,FA315404003.Q,FA215404003.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,41527.00,15756.00,23136.00,3565.00,2643.00,922.00,19571.00,-7380.00,-8166.00,786.00,25771.00,14248.00,11948.00,7752.00,3898.00,298.00,2300.00,11523.00,9952.00,1571.00,42754.00,37837.00,33129.00,25738.00,19243.00,5946.00,549.00,7391.00,4708.00,3079.00,1629.00,0.00,808.00,-70.00,-70.00,0.00,0.00,878.00,-808.00,-642.00,-166.00,4917.00,4674.00,-8928.00,-7551.00,-2048.00,671.00,13602.00,243.00,-651.00,894.00,1223.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,49242.00,20042.00,17591.00,6575.00,5893.00,682.00,11016.00,2451.00,2381.00,70.00,29200.00,17735.00,14764.00,9476.00,4904.00,384.00,2971.00,11465.00,9591.00,1874.00,52102.00,42813.00,37130.00,25989.00,18426.00,6932.00,631.00,11141.00,5683.00,2793.00,2890.00,0.00,906.00,-90.00,-90.00,0.00,0.00,996.00,-906.00,-676.00,-230.00,9289.00,150.00,-1700.00,-107.00,-2028.00,435.00,1850.00,9139.00,9855.00,-716.00,2854.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,61513.00,30120.00,29145.00,11936.00,10644.00,1292.00,17209.00,975.00,919.00,56.00,31393.00,20822.00,17397.00,11120.00,5835.00,442.00,3425.00,10571.00,8433.00,2138.00,61250.00,58833.00,50345.00,35850.00,21979.00,13147.00,724.00,14495.00,8488.00,4419.00,4069.00,0.00,952.00,-116.00,-116.00,0.00,0.00,1068.00,-952.00,-619.00,-333.00,2417.00,-1593.00,-6664.00,-362.00,-7312.00,1010.00,5071.00,4010.00,5552.00,-1542.00,-271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,49553.00,17216.00,25257.00,11617.00,9979.00,1638.00,13640.00,-8041.00,-8527.00,486.00,32337.00,22591.00,18933.00,12008.00,6440.00,485.00,3658.00,9746.00,7570.00,2176.00,51283.00,50404.00,39095.00,25326.00,15256.00,9308.00,762.00,13769.00,11309.00,5912.00,5397.00,0.00,716.00,-199.00,-199.00,0.00,0.00,915.00,-716.00,-368.00,-348.00,879.00,9767.00,7153.00,8660.00,-2868.00,1361.00,2614.00,-8888.00,-6501.00,-2387.00,1721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,64881.00,31451.00,29295.00,9296.00,8069.00,1227.00,19999.00,2156.00,1842.00,314.00,33430.00,24332.00,20358.00,12848.00,6982.00,528.00,3974.00,9098.00,6920.00,2178.00,66141.00,67984.00,56532.00,37169.00,24495.00,11810.00,864.00,19363.00,11452.00,5527.00,5925.00,0.00,556.00,-269.00,-269.00,0.00,0.00,825.00,-556.00,-201.00,-355.00,-1843.00,-2201.00,-5986.00,-2049.00,-4828.00,891.00,3785.00,358.00,3436.00,-3078.00,1249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,79768.00,42010.00,36005.00,10069.00,8642.00,1427.00,25936.00,6005.00,4460.00,1545.00,37758.00,27746.00,23178.00,14636.00,7942.00,600.00,4568.00,10012.00,7391.00,2621.00,83201.00,82324.00,62753.00,44780.00,31229.00,12541.00,1010.00,17973.00,19571.00,12533.00,7038.00,0.00,668.00,-272.00,-272.00,0.00,0.00,940.00,-668.00,-289.00,-379.00,877.00,3763.00,-7828.00,-4246.00,-4599.00,1017.00,11591.00,-2886.00,-393.00,-2493.00,3421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q1,82192.00,42638.00,39676.00,12067.00,10073.00,1994.00,27609.00,2962.00,1172.00,1790.00,39554.00,28977.00,24142.00,15255.00,8257.00,630.00,4835.00,10577.00,7876.00,2701.00,85734.00,82212.00,58130.00,40582.00,27779.00,11857.00,946.00,17548.00,24082.00,16732.00,7350.00,0.00,789.00,-245.00,-245.00,0.00,0.00,1034.00,-789.00,-364.00,-425.00,3522.00,13276.00,-586.00,1336.00,-3600.00,1678.00,13862.00,-9754.00,-7320.00,-2434.00,3731.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q2,76061.00,35852.00,37010.00,10765.00,9176.00,1589.00,26245.00,-1158.00,-2447.00,1289.00,40209.00,29317.00,24401.00,15438.00,8325.00,638.00,4916.00,10892.00,8120.00,2772.00,78389.00,77263.00,53000.00,35026.00,21762.00,12305.00,959.00,17974.00,24263.00,16912.00,7351.00,0.00,835.00,-244.00,-244.00,0.00,0.00,1079.00,-835.00,-392.00,-443.00,1126.00,14820.00,2712.00,5424.00,-3980.00,1268.00,12108.00,-13694.00,-10847.00,-2847.00,2370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q3,79266.00,38264.00,40899.00,10863.00,8982.00,1881.00,30036.00,-2635.00,-4772.00,2137.00,41002.00,29712.00,24715.00,15672.00,8395.00,648.00,4997.00,11290.00,8420.00,2870.00,81000.00,82054.00,57216.00,39262.00,26416.00,11975.00,871.00,17954.00,24838.00,17472.00,7366.00,0.00,851.00,-252.00,-252.00,0.00,0.00,1103.00,-851.00,-368.00,-483.00,-1054.00,14278.00,-1698.00,224.00,-3580.00,1658.00,15976.00,-15332.00,-13456.00,-1876.00,1672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1952:Q4,82041.00,40337.00,40549.00,13128.00,11341.00,1787.00,27421.00,-212.00,-2463.00,2251.00,41704.00,30162.00,25083.00,15955.00,8470.00,658.00,5079.00,11542.00,8704.00,2838.00,84798.00,86032.00,60738.00,41955.00,29669.00,11340.00,946.00,18783.00,25294.00,17768.00,7526.00,0.00,737.00,-267.00,-267.00,0.00,0.00,1004.00,-737.00,-264.00,-473.00,-1234.00,11993.00,-720.00,651.00,-2870.00,1499.00,12713.00,-13227.00,-11263.00,-1964.00,2538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q1,84176.00,41684.00,41489.00,13292.00,10888.00,2404.00,28197.00,195.00,-1481.00,1676.00,42492.00,30668.00,25506.00,16288.00,8551.00,667.00,5162.00,11824.00,8924.00,2900.00,86849.00,88196.00,61659.00,42584.00,29328.00,12075.00,1181.00,19075.00,26537.00,18736.00,7801.00,0.00,915.00,-309.00,-309.00,0.00,0.00,1224.00,-915.00,-548.00,-367.00,-1347.00,12256.00,-804.00,830.00,-3524.00,1890.00,13060.00,-13603.00,-10745.00,-2858.00,2872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q2,84315.00,41068.00,41568.00,11609.00,9884.00,1725.00,29959.00,-500.00,-3311.00,2811.00,43247.00,31140.00,25900.00,16598.00,8623.00,679.00,5240.00,12107.00,9224.00,2883.00,87438.00,89265.00,62117.00,42908.00,30753.00,10959.00,1196.00,19209.00,27148.00,19436.00,7712.00,0.00,726.00,-326.00,-326.00,0.00,0.00,1052.00,-726.00,-156.00,-570.00,-1827.00,12988.00,-1950.00,-822.00,-2336.00,1208.00,14938.00,-14815.00,-13367.00,-1448.00,3219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q3,83672.00,39866.00,40162.00,11034.00,9214.00,1820.00,29128.00,-296.00,-2602.00,2306.00,43806.00,31582.00,26267.00,16883.00,8692.00,692.00,5315.00,12224.00,9312.00,2912.00,87270.00,88449.00,61433.00,42666.00,28961.00,12472.00,1233.00,18767.00,27016.00,19004.00,8012.00,0.00,776.00,-337.00,-337.00,0.00,0.00,1113.00,-776.00,-312.00,-464.00,-1179.00,13133.00,-1430.00,1071.00,-3780.00,1279.00,14563.00,-14312.00,-11982.00,-2330.00,3536.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1953:Q4,75723.00,31347.00,38182.00,8548.00,6591.00,1957.00,29634.00,-6835.00,-9257.00,2422.00,44376.00,31994.00,26607.00,17143.00,8757.00,707.00,5387.00,12382.00,9508.00,2874.00,81431.00,82362.00,56445.00,37865.00,23169.00,13476.00,1220.00,18580.00,25917.00,17460.00,8457.00,0.00,859.00,-344.00,-344.00,0.00,0.00,1203.00,-859.00,-384.00,-475.00,-931.00,18580.00,3342.00,6617.00,-4719.00,1444.00,15238.00,-19511.00,-16825.00,-2686.00,5423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q1,79137.00,34164.00,41532.00,10668.00,8978.00,1690.00,30864.00,-7368.00,-9772.00,2404.00,44973.00,32374.00,26918.00,17380.00,8814.00,724.00,5456.00,12599.00,9756.00,2843.00,81639.00,82127.00,55712.00,36742.00,24028.00,11485.00,1229.00,18970.00,26415.00,17472.00,8943.00,0.00,879.00,-316.00,-316.00,0.00,0.00,1195.00,-879.00,-344.00,-535.00,-488.00,19817.00,3662.00,5148.00,-2671.00,1185.00,16155.00,-20305.00,-17144.00,-3161.00,2731.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,79250.00,33543.00,39835.00,12063.00,9748.00,2315.00,27772.00,-6292.00,-8372.00,2080.00,45707.00,32759.00,27222.00,17612.00,8874.00,736.00,5537.00,12948.00,9980.00,2968.00,81728.00,81392.00,55446.00,35350.00,23472.00,10655.00,1223.00,20096.00,25946.00,16736.00,9210.00,0.00,805.00,-337.00,-337.00,0.00,0.00,1142.00,-805.00,-316.00,-489.00,336.00,18821.00,6750.00,6703.00,-1781.00,1828.00,12071.00,-18485.00,-14812.00,-3673.00,2477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,80081.00,33797.00,39583.00,12667.00,10702.00,1965.00,26916.00,-5786.00,-7569.00,1783.00,46284.00,33151.00,27520.00,17840.00,8935.00,745.00,5631.00,13133.00,10156.00,2977.00,83611.00,83687.00,58967.00,37556.00,24142.00,12167.00,1247.00,21411.00,24720.00,15228.00,9492.00,0.00,766.00,-377.00,-377.00,0.00,0.00,1143.00,-766.00,-300.00,-466.00,-76.00,16531.00,6538.00,8307.00,-3232.00,1463.00,9993.00,-16607.00,-12341.00,-4266.00,3423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,84472.00,37513.00,41944.00,14818.00,12635.00,2183.00,27126.00,-4431.00,-6284.00,1853.00,46959.00,33547.00,27811.00,18064.00,8995.00,752.00,5736.00,13412.00,10372.00,3040.00,87530.00,86622.00,62138.00,39529.00,26708.00,11577.00,1244.00,22609.00,24484.00,14952.00,9532.00,0.00,738.00,-434.00,-434.00,0.00,0.00,1172.00,-738.00,-332.00,-406.00,908.00,15673.00,6592.00,7483.00,-2582.00,1691.00,9081.00,-14765.00,-10532.00,-4233.00,2880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,89650.00,42198.00,43405.00,17413.00,14752.00,2661.00,25992.00,-1207.00,-2939.00,1732.00,47452.00,33951.00,28096.00,18283.00,9058.00,755.00,5855.00,13501.00,10492.00,3009.00,93340.00,92857.00,68720.00,44431.00,30530.00,12439.00,1462.00,24289.00,24137.00,14312.00,9825.00,0.00,696.00,-548.00,-548.00,0.00,0.00,1244.00,-696.00,-304.00,-392.00,483.00,11630.00,5316.00,6743.00,-3381.00,1954.00,6314.00,-11147.00,-6455.00,-4692.00,3413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,95373.00,47182.00,45730.00,18330.00,15749.00,2581.00,27400.00,1452.00,-551.00,2003.00,48191.00,34529.00,28544.00,18623.00,9155.00,766.00,5985.00,13662.00,10600.00,3062.00,97206.00,97435.00,72685.00,47806.00,33583.00,12668.00,1555.00,24879.00,24750.00,14640.00,10110.00,0.00,507.00,-609.00,-609.00,0.00,0.00,1116.00,-507.00,-132.00,-375.00,-229.00,8900.00,1510.00,3231.00,-3513.00,1792.00,7390.00,-9129.00,-4459.00,-4670.00,1758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,97951.00,48627.00,46856.00,17240.00,15139.00,2101.00,29616.00,1771.00,-719.00,2490.00,49324.00,35281.00,29155.00,19082.00,9291.00,782.00,6126.00,14043.00,10812.00,3231.00,99814.00,99007.00,74746.00,50061.00,35395.00,13011.00,1655.00,24685.00,24261.00,14000.00,10261.00,0.00,589.00,-655.00,-655.00,0.00,0.00,1244.00,-589.00,-184.00,-405.00,807.00,8665.00,-1148.00,1344.00,-3720.00,1228.00,9813.00,-7858.00,-3723.00,-4135.00,1962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,102477.00,51903.00,47391.00,17610.00,15527.00,2083.00,29781.00,4512.00,1946.00,2566.00,50574.00,36209.00,29930.00,19660.00,9462.00,808.00,6279.00,14365.00,11040.00,3325.00,103582.00,103155.00,78881.00,55013.00,38869.00,14411.00,1733.00,23868.00,24274.00,13892.00,10382.00,0.00,724.00,-684.00,-684.00,0.00,0.00,1408.00,-724.00,-368.00,-356.00,427.00,5100.00,-5684.00,-1893.00,-4949.00,1158.00,10784.00,-4673.00,-538.00,-4135.00,1292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,105634.00,53495.00,48300.00,16216.00,13896.00,2320.00,32084.00,5195.00,2294.00,2901.00,52139.00,37311.00,30868.00,20359.00,9670.00,839.00,6443.00,14828.00,11368.00,3460.00,104824.00,103881.00,78303.00,54884.00,39517.00,13700.00,1667.00,23419.00,25578.00,14528.00,11050.00,0.00,782.00,-689.00,-689.00,0.00,0.00,1471.00,-782.00,-388.00,-394.00,943.00,5716.00,-7921.00,-5383.00,-4030.00,1492.00,13637.00,-4773.00,-478.00,-4295.00,-858.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,107609.00,54108.00,50296.00,15966.00,13518.00,2448.00,34330.00,3812.00,734.00,3078.00,53501.00,38352.00,31760.00,21037.00,9855.00,868.00,6592.00,15149.00,11572.00,3577.00,105822.00,103591.00,77018.00,53299.00,39797.00,11792.00,1710.00,23719.00,26573.00,15188.00,11385.00,0.00,1024.00,-699.00,-699.00,0.00,0.00,1723.00,-1024.00,-600.00,-424.00,2231.00,8819.00,-6661.00,-6330.00,-1937.00,1606.00,15480.00,-6588.00,-2282.00,-4306.00,-1752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,111635.00,56811.00,52564.00,16985.00,14274.00,2711.00,35579.00,4247.00,1190.00,3057.00,54824.00,39329.00,32606.00,21695.00,10018.00,893.00,6723.00,15495.00,11800.00,3695.00,109035.00,106012.00,78264.00,54833.00,40758.00,12305.00,1770.00,23431.00,27748.00,16256.00,11492.00,0.00,915.00,-704.00,-704.00,0.00,0.00,1619.00,-915.00,-436.00,-479.00,3023.00,10114.00,-7138.00,-6685.00,-2287.00,1834.00,17252.00,-7091.00,-2830.00,-4261.00,-2613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,113326.00,57291.00,53049.00,16326.00,13984.00,2342.00,36723.00,4242.00,1377.00,2865.00,56035.00,40244.00,33406.00,22333.00,10159.00,914.00,6838.00,15791.00,12016.00,3775.00,110323.00,105792.00,77146.00,54033.00,40947.00,11300.00,1786.00,23113.00,28646.00,17036.00,11610.00,0.00,895.00,-708.00,-708.00,0.00,0.00,1603.00,-895.00,-412.00,-483.00,4531.00,12249.00,-6596.00,-6925.00,-1141.00,1470.00,18845.00,-7718.00,-3231.00,-4487.00,-3049.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,114311.00,57002.00,53278.00,17226.00,14837.00,2389.00,36052.00,3724.00,372.00,3352.00,57309.00,41096.00,34160.00,22950.00,10278.00,932.00,6936.00,16213.00,12376.00,3837.00,113048.00,107492.00,77728.00,55089.00,39943.00,13412.00,1734.00,22639.00,29764.00,17308.00,12456.00,0.00,937.00,-713.00,-713.00,0.00,0.00,1650.00,-937.00,4.00,-941.00,5556.00,14446.00,-4253.00,-2706.00,-3134.00,1587.00,18699.00,-8890.00,-4564.00,-4326.00,-1221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,114335.00,55919.00,54663.00,16624.00,14233.00,2391.00,38039.00,1256.00,-1545.00,2801.00,58416.00,41902.00,34875.00,23519.00,10402.00,954.00,7027.00,16514.00,12568.00,3946.00,112447.00,107641.00,77906.00,55658.00,40313.00,13605.00,1740.00,22248.00,29735.00,17120.00,12615.00,0.00,1189.00,-721.00,-721.00,0.00,0.00,1910.00,-1189.00,-320.00,-869.00,4806.00,15582.00,-5326.00,-3728.00,-3203.00,1605.00,20908.00,-10776.00,-5777.00,-4999.00,-1870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,114222.00,54734.00,53833.00,16016.00,13709.00,2307.00,37817.00,901.00,-1600.00,2501.00,59488.00,42659.00,35550.00,24041.00,10529.00,980.00,7109.00,16829.00,12836.00,3993.00,114844.00,109930.00,79337.00,57173.00,41493.00,13899.00,1781.00,22164.00,30593.00,17976.00,12617.00,0.00,1147.00,-733.00,-733.00,0.00,0.00,1880.00,-1147.00,-200.00,-947.00,4914.00,16630.00,-4252.00,-2388.00,-3370.00,1506.00,20882.00,-11716.00,-6540.00,-5176.00,623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,104425.00,43986.00,49750.00,14031.00,11863.00,2168.00,35719.00,-5764.00,-7702.00,1938.00,60439.00,43371.00,36187.00,24514.00,10663.00,1010.00,7184.00,17068.00,13068.00,4000.00,105470.00,101876.00,71046.00,49019.00,34928.00,12339.00,1752.00,22027.00,30830.00,17896.00,12934.00,0.00,959.00,-749.00,-749.00,0.00,0.00,1708.00,-959.00,44.00,-1003.00,3594.00,22161.00,2993.00,3243.00,-1676.00,1426.00,19168.00,-18567.00,-12574.00,-5993.00,905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,100951.00,39890.00,49094.00,10994.00,8530.00,2464.00,38100.00,-9204.00,-10174.00,970.00,61061.00,44034.00,36784.00,24940.00,10799.00,1045.00,7250.00,17027.00,13056.00,3971.00,99479.00,98002.00,66731.00,45927.00,28787.00,15420.00,1720.00,20804.00,31271.00,18100.00,13171.00,0.00,966.00,-785.00,-785.00,0.00,0.00,1751.00,-966.00,620.00,-1586.00,1477.00,23959.00,1164.00,3996.00,-4621.00,1789.00,22795.00,-22482.00,-15838.00,-6644.00,-1219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,97354.00,35392.00,49542.00,11685.00,9345.00,2340.00,37857.00,-14150.00,-14951.00,801.00,61962.00,44651.00,37322.00,25333.00,10916.00,1073.00,7329.00,17311.00,13240.00,4071.00,97866.00,97045.00,65062.00,44362.00,27746.00,14959.00,1657.00,20700.00,31983.00,18672.00,13311.00,0.00,893.00,-800.00,-800.00,0.00,0.00,1693.00,-893.00,976.00,-1869.00,821.00,28750.00,5957.00,8244.00,-4043.00,1756.00,22793.00,-27929.00,-21359.00,-6570.00,526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,104791.00,41875.00,53465.00,13715.00,11362.00,2353.00,39750.00,-11590.00,-12450.00,860.00,62916.00,45219.00,37801.00,25692.00,11015.00,1094.00,7418.00,17697.00,13528.00,4169.00,105960.00,104911.00,71998.00,50129.00,32197.00,16297.00,1635.00,21869.00,32913.00,19016.00,13897.00,0.00,840.00,-813.00,-813.00,0.00,0.00,1653.00,-840.00,936.00,-1776.00,1049.00,27015.00,3369.00,6839.00,-5282.00,1812.00,23646.00,-25966.00,-18874.00,-7092.00,1025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
