date,FA146110005.Q,FA146000105.Q,FA145090005.Q,FA145050005.Q,FA145019005.Q,FA145012005.Q,FA145013005.Q,FA145020005.Q,FA105420005.Q,FA145000005.Q,FA144090005.Q,FA103091003.Q,FA143020005.Q,FA143030005.Q,FA143034005.Q,FA102051003.Q,FA144022005.Q,FA103069100.Q,FA143061105.Q,FA103061703.Q,FA143062005.Q,FA144023005.Q,FA143065005.Q,FA143066005.Q,FA103064203.Q,FA143070005.Q,FA103092005.Q,FA143090005.Q,FA144190005.Q,FA104122005.Q,FA103169100.Q,FA103162000.Q,FA103163003.Q,FA144123005.Q,FA143168005.Q,FA143169005.Q,FA143165005.Q,FA103164103.Q,FA143170005.Q,FA143178005.Q,FA143192005.Q,FA143190005.Q,FA112090205.Q,FA107005005.Q
1962:Q3,107797.00,62398.00,55244.00,68171.00,62781.00,7640.00,55141.00,6188.00,-798.00,-12927.00,18871.00,-76.00,5876.00,-2604.00,0.00,0.00,-3988.00,1232.00,-5664.00,496.00,-52.00,735.00,24.00,711.00,196.00,9621.00,3084.00,6027.00,31798.00,2772.00,464.00,0.00,2308.00,14472.00,5320.00,984.00,8168.00,256.00,10316.00,1780.00,200.00,1581.00,421.00,7154.00
1962:Q4,109203.00,65366.00,70630.00,65297.00,62728.00,7727.00,55001.00,3364.00,-795.00,5333.00,15539.00,-544.00,12152.00,388.00,0.00,0.00,2076.00,996.00,2648.00,-132.00,-1436.00,831.00,16.00,815.00,80.00,-3459.00,2960.00,1055.00,10206.00,4172.00,-168.00,0.00,4340.00,17376.00,5744.00,1608.00,10024.00,400.00,-9104.00,-2320.00,236.00,-1491.00,937.00,-5264.00
1963:Q1,109607.00,66082.00,40738.00,69571.00,63367.00,8053.00,55314.00,6868.00,-664.00,-28833.00,5601.00,152.00,-18472.00,1376.00,0.00,0.00,16272.00,-1264.00,16240.00,-1380.00,2676.00,815.00,8.00,807.00,44.00,9085.00,3752.00,-7423.00,34434.00,3584.00,-160.00,0.00,3744.00,11972.00,2596.00,2448.00,6928.00,-20.00,11696.00,424.00,152.00,4362.00,2265.00,25344.00
1963:Q2,113447.00,67836.00,60301.00,69654.00,65781.00,8659.00,57122.00,4836.00,-963.00,-9353.00,16453.00,484.00,2076.00,-736.00,0.00,0.00,-1712.00,-388.00,-4460.00,1536.00,1600.00,935.00,0.00,935.00,-8.00,6193.00,3332.00,5889.00,25806.00,3952.00,-512.00,0.00,4464.00,14872.00,3448.00,944.00,10480.00,-44.00,4640.00,2980.00,436.00,-1664.00,633.00,7535.00
1963:Q3,115593.00,68904.00,60356.00,72345.00,67598.00,8825.00,58773.00,5716.00,-969.00,-11989.00,19311.00,-260.00,3336.00,-172.00,0.00,0.00,-596.00,-1556.00,-2600.00,340.00,3220.00,1743.00,0.00,1743.00,-4.00,5321.00,2708.00,7235.00,31300.00,1904.00,-216.00,0.00,2120.00,15472.00,4392.00,1372.00,9708.00,384.00,7196.00,1644.00,428.00,2034.00,2238.00,8548.00
1963:Q4,118367.00,69661.00,66454.00,74203.00,69716.00,9267.00,60449.00,5064.00,-577.00,-7749.00,19891.00,-1212.00,8552.00,2280.00,0.00,0.00,1672.00,1868.00,2104.00,836.00,-3136.00,1303.00,16.00,1287.00,32.00,2629.00,3452.00,1183.00,27640.00,4724.00,-32.00,0.00,4756.00,21176.00,7888.00,2960.00,10328.00,-1684.00,480.00,508.00,-84.00,-1038.00,3558.00,3207.00
1964:Q1,121291.00,73473.00,47601.00,75551.00,71444.00,9883.00,61561.00,5124.00,-1017.00,-27950.00,1549.00,544.00,-9104.00,4148.00,0.00,272.00,4220.00,1124.00,4080.00,-1132.00,148.00,2283.00,20.00,2263.00,-4.00,5381.00,3100.00,-9291.00,29499.00,2364.00,-344.00,0.00,2708.00,13936.00,2860.00,3844.00,7232.00,2548.00,2524.00,632.00,340.00,4364.00,2791.00,25872.00
1964:Q2,122234.00,73668.00,61723.00,76001.00,72775.00,9593.00,63182.00,4456.00,-1230.00,-14278.00,17848.00,368.00,4072.00,-1088.00,0.00,404.00,-2396.00,-976.00,-3632.00,156.00,2056.00,-605.00,28.00,-633.00,44.00,7637.00,3696.00,5716.00,32126.00,5224.00,140.00,0.00,5084.00,17932.00,4848.00,2748.00,10336.00,3128.00,6436.00,1476.00,408.00,-2705.00,227.00,11945.00
1964:Q3,124288.00,74336.00,66755.00,78004.00,74579.00,9409.00,65170.00,4692.00,-1267.00,-11249.00,26427.00,224.00,3336.00,-572.00,0.00,-136.00,-3028.00,3360.00,-3352.00,-848.00,-2188.00,1863.00,28.00,1835.00,20.00,14681.00,3868.00,6171.00,37676.00,2772.00,-12.00,0.00,2784.00,20252.00,6900.00,2580.00,10772.00,748.00,10612.00,420.00,196.00,1488.00,1187.00,7581.00
1964:Q4,124698.00,74515.00,61064.00,80955.00,76103.00,9256.00,66847.00,5016.00,-164.00,-19891.00,15988.00,-724.00,456.00,1448.00,0.00,696.00,-1344.00,-608.00,316.00,-608.00,-444.00,1203.00,20.00,1183.00,88.00,7049.00,3596.00,3520.00,35879.00,6244.00,844.00,0.00,5400.00,20088.00,7652.00,1120.00,11316.00,-1844.00,6116.00,-660.00,252.00,336.00,5346.00,13451.00
1965:Q1,133408.00,80835.00,48986.00,90928.00,80275.00,9039.00,71236.00,11544.00,-891.00,-41942.00,11300.00,-256.00,-3052.00,4132.00,0.00,-116.00,444.00,-3148.00,-1556.00,312.00,4836.00,2671.00,8.00,2663.00,48.00,11317.00,6216.00,-10104.00,53242.00,2220.00,-1516.00,0.00,3736.00,26544.00,15544.00,3244.00,7756.00,-224.00,15584.00,2236.00,772.00,2874.00,3236.00,31849.00
1965:Q2,137091.00,82163.00,70584.00,91174.00,83058.00,8926.00,74132.00,8568.00,-452.00,-20590.00,20378.00,-844.00,-1384.00,3588.00,0.00,-328.00,-5828.00,-928.00,-7088.00,-76.00,2264.00,-545.00,0.00,-545.00,108.00,12781.00,4788.00,8042.00,40968.00,6212.00,-184.00,0.00,6396.00,23648.00,10104.00,3032.00,10512.00,1320.00,9756.00,1556.00,-24.00,-3235.00,1735.00,11579.00
1965:Q3,139318.00,82895.00,71998.00,94569.00,86093.00,8851.00,77242.00,9292.00,-816.00,-22571.00,25648.00,280.00,-1720.00,2444.00,0.00,552.00,-808.00,1452.00,-1964.00,780.00,-1076.00,1363.00,0.00,1363.00,8.00,14953.00,3896.00,4680.00,48219.00,6796.00,24.00,0.00,6772.00,22536.00,10920.00,1592.00,10024.00,52.00,11532.00,1488.00,652.00,1696.00,3467.00,10897.00
1965:Q4,145027.00,85557.00,101189.00,96573.00,89917.00,8911.00,81006.00,7584.00,-928.00,4616.00,54845.00,-428.00,7872.00,-876.00,0.00,1028.00,1796.00,1328.00,2876.00,-64.00,-2344.00,1351.00,8.00,1343.00,40.00,13325.00,4272.00,26465.00,50229.00,2868.00,364.00,0.00,2504.00,27344.00,13216.00,3920.00,10208.00,-1260.00,8832.00,3052.00,484.00,2299.00,6610.00,-15632.00
1966:Q1,150901.00,88700.00,62652.00,106279.00,93735.00,9067.00,84668.00,13872.00,-1328.00,-43627.00,10605.00,412.00,-9596.00,3572.00,0.00,-324.00,3112.00,3688.00,1640.00,-88.00,-2128.00,2203.00,20.00,2183.00,100.00,13437.00,4224.00,-6535.00,54232.00,11236.00,-616.00,0.00,11852.00,26972.00,11712.00,4592.00,10668.00,-528.00,10272.00,3124.00,512.00,1444.00,1199.00,26048.00
1966:Q2,149255.00,89623.00,79459.00,107198.00,95744.00,8657.00,87087.00,12316.00,-862.00,-27739.00,19581.00,132.00,-2312.00,-712.00,0.00,-292.00,-5144.00,736.00,-6512.00,664.00,-32.00,-1017.00,28.00,-1045.00,136.00,17061.00,5252.00,6477.00,47320.00,10780.00,512.00,0.00,10268.00,31300.00,16556.00,2240.00,12504.00,6032.00,6844.00,-5380.00,468.00,-4198.00,1474.00,10164.00
1966:Q3,148341.00,89948.00,75148.00,107644.00,96846.00,8285.00,88561.00,11852.00,-1054.00,-32496.00,19232.00,60.00,-2208.00,264.00,0.00,168.00,-3328.00,-1788.00,-2224.00,-1100.00,1784.00,-513.00,32.00,-545.00,268.00,15829.00,5008.00,3684.00,51728.00,11360.00,1628.00,0.00,9732.00,20648.00,11392.00,-500.00,9756.00,1068.00,10980.00,976.00,-212.00,1425.00,5483.00,14800.00
1966:Q4,147668.00,93550.00,88558.00,112709.00,96800.00,7468.00,89332.00,16504.00,-595.00,-24151.00,12250.00,-188.00,11388.00,-4684.00,0.00,1656.00,624.00,3292.00,1120.00,-320.00,-3468.00,-93.00,24.00,-117.00,60.00,5421.00,6208.00,-8142.00,36401.00,10780.00,1776.00,0.00,9004.00,14904.00,3636.00,3844.00,7424.00,-1536.00,3672.00,-2240.00,684.00,4310.00,5827.00,4992.00
1967:Q1,144999.00,92200.00,65313.00,110350.00,95295.00,7117.00,88178.00,15423.00,-368.00,-45037.00,-3947.00,264.00,-1132.00,3812.00,0.00,-1308.00,-2492.00,2056.00,-2436.00,-936.00,-1176.00,2555.00,4.00,2551.00,0.00,2289.00,4500.00,-12435.00,41090.00,15784.00,3212.00,0.00,12572.00,17692.00,8472.00,2524.00,6696.00,1008.00,-1288.00,1348.00,652.00,-783.00,6677.00,26887.00
1967:Q2,144493.00,91796.00,83951.00,102705.00,96153.00,7828.00,88325.00,6341.00,211.00,-18754.00,3652.00,-432.00,1408.00,-3116.00,0.00,396.00,-10636.00,32.00,-10148.00,-428.00,-92.00,-1589.00,-8.00,-1581.00,172.00,7337.00,3600.00,6512.00,22406.00,17140.00,2664.00,0.00,14476.00,20100.00,9908.00,-596.00,10788.00,1920.00,4956.00,-16128.00,692.00,-5183.00,-1090.00,7845.00
1967:Q3,147394.00,93346.00,87557.00,104944.00,96962.00,8324.00,88638.00,9263.00,-1281.00,-17387.00,29783.00,-64.00,6956.00,1288.00,0.00,-248.00,-964.00,2192.00,-2284.00,-8.00,-864.00,-237.00,-8.00,-229.00,108.00,11033.00,5168.00,6743.00,47170.00,17296.00,-740.00,0.00,18036.00,15524.00,3924.00,936.00,10664.00,2944.00,9368.00,-1400.00,504.00,3170.00,-236.00,5789.00
1967:Q4,151171.00,96897.00,101021.00,109819.00,100311.00,9170.00,91141.00,8433.00,1075.00,-8798.00,46784.00,568.00,3480.00,2332.00,0.00,260.00,7688.00,120.00,5508.00,1284.00,776.00,-65.00,4.00,-69.00,216.00,14785.00,4908.00,12612.00,55582.00,14060.00,512.00,0.00,13548.00,13052.00,9356.00,2380.00,1316.00,3716.00,10296.00,-576.00,912.00,15737.00,-1615.00,-4124.00
1968:Q1,155187.00,93764.00,62230.00,114314.00,104111.00,9708.00,94403.00,8438.00,1765.00,-52084.00,16474.00,1208.00,4452.00,-1228.00,0.00,1732.00,9048.00,-1172.00,5544.00,716.00,3960.00,3032.00,-24.00,3056.00,504.00,4080.00,3624.00,-9978.00,68558.00,10908.00,500.00,0.00,10408.00,28956.00,6120.00,4128.00,18708.00,1460.00,3064.00,21884.00,1440.00,-9890.00,10736.00,31533.00
1968:Q2,158273.00,97553.00,96177.00,119029.00,104390.00,10372.00,94018.00,14082.00,557.00,-22852.00,26982.00,1568.00,848.00,-4984.00,0.00,-144.00,-3224.00,3468.00,-5092.00,596.00,-2196.00,-1612.00,-8.00,-1604.00,-52.00,20888.00,4388.00,9306.00,49834.00,14308.00,196.00,0.00,14112.00,28980.00,12284.00,5032.00,11664.00,2120.00,18832.00,-12164.00,492.00,-4053.00,1319.00,1375.00
1968:Q3,160277.00,98994.00,82039.00,115232.00,106982.00,10977.00,96005.00,7681.00,569.00,-33192.00,29976.00,332.00,2040.00,1640.00,0.00,-184.00,-2824.00,2004.00,-2792.00,124.00,-2160.00,-1868.00,-4.00,-1864.00,128.00,21836.00,5964.00,2912.00,63168.00,18412.00,5208.00,0.00,13204.00,22256.00,9692.00,908.00,11656.00,-1904.00,22640.00,-4452.00,556.00,4737.00,923.00,16955.00
1968:Q4,163147.00,101146.00,110222.00,117402.00,111943.00,11899.00,100044.00,6007.00,-548.00,-7180.00,58168.00,-980.00,4212.00,2068.00,0.00,400.00,7412.00,288.00,4520.00,280.00,2324.00,780.00,-12.00,792.00,132.00,21828.00,5936.00,16380.00,65348.00,12804.00,-1044.00,0.00,13848.00,33536.00,17104.00,2952.00,13480.00,-2312.00,12832.00,-848.00,612.00,9067.00,-343.00,-9076.00
1969:Q1,162284.00,101121.00,83627.00,127563.00,116369.00,12909.00,103460.00,11489.00,-295.00,-43936.00,34129.00,1076.00,7504.00,-5456.00,0.00,4324.00,6316.00,3740.00,1960.00,1344.00,-728.00,4512.00,92.00,4420.00,224.00,18684.00,5864.00,-8919.00,78065.00,14820.00,1072.00,0.00,13748.00,29052.00,14768.00,4524.00,9760.00,1348.00,16996.00,9220.00,1388.00,-386.00,5627.00,17495.00
1969:Q2,161022.00,100995.00,92696.00,127818.00,119004.00,13405.00,105599.00,9222.00,-408.00,-35122.00,32585.00,-188.00,8636.00,-12396.00,0.00,-1024.00,-4768.00,2708.00,-5600.00,-676.00,-1200.00,-1776.00,548.00,-2324.00,100.00,26024.00,6276.00,11701.00,67707.00,13824.00,700.00,0.00,13124.00,42908.00,15764.00,14776.00,12368.00,1684.00,21412.00,-6752.00,1000.00,-3368.00,-3000.00,8300.00
1969:Q3,158514.00,101218.00,88781.00,132718.00,122861.00,13634.00,109227.00,10194.00,-337.00,-43937.00,34761.00,-764.00,4696.00,-4272.00,0.00,3688.00,-7912.00,1668.00,-8452.00,-128.00,-1000.00,-380.00,564.00,-944.00,-76.00,27788.00,5800.00,6193.00,78698.00,13464.00,2568.00,0.00,10896.00,36264.00,8064.00,16724.00,11476.00,3960.00,23640.00,-3012.00,980.00,5289.00,-1887.00,12438.00
1969:Q4,155731.00,97952.00,99718.00,128672.00,123174.00,13146.00,110028.00,5787.00,-289.00,-28954.00,43390.00,-1780.00,1900.00,508.00,0.00,1772.00,1068.00,2000.00,-360.00,428.00,-1000.00,-248.00,540.00,-788.00,-28.00,20616.00,4356.00,15226.00,72344.00,10220.00,88.00,0.00,10132.00,31960.00,10616.00,7300.00,14044.00,6632.00,18536.00,-6264.00,1440.00,10004.00,-184.00,-1766.00
1970:Q1,148199.00,96565.00,63463.00,125545.00,123849.00,13342.00,110507.00,1823.00,-127.00,-62082.00,23256.00,-4.00,460.00,3584.00,0.00,1804.00,-408.00,2256.00,-1364.00,-800.00,-500.00,-73.00,232.00,-305.00,-84.00,10781.00,7396.00,-200.00,85338.00,16216.00,3940.00,0.00,12276.00,31480.00,-444.00,13552.00,18372.00,5268.00,12176.00,-3576.00,2316.00,7682.00,13776.00,33102.00
1970:Q2,147270.00,102408.00,83917.00,129763.00,124602.00,13105.00,111497.00,5081.00,80.00,-45847.00,21406.00,192.00,-2812.00,5452.00,0.00,-10012.00,6600.00,1620.00,3440.00,40.00,1500.00,-441.00,432.00,-873.00,556.00,7625.00,8120.00,6126.00,67253.00,22580.00,-332.00,0.00,22912.00,37232.00,8400.00,10520.00,18312.00,4780.00,12788.00,-2600.00,812.00,-4751.00,-3588.00,18491.00
1970:Q3,149734.00,102280.00,94181.00,130837.00,125895.00,13486.00,112409.00,5083.00,-141.00,-36656.00,17173.00,-316.00,212.00,1656.00,0.00,-4784.00,-1484.00,500.00,3804.00,-1288.00,-4500.00,4371.00,424.00,3947.00,-364.00,3301.00,6388.00,8193.00,53829.00,21904.00,464.00,0.00,21440.00,23672.00,12644.00,-8104.00,19132.00,4424.00,5620.00,-2224.00,1392.00,5514.00,-6473.00,8099.00
1970:Q4,145560.00,100085.00,113763.00,120822.00,124562.00,14890.00,109672.00,-3984.00,244.00,-7059.00,31450.00,-1372.00,6384.00,1688.00,0.00,684.00,1316.00,2668.00,-2532.00,180.00,1000.00,663.00,424.00,239.00,-196.00,6117.00,6580.00,9586.00,38509.00,25432.00,3036.00,0.00,22396.00,15944.00,5220.00,-8056.00,18780.00,8304.00,-1832.00,-2128.00,1176.00,-3239.00,-5148.00,-13678.00
1971:Q1,156726.00,110954.00,87996.00,141835.00,127593.00,15890.00,111703.00,12254.00,1988.00,-53839.00,41595.00,1136.00,-5880.00,10388.00,0.00,4336.00,980.00,2612.00,-1992.00,-640.00,1000.00,9297.00,1120.00,8177.00,-268.00,5799.00,7592.00,8215.00,95434.00,24040.00,2176.00,0.00,21864.00,22916.00,2132.00,5016.00,15768.00,7928.00,21092.00,2120.00,708.00,10711.00,5919.00,22958.00
1971:Q2,161667.00,113525.00,101054.00,142134.00,131818.00,17634.00,114184.00,10875.00,-559.00,-41079.00,39156.00,80.00,5384.00,6720.00,0.00,-5248.00,5984.00,-316.00,5780.00,-480.00,1000.00,993.00,1120.00,-127.00,44.00,11907.00,7228.00,6064.00,80235.00,15952.00,-5724.00,80.00,21596.00,43440.00,8416.00,6080.00,28944.00,13260.00,5372.00,6260.00,480.00,-4648.00,120.00,12471.00
1971:Q3,165768.00,117549.00,103935.00,143788.00,134226.00,18804.00,115422.00,10188.00,-626.00,-39853.00,55788.00,548.00,-4320.00,3364.00,0.00,4228.00,736.00,3280.00,-3436.00,-108.00,1000.00,2757.00,1284.00,1473.00,100.00,16511.00,8644.00,23220.00,95641.00,15016.00,552.00,132.00,14332.00,41152.00,12980.00,2600.00,25572.00,15360.00,9740.00,4240.00,-1252.00,6781.00,4604.00,13614.00
1971:Q4,171381.00,123220.00,133914.00,137495.00,138352.00,20016.00,118336.00,-295.00,-562.00,-3581.00,68940.00,-20.00,-496.00,2576.00,0.00,56.00,14548.00,1968.00,11544.00,36.00,1000.00,1893.00,1276.00,617.00,-76.00,21431.00,4684.00,24344.00,72521.00,17020.00,-548.00,132.00,17436.00,26576.00,3008.00,-1424.00,24992.00,9192.00,19264.00,3888.00,1224.00,-1222.00,-3421.00,-10694.00
1972:Q1,177333.00,127120.00,84926.00,147941.00,145357.00,21968.00,123389.00,3227.00,-643.00,-63015.00,54131.00,748.00,4228.00,10524.00,0.00,5952.00,-1840.00,4712.00,-7200.00,-352.00,1000.00,-1786.00,1192.00,-2978.00,-40.00,24258.00,8084.00,4003.00,117146.00,16308.00,5048.00,160.00,11100.00,47204.00,13696.00,6020.00,27488.00,9032.00,29544.00,2064.00,-616.00,9740.00,3870.00,42194.00
1972:Q2,180515.00,130017.00,115764.00,160244.00,148880.00,22561.00,126319.00,11998.00,-634.00,-44480.00,43965.00,820.00,844.00,3936.00,0.00,2184.00,-244.00,6644.00,-7828.00,-60.00,1000.00,2702.00,948.00,1754.00,60.00,10026.00,5228.00,18409.00,88445.00,18760.00,2844.00,668.00,15248.00,52384.00,11536.00,1528.00,39320.00,13712.00,10028.00,5456.00,1436.00,-4192.00,-9139.00,14253.00
1972:Q3,190182.00,135249.00,121045.00,165629.00,151932.00,22937.00,128995.00,13715.00,-18.00,-44585.00,62807.00,776.00,7948.00,-3932.00,0.00,-4032.00,1056.00,676.00,-1288.00,668.00,1000.00,3386.00,1388.00,1998.00,60.00,21086.00,8996.00,27463.00,107392.00,9836.00,-3004.00,692.00,12148.00,56208.00,16856.00,3640.00,35712.00,10384.00,26532.00,1668.00,1184.00,2538.00,-959.00,14205.00
1972:Q4,210005.00,139380.00,205498.00,170102.00,160003.00,23953.00,136050.00,7491.00,2608.00,35396.00,152829.00,1408.00,-2428.00,5396.00,0.00,2340.00,9464.00,-192.00,8412.00,244.00,1000.00,2554.00,920.00,1634.00,-84.00,52842.00,5796.00,75541.00,117433.00,8920.00,-2004.00,672.00,10252.00,72900.00,19676.00,9076.00,44148.00,10560.00,31176.00,6360.00,1564.00,-524.00,-13523.00,-66118.00
1973:Q1,221423.00,144956.00,102737.00,182763.00,167374.00,24261.00,143113.00,10550.00,4839.00,-80026.00,80420.00,2200.00,-1384.00,16396.00,0.00,15304.00,-5908.00,-3548.00,-3604.00,244.00,1000.00,-5610.00,832.00,-6442.00,392.00,42882.00,14312.00,1836.00,160446.00,2084.00,-5008.00,1284.00,5808.00,100656.00,54144.00,17244.00,29268.00,7004.00,40636.00,4952.00,2364.00,11952.00,-9202.00,42218.00
1973:Q2,228480.00,144101.00,105796.00,192610.00,173647.00,23001.00,150646.00,18206.00,757.00,-86814.00,76268.00,1132.00,804.00,10804.00,0.00,-676.00,2456.00,3960.00,-4640.00,636.00,2500.00,3282.00,660.00,2622.00,344.00,35158.00,9888.00,13076.00,163082.00,15388.00,1060.00,2140.00,12188.00,88488.00,30552.00,8968.00,48968.00,8676.00,45024.00,7136.00,3252.00,-7033.00,2151.00,38305.00
1973:Q3,229907.00,149926.00,114496.00,192037.00,177877.00,22462.00,155415.00,9761.00,4399.00,-77541.00,80850.00,-1104.00,4240.00,-824.00,0.00,12624.00,-10808.00,364.00,-11284.00,1612.00,-1500.00,-630.00,172.00,-802.00,-184.00,42818.00,7720.00,26998.00,158391.00,12544.00,-40.00,1956.00,10628.00,87040.00,31016.00,13976.00,42048.00,5148.00,26904.00,2516.00,2028.00,3686.00,18525.00,35431.00
1973:Q4,245674.00,152390.00,148312.00,206406.00,180192.00,21704.00,158488.00,24993.00,1221.00,-58094.00,111360.00,2400.00,4168.00,-992.00,0.00,7044.00,3008.00,1788.00,2264.00,1504.00,-2548.00,1294.00,-132.00,1426.00,388.00,51902.00,9896.00,32252.00,169454.00,19460.00,9644.00,1804.00,8012.00,49628.00,14756.00,5408.00,29464.00,10704.00,53296.00,6516.00,3080.00,828.00,25942.00,4078.00
1974:Q1,241742.00,151911.00,113972.00,197897.00,182039.00,20746.00,161293.00,12519.00,3339.00,-83925.00,64225.00,1600.00,368.00,10760.00,0.00,4840.00,3008.00,5696.00,-5992.00,1180.00,2124.00,3916.00,568.00,3348.00,212.00,44924.00,-4640.00,-763.00,148150.00,18656.00,2192.00,1644.00,14820.00,76304.00,36924.00,11816.00,27564.00,6220.00,40216.00,8368.00,7172.00,11607.00,-20393.00,37939.00
1974:Q2,240521.00,152592.00,131836.00,216923.00,186000.00,20008.00,165992.00,17416.00,13507.00,-85086.00,63929.00,-800.00,1592.00,3432.00,0.00,-9704.00,2160.00,-1060.00,2156.00,1108.00,-44.00,2376.00,504.00,1872.00,344.00,57704.00,6068.00,757.00,149015.00,26404.00,3164.00,1696.00,21544.00,86132.00,41584.00,9580.00,34968.00,4976.00,46036.00,12076.00,2192.00,-874.00,-27927.00,20756.00
1974:Q3,253657.00,147312.00,155466.00,194879.00,189958.00,19042.00,170916.00,5578.00,-657.00,-39413.00,80760.00,-1600.00,9992.00,828.00,0.00,-5664.00,10920.00,6884.00,2004.00,1892.00,140.00,-1276.00,632.00,-1908.00,872.00,21676.00,16380.00,28632.00,120173.00,27488.00,9396.00,1324.00,16768.00,64588.00,29568.00,16484.00,18536.00,-20.00,27880.00,11192.00,6480.00,16163.00,-33598.00,-8155.00
1974:Q4,239990.00,154167.00,161657.00,214721.00,189515.00,15950.00,173565.00,20446.00,4760.00,-53063.00,12417.00,0.00,-6960.00,6628.00,0.00,-12580.00,12176.00,4984.00,7456.00,-508.00,244.00,168.00,416.00,-248.00,-188.00,11528.00,13880.00,-12235.00,65480.00,29248.00,1772.00,1928.00,25548.00,43856.00,12896.00,15052.00,15908.00,5212.00,4100.00,4032.00,3352.00,4827.00,-29147.00,-7490.00
1975:Q1,220068.00,167246.00,142347.00,173819.00,183529.00,13909.00,169620.00,-10028.00,318.00,-31472.00,11150.00,76.00,28960.00,-2440.00,0.00,1980.00,6468.00,5612.00,-1492.00,788.00,1560.00,-559.00,-2844.00,2285.00,-384.00,-9553.00,14788.00,-28186.00,42622.00,43544.00,4104.00,1720.00,37720.00,-4396.00,-17668.00,3560.00,9712.00,7732.00,-13772.00,-11388.00,696.00,34797.00,-14591.00,24899.00
1975:Q2,230555.00,181027.00,109237.00,169202.00,183003.00,13276.00,169727.00,-13954.00,153.00,-59965.00,10685.00,-1724.00,7028.00,9136.00,0.00,-2636.00,13964.00,4940.00,6532.00,-1776.00,4268.00,-931.00,272.00,-1203.00,-308.00,8423.00,14576.00,-36843.00,70650.00,26804.00,-9528.00,3244.00,33088.00,12164.00,-16840.00,6688.00,22316.00,12892.00,-2568.00,144.00,3056.00,34534.00,-16376.00,71790.00
1975:Q3,263108.00,195692.00,134009.00,185509.00,187096.00,13363.00,173733.00,-1388.00,-199.00,-51501.00,59597.00,84.00,5300.00,9612.00,0.00,76.00,-648.00,2800.00,4344.00,-284.00,-7508.00,-1931.00,576.00,-2507.00,504.00,38439.00,4520.00,3641.00,111098.00,16932.00,-180.00,2404.00,14708.00,22840.00,-4120.00,10140.00,16820.00,6852.00,48152.00,2768.00,-80.00,24336.00,-10703.00,61684.00
1975:Q4,272601.00,204844.00,155976.00,191832.00,191827.00,13563.00,178264.00,348.00,-343.00,-35856.00,35461.00,3448.00,3152.00,-428.00,0.00,1504.00,19024.00,1784.00,20412.00,-880.00,-2292.00,4357.00,848.00,3509.00,-108.00,36579.00,17400.00,-49467.00,71317.00,20348.00,-5984.00,3032.00,23300.00,14380.00,-3984.00,6276.00,12088.00,12156.00,12104.00,3808.00,5036.00,12803.00,-9318.00,48868.00
1976:Q1,289396.00,212114.00,178493.00,214141.00,199036.00,14829.00,184207.00,14693.00,412.00,-35648.00,87477.00,2240.00,12888.00,3732.00,0.00,7672.00,18996.00,2868.00,19880.00,-704.00,-3048.00,5678.00,964.00,4714.00,-268.00,29090.00,14048.00,-6599.00,123125.00,29792.00,2680.00,1228.00,25884.00,35596.00,-8724.00,22872.00,21448.00,12608.00,8268.00,7208.00,5100.00,46388.00,-21834.00,33621.00
1976:Q2,291789.00,211973.00,224279.00,229799.00,204766.00,15548.00,189218.00,22448.00,2585.00,-5520.00,117409.00,464.00,2728.00,6452.00,0.00,-7112.00,4180.00,2128.00,4728.00,-236.00,-2440.00,174.00,1208.00,-1034.00,40.00,43114.00,6320.00,61049.00,122929.00,24668.00,2832.00,2008.00,19828.00,45128.00,6064.00,12432.00,26632.00,14020.00,31744.00,8980.00,3556.00,7475.00,-12642.00,-12306.00
1976:Q3,296430.00,215048.00,157926.00,236420.00,211675.00,15532.00,196143.00,20807.00,3938.00,-78494.00,79426.00,-2356.00,7320.00,-1772.00,0.00,2528.00,-3084.00,2136.00,-7216.00,-44.00,2040.00,-1438.00,1792.00,-3230.00,136.00,27014.00,11456.00,39622.00,157920.00,21900.00,-4380.00,3492.00,22788.00,55436.00,9128.00,17916.00,28392.00,7316.00,35116.00,4920.00,3208.00,39116.00,-9092.00,57123.00
1976:Q4,297041.00,216787.00,160849.00,232082.00,220575.00,17442.00,203133.00,10518.00,989.00,-71232.00,25288.00,2920.00,3708.00,15808.00,0.00,-2008.00,14508.00,1428.00,12704.00,-600.00,976.00,10266.00,2312.00,7954.00,-36.00,30002.00,8764.00,-58644.00,96520.00,30636.00,4600.00,3212.00,22824.00,52360.00,7432.00,18696.00,26232.00,8152.00,12564.00,5616.00,2364.00,-6130.00,-9041.00,55938.00
1977:Q1,312333.00,224767.00,210168.00,247565.00,233250.00,18274.00,214976.00,14822.00,-507.00,-37397.00,126557.00,1832.00,-4220.00,-1468.00,124.00,968.00,2384.00,-824.00,4020.00,-316.00,-496.00,1696.00,3848.00,-2152.00,172.00,45356.00,5432.00,74281.00,163954.00,27224.00,732.00,4884.00,21608.00,82264.00,29744.00,23076.00,29444.00,-640.00,49372.00,-1580.00,3339.00,33331.00,-29356.00,14599.00
1977:Q2,326127.00,242417.00,208477.00,265401.00,245353.00,20852.00,224501.00,19469.00,579.00,-56924.00,79274.00,3388.00,10216.00,7500.00,172.00,588.00,-19228.00,-1244.00,-18724.00,-428.00,1168.00,7268.00,4152.00,3116.00,-372.00,35548.00,12920.00,21274.00,136198.00,24504.00,1116.00,8604.00,14784.00,85552.00,22964.00,18112.00,44476.00,1728.00,33984.00,-1252.00,3275.00,-1537.00,-10056.00,33940.00
