1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q4,56103.00,0.00,0.00,3283.00,0.00,625.00,2658.00,0.00,0.00,50490.00,0.00,3102.00,47388.00,0.00,2330.00,53265.00,-5760.00,57459.00,1456.00,55731.00,272.00,0.00,0.00,1566.00
1980:Q1,56589.00,0.00,158.00,2724.00,0.00,599.00,2125.00,0.00,0.00,50200.00,0.00,4477.00,45723.00,0.00,3507.00,53730.00,-5445.00,55800.00,1714.00,53778.00,308.00,0.00,0.00,3375.00
1980:Q2,56009.00,0.00,332.00,3640.00,0.00,801.00,2839.00,0.00,0.00,47700.00,0.00,4732.00,42968.00,0.00,4337.00,53165.00,-7985.00,57800.00,1921.00,55535.00,344.00,0.00,0.00,3350.00
1980:Q3,57440.00,0.00,488.00,4243.00,0.00,933.00,3310.00,0.00,0.00,48000.00,0.00,4432.00,43568.00,0.00,4709.00,54617.00,-8808.00,61000.00,2316.00,58304.00,380.00,0.00,0.00,2425.00
1980:Q4,59350.00,0.00,732.00,4267.00,0.00,939.00,3328.00,0.00,0.00,48700.00,0.00,4645.00,44055.00,0.00,5651.00,56530.00,-8270.00,61700.00,3288.00,57941.00,471.00,0.00,0.00,3100.00
1981:Q1,59632.00,0.00,1273.00,4424.00,0.00,973.00,3451.00,0.00,0.00,48900.00,0.00,4505.00,44395.00,0.00,5035.00,56763.00,-9164.00,63000.00,3424.00,59083.00,493.00,0.00,0.00,2927.00
1981:Q2,60862.00,0.00,1805.00,4353.00,0.00,957.00,3396.00,0.00,0.00,50200.00,0.00,4136.00,46064.00,0.00,4504.00,57931.00,-8522.00,64000.00,3653.00,59831.00,516.00,0.00,0.00,2453.00
1981:Q3,62516.00,0.00,2007.00,3932.00,0.00,865.00,3067.00,0.00,0.00,51200.00,0.00,3828.00,47372.00,0.00,5377.00,59521.00,-7456.00,63700.00,3716.00,59469.00,515.00,0.00,0.00,3277.00
1981:Q4,62145.00,0.00,2397.00,4611.00,0.00,1014.00,3597.00,0.00,0.00,50400.00,0.00,3686.00,46714.00,0.00,4737.00,59091.00,-8709.00,64600.00,3881.00,60167.00,552.00,0.00,0.00,3200.00
1982:Q1,61021.00,0.00,2532.00,5124.00,0.00,1127.00,3997.00,0.00,0.00,49700.00,0.00,3125.00,46575.00,0.00,3665.00,57770.00,-12577.00,67600.00,4165.00,62747.00,688.00,0.00,0.00,2747.00
1982:Q2,63243.00,0.00,2805.00,5471.00,0.00,1203.00,4268.00,0.00,0.00,50100.00,0.00,3082.00,47018.00,0.00,4867.00,59777.00,-12903.00,69900.00,4579.00,64564.00,757.00,0.00,0.00,2780.00
1982:Q3,63942.00,0.00,3032.00,4938.00,0.00,1086.00,3852.00,0.00,0.00,51300.00,0.00,3099.00,48201.00,0.00,4672.00,60232.00,-14066.00,71600.00,4915.00,65889.00,796.00,0.00,0.00,2698.00
1982:Q4,64716.00,0.00,3186.00,5802.00,0.00,1276.00,4526.00,0.00,0.00,51500.00,0.00,2686.00,48814.00,0.00,4228.00,60770.00,-16330.00,74800.00,5719.00,68367.00,714.00,0.00,0.00,2300.00
1983:Q1,64482.00,0.00,2883.00,5934.00,0.00,1543.00,4391.00,0.00,0.00,51600.00,0.00,2765.00,48835.00,0.00,4065.00,60479.00,-21954.00,80000.00,6425.00,72929.00,646.00,0.00,0.00,2433.00
1983:Q2,69619.00,0.00,3309.00,9398.00,0.00,2913.00,6485.00,0.00,0.00,54200.00,0.00,3535.00,50665.00,0.00,2712.00,65543.00,-21717.00,84800.00,7190.00,76982.00,628.00,0.00,0.00,2460.00
1983:Q3,75951.00,0.00,3813.00,10710.00,0.00,3213.00,7497.00,0.00,0.00,57500.00,0.00,4051.00,53449.00,0.00,3928.00,71750.00,-17933.00,87200.00,7627.00,78896.00,677.00,0.00,0.00,2483.00
1983:Q4,77958.00,0.00,4270.00,8947.00,0.00,2684.00,6263.00,0.00,0.00,60500.00,0.00,4381.00,56119.00,0.00,4241.00,73624.00,-18376.00,89700.00,7996.00,81011.00,693.00,0.00,0.00,2300.00
1984:Q1,83160.00,0.00,5549.00,9794.00,119.00,3294.00,6381.00,0.00,0.00,64000.00,0.00,5538.00,58462.00,0.00,3817.00,78675.00,-19544.00,96000.00,8243.00,87015.00,742.00,0.00,0.00,2219.00
1984:Q2,88118.00,0.00,5075.00,10791.00,181.00,3813.00,6797.00,0.00,0.00,68400.00,0.00,6398.00,62002.00,0.00,3852.00,83394.00,-20232.00,101200.00,8784.00,91790.00,626.00,0.00,0.00,2426.00
1984:Q3,90968.00,0.00,4420.00,11021.00,153.00,4105.00,6763.00,0.00,0.00,72000.00,0.00,7020.00,64980.00,0.00,3527.00,85963.00,-18857.00,102500.00,9281.00,92509.00,710.00,0.00,0.00,2320.00
1984:Q4,93191.00,0.00,4614.00,9633.00,62.00,3711.00,5860.00,0.00,0.00,75400.00,0.00,7534.00,67866.00,0.00,3544.00,87916.00,-17584.00,102600.00,9495.00,92291.00,814.00,0.00,0.00,2900.00
1985:Q1,98149.00,0.00,6017.00,11213.00,153.00,4925.00,6135.00,0.00,0.00,76700.00,0.00,7788.00,68912.00,0.00,4219.00,92596.00,-19676.00,109500.00,10135.00,98471.00,894.00,0.00,0.00,2772.00
1985:Q2,103931.00,0.00,7614.00,12295.00,126.00,5642.00,6527.00,0.00,0.00,79800.00,0.00,8821.00,70979.00,0.00,4222.00,98086.00,-21244.00,117100.00,11182.00,104951.00,967.00,0.00,0.00,2230.00
1985:Q3,109314.00,0.00,7927.00,13242.00,192.00,5950.00,7100.00,0.00,0.00,82900.00,0.00,10041.00,72859.00,0.00,5245.00,103162.00,-21611.00,122700.00,11791.00,109875.00,1034.00,0.00,0.00,2073.00
1985:Q4,111544.00,0.00,8356.00,13321.00,176.00,6153.00,6992.00,0.00,0.00,85100.00,0.00,11086.00,74014.00,0.00,4767.00,105044.00,-23256.00,125500.00,12641.00,111701.00,1158.00,0.00,0.00,2800.00
1986:Q1,116056.00,0.00,10910.00,13876.00,151.00,6336.00,7389.00,0.00,0.00,85700.00,0.00,13622.00,72078.00,0.00,5570.00,109228.00,-26519.00,133100.00,12400.00,119477.00,1223.00,0.00,0.00,2647.00
1986:Q2,122112.00,0.00,12044.00,15019.00,148.00,7198.00,7673.00,0.00,0.00,88500.00,0.00,15128.00,73372.00,0.00,6549.00,114958.00,-29021.00,141700.00,12219.00,128232.00,1249.00,0.00,0.00,2279.00
1986:Q3,127356.00,0.00,11500.00,16249.00,100.00,7757.00,8392.00,0.00,0.00,92800.00,0.00,17255.00,75545.00,0.00,6807.00,119903.00,-30794.00,147700.00,12600.00,133684.00,1416.00,0.00,0.00,2997.00
1986:Q4,132428.00,0.00,10867.00,17486.00,744.00,7959.00,8783.00,0.00,0.00,96400.00,0.00,19325.00,77075.00,0.00,7675.00,124693.00,-31007.00,152700.00,13036.00,137844.00,1820.00,0.00,0.00,3000.00
1987:Q1,139214.00,0.00,14002.00,19025.00,157.00,9208.00,9660.00,0.00,0.00,96700.00,0.00,22046.00,74654.00,0.00,9487.00,131158.00,-33386.00,161400.00,13500.00,146316.00,1584.00,0.00,0.00,3144.00
1987:Q2,143218.00,0.00,11848.00,20766.00,198.00,10014.00,10554.00,0.00,0.00,101300.00,0.00,24928.00,76372.00,0.00,9304.00,134872.00,-35303.00,167200.00,14194.00,151017.00,1989.00,0.00,0.00,2975.00
1987:Q3,147229.00,0.00,9967.00,20633.00,204.00,10970.00,9459.00,0.00,0.00,107400.00,0.00,27623.00,79777.00,0.00,9229.00,138573.00,-31721.00,166500.00,14400.00,150353.00,1747.00,0.00,0.00,3794.00
1987:Q4,147349.00,0.00,9234.00,20448.00,459.00,11186.00,8803.00,0.00,0.00,110900.00,0.00,29872.00,81028.00,1752.00,5015.00,138492.00,-31408.00,166000.00,14721.00,149197.00,2082.00,0.00,0.00,3900.00
1988:Q1,150343.00,0.00,8587.00,20398.00,470.00,12458.00,7470.00,0.00,0.00,112600.00,0.00,31520.00,81080.00,1700.00,7058.00,141162.00,-34457.00,171800.00,14800.00,155034.00,1966.00,0.00,0.00,3819.00
1988:Q2,156605.00,0.00,10549.00,21154.00,599.00,13487.00,7068.00,0.00,0.00,117200.00,0.00,34063.00,83137.00,1642.00,6060.00,147133.00,-32892.00,176500.00,14861.00,158878.00,2761.00,0.00,0.00,3525.00
1988:Q3,162556.00,0.00,8883.00,21856.00,724.00,13874.00,7258.00,0.00,0.00,122900.00,0.00,36377.00,86523.00,1500.00,7417.00,152775.00,-29644.00,177700.00,15280.00,160228.00,2192.00,0.00,0.00,4719.00
1988:Q4,164645.00,0.00,9369.00,22450.00,868.00,14440.00,7142.00,0.00,0.00,126400.00,0.00,38060.00,88340.00,1366.00,5060.00,154549.00,-28151.00,178400.00,15486.00,160460.00,2454.00,0.00,0.00,4300.00
1989:Q1,167973.00,0.00,10342.00,22230.00,1270.00,13994.00,6966.00,0.00,0.00,127500.00,0.00,40753.00,86747.00,1300.00,6601.00,156523.00,-28177.00,181500.00,15800.00,163141.00,2559.00,0.00,0.00,3200.00
1989:Q2,169333.00,0.00,9964.00,21648.00,1476.00,13327.00,6845.00,0.00,0.00,131200.00,0.00,42912.00,88288.00,1210.00,5311.00,157666.00,-26534.00,181100.00,16121.00,162517.00,2462.00,0.00,0.00,3100.00
1989:Q3,173783.00,0.00,10921.00,20444.00,1046.00,12822.00,6576.00,0.00,0.00,135300.00,0.00,44352.00,90948.00,1215.00,5903.00,161733.00,-25667.00,184000.00,16470.00,163530.00,4000.00,0.00,0.00,3400.00
1989:Q4,175872.00,0.00,12494.00,19499.00,1125.00,12115.00,6259.00,0.00,0.00,136500.00,17882.00,26964.00,91654.00,1218.00,6161.00,164653.00,-26047.00,187000.00,16812.00,164652.00,5536.00,0.00,0.00,3700.00
1990:Q1,182404.00,0.00,16805.00,22006.00,1198.00,11243.00,9565.00,0.00,0.00,135300.00,17653.00,27613.00,90034.00,1300.00,6993.00,170654.00,-27346.00,194600.00,17575.00,172725.00,4300.00,0.00,0.00,3400.00
1990:Q2,186232.00,0.00,16007.00,23241.00,1426.00,10289.00,11526.00,0.00,0.00,136900.00,17423.00,29117.00,90360.00,1383.00,8701.00,174434.00,-27966.00,198800.00,18345.00,177284.00,3171.00,0.00,0.00,3600.00
1990:Q3,189382.00,0.00,14637.00,24137.00,1580.00,9337.00,13220.00,0.00,0.00,140000.00,17189.00,31183.00,91628.00,1400.00,9208.00,177007.00,-26693.00,199900.00,18330.00,178270.00,3300.00,0.00,0.00,3800.00
1990:Q4,190762.00,0.00,14596.00,25278.00,2300.00,8546.00,14432.00,0.00,0.00,141300.00,16956.00,32747.00,91597.00,1413.00,8175.00,178224.00,-26476.00,200800.00,18321.00,179064.00,3415.00,0.00,0.00,3900.00
1991:Q1,194261.00,0.00,16551.00,27978.00,2498.00,9191.00,16289.00,0.00,0.00,137900.00,16692.00,32733.00,88475.00,1675.00,10157.00,181311.00,-29889.00,207400.00,19450.00,184350.00,3600.00,0.00,0.00,3800.00
1991:Q2,199619.00,0.00,14174.00,30491.00,2980.00,9575.00,17936.00,0.00,0.00,139400.00,16424.00,34456.00,88520.00,1939.00,13615.00,186555.00,-31045.00,213700.00,20562.00,189318.00,3820.00,0.00,0.00,3900.00
1991:Q3,204379.00,0.00,11946.00,32725.00,2906.00,10127.00,19692.00,0.00,0.00,142000.00,16154.00,36624.00,89222.00,2250.00,15458.00,190779.00,-30821.00,216800.00,20550.00,192250.00,4000.00,0.00,0.00,4800.00
1991:Q4,207895.00,0.00,13195.00,36264.00,2596.00,14075.00,19593.00,0.00,0.00,143100.00,15884.00,36914.00,90302.00,2569.00,12767.00,193722.00,-32078.00,221300.00,20547.00,196521.00,4232.00,0.00,0.00,4500.00
1992:Q1,215853.00,0.00,13818.00,41451.00,2590.00,16400.00,22461.00,0.00,0.00,140500.00,15408.00,35619.00,89473.00,3150.00,16934.00,201303.00,-34997.00,232300.00,21600.00,206100.00,4600.00,0.00,0.00,4000.00
1992:Q2,221493.00,0.00,12920.00,46183.00,3183.00,18431.00,24569.00,0.00,0.00,142000.00,14931.00,38762.00,88307.00,3721.00,16669.00,206025.00,-33975.00,235600.00,22644.00,207993.00,4963.00,0.00,0.00,4400.00
1992:Q3,226572.00,0.00,11603.00,49964.00,3263.00,19850.00,26851.00,0.00,0.00,143500.00,14450.00,38344.00,90706.00,3890.00,17615.00,210122.00,-32878.00,238000.00,23800.00,208800.00,5400.00,0.00,11.00,4989.00
1992:Q4,231144.00,0.00,13547.00,51552.00,2962.00,19938.00,28652.00,0.00,0.00,145500.00,13968.00,39838.00,91694.00,4060.00,16485.00,213949.00,-33551.00,242900.00,25065.00,212032.00,5803.00,0.00,46.00,4554.00
1993:Q1,237460.00,0.00,12227.00,56252.00,3152.00,21213.00,31887.00,0.00,0.00,146000.00,14021.00,40555.00,91424.00,4300.00,18681.00,219260.00,-33440.00,247900.00,24950.00,217050.00,5900.00,0.00,45.00,4755.00
1993:Q2,242971.00,0.00,11191.00,58027.00,2808.00,22529.00,32690.00,0.00,0.00,150500.00,14075.00,41038.00,95387.00,4593.00,18660.00,223819.00,-32581.00,251300.00,24873.00,220400.00,6027.00,0.00,124.00,4976.00
1993:Q3,246564.00,0.00,9098.00,59040.00,2391.00,22018.00,34631.00,0.00,0.00,154300.00,14130.00,41277.00,98893.00,4400.00,19726.00,226364.00,-31936.00,252900.00,25800.00,220600.00,6500.00,0.00,208.00,5192.00
1993:Q4,249567.00,0.00,8463.00,61116.00,2224.00,22550.00,36342.00,0.00,0.00,157600.00,14184.00,41782.00,101634.00,4201.00,18187.00,228655.00,-32145.00,255500.00,26759.00,221812.00,6929.00,0.00,234.00,5066.00
1994:Q1,261116.00,0.00,13167.00,65372.00,1723.00,23652.00,39997.00,0.00,0.00,159100.00,14405.00,43112.00,101583.00,3700.00,19777.00,239516.00,-29584.00,263800.00,27050.00,229750.00,7000.00,0.00,258.00,5042.00
1994:Q2,267219.00,0.00,10648.00,66767.00,2154.00,24209.00,40404.00,0.00,0.00,166900.00,14629.00,44088.00,108183.00,3368.00,19536.00,244988.00,-27212.00,266500.00,27831.00,231487.00,7182.00,0.00,299.00,5401.00
1994:Q3,267694.00,0.00,9326.00,66215.00,2095.00,22495.00,41625.00,0.00,0.00,174700.00,14855.00,45502.00,114343.00,3000.00,14453.00,244594.00,-27106.00,265400.00,28200.00,229950.00,7250.00,0.00,416.00,5884.00
1994:Q4,270389.00,0.00,6201.00,65070.00,2139.00,22063.00,40868.00,0.00,0.00,181700.00,15081.00,47025.00,119594.00,2633.00,14785.00,247092.00,-23208.00,263400.00,28795.00,227290.00,7315.00,0.00,457.00,6443.00
1995:Q1,275209.00,0.00,9195.00,63714.00,1658.00,21178.00,40878.00,0.00,0.00,184400.00,15178.00,48591.00,120631.00,2700.00,15200.00,251009.00,-23491.00,269200.00,29400.00,226800.00,13000.00,0.00,379.00,4921.00
1995:Q2,280955.00,0.00,8527.00,65196.00,1289.00,20210.00,43697.00,0.00,0.00,189800.00,15277.00,48830.00,125693.00,2830.00,14602.00,255700.00,-23500.00,274200.00,30160.00,224722.00,19318.00,0.00,346.00,4654.00
1995:Q3,283084.00,0.00,7891.00,63769.00,696.00,19884.00,43189.00,0.00,0.00,194700.00,15376.00,50146.00,129178.00,2830.00,13894.00,257084.00,-24316.00,276400.00,30500.00,232750.00,13150.00,0.00,369.00,4631.00
1995:Q4,286157.00,0.00,6366.00,64608.00,557.00,18308.00,45743.00,0.00,0.00,198400.00,15475.00,50986.00,131939.00,2840.00,13943.00,259196.00,-24504.00,278800.00,30890.00,238935.00,8975.00,0.00,374.00,4526.00
1996:Q1,296821.00,0.00,10362.00,67509.00,338.00,19305.00,47866.00,0.00,0.00,199501.00,2606.00,65384.00,131511.00,2870.00,16579.00,269121.00,-27079.00,291200.00,31000.00,250700.00,9500.00,0.00,352.00,4648.00
1996:Q2,302195.00,0.00,7137.00,69464.00,255.00,19060.00,50149.00,0.00,0.00,207401.00,2696.00,68650.00,136055.00,2915.00,15278.00,273882.00,-25518.00,294300.00,32601.00,251759.00,9940.00,0.00,296.00,4804.00
1996:Q3,301562.00,0.00,2510.00,68580.00,177.00,18243.00,50160.00,0.00,0.00,214024.00,2779.00,70310.00,140935.00,2746.00,13702.00,272599.00,-24401.00,291800.00,32539.00,248979.00,10282.00,0.00,370.00,4830.00
1996:Q4,306230.00,0.00,1423.00,68398.00,291.00,17416.00,50691.00,0.00,0.00,220073.00,2861.00,73064.00,144148.00,2577.00,13759.00,276216.00,-23884.00,295100.00,32476.00,251201.00,11423.00,0.00,442.00,4558.00
1997:Q1,315416.00,0.00,8409.00,69893.00,190.00,17812.00,51891.00,0.00,0.00,221324.00,2864.00,74511.00,143949.00,2562.00,13228.00,286470.00,-26291.00,306000.00,34199.00,259405.00,12396.00,1661.00,399.00,4701.00
1997:Q2,322866.00,0.00,4241.00,71706.00,404.00,17935.00,53367.00,0.00,0.00,228192.00,2967.00,77585.00,147640.00,2546.00,16181.00,293216.00,-25134.00,311000.00,35321.00,262910.00,12769.00,1950.00,448.00,4952.00
1997:Q3,326139.00,0.00,3835.00,69491.00,157.00,15747.00,53587.00,0.00,0.00,234437.00,3037.00,81384.00,150016.00,2531.00,15845.00,295132.00,-22654.00,310900.00,36744.00,261356.00,12800.00,1586.00,490.00,4810.00
1997:Q4,328706.00,0.00,3462.00,66851.00,191.00,15611.00,51049.00,0.00,0.00,238438.00,3099.00,82977.00,152362.00,2426.00,17529.00,296793.00,-25125.00,315400.00,36600.00,264428.00,14372.00,1318.00,574.00,4626.00
1998:Q1,340782.00,0.00,9762.00,68328.00,144.00,14980.00,53204.00,0.00,0.00,238426.00,3118.00,84575.00,150733.00,2784.00,21482.00,308317.00,-27017.00,328400.00,40600.00,273350.00,14450.00,1234.00,696.00,5004.00
1998:Q2,346370.00,0.00,10132.00,70867.00,462.00,14477.00,55928.00,0.00,0.00,244230.00,3174.00,88656.00,152400.00,3141.00,18000.00,312266.00,-28197.00,333600.00,38738.00,278443.00,16419.00,563.00,757.00,5543.00
1998:Q3,349628.00,0.00,6241.00,71667.00,1108.00,13540.00,57019.00,0.00,0.00,248774.00,3238.00,91197.00,154339.00,3100.00,19846.00,314242.00,-28247.00,335800.00,37688.00,281112.00,17000.00,289.00,1019.00,5381.00
1998:Q4,358998.00,0.00,6828.00,71910.00,397.00,13139.00,58374.00,0.00,0.00,252283.00,3532.00,93345.00,155406.00,3636.00,24341.00,323116.00,-32485.00,349000.00,43037.00,287487.00,18476.00,301.00,1127.00,5173.00
1999:Q1,367809.00,0.00,7340.00,75704.00,348.00,12123.00,63233.00,0.00,0.00,254478.00,3546.00,95115.00,155817.00,3750.00,26537.00,331839.00,-35011.00,359600.00,42900.00,297170.00,19530.00,750.00,1509.00,4991.00
1999:Q2,375076.00,0.00,7134.00,79149.00,848.00,12505.00,65796.00,0.00,0.00,261883.00,3667.00,100039.00,158177.00,3870.00,23040.00,339025.00,-35180.00,366300.00,43058.00,302663.00,20579.00,1105.00,1848.00,4952.00
1999:Q3,376955.00,0.00,4635.00,77097.00,848.00,10811.00,65438.00,0.00,0.00,271383.00,3791.00,104681.00,162911.00,3990.00,19850.00,339770.00,-34935.00,366400.00,42900.00,301870.00,21630.00,705.00,2542.00,5058.00
1999:Q4,372898.00,0.00,9272.00,72775.00,1866.00,9613.00,61296.00,0.00,0.00,278938.00,3905.00,107112.00,167921.00,2544.00,9369.00,334348.00,-43028.00,366700.00,45365.00,299760.00,21575.00,1276.00,3366.00,6034.00
2000:Q1,390108.00,449.00,9618.00,75656.00,848.00,9368.00,65440.00,0.00,0.00,283316.00,4233.00,109858.00,169225.00,3210.00,17859.00,344208.00,-44795.00,380700.00,51300.00,308320.00,21080.00,303.00,2632.00,5368.00
2000:Q2,390111.00,482.00,2830.00,75021.00,348.00,8849.00,65824.00,0.00,0.00,295105.00,4415.00,114660.00,176030.00,2261.00,14412.00,351071.00,-40164.00,380500.00,50435.00,307554.00,22511.00,1735.00,2859.00,6141.00
2000:Q3,402743.00,452.00,7835.00,70743.00,1248.00,8604.00,60891.00,0.00,0.00,304018.00,4567.00,118135.00,181316.00,2200.00,17495.00,355046.00,-39931.00,383500.00,50900.00,310600.00,22000.00,877.00,3136.00,7464.00
2000:Q4,405907.00,463.00,4001.00,70401.00,1246.00,8218.00,60937.00,0.00,0.00,309297.00,4926.00,119937.00,184434.00,2202.00,19543.00,356699.00,-41793.00,389100.00,51252.00,312739.00,25109.00,392.00,3393.00,5607.00
2001:Q1,430845.00,438.00,10844.00,77530.00,1149.00,7980.00,68401.00,0.00,0.00,309450.00,4948.00,121741.00,182761.00,1980.00,30603.00,369852.00,-53504.00,415600.00,55200.00,334800.00,25600.00,1056.00,3241.00,3459.00
2001:Q2,435332.00,452.00,8347.00,74458.00,1611.00,6559.00,66288.00,0.00,0.00,317906.00,5405.00,126145.00,186356.00,3575.00,30594.00,377767.00,-58724.00,426300.00,54207.00,342771.00,29322.00,691.00,3453.00,6047.00
2001:Q3,460302.00,529.00,7921.00,81912.00,1335.00,6441.00,74136.00,0.00,0.00,326486.00,5567.00,133581.00,187338.00,3100.00,40354.00,402119.00,-48547.00,441300.00,55572.00,353694.00,32034.00,66.00,3832.00,5468.00
2001:Q4,456131.00,539.00,2492.00,90378.00,2400.00,7420.00,80558.00,0.00,0.00,330837.00,5610.00,135657.00,189570.00,3740.00,28145.00,401316.00,-59218.00,450200.00,54734.00,361336.00,34130.00,1634.00,4932.00,3768.00
2002:Q1,488826.00,613.00,7270.00,100598.00,2314.00,7587.00,90697.00,0.00,0.00,333719.00,5694.00,140308.00,187717.00,3000.00,43626.00,427928.00,-57780.00,474700.00,53353.00,386347.00,35000.00,308.00,5530.00,5170.00
2002:Q2,494787.00,594.00,2359.00,110377.00,3365.00,8183.00,98829.00,0.00,0.00,343279.00,6509.00,145152.00,191618.00,3970.00,34208.00,431803.00,-62563.00,483200.00,60400.00,384630.00,38170.00,366.00,6030.00,4770.00
2002:Q3,495909.00,819.00,5036.00,101601.00,2698.00,6936.00,91967.00,0.00,0.00,351298.00,6696.00,148718.00,195884.00,3789.00,33366.00,436424.00,-66022.00,489500.00,59719.00,389370.00,40411.00,546.00,6815.00,5585.00
2002:Q4,505879.00,644.00,2301.00,110196.00,1511.00,7525.00,79077.00,0.00,22083.00,355187.00,7480.00,151963.00,195744.00,3546.00,34005.00,450608.00,-62315.00,499700.00,60464.00,396427.00,42809.00,623.00,6906.00,5694.00
2003:Q1,523683.00,612.00,5035.00,122823.00,1209.00,7454.00,89289.00,0.00,24871.00,356314.00,7493.00,154808.00,194013.00,4534.00,34365.00,459556.00,-81355.00,526400.00,65800.00,413639.00,46961.00,611.00,7599.00,6301.00
2003:Q2,536586.00,719.00,3735.00,127773.00,1413.00,8357.00,90530.00,0.00,27473.00,367006.00,8416.00,159673.00,198917.00,4536.00,32817.00,474018.00,-79384.00,537600.00,66662.00,420863.00,50075.00,1002.00,7997.00,6803.00
2003:Q3,543631.00,738.00,5159.00,126514.00,861.00,9179.00,92858.00,0.00,23616.00,379881.00,8747.00,167708.00,203426.00,4222.00,27117.00,486034.00,-73548.00,542200.00,65064.00,424984.00,52152.00,1782.00,8828.00,6772.00
2003:Q4,550439.00,874.00,2872.00,128081.00,683.00,8764.00,94285.00,0.00,24349.00,388521.00,9733.00,172911.00,205877.00,4085.00,26006.00,496908.00,-67731.00,545000.00,66490.00,424912.00,53598.00,3139.00,9073.00,7427.00
2004:Q1,563115.00,1000.00,4476.00,131118.00,950.00,8731.00,94596.00,0.00,26841.00,393101.00,9818.00,176197.00,207086.00,4189.00,29231.00,501402.00,-77330.00,561700.00,70213.00,436831.00,54656.00,632.00,8405.00,7995.00
2004:Q2,578398.00,965.00,3305.00,133089.00,762.00,8986.00,98542.00,0.00,24799.00,408183.00,10171.00,186328.00,211684.00,3891.00,28965.00,519835.00,-67685.00,567300.00,69778.00,441031.00,56491.00,1220.00,9624.00,9376.00
2004:Q3,580629.00,871.00,4066.00,125469.00,684.00,8579.00,94452.00,0.00,21754.00,421192.00,13084.00,193637.00,214471.00,3494.00,25537.00,524664.00,-65265.00,568600.00,70506.00,439711.00,58383.00,2229.00,9855.00,9245.00
2004:Q4,590572.00,847.00,4521.00,127751.00,788.00,8857.00,93140.00,0.00,24966.00,428624.00,14594.00,198646.00,215384.00,3147.00,25682.00,532426.00,-65715.00,574500.00,74111.00,440398.00,59991.00,2941.00,11374.00,9326.00
2005:Q1,608079.00,913.00,5586.00,131505.00,849.00,8337.00,95315.00,0.00,27004.00,434251.00,14754.00,203370.00,216127.00,2832.00,32992.00,543699.00,-68623.00,591300.00,77460.00,452258.00,61582.00,522.00,11758.00,8742.00
2005:Q2,614917.00,774.00,3378.00,128771.00,499.00,8442.00,95269.00,0.00,24561.00,450208.00,17131.00,211755.00,221322.00,2568.00,29218.00,556177.00,-61630.00,590900.00,76817.00,450950.00,63133.00,2307.00,12544.00,12056.00
2005:Q3,623120.00,761.00,6872.00,118968.00,449.00,7917.00,90763.00,0.00,19839.00,466911.00,17733.00,219691.00,229487.00,2223.00,27385.00,567090.00,-60199.00,596000.00,79864.00,454840.00,61296.00,4489.00,12619.00,14181.00
2005:Q4,627965.00,745.00,6725.00,118371.00,784.00,7722.00,86388.00,0.00,23477.00,474150.00,19470.00,226092.00,228588.00,2151.00,25823.00,567367.00,-59311.00,596100.00,81070.00,452502.00,62528.00,3978.00,14656.00,11944.00
2006:Q1,646103.00,735.00,9220.00,126071.00,1077.00,8032.00,89253.00,0.00,27709.00,478012.00,19559.00,231110.00,227343.00,2257.00,29808.00,574335.00,-66876.00,614800.00,82998.00,468125.00,63677.00,1911.00,14597.00,9903.00
2006:Q2,649331.00,818.00,6760.00,122715.00,645.00,7748.00,88781.00,0.00,25541.00,492907.00,21687.00,240786.00,230434.00,2025.00,24106.00,584977.00,-58780.00,612800.00,82728.00,467875.00,62197.00,4857.00,16308.00,9792.00
2006:Q3,654179.00,650.00,6132.00,113535.00,1180.00,7833.00,79399.00,0.00,25123.00,505429.00,22213.00,248747.00,234469.00,2036.00,26397.00,591315.00,-57596.00,613700.00,74871.00,474886.00,63943.00,5811.00,16796.00,12604.00
2006:Q4,661320.00,618.00,5130.00,111553.00,958.00,7431.00,72535.00,0.00,30629.00,511075.00,22503.00,252506.00,236066.00,2080.00,30864.00,592834.00,-60758.00,620600.00,72610.00,482962.00,65028.00,4892.00,18885.00,9215.00
2007:Q1,680185.00,569.00,10248.00,117601.00,1582.00,6998.00,72415.00,0.00,36606.00,511629.00,24126.00,255326.00,232177.00,2191.00,37947.00,597088.00,-75306.00,645300.00,76145.00,501082.00,68073.00,394.00,16249.00,10451.00
2007:Q2,689089.00,609.00,6857.00,117931.00,1732.00,7254.00,73011.00,0.00,35934.00,523135.00,26323.00,263965.00,232847.00,1904.00,38653.00,610570.00,-68623.00,650400.00,74146.00,506553.00,69701.00,1593.00,18897.00,8303.00
2007:Q3,700457.00,611.00,7986.00,116665.00,1043.00,8555.00,70870.00,0.00,36197.00,535896.00,26866.00,272110.00,236920.00,1920.00,37379.00,623408.00,-58644.00,647100.00,70534.00,505732.00,70834.00,3052.00,28373.00,3527.00
2007:Q4,699016.00,490.00,2547.00,113804.00,426.00,10418.00,68409.00,0.00,34551.00,544090.00,27307.00,280213.00,236570.00,2054.00,36031.00,631363.00,-59782.00,652300.00,73710.00,508717.00,69873.00,2945.00,32300.00,3600.00
