1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q2,18259867.00,53593.00,294075.00,496199.00,353852.00,83888.00,627091.00,8977826.00,95655.00,5310871.00,630097.00,4680774.00,1031501.00,70260.00,2469539.00,166024.00,3716431.00,461534.00,134856.00,2894498.00,9494398.00,138614.00,939913.00,776212.00,2315639.00,357366.00,1958273.00,254616.00,229349.00,25267.00,53917.00,4761236.00,254251.00,57511.00,30596.00,166144.00,4673015.00
2012:Q3,18833542.00,54463.00,231162.00,519387.00,371121.00,90406.00,650919.00,9246740.00,100902.00,5472716.00,679051.00,4793665.00,1039312.00,70683.00,2563127.00,157659.00,3940042.00,478132.00,141459.00,2952052.00,9827785.00,141855.00,965122.00,781475.00,2481419.00,366725.00,2114694.00,261568.00,233920.00,27648.00,53824.00,4915625.00,226897.00,57761.00,15177.00,153959.00,5048350.00
2012:Q4,18943226.00,54277.00,102057.00,540444.00,393365.00,96923.00,671265.00,9364792.00,102775.00,5571482.00,661654.00,4909828.00,1001204.00,71776.00,2617555.00,143902.00,3952993.00,495445.00,140504.00,2987259.00,9950771.00,138934.00,919488.00,800729.00,2566136.00,373000.00,2193136.00,267877.00,237660.00,30217.00,55724.00,5017814.00,184069.00,57831.00,11516.00,114722.00,5321857.00
2013:Q1,19728362.00,52945.00,197554.00,543233.00,392455.00,103441.00,733912.00,9496308.00,109819.00,5721311.00,720235.00,5001076.00,957298.00,72566.00,2635314.00,141484.00,4393282.00,503705.00,143773.00,3026270.00,10039141.00,135117.00,970235.00,789666.00,2617310.00,407388.00,2209922.00,275967.00,245981.00,29986.00,54915.00,4990205.00,205726.00,57868.00,10682.00,137176.00,5546349.00
2013:Q2,19923878.00,53113.00,480934.00,551516.00,399338.00,109958.00,717431.00,9273680.00,111369.00,5595017.00,675367.00,4919650.00,904088.00,73644.00,2589562.00,152282.00,4463414.00,503450.00,148791.00,3069971.00,10062009.00,134500.00,1020366.00,748697.00,2560698.00,417402.00,2143296.00,283125.00,252213.00,30912.00,59115.00,5090570.00,164938.00,59946.00,4305.00,100687.00,5541381.00
2013:Q3,20426411.00,54177.00,440526.00,574049.00,419791.00,109067.00,715911.00,9407294.00,89796.00,5652820.00,645031.00,5007789.00,926012.00,75001.00,2663665.00,138942.00,4775690.00,521561.00,150824.00,3118579.00,10321320.00,136548.00,1011247.00,765284.00,2629983.00,405875.00,2224108.00,294276.00,262460.00,31816.00,60853.00,5232712.00,190417.00,59966.00,3137.00,127314.00,6084914.00
2013:Q4,21097492.00,54386.00,414243.00,591329.00,445129.00,108175.00,705405.00,9586906.00,101333.00,5792616.00,685527.00,5107089.00,883776.00,76236.00,2732945.00,139690.00,5204383.00,552042.00,148007.00,3147797.00,10162748.00,133358.00,950580.00,692177.00,2649495.00,406951.00,2242544.00,308329.00,276716.00,31613.00,53370.00,5214631.00,160808.00,60043.00,2898.00,97867.00,6472877.00
2014:Q1,21722150.00,54585.00,531275.00,621262.00,461357.00,107284.00,765756.00,9790350.00,106511.00,5948311.00,689327.00,5258984.00,861813.00,76956.00,2796759.00,151242.00,5378203.00,565585.00,160869.00,3134382.00,10292445.00,133093.00,921322.00,746946.00,2715457.00,413834.00,2301623.00,322194.00,290450.00,31744.00,46899.00,5253742.00,152792.00,60043.00,3033.00,89716.00,6647696.00
2014:Q2,22393518.00,54594.00,559861.00,637961.00,495727.00,106392.00,798527.00,9963896.00,117135.00,6018693.00,627612.00,5391081.00,870103.00,77634.00,2880331.00,158132.00,5634127.00,611554.00,165803.00,3206944.00,10554035.00,133994.00,902457.00,703422.00,2892118.00,435193.00,2456925.00,337478.00,304543.00,32935.00,49725.00,5373181.00,161660.00,61731.00,2750.00,97179.00,7101816.00
2014:Q3,22648869.00,52358.00,573898.00,641566.00,491940.00,108210.00,784241.00,10024254.00,119584.00,6069151.00,614066.00,5455085.00,888338.00,78876.00,2868305.00,185938.00,5708046.00,620446.00,161051.00,3296921.00,10643869.00,125874.00,951212.00,735664.00,2857429.00,393149.00,2464280.00,329958.00,296886.00,33072.00,47762.00,5437708.00,158262.00,62207.00,2866.00,93189.00,6828948.00
2014:Q4,22973865.00,51166.00,445159.00,674142.00,499082.00,113246.00,810956.00,10172201.00,107929.00,6156034.00,671636.00,5484398.00,899640.00,80563.00,2928035.00,170638.00,5921510.00,607751.00,161724.00,3346290.00,10515413.00,118883.00,827422.00,708165.00,2866919.00,385560.00,2481359.00,339242.00,305300.00,33942.00,47032.00,5457917.00,149833.00,62383.00,4154.00,83296.00,6770629.00
2015:Q1,23324239.00,48718.00,442363.00,690816.00,506177.00,109925.00,799863.00,10306470.00,118437.00,6172631.00,702290.00,5470341.00,890405.00,82824.00,3042173.00,177965.00,5972550.00,645987.00,165713.00,3457692.00,10642862.00,108086.00,817033.00,776179.00,2880559.00,415943.00,2464616.00,349518.00,315546.00,33972.00,45500.00,5505951.00,160036.00,64569.00,3436.00,92031.00,7188489.00
2015:Q2,23330090.00,49668.00,412483.00,687864.00,491276.00,108694.00,730172.00,10414175.00,113068.00,6163141.00,701278.00,5461863.00,935243.00,85793.00,3116930.00,188766.00,5888371.00,662638.00,170982.00,3525001.00,10595006.00,109162.00,734220.00,757819.00,2857185.00,429404.00,2427781.00,359834.00,326554.00,33280.00,44970.00,5581147.00,150669.00,64570.00,3261.00,82838.00,7353305.00
2015:Q3,22756401.00,49574.00,393639.00,693008.00,473922.00,110878.00,749831.00,10354523.00,100829.00,6106319.00,667144.00,5439175.00,939125.00,86373.00,3121877.00,195159.00,5377926.00,610561.00,176274.00,3571106.00,10578247.00,109042.00,667600.00,850556.00,2788028.00,447791.00,2340237.00,359123.00,325057.00,34066.00,45723.00,5593158.00,165017.00,64610.00,3307.00,97100.00,6605553.00
2015:Q4,22775613.00,48938.00,354352.00,705076.00,476099.00,114497.00,667565.00,10358673.00,104068.00,6148074.00,724705.00,5423369.00,913539.00,87474.00,3105518.00,193979.00,5507256.00,597112.00,175639.00,3576427.00,10408857.00,106412.00,585879.00,783046.00,2717294.00,444816.00,2272478.00,362611.00,328007.00,34604.00,44734.00,5648567.00,160314.00,64610.00,3623.00,92081.00,6828231.00
2016:Q1,23157828.00,49753.00,305097.00,725456.00,494157.00,114666.00,705478.00,10681017.00,101490.00,6286999.00,724922.00,5562077.00,947301.00,88188.00,3257039.00,200069.00,5407991.00,613905.00,180406.00,3679833.00,10687867.00,108537.00,624546.00,851130.00,2782750.00,467309.00,2315441.00,363422.00,328654.00,34768.00,48013.00,5756749.00,152720.00,66319.00,2772.00,83629.00,6738823.00
2016:Q2,23614339.00,49401.00,323668.00,739013.00,517729.00,111896.00,750392.00,10874679.00,108807.00,6280973.00,682213.00,5598760.00,978899.00,89725.00,3416275.00,188628.00,5433488.00,621432.00,186590.00,3817423.00,10891492.00,109040.00,579531.00,946877.00,2821300.00,469225.00,2352075.00,363462.00,328615.00,34847.00,45674.00,5853304.00,172304.00,66540.00,5620.00,100144.00,6770394.00
2016:Q3,24029085.00,49294.00,246751.00,748684.00,525752.00,111057.00,734694.00,10961168.00,128012.00,6151735.00,692745.00,5458990.00,1007975.00,93262.00,3580185.00,194837.00,5679265.00,672290.00,182253.00,3923040.00,10941186.00,111257.00,589039.00,923363.00,2784765.00,385706.00,2399059.00,357236.00,321544.00,35692.00,45682.00,5962694.00,167150.00,66540.00,9629.00,90981.00,7170008.00
